,ASML.AS,AZN.L,1299.HK,SAP.DE,NOVO B.CO,6758.T,OR.PA,ALV.DE,6861.T,CSL.AX,SU.PA,9984.T,AI.PA,6098.T,ADS.DE,BNP.PA,DPW.DE,7974.T,DTE.DE,ABBN.SW,ANZ.AX,8035.T,ZURN.SW,388.HK,4063.T,LONN.SW,REL.L,IFX.DE,7741.T,9433.T,EL.PA,PRU.L,INGA.AS,DSV.CO,6594.T,CS.PA,SIKA.SW,RMS.PA,BN.PA,8316.T,PRX.AS,6981.T,LLOY.L,6954.T,6367.T,VOD.L,GIVN.SW,INVE B.ST,9983.T,VWS.CO,ATCO A.ST,D05.SI,ITX.MC,9434.T,CPG.L,MUV2.DE,CRH.L,ERIC B.ST,LSEG.L,VOLV B.ST,NDA SE.ST,PGHN.SW,VNA.DE,6702.T,ALC.SW,BMW.DE,AHT.L,4503.T,DB1.DE,9432.T,CLNX.MC,4568.T,AMS.MC,AD.AS,DSM.AS,8766.T,DSY.PA,FERG.L,4901.T,CAP.PA,O39.SI,4911.T,ASSA B.ST,4661.T,LR.PA,NOKIA.HE,FMG.AX,HEXA B.ST,TCL.AX,6902.T,WKL.AS,GMAB.CO,SAND.ST,4543.T,KNEBV.HE,GEBN.SW,4519.T,SREN.SW,ML.PA,6752.T,4523.T,STM.PA,GMG.AX,U11.SI,RACE.MI,6503.T,5108.T,4452.T,MRK.DE,669.HK,GLE.PA,TEF.MC,VIV.PA,BT.A.L,WLN.PA,SAMPO.HE,KRZ.IR,AKZA.AS,7751.T,AV.L,ATCOB.ST,LGEN.L,16.HK,6301.T,SOON.SW,LOGN.SW,G.MI,9022.T,8801.T,DWNI.DE,6326.T,SEB A.ST,823.HK,ZAL.DE,ESSITY B.ST,DNB.OL,APT.AX,SGSN.SW,8750.T,KNIN.SW,8802.T,SGRO.L,KBC.BR,8267.T,HEN3.DE,SY1.DE,11.HK,HM B.ST,MAERSK B.CO,8113.T,ASM.AS,COL.AX,SHB A.ST,WIX,1925.T,6971.T,III.L,HFG.DE,6762.T,4578.T,HLMA.L,BAER.SW,NZYM B.CO,WPP.L,6869.T,8604.T,CNHI.MI,TKWY.AS,STMN.SW,EDEN.PA,Z74.SI,6857.T,SRT3.,NCM.AX,FER.MC,NICE.TA,NIBE B.ST,SLHN.SW,ARGX.BR,MONC.MI,PUB.PA,SCMN.SW,SPX.L,PNDORA.CO,DIM.PA,4689.T,BNR.DE,6506.T,CRDA.L,JHX.AX,4507.T,3407.T,NXT.L,BEI.DE,9735.T,SK3.IR,OCDO.L,CABK.MC,PSN.L,NN.AS,DSYA.,4307.T,SHL.AX,PUM.DE,TRN.MI,RTO.L,8697.T,8725.T,1COV.DE,USD,2802.T,XRO.AX,DNB,EUR,FPH.NZ,UMI.BR,MNDI.L,EQT.ST,9843.T,ALFA.ST,STJ.L,SUN.AX,QBE.AX,XTSLA,ASX.AX,HSBA.L,8306.T,ADYEN.AS,GBP,SEK,6963.T,6701.T,IHG.L,ERF.PA,6645.T,6383.T,7701.T,SUM
08/03/2021,3.34,1.83,1.55,1.57,1.66,1.37,1.22,1.07,1.13,1.02,0.96,0.82,0.86,0.75,0.73,0.72,0.71,0.55,0.72,0.67,0.61,0.6,0.64,0.53,0.55,0.61,0.59,0.53,0.54,0.53,0.56,0.53,0.53,0.53,0.49,0.51,0.53,0.52,0.5,0.46,0.46,0.48,0.46,0.4,0.5,0.45,0.47,0.48,0.39,0.4,0.47,0.41,0.4,0.4,0.39,0.4,0.41,0.35,0.37,0.38,0.4,0.42,0.37,0.32,0.38,0.36,0.35,0.33,0.35,0.35,0.36,0.33,0.32,0.35,0.36,0.35,0.0,0.33,0.31,0.36,0.32,0.29,0.33,0.27,0.32,0.35,0.33,0.35,0.3,0.3,0.33,0.32,0.3,0.28,0.3,0.32,0.27,0.29,0.29,0.28,0.24,0.3,0.29,0.26,0.29,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.25,0.23,0.23,0.25,0.25,0.24,0.24,0.22,0.24,0.23,0.22,0.23,0.23,0.2,0.23,0.21,0.21,0.22,0.22,0.23,0.22,0.24,0.21,0.2,0.16,0.2,0.19,0.19,0.19,0.21,0.21,0.2,0.19,0.2,0.2,0.16,0.17,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.16,0.17,0.18,0.18,0.17,0.2,0.16,0.15,0.15,0.17,0.16,0.16,0.18,0.18,0.17,0.0,0.15,0.0,0.15,0.16,0.0,0.17,0.15,0.16,0.0,0.17,0.16,0.15,0.15,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.15,0.38,0.0,0.0,0.14,0.0,0.15,0.17,0.14,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.34
08/04/2021,3.34,1.83,1.55,1.57,1.66,1.37,1.22,1.07,1.13,1.02,0.96,0.82,0.86,0.75,0.73,0.72,0.71,0.55,0.72,0.67,0.61,0.6,0.64,0.53,0.55,0.61,0.59,0.53,0.54,0.53,0.56,0.53,0.53,0.53,0.49,0.51,0.53,0.52,0.5,0.46,0.46,0.48,0.46,0.4,0.5,0.45,0.47,0.48,0.39,0.4,0.47,0.41,0.4,0.4,0.39,0.4,0.41,0.35,0.37,0.38,0.4,0.42,0.37,0.32,0.38,0.36,0.35,0.33,0.35,0.35,0.36,0.33,0.32,0.35,0.36,0.35,0.0,0.33,0.31,0.36,0.32,0.29,0.33,0.27,0.32,0.35,0.33,0.35,0.3,0.3,0.33,0.32,0.3,0.28,0.3,0.32,0.27,0.29,0.29,0.28,0.24,0.3,0.29,0.26,0.29,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.25,0.23,0.23,0.25,0.25,0.24,0.24,0.22,0.24,0.23,0.22,0.23,0.23,0.2,0.23,0.21,0.21,0.22,0.22,0.23,0.22,0.24,0.21,0.2,0.16,0.2,0.19,0.19,0.19,0.21,0.21,0.2,0.19,0.2,0.2,0.16,0.17,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.16,0.17,0.18,0.18,0.17,0.2,0.16,0.15,0.15,0.17,0.16,0.16,0.18,0.18,0.17,0.0,0.15,0.0,0.15,0.16,0.0,0.17,0.15,0.16,0.0,0.17,0.16,0.15,0.15,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.15,0.38,0.0,0.0,0.14,0.0,0.15,0.17,0.14,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.34
08/05/2021,3.34,1.83,1.55,1.57,1.66,1.37,1.22,1.07,1.13,1.02,0.96,0.82,0.86,0.75,0.73,0.72,0.71,0.55,0.72,0.67,0.61,0.6,0.64,0.53,0.55,0.61,0.59,0.53,0.54,0.53,0.56,0.53,0.53,0.53,0.49,0.51,0.53,0.52,0.5,0.46,0.46,0.48,0.46,0.4,0.5,0.45,0.47,0.48,0.39,0.4,0.47,0.41,0.4,0.4,0.39,0.4,0.41,0.35,0.37,0.38,0.4,0.42,0.37,0.32,0.38,0.36,0.35,0.33,0.35,0.35,0.36,0.33,0.32,0.35,0.36,0.35,0.0,0.33,0.31,0.36,0.32,0.29,0.33,0.27,0.32,0.35,0.33,0.35,0.3,0.3,0.33,0.32,0.3,0.28,0.3,0.32,0.27,0.29,0.29,0.28,0.24,0.3,0.29,0.26,0.29,0.26,0.26,0.26,0.27,0.27,0.25,0.26,0.25,0.23,0.23,0.25,0.25,0.24,0.24,0.22,0.24,0.23,0.22,0.23,0.23,0.2,0.23,0.21,0.21,0.22,0.22,0.23,0.22,0.24,0.21,0.2,0.16,0.2,0.19,0.19,0.19,0.21,0.21,0.2,0.19,0.2,0.2,0.16,0.17,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.17,0.17,0.17,0.18,0.17,0.17,0.16,0.17,0.18,0.18,0.17,0.2,0.16,0.15,0.15,0.17,0.16,0.16,0.18,0.18,0.17,0.0,0.15,0.0,0.15,0.16,0.0,0.17,0.15,0.16,0.0,0.17,0.16,0.15,0.15,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.15,0.38,0.0,0.0,0.14,0.0,0.15,0.17,0.14,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.34
08/06/2021,3.36,1.81,1.52,1.57,1.65,1.37,1.23,0.97,1.16,1.03,0.97,0.83,0.85,0.74,0.76,0.71,0.71,0.55,0.71,0.67,0.61,0.62,0.64,0.55,0.57,0.61,0.59,0.54,0.57,0.54,0.58,0.53,0.52,0.52,0.5,0.54,0.53,0.53,0.51,0.46,0.42,0.49,0.47,0.41,0.5,0.45,0.47,0.47,0.38,0.4,0.46,0.4,0.4,0.41,0.38,0.39,0.41,0.35,0.36,0.37,0.4,0.42,0.37,0.32,0.38,0.34,0.34,0.33,0.34,0.35,0.36,0.31,0.3,0.35,0.36,0.35,0.0,0.33,0.32,0.37,0.32,0.28,0.33,0.27,0.32,0.35,0.31,0.35,0.3,0.31,0.33,0.32,0.3,0.29,0.29,0.32,0.27,0.28,0.29,0.29,0.24,0.31,0.28,0.26,0.27,0.27,0.26,0.26,0.27,0.27,0.26,0.27,0.25,0.22,0.23,0.25,0.25,0.24,0.25,0.22,0.24,0.22,0.22,0.23,0.23,0.2,0.23,0.21,0.21,0.22,0.22,0.23,0.22,0.24,0.21,0.19,0.21,0.2,0.2,0.19,0.19,0.21,0.21,0.2,0.19,0.19,0.19,0.16,0.17,0.18,0.19,0.18,0.18,0.17,0.18,0.18,0.19,0.16,0.16,0.18,0.18,0.16,0.17,0.16,0.18,0.17,0.18,0.16,0.2,0.16,0.15,0.16,0.18,0.16,0.16,0.18,0.18,0.17,0.0,0.15,0.0,0.15,0.16,0.0,0.17,0.15,0.16,0.15,0.17,0.16,0.15,0.15,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.38,0.15,0.0,0.0,0.0,0.15,0.17,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.14,0.14,0.0,0.0,0.15,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.29
08/10/2021,3.4,1.78,1.47,1.59,1.76,1.34,1.24,0.99,1.14,1.04,0.98,0.8,0.85,0.76,0.72,0.74,0.7,0.5,0.71,0.67,0.62,0.62,0.65,0.83,0.55,0.6,0.59,0.57,0.57,0.52,0.57,0.55,0.55,0.51,0.5,0.55,0.53,0.53,0.5,0.46,0.43,0.48,0.47,0.41,0.53,0.45,0.46,0.47,0.38,0.42,0.47,0.41,0.39,0.41,0.39,0.4,0.41,0.35,0.38,0.37,0.4,0.41,0.38,0.31,0.37,0.34,0.35,0.33,0.34,0.34,0.37,0.3,0.3,0.34,0.36,0.35,0.0,0.33,0.31,0.37,0.32,0.3,0.33,0.26,0.31,0.34,0.3,0.35,0.3,0.31,0.32,0.31,0.29,0.29,0.29,0.31,0.26,0.29,0.29,0.29,0.23,0.31,0.29,0.26,0.29,0.26,0.25,0.27,0.28,0.28,0.27,0.27,0.25,0.22,0.23,0.26,0.24,0.24,0.25,0.22,0.25,0.23,0.21,0.22,0.23,0.2,0.23,0.2,0.21,0.22,0.21,0.23,0.22,0.23,0.2,0.2,0.22,0.19,0.2,0.19,0.19,0.22,0.22,0.2,0.19,0.2,0.14,0.16,0.16,0.19,0.19,0.18,0.18,0.16,0.18,0.18,0.19,0.16,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.19,0.15,0.15,0.16,0.17,0.16,0.15,0.17,0.18,0.17,0.0,0.15,0.0,0.15,0.16,0.0,0.17,0.16,0.16,0.0,0.18,0.16,0.16,0.15,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.38,0.15,0.0,0.14,0.0,0.15,0.0,0.14,0.0,0.0,0.16,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.52999999999999
08/11/2021,3.4,1.78,1.47,1.59,1.76,1.34,1.24,0.99,1.14,1.04,0.98,0.8,0.85,0.76,0.72,0.74,0.7,0.5,0.71,0.67,0.62,0.62,0.65,0.83,0.55,0.6,0.59,0.57,0.57,0.52,0.57,0.55,0.55,0.51,0.5,0.55,0.53,0.53,0.5,0.46,0.43,0.48,0.47,0.41,0.53,0.45,0.46,0.47,0.38,0.42,0.47,0.41,0.39,0.41,0.39,0.4,0.41,0.35,0.38,0.37,0.4,0.41,0.38,0.31,0.37,0.34,0.35,0.33,0.34,0.34,0.37,0.3,0.3,0.34,0.36,0.35,0.0,0.33,0.31,0.37,0.32,0.3,0.33,0.26,0.31,0.34,0.3,0.35,0.3,0.31,0.32,0.31,0.29,0.29,0.29,0.31,0.26,0.29,0.29,0.29,0.23,0.31,0.29,0.26,0.29,0.26,0.25,0.27,0.28,0.28,0.27,0.27,0.25,0.22,0.23,0.26,0.24,0.24,0.25,0.22,0.25,0.23,0.21,0.22,0.23,0.2,0.23,0.2,0.21,0.22,0.21,0.23,0.22,0.23,0.2,0.2,0.22,0.19,0.2,0.19,0.19,0.22,0.22,0.2,0.19,0.2,0.14,0.16,0.16,0.19,0.19,0.18,0.18,0.16,0.18,0.18,0.19,0.16,0.16,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.18,0.17,0.19,0.15,0.15,0.16,0.17,0.16,0.15,0.17,0.18,0.17,0.0,0.15,0.0,0.15,0.16,0.0,0.17,0.16,0.16,0.0,0.18,0.16,0.16,0.15,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.38,0.15,0.0,0.14,0.0,0.15,0.0,0.14,0.0,0.0,0.16,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.52999999999999
08/13/2021,3.43,1.77,1.49,1.58,1.77,1.31,1.23,1.0,1.15,1.02,0.99,0.8,0.85,0.77,0.71,0.73,0.69,0.48,0.72,0.67,0.63,0.62,0.65,0.81,0.55,0.6,0.59,0.57,0.58,0.53,0.56,0.55,0.55,0.51,0.5,0.55,0.53,0.52,0.5,0.46,0.46,0.48,0.47,0.4,0.53,0.45,0.46,0.47,0.38,0.41,0.47,0.42,0.39,0.41,0.38,0.41,0.41,0.35,0.38,0.36,0.4,0.41,0.37,0.31,0.37,0.34,0.36,0.33,0.35,0.35,0.37,0.31,0.29,0.35,0.36,0.35,0.0,0.33,0.31,0.37,0.32,0.3,0.33,0.27,0.31,0.34,0.29,0.35,0.28,0.3,0.32,0.31,0.29,0.29,0.29,0.32,0.27,0.29,0.29,0.28,0.24,0.31,0.3,0.27,0.29,0.27,0.25,0.26,0.29,0.28,0.27,0.27,0.25,0.23,0.23,0.26,0.24,0.24,0.25,0.23,0.25,0.23,0.21,0.22,0.23,0.2,0.23,0.21,0.2,0.22,0.21,0.23,0.22,0.22,0.2,0.2,0.22,0.19,0.2,0.19,0.18,0.21,0.22,0.2,0.19,0.19,0.14,0.16,0.17,0.19,0.19,0.18,0.18,0.15,0.17,0.18,0.2,0.17,0.16,0.18,0.17,0.17,0.17,0.16,0.16,0.17,0.18,0.17,0.19,0.15,0.15,0.16,0.18,0.15,0.15,0.17,0.18,0.17,0.0,0.15,0.0,0.15,0.16,0.14,0.17,0.16,0.16,0.0,0.18,0.16,0.17,0.0,0.15,0.14,0.0,0.0,0.0,0.15,0.0,0.15,0.38,0.15,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.53999999999999
08/16/2021,3.38,1.79,1.45,1.59,1.79,1.29,1.24,1.0,1.16,1.0,1.0,0.78,0.84,0.75,0.72,0.73,0.7,0.5,0.73,0.67,0.63,0.59,0.68,0.78,0.55,0.6,0.59,0.56,0.58,0.52,0.56,0.57,0.54,0.51,0.5,0.55,0.53,0.52,0.5,0.47,0.46,0.48,0.46,0.4,0.55,0.46,0.46,0.47,0.39,0.39,0.47,0.41,0.4,0.41,0.38,0.42,0.42,0.35,0.38,0.36,0.4,0.4,0.37,0.32,0.36,0.34,0.36,0.33,0.35,0.34,0.37,0.34,0.29,0.36,0.36,0.36,0.0,0.33,0.31,0.37,0.32,0.29,0.33,0.27,0.32,0.33,0.29,0.35,0.28,0.3,0.32,0.32,0.3,0.28,0.29,0.32,0.27,0.29,0.29,0.29,0.24,0.31,0.28,0.26,0.29,0.26,0.27,0.26,0.29,0.31,0.26,0.28,0.25,0.23,0.22,0.26,0.24,0.24,0.25,0.23,0.25,0.23,0.21,0.23,0.23,0.2,0.23,0.21,0.2,0.22,0.22,0.23,0.21,0.22,0.2,0.2,0.22,0.19,0.21,0.19,0.19,0.21,0.21,0.2,0.18,0.19,0.14,0.16,0.18,0.18,0.19,0.18,0.18,0.0,0.18,0.18,0.2,0.17,0.16,0.18,0.17,0.17,0.17,0.16,0.15,0.17,0.18,0.15,0.19,0.15,0.16,0.15,0.18,0.15,0.15,0.17,0.18,0.17,0.0,0.15,0.0,0.15,0.16,0.0,0.16,0.16,0.16,0.15,0.18,0.17,0.17,0.15,0.15,0.14,0.0,0.0,0.0,0.15,0.0,0.15,0.38,0.0,0.0,0.0,0.0,0.15,0.0,0.14,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.14,0.0,0.15,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.53
08/17/2021,3.36,1.8,1.46,1.58,1.79,1.3,1.23,1.0,1.16,1.02,1.0,0.78,0.84,0.82,0.73,0.73,0.7,0.49,0.74,0.68,0.63,0.58,0.68,0.77,0.54,0.6,0.59,0.55,0.59,0.52,0.56,0.57,0.55,0.52,0.5,0.56,0.53,0.53,0.5,0.47,0.45,0.47,0.46,0.39,0.55,0.45,0.46,0.47,0.39,0.4,0.47,0.4,0.41,0.41,0.38,0.43,0.42,0.35,0.38,0.36,0.4,0.4,0.38,0.32,0.36,0.34,0.36,0.32,0.35,0.35,0.37,0.34,0.3,0.36,0.36,0.35,0.0,0.33,0.31,0.37,0.31,0.3,0.33,0.27,0.32,0.34,0.29,0.35,0.27,0.3,0.32,0.32,0.3,0.28,0.29,0.32,0.27,0.29,0.29,0.28,0.24,0.31,0.28,0.26,0.29,0.26,0.27,0.26,0.3,0.31,0.26,0.27,0.26,0.22,0.22,0.26,0.24,0.24,0.25,0.24,0.25,0.23,0.21,0.23,0.23,0.19,0.23,0.21,0.2,0.22,0.22,0.23,0.21,0.23,0.2,0.2,0.22,0.19,0.21,0.19,0.19,0.21,0.22,0.2,0.18,0.19,0.0,0.16,0.17,0.19,0.19,0.19,0.18,0.0,0.18,0.18,0.19,0.17,0.15,0.18,0.17,0.17,0.17,0.16,0.16,0.17,0.18,0.16,0.19,0.15,0.16,0.0,0.17,0.15,0.15,0.17,0.18,0.17,0.0,0.15,0.14,0.15,0.16,0.0,0.16,0.16,0.16,0.15,0.18,0.17,0.17,0.0,0.15,0.14,0.0,0.14,0.0,0.15,0.0,0.15,0.38,0.0,0.14,0.14,0.0,0.0,0.14,0.14,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.61
08/18/2021,3.36,1.8,1.46,1.58,1.79,1.3,1.23,1.0,1.16,1.02,1.0,0.78,0.84,0.82,0.73,0.73,0.7,0.49,0.74,0.68,0.63,0.58,0.68,0.77,0.54,0.6,0.59,0.55,0.59,0.52,0.56,0.57,0.55,0.52,0.5,0.56,0.53,0.53,0.5,0.47,0.45,0.47,0.46,0.39,0.55,0.45,0.46,0.47,0.39,0.4,0.47,0.4,0.41,0.41,0.38,0.43,0.42,0.35,0.38,0.36,0.4,0.4,0.38,0.32,0.36,0.34,0.36,0.32,0.35,0.35,0.37,0.34,0.3,0.36,0.36,0.35,0.0,0.33,0.31,0.37,0.31,0.3,0.33,0.27,0.32,0.34,0.29,0.35,0.27,0.3,0.32,0.32,0.3,0.28,0.29,0.32,0.27,0.29,0.29,0.28,0.24,0.31,0.28,0.26,0.29,0.26,0.27,0.26,0.3,0.31,0.26,0.27,0.26,0.22,0.22,0.26,0.24,0.24,0.25,0.24,0.25,0.23,0.21,0.23,0.23,0.19,0.23,0.21,0.2,0.22,0.22,0.23,0.21,0.23,0.2,0.2,0.22,0.19,0.21,0.19,0.19,0.21,0.22,0.2,0.18,0.19,0.0,0.16,0.17,0.19,0.19,0.19,0.18,0.0,0.18,0.18,0.19,0.17,0.15,0.18,0.17,0.17,0.17,0.16,0.16,0.17,0.18,0.16,0.19,0.15,0.16,0.0,0.17,0.15,0.15,0.17,0.18,0.17,0.0,0.15,0.14,0.15,0.16,0.0,0.16,0.16,0.16,0.15,0.18,0.17,0.17,0.0,0.15,0.14,0.0,0.14,0.0,0.15,0.0,0.15,0.38,0.0,0.14,0.14,0.0,0.0,0.14,0.14,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.61
08/19/2021,3.37,1.83,1.49,1.59,1.81,1.29,1.23,1.0,1.15,1.02,1.01,0.77,0.85,0.8,0.72,0.73,0.7,0.5,0.74,0.68,0.62,0.59,0.68,0.76,0.54,0.61,0.59,0.55,0.59,0.53,0.56,0.55,0.55,0.53,0.49,0.56,0.53,0.52,0.51,0.47,0.43,0.47,0.45,0.39,0.56,0.45,0.47,0.46,0.38,0.4,0.46,0.4,0.4,0.41,0.38,0.43,0.42,0.35,0.38,0.36,0.39,0.41,0.38,0.32,0.36,0.34,0.36,0.32,0.35,0.35,0.37,0.35,0.29,0.36,0.37,0.35,0.0,0.33,0.34,0.37,0.31,0.29,0.34,0.27,0.32,0.34,0.28,0.35,0.28,0.3,0.32,0.32,0.29,0.28,0.29,0.32,0.26,0.29,0.29,0.28,0.24,0.31,0.28,0.26,0.29,0.26,0.27,0.26,0.3,0.33,0.26,0.27,0.26,0.22,0.22,0.26,0.24,0.24,0.24,0.23,0.25,0.23,0.21,0.22,0.23,0.19,0.23,0.21,0.2,0.22,0.21,0.22,0.22,0.23,0.2,0.2,0.22,0.19,0.21,0.19,0.19,0.22,0.22,0.2,0.18,0.19,0.14,0.15,0.17,0.18,0.19,0.19,0.18,0.0,0.17,0.17,0.19,0.17,0.15,0.18,0.17,0.17,0.17,0.16,0.16,0.17,0.18,0.16,0.19,0.15,0.16,0.0,0.18,0.15,0.15,0.17,0.18,0.17,0.14,0.15,0.0,0.15,0.16,0.0,0.16,0.16,0.16,0.0,0.18,0.17,0.17,0.0,0.15,0.14,0.0,0.14,0.0,0.15,0.0,0.15,0.38,0.0,0.0,0.14,0.0,0.15,0.0,0.14,0.0,0.0,0.16,0.15,0.0,0.0,0.0,0.15,0.14,0.0,0.15,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.61
08/20/2021,3.35,1.85,1.54,1.59,1.84,1.27,1.21,0.99,1.13,1.02,1.0,0.76,0.85,0.79,0.72,0.72,0.7,0.47,0.75,0.68,0.61,0.59,0.68,0.7,0.54,0.62,0.59,0.53,0.57,0.53,0.56,0.54,0.54,0.54,0.48,0.55,0.53,0.51,0.51,0.46,0.79,0.47,0.45,0.38,0.54,0.45,0.47,0.46,0.36,0.4,0.46,0.4,0.4,0.41,0.37,0.43,0.41,0.35,0.37,0.36,0.39,0.41,0.38,0.31,0.36,0.32,0.36,0.32,0.34,0.35,0.38,0.36,0.28,0.36,0.37,0.35,0.0,0.32,0.34,0.37,0.3,0.28,0.34,0.27,0.32,0.34,0.28,0.35,0.28,0.3,0.31,0.32,0.29,0.29,0.29,0.32,0.27,0.29,0.29,0.28,0.24,0.3,0.27,0.25,0.29,0.26,0.27,0.26,0.31,0.33,0.26,0.27,0.26,0.22,0.22,0.26,0.24,0.24,0.25,0.23,0.24,0.22,0.21,0.22,0.23,0.2,0.23,0.21,0.2,0.22,0.21,0.22,0.22,0.23,0.2,0.2,0.21,0.19,0.21,0.2,0.19,0.22,0.21,0.2,0.18,0.19,0.14,0.15,0.18,0.19,0.18,0.18,0.18,0.0,0.17,0.17,0.19,0.18,0.15,0.18,0.16,0.17,0.17,0.16,0.15,0.17,0.18,0.16,0.19,0.15,0.16,0.14,0.18,0.15,0.15,0.17,0.18,0.17,0.0,0.15,0.0,0.15,0.16,0.14,0.17,0.17,0.16,0.0,0.18,0.17,0.17,0.0,0.15,0.0,0.0,0.14,0.0,0.15,0.0,0.15,0.38,0.15,0.0,0.14,0.0,0.15,0.0,0.14,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.15,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.71000000000001
