,AMC,NTLA,SWAV,CROX,THC,UPWK,OVV,YETI,FANG,CELH,XEC,FOXF,LB,JCOM,SGMS,RH,OLN,APA,AM,BEAM,WMS,BRKS,CRNC,PGNY,STAA,TPD.,IIVI,SBNY,CDNA,MTSI,CLF,FUBO,GTLS,BILL,EXP,SFIX,AEIS,BYD,MAT,AXON,VVV,BRKR,PPD,SYNH,TNL,DECK,DBX,MSTR,ENSG,OPK,PFSI,SAIA,WSM,MKSI,DAR,FND,SPWR,AAL,LAD,MEDP,APPS,EXPI,FATE,BJ,DNLI,FFIN,FIVE,FBHS,WK,SITE,DIOD,PACB,CHWY,TPL,WSC,DT,KWR,SEE,SAM,CG,SHAK,SMG,FIZZ,ADT,GBCI,AHCO,TTEK,FFIV,INSP,BLD,TNET,CVET,IRM,NTRA,EYE,OMCL,MORN,EGHT,IIPR,HALO,Helen of Troy Limited,LAMR,MGNI,TREX,WSO,VIR,ZNGA,SSD,TTC,TRUP,PD,TWST,APPN,ATUS,ALRM,CHGG,FRPT,POWI,SAIL,SPCE,ACIW,GKOS,OLLI,SAGE,BE,IRDM,RDFN,FTDR,NRZ,RCM,HAIN,BWXT,RPD,CHDN,MANH,WDFC,CCMP,FIVN,LSCC,SMAR,VRNS,FCEL,LPSN,HLF,ARES,EDIT,TW,BYND,LII,WTRG,FEYE,TMX,RGEN,PEN,HASI,FSLR,ATR,AZPN,CRUS,FUO.,EBS,IART,SDGR,STMP,NOVA,TFSL,WEX,SMTC,RPM,MPW,RLI,OLED,AAON,BPMC,CREE,PSTG,ONEM,NYT,TGTX,RARE,NTNX,PFPT,LSI,GMED,CLDR,CPT,CUBE,WING,AMH,BRO,EGP,FR,SAFE,NEWR,STAG,RGLD,PCTY,LANC,MSA,BAH,VRT,APO,BHVN,GGG,PEGA,US Dollar,TRNO,WMG,ELS,TENB,TNDM,GLPI,NARI,NEOG,VRM,BAND,QDEL,MDLA,AZEK,CRSP,ARWR,MPLN,AMED,ARVN,LHCG,MNTV,NBIX,RenaissanceRe Holdings Ltd.,REXR,JKHY,KNSL,TPX,HELE,CONE,BL,EVBG,COR,DLB,FDS,RNR,IAA,CHE,018000.KQ,GO,XLRN,ENV,VSCO WI,BBWI WI,ICUI,SUM
09/14/2021,0.52,0.59,0.85,0.91,0.8,0.57,0.66,0.8,0.59,0.89,0.0,0.72,0.0,0.72,0.68,0.75,0.77,0.64,0.57,0.62,0.74,0.71,0.55,0.73,0.71,0.0,0.5,0.63,0.56,0.59,0.8,0.69,0.78,0.9,0.75,0.45,0.57,0.57,0.73,0.75,0.71,0.87,0.0,0.62,0.41,0.8,0.77,0.55,0.41,0.39,0.46,0.51,0.83,0.49,0.62,0.89,0.21,0.4,0.57,0.64,0.48,0.87,0.35,0.9,0.39,0.52,0.57,0.57,0.76,0.54,0.69,0.38,0.42,0.34,0.45,0.71,0.32,0.72,0.24,0.77,0.23,0.35,0.49,0.44,0.41,0.26,0.36,0.32,0.36,0.5,0.19,0.0,0.66,0.62,0.68,0.62,0.64,0.0,0.73,0.54,0.0,0.46,0.0,0.65,0.73,0.32,0.37,0.58,0.58,0.57,0.31,0.4,0.0,0.46,0.0,0.0,0.36,0.39,0.39,0.24,0.0,0.18,0.25,0.23,0.22,0.17,0.0,0.0,0.3,0.0,0.0,0.0,0.74,0.0,0.5,0.0,0.0,0.42,0.66,0.45,0.53,0.0,0.47,0.75,0.92,0.52,0.3,0.32,0.54,0.31,0.26,0.0,0.65,0.46,0.29,0.32,0.26,0.27,0.45,0.0,0.0,0.3,0.0,0.48,0.0,0.0,0.0,0.32,0.27,0.15,0.29,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.69,0.62,0.0,0.5,0.68,0.52,0.46,0.48,0.47,0.45,0.45,0.34,0.49,0.0,0.21,0.26,0.42,0.42,0.66,0.72,0.82,0.45,0.42,0.0,0.3,0.33,0.33,0.33,0.37,0.31,0.25,0.27,0.19,0.23,0.34,0.3,0.28,0.22,0.23,0.19,0.0,0.19,0.0,0.0,0.15,0.0,0.16,0.15,0.15,0.89,0.61,0.16,0.16,0.17,0.16,0.0,0.17,0.15,0.0,0.15,0.0,0.0,0.16,0.15,0.0,0.88,0.17,96.87
09/15/2021,0.52,0.59,0.85,0.91,0.8,0.57,0.66,0.8,0.59,0.89,0.0,0.72,0.0,0.72,0.68,0.75,0.77,0.64,0.57,0.62,0.74,0.71,0.55,0.73,0.71,0.0,0.5,0.63,0.56,0.59,0.8,0.69,0.78,0.91,0.76,0.45,0.57,0.57,0.73,0.75,0.71,0.87,0.0,0.62,0.41,0.8,0.77,0.55,0.41,0.39,0.46,0.51,0.83,0.49,0.62,0.89,0.21,0.4,0.57,0.64,0.48,0.87,0.35,0.9,0.39,0.52,0.57,0.57,0.76,0.54,0.69,0.38,0.42,0.34,0.45,0.71,0.32,0.72,0.24,0.77,0.23,0.35,0.49,0.44,0.41,0.26,0.36,0.32,0.36,0.5,0.19,0.0,0.66,0.62,0.68,0.62,0.64,0.0,0.73,0.54,0.0,0.46,0.0,0.65,0.73,0.32,0.37,0.58,0.58,0.57,0.31,0.4,0.0,0.46,0.0,0.0,0.36,0.39,0.39,0.24,0.0,0.18,0.25,0.23,0.22,0.17,0.0,0.0,0.3,0.0,0.0,0.0,0.74,0.0,0.5,0.0,0.0,0.42,0.66,0.45,0.53,0.0,0.47,0.75,0.92,0.52,0.3,0.32,0.54,0.31,0.27,0.0,0.65,0.46,0.29,0.32,0.26,0.27,0.45,0.0,0.0,0.3,0.0,0.48,0.0,0.0,0.0,0.32,0.27,0.15,0.29,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.69,0.62,0.0,0.5,0.68,0.52,0.46,0.48,0.47,0.45,0.45,0.34,0.49,0.0,0.21,0.26,0.42,0.42,0.66,0.72,0.82,0.45,0.42,0.0,0.3,0.33,0.33,0.33,0.37,0.31,0.25,0.27,0.19,0.23,0.34,0.3,0.28,0.22,0.23,0.19,0.0,0.19,0.0,0.0,0.15,0.0,0.16,0.15,0.15,0.89,0.61,0.16,0.16,0.17,0.16,0.0,0.17,0.15,0.0,0.15,0.0,0.0,0.16,0.15,0.0,0.88,0.17,96.9
09/16/2021,0.54,0.56,0.83,0.87,0.81,0.6,0.7,0.8,0.61,0.84,0.0,0.71,0.0,0.73,0.7,0.76,0.78,0.69,0.58,0.58,0.73,0.72,0.58,0.72,0.67,0.0,0.5,0.65,0.52,0.59,0.77,0.63,0.78,0.91,0.77,0.44,0.58,0.56,0.75,0.74,0.72,0.84,0.0,0.63,0.42,0.81,0.76,0.57,0.41,0.39,0.47,0.52,0.82,0.5,0.64,0.89,0.22,0.4,0.56,0.62,0.48,0.88,0.34,0.9,0.39,0.53,0.57,0.58,0.78,0.53,0.71,0.36,0.41,0.34,0.46,0.7,0.32,0.72,0.24,0.78,0.23,0.36,0.49,0.46,0.41,0.26,0.36,0.32,0.36,0.5,0.19,0.0,0.66,0.63,0.68,0.62,0.63,0.0,0.71,0.53,0.0,0.47,0.0,0.65,0.72,0.31,0.35,0.59,0.57,0.55,0.31,0.39,0.0,0.47,0.0,0.0,0.36,0.39,0.41,0.23,0.0,0.18,0.25,0.24,0.22,0.17,0.0,0.0,0.31,0.0,0.0,0.0,0.76,0.0,0.49,0.0,0.0,0.41,0.67,0.43,0.52,0.0,0.46,0.76,0.91,0.49,0.3,0.32,0.54,0.31,0.27,0.0,0.64,0.45,0.29,0.35,0.26,0.27,0.45,0.0,0.0,0.3,0.0,0.48,0.0,0.0,0.0,0.33,0.26,0.15,0.3,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.69,0.61,0.0,0.5,0.68,0.51,0.47,0.48,0.47,0.46,0.46,0.34,0.49,0.0,0.2,0.26,0.41,0.43,0.65,0.74,0.8,0.45,0.42,0.0,0.3,0.33,0.33,0.34,0.36,0.31,0.25,0.27,0.18,0.23,0.33,0.3,0.27,0.22,0.23,0.2,0.0,0.18,0.0,0.0,0.15,0.0,0.16,0.15,0.15,0.9,0.62,0.16,0.16,0.17,0.16,0.0,0.17,0.15,0.0,0.15,0.0,0.0,0.16,0.15,0.0,0.89,0.17,96.81
09/17/2021,0.5,0.57,0.86,0.96,0.8,0.6,0.68,0.81,0.6,0.87,0.0,0.7,0.0,0.74,0.72,0.76,0.77,0.67,0.58,0.58,0.72,0.73,0.58,0.74,0.68,0.0,0.5,0.64,0.53,0.58,0.76,0.63,0.77,0.93,0.75,0.44,0.57,0.57,0.75,0.75,0.73,0.84,0.0,0.63,0.42,0.85,0.75,0.55,0.41,0.38,0.47,0.51,0.83,0.51,0.65,0.9,0.22,0.4,0.55,0.61,0.48,0.85,0.33,0.9,0.39,0.53,0.57,0.58,0.81,0.53,0.72,0.36,0.41,0.34,0.47,0.72,0.31,0.73,0.23,0.79,0.23,0.34,0.48,0.44,0.41,0.26,0.36,0.32,0.36,0.49,0.19,0.0,0.64,0.63,0.67,0.62,0.64,0.0,0.71,0.54,0.0,0.47,0.0,0.63,0.72,0.32,0.34,0.58,0.57,0.54,0.31,0.38,0.0,0.46,0.0,0.0,0.37,0.39,0.41,0.23,0.0,0.18,0.25,0.23,0.22,0.17,0.0,0.0,0.31,0.0,0.0,0.0,0.76,0.0,0.5,0.0,0.0,0.41,0.69,0.44,0.52,0.0,0.46,0.6,0.92,0.48,0.3,0.31,0.53,0.31,0.27,0.0,0.66,0.47,0.29,0.35,0.26,0.27,0.46,0.0,0.0,0.31,0.0,0.49,0.0,0.0,0.0,0.33,0.27,0.15,0.3,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.68,0.62,0.0,0.51,0.68,0.51,0.47,0.47,0.47,0.46,0.46,0.34,0.5,0.0,0.21,0.26,0.42,0.42,0.65,0.73,0.83,0.45,0.42,0.0,0.31,0.34,0.34,0.34,0.37,0.31,0.26,0.27,0.18,0.23,0.34,0.3,0.27,0.21,0.23,0.18,0.0,0.19,0.0,0.0,0.14,0.0,0.16,0.15,0.15,0.9,0.61,0.16,0.16,0.18,0.16,0.0,0.17,0.0,0.15,0.15,0.0,0.0,0.16,0.15,0.0,0.89,0.17,96.82999999999998
09/20/2021,0.48,0.56,0.9,1.0,0.8,0.6,0.69,0.8,0.63,0.93,0.0,0.68,0.0,0.73,0.75,0.74,0.78,0.7,0.59,0.58,0.67,0.72,0.58,0.76,0.7,0.0,0.5,0.63,0.54,0.59,0.79,0.63,0.76,0.95,0.7,0.42,0.56,0.59,0.75,0.75,0.72,0.81,0.0,0.62,0.41,0.84,0.75,0.56,0.4,0.42,0.46,0.52,0.87,0.5,0.67,0.91,0.22,0.41,0.58,0.62,0.49,0.86,0.34,0.91,0.4,0.53,0.57,0.56,0.79,0.53,0.7,0.35,0.41,0.34,0.51,0.73,0.31,0.72,0.23,0.8,0.24,0.33,0.48,0.43,0.4,0.26,0.36,0.33,0.37,0.5,0.19,0.0,0.62,0.62,0.69,0.62,0.63,0.0,0.73,0.54,0.0,0.47,0.0,0.62,0.71,0.33,0.33,0.57,0.56,0.52,0.32,0.38,0.0,0.45,0.14,0.0,0.39,0.39,0.41,0.23,0.0,0.18,0.24,0.23,0.21,0.16,0.0,0.0,0.3,0.0,0.0,0.0,0.76,0.0,0.49,0.0,0.0,0.4,0.7,0.46,0.53,0.0,0.47,0.6,0.93,0.48,0.3,0.3,0.52,0.3,0.27,0.0,0.66,0.47,0.29,0.34,0.26,0.27,0.46,0.0,0.0,0.29,0.0,0.48,0.0,0.0,0.0,0.34,0.26,0.15,0.29,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.68,0.62,0.0,0.5,0.67,0.52,0.46,0.48,0.47,0.46,0.45,0.35,0.49,0.0,0.21,0.26,0.41,0.42,0.65,0.74,0.83,0.44,0.42,0.0,0.3,0.33,0.33,0.34,0.37,0.31,0.26,0.27,0.17,0.23,0.33,0.3,0.26,0.21,0.23,0.19,0.0,0.18,0.0,0.0,0.14,0.0,0.16,0.15,0.0,0.89,0.6,0.16,0.16,0.17,0.16,0.0,0.17,0.0,0.15,0.15,0.0,0.0,0.16,0.15,0.0,0.92,0.17,96.87
09/21/2021,0.46,0.57,0.88,0.98,0.8,0.63,0.69,0.79,0.65,0.9,0.0,0.69,0.0,0.71,0.73,0.73,0.77,0.69,0.57,0.59,0.68,0.73,0.58,0.77,0.69,0.0,0.49,0.63,0.55,0.58,0.75,0.65,0.77,0.95,0.7,0.43,0.57,0.59,0.75,0.72,0.7,0.81,0.0,0.62,0.42,0.83,0.75,0.54,0.4,0.43,0.46,0.52,0.86,0.49,0.66,0.89,0.23,0.41,0.58,0.62,0.52,0.89,0.36,0.91,0.4,0.54,0.58,0.56,0.82,0.52,0.7,0.37,0.42,0.36,0.5,0.72,0.3,0.7,0.22,0.81,0.23,0.33,0.49,0.45,0.41,0.26,0.35,0.32,0.38,0.5,0.19,0.0,0.63,0.66,0.68,0.62,0.63,0.0,0.72,0.55,0.0,0.46,0.0,0.62,0.7,0.34,0.33,0.57,0.55,0.53,0.33,0.4,0.0,0.44,0.0,0.0,0.4,0.38,0.41,0.25,0.0,0.19,0.24,0.24,0.21,0.17,0.0,0.0,0.31,0.0,0.0,0.0,0.75,0.0,0.48,0.0,0.0,0.42,0.69,0.45,0.53,0.0,0.48,0.62,0.91,0.49,0.29,0.32,0.51,0.3,0.27,0.0,0.68,0.46,0.3,0.34,0.25,0.27,0.44,0.0,0.0,0.3,0.0,0.48,0.0,0.0,0.0,0.33,0.26,0.15,0.29,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.67,0.61,0.0,0.49,0.66,0.51,0.45,0.47,0.46,0.45,0.45,0.34,0.49,0.0,0.21,0.26,0.4,0.41,0.64,0.74,0.82,0.44,0.42,0.0,0.3,0.34,0.32,0.33,0.37,0.3,0.25,0.26,0.17,0.22,0.35,0.3,0.27,0.23,0.23,0.2,0.0,0.18,0.0,0.0,0.15,0.0,0.15,0.15,0.15,0.89,0.6,0.16,0.16,0.17,0.16,0.0,0.17,0.0,0.15,0.15,0.0,0.0,0.16,0.15,0.0,0.92,0.17,96.79
09/22/2021,0.46,0.57,0.88,0.98,0.8,0.63,0.69,0.79,0.65,0.9,0.0,0.69,0.0,0.71,0.73,0.73,0.77,0.69,0.57,0.59,0.68,0.73,0.58,0.77,0.69,0.0,0.49,0.63,0.55,0.58,0.75,0.65,0.77,0.95,0.7,0.43,0.57,0.59,0.75,0.72,0.7,0.81,0.0,0.62,0.42,0.83,0.75,0.54,0.4,0.43,0.46,0.52,0.86,0.49,0.66,0.89,0.23,0.41,0.58,0.62,0.52,0.89,0.36,0.91,0.4,0.54,0.58,0.56,0.82,0.52,0.7,0.37,0.42,0.36,0.5,0.72,0.3,0.7,0.22,0.81,0.23,0.33,0.49,0.45,0.41,0.26,0.35,0.32,0.38,0.5,0.19,0.0,0.63,0.66,0.68,0.62,0.63,0.0,0.72,0.55,0.0,0.46,0.0,0.62,0.7,0.34,0.33,0.57,0.55,0.53,0.33,0.4,0.0,0.44,0.0,0.0,0.4,0.38,0.41,0.25,0.0,0.19,0.24,0.24,0.21,0.17,0.0,0.0,0.31,0.0,0.0,0.0,0.75,0.0,0.48,0.0,0.0,0.42,0.69,0.45,0.53,0.0,0.48,0.62,0.91,0.49,0.29,0.32,0.51,0.3,0.27,0.0,0.68,0.46,0.3,0.34,0.25,0.27,0.44,0.0,0.0,0.3,0.0,0.48,0.0,0.0,0.0,0.33,0.26,0.15,0.29,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.67,0.61,0.0,0.49,0.66,0.51,0.45,0.47,0.46,0.45,0.45,0.34,0.49,0.0,0.21,0.26,0.4,0.41,0.64,0.74,0.82,0.44,0.42,0.0,0.3,0.34,0.32,0.33,0.37,0.3,0.25,0.26,0.17,0.22,0.35,0.3,0.27,0.23,0.23,0.2,0.0,0.18,0.0,0.0,0.15,0.0,0.15,0.15,0.15,0.89,0.6,0.16,0.16,0.17,0.16,0.0,0.17,0.0,0.15,0.15,0.0,0.0,0.16,0.15,0.0,0.92,0.17,96.79
09/23/2021,0.43,0.55,0.85,0.98,0.81,0.62,0.67,0.79,0.63,0.89,0.0,0.69,0.0,0.72,0.71,0.74,0.74,0.66,0.58,0.56,0.69,0.81,0.57,0.75,0.69,0.0,0.49,0.62,0.52,0.58,0.69,0.61,0.78,0.93,0.7,0.45,0.56,0.6,0.75,0.74,0.71,0.82,0.0,0.63,0.42,0.83,0.75,0.53,0.4,0.42,0.47,0.52,0.86,0.5,0.65,0.9,0.22,0.43,0.58,0.62,0.5,0.84,0.35,0.91,0.38,0.54,0.59,0.56,0.79,0.53,0.69,0.36,0.43,0.35,0.51,0.72,0.3,0.71,0.23,0.76,0.23,0.34,0.5,0.45,0.41,0.26,0.35,0.33,0.39,0.5,0.2,0.0,0.63,0.63,0.68,0.61,0.64,0.0,0.74,0.55,0.0,0.48,0.0,0.63,0.72,0.32,0.33,0.58,0.56,0.54,0.33,0.39,0.0,0.44,0.0,0.0,0.41,0.39,0.4,0.24,0.0,0.18,0.24,0.24,0.21,0.16,0.0,0.0,0.31,0.0,0.0,0.0,0.75,0.0,0.49,0.0,0.0,0.42,0.69,0.45,0.52,0.0,0.47,0.63,0.91,0.46,0.3,0.32,0.53,0.31,0.26,0.0,0.69,0.46,0.29,0.32,0.26,0.28,0.45,0.0,0.0,0.31,0.0,0.49,0.0,0.0,0.0,0.34,0.26,0.15,0.29,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.68,0.62,0.0,0.51,0.67,0.52,0.46,0.48,0.47,0.46,0.46,0.34,0.5,0.0,0.22,0.26,0.4,0.42,0.66,0.71,0.82,0.44,0.42,0.0,0.3,0.34,0.33,0.33,0.38,0.31,0.25,0.26,0.17,0.22,0.36,0.3,0.28,0.22,0.23,0.18,0.0,0.18,0.0,0.0,0.15,0.0,0.16,0.16,0.15,0.92,0.61,0.16,0.16,0.18,0.17,0.0,0.17,0.14,0.0,0.15,0.0,0.0,0.17,0.15,0.0,0.91,0.17,96.76
09/24/2021,0.41,0.55,0.85,0.98,0.81,0.64,0.67,0.79,0.64,0.9,0.0,0.7,0.0,0.72,0.71,0.74,0.72,0.65,0.57,0.55,0.69,0.82,0.57,0.77,0.69,0.0,0.49,0.61,0.53,0.58,0.69,0.59,0.77,0.9,0.69,0.44,0.56,0.59,0.73,0.74,0.71,0.81,0.0,0.63,0.42,0.83,0.75,0.52,0.4,0.42,0.46,0.53,0.87,0.5,0.65,0.89,0.22,0.42,0.57,0.63,0.52,0.85,0.35,0.92,0.41,0.53,0.58,0.56,0.8,0.53,0.69,0.35,0.42,0.35,0.52,0.72,0.3,0.71,0.23,0.77,0.23,0.34,0.51,0.44,0.41,0.26,0.35,0.32,0.4,0.5,0.2,0.0,0.63,0.65,0.68,0.61,0.64,0.0,0.73,0.54,0.0,0.49,0.0,0.62,0.72,0.32,0.32,0.57,0.54,0.53,0.33,0.41,0.0,0.44,0.0,0.0,0.42,0.39,0.4,0.25,0.0,0.18,0.23,0.24,0.21,0.16,0.0,0.0,0.31,0.0,0.15,0.0,0.75,0.0,0.49,0.0,0.0,0.42,0.69,0.46,0.53,0.0,0.48,0.63,0.9,0.47,0.3,0.32,0.52,0.31,0.26,0.0,0.71,0.47,0.3,0.32,0.26,0.27,0.45,0.0,0.0,0.31,0.0,0.49,0.0,0.0,0.0,0.34,0.26,0.15,0.29,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.68,0.61,0.0,0.51,0.67,0.52,0.46,0.48,0.47,0.46,0.46,0.34,0.5,0.0,0.22,0.26,0.4,0.41,0.65,0.71,0.83,0.44,0.42,0.0,0.3,0.37,0.33,0.33,0.38,0.3,0.25,0.27,0.17,0.22,0.37,0.3,0.27,0.22,0.23,0.18,0.0,0.18,0.0,0.0,0.15,0.0,0.16,0.15,0.15,0.93,0.61,0.16,0.16,0.18,0.17,0.0,0.17,0.0,0.0,0.15,0.0,0.0,0.18,0.15,0.0,0.91,0.17,96.74
09/27/2021,0.41,0.56,0.88,1.02,0.79,0.64,0.71,0.79,0.68,0.93,0.0,0.72,0.0,0.75,0.75,0.74,0.78,0.73,0.58,0.56,0.69,0.83,0.57,0.79,0.71,0.0,0.49,0.62,0.53,0.61,0.71,0.59,0.81,0.88,0.69,0.5,0.59,0.61,0.74,0.73,0.72,0.82,0.0,0.63,0.43,0.81,0.75,0.54,0.38,0.42,0.45,0.51,0.86,0.5,0.64,0.9,0.23,0.43,0.58,0.65,0.57,0.94,0.35,0.89,0.39,0.54,0.58,0.55,0.8,0.54,0.7,0.34,0.4,0.36,0.51,0.74,0.3,0.7,0.23,0.76,0.23,0.33,0.48,0.44,0.41,0.25,0.36,0.32,0.38,0.49,0.19,0.0,0.62,0.64,0.69,0.6,0.63,0.0,0.75,0.54,0.0,0.5,0.0,0.61,0.71,0.28,0.31,0.57,0.53,0.55,0.32,0.4,0.0,0.38,0.0,0.0,0.41,0.38,0.4,0.25,0.0,0.18,0.22,0.24,0.21,0.16,0.0,0.0,0.31,0.14,0.15,0.0,0.74,0.0,0.48,0.0,0.0,0.41,0.71,0.47,0.52,0.0,0.47,0.6,0.89,0.48,0.29,0.31,0.51,0.3,0.26,0.0,0.71,0.45,0.3,0.3,0.25,0.27,0.44,0.0,0.0,0.31,0.0,0.48,0.0,0.0,0.0,0.35,0.26,0.15,0.28,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.65,0.61,0.0,0.5,0.64,0.51,0.45,0.47,0.46,0.45,0.44,0.33,0.48,0.0,0.23,0.25,0.39,0.4,0.65,0.72,0.82,0.43,0.42,0.0,0.29,0.36,0.32,0.33,0.38,0.3,0.26,0.27,0.17,0.21,0.35,0.29,0.27,0.22,0.23,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.92,0.58,0.16,0.17,0.17,0.16,0.0,0.16,0.0,0.15,0.0,0.0,0.0,0.19,0.15,0.0,0.93,0.17,96.81
09/28/2021,0.42,0.54,0.86,0.99,0.78,0.64,0.73,0.77,0.7,0.95,0.0,0.7,0.0,0.76,0.77,0.74,0.78,0.75,0.58,0.54,0.69,0.84,0.57,0.79,0.69,0.0,0.5,0.63,0.52,0.62,0.7,0.58,0.8,0.88,0.7,0.53,0.59,0.62,0.73,0.75,0.73,0.82,0.0,0.63,0.44,0.75,0.77,0.53,0.38,0.41,0.45,0.51,0.88,0.51,0.64,0.91,0.22,0.45,0.59,0.66,0.57,0.94,0.33,0.9,0.38,0.54,0.59,0.54,0.8,0.54,0.7,0.32,0.39,0.36,0.51,0.75,0.3,0.71,0.22,0.77,0.24,0.33,0.49,0.45,0.42,0.25,0.37,0.32,0.38,0.49,0.2,0.0,0.62,0.61,0.7,0.6,0.64,0.0,0.76,0.52,0.0,0.5,0.0,0.62,0.71,0.27,0.32,0.58,0.53,0.54,0.32,0.37,0.0,0.36,0.0,0.0,0.4,0.38,0.4,0.24,0.0,0.18,0.22,0.24,0.21,0.16,0.0,0.0,0.31,0.0,0.15,0.0,0.76,0.0,0.49,0.0,0.0,0.42,0.71,0.47,0.52,0.0,0.44,0.61,0.9,0.46,0.29,0.31,0.52,0.3,0.27,0.0,0.72,0.45,0.3,0.3,0.25,0.27,0.44,0.0,0.0,0.31,0.0,0.48,0.0,0.0,0.0,0.35,0.26,0.15,0.29,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.62,0.0,0.5,0.64,0.51,0.45,0.48,0.46,0.45,0.43,0.34,0.47,0.0,0.23,0.26,0.38,0.41,0.64,0.74,0.81,0.43,0.42,0.0,0.29,0.36,0.32,0.34,0.37,0.3,0.26,0.27,0.17,0.21,0.34,0.3,0.26,0.21,0.23,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.93,0.59,0.15,0.17,0.18,0.16,0.0,0.16,0.0,0.15,0.15,0.0,0.0,0.2,0.15,0.0,0.93,0.17,96.86
09/29/2021,0.42,0.54,0.86,0.99,0.78,0.64,0.73,0.77,0.7,0.95,0.0,0.7,0.0,0.76,0.77,0.74,0.78,0.75,0.58,0.54,0.69,0.84,0.57,0.79,0.69,0.0,0.5,0.63,0.52,0.62,0.7,0.58,0.8,0.88,0.7,0.53,0.59,0.62,0.73,0.75,0.73,0.82,0.0,0.63,0.44,0.75,0.77,0.53,0.38,0.41,0.45,0.51,0.88,0.51,0.64,0.91,0.22,0.45,0.59,0.66,0.57,0.94,0.33,0.9,0.38,0.54,0.59,0.54,0.8,0.54,0.7,0.32,0.39,0.36,0.51,0.75,0.3,0.71,0.22,0.77,0.24,0.33,0.49,0.45,0.42,0.25,0.37,0.32,0.38,0.49,0.2,0.0,0.62,0.61,0.7,0.6,0.64,0.0,0.76,0.52,0.0,0.5,0.0,0.62,0.71,0.27,0.32,0.58,0.53,0.54,0.32,0.37,0.0,0.36,0.0,0.0,0.4,0.38,0.4,0.24,0.0,0.18,0.22,0.24,0.21,0.16,0.0,0.0,0.31,0.0,0.15,0.0,0.76,0.0,0.49,0.0,0.0,0.42,0.71,0.47,0.52,0.0,0.44,0.61,0.9,0.46,0.29,0.31,0.52,0.3,0.27,0.0,0.72,0.45,0.3,0.3,0.25,0.27,0.44,0.0,0.0,0.31,0.0,0.48,0.0,0.0,0.0,0.35,0.26,0.15,0.29,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.62,0.0,0.5,0.64,0.51,0.45,0.48,0.46,0.45,0.43,0.34,0.47,0.0,0.23,0.26,0.38,0.41,0.64,0.74,0.81,0.43,0.42,0.0,0.29,0.36,0.32,0.34,0.37,0.3,0.26,0.27,0.17,0.21,0.34,0.3,0.26,0.21,0.23,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.93,0.59,0.15,0.17,0.18,0.16,0.0,0.16,0.0,0.15,0.15,0.0,0.0,0.2,0.15,0.0,0.93,0.17,96.86
