,AMC,NTLA,SWAV,CROX,THC,UPWK,OVV,YETI,FANG,CELH,XEC,FOXF,LB,JCOM,SGMS,RH,OLN,APA,AM,BEAM,WMS,BRKS,CRNC,PGNY,STAA,TPD.,IIVI,SBNY,CDNA,MTSI,CLF,FUBO,GTLS,BILL,EXP,SFIX,AEIS,BYD,MAT,AXON,VVV,BRKR,PPD,SYNH,TNL,DECK,DBX,MSTR,ENSG,OPK,PFSI,SAIA,WSM,MKSI,DAR,FND,SPWR,AAL,LAD,MEDP,APPS,EXPI,FATE,BJ,DNLI,FFIN,FIVE,FBHS,WK,SITE,DIOD,PACB,CHWY,TPL,WSC,DT,KWR,SEE,SAM,CG,SHAK,SMG,FIZZ,ADT,GBCI,AHCO,TTEK,FFIV,INSP,BLD,TNET,CVET,IRM,NTRA,EYE,OMCL,MORN,EGHT,IIPR,HALO,Helen of Troy Limited,LAMR,MGNI,TREX,WSO,VIR,ZNGA,SSD,TTC,TRUP,PD,TWST,APPN,ATUS,ALRM,CHGG,FRPT,POWI,SAIL,SPCE,ACIW,GKOS,OLLI,SAGE,BE,IRDM,RDFN,FTDR,NRZ,RCM,HAIN,BWXT,RPD,CHDN,MANH,WDFC,CCMP,FIVN,LSCC,SMAR,VRNS,FCEL,LPSN,HLF,ARES,EDIT,TW,BYND,LII,WTRG,FEYE,TMX,RGEN,PEN,HASI,FSLR,ATR,AZPN,CRUS,FUO.,EBS,IART,SDGR,STMP,NOVA,TFSL,WEX,SMTC,RPM,MPW,RLI,OLED,AAON,BPMC,CREE,PSTG,ONEM,NYT,TGTX,RARE,NTNX,PFPT,LSI,GMED,CLDR,CPT,CUBE,WING,AMH,BRO,EGP,FR,SAFE,NEWR,STAG,RGLD,PCTY,LANC,MSA,BAH,VRT,APO,BHVN,GGG,PEGA,US Dollar,TRNO,WMG,ELS,TENB,TNDM,GLPI,NARI,NEOG,VRM,BAND,QDEL,MDLA,AZEK,CRSP,ARWR,MPLN,AMED,ARVN,LHCG,MNTV,NBIX,RenaissanceRe Holdings Ltd.,REXR,JKHY,KNSL,TPX,HELE,CONE,BL,EVBG,COR,DLB,FDS,RNR,IAA,CHE,018000.KQ,GO,XLRN,ENV,VSCO WI,BBWI WI,ICUI,SUM
07/23/2021,0.47,0.55,0.69,0.77,0.81,0.71,0.62,0.77,0.61,0.66,0.0,0.78,0.79,0.78,0.62,0.75,0.71,0.62,0.58,0.57,0.78,0.71,0.62,0.73,0.66,0.0,0.6,0.59,0.69,0.56,0.71,0.63,0.64,0.65,0.73,0.72,0.68,0.54,0.75,0.78,0.73,0.82,0.0,0.6,0.43,0.77,0.77,0.46,0.46,0.41,0.44,0.44,0.76,0.55,0.62,0.8,0.25,0.45,0.64,0.64,0.5,0.69,0.45,0.79,0.51,0.6,0.6,0.59,0.7,0.47,0.57,0.38,0.48,0.43,0.45,0.64,0.3,0.71,0.42,0.74,0.27,0.44,0.45,0.59,0.43,0.26,0.32,0.31,0.27,0.45,0.0,0.0,0.64,0.58,0.61,0.61,0.6,0.0,0.67,0.57,0.0,0.45,0.0,0.59,0.76,0.25,0.45,0.62,0.63,0.74,0.29,0.42,0.0,0.61,0.0,0.16,0.44,0.3,0.44,0.32,0.0,0.17,0.34,0.25,0.24,0.16,0.0,0.0,0.28,0.0,0.0,0.0,0.7,0.0,0.46,0.0,0.0,0.48,0.57,0.46,0.48,0.0,0.46,0.75,0.76,0.35,0.32,0.38,0.57,0.32,0.31,0.17,0.47,0.44,0.3,0.28,0.3,0.32,0.45,0.0,0.16,0.3,0.0,0.5,0.0,0.0,0.0,0.27,0.3,0.16,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.65,0.63,0.0,0.51,0.64,0.46,0.5,0.46,0.49,0.49,0.5,0.31,0.49,0.0,0.16,0.31,0.45,0.48,0.76,0.71,0.8,0.47,0.45,0.0,0.32,0.31,0.34,0.31,0.32,0.31,0.29,0.3,0.29,0.3,0.33,0.29,0.26,0.24,0.25,0.24,0.16,0.0,0.16,0.16,0.0,0.0,0.16,0.16,0.16,0.77,0.6,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,96.38
07/26/2021,0.4,0.55,0.69,0.86,0.79,0.72,0.66,0.78,0.64,0.66,0.0,0.77,0.8,0.78,0.61,0.76,0.72,0.64,0.59,0.56,0.78,0.71,0.61,0.72,0.66,0.0,0.6,0.59,0.7,0.57,0.74,0.63,0.64,0.67,0.72,0.72,0.68,0.56,0.73,0.78,0.7,0.81,0.0,0.6,0.44,0.78,0.77,0.51,0.45,0.41,0.44,0.44,0.73,0.56,0.61,0.85,0.26,0.45,0.66,0.62,0.51,0.73,0.45,0.8,0.5,0.59,0.61,0.59,0.7,0.47,0.58,0.41,0.48,0.43,0.46,0.65,0.3,0.7,0.42,0.75,0.28,0.43,0.42,0.58,0.42,0.25,0.31,0.31,0.28,0.44,0.0,0.0,0.63,0.63,0.62,0.61,0.58,0.0,0.67,0.57,0.0,0.45,0.0,0.59,0.76,0.24,0.44,0.6,0.61,0.74,0.3,0.42,0.0,0.6,0.0,0.16,0.44,0.3,0.45,0.31,0.0,0.18,0.33,0.24,0.25,0.16,0.0,0.0,0.27,0.0,0.0,0.0,0.72,0.0,0.46,0.0,0.0,0.48,0.58,0.46,0.49,0.0,0.45,0.73,0.78,0.35,0.32,0.37,0.55,0.32,0.31,0.17,0.47,0.44,0.31,0.28,0.29,0.32,0.45,0.0,0.15,0.3,0.0,0.49,0.0,0.0,0.0,0.27,0.3,0.16,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.64,0.64,0.0,0.5,0.63,0.49,0.48,0.46,0.48,0.47,0.5,0.31,0.48,0.0,0.16,0.3,0.44,0.47,0.76,0.71,0.77,0.46,0.45,0.0,0.32,0.31,0.33,0.32,0.32,0.31,0.29,0.28,0.28,0.3,0.35,0.31,0.26,0.23,0.25,0.25,0.16,0.17,0.16,0.15,0.15,0.0,0.16,0.16,0.0,0.76,0.59,0.0,0.16,0.16,0.15,0.0,0.15,0.15,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.39
07/27/2021,0.39,0.51,0.69,0.85,0.81,0.72,0.66,0.8,0.63,0.65,0.0,0.79,0.81,0.79,0.59,0.76,0.71,0.63,0.58,0.54,0.78,0.71,0.61,0.72,0.65,0.0,0.59,0.59,0.7,0.57,0.75,0.63,0.6,0.69,0.72,0.72,0.68,0.55,0.72,0.78,0.71,0.82,0.0,0.6,0.43,0.8,0.77,0.49,0.45,0.41,0.44,0.45,0.74,0.56,0.6,0.86,0.25,0.45,0.67,0.62,0.51,0.73,0.45,0.8,0.49,0.59,0.62,0.59,0.7,0.48,0.58,0.39,0.49,0.42,0.46,0.66,0.31,0.7,0.31,0.76,0.28,0.43,0.41,0.58,0.42,0.25,0.32,0.31,0.28,0.45,0.0,0.0,0.62,0.61,0.62,0.6,0.59,0.0,0.67,0.57,0.0,0.45,0.0,0.59,0.78,0.24,0.44,0.61,0.62,0.75,0.29,0.4,0.0,0.61,0.0,0.16,0.44,0.31,0.45,0.29,0.0,0.18,0.33,0.24,0.24,0.15,0.0,0.0,0.27,0.0,0.0,0.0,0.73,0.0,0.47,0.0,0.0,0.47,0.58,0.47,0.49,0.0,0.45,0.74,0.79,0.33,0.31,0.36,0.55,0.32,0.31,0.17,0.48,0.44,0.31,0.28,0.29,0.32,0.45,0.0,0.15,0.3,0.0,0.49,0.0,0.0,0.0,0.27,0.3,0.16,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.65,0.65,0.0,0.5,0.64,0.49,0.49,0.46,0.49,0.47,0.5,0.31,0.49,0.0,0.16,0.31,0.44,0.48,0.77,0.72,0.79,0.46,0.44,0.0,0.32,0.32,0.33,0.34,0.32,0.31,0.29,0.28,0.28,0.29,0.35,0.3,0.26,0.23,0.25,0.25,0.16,0.19,0.16,0.0,0.15,0.0,0.16,0.16,0.16,0.77,0.6,0.15,0.16,0.16,0.15,0.0,0.15,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.37
07/28/2021,0.39,0.51,0.69,0.85,0.81,0.72,0.66,0.8,0.63,0.65,0.0,0.79,0.81,0.79,0.59,0.76,0.71,0.63,0.58,0.54,0.78,0.71,0.61,0.72,0.65,0.0,0.59,0.59,0.7,0.57,0.75,0.63,0.6,0.69,0.72,0.72,0.68,0.55,0.72,0.78,0.71,0.82,0.0,0.6,0.43,0.8,0.77,0.49,0.45,0.41,0.44,0.45,0.74,0.56,0.6,0.86,0.25,0.45,0.67,0.62,0.51,0.73,0.45,0.8,0.49,0.59,0.62,0.59,0.7,0.48,0.58,0.39,0.49,0.42,0.46,0.66,0.31,0.7,0.31,0.76,0.28,0.43,0.41,0.58,0.42,0.25,0.32,0.31,0.28,0.45,0.0,0.0,0.62,0.61,0.62,0.6,0.59,0.0,0.67,0.57,0.0,0.45,0.0,0.59,0.78,0.24,0.44,0.61,0.62,0.75,0.29,0.4,0.0,0.61,0.0,0.16,0.44,0.31,0.45,0.29,0.0,0.18,0.33,0.24,0.24,0.15,0.0,0.0,0.27,0.0,0.0,0.0,0.73,0.0,0.47,0.0,0.0,0.47,0.58,0.47,0.49,0.0,0.45,0.74,0.79,0.33,0.31,0.36,0.55,0.32,0.31,0.17,0.48,0.44,0.31,0.28,0.29,0.32,0.45,0.0,0.15,0.3,0.0,0.49,0.0,0.0,0.0,0.27,0.3,0.16,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.65,0.65,0.0,0.5,0.64,0.49,0.49,0.46,0.49,0.47,0.5,0.31,0.49,0.0,0.16,0.31,0.44,0.48,0.77,0.72,0.79,0.46,0.44,0.0,0.32,0.32,0.33,0.34,0.32,0.31,0.29,0.28,0.28,0.29,0.35,0.3,0.26,0.23,0.25,0.25,0.16,0.19,0.16,0.0,0.15,0.0,0.16,0.16,0.16,0.77,0.6,0.15,0.16,0.16,0.15,0.0,0.15,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.37
07/29/2021,0.43,0.5,0.68,0.86,0.81,0.73,0.68,0.8,0.65,0.66,0.0,0.78,0.81,0.79,0.61,0.76,0.72,0.66,0.6,0.53,0.79,0.7,0.61,0.7,0.63,0.0,0.56,0.58,0.68,0.56,0.77,0.63,0.58,0.68,0.72,0.72,0.67,0.57,0.78,0.78,0.71,0.8,0.0,0.59,0.43,0.81,0.77,0.62,0.45,0.4,0.44,0.44,0.74,0.55,0.61,0.86,0.25,0.47,0.66,0.62,0.5,0.73,0.43,0.79,0.42,0.59,0.61,0.59,0.72,0.47,0.59,0.39,0.49,0.42,0.46,0.65,0.31,0.71,0.32,0.76,0.29,0.43,0.43,0.6,0.42,0.24,0.32,0.31,0.27,0.45,0.15,0.0,0.62,0.59,0.62,0.61,0.58,0.0,0.67,0.56,0.0,0.45,0.0,0.58,0.76,0.24,0.44,0.61,0.62,0.75,0.29,0.39,0.0,0.62,0.0,0.16,0.44,0.31,0.45,0.3,0.0,0.17,0.33,0.24,0.24,0.16,0.0,0.0,0.27,0.0,0.0,0.0,0.73,0.0,0.46,0.0,0.0,0.49,0.57,0.47,0.5,0.0,0.46,0.75,0.8,0.32,0.31,0.36,0.56,0.32,0.31,0.17,0.47,0.43,0.3,0.27,0.29,0.32,0.45,0.0,0.0,0.31,0.0,0.49,0.0,0.0,0.0,0.27,0.3,0.16,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.65,0.65,0.0,0.5,0.64,0.48,0.49,0.46,0.49,0.47,0.5,0.32,0.48,0.0,0.16,0.31,0.44,0.48,0.76,0.72,0.76,0.46,0.45,0.0,0.32,0.31,0.34,0.33,0.32,0.31,0.28,0.29,0.28,0.29,0.33,0.3,0.26,0.22,0.24,0.25,0.16,0.19,0.16,0.15,0.0,0.0,0.16,0.16,0.16,0.77,0.6,0.15,0.16,0.16,0.15,0.0,0.15,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.39
07/30/2021,0.41,0.5,0.69,0.84,0.82,0.72,0.66,0.8,0.64,0.66,0.0,0.76,0.82,0.8,0.6,0.76,0.73,0.66,0.57,0.5,0.79,0.7,0.6,0.69,0.62,0.0,0.56,0.57,0.7,0.55,0.79,0.62,0.6,0.68,0.72,0.71,0.66,0.57,0.78,0.78,0.72,0.81,0.0,0.6,0.44,0.79,0.78,0.58,0.45,0.41,0.45,0.45,0.74,0.54,0.61,0.86,0.24,0.46,0.66,0.59,0.49,0.71,0.42,0.8,0.38,0.6,0.6,0.6,0.7,0.47,0.58,0.39,0.49,0.41,0.46,0.65,0.31,0.72,0.32,0.77,0.29,0.43,0.44,0.59,0.42,0.25,0.32,0.34,0.27,0.46,0.17,0.0,0.64,0.59,0.63,0.61,0.58,0.0,0.68,0.55,0.0,0.46,0.0,0.57,0.75,0.24,0.44,0.6,0.62,0.76,0.29,0.38,0.0,0.62,0.0,0.16,0.43,0.3,0.44,0.3,0.0,0.17,0.33,0.23,0.24,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.73,0.0,0.46,0.0,0.0,0.49,0.57,0.46,0.49,0.0,0.45,0.74,0.81,0.32,0.31,0.36,0.58,0.33,0.3,0.17,0.52,0.44,0.3,0.27,0.3,0.32,0.45,0.0,0.15,0.32,0.0,0.5,0.0,0.0,0.0,0.26,0.29,0.16,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.66,0.66,0.0,0.51,0.65,0.49,0.5,0.47,0.49,0.48,0.51,0.31,0.49,0.0,0.16,0.31,0.45,0.48,0.78,0.73,0.78,0.46,0.44,0.0,0.32,0.31,0.34,0.33,0.32,0.31,0.28,0.29,0.28,0.29,0.33,0.3,0.26,0.22,0.24,0.25,0.16,0.19,0.16,0.0,0.0,0.0,0.16,0.16,0.17,0.75,0.6,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.4
08/02/2021,0.4,0.51,0.7,0.87,0.81,0.74,0.62,0.79,0.63,0.68,0.0,0.78,0.83,0.78,0.6,0.74,0.78,0.66,0.56,0.53,0.78,0.7,0.6,0.7,0.63,0.0,0.57,0.56,0.72,0.56,0.86,0.63,0.61,0.67,0.75,0.69,0.68,0.56,0.8,0.79,0.71,0.81,0.0,0.6,0.4,0.79,0.78,0.56,0.43,0.41,0.45,0.48,0.74,0.52,0.62,0.87,0.25,0.45,0.66,0.6,0.51,0.71,0.45,0.79,0.39,0.6,0.59,0.58,0.71,0.47,0.6,0.41,0.49,0.41,0.46,0.65,0.32,0.71,0.31,0.81,0.29,0.42,0.45,0.59,0.42,0.24,0.32,0.33,0.28,0.46,0.17,0.0,0.61,0.59,0.63,0.56,0.59,0.0,0.67,0.54,0.0,0.46,0.0,0.56,0.73,0.23,0.43,0.61,0.61,0.76,0.29,0.4,0.0,0.55,0.0,0.16,0.41,0.31,0.44,0.3,0.0,0.17,0.33,0.23,0.24,0.16,0.0,0.0,0.28,0.0,0.0,0.0,0.74,0.0,0.5,0.0,0.0,0.5,0.59,0.46,0.48,0.0,0.45,0.73,0.83,0.33,0.31,0.36,0.57,0.33,0.3,0.17,0.54,0.43,0.31,0.28,0.3,0.32,0.43,0.0,0.15,0.31,0.0,0.49,0.0,0.0,0.0,0.27,0.29,0.16,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.65,0.64,0.0,0.5,0.64,0.5,0.49,0.46,0.48,0.47,0.52,0.31,0.49,0.0,0.16,0.3,0.45,0.47,0.77,0.72,0.78,0.45,0.41,0.0,0.32,0.31,0.34,0.32,0.32,0.31,0.29,0.29,0.28,0.28,0.33,0.3,0.26,0.22,0.25,0.25,0.16,0.21,0.16,0.0,0.0,0.0,0.16,0.16,0.17,0.83,0.6,0.0,0.16,0.16,0.15,0.0,0.16,0.15,0.16,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,96.47
08/03/2021,0.39,0.53,0.72,0.87,0.8,0.67,0.61,0.79,0.62,0.68,0.0,0.78,0.83,0.77,0.6,0.73,0.76,0.65,0.55,0.54,0.79,0.7,0.6,0.71,0.63,0.83,0.58,0.55,0.69,0.58,0.87,0.61,0.64,0.68,0.75,0.67,0.69,0.56,0.81,0.79,0.71,0.81,0.0,0.6,0.39,0.8,0.78,0.57,0.44,0.38,0.46,0.49,0.71,0.53,0.61,0.87,0.25,0.43,0.66,0.6,0.5,0.69,0.43,0.8,0.39,0.6,0.6,0.59,0.7,0.46,0.62,0.41,0.47,0.42,0.46,0.66,0.32,0.72,0.31,0.81,0.28,0.41,0.43,0.58,0.42,0.25,0.33,0.33,0.28,0.46,0.17,0.0,0.62,0.61,0.63,0.58,0.59,0.0,0.68,0.55,0.59,0.46,0.0,0.57,0.74,0.23,0.43,0.61,0.62,0.75,0.29,0.42,0.0,0.54,0.0,0.16,0.4,0.35,0.44,0.29,0.0,0.18,0.33,0.23,0.24,0.16,0.0,0.0,0.28,0.0,0.15,0.0,0.72,0.0,0.5,0.0,0.0,0.49,0.61,0.45,0.48,0.0,0.45,0.72,0.84,0.33,0.31,0.35,0.56,0.32,0.3,0.17,0.55,0.44,0.3,0.29,0.27,0.32,0.44,0.15,0.16,0.32,0.0,0.49,0.0,0.0,0.0,0.27,0.29,0.16,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.66,0.64,0.0,0.51,0.64,0.49,0.49,0.46,0.48,0.47,0.52,0.31,0.5,0.0,0.16,0.31,0.45,0.45,0.77,0.71,0.78,0.46,0.41,0.0,0.32,0.31,0.34,0.31,0.33,0.31,0.29,0.28,0.27,0.28,0.33,0.3,0.26,0.22,0.25,0.25,0.16,0.2,0.16,0.15,0.0,0.15,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.37
08/04/2021,0.39,0.53,0.72,0.87,0.8,0.67,0.61,0.79,0.62,0.68,0.0,0.78,0.83,0.77,0.6,0.73,0.76,0.65,0.55,0.54,0.79,0.7,0.6,0.71,0.63,0.83,0.58,0.55,0.69,0.58,0.87,0.61,0.64,0.68,0.75,0.67,0.69,0.56,0.81,0.79,0.71,0.81,0.0,0.6,0.39,0.8,0.78,0.57,0.44,0.38,0.46,0.49,0.71,0.53,0.61,0.87,0.25,0.43,0.66,0.6,0.5,0.69,0.43,0.8,0.39,0.6,0.6,0.59,0.7,0.46,0.62,0.41,0.47,0.42,0.46,0.66,0.32,0.72,0.31,0.81,0.28,0.41,0.43,0.58,0.42,0.25,0.33,0.33,0.28,0.46,0.17,0.0,0.62,0.61,0.63,0.58,0.59,0.0,0.68,0.55,0.59,0.46,0.0,0.57,0.74,0.23,0.43,0.61,0.62,0.75,0.29,0.42,0.0,0.54,0.0,0.16,0.4,0.35,0.44,0.29,0.0,0.18,0.33,0.23,0.24,0.16,0.0,0.0,0.28,0.0,0.15,0.0,0.72,0.0,0.5,0.0,0.0,0.49,0.61,0.45,0.48,0.0,0.45,0.72,0.84,0.33,0.31,0.35,0.56,0.32,0.3,0.17,0.55,0.44,0.3,0.29,0.27,0.32,0.44,0.15,0.16,0.32,0.0,0.49,0.0,0.0,0.0,0.27,0.29,0.16,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.66,0.64,0.0,0.51,0.64,0.49,0.49,0.46,0.48,0.47,0.52,0.31,0.5,0.0,0.16,0.31,0.45,0.45,0.77,0.71,0.78,0.46,0.41,0.0,0.32,0.31,0.34,0.31,0.33,0.31,0.29,0.28,0.27,0.28,0.33,0.3,0.26,0.22,0.25,0.25,0.16,0.2,0.16,0.15,0.0,0.15,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.37
08/05/2021,0.37,0.51,0.68,0.88,0.8,0.67,0.6,0.8,0.62,0.69,0.0,0.77,0.84,0.78,0.61,0.73,0.76,0.64,0.54,0.53,0.78,0.69,0.6,0.72,0.63,0.82,0.58,0.56,0.68,0.58,0.84,0.61,0.65,0.68,0.75,0.69,0.69,0.57,0.82,0.81,0.72,0.82,0.0,0.6,0.39,0.83,0.78,0.58,0.44,0.4,0.47,0.48,0.73,0.53,0.61,0.87,0.25,0.43,0.66,0.6,0.5,0.69,0.44,0.79,0.39,0.59,0.6,0.59,0.7,0.45,0.62,0.4,0.48,0.42,0.46,0.66,0.32,0.72,0.32,0.8,0.28,0.41,0.44,0.59,0.42,0.24,0.33,0.33,0.29,0.46,0.17,0.0,0.62,0.6,0.63,0.58,0.6,0.0,0.68,0.54,0.59,0.46,0.0,0.57,0.74,0.23,0.43,0.6,0.62,0.75,0.3,0.4,0.0,0.55,0.0,0.16,0.4,0.35,0.45,0.31,0.0,0.18,0.33,0.23,0.24,0.16,0.0,0.0,0.28,0.0,0.15,0.0,0.74,0.0,0.5,0.0,0.0,0.5,0.61,0.45,0.48,0.0,0.46,0.72,0.84,0.33,0.31,0.36,0.56,0.33,0.3,0.16,0.56,0.44,0.3,0.29,0.28,0.32,0.42,0.0,0.0,0.31,0.0,0.49,0.0,0.0,0.0,0.27,0.29,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.66,0.64,0.0,0.51,0.65,0.49,0.49,0.46,0.48,0.47,0.52,0.31,0.49,0.0,0.16,0.31,0.44,0.46,0.76,0.72,0.74,0.46,0.41,0.0,0.32,0.31,0.34,0.33,0.33,0.3,0.29,0.28,0.27,0.28,0.33,0.3,0.26,0.23,0.25,0.25,0.16,0.19,0.16,0.15,0.15,0.15,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.17,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,96.43
08/06/2021,0.36,0.51,0.68,0.88,0.81,0.67,0.61,0.82,0.64,0.71,0.0,0.78,0.69,0.78,0.6,0.73,0.76,0.65,0.54,0.54,0.79,0.69,0.6,0.71,0.63,0.0,0.55,0.57,0.67,0.57,0.85,0.61,0.67,0.68,0.76,0.67,0.68,0.55,0.81,0.79,0.73,0.8,0.0,0.59,0.38,0.84,0.78,0.56,0.44,0.4,0.46,0.51,0.75,0.53,0.62,0.88,0.26,0.42,0.64,0.6,0.5,0.67,0.43,0.83,0.39,0.59,0.6,0.6,0.69,0.46,0.63,0.39,0.49,0.42,0.46,0.66,0.33,0.74,0.3,0.77,0.26,0.41,0.43,0.59,0.43,0.24,0.33,0.34,0.29,0.49,0.18,0.0,0.62,0.59,0.64,0.59,0.61,0.0,0.67,0.53,0.0,0.46,0.0,0.57,0.74,0.22,0.42,0.61,0.63,0.76,0.29,0.4,0.0,0.53,0.0,0.16,0.39,0.36,0.44,0.31,0.0,0.17,0.33,0.22,0.24,0.16,0.0,0.15,0.28,0.0,0.0,0.0,0.73,0.0,0.51,0.0,0.0,0.49,0.62,0.44,0.46,0.0,0.46,0.72,0.86,0.33,0.31,0.35,0.57,0.33,0.31,0.16,0.56,0.43,0.31,0.31,0.27,0.32,0.42,0.0,0.0,0.31,0.0,0.49,0.0,0.0,0.0,0.27,0.29,0.15,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.67,0.64,0.0,0.5,0.65,0.49,0.49,0.46,0.48,0.47,0.52,0.31,0.5,0.0,0.16,0.3,0.44,0.44,0.77,0.73,0.73,0.47,0.41,0.0,0.32,0.31,0.34,0.33,0.32,0.3,0.29,0.28,0.27,0.28,0.33,0.3,0.26,0.23,0.24,0.24,0.16,0.2,0.16,0.0,0.0,0.0,0.16,0.16,0.16,0.82,0.6,0.15,0.15,0.15,0.16,0.0,0.16,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,96.32
08/09/2021,0.35,0.61,0.7,0.9,0.77,0.59,0.6,0.84,0.63,0.74,0.0,0.76,0.64,0.77,0.61,0.74,0.74,0.62,0.52,0.64,0.73,0.7,0.63,0.7,0.75,0.0,0.57,0.58,0.68,0.57,0.8,0.61,0.67,0.68,0.75,0.58,0.61,0.56,0.81,0.81,0.71,0.79,0.0,0.58,0.38,0.84,0.77,0.64,0.43,0.41,0.46,0.5,0.73,0.52,0.61,0.89,0.24,0.44,0.64,0.6,0.51,0.95,0.49,0.81,0.4,0.59,0.62,0.59,0.72,0.5,0.65,0.45,0.51,0.41,0.45,0.66,0.31,0.73,0.29,0.77,0.26,0.38,0.41,0.51,0.42,0.27,0.33,0.34,0.33,0.49,0.18,0.0,0.62,0.63,0.63,0.6,0.6,0.0,0.67,0.53,0.0,0.46,0.0,0.6,0.72,0.24,0.41,0.6,0.62,0.73,0.3,0.41,0.0,0.51,0.0,0.16,0.37,0.36,0.44,0.3,0.0,0.18,0.31,0.23,0.24,0.16,0.0,0.0,0.27,0.0,0.0,0.0,0.71,0.0,0.5,0.0,0.0,0.51,0.63,0.44,0.46,0.0,0.44,0.67,0.86,0.43,0.31,0.34,0.56,0.33,0.29,0.0,0.57,0.44,0.3,0.3,0.27,0.32,0.42,0.0,0.0,0.31,0.0,0.49,0.0,0.0,0.0,0.27,0.28,0.15,0.31,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.67,0.61,0.0,0.5,0.64,0.5,0.48,0.45,0.47,0.47,0.53,0.37,0.49,0.0,0.17,0.29,0.43,0.43,0.74,0.73,0.77,0.46,0.41,0.0,0.31,0.3,0.34,0.31,0.33,0.31,0.3,0.28,0.26,0.27,0.33,0.3,0.26,0.24,0.24,0.22,0.0,0.2,0.0,0.15,0.0,0.0,0.16,0.16,0.17,0.81,0.59,0.16,0.15,0.16,0.15,0.0,0.16,0.15,0.15,0.0,0.0,0.0,0.15,0.0,0.2,0.0,0.0,96.48
