,MSFT,AAPL,AMZN,GOOGL,PYPL,NVDA,FB,ADBE,MA,NKE,AMT,002960.SZ,DHR,IDXX,UNH,DOCU,SPGI,V,CHTR,AMAT,LYV,DIS,CSGP,TSLA,ABNB,TDG,SHW,DE,LLY,DKNG,TMUS,CMG,DXCM,EL,UNP,IQV,NOW,HD,301012.SZ,n/a,TJX,JCI,CDNS,ACN,HCA,CRM,UBER,INTU,SUM
10/08/2021,9.49,8.19,7.24,6.45,4.09,3.95,3.79,3.76,3.55,2.61,2.25,0.0,2.16,2.08,2.07,2.04,2.02,1.95,1.91,1.89,1.81,1.76,1.74,1.73,1.71,1.71,1.66,1.62,1.61,1.5,1.49,1.41,1.41,1.41,1.34,1.23,0.65,0.48,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/11/2021,9.49,8.19,7.24,6.45,4.09,3.95,3.79,3.76,3.55,2.61,2.25,0.0,2.16,2.08,2.07,2.04,2.02,1.95,1.91,1.89,1.81,1.76,1.74,1.73,1.71,1.71,1.66,1.62,1.61,1.5,1.49,1.41,1.41,1.41,1.34,1.23,0.65,0.48,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/12/2021,9.49,8.19,7.24,6.45,4.09,3.95,3.79,3.76,3.55,2.61,2.25,0.0,2.16,2.08,2.07,2.04,2.02,1.95,1.91,1.89,1.81,1.76,1.74,1.73,1.71,1.71,1.66,1.62,1.61,1.5,1.49,1.41,1.41,1.41,1.34,1.23,0.65,0.48,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/13/2021,9.49,8.19,7.24,6.45,4.09,3.95,3.79,3.76,3.55,2.61,2.25,0.0,2.16,2.08,2.07,2.04,2.02,1.95,1.91,1.89,1.81,1.76,1.74,1.73,1.71,1.71,1.66,1.62,1.61,1.5,1.49,1.41,1.41,1.41,1.34,1.23,0.65,0.48,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/14/2021,9.49,8.19,7.24,6.45,4.09,3.95,3.79,3.76,3.55,2.61,2.25,0.0,2.16,2.08,2.07,2.04,2.02,1.95,1.91,1.89,1.81,1.76,1.74,1.73,1.71,1.71,1.66,1.62,1.61,1.5,1.49,1.41,1.41,1.41,1.34,1.23,0.65,0.48,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/15/2021,9.49,8.19,7.24,6.45,4.09,3.95,3.79,3.76,3.55,2.61,2.25,0.0,2.16,2.08,2.07,2.04,2.02,1.95,1.91,1.89,1.81,1.76,1.74,1.73,1.71,1.71,1.66,1.62,1.61,1.5,1.49,1.41,1.41,1.41,1.34,1.23,0.65,0.48,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/18/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
10/19/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
10/20/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
10/21/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
10/22/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
10/25/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
10/26/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
10/27/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
10/28/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
10/29/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/01/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/02/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/03/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/04/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/05/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/08/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/09/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/10/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/11/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/12/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/15/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/16/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/17/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/18/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/19/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/22/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/23/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/24/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/25/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
11/26/2021,9.76,8.07,7.38,7.03,3.68,4.19,3.6,3.72,3.32,2.47,2.24,0.0,2.47,2.02,1.74,1.65,2.11,1.82,1.78,1.73,1.49,1.67,1.66,1.98,2.22,1.21,1.72,1.56,1.08,1.61,0.0,2.06,1.82,1.34,1.21,1.35,1.58,0.49,0.0,0.89,1.38,0.49,0.43,0.0,0.0,0.0,0.0,0.0,100.02
