,NVDA,MSFT,TSLA,PYPL,V,MA,UNH,CMCSA,GOOG,GOOGL,ADBE,INTC,VZ,CRM,CSCO,T,ACN,AVGO,TXN,QCOM,UPS,UNP,ORCL,IBM,INTU,AMAT,AMT,AMD,NOW,AXP,DE,SPGI,ANTM,SQ,CHTR,LRCX,BKNG,MU,FIS,PLD,FGXXX,ADP,TMUS,CCI,CI,PNC,ZM,CME,TFC,SNAP,FDX,CSX,ATVI,MMC,COF,EQIX,NSC,ICE,ADSK,UBER,CB,FISV,TWLO,ETN,MCO,SNOW,PGR,HUM,GPN,HCA,TWTR,AON,DOCU,JCI,ROKU,CRWD,KLAC,IQV,EBAY,MRVL,PSA,TT,PINS,SPG,VEEV,MSCI,WDAY,CARR,SNPS,CNC,INFO,AIG,MET,BK,PRU,EA,MTCH,ORLY,PH,MCHP,ALL,PLTR,TRV,CDNS,MSI,CTSH,DFS,OTIS,PANW,CMI,PAYX,WELL,SBAC,AFL,FTNT,FRC,SWK,AZO,KKR,ROK,TTD,CSGP,MTD,DHI,PTON,SWKS,MCK,SIVB,PCAR,ANSS,FAST,WLTW,EFX,OKTA,AVB,AMP,EQR,VRSK,KEYS,CPRT,AWK,ZBRA,CBRE,EPAM,LEN,MXIM,FITB,SYF,LBRDK,AJG,ODFL,BBY,KSU,HUBS,DELL,O,CDW,CVNA,CERN,URI,EXPE,SPLK,RNG,NET,TDOC,VRSN,ENPH,HIG,QRVO,WAT,DDOG,DOV,WORK,EXR,TER,EXPD,VTR,INVH,KMX,WDC,TRU,IT,FLT,TRMB,ANET,TTWO,MDB,KEY,NDAQ,ESS,CFG,Z,RF,RBLX,MAA,COUP,PAYC,MTB,SUI,AKAM,BR,TYL,ALLY,DRE,CINF,GPC,NVR,MPWR,ON,ZS,STX,POOL,NTAP,U,SUM
09/24/2021,5.04,5.01,4.54,3.54,3.4,3.09,3.4,3.03,2.49,2.54,1.75,1.23,1.23,1.36,1.23,1.09,1.2,1.1,1.01,0.85,0.78,0.74,0.86,0.68,0.84,0.7,0.74,0.71,0.73,0.56,0.54,0.61,0.53,0.55,0.54,0.48,0.54,0.46,0.43,0.54,0.16,0.48,0.42,0.46,0.4,0.44,0.31,0.38,0.41,0.48,0.35,0.38,0.32,0.45,0.4,0.43,0.34,0.37,0.35,0.32,0.39,0.35,0.31,0.35,0.34,0.44,0.31,0.29,0.26,0.38,0.28,0.37,0.29,0.3,0.2,0.27,0.31,0.27,0.27,0.28,0.26,0.25,0.16,0.24,0.23,0.29,0.28,0.26,0.27,0.2,0.26,0.26,0.23,0.22,0.22,0.21,0.22,0.23,0.2,0.24,0.22,0.23,0.22,0.25,0.23,0.22,0.21,0.2,0.25,0.18,0.2,0.2,0.22,0.18,0.23,0.19,0.16,0.2,0.2,0.2,0.18,0.2,0.2,0.17,0.15,0.16,0.18,0.18,0.15,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.19,0.18,0.17,0.18,0.16,0.17,0.19,0.15,0.0,0.15,0.15,0.16,0.16,0.17,0.14,0.14,0.17,0.15,0.14,0.15,0.14,0.13,0.14,0.12,0.14,0.0,0.16,0.11,0.12,0.11,0.14,0.11,0.14,0.17,0.13,0.0,0.13,0.11,0.12,0.12,0.13,0.13,0.0,0.12,0.15,0.12,0.13,0.11,0.0,0.16,0.11,0.12,0.12,0.0,0.0,0.1,0.0,0.12,0.0,0.14,0.0,0.12,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.12,0.12,0.11,0.12,0.0,0.1,0.11,0.11,94.97
09/27/2021,5.21,4.98,4.52,3.58,3.44,3.16,3.29,2.97,2.47,2.52,1.67,1.22,1.21,1.43,1.23,1.08,1.21,1.1,1.02,0.85,0.75,0.75,0.86,0.68,0.85,0.72,0.71,0.71,0.73,0.58,0.55,0.6,0.52,0.57,0.52,0.48,0.56,0.46,0.42,0.53,0.17,0.48,0.43,0.44,0.39,0.45,0.3,0.38,0.42,0.49,0.31,0.38,0.32,0.44,0.42,0.42,0.34,0.37,0.36,0.32,0.38,0.35,0.3,0.35,0.34,0.44,0.3,0.29,0.27,0.37,0.29,0.37,0.29,0.3,0.21,0.28,0.32,0.27,0.27,0.28,0.25,0.25,0.16,0.25,0.23,0.29,0.27,0.26,0.27,0.2,0.25,0.26,0.23,0.23,0.23,0.2,0.22,0.24,0.21,0.24,0.21,0.25,0.22,0.25,0.22,0.23,0.22,0.2,0.25,0.18,0.2,0.2,0.21,0.18,0.24,0.19,0.16,0.2,0.2,0.2,0.18,0.19,0.2,0.16,0.13,0.16,0.18,0.19,0.15,0.17,0.17,0.17,0.18,0.17,0.18,0.17,0.17,0.19,0.18,0.17,0.18,0.16,0.17,0.19,0.15,0.0,0.16,0.15,0.15,0.16,0.17,0.13,0.14,0.18,0.15,0.14,0.15,0.14,0.12,0.14,0.13,0.14,0.0,0.16,0.11,0.12,0.11,0.14,0.11,0.14,0.17,0.13,0.0,0.13,0.11,0.12,0.12,0.13,0.13,0.0,0.12,0.15,0.12,0.12,0.11,0.0,0.16,0.11,0.12,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.14,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.12,0.0,0.0,0.11,0.11,94.99
09/28/2021,5.21,4.98,4.52,3.58,3.44,3.16,3.29,2.97,2.47,2.52,1.67,1.22,1.21,1.43,1.23,1.08,1.21,1.1,1.02,0.85,0.75,0.75,0.86,0.68,0.85,0.72,0.71,0.71,0.73,0.58,0.55,0.6,0.52,0.57,0.52,0.48,0.56,0.46,0.42,0.53,0.17,0.48,0.43,0.44,0.39,0.45,0.3,0.38,0.42,0.49,0.31,0.38,0.32,0.44,0.42,0.42,0.34,0.37,0.36,0.32,0.38,0.35,0.3,0.35,0.34,0.44,0.3,0.29,0.27,0.37,0.29,0.37,0.29,0.3,0.21,0.28,0.32,0.27,0.27,0.28,0.25,0.25,0.16,0.25,0.23,0.29,0.27,0.26,0.27,0.2,0.25,0.26,0.23,0.23,0.23,0.2,0.22,0.24,0.21,0.24,0.21,0.25,0.22,0.25,0.22,0.23,0.22,0.2,0.25,0.18,0.2,0.2,0.21,0.18,0.24,0.19,0.16,0.2,0.2,0.2,0.18,0.19,0.2,0.16,0.13,0.16,0.18,0.19,0.15,0.17,0.17,0.17,0.18,0.17,0.18,0.17,0.17,0.19,0.18,0.17,0.18,0.16,0.17,0.19,0.15,0.0,0.16,0.15,0.15,0.16,0.17,0.13,0.14,0.18,0.15,0.14,0.15,0.14,0.12,0.14,0.13,0.14,0.0,0.16,0.11,0.12,0.11,0.14,0.11,0.14,0.17,0.13,0.0,0.13,0.11,0.12,0.12,0.13,0.13,0.0,0.12,0.15,0.12,0.12,0.11,0.0,0.16,0.11,0.12,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.14,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.12,0.0,0.0,0.11,0.11,94.99
09/29/2021,5.11,4.96,4.64,3.57,3.48,3.2,3.27,2.97,2.48,2.53,1.65,1.23,1.21,1.47,1.23,1.07,1.2,1.1,1.03,0.84,0.75,0.75,0.87,0.68,0.85,0.72,0.69,0.71,0.73,0.59,0.54,0.6,0.52,0.56,0.52,0.48,0.56,0.46,0.42,0.52,0.17,0.48,0.42,0.43,0.39,0.46,0.3,0.39,0.43,0.51,0.31,0.38,0.32,0.45,0.42,0.41,0.34,0.37,0.36,0.33,0.38,0.35,0.3,0.34,0.34,0.43,0.3,0.28,0.26,0.37,0.29,0.37,0.28,0.29,0.2,0.28,0.31,0.27,0.27,0.28,0.25,0.24,0.16,0.24,0.23,0.29,0.27,0.26,0.27,0.2,0.25,0.26,0.23,0.23,0.23,0.21,0.23,0.24,0.21,0.24,0.21,0.24,0.22,0.25,0.22,0.23,0.22,0.2,0.26,0.18,0.2,0.19,0.21,0.18,0.24,0.19,0.17,0.2,0.19,0.19,0.18,0.19,0.2,0.16,0.13,0.16,0.18,0.19,0.15,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.19,0.18,0.17,0.18,0.16,0.17,0.19,0.15,0.0,0.16,0.16,0.15,0.16,0.17,0.13,0.14,0.18,0.15,0.14,0.15,0.14,0.12,0.14,0.13,0.14,0.0,0.16,0.1,0.12,0.1,0.14,0.11,0.13,0.17,0.13,0.0,0.13,0.11,0.12,0.11,0.12,0.13,0.0,0.12,0.15,0.12,0.12,0.11,0.0,0.16,0.11,0.12,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.14,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.12,0.0,0.0,0.12,0.11,94.94
09/30/2021,5.11,4.96,4.64,3.57,3.48,3.2,3.27,2.97,2.48,2.53,1.65,1.23,1.21,1.47,1.23,1.07,1.2,1.1,1.03,0.84,0.75,0.75,0.87,0.68,0.85,0.72,0.69,0.71,0.73,0.59,0.54,0.6,0.52,0.56,0.52,0.48,0.56,0.46,0.42,0.52,0.17,0.48,0.42,0.43,0.39,0.46,0.3,0.39,0.43,0.51,0.31,0.38,0.32,0.45,0.42,0.41,0.34,0.37,0.36,0.33,0.38,0.35,0.3,0.34,0.34,0.43,0.3,0.28,0.26,0.37,0.29,0.37,0.28,0.29,0.2,0.28,0.31,0.27,0.27,0.28,0.25,0.24,0.16,0.24,0.23,0.29,0.27,0.26,0.27,0.2,0.25,0.26,0.23,0.23,0.23,0.21,0.23,0.24,0.21,0.24,0.21,0.24,0.22,0.25,0.22,0.23,0.22,0.2,0.26,0.18,0.2,0.19,0.21,0.18,0.24,0.19,0.17,0.2,0.19,0.19,0.18,0.19,0.2,0.16,0.13,0.16,0.18,0.19,0.15,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.19,0.18,0.17,0.18,0.16,0.17,0.19,0.15,0.0,0.16,0.16,0.15,0.16,0.17,0.13,0.14,0.18,0.15,0.14,0.15,0.14,0.12,0.14,0.13,0.14,0.0,0.16,0.1,0.12,0.1,0.14,0.11,0.13,0.17,0.13,0.0,0.13,0.11,0.12,0.11,0.12,0.13,0.0,0.12,0.15,0.12,0.12,0.11,0.0,0.16,0.11,0.12,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.14,0.0,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.12,0.11,0.12,0.0,0.0,0.12,0.11,94.94
10/01/2021,4.55,4.77,4.15,3.57,3.74,3.48,3.35,3.13,2.38,2.42,1.66,1.23,1.25,1.26,1.21,1.12,1.13,1.07,0.99,0.95,0.77,0.82,0.85,0.71,0.79,0.72,0.7,0.72,0.65,0.58,0.57,0.58,0.53,0.54,0.53,0.51,0.5,0.49,0.52,0.53,0.61,0.5,0.47,0.47,0.45,0.43,0.42,0.42,0.41,0.46,0.38,0.41,0.36,0.42,0.41,0.41,0.36,0.37,0.39,0.31,0.37,0.37,0.33,0.35,0.34,0.37,0.31,0.31,0.32,0.37,0.3,0.32,0.31,0.29,0.27,0.27,0.3,0.26,0.25,0.27,0.26,0.27,0.18,0.23,0.25,0.27,0.24,0.27,0.24,0.22,0.24,0.23,0.22,0.23,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.19,0.21,0.23,0.21,0.22,0.21,0.22,0.21,0.19,0.21,0.2,0.21,0.19,0.21,0.19,0.18,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.17,0.17,0.18,0.17,0.16,0.18,0.18,0.15,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.17,0.17,0.16,0.15,0.14,0.15,0.16,0.15,0.16,0.14,0.14,0.15,0.14,0.15,0.14,0.15,0.14,0.13,0.12,0.13,0.12,0.15,0.11,0.12,0.13,0.13,0.12,0.13,0.13,0.13,0.0,0.13,0.12,0.12,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.1,0.0,0.0,94.84
10/04/2021,4.9,4.86,4.83,3.43,3.52,3.26,3.33,3.05,2.42,2.47,1.58,1.25,1.25,1.44,1.24,1.12,1.18,1.1,1.02,0.84,0.76,0.77,0.91,0.71,0.83,0.67,0.69,0.7,0.7,0.59,0.56,0.59,0.54,0.52,0.53,0.46,0.55,0.46,0.44,0.53,0.18,0.49,0.43,0.43,0.4,0.48,0.29,0.4,0.46,0.45,0.31,0.39,0.34,0.45,0.43,0.41,0.35,0.37,0.36,0.32,0.39,0.37,0.28,0.35,0.33,0.42,0.31,0.29,0.27,0.38,0.27,0.37,0.28,0.29,0.19,0.26,0.29,0.26,0.26,0.27,0.26,0.24,0.16,0.25,0.22,0.28,0.26,0.26,0.26,0.21,0.25,0.28,0.25,0.24,0.24,0.23,0.22,0.24,0.21,0.23,0.22,0.22,0.22,0.24,0.23,0.23,0.22,0.21,0.26,0.19,0.2,0.2,0.21,0.19,0.23,0.19,0.17,0.21,0.19,0.2,0.17,0.19,0.18,0.17,0.12,0.16,0.19,0.2,0.16,0.17,0.17,0.17,0.18,0.16,0.18,0.18,0.17,0.19,0.18,0.17,0.18,0.16,0.18,0.18,0.15,0.0,0.18,0.16,0.15,0.17,0.17,0.14,0.14,0.17,0.16,0.14,0.15,0.13,0.12,0.15,0.13,0.13,0.0,0.14,0.0,0.12,0.1,0.15,0.11,0.13,0.16,0.13,0.0,0.13,0.1,0.12,0.12,0.13,0.14,0.0,0.12,0.15,0.12,0.12,0.11,0.0,0.15,0.12,0.13,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.14,0.11,0.12,0.0,0.11,0.1,0.11,0.1,0.1,0.0,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.0,94.93
10/05/2021,4.99,4.87,4.84,3.47,3.49,3.23,3.27,3.07,2.41,2.48,1.59,1.25,1.25,1.45,1.23,1.11,1.17,1.1,1.02,0.85,0.76,0.75,0.88,0.72,0.83,0.68,0.68,0.72,0.71,0.59,0.54,0.59,0.53,0.54,0.53,0.47,0.56,0.46,0.44,0.53,0.21,0.49,0.43,0.43,0.4,0.48,0.3,0.4,0.45,0.47,0.31,0.39,0.34,0.44,0.42,0.41,0.35,0.37,0.36,0.33,0.39,0.36,0.29,0.34,0.33,0.43,0.31,0.29,0.27,0.37,0.27,0.36,0.28,0.28,0.2,0.27,0.3,0.26,0.26,0.28,0.25,0.24,0.16,0.25,0.23,0.28,0.26,0.26,0.26,0.2,0.25,0.27,0.24,0.24,0.24,0.24,0.23,0.24,0.21,0.23,0.22,0.21,0.22,0.24,0.23,0.23,0.22,0.2,0.26,0.19,0.21,0.2,0.21,0.19,0.23,0.19,0.16,0.21,0.19,0.2,0.17,0.19,0.18,0.16,0.13,0.16,0.18,0.2,0.16,0.17,0.17,0.17,0.18,0.17,0.18,0.18,0.17,0.19,0.18,0.17,0.18,0.16,0.18,0.18,0.15,0.0,0.17,0.16,0.16,0.17,0.17,0.14,0.14,0.17,0.15,0.14,0.15,0.13,0.12,0.15,0.13,0.14,0.0,0.14,0.0,0.12,0.11,0.14,0.11,0.13,0.17,0.13,0.0,0.13,0.1,0.12,0.12,0.13,0.12,0.0,0.12,0.15,0.12,0.12,0.11,0.0,0.15,0.12,0.13,0.12,0.11,0.0,0.12,0.0,0.12,0.0,0.14,0.11,0.12,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.11,0.12,0.11,0.12,0.0,0.0,0.11,0.1,94.99
10/06/2021,4.99,4.87,4.84,3.47,3.49,3.23,3.27,3.07,2.41,2.48,1.59,1.25,1.25,1.45,1.23,1.11,1.17,1.1,1.02,0.85,0.76,0.75,0.88,0.72,0.83,0.68,0.68,0.72,0.71,0.59,0.54,0.59,0.53,0.54,0.53,0.47,0.56,0.46,0.44,0.53,0.21,0.49,0.43,0.43,0.4,0.48,0.3,0.4,0.45,0.47,0.31,0.39,0.34,0.44,0.42,0.41,0.35,0.37,0.36,0.33,0.39,0.36,0.29,0.34,0.33,0.43,0.31,0.29,0.27,0.37,0.27,0.36,0.28,0.28,0.2,0.27,0.3,0.26,0.26,0.28,0.25,0.24,0.16,0.25,0.23,0.28,0.26,0.26,0.26,0.2,0.25,0.27,0.24,0.24,0.24,0.24,0.23,0.24,0.21,0.23,0.22,0.21,0.22,0.24,0.23,0.23,0.22,0.2,0.26,0.19,0.21,0.2,0.21,0.19,0.23,0.19,0.16,0.21,0.19,0.2,0.17,0.19,0.18,0.16,0.13,0.16,0.18,0.2,0.16,0.17,0.17,0.17,0.18,0.17,0.18,0.18,0.17,0.19,0.18,0.17,0.18,0.16,0.18,0.18,0.15,0.0,0.17,0.16,0.16,0.17,0.17,0.14,0.14,0.17,0.15,0.14,0.15,0.13,0.12,0.15,0.13,0.14,0.0,0.14,0.0,0.12,0.11,0.14,0.11,0.13,0.17,0.13,0.0,0.13,0.1,0.12,0.12,0.13,0.12,0.0,0.12,0.15,0.12,0.12,0.11,0.0,0.15,0.12,0.13,0.12,0.11,0.0,0.12,0.0,0.12,0.0,0.14,0.11,0.12,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.11,0.12,0.11,0.12,0.0,0.0,0.11,0.1,94.99
10/07/2021,4.77,4.91,4.9,3.42,3.53,3.21,3.25,3.13,2.43,2.49,1.55,1.26,1.26,1.46,1.23,1.13,1.18,1.09,1.02,0.84,0.75,0.79,0.9,0.75,0.81,0.66,0.68,0.7,0.71,0.61,0.55,0.58,0.52,0.51,0.54,0.45,0.58,0.46,0.44,0.54,0.22,0.5,0.43,0.43,0.4,0.49,0.3,0.4,0.47,0.46,0.31,0.4,0.34,0.44,0.44,0.41,0.36,0.37,0.35,0.34,0.39,0.36,0.28,0.34,0.33,0.42,0.31,0.29,0.27,0.37,0.26,0.37,0.27,0.29,0.19,0.26,0.29,0.26,0.26,0.27,0.26,0.24,0.16,0.25,0.22,0.27,0.26,0.26,0.25,0.21,0.24,0.28,0.25,0.25,0.24,0.24,0.22,0.24,0.22,0.22,0.21,0.21,0.22,0.24,0.23,0.23,0.22,0.2,0.26,0.19,0.21,0.2,0.21,0.19,0.23,0.2,0.16,0.2,0.19,0.2,0.16,0.19,0.18,0.16,0.12,0.15,0.18,0.2,0.16,0.17,0.17,0.18,0.18,0.16,0.18,0.18,0.18,0.19,0.17,0.17,0.18,0.15,0.19,0.18,0.15,0.0,0.18,0.16,0.16,0.17,0.17,0.14,0.14,0.16,0.16,0.14,0.15,0.13,0.12,0.15,0.14,0.13,0.0,0.15,0.0,0.12,0.1,0.14,0.11,0.12,0.16,0.13,0.0,0.13,0.1,0.11,0.12,0.13,0.12,0.0,0.12,0.15,0.12,0.12,0.11,0.1,0.15,0.13,0.12,0.12,0.12,0.0,0.12,0.0,0.13,0.0,0.14,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.0,94.90999999999998
10/08/2021,4.89,4.95,4.83,3.45,3.49,3.17,3.27,3.1,2.45,2.5,1.55,1.26,1.25,1.44,1.22,1.12,1.19,1.09,1.03,0.83,0.74,0.8,0.91,0.73,0.82,0.67,0.67,0.71,0.71,0.61,0.54,0.59,0.52,0.53,0.54,0.45,0.57,0.45,0.43,0.53,0.22,0.5,0.42,0.43,0.4,0.49,0.29,0.4,0.46,0.47,0.31,0.41,0.34,0.45,0.44,0.39,0.37,0.38,0.35,0.33,0.39,0.36,0.29,0.34,0.33,0.43,0.31,0.29,0.26,0.37,0.27,0.37,0.28,0.29,0.19,0.27,0.29,0.26,0.26,0.27,0.25,0.24,0.16,0.25,0.22,0.27,0.26,0.26,0.25,0.2,0.25,0.28,0.25,0.25,0.24,0.24,0.22,0.24,0.21,0.22,0.21,0.21,0.22,0.24,0.22,0.23,0.22,0.21,0.26,0.19,0.22,0.2,0.2,0.19,0.24,0.2,0.16,0.2,0.2,0.2,0.17,0.19,0.18,0.16,0.12,0.15,0.18,0.2,0.16,0.17,0.17,0.18,0.18,0.16,0.18,0.18,0.18,0.19,0.17,0.17,0.18,0.15,0.18,0.18,0.14,0.0,0.18,0.16,0.16,0.17,0.17,0.14,0.14,0.16,0.16,0.14,0.15,0.13,0.12,0.15,0.13,0.13,0.0,0.16,0.0,0.12,0.0,0.15,0.11,0.12,0.17,0.13,0.0,0.13,0.1,0.11,0.12,0.12,0.12,0.0,0.12,0.15,0.12,0.12,0.11,0.1,0.15,0.13,0.13,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.14,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.1,94.94
10/11/2021,4.92,4.99,4.82,3.48,3.5,3.2,3.26,3.08,2.46,2.52,1.55,1.25,1.24,1.45,1.2,1.11,1.18,1.09,1.02,0.83,0.74,0.81,0.91,0.72,0.81,0.66,0.68,0.71,0.71,0.6,0.54,0.59,0.51,0.53,0.54,0.45,0.57,0.45,0.43,0.54,0.22,0.5,0.42,0.43,0.4,0.48,0.29,0.4,0.46,0.46,0.31,0.42,0.34,0.45,0.43,0.39,0.38,0.39,0.35,0.34,0.39,0.36,0.28,0.34,0.33,0.44,0.31,0.29,0.26,0.36,0.27,0.37,0.28,0.28,0.2,0.27,0.29,0.26,0.27,0.29,0.25,0.24,0.16,0.25,0.22,0.27,0.26,0.26,0.25,0.2,0.25,0.28,0.25,0.25,0.24,0.22,0.23,0.24,0.21,0.22,0.21,0.21,0.22,0.24,0.22,0.22,0.22,0.2,0.26,0.19,0.22,0.2,0.21,0.19,0.24,0.2,0.16,0.2,0.2,0.2,0.17,0.19,0.18,0.16,0.12,0.15,0.18,0.2,0.16,0.17,0.17,0.18,0.18,0.16,0.18,0.18,0.18,0.19,0.17,0.16,0.18,0.15,0.18,0.18,0.14,0.0,0.18,0.16,0.16,0.17,0.17,0.14,0.15,0.16,0.15,0.14,0.14,0.13,0.12,0.14,0.13,0.14,0.0,0.17,0.0,0.12,0.11,0.15,0.11,0.12,0.17,0.13,0.0,0.13,0.0,0.11,0.12,0.12,0.12,0.0,0.12,0.15,0.12,0.12,0.11,0.11,0.15,0.12,0.13,0.12,0.12,0.0,0.12,0.0,0.12,0.0,0.14,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.12,0.0,0.0,0.11,0.1,95.00999999999999
