,GOOGL,VZ,CTVA,MSFT,AAPL,BG,JNJ,PFE,GE,PG,HCA,AWK,ABBV,DE,PEP,BMY,MRK,XYL,LLY,ECL,MCK,AMGN,IQV,LH,UNH,CMCSA,FMC,CAH,JPM,GILD,T,CF,BAC,DELL,THC,HPQ,MOS,CL,MDLZ,DGX,TMO,BDX,AGCO,SYY,CYH,WFC,SYK,CVS,MMM,BIIB,ADM,K,GIS,INTC,CLX,FB,WTRG,CAG,WMT,REGN,BAX,UHS,WBA,AXP,BSX,VRTX,USFD,AMZN,PPD,GS,DHR,COF,SYNH,CWT,ZBH,PFGC,MRNA,CSCO,C,SJM,PNC,ABT,CHTR,LW,BBY,MS,ANTM,FDP,HD,RPRX,ABC,CHD,KO,KMB,ALXN,LOW,FLO,DVA,PRU,AWR,THS,TMUS,JBL,SPB,SJW,ALL,Us Dollars,SYF,CRL,CPB,ORCL,CNC,MET,HUM,SBUX,DIS,USB,KDP,TGT,DFS,PGR,AQUA,FTV,IBM,LUMN,CME,BK,OMI,SGEN,TRV,HPE,ICLR,AVTR,ITGR,WTS,MRVI,EW,SEM,INCY,CNDT,IAC,ISRG,CFX,MAR,WELL,UNFI,MAN,MU,MD,AVGO,CMP,ATVI,FELE,QCOM,DXC,EL,CTLT,BKD,A,TFC,TJX,BIO,KR,DG,MA,NFLX,HRC,SP,POST,AVD,CBRE,HOLX,MMC,OMC,INGR,CDW,PYPL,NLSN,ILMN,M,AMAT,AMT,SDC,GLW,ARE,CCI,ALNY,TECH,ADS,DHC,JEF,TTEK,WDC,JLL,HIG,TFX,STT,RDNT,PKI,CTSH,LBRDA,J,BLK,L,FIS,JJSF,AZN,HSIC,n/a,VIACA,UTHR,GE.,LNN,ANDE,RMD,WST,SGRY,SUM
07/23/2021,4.15,4.06,3.08,2.98,2.72,1.92,2.05,1.88,1.63,1.86,1.8,1.78,1.44,1.35,1.42,1.35,1.23,1.1,1.11,1.03,0.96,0.97,0.92,0.92,0.89,0.82,0.79,0.76,0.74,0.75,0.71,0.66,0.66,0.61,0.6,0.56,0.57,0.62,0.61,0.61,0.58,0.57,0.49,0.51,0.49,0.51,0.49,0.5,0.48,0.45,0.44,0.48,0.47,0.44,0.48,0.42,0.45,0.42,0.42,0.41,0.4,0.39,0.38,0.39,0.36,0.37,0.32,0.34,0.34,0.32,0.34,0.32,0.32,0.34,0.28,0.27,0.39,0.29,0.26,0.29,0.25,0.27,0.26,0.24,0.24,0.25,0.25,0.24,0.24,0.23,0.23,0.24,0.24,0.24,0.22,0.22,0.21,0.2,0.19,0.21,0.2,0.19,0.17,0.19,0.2,0.18,0.1,0.16,0.17,0.16,0.17,0.15,0.15,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.15,0.13,0.14,0.13,0.0,0.14,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.0,0.08,0.08,0.08,0.08,0.08,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.66000000000001
07/26/2021,4.18,3.98,3.11,3.01,2.74,1.9,2.04,1.9,1.69,1.78,2.0,1.72,1.44,1.39,1.38,1.35,1.19,1.12,1.11,1.03,0.99,0.94,0.91,0.92,0.89,0.82,0.8,0.78,0.74,0.74,0.7,0.66,0.66,0.62,0.64,0.56,0.58,0.59,0.59,0.6,0.57,0.56,0.5,0.51,0.48,0.52,0.5,0.5,0.47,0.44,0.43,0.45,0.44,0.44,0.45,0.43,0.44,0.4,0.41,0.4,0.39,0.4,0.38,0.4,0.37,0.36,0.32,0.35,0.33,0.32,0.34,0.33,0.32,0.33,0.29,0.27,0.4,0.29,0.26,0.27,0.25,0.27,0.26,0.24,0.24,0.26,0.24,0.23,0.25,0.23,0.24,0.23,0.23,0.22,0.0,0.22,0.2,0.2,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.17,0.16,0.17,0.15,0.18,0.16,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.16,0.13,0.13,0.13,0.0,0.14,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.11,0.12,0.1,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.0,0.08,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.6
07/27/2021,4.29,3.94,3.07,3.02,2.75,1.89,2.05,1.89,1.67,1.79,1.99,1.73,1.43,1.39,1.39,1.34,1.2,1.12,1.12,1.04,1.0,0.94,0.92,0.92,0.88,0.82,0.79,0.78,0.74,0.73,0.7,0.66,0.65,0.62,0.65,0.56,0.57,0.59,0.6,0.6,0.58,0.56,0.5,0.51,0.47,0.51,0.51,0.5,0.47,0.43,0.43,0.45,0.44,0.42,0.46,0.45,0.44,0.39,0.41,0.4,0.39,0.4,0.38,0.4,0.38,0.36,0.32,0.34,0.33,0.32,0.34,0.33,0.32,0.34,0.29,0.27,0.42,0.29,0.26,0.27,0.25,0.27,0.26,0.24,0.25,0.25,0.24,0.23,0.25,0.23,0.24,0.23,0.23,0.22,0.0,0.23,0.2,0.2,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.13,0.0,0.13,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.0,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.64000000000001
07/28/2021,4.29,3.94,3.07,3.02,2.75,1.89,2.05,1.89,1.67,1.79,1.99,1.73,1.43,1.39,1.39,1.34,1.2,1.12,1.12,1.04,1.0,0.94,0.92,0.92,0.88,0.82,0.79,0.78,0.74,0.73,0.7,0.66,0.65,0.62,0.65,0.56,0.57,0.59,0.6,0.6,0.58,0.56,0.5,0.51,0.47,0.51,0.51,0.5,0.47,0.43,0.43,0.45,0.44,0.42,0.46,0.45,0.44,0.39,0.41,0.4,0.39,0.4,0.38,0.4,0.38,0.36,0.32,0.34,0.33,0.32,0.34,0.33,0.32,0.34,0.29,0.27,0.42,0.29,0.26,0.27,0.25,0.27,0.26,0.24,0.25,0.25,0.24,0.23,0.25,0.23,0.24,0.23,0.23,0.22,0.0,0.23,0.2,0.2,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.13,0.0,0.13,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.0,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.64000000000001
07/29/2021,4.32,3.93,3.08,3.01,2.75,1.89,2.04,1.89,1.7,1.8,1.97,1.72,1.43,1.39,1.38,1.33,1.19,1.13,1.12,1.04,1.0,0.93,0.91,0.91,0.87,0.83,0.79,0.77,0.74,0.73,0.7,0.66,0.66,0.62,0.65,0.56,0.58,0.6,0.6,0.6,0.57,0.55,0.5,0.51,0.49,0.52,0.51,0.5,0.47,0.44,0.44,0.45,0.44,0.43,0.46,0.45,0.44,0.39,0.41,0.39,0.39,0.4,0.38,0.4,0.37,0.36,0.32,0.35,0.33,0.32,0.34,0.33,0.31,0.34,0.29,0.28,0.41,0.29,0.27,0.27,0.25,0.27,0.26,0.24,0.25,0.26,0.24,0.23,0.25,0.22,0.24,0.23,0.23,0.22,0.0,0.22,0.2,0.19,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.14,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.16,0.13,0.13,0.13,0.0,0.13,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.07,0.08,0.08,0.09,0.08,0.08,0.08,0.08,0.08,0.0,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.0,0.08,0.07,0.0,0.07,0.07,0.08,0.07,0.07,0.07,0.0,0.0,0.07,0.07,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.67000000000002
07/30/2021,4.25,3.96,3.1,2.99,2.71,1.9,2.06,1.91,1.72,1.81,1.98,1.76,1.43,1.38,1.39,1.33,1.2,1.13,1.12,1.05,1.01,0.93,0.9,0.92,0.88,0.83,0.79,0.78,0.74,0.73,0.7,0.66,0.66,0.62,0.65,0.56,0.57,0.6,0.6,0.61,0.57,0.57,0.5,0.51,0.48,0.52,0.52,0.5,0.47,0.45,0.44,0.45,0.45,0.42,0.45,0.45,0.45,0.39,0.41,0.4,0.4,0.41,0.38,0.4,0.39,0.37,0.33,0.34,0.33,0.32,0.34,0.33,0.31,0.34,0.29,0.27,0.4,0.29,0.27,0.28,0.25,0.27,0.26,0.21,0.25,0.26,0.24,0.23,0.24,0.22,0.24,0.23,0.23,0.22,0.0,0.22,0.2,0.2,0.19,0.21,0.19,0.19,0.18,0.19,0.2,0.18,0.18,0.16,0.17,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.13,0.0,0.13,0.13,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.11,0.1,0.1,0.11,0.12,0.09,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.0,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.81000000000002
08/02/2021,4.35,3.91,3.12,2.96,2.67,2.0,2.03,1.92,1.73,1.77,1.97,1.75,1.43,1.4,1.37,1.33,1.18,1.13,1.12,1.04,1.01,0.92,0.91,0.95,0.86,0.81,0.79,0.78,0.74,0.74,0.7,0.66,0.66,0.62,0.65,0.57,0.59,0.59,0.58,0.61,0.57,0.56,0.5,0.52,0.44,0.53,0.51,0.49,0.46,0.44,0.44,0.45,0.44,0.42,0.45,0.43,0.45,0.38,0.4,0.4,0.37,0.41,0.38,0.39,0.38,0.36,0.33,0.34,0.32,0.32,0.34,0.33,0.32,0.34,0.29,0.28,0.42,0.29,0.27,0.27,0.25,0.27,0.25,0.21,0.25,0.26,0.24,0.23,0.24,0.21,0.24,0.23,0.23,0.22,0.0,0.22,0.19,0.19,0.19,0.21,0.19,0.19,0.18,0.19,0.2,0.18,0.18,0.16,0.17,0.15,0.17,0.14,0.15,0.14,0.16,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.13,0.0,0.13,0.13,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.09,0.1,0.11,0.1,0.11,0.11,0.09,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.08,0.1,0.1,0.08,0.08,0.09,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.0,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.0,0.07,0.0,0.07,0.07,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.58
08/03/2021,4.35,3.91,3.12,2.96,2.67,2.0,2.03,1.92,1.73,1.77,1.97,1.75,1.43,1.4,1.37,1.33,1.18,1.13,1.12,1.04,1.01,0.92,0.91,0.95,0.86,0.81,0.79,0.78,0.74,0.74,0.7,0.66,0.66,0.62,0.65,0.57,0.59,0.59,0.58,0.61,0.57,0.56,0.5,0.52,0.44,0.53,0.51,0.49,0.46,0.44,0.44,0.45,0.44,0.42,0.45,0.43,0.45,0.38,0.4,0.4,0.37,0.41,0.38,0.39,0.38,0.36,0.33,0.34,0.32,0.32,0.34,0.33,0.32,0.34,0.29,0.28,0.42,0.29,0.27,0.27,0.25,0.27,0.25,0.21,0.25,0.26,0.24,0.23,0.24,0.21,0.24,0.23,0.23,0.22,0.0,0.22,0.19,0.19,0.19,0.21,0.19,0.19,0.18,0.19,0.2,0.18,0.18,0.16,0.17,0.15,0.17,0.14,0.15,0.14,0.16,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.13,0.0,0.13,0.13,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.09,0.1,0.11,0.1,0.11,0.11,0.09,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.08,0.1,0.1,0.08,0.08,0.09,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.0,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.0,0.07,0.0,0.07,0.07,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.58
08/04/2021,4.35,3.91,3.12,2.96,2.67,2.0,2.03,1.92,1.73,1.77,1.97,1.75,1.43,1.4,1.37,1.33,1.18,1.13,1.12,1.04,1.01,0.92,0.91,0.95,0.86,0.81,0.79,0.78,0.74,0.74,0.7,0.66,0.66,0.62,0.65,0.57,0.59,0.59,0.58,0.61,0.57,0.56,0.5,0.52,0.44,0.53,0.51,0.49,0.46,0.44,0.44,0.45,0.44,0.42,0.45,0.43,0.45,0.38,0.4,0.4,0.37,0.41,0.38,0.39,0.38,0.36,0.33,0.34,0.32,0.32,0.34,0.33,0.32,0.34,0.29,0.28,0.42,0.29,0.27,0.27,0.25,0.27,0.25,0.21,0.25,0.26,0.24,0.23,0.24,0.21,0.24,0.23,0.23,0.22,0.0,0.22,0.19,0.19,0.19,0.21,0.19,0.19,0.18,0.19,0.2,0.18,0.18,0.16,0.17,0.15,0.17,0.14,0.15,0.14,0.16,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.13,0.0,0.13,0.13,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.09,0.1,0.11,0.1,0.11,0.11,0.09,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.08,0.1,0.1,0.08,0.08,0.09,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.0,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.0,0.07,0.0,0.07,0.07,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.58
08/05/2021,4.35,3.91,3.12,2.96,2.67,2.0,2.03,1.92,1.73,1.77,1.97,1.75,1.43,1.4,1.37,1.33,1.18,1.13,1.12,1.04,1.01,0.92,0.91,0.95,0.86,0.81,0.79,0.78,0.74,0.74,0.7,0.66,0.66,0.62,0.65,0.57,0.59,0.59,0.58,0.61,0.57,0.56,0.5,0.52,0.44,0.53,0.51,0.49,0.46,0.44,0.44,0.45,0.44,0.42,0.45,0.43,0.45,0.38,0.4,0.4,0.37,0.41,0.38,0.39,0.38,0.36,0.33,0.34,0.32,0.32,0.34,0.33,0.32,0.34,0.29,0.28,0.42,0.29,0.27,0.27,0.25,0.27,0.25,0.21,0.25,0.26,0.24,0.23,0.24,0.21,0.24,0.23,0.23,0.22,0.0,0.22,0.19,0.19,0.19,0.21,0.19,0.19,0.18,0.19,0.2,0.18,0.18,0.16,0.17,0.15,0.17,0.14,0.15,0.14,0.16,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.13,0.13,0.13,0.0,0.13,0.13,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.09,0.1,0.11,0.1,0.11,0.11,0.09,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.08,0.1,0.1,0.08,0.08,0.09,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.0,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.0,0.07,0.0,0.07,0.07,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.58
08/06/2021,4.32,3.88,3.1,2.96,2.69,1.93,2.05,2.05,1.67,1.82,2.01,1.79,1.39,1.41,1.37,1.35,1.16,1.15,1.16,1.03,1.01,0.92,0.91,0.96,0.88,0.81,0.79,0.77,0.74,0.73,0.69,0.64,0.66,0.62,0.65,0.58,0.59,0.56,0.58,0.62,0.57,0.56,0.53,0.5,0.44,0.53,0.51,0.5,0.47,0.45,0.44,0.45,0.44,0.42,0.4,0.42,0.45,0.38,0.41,0.4,0.36,0.41,0.38,0.38,0.38,0.36,0.31,0.31,0.32,0.32,0.35,0.33,0.31,0.35,0.27,0.26,0.47,0.29,0.27,0.27,0.25,0.27,0.27,0.21,0.25,0.26,0.24,0.23,0.24,0.21,0.25,0.22,0.23,0.22,0.0,0.22,0.19,0.2,0.19,0.21,0.18,0.18,0.19,0.19,0.2,0.17,0.26,0.16,0.17,0.15,0.17,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.13,0.13,0.14,0.14,0.14,0.13,0.13,0.0,0.14,0.13,0.13,0.15,0.13,0.11,0.11,0.11,0.11,0.13,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.09,0.11,0.11,0.11,0.11,0.11,0.09,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.08,0.1,0.09,0.08,0.08,0.09,0.09,0.09,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.0,0.08,0.08,0.07,0.08,0.08,0.0,0.07,0.07,0.08,0.07,0.08,0.07,0.0,0.07,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.79
08/09/2021,4.38,3.88,3.0,3.0,2.71,1.88,2.06,2.03,1.68,1.82,1.99,1.85,1.39,1.42,1.35,1.34,1.16,1.15,1.21,1.03,0.98,0.89,0.91,0.97,0.86,0.82,0.69,0.66,0.74,0.73,0.69,0.62,0.67,0.63,0.62,0.58,0.58,0.56,0.57,0.64,0.58,0.54,0.53,0.51,0.42,0.54,0.51,0.48,0.46,0.45,0.44,0.44,0.43,0.42,0.4,0.44,0.46,0.37,0.41,0.41,0.36,0.39,0.38,0.39,0.38,0.36,0.32,0.31,0.32,0.33,0.36,0.33,0.31,0.36,0.27,0.26,0.5,0.29,0.27,0.27,0.26,0.27,0.28,0.2,0.25,0.26,0.24,0.23,0.25,0.21,0.24,0.22,0.23,0.22,0.0,0.21,0.19,0.21,0.2,0.22,0.16,0.18,0.19,0.18,0.2,0.17,0.0,0.16,0.17,0.14,0.17,0.14,0.15,0.14,0.15,0.15,0.14,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.12,0.13,0.14,0.13,0.14,0.13,0.13,0.0,0.14,0.12,0.13,0.17,0.13,0.11,0.11,0.11,0.11,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.09,0.11,0.11,0.1,0.11,0.11,0.09,0.1,0.09,0.09,0.11,0.1,0.1,0.09,0.09,0.1,0.09,0.08,0.08,0.1,0.09,0.09,0.07,0.08,0.09,0.08,0.07,0.08,0.07,0.08,0.08,0.0,0.08,0.09,0.07,0.08,0.08,0.0,0.07,0.07,0.08,0.07,0.09,0.08,0.0,0.07,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.14,0.0,0.27,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.62
08/10/2021,4.34,3.85,3.23,2.99,2.68,1.92,2.04,2.02,1.7,1.8,1.98,1.82,1.37,1.42,1.35,1.33,1.15,1.16,1.2,1.04,0.98,0.87,0.91,0.96,0.87,0.82,0.7,0.66,0.76,0.72,0.69,0.63,0.69,0.63,0.62,0.58,0.59,0.55,0.56,0.63,0.58,0.53,0.54,0.51,0.42,0.56,0.5,0.48,0.46,0.45,0.45,0.45,0.43,0.42,0.4,0.44,0.46,0.37,0.41,0.41,0.36,0.39,0.38,0.39,0.38,0.36,0.32,0.31,0.32,0.34,0.36,0.34,0.31,0.35,0.26,0.27,0.5,0.29,0.28,0.26,0.26,0.27,0.27,0.2,0.25,0.26,0.24,0.23,0.24,0.21,0.24,0.22,0.23,0.22,0.0,0.21,0.19,0.21,0.2,0.21,0.16,0.18,0.19,0.17,0.2,0.18,0.0,0.17,0.17,0.14,0.17,0.14,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.14,0.15,0.15,0.14,0.12,0.14,0.14,0.13,0.14,0.13,0.13,0.0,0.14,0.13,0.14,0.17,0.13,0.1,0.11,0.11,0.1,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.09,0.11,0.11,0.1,0.11,0.11,0.09,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.0,0.08,0.09,0.07,0.09,0.08,0.0,0.07,0.08,0.08,0.07,0.09,0.08,0.0,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.14,0.0,0.26,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,86.78000000000002
08/11/2021,4.34,3.85,3.23,2.99,2.68,1.92,2.04,2.02,1.7,1.8,1.98,1.82,1.37,1.42,1.35,1.33,1.15,1.16,1.2,1.04,0.98,0.87,0.91,0.96,0.87,0.82,0.7,0.66,0.76,0.72,0.69,0.63,0.69,0.63,0.62,0.58,0.59,0.55,0.56,0.63,0.58,0.53,0.54,0.51,0.42,0.56,0.5,0.48,0.46,0.45,0.45,0.45,0.43,0.42,0.4,0.44,0.46,0.37,0.41,0.41,0.36,0.39,0.38,0.39,0.38,0.36,0.32,0.31,0.32,0.34,0.36,0.34,0.31,0.35,0.26,0.27,0.5,0.29,0.28,0.26,0.26,0.27,0.27,0.2,0.25,0.26,0.24,0.23,0.24,0.21,0.24,0.22,0.23,0.22,0.0,0.21,0.19,0.21,0.2,0.21,0.16,0.18,0.19,0.17,0.2,0.18,0.0,0.17,0.17,0.14,0.17,0.14,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.16,0.14,0.15,0.15,0.14,0.12,0.14,0.14,0.13,0.14,0.13,0.13,0.0,0.14,0.13,0.14,0.17,0.13,0.1,0.11,0.11,0.1,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.09,0.11,0.11,0.1,0.11,0.11,0.09,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.07,0.08,0.08,0.08,0.08,0.0,0.08,0.09,0.07,0.09,0.08,0.0,0.07,0.08,0.08,0.07,0.09,0.08,0.0,0.08,0.08,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.0,0.14,0.0,0.26,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,86.78000000000002
