,MSFT,JPM,JNJ,V,WMT,UNH,HD,PG,CMCSA,XOM,ORCL,VZ,KO,PFE,ABT,T,PEP,NKE,CVX,MRK,ACN,AVGO,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,BMY,UNP,NEE,LOW,SBUX,BLK,RTX,IBM,TGT,CAT,MMM,LMT,SPGI,SYK,MO,ADP,USB,PNC,DUK,CME,CSX,ATVI,TFC,SHW,MMC,BDX,CB,ITW,CL,MCO,SO,APD,ADI,WM,ECL,ETN,NOC,EMR,EPD,GD,ROP,KLAC,TROW,KMB,LHX,TEL,TT,BK,DLR,AEP,WBA,SRE,CTAS,PPG,MCHP,PRU,ALL,PAYX,SYY,TRV,HPQ,IFF,AFL,XEL,DFS,RSG,CMI,GLW,ADM,SWK,ROK,VFC,VLO,FAST,MCK,AWK,AJG,AMP,WEC,STT,KR,ES,NUE,BBY,ARE,WST,FITB,HRL,HSY,O,OKE,ED,ABC,IP,GWW,BF.B,EXR,CLX,MKC,EIX,DTE,DOV,PPL,K,TSCO,EXPD,CHD,HBAN,ESS,MAA,ALB,KEY,BR,CINF,POOL,GPC,STE,RJF,MKTX,CMS,JBHT,AVY,CE,PFG,IEX,CAH,BIP,BEN,EMN,BRO,UDR,EVRG,LNT,SJM,ELS,WHR,WPC,WRB,HAS,LII,GGG,FDS,PKG,ATO,NDSN,CBOE,CHRW,IRM,JKHY,WSM,SNA,TTC,LNC,WTRG,RPM,WLK,AGPXX,MMP,MORN,LAD,AFG,SMG,HUBB,CSL,RHI,GL,UGI,CMA,CUBE,RS,AOS,AIZ,SCI,HRC,FRT,CHDN,ERIE,RRX,PEP.,CHV.,4I1.,DUT.,A4S.,AWC.,ALS.,PG4.,FRTEUR,FISI,FLIC,ORI,SEIC,CBSH,MA,CSCO,INTU,AMGN,GS,ANTM,AON,HUM,APH,MSI,LYB,PEG,TSN,DGX,XYL,FNF,NI,SUM
09/07/2021,4.64,3.1,2.96,2.45,2.7,2.56,2.26,2.27,1.82,1.49,1.67,1.48,1.57,1.69,1.47,1.27,1.4,1.34,1.21,1.26,1.41,1.31,1.13,1.32,1.15,1.17,1.05,1.07,0.92,1.02,0.94,0.92,1.08,0.94,0.89,0.92,0.82,0.8,0.78,0.74,0.73,0.63,0.7,0.67,0.61,0.57,0.54,0.52,0.52,0.45,0.47,0.4,0.49,0.52,0.52,0.48,0.53,0.46,0.42,0.46,0.45,0.38,0.38,0.42,0.41,0.43,0.38,0.41,0.32,0.37,0.33,0.34,0.32,0.3,0.3,0.32,0.31,0.3,0.3,0.29,0.28,0.26,0.27,0.24,0.28,0.27,0.26,0.26,0.25,0.26,0.24,0.24,0.24,0.24,0.24,0.26,0.22,0.22,0.22,0.2,0.24,0.19,0.17,0.21,0.21,0.22,0.19,0.2,0.19,0.21,0.23,0.2,0.22,0.18,0.2,0.22,0.17,0.15,0.17,0.17,0.15,0.17,0.17,0.15,0.14,0.14,0.17,0.14,0.14,0.14,0.15,0.16,0.15,0.14,0.15,0.13,0.13,0.14,0.14,0.14,0.18,0.13,0.13,0.13,0.13,0.11,0.14,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.08,0.06,0.08,0.0,0.07,0.07,0.08,0.0,0.0,0.07,0.07,0.0,0.06,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.24
09/08/2021,4.64,3.1,2.96,2.45,2.7,2.56,2.26,2.27,1.82,1.49,1.67,1.48,1.57,1.69,1.47,1.27,1.4,1.34,1.21,1.26,1.41,1.31,1.13,1.32,1.15,1.17,1.05,1.07,0.92,1.02,0.94,0.92,1.08,0.94,0.89,0.92,0.82,0.8,0.78,0.74,0.73,0.63,0.7,0.67,0.61,0.57,0.54,0.52,0.52,0.45,0.47,0.4,0.49,0.52,0.52,0.48,0.53,0.46,0.42,0.46,0.45,0.38,0.38,0.42,0.41,0.43,0.38,0.41,0.32,0.37,0.33,0.34,0.32,0.3,0.3,0.32,0.31,0.3,0.3,0.29,0.28,0.26,0.27,0.24,0.28,0.27,0.26,0.26,0.25,0.26,0.24,0.24,0.24,0.24,0.24,0.26,0.22,0.22,0.22,0.2,0.24,0.19,0.17,0.21,0.21,0.22,0.19,0.2,0.19,0.21,0.23,0.2,0.22,0.18,0.2,0.22,0.17,0.15,0.17,0.17,0.15,0.17,0.17,0.15,0.14,0.14,0.17,0.14,0.14,0.14,0.15,0.16,0.15,0.14,0.15,0.13,0.13,0.14,0.14,0.14,0.18,0.13,0.13,0.13,0.13,0.11,0.14,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.08,0.06,0.08,0.0,0.07,0.07,0.08,0.0,0.0,0.07,0.07,0.0,0.06,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.24
09/09/2021,4.64,3.1,2.96,2.45,2.7,2.56,2.26,2.27,1.82,1.49,1.67,1.48,1.57,1.69,1.47,1.27,1.4,1.34,1.21,1.26,1.41,1.31,1.13,1.32,1.15,1.17,1.05,1.07,0.91,1.02,0.94,0.92,1.08,0.94,0.89,0.92,0.82,0.8,0.78,0.74,0.73,0.63,0.7,0.67,0.6,0.57,0.54,0.52,0.52,0.45,0.47,0.4,0.49,0.52,0.52,0.48,0.53,0.46,0.42,0.46,0.45,0.38,0.38,0.42,0.41,0.43,0.38,0.41,0.32,0.37,0.33,0.34,0.32,0.3,0.3,0.32,0.31,0.3,0.3,0.29,0.28,0.26,0.27,0.24,0.28,0.26,0.26,0.26,0.25,0.26,0.24,0.24,0.24,0.24,0.24,0.26,0.22,0.22,0.22,0.2,0.24,0.19,0.17,0.21,0.21,0.22,0.19,0.2,0.19,0.21,0.23,0.2,0.22,0.18,0.2,0.22,0.17,0.15,0.17,0.17,0.15,0.17,0.16,0.15,0.14,0.14,0.17,0.14,0.14,0.14,0.15,0.16,0.15,0.14,0.15,0.13,0.13,0.14,0.14,0.14,0.18,0.12,0.13,0.13,0.13,0.11,0.14,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.08,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.08,0.06,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.06,0.07,0.0,0.06,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.14
09/10/2021,4.67,3.12,2.94,2.48,2.69,2.58,2.27,2.28,1.79,1.5,1.66,1.47,1.56,1.7,1.48,1.27,1.39,1.35,1.22,1.25,1.41,1.32,1.14,1.32,1.15,1.18,1.05,1.08,0.92,1.01,0.95,0.92,1.08,0.94,0.89,0.91,0.82,0.8,0.78,0.74,0.7,0.63,0.7,0.68,0.61,0.56,0.54,0.53,0.51,0.45,0.46,0.39,0.49,0.52,0.52,0.49,0.53,0.45,0.42,0.46,0.45,0.38,0.39,0.42,0.42,0.42,0.37,0.4,0.32,0.37,0.33,0.34,0.32,0.31,0.31,0.32,0.3,0.3,0.3,0.29,0.29,0.26,0.27,0.23,0.28,0.27,0.26,0.26,0.26,0.26,0.23,0.24,0.24,0.24,0.24,0.26,0.22,0.22,0.22,0.19,0.24,0.18,0.17,0.2,0.21,0.22,0.19,0.2,0.19,0.2,0.23,0.2,0.22,0.18,0.2,0.22,0.18,0.15,0.17,0.17,0.15,0.17,0.17,0.15,0.14,0.14,0.17,0.14,0.14,0.14,0.15,0.16,0.15,0.14,0.15,0.13,0.13,0.15,0.14,0.14,0.18,0.13,0.13,0.12,0.13,0.11,0.14,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.12,0.07,0.08,0.06,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.07,0.07,0.0,0.06,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.25
09/13/2021,4.64,3.13,2.88,2.5,2.68,2.54,2.3,2.29,1.78,1.49,1.68,1.47,1.57,1.68,1.48,1.28,1.4,1.36,1.21,1.22,1.41,1.31,1.13,1.34,1.16,1.17,1.04,1.04,0.89,1.01,0.93,0.91,1.1,0.94,0.91,0.91,0.83,0.8,0.79,0.74,0.7,0.63,0.71,0.68,0.61,0.56,0.54,0.53,0.52,0.45,0.46,0.39,0.49,0.51,0.53,0.49,0.53,0.45,0.42,0.46,0.46,0.38,0.4,0.42,0.42,0.42,0.37,0.39,0.31,0.37,0.33,0.35,0.32,0.3,0.31,0.31,0.3,0.3,0.29,0.29,0.28,0.26,0.27,0.24,0.28,0.27,0.26,0.26,0.26,0.26,0.23,0.24,0.24,0.24,0.24,0.26,0.22,0.21,0.22,0.2,0.24,0.18,0.17,0.2,0.21,0.22,0.19,0.2,0.2,0.2,0.23,0.2,0.22,0.18,0.19,0.22,0.18,0.15,0.17,0.17,0.15,0.17,0.16,0.15,0.14,0.14,0.16,0.14,0.14,0.14,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.14,0.14,0.18,0.13,0.13,0.12,0.13,0.11,0.14,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.07,0.08,0.08,0.07,0.07,0.15,0.07,0.08,0.06,0.07,0.0,0.07,0.07,0.08,0.06,0.0,0.07,0.07,0.0,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.12000000000002
09/14/2021,4.63,3.11,2.87,2.49,2.68,2.49,2.31,2.31,1.78,1.49,1.69,1.47,1.57,1.67,1.5,1.27,1.41,1.36,1.21,1.22,1.42,1.33,1.15,1.35,1.17,1.16,1.05,1.06,0.91,1.01,0.92,0.9,1.09,0.95,0.92,0.91,0.82,0.8,0.79,0.74,0.7,0.63,0.71,0.67,0.61,0.56,0.54,0.53,0.52,0.44,0.46,0.4,0.48,0.52,0.53,0.49,0.53,0.45,0.43,0.47,0.46,0.39,0.41,0.43,0.42,0.42,0.37,0.39,0.32,0.37,0.33,0.35,0.32,0.3,0.31,0.31,0.3,0.3,0.29,0.29,0.28,0.26,0.28,0.24,0.28,0.27,0.26,0.26,0.26,0.26,0.23,0.24,0.24,0.24,0.24,0.26,0.22,0.22,0.22,0.2,0.24,0.18,0.17,0.2,0.21,0.22,0.19,0.2,0.2,0.2,0.21,0.2,0.22,0.18,0.19,0.22,0.18,0.15,0.17,0.17,0.15,0.17,0.16,0.15,0.14,0.14,0.16,0.14,0.14,0.14,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.14,0.14,0.18,0.13,0.13,0.12,0.13,0.11,0.14,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.21,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.08,0.06,0.0,0.07,0.07,0.0,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3
09/15/2021,4.63,3.11,2.87,2.48,2.68,2.49,2.31,2.3,1.78,1.49,1.69,1.47,1.57,1.67,1.5,1.27,1.4,1.36,1.21,1.22,1.42,1.33,1.15,1.35,1.17,1.16,1.05,1.06,0.91,1.01,0.92,0.9,1.09,0.95,0.92,0.91,0.82,0.8,0.79,0.74,0.7,0.63,0.71,0.67,0.61,0.56,0.54,0.53,0.52,0.44,0.46,0.4,0.48,0.52,0.53,0.49,0.53,0.45,0.42,0.47,0.46,0.39,0.41,0.42,0.42,0.42,0.37,0.39,0.31,0.37,0.33,0.35,0.32,0.3,0.31,0.31,0.3,0.3,0.29,0.29,0.28,0.26,0.28,0.24,0.28,0.27,0.26,0.26,0.26,0.26,0.23,0.24,0.24,0.24,0.24,0.26,0.22,0.22,0.22,0.2,0.24,0.18,0.17,0.2,0.21,0.22,0.19,0.2,0.2,0.2,0.21,0.2,0.22,0.18,0.19,0.22,0.18,0.15,0.17,0.17,0.15,0.17,0.16,0.15,0.14,0.14,0.16,0.14,0.14,0.14,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.14,0.14,0.18,0.13,0.13,0.12,0.13,0.11,0.14,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.21,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.08,0.06,0.0,0.07,0.07,0.0,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.23
09/16/2021,4.64,3.15,2.84,2.48,2.66,2.55,2.33,2.32,1.79,1.53,1.67,1.48,1.58,1.63,1.47,1.28,1.4,1.33,1.23,1.21,1.41,1.33,1.17,1.33,1.18,1.15,1.06,1.05,0.91,1.02,0.92,0.9,1.08,0.95,0.92,0.91,0.83,0.81,0.79,0.74,0.7,0.63,0.7,0.66,0.6,0.55,0.55,0.54,0.51,0.44,0.46,0.4,0.49,0.52,0.53,0.49,0.54,0.45,0.43,0.46,0.46,0.39,0.41,0.43,0.42,0.41,0.37,0.39,0.32,0.37,0.32,0.35,0.32,0.3,0.3,0.31,0.29,0.3,0.28,0.29,0.28,0.26,0.28,0.24,0.29,0.27,0.26,0.26,0.26,0.26,0.23,0.24,0.24,0.24,0.24,0.26,0.22,0.22,0.22,0.2,0.24,0.18,0.18,0.2,0.21,0.22,0.19,0.2,0.19,0.2,0.21,0.2,0.21,0.18,0.19,0.21,0.18,0.15,0.17,0.17,0.16,0.17,0.17,0.15,0.14,0.14,0.16,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.14,0.14,0.17,0.13,0.13,0.12,0.13,0.11,0.14,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.07,0.08,0.08,0.07,0.07,0.22,0.07,0.08,0.06,0.07,0.0,0.07,0.07,0.08,0.06,0.0,0.07,0.07,0.0,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.26999999999998
09/17/2021,4.73,3.12,2.85,2.48,2.67,2.56,2.33,2.34,1.68,1.52,1.64,1.48,1.58,1.65,1.49,1.28,1.41,1.33,1.22,1.2,1.43,1.35,1.19,1.34,1.19,1.16,1.05,1.05,0.91,1.01,0.91,0.89,1.09,0.95,0.92,0.9,0.83,0.8,0.79,0.73,0.7,0.63,0.71,0.68,0.59,0.56,0.55,0.52,0.51,0.45,0.45,0.4,0.48,0.52,0.53,0.5,0.53,0.45,0.43,0.47,0.46,0.39,0.42,0.43,0.42,0.41,0.37,0.38,0.32,0.36,0.32,0.36,0.32,0.31,0.31,0.31,0.29,0.29,0.29,0.29,0.27,0.27,0.27,0.23,0.29,0.27,0.26,0.26,0.25,0.26,0.23,0.24,0.24,0.23,0.24,0.26,0.22,0.21,0.22,0.19,0.24,0.18,0.17,0.2,0.21,0.22,0.2,0.2,0.19,0.2,0.21,0.2,0.21,0.18,0.19,0.22,0.18,0.15,0.17,0.17,0.16,0.17,0.17,0.15,0.14,0.14,0.16,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.16,0.14,0.14,0.15,0.14,0.14,0.18,0.13,0.13,0.12,0.13,0.11,0.14,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.08,0.1,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.07,0.08,0.08,0.07,0.07,0.22,0.07,0.08,0.06,0.07,0.0,0.07,0.07,0.08,0.06,0.0,0.07,0.07,0.0,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.29
09/20/2021,4.79,3.13,2.85,2.48,2.67,2.57,2.34,2.31,1.72,1.55,1.65,1.48,1.56,1.63,1.48,1.29,1.41,1.32,1.23,1.19,1.43,1.36,1.19,1.34,1.19,1.16,1.02,1.05,0.91,1.0,0.9,0.89,1.08,0.97,0.89,0.89,0.84,0.8,0.8,0.73,0.7,0.62,0.71,0.68,0.59,0.55,0.56,0.53,0.51,0.44,0.46,0.4,0.49,0.52,0.53,0.5,0.53,0.45,0.42,0.47,0.45,0.38,0.42,0.42,0.42,0.41,0.37,0.39,0.32,0.36,0.33,0.37,0.32,0.3,0.3,0.31,0.29,0.29,0.29,0.28,0.28,0.27,0.28,0.23,0.29,0.27,0.26,0.26,0.26,0.26,0.23,0.23,0.24,0.23,0.25,0.26,0.22,0.22,0.23,0.2,0.24,0.18,0.18,0.2,0.22,0.22,0.2,0.21,0.19,0.2,0.2,0.19,0.21,0.18,0.19,0.22,0.19,0.15,0.17,0.17,0.16,0.17,0.17,0.15,0.14,0.14,0.16,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.16,0.14,0.13,0.15,0.14,0.14,0.18,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.09,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.07,0.08,0.08,0.07,0.07,0.23,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.08,0.06,0.0,0.07,0.07,0.0,0.0,0.06,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.37
09/21/2021,4.06,3.13,2.88,2.49,2.7,2.63,2.36,2.33,1.74,1.55,1.6,1.49,1.56,1.64,1.49,1.31,1.42,1.33,1.24,1.21,1.41,1.38,1.21,1.35,1.2,1.16,1.0,1.06,0.92,1.0,0.91,0.87,1.07,0.96,0.89,0.89,0.84,0.81,0.8,0.73,0.7,0.63,0.72,0.69,0.6,0.56,0.56,0.53,0.51,0.45,0.45,0.41,0.49,0.51,0.53,0.5,0.53,0.45,0.43,0.46,0.45,0.39,0.61,0.43,0.42,0.42,0.37,0.38,0.32,0.36,0.33,0.38,0.32,0.3,0.3,0.31,0.29,0.29,0.3,0.28,0.29,0.28,0.27,0.23,0.29,0.27,0.26,0.26,0.26,0.26,0.22,0.22,0.24,0.23,0.25,0.26,0.22,0.22,0.23,0.2,0.24,0.18,0.18,0.2,0.21,0.22,0.2,0.2,0.19,0.19,0.2,0.19,0.21,0.18,0.2,0.22,0.18,0.15,0.17,0.18,0.16,0.17,0.17,0.15,0.14,0.14,0.16,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.16,0.14,0.14,0.15,0.14,0.15,0.18,0.13,0.13,0.13,0.12,0.12,0.14,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.11,0.09,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.07,0.08,0.08,0.07,0.07,0.25,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.08,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.26999999999998
09/22/2021,4.74,3.15,2.86,2.47,2.69,2.62,2.35,2.33,1.73,1.54,1.64,1.48,1.55,1.62,1.49,1.3,1.41,1.32,1.23,1.2,1.41,1.36,1.2,1.34,1.2,1.16,1.0,1.05,0.9,1.0,0.91,0.89,1.06,0.98,0.88,0.88,0.84,0.8,0.81,0.72,0.7,0.62,0.71,0.68,0.59,0.56,0.56,0.53,0.5,0.45,0.45,0.41,0.49,0.51,0.52,0.5,0.53,0.45,0.42,0.46,0.45,0.38,0.42,0.42,0.41,0.41,0.37,0.38,0.32,0.36,0.32,0.37,0.32,0.3,0.3,0.31,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.23,0.29,0.27,0.26,0.26,0.26,0.26,0.23,0.22,0.24,0.23,0.25,0.26,0.22,0.22,0.23,0.2,0.24,0.18,0.18,0.2,0.22,0.21,0.2,0.21,0.19,0.19,0.2,0.19,0.21,0.18,0.19,0.22,0.19,0.15,0.17,0.17,0.16,0.16,0.17,0.15,0.14,0.14,0.16,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.16,0.14,0.13,0.15,0.14,0.14,0.17,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.1,0.09,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.07,0.08,0.08,0.07,0.07,0.24,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.08,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.29
09/23/2021,4.04,3.08,2.9,2.5,2.69,2.62,2.35,2.34,1.74,1.53,1.62,1.51,1.57,1.67,1.49,1.31,1.43,1.33,1.23,1.23,1.42,1.37,1.2,1.34,1.2,1.17,1.01,1.06,0.93,1.0,0.91,0.87,1.08,0.96,0.89,0.88,0.85,0.81,0.8,0.7,0.7,0.63,0.72,0.68,0.6,0.57,0.56,0.53,0.52,0.46,0.45,0.4,0.48,0.52,0.53,0.5,0.53,0.46,0.43,0.46,0.46,0.39,0.61,0.43,0.42,0.42,0.38,0.38,0.32,0.36,0.33,0.37,0.31,0.31,0.3,0.31,0.29,0.29,0.3,0.28,0.28,0.28,0.27,0.23,0.29,0.26,0.26,0.26,0.26,0.26,0.22,0.23,0.24,0.23,0.24,0.27,0.21,0.22,0.23,0.2,0.24,0.18,0.17,0.21,0.21,0.22,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.18,0.2,0.22,0.18,0.15,0.17,0.18,0.16,0.17,0.17,0.15,0.14,0.15,0.16,0.14,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.15,0.17,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.09,0.11,0.11,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.09,0.08,0.07,0.08,0.08,0.07,0.07,0.25,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.08,0.0,0.0,0.07,0.07,0.0,0.0,0.06,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.25
