,BBCA.JK,BBRI.JK,TLKM.JK,BMRI.JK,ASII.JK,CPIN.JK,UNVR.JK,BBNI.JK,KLBF.JK,TBIG.JK,INDF.JK,SMGR.JK,BRPT.JK,TOWR.JK,MDKA.JK,ANTM.JK,INKP.JK,GGRM.JK,ICBP.JK,ADRO.JK,INTP.JK,PGAS.JK,ACES.JK,SCMA.JK,EXCL.JK,ISAT.JK,CTRA.JK,SMRA.JK,TKIM.JK,PWON.JK,PTBA.JK,BSDE.JK,JPFA.JK,ITMG.JK,JSMR.JK,ERAA.JK,AKRA.JK,BBTN.JK,MAPI.JK,LINK.JK,IDR,MEDC.JK,SIDO.JK,BTPS.JK,APIC.JK,MNCN.JK,LPKR.JK,WSKT.JK,BJBR.JK,LSIP.JK,SMSM.JK,BOGA.JK,BJTM.JK,PNLF.JK,WIKA.JK,PTPP.JK,DMAS.JK,WSBP.JK,FREN.JK,UNTR.JK,IPTV.JK,TINS.JK,CARE.JK,TCPI.JK,TAMU.JK,AALI.JK,XTSLA,HBCFT,TARA.JK,BLTA.JK,SUGI.JK,POOL.JK,MYRX.JK,RIMO.JK,IIKP.JK,TRAM.JK,SIAP,INVS,MESU1,BBRI/R.JK,MESZ1,USD,SUM
07/27/2021,20.42,12.76,9.39,4.67,4.17,3.13,2.51,2.55,1.95,1.78,1.95,1.81,1.57,1.52,1.42,1.55,1.49,1.21,1.44,1.41,1.12,0.87,0.77,0.8,0.76,0.73,0.74,0.72,0.66,0.65,0.67,0.63,0.63,0.68,0.7,0.51,0.57,0.54,0.5,0.49,0.22,0.42,0.48,0.44,0.44,0.43,0.37,0.44,0.4,0.38,0.36,0.36,0.33,0.32,0.35,0.3,0.26,0.21,0.17,0.13,0.11,0.13,0.11,0.12,0.09,0.08,0.04,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/29/2021,20.3,12.77,9.36,4.57,4.07,3.11,2.39,2.55,1.97,1.84,1.98,1.77,1.55,1.89,1.43,1.61,1.42,1.21,1.45,1.38,1.11,0.87,0.77,0.86,0.75,0.74,0.73,0.68,0.65,0.66,0.68,0.63,0.61,0.67,0.75,0.52,0.6,0.54,0.51,0.52,0.23,0.4,0.49,0.44,0.46,0.42,0.37,0.44,0.39,0.4,0.36,0.37,0.34,0.32,0.32,0.3,0.26,0.2,0.18,0.13,0.11,0.13,0.12,0.12,0.09,0.08,0.04,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
07/30/2021,20.36,12.71,9.63,4.6,4.08,3.1,2.3,2.55,1.97,1.81,2.01,1.74,1.69,1.81,1.42,1.56,1.45,1.19,1.42,1.38,1.09,0.86,0.76,0.83,0.76,0.72,0.69,0.67,0.64,0.65,0.68,0.62,0.6,0.67,0.72,0.54,0.61,0.54,0.52,0.51,0.23,0.4,0.5,0.41,0.46,0.42,0.36,0.45,0.39,0.4,0.36,0.37,0.34,0.32,0.32,0.3,0.26,0.2,0.18,0.13,0.11,0.13,0.12,0.12,0.09,0.09,0.04,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/03/2021,20.54,12.59,9.68,4.57,4.1,3.08,2.19,2.46,1.88,1.91,1.89,1.63,1.9,1.77,1.51,1.57,1.33,1.14,1.38,1.47,0.98,0.83,0.78,0.92,0.85,0.73,0.69,0.68,0.59,0.61,0.69,0.62,0.59,0.72,0.74,0.59,0.63,0.53,0.5,0.56,0.21,0.39,0.53,0.41,0.47,0.41,0.38,0.41,0.39,0.41,0.37,0.38,0.34,0.31,0.31,0.29,0.27,0.2,0.23,0.13,0.11,0.14,0.13,0.12,0.09,0.08,0.05,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/04/2021,20.54,12.59,9.68,4.57,4.1,3.08,2.19,2.46,1.88,1.91,1.89,1.63,1.9,1.77,1.51,1.57,1.33,1.14,1.38,1.47,0.98,0.83,0.78,0.92,0.85,0.73,0.69,0.68,0.59,0.61,0.69,0.62,0.59,0.72,0.74,0.59,0.63,0.53,0.5,0.56,0.21,0.39,0.53,0.41,0.47,0.41,0.38,0.41,0.39,0.41,0.37,0.38,0.34,0.31,0.31,0.29,0.27,0.2,0.23,0.13,0.11,0.14,0.13,0.12,0.09,0.08,0.05,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/05/2021,20.54,12.59,9.68,4.57,4.1,3.08,2.19,2.46,1.88,1.91,1.89,1.63,1.9,1.77,1.51,1.57,1.33,1.14,1.38,1.47,0.98,0.83,0.78,0.92,0.85,0.73,0.69,0.68,0.59,0.61,0.69,0.62,0.59,0.72,0.74,0.59,0.63,0.53,0.5,0.56,0.21,0.39,0.53,0.41,0.47,0.41,0.38,0.41,0.39,0.41,0.37,0.38,0.34,0.31,0.31,0.29,0.27,0.2,0.23,0.13,0.11,0.14,0.13,0.12,0.09,0.08,0.05,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/06/2021,20.73,12.48,9.76,4.54,4.21,3.11,2.22,2.49,1.92,1.85,1.87,1.72,1.98,1.66,1.46,1.51,1.31,1.12,1.37,1.46,1.08,0.84,0.77,0.86,0.82,0.72,0.68,0.69,0.59,0.65,0.68,0.62,0.59,0.71,0.72,0.58,0.61,0.52,0.53,0.53,0.21,0.37,0.52,0.38,0.47,0.42,0.36,0.41,0.38,0.39,0.36,0.37,0.33,0.31,0.31,0.3,0.26,0.2,0.24,0.13,0.11,0.13,0.12,0.12,0.09,0.08,0.05,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/10/2021,20.63,12.98,9.66,4.66,4.18,3.04,2.23,2.56,1.85,1.81,1.88,1.74,2.14,1.57,1.34,1.41,1.33,1.11,1.37,1.38,1.1,0.85,0.77,0.81,0.8,0.74,0.66,0.67,0.58,0.64,0.67,0.6,0.61,0.67,0.69,0.56,0.59,0.55,0.55,0.51,0.26,0.38,0.51,0.44,0.46,0.42,0.36,0.4,0.4,0.38,0.36,0.37,0.34,0.32,0.3,0.29,0.26,0.21,0.23,0.12,0.11,0.12,0.12,0.11,0.09,0.08,0.05,0.02,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/11/2021,20.63,12.98,9.66,4.66,4.18,3.04,2.23,2.56,1.85,1.81,1.88,1.74,2.14,1.57,1.34,1.41,1.33,1.11,1.37,1.38,1.1,0.85,0.77,0.81,0.8,0.74,0.66,0.67,0.58,0.64,0.67,0.6,0.61,0.67,0.69,0.56,0.59,0.55,0.55,0.51,0.26,0.38,0.51,0.44,0.46,0.42,0.36,0.4,0.4,0.38,0.36,0.37,0.34,0.32,0.3,0.29,0.26,0.21,0.23,0.12,0.11,0.12,0.12,0.11,0.09,0.08,0.05,0.02,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/16/2021,21.05,12.56,9.72,4.61,4.17,2.99,2.12,2.53,1.87,1.73,1.87,1.8,2.06,1.54,1.38,1.45,1.27,1.11,1.33,1.51,1.14,0.84,0.86,0.76,0.8,0.76,0.64,0.67,0.57,0.69,0.72,0.58,0.59,0.72,0.72,0.57,0.6,0.54,0.55,0.51,0.26,0.38,0.51,0.42,0.45,0.43,0.34,0.4,0.39,0.41,0.36,0.37,0.34,0.31,0.29,0.3,0.25,0.2,0.22,0.14,0.11,0.12,0.13,0.1,0.09,0.09,0.0,0.02,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/17/2021,21.31,12.69,9.53,4.64,4.22,3.06,2.13,2.53,1.87,1.74,1.87,1.81,2.03,1.53,1.39,1.43,1.26,1.09,1.34,1.47,1.15,0.84,0.83,0.74,0.78,0.78,0.63,0.66,0.56,0.67,0.7,0.58,0.61,0.7,0.71,0.54,0.63,0.54,0.54,0.49,0.26,0.37,0.51,0.41,0.45,0.42,0.34,0.39,0.38,0.4,0.36,0.37,0.34,0.3,0.28,0.29,0.24,0.2,0.2,0.14,0.1,0.12,0.13,0.1,0.09,0.09,0.0,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95999999999998
08/19/2021,21.32,12.87,9.63,4.62,4.26,3.07,2.07,2.55,1.87,1.7,1.9,1.85,1.98,1.53,1.34,1.44,1.21,1.08,1.35,1.45,1.16,0.85,0.86,0.71,0.79,0.75,0.64,0.65,0.53,0.66,0.7,0.57,0.61,0.71,0.69,0.55,0.62,0.54,0.53,0.49,0.27,0.36,0.51,0.41,0.45,0.43,0.33,0.36,0.38,0.4,0.36,0.37,0.34,0.3,0.29,0.29,0.23,0.2,0.19,0.13,0.1,0.12,0.13,0.1,0.09,0.09,0.0,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/20/2021,21.32,12.87,9.63,4.62,4.26,3.07,2.07,2.55,1.87,1.7,1.9,1.85,1.98,1.53,1.34,1.44,1.21,1.08,1.35,1.45,1.16,0.85,0.86,0.71,0.79,0.75,0.64,0.65,0.53,0.66,0.7,0.57,0.61,0.71,0.69,0.55,0.62,0.54,0.53,0.49,0.27,0.36,0.51,0.41,0.45,0.43,0.33,0.36,0.38,0.4,0.36,0.37,0.34,0.3,0.29,0.29,0.23,0.2,0.19,0.13,0.1,0.12,0.13,0.1,0.09,0.09,0.0,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/24/2021,21.78,12.79,9.74,4.53,4.25,3.14,2.02,2.67,1.85,1.82,1.84,1.9,2.03,1.5,1.29,1.36,1.17,1.01,1.33,1.33,1.19,0.81,0.84,0.75,0.82,0.78,0.64,0.67,0.53,0.63,0.63,0.58,0.58,0.65,0.71,0.52,0.61,0.54,0.52,0.49,0.26,0.35,0.5,0.45,0.45,0.41,0.32,0.33,0.38,0.39,0.36,0.37,0.33,0.3,0.27,0.27,0.24,0.19,0.18,0.12,0.11,0.11,0.13,0.1,0.09,0.08,0.0,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/25/2021,21.78,12.79,9.74,4.53,4.25,3.14,2.02,2.67,1.85,1.82,1.84,1.9,2.03,1.5,1.29,1.36,1.17,1.01,1.33,1.33,1.19,0.81,0.84,0.75,0.82,0.78,0.64,0.67,0.53,0.63,0.63,0.58,0.58,0.65,0.71,0.52,0.61,0.54,0.52,0.49,0.26,0.35,0.5,0.45,0.45,0.41,0.32,0.33,0.38,0.39,0.36,0.37,0.33,0.3,0.27,0.27,0.24,0.19,0.18,0.12,0.11,0.11,0.13,0.1,0.09,0.08,0.0,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/30/2021,21.74,12.65,9.67,4.5,4.27,3.19,2.04,2.59,1.93,1.69,1.88,1.79,1.99,1.51,1.33,1.36,1.28,1.07,1.34,1.36,1.18,0.83,0.8,0.74,0.81,0.77,0.65,0.68,0.57,0.65,0.63,0.58,0.63,0.63,0.7,0.5,0.63,0.54,0.54,0.48,0.26,0.37,0.5,0.45,0.47,0.42,0.33,0.35,0.38,0.38,0.36,0.37,0.33,0.31,0.29,0.29,0.24,0.2,0.19,0.13,0.11,0.11,0.13,0.11,0.09,0.09,0.01,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
08/31/2021,21.7,12.62,9.61,4.5,4.25,3.18,2.02,2.64,1.97,1.68,1.93,1.81,2.01,1.52,1.33,1.37,1.28,1.07,1.36,1.33,1.2,0.83,0.79,0.74,0.81,0.76,0.64,0.68,0.56,0.64,0.63,0.59,0.64,0.63,0.69,0.48,0.65,0.55,0.54,0.48,0.26,0.36,0.51,0.43,0.47,0.42,0.34,0.35,0.38,0.38,0.35,0.37,0.33,0.31,0.29,0.29,0.25,0.2,0.19,0.13,0.11,0.11,0.13,0.11,0.09,0.09,0.01,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/01/2021,21.7,12.62,9.61,4.5,4.25,3.18,2.02,2.64,1.97,1.68,1.93,1.81,2.01,1.52,1.33,1.37,1.28,1.07,1.36,1.33,1.2,0.83,0.79,0.74,0.81,0.76,0.64,0.68,0.56,0.64,0.63,0.59,0.64,0.63,0.69,0.48,0.65,0.55,0.54,0.48,0.26,0.36,0.51,0.43,0.47,0.42,0.34,0.35,0.38,0.38,0.35,0.37,0.33,0.31,0.29,0.29,0.25,0.2,0.19,0.13,0.11,0.11,0.13,0.11,0.09,0.09,0.01,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/02/2021,21.39,12.66,9.62,4.51,4.34,3.14,2.02,2.63,1.97,1.72,1.92,1.83,1.95,1.54,1.36,1.36,1.38,1.07,1.38,1.35,1.21,0.83,0.8,0.75,0.8,0.76,0.65,0.7,0.58,0.65,0.62,0.6,0.64,0.64,0.68,0.5,0.64,0.55,0.54,0.47,0.26,0.37,0.5,0.44,0.47,0.43,0.32,0.37,0.37,0.38,0.35,0.37,0.33,0.3,0.3,0.29,0.25,0.2,0.19,0.13,0.11,0.11,0.13,0.11,0.09,0.08,0.01,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
09/03/2021,21.36,12.64,9.64,4.59,4.31,3.05,1.99,2.63,1.9,1.75,1.82,1.86,1.98,1.54,1.42,1.42,1.46,1.08,1.35,1.32,1.19,0.83,0.78,0.74,0.77,0.75,0.66,0.69,0.61,0.66,0.63,0.61,0.64,0.63,0.7,0.51,0.64,0.55,0.56,0.46,0.15,0.36,0.49,0.47,0.46,0.42,0.33,0.37,0.37,0.37,0.37,0.37,0.33,0.31,0.3,0.29,0.25,0.19,0.31,0.09,0.12,0.12,0.14,0.12,0.09,0.07,0.01,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
09/07/2021,21.36,12.55,9.54,4.57,4.37,3.04,2.07,2.64,2.02,1.7,1.91,1.83,1.88,1.58,1.4,1.38,1.47,1.08,1.35,1.4,1.16,0.85,0.77,0.7,0.76,0.74,0.69,0.72,0.61,0.65,0.67,0.62,0.62,0.66,0.7,0.49,0.63,0.55,0.57,0.47,0.1,0.37,0.49,0.49,0.45,0.4,0.33,0.36,0.37,0.37,0.36,0.36,0.33,0.31,0.3,0.29,0.26,0.19,0.29,0.09,0.12,0.12,0.13,0.12,0.09,0.07,0.06,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
09/08/2021,21.36,12.55,9.54,4.57,4.37,3.04,2.07,2.64,2.02,1.7,1.91,1.83,1.88,1.58,1.4,1.38,1.47,1.08,1.35,1.4,1.16,0.85,0.77,0.7,0.76,0.74,0.69,0.72,0.61,0.65,0.67,0.62,0.62,0.66,0.7,0.49,0.63,0.55,0.57,0.47,0.1,0.37,0.49,0.49,0.45,0.4,0.33,0.36,0.37,0.37,0.36,0.36,0.33,0.31,0.3,0.29,0.26,0.19,0.29,0.09,0.12,0.12,0.13,0.12,0.09,0.07,0.06,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04999999999998
09/09/2021,21.24,12.27,9.53,4.62,4.43,2.99,2.07,2.63,2.08,1.73,1.89,1.83,1.86,1.57,1.43,1.4,1.44,1.07,1.36,1.41,1.17,0.87,0.78,0.74,0.76,0.77,0.71,0.75,0.6,0.66,0.68,0.62,0.63,0.66,0.72,0.5,0.63,0.56,0.57,0.47,0.1,0.37,0.48,0.49,0.45,0.42,0.34,0.39,0.38,0.37,0.36,0.36,0.34,0.31,0.34,0.33,0.25,0.21,0.28,0.09,0.12,0.12,0.14,0.12,0.09,0.07,0.06,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.14
09/10/2021,21.25,12.47,9.51,4.66,4.37,2.97,2.07,2.61,2.05,1.68,1.83,1.78,1.84,1.53,1.41,1.38,1.4,1.07,1.34,1.39,1.15,0.86,0.78,0.75,0.76,0.79,0.74,0.76,0.6,0.67,0.67,0.63,0.67,0.66,0.72,0.5,0.63,0.55,0.58,0.46,0.21,0.37,0.48,0.49,0.45,0.41,0.33,0.39,0.39,0.37,0.36,0.36,0.34,0.31,0.33,0.33,0.26,0.2,0.28,0.09,0.11,0.12,0.14,0.12,0.09,0.07,0.06,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/13/2021,20.79,11.58,9.33,4.64,4.36,3.05,1.95,2.55,2.05,1.63,1.79,1.7,1.82,1.54,1.35,1.4,1.42,1.07,1.33,1.38,1.1,0.82,0.76,0.69,0.74,0.76,0.71,0.74,0.61,0.65,0.67,0.61,0.64,0.66,0.69,0.48,0.61,0.53,0.55,0.46,2.57,0.35,0.48,0.48,0.43,0.4,0.33,0.37,0.38,0.36,0.34,0.35,0.32,0.3,0.31,0.31,0.25,0.19,0.25,0.1,0.11,0.11,0.13,0.11,0.09,0.07,0.06,0.01,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,100.06
09/14/2021,20.66,11.75,9.18,4.53,4.34,3.09,1.95,2.58,2.02,1.61,1.78,1.73,1.81,1.52,1.38,1.49,1.42,1.06,1.33,1.37,1.1,0.82,0.75,0.72,0.76,0.76,0.71,0.74,0.6,0.65,0.67,0.61,0.66,0.66,0.69,0.48,0.6,0.54,0.54,0.47,2.57,0.36,0.48,0.49,0.44,0.4,0.34,0.37,0.38,0.36,0.35,0.35,0.32,0.3,0.31,0.31,0.25,0.19,0.26,0.09,0.11,0.12,0.13,0.11,0.09,0.07,0.07,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,100.08
09/15/2021,20.66,11.75,9.18,4.53,4.34,3.09,1.95,2.58,2.02,1.61,1.78,1.73,1.81,1.52,1.38,1.49,1.42,1.06,1.33,1.37,1.1,0.82,0.75,0.72,0.76,0.76,0.71,0.74,0.6,0.65,0.67,0.61,0.66,0.66,0.69,0.48,0.6,0.54,0.54,0.47,2.57,0.36,0.48,0.49,0.44,0.4,0.34,0.37,0.38,0.36,0.35,0.35,0.32,0.3,0.31,0.31,0.25,0.19,0.26,0.09,0.11,0.12,0.13,0.11,0.09,0.07,0.07,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,100.08
