,DE,NTR.TO,ADM,CTVA,6326.T,CNHI.MI,FMC,TTC,LW,MOWI.OL,MOS,BG,DAR,CF,YAR.OL,288.HK,AGCO,SMG,2020.SR,F34.SI,SQM/B.SN,INGR,TATACONSUM.NS,UPL.NS,ICL.TA,BAKKA.OL,2280.SR,SALM.OL,SAFM,CPIN.JK,PIIND.NS,2282.T,CPF-R.BK,CWK.L,002714.SZ,SDF.DE,PHOR.L,LSG.OL,OCI.AS,IOICORP.KL,KLK.KL,600887.SS,LNN,600438.SS,SIMEPLT.KL,1722.TW,QL.KL,COROMANDEL.NS,ELD.AX,CALM,SMTO3.SA,FDP,AUSS.OL,SZU.DE,ILCO.TA,ESCORTS.NS,NUF.AX,E5H.SI,PPC,BAYERCROP.NS,AGRO,KWS.DE,1377.T,CGC.AX,ING.AX,SLCE3.SA,1333.T,1610.HK,300498.SZ,000895.SZ,APPH,VFF.TO,HYFM,600426.SS,4996.T,ASA.OL,1117.HK,CHAMBLFERT.NS,SHV.AX,BALRAMCHIN.NS,3983.HK,000876.SZ,AFN.TO,EB5.SI,JPFA.JK,ENGRO.,OIZ.IR,XTSLA,SUMICHEM.NS,TGR.AX,6010.SR,GSF.OL,AGRO.L,AVD,GENP.KL,RIN.PA,2913.TW,EIDPARRY.NS,ARL.JO,1379.T,ATT.WA,RSI.TO,1215.TW,OCE.JO,002157.SZ,HEKTS.IS,297.HK,UTDPLT.KL,FFC.,6250.T,GNFC.NS,CNH,SCST.ST,GUBRF.IS,600486.SS,003380.KQ,002385.SZ,VITL,6050.SR,AAC.AX,6070.SR,RALLIS.NS,600598.SS,LSIP.JK,JPY,2109.T,KSCL.NS,006040.KS,EFERT.,UD2.SI,TTRAK.IS,NRS.OL,1866.HK,HKD,002299.SZ,1375.T,AALI.JK,025860.KS,KSL-R.BK,4997.T,FFARM.AS,000998.SZ,MFPC.CA,38.HK,8043.T,4025.T,CAD,MTL.,2053.T,GFPT-R.BK,AKBM.OL,TFG-R.BK,AUD,LHI.KL,NOK,MYR,PKR,ILS,SAR,GBP,6863EUR,SEK,MXN,CHF,DKK,EUR,INR,TFG-R3,TRY,BRL,PLN,SGD,ZAR,KRW,IDR,TWD,IIKP.JK,LHI,EFERT,TFG.R,USD,HEKTS.E.IS,GUBRF.E.IS,TTRAK.E.IS,THB,CLP,SQM.B.SN,HUSQ B.ST,SUM
08/05/2021,20.63,6.48,6.39,6.1,4.09,3.27,2.65,2.36,1.87,2.15,2.16,2.08,2.15,1.94,1.76,1.52,1.61,1.42,1.4,1.18,1.24,1.13,1.17,1.03,0.99,0.82,0.75,0.72,0.72,0.6,0.63,0.64,0.58,0.57,0.4,0.53,0.5,0.52,0.44,0.42,0.37,0.36,0.34,0.35,0.26,0.3,0.28,0.28,0.25,0.25,0.21,0.21,0.22,0.21,0.23,0.21,0.2,0.21,0.21,0.2,0.18,0.18,0.17,0.17,0.18,0.16,0.17,0.13,0.14,0.13,0.12,0.13,0.11,0.11,0.12,0.1,0.1,0.13,0.14,0.12,0.1,0.09,0.09,0.11,0.09,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.05,0.07,0.07,0.07,0.07,0.07,0.08,0.0,0.06,0.06,0.06,0.05,0.06,0.05,0.06,0.06,0.06,0.07,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.04,0.01,0.04,0.05,0.05,0.05,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.04,0.02,0.03,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.12
08/06/2021,20.72,6.38,6.35,6.1,4.21,3.27,2.63,2.36,1.85,2.15,2.15,2.06,2.14,1.89,1.72,1.54,1.63,1.41,1.37,1.19,1.25,1.12,1.18,1.0,0.98,0.83,0.72,0.72,0.7,0.62,0.71,0.63,0.59,0.57,0.41,0.53,0.48,0.53,0.42,0.41,0.38,0.38,0.34,0.36,0.26,0.3,0.28,0.27,0.25,0.24,0.2,0.21,0.22,0.2,0.23,0.21,0.2,0.21,0.2,0.2,0.18,0.18,0.18,0.17,0.18,0.16,0.17,0.13,0.15,0.14,0.12,0.13,0.11,0.12,0.12,0.1,0.1,0.13,0.14,0.12,0.1,0.09,0.09,0.11,0.09,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.07,0.06,0.07,0.08,0.07,0.07,0.07,0.08,0.0,0.06,0.06,0.07,0.05,0.07,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.05,0.06,0.04,0.01,0.05,0.05,0.05,0.04,0.03,0.04,0.03,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.02,0.03,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
08/10/2021,20.9,6.47,6.44,6.37,3.95,3.33,2.36,2.37,1.82,2.15,2.17,2.05,2.2,1.89,1.67,1.48,1.65,1.32,1.33,1.21,1.3,1.1,1.21,0.99,0.96,0.83,0.72,0.71,0.7,0.61,0.68,0.6,0.59,0.56,0.4,0.52,0.47,0.53,0.41,0.42,0.38,0.38,0.36,0.4,0.27,0.3,0.28,0.26,0.25,0.25,0.2,0.21,0.23,0.21,0.22,0.21,0.2,0.22,0.2,0.2,0.18,0.18,0.17,0.18,0.18,0.15,0.17,0.14,0.15,0.13,0.12,0.14,0.11,0.12,0.12,0.11,0.1,0.14,0.14,0.12,0.1,0.09,0.09,0.11,0.09,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.08,0.08,0.07,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.06,0.05,0.07,0.08,0.07,0.07,0.07,0.07,0.0,0.06,0.06,0.07,0.05,0.07,0.05,0.06,0.06,0.06,0.06,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.01,0.05,0.05,0.05,0.05,0.03,0.04,0.04,0.06,0.04,0.04,0.05,0.05,0.04,0.04,0.03,0.04,0.02,0.03,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.11
08/11/2021,20.9,6.47,6.44,6.37,3.95,3.33,2.36,2.37,1.82,2.15,2.17,2.05,2.2,1.89,1.67,1.48,1.65,1.32,1.33,1.21,1.3,1.1,1.21,0.99,0.96,0.83,0.72,0.71,0.7,0.61,0.68,0.6,0.59,0.56,0.4,0.52,0.47,0.53,0.41,0.42,0.38,0.38,0.36,0.4,0.27,0.3,0.28,0.26,0.25,0.25,0.2,0.21,0.23,0.21,0.22,0.21,0.2,0.22,0.2,0.2,0.18,0.18,0.17,0.18,0.18,0.15,0.17,0.14,0.15,0.13,0.12,0.14,0.11,0.12,0.12,0.11,0.1,0.14,0.14,0.12,0.1,0.09,0.09,0.11,0.09,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.08,0.08,0.07,0.08,0.08,0.07,0.08,0.07,0.08,0.08,0.06,0.05,0.07,0.08,0.07,0.07,0.07,0.07,0.0,0.06,0.06,0.07,0.05,0.07,0.05,0.06,0.06,0.06,0.06,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.01,0.05,0.05,0.05,0.05,0.03,0.04,0.04,0.06,0.04,0.04,0.05,0.05,0.04,0.04,0.03,0.04,0.02,0.03,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.11
08/13/2021,21.02,6.83,6.43,6.36,3.92,3.28,2.32,2.32,1.79,2.09,2.27,2.06,2.24,1.92,1.65,1.47,1.66,1.25,1.31,1.19,1.36,1.09,1.16,0.96,0.96,0.81,0.71,0.7,0.73,0.59,0.65,0.58,0.58,0.55,0.44,0.55,0.48,0.52,0.4,0.41,0.38,0.38,0.36,0.39,0.26,0.29,0.27,0.24,0.25,0.25,0.21,0.22,0.22,0.2,0.22,0.22,0.19,0.21,0.21,0.2,0.19,0.18,0.17,0.17,0.18,0.15,0.17,0.14,0.15,0.14,0.12,0.13,0.11,0.12,0.11,0.1,0.1,0.13,0.13,0.11,0.1,0.1,0.09,0.11,0.09,0.09,0.1,0.16,0.1,0.1,0.1,0.09,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.06,0.05,0.07,0.08,0.06,0.07,0.07,0.07,0.0,0.06,0.06,0.07,0.05,0.07,0.05,0.06,0.06,0.06,0.06,0.05,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.06,0.05,0.01,0.05,0.05,0.05,0.05,0.03,0.04,0.03,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.03,0.04,0.02,0.03,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.13
08/16/2021,21.32,6.73,6.41,6.37,4.0,3.29,2.28,2.29,1.78,2.08,2.27,2.06,2.33,1.95,1.64,1.45,1.7,1.23,1.32,1.18,1.34,1.09,1.16,0.96,0.96,0.79,0.69,0.7,0.73,0.58,0.65,0.58,0.56,0.56,0.43,0.5,0.48,0.52,0.4,0.41,0.37,0.37,0.36,0.37,0.26,0.29,0.27,0.24,0.26,0.24,0.2,0.21,0.22,0.2,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.18,0.17,0.18,0.18,0.15,0.16,0.14,0.15,0.13,0.08,0.13,0.1,0.12,0.11,0.1,0.1,0.13,0.13,0.11,0.1,0.09,0.08,0.11,0.09,0.09,0.1,0.13,0.1,0.1,0.09,0.09,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.06,0.05,0.07,0.08,0.06,0.07,0.07,0.07,0.0,0.06,0.06,0.07,0.05,0.07,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.07,0.05,0.01,0.05,0.05,0.05,0.04,0.03,0.04,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.03,0.04,0.02,0.03,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.11
08/17/2021,21.18,6.72,6.46,6.34,4.02,3.29,2.26,2.28,1.8,2.1,2.24,2.05,2.36,1.92,1.66,1.49,1.66,1.21,1.32,1.17,1.36,1.1,1.21,0.96,0.96,0.79,0.69,0.7,0.73,0.6,0.65,0.58,0.56,0.56,0.42,0.5,0.48,0.52,0.4,0.41,0.39,0.37,0.35,0.36,0.26,0.28,0.27,0.24,0.26,0.24,0.2,0.21,0.23,0.2,0.22,0.21,0.21,0.21,0.25,0.2,0.17,0.18,0.17,0.18,0.18,0.15,0.16,0.14,0.15,0.13,0.08,0.12,0.1,0.13,0.11,0.1,0.1,0.14,0.13,0.11,0.12,0.09,0.08,0.11,0.09,0.09,0.1,0.13,0.1,0.1,0.09,0.09,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.08,0.06,0.05,0.07,0.08,0.06,0.06,0.07,0.07,0.0,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.07,0.06,0.01,0.05,0.05,0.05,0.04,0.03,0.04,0.03,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.03,0.03,0.02,0.03,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07999999999998
08/19/2021,21.31,6.62,6.54,6.28,3.92,3.25,2.24,2.32,1.82,2.1,2.19,2.08,2.39,1.85,1.68,1.54,1.67,1.2,1.35,1.16,1.31,1.11,1.21,0.96,0.94,0.79,0.69,0.7,0.74,0.61,0.65,0.59,0.55,0.56,0.43,0.49,0.49,0.52,0.4,0.42,0.38,0.37,0.35,0.37,0.27,0.28,0.27,0.24,0.26,0.24,0.2,0.22,0.22,0.2,0.21,0.21,0.21,0.21,0.25,0.2,0.17,0.18,0.17,0.18,0.18,0.15,0.16,0.14,0.15,0.14,0.07,0.13,0.09,0.13,0.11,0.09,0.1,0.13,0.13,0.11,0.12,0.09,0.08,0.11,0.09,0.09,0.1,0.13,0.1,0.1,0.09,0.1,0.1,0.08,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.08,0.06,0.05,0.07,0.08,0.06,0.06,0.07,0.07,0.0,0.06,0.06,0.07,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.07,0.06,0.01,0.05,0.05,0.05,0.04,0.03,0.04,0.03,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.03,0.04,0.02,0.03,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
08/20/2021,21.22,6.54,6.5,6.35,3.98,3.25,2.26,2.29,1.83,2.11,2.13,2.09,2.33,1.85,1.66,1.56,1.62,1.2,1.37,1.16,1.26,1.11,1.27,0.96,0.94,0.8,0.71,0.72,0.74,0.61,0.68,0.6,0.56,0.56,0.42,0.47,0.49,0.52,0.4,0.43,0.38,0.36,0.34,0.38,0.29,0.29,0.28,0.25,0.26,0.25,0.2,0.21,0.22,0.21,0.21,0.21,0.2,0.21,0.25,0.2,0.17,0.18,0.17,0.17,0.18,0.14,0.16,0.14,0.15,0.14,0.07,0.13,0.09,0.13,0.12,0.09,0.09,0.14,0.13,0.12,0.12,0.09,0.08,0.11,0.09,0.1,0.1,0.13,0.1,0.1,0.1,0.1,0.1,0.08,0.08,0.07,0.07,0.08,0.07,0.08,0.07,0.08,0.08,0.07,0.05,0.07,0.08,0.06,0.07,0.07,0.07,0.0,0.06,0.06,0.07,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.07,0.06,0.01,0.05,0.05,0.05,0.04,0.03,0.04,0.03,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.03,0.04,0.02,0.03,0.03,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/30/2021,21.46,6.51,6.33,6.21,3.94,3.19,2.3,2.27,1.79,2.21,2.17,2.0,2.28,1.81,1.67,1.43,1.69,1.25,1.32,1.12,1.31,1.11,1.31,0.91,0.93,0.83,0.72,0.7,0.73,0.64,0.67,0.61,0.6,0.55,0.41,0.51,0.47,0.5,0.42,0.46,0.42,0.35,0.34,0.43,0.32,0.29,0.28,0.23,0.26,0.25,0.21,0.22,0.22,0.22,0.21,0.23,0.19,0.21,0.25,0.18,0.17,0.18,0.17,0.17,0.19,0.14,0.18,0.13,0.15,0.12,0.08,0.13,0.11,0.13,0.12,0.1,0.11,0.14,0.14,0.12,0.1,0.09,0.08,0.11,0.09,0.09,0.1,0.07,0.1,0.1,0.09,0.09,0.1,0.08,0.09,0.07,0.07,0.08,0.07,0.08,0.07,0.08,0.09,0.07,0.05,0.0,0.08,0.07,0.07,0.07,0.06,0.0,0.06,0.0,0.06,0.05,0.06,0.05,0.05,0.06,0.05,0.06,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.04,0.0,0.06,0.05,0.03,0.04,0.05,0.05,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.02,0.03,0.03,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.06,0.05,0.0,0.0,0.0,0.0,99.93
08/31/2021,21.28,6.56,6.37,6.19,3.89,3.23,2.27,2.26,1.81,2.24,2.21,2.03,2.37,1.82,1.68,1.45,1.68,1.27,1.31,1.11,1.31,1.12,1.3,0.92,0.92,0.84,0.72,0.72,0.73,0.63,0.68,0.61,0.6,0.54,0.4,0.52,0.47,0.5,0.42,0.46,0.42,0.36,0.34,0.45,0.32,0.29,0.27,0.23,0.26,0.25,0.21,0.22,0.22,0.23,0.21,0.23,0.19,0.21,0.26,0.18,0.18,0.18,0.17,0.17,0.19,0.14,0.18,0.13,0.15,0.12,0.08,0.13,0.11,0.13,0.12,0.07,0.11,0.14,0.14,0.12,0.1,0.09,0.08,0.11,0.09,0.09,0.1,0.08,0.1,0.1,0.09,0.09,0.1,0.08,0.09,0.07,0.07,0.08,0.07,0.08,0.07,0.08,0.09,0.07,0.05,0.0,0.08,0.07,0.06,0.07,0.06,0.0,0.06,0.0,0.06,0.05,0.06,0.05,0.05,0.06,0.05,0.06,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.04,0.0,0.06,0.05,0.03,0.04,0.05,0.05,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.02,0.03,0.03,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.06,0.05,0.0,0.0,0.0,0.0,100.05
09/01/2021,21.28,6.56,6.37,6.19,3.89,3.23,2.27,2.26,1.81,2.24,2.21,2.03,2.37,1.82,1.68,1.45,1.68,1.27,1.31,1.11,1.31,1.12,1.3,0.92,0.92,0.84,0.72,0.72,0.73,0.63,0.68,0.61,0.6,0.54,0.4,0.52,0.47,0.5,0.42,0.46,0.42,0.36,0.34,0.45,0.32,0.29,0.27,0.23,0.26,0.25,0.21,0.22,0.22,0.23,0.21,0.23,0.19,0.21,0.26,0.18,0.18,0.18,0.17,0.17,0.19,0.14,0.18,0.13,0.15,0.12,0.08,0.13,0.11,0.13,0.12,0.07,0.11,0.14,0.14,0.12,0.1,0.09,0.08,0.11,0.09,0.09,0.1,0.08,0.1,0.1,0.09,0.09,0.1,0.08,0.09,0.07,0.07,0.08,0.07,0.08,0.07,0.08,0.09,0.07,0.05,0.0,0.08,0.07,0.06,0.07,0.06,0.0,0.06,0.0,0.06,0.05,0.06,0.05,0.05,0.06,0.05,0.06,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.04,0.0,0.06,0.05,0.03,0.04,0.05,0.05,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.02,0.03,0.03,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.06,0.05,0.0,0.0,0.0,0.0,100.05
09/02/2021,21.32,6.53,6.3,6.12,3.95,3.22,2.27,2.27,1.77,2.26,2.19,1.99,2.32,1.8,1.69,1.45,1.68,1.24,1.33,1.14,1.33,1.11,1.32,0.94,0.94,0.84,0.72,0.71,0.73,0.64,0.71,0.61,0.59,0.54,0.39,0.51,0.47,0.5,0.43,0.47,0.42,0.35,0.34,0.48,0.31,0.28,0.27,0.24,0.26,0.25,0.21,0.22,0.22,0.23,0.21,0.24,0.2,0.21,0.25,0.18,0.18,0.18,0.17,0.16,0.19,0.15,0.18,0.13,0.14,0.12,0.09,0.13,0.11,0.14,0.12,0.06,0.11,0.14,0.14,0.12,0.1,0.08,0.08,0.12,0.1,0.09,0.1,0.08,0.11,0.1,0.1,0.09,0.1,0.08,0.09,0.07,0.07,0.07,0.07,0.08,0.07,0.08,0.09,0.07,0.05,0.0,0.08,0.07,0.06,0.07,0.06,0.0,0.06,0.0,0.06,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.04,0.0,0.06,0.06,0.03,0.04,0.05,0.05,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.02,0.03,0.03,0.0,0.01,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.0,0.0,0.07,0.06,0.05,0.01,0.0,0.0,0.0,100.04
09/13/2021,20.7,6.81,6.35,6.12,4.3,3.11,2.4,2.2,1.71,2.25,2.17,2.04,2.19,1.86,1.57,1.2,1.58,1.23,1.44,1.12,1.39,1.1,1.36,0.98,0.95,0.81,0.72,0.71,0.73,0.65,0.74,0.65,0.59,0.54,0.43,0.52,0.51,0.49,0.44,0.46,0.43,0.39,0.33,0.45,0.31,0.28,0.28,0.25,0.26,0.25,0.2,0.21,0.21,0.23,0.21,0.24,0.19,0.21,0.26,0.19,0.17,0.18,0.18,0.2,0.19,0.16,0.19,0.14,0.15,0.13,0.08,0.12,0.24,0.15,0.13,0.06,0.11,0.13,0.15,0.12,0.11,0.09,0.08,0.12,0.1,0.09,0.1,0.14,0.11,0.1,0.1,0.09,0.1,0.08,0.09,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.09,0.07,0.05,0.0,0.08,0.07,0.07,0.08,0.07,0.0,0.06,0.0,0.07,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.01,0.05,0.04,0.04,0.05,0.04,0.0,0.05,0.07,0.01,0.05,0.06,0.05,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.02,0.03,0.0,0.02,0.07,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.06,0.05,0.01,0.01,0.0,0.0,100.13
09/14/2021,20.62,6.77,6.38,6.11,4.26,3.11,2.41,2.2,1.69,2.25,2.19,2.05,2.2,1.87,1.56,1.23,1.57,1.21,1.44,1.14,1.45,1.1,1.36,0.98,0.95,0.81,0.72,0.71,0.72,0.66,0.74,0.66,0.59,0.55,0.43,0.53,0.51,0.49,0.45,0.45,0.42,0.39,0.33,0.47,0.31,0.29,0.28,0.25,0.26,0.25,0.2,0.2,0.21,0.22,0.21,0.24,0.19,0.21,0.26,0.19,0.17,0.18,0.18,0.2,0.19,0.16,0.19,0.14,0.15,0.13,0.08,0.12,0.24,0.14,0.13,0.06,0.11,0.13,0.15,0.12,0.11,0.1,0.08,0.12,0.1,0.09,0.09,0.15,0.11,0.1,0.1,0.09,0.1,0.08,0.09,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.09,0.07,0.05,0.0,0.09,0.07,0.06,0.08,0.07,0.0,0.06,0.0,0.06,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.01,0.05,0.04,0.04,0.05,0.04,0.0,0.05,0.07,0.01,0.05,0.06,0.05,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.02,0.03,0.0,0.02,0.07,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.05,0.01,0.01,0.0,0.0,100.14
09/15/2021,20.62,6.77,6.38,6.11,4.26,3.11,2.41,2.2,1.69,2.25,2.19,2.05,2.2,1.87,1.56,1.23,1.57,1.21,1.44,1.14,1.45,1.1,1.36,0.98,0.95,0.81,0.72,0.71,0.72,0.66,0.74,0.66,0.59,0.55,0.43,0.53,0.51,0.49,0.45,0.45,0.42,0.39,0.33,0.47,0.31,0.29,0.28,0.25,0.26,0.25,0.2,0.2,0.21,0.22,0.21,0.24,0.19,0.21,0.26,0.19,0.17,0.18,0.18,0.2,0.19,0.16,0.19,0.14,0.15,0.13,0.08,0.12,0.24,0.14,0.13,0.06,0.11,0.13,0.15,0.12,0.11,0.1,0.08,0.12,0.1,0.09,0.09,0.15,0.11,0.1,0.1,0.09,0.1,0.08,0.09,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.09,0.07,0.05,0.0,0.09,0.07,0.06,0.08,0.07,0.0,0.06,0.0,0.06,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.01,0.05,0.04,0.04,0.05,0.04,0.0,0.05,0.07,0.01,0.05,0.06,0.05,0.04,0.03,0.04,0.03,0.05,0.05,0.04,0.05,0.06,0.0,0.04,0.04,0.04,0.02,0.03,0.0,0.02,0.07,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.06,0.05,0.01,0.01,0.0,0.0,100.14
