,AMC,OVV,THC,STAG,EME,SSB,CHK,VLY,M,ADC,ESNT,CIT,NVTA,SIGI,GT,TRNO,GBCI,PDCE,UBSI,HR,XTSLA,BXMT,RDN,HASI,PNM,ROLL,BKH,POR,CHX,CAR,TGNA,SBRA,AIMC,DOC,UMBF,OGS,ARNA,NJR,APG,SWX,ARNC,REZI,HOMB,RRC,HWC,ELY,DBRG,AVNT,SR,WCC,CBU,ENS,ALE,CMC,KFY,AR,BNL,LXP,CIM,ETRN,ADNT,MAC,PACB,BKU,AGIO,PCH,NAVI,EPRT,ESGR,TRTN,UNF,HP,MUR,NWE,CNO,ORA,QTS,EQC,APLE,FHI,MTH,PPBI,TPTX,RAMP,CNNE,SAVE,PEB,CATY,EBS,GATX,ITGR,ABCB,ASB,NHI,TMHC,AUB,RXN,VRNT,FCFS,NOVA,AVA,CWT,OUT,CNX,KMT,BIPC,ABM,KBH,SMPL,BBBY,EBC,KTOS,FUL,SJI,CVET,MGEE,VCYT,ACA,MATX,UFS,HL,MAXR,MPLN,REGI,IBTX,MLHR,SFNC,SM,PBH,VSH,MTX,SITC,MDRX,FULT,CVBF,ANF,PRMW.TO,JW.A,MARA,ONB,SHO,BRC,WD,AEL,GPI,BXS,RMBS,PRG,BCRX,OPCH,AX,PDM,MOG.A,CRC,RLJ,VSTO,FLOW,MYGN,SANM,WERN,KW,TROX,ASO,RPAI,GHC,FRME,PIPR,CSTM,IBOC,WAFD,TDS,TRN,HUBG,ODP,NSIT,BBIO,ABR,TPH,FLR,BDN,COOP,EPC,B,AMWL,SCL,MANT,AMRS,COLB,THS,IIPR,HTH,WSBC,ONTO,CTRE,AIN,PFSI,SKYW,PRLB,RLGY,MGLN,WSFS,XPER,ARI,GDOT,TWNK,WOR,FBC,LILAK,XHR,TOWN,MWA,OFC,FBP,ESE,UCBI,BIG,USD,INDB,OTTR,UNIT,BHVN,FCPT,UE,GTLS,BDC,MIC,CPK,JACK,WRE,SYKE,MDC,LC,ISBC,KAR,FFBC,AMKR,SASR,AAWW,TCBI,GMS,MFA,WTS,IRT,INT,GSHD,PDCO,WLL,CXP,MSGE,UNFI,AVIR,RXNEUR,WIRE,GNW,ARCB,KRG,FMBI,CADE,MLKN,CIVI,NTCT,CWEN,ARRY,RUSHA,BJ,DDS,BCC,NPO,ROIC,ETWO,n/a,HTLF,EPAY,RNST,HCC,PSMT,FBNC,VRTV,DLX,FIBK,NMIH,PTEN,SUM
11/03/2021,1.23,0.63,0.45,0.48,0.39,0.37,0.42,0.36,0.53,0.32,0.36,0.33,0.26,0.31,0.36,0.34,0.36,0.35,0.31,0.32,0.17,0.33,0.3,0.29,0.29,0.38,0.28,0.3,0.29,0.57,0.29,0.21,0.23,0.28,0.29,0.24,0.21,0.25,0.29,0.28,0.22,0.21,0.25,0.37,0.29,0.21,0.22,0.3,0.21,0.32,0.25,0.2,0.22,0.26,0.29,0.34,0.28,0.27,0.25,0.28,0.23,0.26,0.19,0.24,0.19,0.23,0.22,0.24,0.19,0.28,0.2,0.22,0.28,0.2,0.21,0.22,0.0,0.2,0.23,0.21,0.26,0.23,0.0,0.24,0.19,0.0,0.2,0.22,0.16,0.22,0.2,0.24,0.23,0.16,0.22,0.19,0.0,0.2,0.22,0.22,0.18,0.21,0.2,0.21,0.22,0.22,0.2,0.19,0.21,0.0,0.19,0.0,0.2,0.16,0.0,0.19,0.22,0.17,0.24,0.18,0.0,0.0,0.0,0.19,0.19,0.0,0.22,0.28,0.2,0.15,0.16,0.19,0.0,0.18,0.18,0.15,0.17,0.16,0.31,0.18,0.18,0.17,0.23,0.18,0.21,0.0,0.17,0.15,0.16,0.28,0.19,0.0,0.0,0.26,0.16,0.16,0.19,0.16,0.16,0.17,0.18,0.18,0.22,0.0,0.15,0.16,0.2,0.15,0.16,0.16,0.0,0.15,0.18,0.0,0.0,0.0,0.18,0.17,0.19,0.15,0.21,0.0,0.0,0.0,0.16,0.16,0.15,0.18,0.0,0.2,0.15,0.15,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.16,0.21,0.18,0.0,0.17,0.0,0.0,0.18,0.17,0.19,0.17,0.15,0.0,0.17,0.18,0.0,0.15,0.0,0.0,0.0,0.0,0.3,0.15,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.16,0.17,0.0,0.0,0.0,0.17,0.15,0.0,0.15,0.0,0.0,0.18,0.0,0.15,0.3,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.580000000000005
11/04/2021,1.25,0.62,0.44,0.46,0.39,0.38,0.43,0.38,0.56,0.32,0.36,0.34,0.27,0.3,0.37,0.34,0.36,0.35,0.32,0.32,0.17,0.32,0.3,0.29,0.28,0.37,0.28,0.3,0.29,0.55,0.29,0.22,0.23,0.27,0.29,0.24,0.22,0.25,0.29,0.27,0.22,0.22,0.25,0.36,0.29,0.21,0.22,0.3,0.21,0.32,0.25,0.21,0.22,0.25,0.29,0.34,0.27,0.27,0.25,0.28,0.24,0.26,0.19,0.24,0.19,0.23,0.22,0.23,0.19,0.28,0.2,0.22,0.28,0.2,0.21,0.22,0.0,0.2,0.23,0.21,0.25,0.23,0.0,0.24,0.19,0.0,0.21,0.22,0.16,0.22,0.19,0.24,0.23,0.16,0.22,0.19,0.0,0.2,0.21,0.21,0.18,0.21,0.2,0.21,0.23,0.25,0.2,0.19,0.21,0.0,0.19,0.0,0.2,0.16,0.0,0.18,0.23,0.17,0.24,0.18,0.15,0.0,0.0,0.2,0.19,0.0,0.22,0.29,0.2,0.15,0.16,0.19,0.0,0.18,0.18,0.15,0.17,0.15,0.33,0.18,0.18,0.16,0.23,0.18,0.22,0.0,0.17,0.16,0.16,0.27,0.19,0.15,0.0,0.25,0.16,0.16,0.19,0.16,0.16,0.17,0.18,0.18,0.22,0.0,0.15,0.16,0.2,0.15,0.16,0.16,0.0,0.15,0.18,0.0,0.0,0.0,0.18,0.17,0.19,0.15,0.2,0.0,0.0,0.0,0.16,0.16,0.0,0.18,0.0,0.2,0.15,0.15,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.15,0.16,0.2,0.18,0.0,0.17,0.0,0.0,0.18,0.17,0.18,0.18,0.0,0.0,0.17,0.18,0.0,0.15,0.0,0.0,0.0,0.0,0.3,0.15,0.0,0.15,0.0,0.16,0.16,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.15,0.0,0.0,0.19,0.0,0.16,0.3,0.0,0.25,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.6
11/05/2021,1.31,0.61,0.43,0.46,0.39,0.37,0.42,0.37,0.56,0.32,0.35,0.33,0.26,0.31,0.38,0.34,0.36,0.35,0.31,0.32,0.17,0.32,0.3,0.29,0.27,0.35,0.27,0.29,0.29,1.14,0.29,0.21,0.23,0.27,0.29,0.24,0.23,0.24,0.29,0.27,0.23,0.22,0.25,0.37,0.29,0.21,0.22,0.29,0.21,0.32,0.25,0.21,0.22,0.25,0.29,0.34,0.27,0.26,0.24,0.28,0.24,0.3,0.19,0.24,0.19,0.23,0.21,0.23,0.19,0.27,0.19,0.23,0.28,0.19,0.21,0.22,0.0,0.19,0.23,0.21,0.25,0.22,0.0,0.23,0.19,0.15,0.2,0.22,0.16,0.22,0.19,0.23,0.23,0.16,0.22,0.19,0.0,0.2,0.21,0.2,0.18,0.21,0.2,0.21,0.22,0.25,0.2,0.18,0.21,0.0,0.19,0.0,0.2,0.15,0.0,0.18,0.23,0.17,0.23,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.22,0.29,0.2,0.15,0.16,0.19,0.0,0.18,0.17,0.16,0.16,0.15,0.37,0.18,0.18,0.17,0.22,0.18,0.22,0.0,0.17,0.15,0.16,0.27,0.19,0.0,0.0,0.25,0.16,0.16,0.19,0.16,0.17,0.17,0.18,0.18,0.22,0.0,0.15,0.15,0.2,0.15,0.16,0.16,0.0,0.15,0.17,0.0,0.0,0.0,0.17,0.16,0.18,0.15,0.2,0.0,0.0,0.0,0.16,0.16,0.0,0.18,0.0,0.2,0.15,0.15,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.16,0.2,0.17,0.0,0.17,0.0,0.0,0.18,0.17,0.18,0.17,0.0,0.0,0.17,0.19,0.0,0.15,0.0,0.0,0.0,0.0,0.3,0.15,0.0,0.0,0.0,0.15,0.16,0.0,0.15,0.0,0.16,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.15,0.0,0.0,0.18,0.15,0.18,0.3,0.0,0.24,0.19,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.98
11/08/2021,1.33,0.57,0.44,0.45,0.39,0.37,0.42,0.37,0.59,0.31,0.34,0.33,0.26,0.31,0.38,0.35,0.36,0.35,0.31,0.3,0.23,0.32,0.27,0.29,0.27,0.36,0.27,0.29,0.29,0.86,0.29,0.2,0.23,0.26,0.29,0.24,0.22,0.24,0.29,0.27,0.22,0.22,0.26,0.35,0.29,0.22,0.23,0.3,0.21,0.31,0.25,0.2,0.22,0.25,0.29,0.33,0.26,0.26,0.25,0.26,0.24,0.3,0.2,0.23,0.18,0.24,0.21,0.23,0.19,0.27,0.2,0.23,0.26,0.19,0.21,0.22,0.0,0.19,0.23,0.21,0.25,0.22,0.0,0.24,0.19,0.15,0.21,0.22,0.17,0.23,0.19,0.23,0.23,0.15,0.21,0.18,0.0,0.2,0.21,0.2,0.18,0.21,0.2,0.2,0.21,0.25,0.2,0.18,0.2,0.0,0.19,0.0,0.2,0.15,0.0,0.18,0.23,0.16,0.25,0.18,0.0,0.15,0.0,0.17,0.18,0.0,0.22,0.28,0.2,0.15,0.16,0.19,0.0,0.17,0.17,0.17,0.19,0.15,0.37,0.18,0.18,0.17,0.25,0.18,0.23,0.0,0.17,0.17,0.0,0.27,0.2,0.15,0.0,0.24,0.16,0.18,0.19,0.15,0.17,0.16,0.18,0.18,0.23,0.0,0.15,0.15,0.2,0.15,0.16,0.16,0.0,0.15,0.18,0.0,0.15,0.0,0.17,0.16,0.19,0.15,0.2,0.0,0.0,0.0,0.16,0.15,0.0,0.18,0.0,0.2,0.16,0.15,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.16,0.2,0.18,0.0,0.17,0.0,0.0,0.18,0.17,0.18,0.17,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.15,0.0,0.0,0.0,0.15,0.17,0.0,0.15,0.0,0.16,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.18,0.0,0.19,0.3,0.0,0.28,0.19,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.76
11/09/2021,1.36,0.58,0.45,0.44,0.4,0.37,0.41,0.37,0.59,0.31,0.34,0.33,0.25,0.31,0.42,0.33,0.37,0.36,0.31,0.3,0.2,0.32,0.27,0.29,0.26,0.36,0.26,0.29,0.28,0.92,0.3,0.21,0.24,0.26,0.29,0.23,0.21,0.24,0.29,0.27,0.22,0.21,0.26,0.36,0.29,0.22,0.24,0.3,0.2,0.32,0.25,0.21,0.22,0.26,0.29,0.33,0.26,0.26,0.25,0.26,0.24,0.3,0.19,0.24,0.17,0.24,0.21,0.22,0.19,0.26,0.2,0.23,0.27,0.19,0.21,0.22,0.0,0.19,0.23,0.21,0.25,0.22,0.0,0.23,0.19,0.16,0.21,0.22,0.0,0.23,0.19,0.23,0.22,0.15,0.22,0.18,0.0,0.19,0.2,0.19,0.18,0.21,0.21,0.2,0.2,0.25,0.21,0.18,0.21,0.0,0.19,0.0,0.2,0.15,0.0,0.18,0.21,0.17,0.24,0.17,0.0,0.0,0.0,0.17,0.18,0.0,0.22,0.28,0.2,0.15,0.16,0.19,0.0,0.18,0.17,0.17,0.19,0.15,0.36,0.18,0.18,0.17,0.24,0.18,0.22,0.0,0.16,0.17,0.0,0.26,0.2,0.15,0.15,0.24,0.16,0.17,0.19,0.15,0.18,0.16,0.18,0.18,0.23,0.0,0.15,0.15,0.2,0.15,0.16,0.16,0.0,0.15,0.17,0.0,0.15,0.0,0.17,0.16,0.21,0.15,0.2,0.0,0.0,0.0,0.16,0.0,0.0,0.18,0.0,0.2,0.15,0.15,0.2,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.16,0.2,0.17,0.0,0.17,0.0,0.0,0.18,0.17,0.17,0.17,0.0,0.0,0.18,0.19,0.0,0.15,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.18,0.0,0.18,0.31,0.0,0.29,0.2,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.78
11/10/2021,1.36,0.58,0.45,0.44,0.4,0.37,0.41,0.37,0.59,0.31,0.34,0.33,0.25,0.31,0.42,0.33,0.37,0.36,0.31,0.3,0.2,0.32,0.27,0.29,0.26,0.36,0.26,0.29,0.28,0.92,0.3,0.21,0.24,0.26,0.29,0.23,0.21,0.24,0.29,0.27,0.22,0.21,0.26,0.36,0.29,0.22,0.24,0.3,0.2,0.32,0.25,0.21,0.22,0.26,0.29,0.33,0.26,0.26,0.25,0.26,0.24,0.3,0.19,0.24,0.17,0.24,0.21,0.22,0.19,0.26,0.2,0.23,0.27,0.19,0.21,0.22,0.0,0.19,0.23,0.21,0.25,0.22,0.0,0.23,0.19,0.16,0.21,0.22,0.0,0.23,0.19,0.23,0.22,0.15,0.22,0.18,0.0,0.19,0.2,0.19,0.18,0.21,0.21,0.2,0.2,0.25,0.21,0.18,0.21,0.0,0.19,0.0,0.2,0.15,0.0,0.18,0.21,0.17,0.24,0.17,0.0,0.0,0.0,0.17,0.18,0.0,0.22,0.28,0.2,0.15,0.16,0.19,0.0,0.18,0.17,0.17,0.19,0.15,0.36,0.18,0.18,0.17,0.24,0.18,0.22,0.0,0.16,0.17,0.0,0.26,0.2,0.15,0.15,0.24,0.16,0.17,0.19,0.15,0.18,0.16,0.18,0.18,0.23,0.0,0.15,0.15,0.2,0.15,0.16,0.16,0.0,0.15,0.17,0.0,0.15,0.0,0.17,0.16,0.21,0.15,0.2,0.0,0.0,0.0,0.16,0.0,0.0,0.18,0.0,0.2,0.15,0.15,0.2,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.16,0.2,0.17,0.0,0.17,0.0,0.0,0.18,0.17,0.17,0.17,0.0,0.0,0.18,0.19,0.0,0.15,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.18,0.0,0.18,0.31,0.0,0.29,0.2,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.78
11/11/2021,1.47,0.58,0.45,0.44,0.4,0.37,0.41,0.37,0.59,0.3,0.34,0.32,0.25,0.3,0.4,0.33,0.37,0.36,0.31,0.3,0.17,0.31,0.27,0.29,0.26,0.37,0.26,0.28,0.29,0.9,0.29,0.2,0.24,0.25,0.29,0.23,0.22,0.24,0.28,0.26,0.22,0.21,0.26,0.37,0.29,0.21,0.24,0.3,0.2,0.32,0.24,0.2,0.21,0.27,0.29,0.33,0.26,0.26,0.25,0.27,0.24,0.29,0.2,0.24,0.17,0.24,0.21,0.22,0.19,0.27,0.2,0.23,0.28,0.19,0.2,0.22,0.0,0.19,0.22,0.21,0.25,0.22,0.0,0.23,0.19,0.16,0.21,0.22,0.0,0.24,0.19,0.23,0.22,0.15,0.22,0.19,0.0,0.19,0.2,0.2,0.17,0.21,0.21,0.2,0.21,0.26,0.2,0.18,0.21,0.0,0.19,0.0,0.2,0.15,0.0,0.18,0.22,0.17,0.25,0.17,0.0,0.0,0.0,0.17,0.18,0.0,0.22,0.29,0.2,0.15,0.16,0.19,0.0,0.18,0.17,0.16,0.19,0.15,0.43,0.18,0.18,0.17,0.25,0.18,0.22,0.0,0.16,0.17,0.0,0.26,0.2,0.15,0.15,0.24,0.16,0.16,0.19,0.16,0.17,0.16,0.18,0.18,0.23,0.0,0.15,0.15,0.2,0.15,0.16,0.16,0.0,0.15,0.18,0.0,0.15,0.0,0.17,0.16,0.21,0.15,0.2,0.0,0.0,0.0,0.16,0.0,0.0,0.18,0.0,0.2,0.15,0.15,0.19,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.16,0.2,0.17,0.0,0.17,0.0,0.0,0.18,0.17,0.17,0.16,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.15,0.0,0.15,0.16,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.18,0.0,0.18,0.3,0.0,0.29,0.19,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.81999999999999
11/12/2021,1.31,0.57,0.47,0.44,0.4,0.37,0.42,0.38,0.58,0.3,0.33,0.32,0.19,0.3,0.41,0.33,0.37,0.37,0.31,0.3,0.17,0.32,0.27,0.29,0.27,0.37,0.26,0.28,0.29,0.78,0.3,0.21,0.25,0.25,0.3,0.23,0.21,0.24,0.28,0.26,0.23,0.22,0.26,0.37,0.29,0.21,0.24,0.31,0.2,0.31,0.25,0.21,0.21,0.26,0.29,0.33,0.26,0.26,0.25,0.27,0.23,0.29,0.19,0.24,0.16,0.24,0.21,0.22,0.19,0.27,0.2,0.24,0.29,0.19,0.2,0.23,0.0,0.19,0.22,0.21,0.26,0.22,0.0,0.23,0.19,0.16,0.21,0.22,0.0,0.23,0.18,0.23,0.23,0.16,0.22,0.19,0.0,0.19,0.2,0.2,0.18,0.21,0.2,0.2,0.21,0.25,0.21,0.19,0.21,0.0,0.18,0.0,0.2,0.15,0.0,0.18,0.21,0.17,0.25,0.17,0.15,0.0,0.0,0.16,0.18,0.0,0.22,0.29,0.2,0.15,0.16,0.19,0.0,0.18,0.17,0.17,0.19,0.15,0.43,0.18,0.18,0.17,0.25,0.18,0.23,0.0,0.17,0.17,0.0,0.26,0.2,0.15,0.15,0.24,0.16,0.16,0.19,0.16,0.16,0.16,0.18,0.18,0.24,0.0,0.15,0.15,0.2,0.15,0.16,0.15,0.0,0.15,0.18,0.0,0.15,0.0,0.17,0.17,0.21,0.15,0.2,0.0,0.0,0.0,0.16,0.0,0.0,0.18,0.0,0.2,0.15,0.15,0.19,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.15,0.0,0.2,0.18,0.0,0.17,0.0,0.0,0.18,0.17,0.17,0.0,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.15,0.0,0.15,0.0,0.15,0.15,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.18,0.0,0.0,0.17,0.0,0.0,0.18,0.0,0.18,0.3,0.0,0.3,0.19,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.65
11/15/2021,1.3,0.58,0.47,0.45,0.4,0.37,0.41,0.38,0.59,0.3,0.33,0.32,0.21,0.3,0.41,0.34,0.37,0.36,0.31,0.3,0.16,0.32,0.27,0.29,0.27,0.36,0.26,0.29,0.27,0.84,0.3,0.21,0.24,0.25,0.3,0.23,0.21,0.24,0.31,0.27,0.22,0.22,0.26,0.36,0.3,0.22,0.23,0.31,0.2,0.32,0.25,0.2,0.22,0.26,0.29,0.31,0.26,0.26,0.25,0.27,0.23,0.29,0.18,0.24,0.16,0.23,0.21,0.22,0.19,0.26,0.19,0.23,0.27,0.19,0.2,0.24,0.0,0.19,0.22,0.22,0.26,0.23,0.0,0.23,0.18,0.15,0.2,0.22,0.0,0.24,0.19,0.23,0.24,0.16,0.22,0.19,0.0,0.19,0.2,0.21,0.18,0.21,0.2,0.2,0.21,0.25,0.21,0.18,0.2,0.0,0.18,0.0,0.21,0.16,0.0,0.18,0.2,0.17,0.26,0.17,0.15,0.0,0.0,0.16,0.18,0.0,0.23,0.27,0.2,0.15,0.16,0.19,0.0,0.18,0.17,0.16,0.19,0.15,0.4,0.18,0.17,0.17,0.25,0.2,0.23,0.0,0.17,0.17,0.0,0.25,0.2,0.15,0.15,0.24,0.15,0.16,0.19,0.16,0.16,0.16,0.18,0.18,0.23,0.0,0.15,0.15,0.2,0.15,0.16,0.16,0.0,0.0,0.18,0.0,0.15,0.0,0.17,0.17,0.2,0.15,0.2,0.15,0.0,0.0,0.16,0.0,0.0,0.18,0.0,0.2,0.15,0.15,0.19,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.2,0.18,0.0,0.17,0.0,0.0,0.18,0.18,0.17,0.0,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.15,0.0,0.15,0.0,0.15,0.16,0.0,0.16,0.0,0.16,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.18,0.0,0.18,0.3,0.0,0.3,0.19,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.63
11/16/2021,1.3,0.58,0.47,0.45,0.4,0.37,0.41,0.38,0.59,0.3,0.33,0.32,0.21,0.3,0.41,0.34,0.37,0.36,0.31,0.3,0.16,0.32,0.27,0.29,0.27,0.36,0.26,0.29,0.27,0.84,0.3,0.21,0.24,0.25,0.3,0.23,0.21,0.24,0.31,0.27,0.22,0.22,0.26,0.36,0.3,0.22,0.23,0.31,0.2,0.32,0.25,0.2,0.22,0.26,0.29,0.31,0.26,0.26,0.25,0.27,0.23,0.29,0.18,0.24,0.16,0.23,0.21,0.22,0.19,0.26,0.19,0.23,0.27,0.19,0.2,0.24,0.0,0.19,0.22,0.22,0.26,0.23,0.0,0.23,0.18,0.15,0.2,0.22,0.0,0.24,0.19,0.23,0.24,0.16,0.22,0.19,0.0,0.19,0.2,0.21,0.18,0.21,0.2,0.2,0.21,0.25,0.21,0.18,0.2,0.0,0.18,0.0,0.21,0.16,0.0,0.18,0.2,0.17,0.26,0.17,0.15,0.0,0.0,0.16,0.18,0.0,0.23,0.27,0.2,0.15,0.16,0.19,0.0,0.18,0.17,0.16,0.19,0.15,0.4,0.18,0.17,0.17,0.25,0.2,0.23,0.0,0.17,0.17,0.0,0.25,0.2,0.15,0.15,0.24,0.15,0.16,0.19,0.16,0.16,0.16,0.18,0.18,0.23,0.0,0.15,0.15,0.2,0.15,0.16,0.16,0.0,0.0,0.18,0.0,0.15,0.0,0.17,0.17,0.2,0.15,0.2,0.15,0.0,0.0,0.16,0.0,0.0,0.18,0.0,0.2,0.15,0.15,0.19,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.15,0.0,0.16,0.0,0.0,0.0,0.0,0.2,0.18,0.0,0.17,0.0,0.0,0.18,0.18,0.17,0.0,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.15,0.0,0.15,0.0,0.15,0.16,0.0,0.16,0.0,0.16,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.18,0.0,0.18,0.3,0.0,0.3,0.19,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.63
11/17/2021,1.32,0.57,0.47,0.45,0.4,0.37,0.4,0.37,0.58,0.3,0.33,0.32,0.21,0.31,0.42,0.34,0.37,0.36,0.31,0.3,0.17,0.32,0.27,0.3,0.27,0.35,0.26,0.28,0.26,0.83,0.3,0.21,0.24,0.25,0.3,0.23,0.21,0.24,0.32,0.26,0.23,0.23,0.26,0.35,0.3,0.22,0.24,0.31,0.2,0.33,0.25,0.2,0.21,0.26,0.29,0.31,0.26,0.26,0.25,0.27,0.25,0.29,0.18,0.24,0.16,0.23,0.22,0.22,0.19,0.26,0.19,0.22,0.26,0.19,0.2,0.24,0.0,0.19,0.22,0.22,0.26,0.22,0.0,0.23,0.18,0.15,0.2,0.22,0.0,0.24,0.19,0.23,0.23,0.16,0.22,0.18,0.0,0.2,0.19,0.2,0.18,0.21,0.21,0.2,0.21,0.25,0.21,0.19,0.2,0.0,0.18,0.0,0.21,0.16,0.0,0.18,0.21,0.17,0.26,0.17,0.15,0.0,0.0,0.15,0.18,0.0,0.22,0.27,0.2,0.15,0.17,0.19,0.0,0.18,0.17,0.16,0.2,0.15,0.43,0.18,0.17,0.17,0.25,0.2,0.23,0.0,0.17,0.17,0.0,0.26,0.2,0.15,0.15,0.23,0.15,0.17,0.2,0.15,0.17,0.17,0.18,0.18,0.23,0.0,0.15,0.15,0.2,0.15,0.16,0.16,0.0,0.0,0.18,0.0,0.15,0.0,0.17,0.17,0.2,0.15,0.2,0.15,0.0,0.0,0.16,0.0,0.0,0.18,0.0,0.2,0.15,0.0,0.19,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.2,0.18,0.0,0.17,0.0,0.0,0.18,0.18,0.17,0.0,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.15,0.0,0.15,0.0,0.15,0.16,0.0,0.16,0.0,0.16,0.17,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.18,0.0,0.18,0.31,0.0,0.3,0.19,0.15,0.0,0.15,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.72
