,XOM,CVX,TTE.PA,BP.L,RDSA.AS,COP,RYDBF,RELIANCE.NS,EOG,CNQ.TO,MPC,LKOH.ME,SU.TO,PXD,ENI.MI,VLO,RIGDS.,OXY,NESTE.HE,PETR4.SA,HES,EQNR.OL,PETR3.SA,2222.SR,NVTK.L,REP.MC,DVN,WPL.AX,FANG,5020.T,096770.KS,CVE.TO,MRO,TATN.ME,STO.AX,857.HK,TPL,ROSN.ME,OMV.VI,TOU.TO,1605.T,OVV,APA,IMO.TO,CCO.TO,XEC,LUNE.ST,1088.HK,COG,OSH.AX,PKN.WA,EQT,ARX.TO,GALP.LS,BPCL.NS,PTTEP-R.BK,5019.T,HFC,PDCE,010950.KS,SNGSP,ONGC.NS,CHK,MTDR,RRC,AR,ECOPETROL.BC,DEN,SWN,MUR,SNGS.ME,MOL.BD,COALINDIA.NS,CNX,EXX.JO,WCP.TO,IOC.NS,SOL.AX,CLR,HINDPETRO.NS,SM,CPE,PSK.TO,UNTR.JK,PRIO3.SA,PXT.TO,CPG.TO,WLL,OAS,MGY,MEG.TO,TOP-R.BK,1171.HK,EUR,XTSLA,BANPU-R.BK,ERF.TO,BPT.AX,HKD,WHC.AX,2380.SR,KRW,DK,TUPRS.IS,KOS,LTS.WA,601088.SS,ADRO.JK,PBF,IRPC-R.BK,NXE.TO,VET.TO,TELL,PZOL.TA,BIR.TO,ENOG.L,RUB,CRC,5021.T,CDEV,DEC.L,HBR.L,601857.SS,DML.TO,PDN.AX,XOG,ARCH,BCP-R.BK,NOG,TLW.L,601225.SS,MOH.AT,BCEI,POU.TO,CNE.L,PEY.TO,VNOM,900948.SS,AAV.TO,DANA.,EFR.TO,FRU.TO,YPF.,MNRL,CRK,EQTL.TA,ITMG.JK,DNO.OL,CVI,CAD,PTBA.JK,SPRC-R.BK,1662.T,NHC.AX,PARR,OIL.NS,600188.SS,ORL.TA,000983.SZ,ESSO-R.BK,COE.AX,SCC.PM,ENAT3.SA,MEDC.JK,SQZ.L,HBCFT,CNE.TO,TALO,601699.SS,JPY,SRS.MI,MARI.,ELPE.AT,MCF,NOK,IDR,600256.SS,ILS,POL.,NFTA.TA,BWE.OL,000723.SZ,RRRP3.SA,PPL,KRW.1,AUD,JPY.1,IXPU1,SUGI.JK,INR,ZAR,HUF,MYR,PHP,EUR.1,SGD,NZD,PKR,BRL,CNH,GBP,SGN.,PLN,SEK,USD,TGA.JO,TRY,DLEKG.TA,PPL.,MARGIN_GBP,THB,TUPRS.E.IS,IXPZ1,MARI,CTRA,SUM
08/10/2021,13.28,10.65,6.05,4.71,4.57,4.15,4.09,2.72,2.25,2.13,2.03,1.91,1.62,1.69,1.66,1.47,1.64,1.33,1.38,1.4,1.1,1.08,1.12,1.11,1.11,0.91,0.93,0.85,0.75,0.69,0.58,0.58,0.51,0.51,0.48,0.46,0.49,0.47,0.44,0.4,0.39,0.36,0.37,0.38,0.37,0.36,0.33,0.36,0.35,0.31,0.31,0.28,0.26,0.27,0.28,0.24,0.27,0.24,0.21,0.21,0.19,0.21,0.22,0.18,0.2,0.2,0.17,0.19,0.18,0.18,0.18,0.19,0.17,0.14,0.17,0.13,0.15,0.14,0.14,0.13,0.11,0.08,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.11,0.09,0.08,0.1,0.0,0.15,0.09,0.08,0.08,0.07,0.08,0.08,0.0,0.06,0.07,0.05,0.07,0.07,0.07,0.05,0.06,0.07,0.06,0.04,0.05,0.05,0.06,0.03,0.07,0.06,0.05,0.06,0.06,0.04,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.06,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.02,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/11/2021,13.28,10.65,6.05,4.71,4.57,4.15,4.09,2.72,2.25,2.13,2.03,1.91,1.62,1.69,1.66,1.47,1.64,1.33,1.38,1.4,1.1,1.08,1.12,1.11,1.11,0.91,0.93,0.85,0.75,0.69,0.58,0.58,0.51,0.51,0.48,0.46,0.49,0.47,0.44,0.4,0.39,0.36,0.37,0.38,0.37,0.36,0.33,0.36,0.35,0.31,0.31,0.28,0.26,0.27,0.28,0.24,0.27,0.24,0.21,0.21,0.19,0.21,0.22,0.18,0.2,0.2,0.17,0.19,0.18,0.18,0.18,0.19,0.17,0.14,0.17,0.13,0.15,0.14,0.14,0.13,0.11,0.08,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.11,0.09,0.08,0.1,0.0,0.15,0.09,0.08,0.08,0.07,0.08,0.08,0.0,0.06,0.07,0.05,0.07,0.07,0.07,0.05,0.06,0.07,0.06,0.04,0.05,0.05,0.06,0.03,0.07,0.06,0.05,0.06,0.06,0.04,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.06,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.02,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/13/2021,13.33,10.65,5.97,4.72,4.54,4.15,4.08,2.71,2.18,2.16,2.06,1.95,1.63,1.69,1.66,1.48,1.63,1.32,1.37,1.4,1.09,1.08,1.11,1.11,1.12,0.91,0.95,0.84,0.73,0.68,0.58,0.58,0.53,0.52,0.47,0.46,0.5,0.47,0.44,0.4,0.39,0.35,0.39,0.38,0.38,0.36,0.34,0.37,0.35,0.3,0.31,0.29,0.25,0.27,0.28,0.24,0.27,0.25,0.22,0.2,0.19,0.21,0.22,0.18,0.2,0.2,0.17,0.19,0.18,0.19,0.18,0.18,0.16,0.14,0.16,0.13,0.15,0.14,0.15,0.13,0.11,0.08,0.12,0.12,0.12,0.11,0.1,0.1,0.1,0.11,0.09,0.08,0.1,0.0,0.15,0.09,0.08,0.08,0.07,0.09,0.08,0.0,0.06,0.07,0.05,0.07,0.07,0.07,0.05,0.07,0.08,0.06,0.04,0.05,0.06,0.06,0.03,0.07,0.06,0.05,0.06,0.06,0.04,0.05,0.04,0.04,0.06,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.06,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.01,0.0,0.0,0.02,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/16/2021,13.03,10.62,6.03,4.64,4.48,4.15,4.01,2.72,2.19,2.11,2.08,1.97,1.6,1.71,1.67,1.48,1.64,1.34,1.35,1.42,1.07,1.11,1.12,1.1,1.14,0.92,0.97,0.84,0.74,0.7,0.57,0.59,0.52,0.51,0.47,0.49,0.49,0.48,0.44,0.39,0.4,0.34,0.38,0.38,0.37,0.36,0.34,0.37,0.34,0.3,0.31,0.28,0.25,0.27,0.28,0.23,0.27,0.25,0.22,0.2,0.19,0.21,0.23,0.18,0.19,0.2,0.18,0.19,0.17,0.19,0.18,0.18,0.16,0.14,0.16,0.13,0.15,0.14,0.15,0.12,0.11,0.08,0.12,0.13,0.11,0.11,0.1,0.1,0.1,0.11,0.09,0.08,0.1,0.0,0.12,0.09,0.08,0.08,0.07,0.09,0.08,0.0,0.06,0.07,0.05,0.07,0.07,0.08,0.05,0.07,0.07,0.06,0.04,0.05,0.06,0.06,0.03,0.07,0.06,0.05,0.07,0.06,0.04,0.04,0.05,0.04,0.06,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.07,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.04,0.03,0.03,0.04,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.03,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.01,0.0,0.4,0.02,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,99.95
09/20/2021,12.42,9.88,5.98,4.48,4.34,4.2,3.92,3.1,2.27,2.15,2.03,2.0,1.55,1.92,1.72,1.4,1.85,1.34,1.36,1.24,1.06,1.21,0.99,1.07,1.23,0.9,1.02,0.78,0.73,0.67,0.54,0.61,0.51,0.53,0.46,0.53,0.4,0.49,0.45,0.49,0.38,0.4,0.4,0.38,0.5,0.42,0.36,0.42,0.41,0.29,0.31,0.28,0.29,0.26,0.27,0.25,0.29,0.25,0.23,0.21,0.19,0.23,0.24,0.19,0.25,0.25,0.18,0.19,0.18,0.17,0.17,0.17,0.18,0.14,0.17,0.15,0.16,0.15,0.17,0.13,0.13,0.09,0.12,0.13,0.13,0.12,0.12,0.11,0.11,0.13,0.1,0.09,0.16,0.05,0.36,0.11,0.09,0.07,0.03,0.11,0.08,0.0,0.06,0.0,0.05,0.07,0.09,0.08,0.05,0.07,0.12,0.06,0.05,0.05,0.08,0.06,0.0,0.09,0.05,0.05,0.07,0.06,0.06,0.07,0.09,0.04,0.07,0.05,0.04,0.04,0.07,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.06,0.04,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.06,0.02,0.03,0.02,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.0,0.01,0.03,0.0,0.01,0.01,0.01,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.12,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.01,0.0,0.01,0.08,0.0,0.0,0.0,100.17
09/21/2021,12.42,9.95,5.99,4.51,4.36,4.23,3.92,3.09,2.31,2.1,2.05,2.0,1.55,1.94,1.72,1.42,1.83,1.34,1.35,1.19,1.06,1.21,0.95,1.09,1.21,0.91,1.02,0.79,0.76,0.67,0.55,0.6,0.5,0.52,0.46,0.53,0.42,0.49,0.45,0.49,0.39,0.41,0.4,0.37,0.47,0.43,0.36,0.41,0.41,0.29,0.31,0.28,0.29,0.26,0.27,0.25,0.29,0.25,0.23,0.21,0.19,0.23,0.24,0.19,0.25,0.25,0.17,0.19,0.18,0.17,0.17,0.18,0.18,0.14,0.16,0.14,0.17,0.15,0.16,0.14,0.13,0.09,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.12,0.1,0.09,0.15,0.05,0.17,0.11,0.09,0.07,0.03,0.1,0.08,0.0,0.06,0.0,0.05,0.07,0.08,0.07,0.05,0.07,0.11,0.06,0.05,0.05,0.07,0.07,0.0,0.09,0.05,0.05,0.07,0.06,0.05,0.06,0.09,0.04,0.07,0.05,0.04,0.04,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.06,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.0,0.01,0.03,0.0,0.01,0.01,0.01,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.12,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.01,0.0,0.01,0.08,0.0,0.0,0.0,99.95
09/22/2021,12.42,9.95,5.99,4.51,4.36,4.23,3.92,3.09,2.31,2.1,2.05,2.0,1.55,1.94,1.72,1.42,1.83,1.34,1.35,1.19,1.06,1.21,0.95,1.09,1.21,0.91,1.02,0.79,0.76,0.67,0.55,0.6,0.5,0.52,0.46,0.53,0.42,0.49,0.45,0.49,0.39,0.41,0.4,0.37,0.47,0.43,0.36,0.41,0.41,0.29,0.31,0.28,0.29,0.26,0.27,0.25,0.29,0.25,0.23,0.21,0.19,0.23,0.24,0.19,0.25,0.25,0.17,0.19,0.18,0.17,0.17,0.18,0.18,0.14,0.16,0.14,0.17,0.15,0.16,0.14,0.13,0.09,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.12,0.1,0.09,0.15,0.05,0.17,0.11,0.09,0.07,0.03,0.1,0.08,0.0,0.06,0.0,0.05,0.07,0.08,0.07,0.05,0.07,0.11,0.06,0.05,0.05,0.07,0.07,0.0,0.09,0.05,0.05,0.07,0.06,0.05,0.06,0.09,0.04,0.07,0.05,0.04,0.04,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.06,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.0,0.01,0.03,0.0,0.01,0.01,0.01,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.12,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.01,0.0,0.01,0.08,0.0,0.0,0.0,99.95
09/23/2021,12.38,9.98,6.04,4.58,4.38,4.2,3.95,3.16,2.28,2.08,2.03,2.01,1.54,1.89,1.68,1.4,1.87,1.3,1.37,1.2,1.03,1.22,0.96,1.11,1.22,0.92,0.99,0.79,0.74,0.69,0.56,0.6,0.49,0.52,0.45,0.53,0.41,0.48,0.46,0.49,0.4,0.4,0.39,0.37,0.46,0.44,0.36,0.41,0.42,0.29,0.31,0.28,0.29,0.26,0.27,0.25,0.3,0.25,0.23,0.22,0.19,0.24,0.24,0.19,0.25,0.25,0.17,0.19,0.18,0.17,0.17,0.17,0.18,0.14,0.16,0.14,0.16,0.15,0.16,0.13,0.13,0.09,0.11,0.13,0.12,0.11,0.12,0.11,0.1,0.12,0.09,0.09,0.15,0.11,0.17,0.11,0.08,0.07,0.03,0.1,0.09,0.0,0.06,0.0,0.05,0.07,0.08,0.07,0.05,0.07,0.1,0.06,0.05,0.05,0.07,0.07,0.0,0.09,0.06,0.05,0.07,0.06,0.06,0.06,0.08,0.04,0.07,0.05,0.04,0.04,0.07,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.04,0.03,0.03,0.03,0.03,0.04,0.04,0.06,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.03,0.02,0.02,0.03,0.01,0.03,0.02,0.02,0.02,0.0,0.01,0.03,0.0,0.01,0.01,0.01,0.02,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.12,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.01,0.0,0.01,0.08,0.0,0.0,0.0,100.01
09/28/2021,12.43,9.92,5.93,4.52,4.37,4.48,3.96,3.07,2.33,2.12,2.06,1.98,1.55,1.92,1.65,1.4,1.82,1.34,1.32,1.22,1.07,1.19,0.98,1.04,1.17,0.93,1.08,0.79,0.78,0.64,0.55,0.64,0.51,0.5,0.46,0.51,0.4,0.5,0.45,0.49,0.38,0.41,0.42,0.39,0.4,0.43,0.36,0.38,0.42,0.29,0.31,0.28,0.31,0.27,0.25,0.24,0.28,0.25,0.24,0.21,0.19,0.24,0.22,0.2,0.26,0.25,0.17,0.19,0.17,0.18,0.17,0.17,0.18,0.13,0.15,0.16,0.16,0.31,0.17,0.13,0.14,0.1,0.11,0.13,0.13,0.12,0.12,0.11,0.1,0.12,0.1,0.09,0.13,0.18,0.08,0.1,0.09,0.07,0.02,0.11,0.08,0.0,0.06,0.0,0.06,0.07,0.08,0.08,0.06,0.07,0.09,0.07,0.05,0.05,0.07,0.07,0.0,0.09,0.05,0.05,0.06,0.06,0.05,0.05,0.07,0.04,0.06,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.03,0.03,0.02,0.02,0.03,0.0,0.03,0.02,0.02,0.02,0.0,0.01,0.03,0.0,0.01,0.01,0.01,0.02,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.01,0.0,0.01,0.08,0.0,0.0,0.0,100.13
09/30/2021,12.39,9.83,5.93,4.54,4.42,4.45,4.01,3.01,2.36,2.1,2.04,1.96,1.56,1.93,1.63,1.42,1.8,1.39,1.26,1.19,1.09,1.18,0.96,1.01,1.13,0.92,1.11,0.79,0.81,0.63,0.53,0.64,0.53,0.51,0.46,0.5,0.41,0.5,0.45,0.48,0.39,0.42,0.43,0.39,0.41,0.45,0.36,0.37,0.44,0.29,0.3,0.3,0.31,0.27,0.24,0.24,0.27,0.25,0.25,0.21,0.18,0.23,0.23,0.21,0.27,0.26,0.17,0.19,0.2,0.19,0.17,0.16,0.17,0.14,0.15,0.16,0.15,0.31,0.17,0.12,0.15,0.11,0.11,0.13,0.13,0.12,0.13,0.11,0.1,0.12,0.1,0.09,0.13,0.17,0.08,0.1,0.1,0.08,0.02,0.1,0.08,0.0,0.06,0.0,0.06,0.07,0.08,0.08,0.07,0.07,0.1,0.07,0.05,0.05,0.08,0.07,0.0,0.08,0.05,0.06,0.06,0.06,0.05,0.05,0.06,0.04,0.07,0.05,0.05,0.04,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.05,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.03,0.03,0.02,0.02,0.03,0.0,0.03,0.0,0.02,0.03,0.0,0.01,0.03,0.0,0.01,0.01,0.01,0.02,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.01,0.0,0.0,0.08,0.0,0.02,0.0,100.09000000000002
10/20/2021,12.13,9.7,5.9,4.64,4.58,4.59,4.2,2.95,2.4,2.3,2.0,1.96,1.63,2.02,1.64,1.48,1.76,1.35,1.1,1.19,1.15,1.22,0.94,0.99,1.13,0.89,1.18,0.82,0.85,0.55,0.51,0.7,0.58,0.53,0.47,0.49,0.34,0.47,0.42,0.46,0.39,0.47,0.46,0.41,0.45,0.0,0.37,0.36,0.0,0.31,0.31,0.25,0.3,0.26,0.24,0.23,0.27,0.26,0.23,0.19,0.18,0.24,0.21,0.22,0.26,0.25,0.18,0.17,0.16,0.2,0.17,0.16,0.17,0.13,0.14,0.17,0.16,0.25,0.18,0.13,0.15,0.11,0.12,0.14,0.14,0.12,0.13,0.12,0.1,0.13,0.11,0.09,0.13,0.03,0.09,0.09,0.11,0.08,0.02,0.1,0.08,0.0,0.07,0.0,0.07,0.07,0.07,0.09,0.07,0.07,0.11,0.08,0.05,0.05,0.07,0.07,0.03,0.08,0.05,0.06,0.05,0.06,0.05,0.06,0.06,0.05,0.07,0.04,0.05,0.04,0.05,0.05,0.06,0.05,0.06,0.06,0.06,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.05,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.01,0.02,0.0,0.01,0.01,0.01,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.01,0.0,0.0,0.08,0.0,0.0,0.72,100.04999999999998
10/21/2021,12.12,9.69,5.92,4.59,4.55,4.6,4.17,2.95,2.39,2.3,1.99,1.96,1.6,2.01,1.64,1.47,1.75,1.41,1.1,1.16,1.13,1.24,0.93,0.99,1.12,0.89,1.19,0.82,0.86,0.57,0.5,0.69,0.59,0.52,0.47,0.49,0.34,0.47,0.43,0.44,0.41,0.47,0.47,0.4,0.48,0.0,0.37,0.39,0.0,0.31,0.31,0.25,0.29,0.26,0.24,0.23,0.27,0.26,0.23,0.19,0.17,0.25,0.21,0.23,0.27,0.25,0.18,0.18,0.15,0.2,0.17,0.16,0.17,0.14,0.13,0.17,0.16,0.25,0.18,0.13,0.15,0.11,0.11,0.14,0.14,0.12,0.13,0.12,0.1,0.13,0.11,0.09,0.14,0.03,0.09,0.09,0.1,0.09,0.02,0.11,0.08,0.0,0.07,0.0,0.08,0.07,0.08,0.09,0.07,0.07,0.11,0.08,0.05,0.05,0.07,0.07,0.03,0.08,0.05,0.06,0.06,0.06,0.05,0.06,0.07,0.05,0.07,0.05,0.05,0.04,0.06,0.05,0.06,0.05,0.06,0.05,0.07,0.05,0.04,0.04,0.05,0.05,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.05,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.03,0.01,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.01,0.02,0.0,0.01,0.01,0.01,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.01,0.0,0.0,0.08,0.0,0.0,0.72,100.08
10/22/2021,12.21,9.81,5.92,4.59,4.57,4.62,4.18,2.96,2.4,2.3,1.98,1.96,1.59,2.01,1.62,1.49,1.76,1.4,1.12,1.09,1.14,1.23,0.88,0.99,1.11,0.88,1.18,0.82,0.87,0.55,0.5,0.69,0.59,0.52,0.47,0.49,0.34,0.47,0.42,0.45,0.39,0.47,0.46,0.4,0.48,0.0,0.37,0.37,0.0,0.31,0.3,0.26,0.29,0.26,0.23,0.23,0.27,0.26,0.23,0.19,0.18,0.24,0.21,0.23,0.27,0.26,0.17,0.17,0.15,0.2,0.17,0.16,0.17,0.14,0.13,0.17,0.16,0.25,0.17,0.13,0.15,0.11,0.11,0.14,0.13,0.12,0.13,0.12,0.1,0.13,0.11,0.09,0.13,0.03,0.09,0.09,0.1,0.09,0.02,0.11,0.08,0.0,0.07,0.0,0.08,0.07,0.08,0.09,0.07,0.07,0.11,0.07,0.04,0.05,0.07,0.06,0.03,0.08,0.05,0.06,0.06,0.05,0.05,0.06,0.07,0.05,0.07,0.04,0.05,0.04,0.05,0.05,0.06,0.05,0.06,0.05,0.06,0.05,0.04,0.04,0.05,0.05,0.04,0.05,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.05,0.02,0.02,0.01,0.02,0.02,0.01,0.02,0.03,0.01,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.01,0.02,0.0,0.01,0.01,0.01,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.01,0.0,0.0,0.08,0.0,0.0,0.73,100.05
10/25/2021,12.19,9.92,5.91,4.57,4.56,4.63,4.17,2.89,2.44,2.31,2.01,1.94,1.57,2.01,1.64,1.55,1.7,1.41,1.15,1.07,1.11,1.26,0.86,1.0,1.09,0.89,1.17,0.79,0.86,0.56,0.51,0.7,0.59,0.52,0.46,0.49,0.35,0.47,0.42,0.45,0.39,0.46,0.47,0.41,0.48,0.0,0.37,0.38,0.0,0.3,0.3,0.26,0.29,0.26,0.24,0.24,0.27,0.26,0.23,0.19,0.17,0.24,0.21,0.23,0.27,0.25,0.17,0.18,0.15,0.2,0.17,0.16,0.17,0.15,0.13,0.17,0.16,0.25,0.17,0.13,0.15,0.11,0.12,0.13,0.13,0.12,0.13,0.12,0.1,0.13,0.12,0.09,0.12,0.03,0.09,0.09,0.11,0.08,0.02,0.1,0.09,0.0,0.07,0.0,0.07,0.07,0.08,0.08,0.07,0.07,0.11,0.08,0.04,0.05,0.07,0.06,0.03,0.08,0.05,0.06,0.06,0.05,0.05,0.07,0.07,0.05,0.07,0.05,0.05,0.04,0.06,0.05,0.06,0.05,0.06,0.05,0.06,0.05,0.04,0.04,0.05,0.05,0.04,0.05,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.05,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.01,0.03,0.0,0.01,0.01,0.01,0.02,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.01,0.0,0.0,0.08,0.0,0.0,0.74,100.11
