,AAPL,MSFT,GOOGL,AMZN,FB,PYPL,ADBE,JPM,INTC,JNJ,CSCO,CRM,VZ,ORCL,PG,CMCSA,UNH,BAC,HD,T,QCOM,INTU,IBM,UPS,AMAT,ABT,LLY,PFE,ABBV,PEP,TMO,SRE,ADP,C,MCD,ADSK,LOW,TGT,VMW,MS,CHTR,AWK,DE,AMGN,CAT,UNP,DHR,BMY,MMM,LRCX,SBUX,GS,HPQ,AXP,EXC,SHW,CSX,ED,CBRE,MRK,ES,MSI,GM,CL,FDX,FSLR,CVS,COF,MMC,HPE,NEM,CTSH,EW,EIX,HSY,JNPR,KEYS,REGN,A,ANTM,EA,ALL,NSC,HUM,MET,F,GWW,EBAY,JLL,PSA,AFL,PGR,IRM,BAX,GIS,GILD,USB,MRNA,IPG,NTAP,BDX,AKAM,HIG,TRV,BBY,KSU,OC,KEY,BXP,CCK,KRC,MDLZ,ARW,CIEN,JBL,MTD,MCO,BIIB,K,URI,RF,LDOS,CTXS,DD,EMR,WM,SEE,WST,DRI,LB,LECO,SWK,VOYA,HCA,EPAM,MAS,BK,CDW,STZ,IT,ALLY,HAS,TAP,CHD,MKC,HRL,NWSA,GPS,AGCO,VRSN,OMC,ETSY,DGX,BEN,KMB,MOS,CUBE,ATVI,TSCO,ADM,YUM,RSG,CAG,EXPD,DECK,PRU,CLX,RHI,MCK,CAH,WAT,CMG,BR,KHC,SON,AZO,LII,NTRS,WHR,ABC,IQV,COLM,CRL,BERY,NWL,AIZ,CERN,BWA,BRX,WSM,ALXN,XRAY,CPB,CNC,MAN,DVA,FHN,BAH,SJM,DFS,MHK,DPZ,EME,NYT,KSS,HOLX,BBWI WI,STLD,HBAN,THC,V,NKE,SPGI,EL,PNC,ZI,NLOK,DOW,SNPS,TFC,BSX,AVB,CI,AGR,KDP,DXC,FITB,AMKR,AVY,KIM,NUAN,AIG,LNC,VIAC,CMA,CARR,NUE,SYF,WU,LEA,RMD,M,DOV,ATO,TPR,VRTX,NVDA,TSLA,AMD,NFLX,WDAY,WY,FIS,PEAK,HUN,WMG,CF,AYI,KLAC,TTC,ZBH,OTIS,RRX,WDC,CAR,CLF,CDNS,WTS,XPO,SUM
09/09/2021,6.78,6.05,4.76,3.14,2.62,1.08,1.16,1.05,0.87,0.95,1.01,0.93,0.83,0.9,0.86,0.83,0.79,0.74,0.73,0.66,0.65,0.7,0.6,0.56,0.57,0.59,0.58,0.6,0.49,0.52,0.54,0.48,0.5,0.47,0.47,0.45,0.48,0.45,0.42,0.5,0.49,0.52,0.49,0.39,0.42,0.41,0.52,0.41,0.4,0.4,0.41,0.44,0.39,0.37,0.43,0.43,0.38,0.4,0.44,0.35,0.41,0.39,0.29,0.33,0.3,0.34,0.35,0.33,0.37,0.35,0.31,0.35,0.36,0.32,0.32,0.33,0.36,0.35,0.36,0.29,0.3,0.3,0.27,0.27,0.29,0.25,0.28,0.31,0.36,0.31,0.29,0.27,0.32,0.28,0.27,0.29,0.27,0.49,0.31,0.3,0.28,0.26,0.29,0.27,0.25,0.26,0.24,0.24,0.25,0.27,0.24,0.25,0.25,0.24,0.26,0.28,0.26,0.24,0.24,0.27,0.24,0.23,0.21,0.22,0.26,0.26,0.24,0.29,0.23,0.0,0.23,0.21,0.23,0.27,0.28,0.23,0.24,0.26,0.2,0.28,0.23,0.23,0.19,0.22,0.22,0.2,0.19,0.16,0.23,0.2,0.19,0.24,0.25,0.21,0.22,0.21,0.24,0.18,0.22,0.21,0.23,0.23,0.19,0.2,0.21,0.21,0.19,0.24,0.21,0.18,0.23,0.24,0.2,0.17,0.19,0.19,0.18,0.19,0.19,0.2,0.2,0.19,0.21,0.18,0.17,0.19,0.17,0.0,0.18,0.19,0.0,0.16,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.16,0.0,0.16,0.19,0.21,0.17,0.17,0.2,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.52
09/10/2021,6.78,6.05,4.76,3.14,2.62,1.08,1.16,1.05,0.87,0.95,1.01,0.93,0.83,0.9,0.86,0.83,0.79,0.74,0.73,0.66,0.65,0.7,0.6,0.56,0.57,0.59,0.58,0.6,0.49,0.52,0.54,0.48,0.5,0.47,0.47,0.45,0.48,0.45,0.42,0.5,0.49,0.52,0.49,0.39,0.42,0.41,0.52,0.41,0.4,0.4,0.41,0.44,0.39,0.37,0.43,0.43,0.38,0.4,0.44,0.35,0.41,0.39,0.29,0.33,0.3,0.34,0.35,0.33,0.37,0.35,0.31,0.35,0.36,0.32,0.32,0.33,0.36,0.35,0.36,0.29,0.3,0.3,0.27,0.27,0.29,0.25,0.28,0.31,0.36,0.31,0.29,0.27,0.32,0.28,0.27,0.29,0.27,0.49,0.31,0.3,0.28,0.26,0.29,0.27,0.25,0.26,0.24,0.24,0.25,0.27,0.24,0.25,0.25,0.24,0.26,0.28,0.26,0.24,0.24,0.27,0.24,0.23,0.21,0.22,0.26,0.26,0.24,0.29,0.23,0.0,0.23,0.21,0.23,0.27,0.28,0.23,0.24,0.26,0.2,0.28,0.23,0.23,0.19,0.22,0.22,0.2,0.19,0.16,0.23,0.2,0.19,0.24,0.25,0.21,0.22,0.21,0.24,0.18,0.22,0.21,0.23,0.23,0.19,0.2,0.21,0.21,0.19,0.24,0.21,0.18,0.23,0.24,0.2,0.17,0.19,0.19,0.18,0.19,0.19,0.2,0.2,0.19,0.21,0.18,0.17,0.19,0.17,0.0,0.18,0.19,0.0,0.16,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.16,0.0,0.16,0.19,0.21,0.17,0.17,0.2,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.52
09/13/2021,6.87,6.07,4.8,3.2,2.65,1.07,1.16,1.05,0.87,0.94,1.0,0.92,0.83,0.9,0.86,0.81,0.78,0.74,0.74,0.67,0.64,0.71,0.6,0.55,0.57,0.59,0.57,0.6,0.49,0.53,0.55,0.48,0.49,0.47,0.48,0.45,0.48,0.46,0.42,0.5,0.49,0.53,0.46,0.39,0.41,0.41,0.52,0.41,0.39,0.38,0.42,0.43,0.37,0.37,0.44,0.42,0.38,0.41,0.44,0.35,0.41,0.4,0.29,0.33,0.3,0.35,0.35,0.33,0.37,0.33,0.3,0.36,0.37,0.33,0.32,0.32,0.36,0.35,0.37,0.29,0.3,0.3,0.27,0.27,0.3,0.25,0.27,0.3,0.36,0.31,0.29,0.27,0.32,0.28,0.28,0.29,0.27,0.5,0.31,0.29,0.28,0.26,0.29,0.27,0.25,0.26,0.24,0.24,0.25,0.27,0.24,0.24,0.25,0.24,0.26,0.29,0.26,0.23,0.24,0.26,0.24,0.24,0.22,0.22,0.25,0.26,0.24,0.3,0.23,0.0,0.23,0.21,0.23,0.27,0.28,0.22,0.23,0.26,0.21,0.28,0.22,0.23,0.19,0.22,0.22,0.2,0.19,0.16,0.22,0.21,0.19,0.23,0.25,0.21,0.22,0.21,0.25,0.18,0.22,0.21,0.23,0.23,0.19,0.2,0.21,0.21,0.19,0.24,0.22,0.18,0.24,0.24,0.21,0.18,0.19,0.19,0.18,0.19,0.18,0.2,0.2,0.19,0.21,0.18,0.17,0.2,0.17,0.0,0.18,0.19,0.0,0.16,0.0,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.16,0.19,0.21,0.16,0.17,0.2,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.68
09/14/2021,6.68,6.06,4.75,3.19,2.69,1.08,1.17,1.06,0.89,0.92,1.0,0.91,0.83,0.92,0.87,0.81,0.77,0.74,0.75,0.67,0.65,0.71,0.6,0.56,0.59,0.6,0.54,0.6,0.48,0.53,0.56,0.48,0.49,0.47,0.48,0.45,0.49,0.46,0.42,0.51,0.48,0.53,0.46,0.38,0.41,0.4,0.52,0.41,0.39,0.4,0.43,0.44,0.37,0.38,0.44,0.43,0.37,0.4,0.44,0.34,0.4,0.4,0.3,0.34,0.3,0.37,0.34,0.33,0.38,0.33,0.3,0.36,0.37,0.33,0.32,0.32,0.37,0.34,0.37,0.28,0.31,0.3,0.27,0.26,0.3,0.25,0.27,0.3,0.35,0.31,0.29,0.27,0.31,0.28,0.28,0.29,0.27,0.54,0.31,0.31,0.28,0.26,0.3,0.27,0.25,0.26,0.25,0.25,0.24,0.26,0.23,0.24,0.25,0.24,0.27,0.29,0.26,0.22,0.25,0.27,0.24,0.24,0.22,0.22,0.25,0.26,0.23,0.3,0.24,0.0,0.23,0.21,0.24,0.28,0.28,0.23,0.23,0.26,0.21,0.28,0.23,0.23,0.19,0.22,0.22,0.2,0.19,0.0,0.21,0.21,0.19,0.24,0.25,0.21,0.22,0.22,0.24,0.18,0.23,0.21,0.23,0.23,0.19,0.21,0.22,0.21,0.2,0.24,0.22,0.18,0.24,0.25,0.21,0.18,0.18,0.19,0.18,0.18,0.19,0.2,0.2,0.19,0.21,0.18,0.17,0.2,0.17,0.0,0.18,0.2,0.0,0.16,0.16,0.0,0.17,0.17,0.0,0.0,0.0,0.16,0.0,0.16,0.19,0.21,0.16,0.17,0.2,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.71
09/15/2021,6.68,6.06,4.75,3.19,2.69,1.08,1.17,1.06,0.89,0.92,1.0,0.91,0.83,0.92,0.87,0.81,0.77,0.74,0.75,0.67,0.65,0.71,0.6,0.56,0.59,0.6,0.54,0.6,0.48,0.53,0.56,0.48,0.49,0.47,0.48,0.45,0.49,0.46,0.42,0.51,0.48,0.53,0.46,0.38,0.41,0.4,0.52,0.41,0.39,0.4,0.43,0.44,0.37,0.38,0.44,0.43,0.37,0.4,0.44,0.34,0.4,0.4,0.3,0.34,0.3,0.37,0.34,0.33,0.38,0.33,0.3,0.36,0.37,0.33,0.32,0.32,0.37,0.34,0.37,0.28,0.31,0.3,0.27,0.26,0.3,0.25,0.27,0.3,0.35,0.31,0.29,0.27,0.31,0.28,0.28,0.29,0.27,0.54,0.31,0.31,0.28,0.26,0.3,0.27,0.25,0.26,0.25,0.25,0.24,0.26,0.23,0.24,0.25,0.24,0.27,0.29,0.26,0.22,0.25,0.27,0.24,0.24,0.22,0.22,0.25,0.26,0.23,0.3,0.24,0.0,0.23,0.21,0.24,0.28,0.28,0.23,0.23,0.26,0.21,0.28,0.23,0.23,0.19,0.22,0.22,0.2,0.19,0.0,0.21,0.21,0.19,0.24,0.25,0.21,0.22,0.22,0.24,0.18,0.23,0.21,0.23,0.23,0.19,0.21,0.22,0.21,0.2,0.24,0.22,0.18,0.24,0.25,0.21,0.18,0.18,0.19,0.18,0.18,0.19,0.2,0.2,0.19,0.21,0.18,0.17,0.2,0.17,0.0,0.18,0.2,0.0,0.16,0.16,0.0,0.17,0.17,0.0,0.0,0.0,0.16,0.0,0.16,0.19,0.21,0.16,0.17,0.2,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.71
09/16/2021,6.68,6.06,4.75,3.19,2.69,1.08,1.17,1.06,0.89,0.92,1.0,0.91,0.83,0.92,0.87,0.81,0.77,0.74,0.75,0.67,0.65,0.71,0.6,0.56,0.59,0.6,0.54,0.6,0.48,0.53,0.56,0.48,0.49,0.47,0.48,0.45,0.49,0.46,0.42,0.51,0.48,0.53,0.46,0.38,0.41,0.4,0.52,0.41,0.39,0.4,0.43,0.44,0.37,0.38,0.44,0.43,0.37,0.4,0.44,0.34,0.4,0.4,0.3,0.34,0.3,0.37,0.34,0.33,0.38,0.33,0.3,0.36,0.37,0.33,0.32,0.32,0.37,0.34,0.37,0.28,0.31,0.3,0.27,0.26,0.3,0.25,0.27,0.3,0.35,0.31,0.29,0.27,0.31,0.28,0.28,0.29,0.27,0.54,0.31,0.31,0.28,0.26,0.3,0.27,0.25,0.26,0.25,0.25,0.24,0.26,0.23,0.24,0.25,0.24,0.27,0.29,0.26,0.22,0.25,0.27,0.24,0.24,0.22,0.22,0.25,0.26,0.23,0.3,0.24,0.0,0.23,0.21,0.24,0.28,0.28,0.23,0.23,0.26,0.21,0.28,0.23,0.23,0.19,0.22,0.22,0.2,0.19,0.0,0.21,0.21,0.19,0.24,0.25,0.21,0.22,0.22,0.24,0.18,0.23,0.21,0.23,0.23,0.19,0.21,0.22,0.21,0.2,0.24,0.22,0.18,0.24,0.25,0.21,0.18,0.18,0.19,0.18,0.18,0.19,0.2,0.2,0.19,0.21,0.18,0.17,0.2,0.17,0.0,0.18,0.2,0.0,0.16,0.16,0.0,0.17,0.17,0.0,0.0,0.0,0.16,0.0,0.16,0.19,0.21,0.16,0.17,0.2,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.71
09/17/2021,6.55,6.03,4.62,3.2,2.62,0.0,1.11,1.01,0.9,0.83,0.95,0.0,0.79,0.91,0.75,0.82,0.75,0.79,0.0,0.73,0.67,0.7,0.58,0.55,0.62,0.53,0.51,0.54,0.45,0.5,0.52,0.38,0.47,0.47,0.48,0.48,0.46,0.44,0.43,0.51,0.43,0.39,0.43,0.34,0.42,0.0,0.49,0.38,0.41,0.44,0.43,0.44,0.4,0.43,0.38,0.4,0.0,0.28,0.41,0.27,0.33,0.4,0.35,0.28,0.33,0.37,0.33,0.33,0.32,0.33,0.33,0.36,0.32,0.3,0.25,0.27,0.35,0.26,0.29,0.28,0.0,0.3,0.33,0.24,0.3,0.28,0.27,0.28,0.3,0.29,0.27,0.26,0.31,0.24,0.26,0.31,0.32,0.33,0.26,0.3,0.29,0.27,0.28,0.25,0.27,0.25,0.25,0.25,0.0,0.25,0.25,0.28,0.26,0.0,0.28,0.24,0.27,0.23,0.22,0.0,0.21,0.27,0.24,0.0,0.29,0.31,0.23,0.22,0.23,0.0,0.23,0.25,0.19,0.25,0.24,0.23,0.26,0.25,0.0,0.24,0.19,0.24,0.0,0.0,0.22,0.19,0.18,0.22,0.21,0.2,0.19,0.0,0.19,0.0,0.23,0.21,0.22,0.2,0.22,0.21,0.25,0.24,0.21,0.2,0.22,0.26,0.24,0.22,0.19,0.0,0.0,0.23,0.22,0.19,0.0,0.19,0.18,0.0,0.21,0.19,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.2,0.18,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.22,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.19,0.0,0.0,1.55,0.65,0.39,0.34,0.34,0.31,0.31,0.3,0.3,0.28,0.27,0.26,0.26,0.26,0.26,0.25,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.12
09/20/2021,6.5,6.16,4.67,3.21,2.59,0.0,1.13,0.99,0.9,0.82,0.93,0.0,0.78,0.9,0.74,0.77,0.75,0.77,0.0,0.75,0.64,0.72,0.57,0.55,0.63,0.53,0.5,0.54,0.45,0.5,0.53,0.39,0.47,0.47,0.48,0.49,0.46,0.44,0.43,0.5,0.42,0.39,0.42,0.34,0.41,0.0,0.49,0.38,0.4,0.44,0.42,0.43,0.39,0.45,0.38,0.39,0.0,0.28,0.4,0.27,0.32,0.4,0.35,0.27,0.33,0.36,0.33,0.33,0.32,0.32,0.33,0.36,0.32,0.3,0.25,0.27,0.35,0.26,0.29,0.29,0.0,0.29,0.35,0.24,0.3,0.28,0.26,0.29,0.3,0.29,0.27,0.26,0.3,0.25,0.25,0.31,0.34,0.34,0.26,0.3,0.29,0.27,0.28,0.25,0.27,0.25,0.24,0.25,0.0,0.25,0.25,0.3,0.26,0.0,0.28,0.24,0.27,0.23,0.22,0.0,0.21,0.26,0.25,0.0,0.29,0.31,0.23,0.22,0.23,0.0,0.23,0.26,0.19,0.25,0.24,0.22,0.28,0.24,0.0,0.24,0.19,0.24,0.0,0.0,0.22,0.18,0.18,0.23,0.21,0.2,0.19,0.0,0.19,0.0,0.24,0.22,0.22,0.2,0.23,0.21,0.25,0.24,0.21,0.2,0.22,0.27,0.23,0.22,0.2,0.0,0.0,0.23,0.22,0.19,0.0,0.2,0.0,0.0,0.21,0.19,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.2,0.18,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.21,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.53,0.64,0.39,0.34,0.34,0.32,0.3,0.3,0.3,0.29,0.27,0.26,0.26,0.27,0.26,0.25,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.19,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.09
09/21/2021,6.44,6.13,4.61,3.23,2.55,0.0,1.14,1.0,0.89,0.83,0.93,0.0,0.79,0.89,0.75,0.78,0.77,0.79,0.0,0.76,0.63,0.71,0.57,0.54,0.63,0.53,0.5,0.53,0.45,0.5,0.56,0.39,0.47,0.47,0.49,0.5,0.47,0.45,0.42,0.5,0.42,0.39,0.42,0.35,0.41,0.0,0.49,0.38,0.4,0.45,0.42,0.42,0.39,0.46,0.37,0.39,0.0,0.28,0.4,0.27,0.31,0.39,0.35,0.27,0.33,0.36,0.33,0.33,0.31,0.32,0.32,0.36,0.32,0.29,0.25,0.27,0.35,0.26,0.3,0.29,0.0,0.29,0.35,0.24,0.3,0.29,0.26,0.29,0.3,0.28,0.27,0.26,0.3,0.25,0.26,0.31,0.34,0.35,0.26,0.29,0.29,0.27,0.28,0.25,0.28,0.25,0.24,0.25,0.0,0.25,0.26,0.3,0.26,0.0,0.27,0.24,0.27,0.23,0.22,0.0,0.21,0.25,0.25,0.0,0.28,0.31,0.22,0.22,0.23,0.0,0.23,0.27,0.18,0.25,0.24,0.22,0.28,0.24,0.0,0.24,0.19,0.24,0.0,0.18,0.22,0.19,0.19,0.24,0.21,0.19,0.19,0.0,0.2,0.0,0.24,0.22,0.21,0.21,0.23,0.21,0.25,0.24,0.21,0.2,0.23,0.27,0.23,0.22,0.2,0.0,0.0,0.24,0.22,0.19,0.0,0.2,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.18,0.18,0.0,0.0,0.23,0.0,0.22,0.0,0.0,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,1.54,0.64,0.39,0.33,0.34,0.33,0.3,0.29,0.29,0.29,0.27,0.26,0.26,0.27,0.26,0.25,0.23,0.21,0.21,0.22,0.22,0.21,0.21,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
09/22/2021,6.44,6.13,4.61,3.23,2.55,0.0,1.14,1.0,0.89,0.83,0.93,0.0,0.79,0.89,0.75,0.78,0.77,0.79,0.0,0.76,0.63,0.71,0.57,0.54,0.63,0.53,0.5,0.53,0.45,0.5,0.56,0.39,0.47,0.47,0.49,0.5,0.47,0.45,0.42,0.5,0.42,0.39,0.42,0.35,0.41,0.0,0.49,0.38,0.4,0.45,0.42,0.42,0.39,0.46,0.37,0.39,0.0,0.28,0.4,0.27,0.31,0.39,0.35,0.27,0.33,0.36,0.33,0.33,0.31,0.32,0.32,0.36,0.32,0.29,0.25,0.27,0.35,0.26,0.3,0.29,0.0,0.29,0.35,0.24,0.3,0.29,0.26,0.29,0.3,0.28,0.27,0.26,0.3,0.25,0.26,0.31,0.34,0.35,0.26,0.29,0.29,0.27,0.28,0.25,0.28,0.25,0.24,0.25,0.0,0.25,0.26,0.3,0.26,0.0,0.27,0.24,0.27,0.23,0.22,0.0,0.21,0.25,0.25,0.0,0.28,0.31,0.22,0.22,0.23,0.0,0.23,0.27,0.18,0.25,0.24,0.22,0.28,0.24,0.0,0.24,0.19,0.24,0.0,0.18,0.22,0.19,0.19,0.24,0.21,0.19,0.19,0.0,0.2,0.0,0.24,0.22,0.21,0.21,0.23,0.21,0.25,0.24,0.21,0.2,0.23,0.27,0.23,0.22,0.2,0.0,0.0,0.24,0.22,0.19,0.0,0.2,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.18,0.18,0.0,0.0,0.23,0.0,0.22,0.0,0.0,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,1.54,0.64,0.39,0.33,0.34,0.33,0.3,0.29,0.29,0.29,0.27,0.26,0.26,0.27,0.26,0.25,0.23,0.21,0.21,0.22,0.22,0.21,0.21,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
09/23/2021,6.44,6.13,4.61,3.23,2.55,0.0,1.14,1.0,0.89,0.83,0.93,0.0,0.79,0.89,0.75,0.78,0.77,0.79,0.0,0.76,0.63,0.71,0.57,0.54,0.63,0.53,0.5,0.53,0.45,0.5,0.56,0.39,0.47,0.47,0.49,0.5,0.47,0.45,0.42,0.5,0.42,0.39,0.42,0.35,0.41,0.0,0.49,0.38,0.4,0.45,0.42,0.42,0.39,0.46,0.37,0.39,0.0,0.28,0.4,0.27,0.31,0.39,0.35,0.27,0.33,0.36,0.33,0.33,0.31,0.32,0.32,0.36,0.32,0.29,0.25,0.27,0.35,0.26,0.3,0.29,0.0,0.29,0.35,0.24,0.3,0.29,0.26,0.29,0.3,0.28,0.27,0.26,0.3,0.25,0.26,0.31,0.34,0.35,0.26,0.29,0.29,0.27,0.28,0.25,0.28,0.25,0.24,0.25,0.0,0.25,0.26,0.3,0.26,0.0,0.27,0.24,0.27,0.23,0.22,0.0,0.21,0.25,0.25,0.0,0.28,0.31,0.22,0.22,0.23,0.0,0.23,0.27,0.18,0.25,0.24,0.22,0.28,0.24,0.0,0.24,0.19,0.24,0.0,0.18,0.22,0.19,0.19,0.24,0.21,0.19,0.19,0.0,0.2,0.0,0.24,0.22,0.21,0.21,0.23,0.21,0.25,0.24,0.21,0.2,0.23,0.27,0.23,0.22,0.2,0.0,0.0,0.24,0.22,0.19,0.0,0.2,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.18,0.18,0.0,0.0,0.23,0.0,0.22,0.0,0.0,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,1.54,0.64,0.39,0.33,0.34,0.33,0.3,0.29,0.29,0.29,0.27,0.26,0.26,0.27,0.26,0.25,0.23,0.21,0.21,0.22,0.22,0.21,0.21,0.2,0.2,0.19,0.18,0.19,0.18,0.18,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
