,AAPL,MSFT,GOOGL,AMZN,FB,PYPL,ADBE,JPM,INTC,JNJ,CSCO,CRM,VZ,ORCL,PG,CMCSA,UNH,BAC,HD,T,QCOM,INTU,IBM,UPS,AMAT,ABT,LLY,PFE,ABBV,PEP,TMO,SRE,ADP,C,MCD,ADSK,LOW,TGT,VMW,MS,CHTR,AWK,DE,AMGN,CAT,UNP,DHR,BMY,MMM,LRCX,SBUX,GS,HPQ,AXP,EXC,SHW,CSX,ED,CBRE,MRK,ES,MSI,GM,CL,FDX,FSLR,CVS,COF,MMC,HPE,NEM,CTSH,EW,EIX,HSY,JNPR,KEYS,REGN,A,ANTM,EA,ALL,NSC,HUM,MET,F,GWW,EBAY,JLL,PSA,AFL,PGR,IRM,BAX,GIS,GILD,USB,MRNA,IPG,NTAP,BDX,AKAM,HIG,TRV,BBY,KSU,OC,KEY,BXP,CCK,KRC,MDLZ,ARW,CIEN,JBL,MTD,MCO,BIIB,K,URI,RF,LDOS,CTXS,DD,EMR,WM,SEE,WST,DRI,LB,LECO,SWK,VOYA,HCA,EPAM,MAS,BK,CDW,STZ,IT,ALLY,HAS,TAP,CHD,MKC,HRL,NWSA,GPS,AGCO,VRSN,OMC,ETSY,DGX,BEN,KMB,MOS,CUBE,ATVI,TSCO,ADM,YUM,RSG,CAG,EXPD,DECK,PRU,CLX,RHI,MCK,CAH,WAT,CMG,BR,KHC,SON,AZO,LII,NTRS,WHR,ABC,IQV,COLM,CRL,BERY,NWL,AIZ,CERN,BWA,BRX,WSM,ALXN,XRAY,CPB,CNC,MAN,DVA,FHN,BAH,SJM,DFS,MHK,DPZ,EME,NYT,KSS,HOLX,BBWI WI,STLD,HBAN,THC,V,NKE,SPGI,EL,PNC,ZI,NLOK,DOW,SNPS,TFC,BSX,AVB,CI,AGR,KDP,DXC,FITB,AMKR,AVY,KIM,NUAN,AIG,LNC,VIAC,CMA,CARR,NUE,SYF,WU,LEA,RMD,M,DOV,ATO,TPR,VRTX,NVDA,TSLA,AMD,NFLX,WDAY,WY,FIS,PEAK,HUN,WMG,CF,AYI,KLAC,TTC,ZBH,OTIS,RRX,WDC,CAR,CLF,CDNS,WTS,XPO,SUM
07/23/2021,6.77,5.93,4.43,3.39,2.5,1.15,1.11,1.05,0.94,0.96,0.96,0.88,0.89,0.92,0.88,0.81,0.83,0.72,0.75,0.72,0.66,0.65,0.63,0.63,0.57,0.57,0.54,0.55,0.55,0.55,0.52,0.51,0.52,0.47,0.49,0.48,0.48,0.49,0.46,0.46,0.45,0.5,0.45,0.45,0.43,0.44,0.46,0.45,0.43,0.4,0.44,0.41,0.37,0.42,0.42,0.41,0.39,0.42,0.39,0.38,0.41,0.37,0.35,0.38,0.35,0.32,0.35,0.35,0.34,0.33,0.34,0.33,0.34,0.34,0.34,0.33,0.32,0.32,0.32,0.32,0.31,0.31,0.29,0.32,0.29,0.28,0.31,0.29,0.3,0.31,0.29,0.29,0.3,0.29,0.29,0.29,0.29,0.36,0.27,0.26,0.28,0.28,0.28,0.28,0.26,0.25,0.25,0.25,0.26,0.27,0.27,0.27,0.25,0.25,0.25,0.27,0.27,0.24,0.26,0.25,0.24,0.27,0.25,0.25,0.25,0.25,0.23,0.25,0.23,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.22,0.24,0.23,0.23,0.22,0.19,0.21,0.22,0.21,0.21,0.22,0.2,0.23,0.21,0.23,0.21,0.22,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.22,0.21,0.21,0.2,0.22,0.2,0.21,0.2,0.2,0.21,0.18,0.19,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.18,0.17,0.18,0.17,0.18,0.17,0.17,0.17,0.0,0.17,0.17,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.78
07/26/2021,6.67,5.89,4.41,3.37,2.52,1.17,1.11,1.05,0.95,0.96,0.95,0.88,0.88,0.94,0.86,0.81,0.81,0.72,0.75,0.7,0.66,0.66,0.63,0.62,0.61,0.57,0.55,0.55,0.54,0.54,0.51,0.49,0.51,0.47,0.49,0.49,0.48,0.49,0.47,0.48,0.45,0.48,0.46,0.44,0.44,0.43,0.45,0.44,0.43,0.43,0.44,0.41,0.38,0.42,0.41,0.41,0.39,0.4,0.4,0.37,0.39,0.37,0.36,0.37,0.36,0.32,0.35,0.36,0.34,0.33,0.32,0.33,0.33,0.32,0.33,0.32,0.33,0.32,0.32,0.31,0.31,0.3,0.29,0.31,0.3,0.29,0.31,0.3,0.31,0.3,0.29,0.28,0.3,0.29,0.29,0.29,0.29,0.39,0.3,0.26,0.28,0.28,0.28,0.27,0.26,0.25,0.25,0.25,0.26,0.26,0.26,0.27,0.26,0.25,0.25,0.26,0.27,0.24,0.25,0.26,0.24,0.26,0.24,0.24,0.25,0.25,0.22,0.24,0.24,0.24,0.24,0.23,0.24,0.28,0.25,0.24,0.23,0.23,0.23,0.24,0.24,0.23,0.21,0.23,0.22,0.22,0.22,0.2,0.22,0.22,0.2,0.22,0.22,0.21,0.22,0.21,0.22,0.21,0.21,0.21,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.23,0.21,0.19,0.2,0.2,0.18,0.19,0.19,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.0,0.17,0.17,0.17,0.0,0.17,0.0,0.17,0.17,0.17,0.0,0.0,0.2,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.55
07/27/2021,6.72,5.99,4.54,3.39,2.65,1.18,1.12,1.02,0.88,0.96,0.97,0.89,0.87,0.91,0.85,0.81,0.81,0.7,0.76,0.7,0.67,0.67,0.62,0.61,0.6,0.57,0.56,0.55,0.54,0.54,0.53,0.48,0.51,0.46,0.5,0.5,0.48,0.5,0.47,0.47,0.45,0.48,0.45,0.44,0.43,0.43,0.46,0.44,0.43,0.43,0.46,0.41,0.38,0.41,0.42,0.41,0.4,0.4,0.4,0.37,0.4,0.37,0.34,0.37,0.35,0.31,0.34,0.35,0.35,0.32,0.32,0.33,0.34,0.32,0.33,0.32,0.33,0.31,0.32,0.3,0.31,0.3,0.29,0.31,0.29,0.28,0.3,0.31,0.31,0.3,0.29,0.28,0.29,0.29,0.28,0.29,0.28,0.42,0.3,0.26,0.28,0.28,0.27,0.26,0.26,0.25,0.25,0.24,0.26,0.24,0.26,0.27,0.25,0.25,0.25,0.27,0.26,0.24,0.25,0.26,0.24,0.26,0.24,0.23,0.25,0.25,0.22,0.25,0.23,0.25,0.24,0.23,0.23,0.27,0.25,0.24,0.23,0.24,0.22,0.24,0.24,0.22,0.21,0.23,0.22,0.22,0.22,0.2,0.21,0.21,0.2,0.23,0.23,0.2,0.22,0.2,0.22,0.21,0.21,0.21,0.22,0.22,0.2,0.21,0.22,0.2,0.22,0.22,0.22,0.21,0.22,0.24,0.21,0.19,0.18,0.2,0.18,0.18,0.19,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.0,0.17,0.17,0.17,0.0,0.17,0.0,0.17,0.16,0.17,0.0,0.17,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.69
07/28/2021,6.72,5.99,4.54,3.39,2.65,1.18,1.12,1.02,0.88,0.96,0.97,0.89,0.87,0.91,0.85,0.81,0.81,0.7,0.76,0.7,0.67,0.67,0.62,0.61,0.6,0.57,0.56,0.55,0.54,0.54,0.53,0.48,0.51,0.46,0.5,0.5,0.48,0.5,0.47,0.47,0.45,0.48,0.45,0.44,0.43,0.43,0.46,0.44,0.43,0.43,0.46,0.41,0.38,0.41,0.42,0.41,0.4,0.4,0.4,0.37,0.4,0.37,0.34,0.37,0.35,0.31,0.34,0.35,0.35,0.32,0.32,0.33,0.34,0.32,0.33,0.32,0.33,0.31,0.32,0.3,0.31,0.3,0.29,0.31,0.29,0.28,0.3,0.31,0.31,0.3,0.29,0.28,0.29,0.29,0.28,0.29,0.28,0.42,0.3,0.26,0.28,0.28,0.27,0.26,0.26,0.25,0.25,0.24,0.26,0.24,0.26,0.27,0.25,0.25,0.25,0.27,0.26,0.24,0.25,0.26,0.24,0.26,0.24,0.23,0.25,0.25,0.22,0.25,0.23,0.25,0.24,0.23,0.23,0.27,0.25,0.24,0.23,0.24,0.22,0.24,0.24,0.22,0.21,0.23,0.22,0.22,0.22,0.2,0.21,0.21,0.2,0.23,0.23,0.2,0.22,0.2,0.22,0.21,0.21,0.21,0.22,0.22,0.2,0.21,0.22,0.2,0.22,0.22,0.22,0.21,0.22,0.24,0.21,0.19,0.18,0.2,0.18,0.18,0.19,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.0,0.17,0.17,0.17,0.0,0.17,0.0,0.17,0.16,0.17,0.0,0.17,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.69
07/29/2021,6.72,5.99,4.54,3.39,2.65,1.18,1.12,1.02,0.88,0.96,0.97,0.89,0.87,0.91,0.85,0.81,0.81,0.7,0.76,0.7,0.67,0.67,0.62,0.61,0.6,0.57,0.56,0.55,0.54,0.54,0.53,0.48,0.51,0.46,0.5,0.5,0.48,0.5,0.47,0.47,0.45,0.48,0.45,0.44,0.43,0.43,0.46,0.44,0.43,0.43,0.46,0.41,0.38,0.41,0.42,0.41,0.4,0.4,0.4,0.37,0.4,0.37,0.34,0.37,0.35,0.31,0.34,0.35,0.35,0.32,0.32,0.33,0.34,0.32,0.33,0.32,0.33,0.31,0.32,0.3,0.31,0.3,0.29,0.31,0.29,0.28,0.3,0.31,0.31,0.3,0.29,0.28,0.29,0.29,0.28,0.29,0.28,0.42,0.3,0.26,0.28,0.28,0.27,0.26,0.26,0.25,0.25,0.24,0.26,0.24,0.26,0.27,0.25,0.25,0.25,0.27,0.26,0.24,0.25,0.26,0.24,0.26,0.24,0.23,0.25,0.25,0.22,0.25,0.23,0.25,0.24,0.23,0.23,0.27,0.25,0.24,0.23,0.24,0.22,0.24,0.24,0.22,0.21,0.23,0.22,0.22,0.22,0.2,0.21,0.21,0.2,0.23,0.23,0.2,0.22,0.2,0.22,0.21,0.21,0.21,0.22,0.22,0.2,0.21,0.22,0.2,0.22,0.22,0.22,0.21,0.22,0.24,0.21,0.19,0.18,0.2,0.18,0.18,0.19,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.0,0.17,0.17,0.17,0.0,0.17,0.0,0.17,0.16,0.17,0.0,0.17,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.69
07/30/2021,6.73,5.96,4.56,3.43,2.67,1.17,1.11,1.03,0.9,0.96,0.97,0.89,0.86,0.91,0.86,0.81,0.8,0.7,0.75,0.7,0.66,0.67,0.63,0.61,0.6,0.56,0.55,0.55,0.54,0.54,0.52,0.48,0.51,0.46,0.5,0.5,0.47,0.49,0.47,0.48,0.45,0.48,0.45,0.44,0.43,0.43,0.46,0.44,0.43,0.43,0.46,0.41,0.38,0.41,0.41,0.41,0.4,0.4,0.41,0.36,0.39,0.37,0.34,0.37,0.35,0.31,0.34,0.35,0.35,0.33,0.32,0.33,0.33,0.31,0.33,0.32,0.33,0.31,0.31,0.3,0.31,0.3,0.29,0.31,0.29,0.28,0.3,0.31,0.31,0.3,0.29,0.28,0.29,0.28,0.28,0.28,0.28,0.41,0.3,0.26,0.27,0.28,0.27,0.26,0.26,0.25,0.24,0.24,0.26,0.25,0.25,0.26,0.26,0.25,0.25,0.27,0.26,0.24,0.25,0.26,0.24,0.26,0.24,0.24,0.25,0.25,0.23,0.24,0.24,0.25,0.24,0.23,0.23,0.27,0.25,0.23,0.23,0.24,0.22,0.24,0.24,0.25,0.21,0.23,0.22,0.22,0.22,0.2,0.21,0.21,0.2,0.23,0.23,0.2,0.22,0.21,0.22,0.2,0.21,0.21,0.22,0.22,0.2,0.21,0.22,0.2,0.22,0.22,0.22,0.21,0.22,0.23,0.21,0.19,0.19,0.2,0.18,0.19,0.19,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.0,0.17,0.17,0.17,0.0,0.17,0.0,0.17,0.16,0.17,0.0,0.17,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.67
08/02/2021,6.58,5.94,4.66,3.38,2.69,1.16,1.12,1.03,0.89,0.96,0.96,0.88,0.87,0.9,0.85,0.8,0.79,0.71,0.75,0.69,0.66,0.67,0.63,0.56,0.6,0.57,0.57,0.58,0.54,0.54,0.52,0.49,0.51,0.47,0.49,0.5,0.46,0.49,0.46,0.48,0.45,0.49,0.45,0.44,0.43,0.43,0.47,0.45,0.42,0.43,0.45,0.41,0.38,0.41,0.42,0.41,0.39,0.41,0.42,0.37,0.4,0.37,0.34,0.37,0.33,0.32,0.35,0.35,0.35,0.33,0.33,0.33,0.34,0.32,0.33,0.31,0.33,0.32,0.32,0.3,0.31,0.3,0.29,0.29,0.29,0.28,0.3,0.31,0.33,0.3,0.29,0.28,0.29,0.29,0.28,0.29,0.28,0.43,0.3,0.26,0.28,0.28,0.27,0.26,0.26,0.24,0.25,0.25,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.27,0.26,0.24,0.25,0.26,0.24,0.26,0.24,0.24,0.25,0.25,0.23,0.25,0.24,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.23,0.24,0.23,0.24,0.23,0.24,0.21,0.23,0.22,0.22,0.22,0.19,0.21,0.21,0.2,0.23,0.23,0.2,0.22,0.21,0.23,0.19,0.21,0.21,0.22,0.22,0.2,0.21,0.22,0.21,0.21,0.23,0.22,0.21,0.22,0.23,0.21,0.19,0.19,0.2,0.18,0.19,0.19,0.2,0.19,0.19,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.0,0.18,0.17,0.0,0.17,0.17,0.0,0.17,0.16,0.17,0.0,0.17,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7
08/03/2021,6.58,5.94,4.66,3.38,2.69,1.16,1.12,1.03,0.89,0.96,0.96,0.88,0.87,0.9,0.85,0.8,0.79,0.71,0.75,0.69,0.66,0.67,0.63,0.56,0.6,0.57,0.57,0.58,0.54,0.54,0.52,0.49,0.51,0.47,0.49,0.5,0.46,0.49,0.46,0.48,0.45,0.49,0.45,0.44,0.43,0.43,0.47,0.45,0.42,0.43,0.45,0.41,0.38,0.41,0.42,0.41,0.39,0.41,0.42,0.37,0.4,0.37,0.34,0.37,0.33,0.32,0.35,0.35,0.35,0.33,0.33,0.33,0.34,0.32,0.33,0.31,0.33,0.32,0.32,0.3,0.31,0.3,0.29,0.29,0.29,0.28,0.3,0.31,0.33,0.3,0.29,0.28,0.29,0.29,0.28,0.29,0.28,0.43,0.3,0.26,0.28,0.28,0.27,0.26,0.26,0.24,0.25,0.25,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.27,0.26,0.24,0.25,0.26,0.24,0.26,0.24,0.24,0.25,0.25,0.23,0.25,0.24,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.23,0.24,0.23,0.24,0.23,0.24,0.21,0.23,0.22,0.22,0.22,0.19,0.21,0.21,0.2,0.23,0.23,0.2,0.22,0.21,0.23,0.19,0.21,0.21,0.22,0.22,0.2,0.21,0.22,0.21,0.21,0.23,0.22,0.21,0.22,0.23,0.21,0.19,0.19,0.2,0.18,0.19,0.19,0.2,0.19,0.19,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.0,0.18,0.17,0.0,0.17,0.17,0.0,0.17,0.16,0.17,0.0,0.17,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7
08/04/2021,6.58,5.94,4.66,3.38,2.69,1.16,1.12,1.03,0.89,0.96,0.96,0.88,0.87,0.9,0.85,0.8,0.79,0.71,0.75,0.69,0.66,0.67,0.63,0.56,0.6,0.57,0.57,0.58,0.54,0.54,0.52,0.49,0.51,0.47,0.49,0.5,0.46,0.49,0.46,0.48,0.45,0.49,0.45,0.44,0.43,0.43,0.47,0.45,0.42,0.43,0.45,0.41,0.38,0.41,0.42,0.41,0.39,0.41,0.42,0.37,0.4,0.37,0.34,0.37,0.33,0.32,0.35,0.35,0.35,0.33,0.33,0.33,0.34,0.32,0.33,0.31,0.33,0.32,0.32,0.3,0.31,0.3,0.29,0.29,0.29,0.28,0.3,0.31,0.33,0.3,0.29,0.28,0.29,0.29,0.28,0.29,0.28,0.43,0.3,0.26,0.28,0.28,0.27,0.26,0.26,0.24,0.25,0.25,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.27,0.26,0.24,0.25,0.26,0.24,0.26,0.24,0.24,0.25,0.25,0.23,0.25,0.24,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.23,0.24,0.23,0.24,0.23,0.24,0.21,0.23,0.22,0.22,0.22,0.19,0.21,0.21,0.2,0.23,0.23,0.2,0.22,0.21,0.23,0.19,0.21,0.21,0.22,0.22,0.2,0.21,0.22,0.21,0.21,0.23,0.22,0.21,0.22,0.23,0.21,0.19,0.19,0.2,0.18,0.19,0.19,0.2,0.19,0.19,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.0,0.18,0.17,0.0,0.17,0.17,0.0,0.17,0.16,0.17,0.0,0.17,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7
08/05/2021,6.58,5.94,4.66,3.38,2.69,1.16,1.12,1.03,0.89,0.96,0.96,0.88,0.87,0.9,0.85,0.8,0.79,0.71,0.75,0.69,0.66,0.67,0.63,0.56,0.6,0.57,0.57,0.58,0.54,0.54,0.52,0.49,0.51,0.47,0.49,0.5,0.46,0.49,0.46,0.48,0.45,0.49,0.45,0.44,0.43,0.43,0.47,0.45,0.42,0.43,0.45,0.41,0.38,0.41,0.42,0.41,0.39,0.41,0.42,0.37,0.4,0.37,0.34,0.37,0.33,0.32,0.35,0.35,0.35,0.33,0.33,0.33,0.34,0.32,0.33,0.31,0.33,0.32,0.32,0.3,0.31,0.3,0.29,0.29,0.29,0.28,0.3,0.31,0.33,0.3,0.29,0.28,0.29,0.29,0.28,0.29,0.28,0.43,0.3,0.26,0.28,0.28,0.27,0.26,0.26,0.24,0.25,0.25,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.27,0.26,0.24,0.25,0.26,0.24,0.26,0.24,0.24,0.25,0.25,0.23,0.25,0.24,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.23,0.24,0.23,0.24,0.23,0.24,0.21,0.23,0.22,0.22,0.22,0.19,0.21,0.21,0.2,0.23,0.23,0.2,0.22,0.21,0.23,0.19,0.21,0.21,0.22,0.22,0.2,0.21,0.22,0.21,0.21,0.23,0.22,0.21,0.22,0.23,0.21,0.19,0.19,0.2,0.18,0.19,0.19,0.2,0.19,0.19,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.0,0.18,0.17,0.0,0.17,0.17,0.0,0.17,0.16,0.17,0.0,0.17,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7
08/06/2021,6.62,5.92,4.63,3.11,2.54,1.04,1.12,1.03,0.9,0.97,0.97,0.87,0.87,0.91,0.87,0.81,0.81,0.71,0.75,0.7,0.69,0.67,0.63,0.56,0.62,0.57,0.57,0.59,0.53,0.54,0.53,0.49,0.52,0.46,0.49,0.52,0.46,0.49,0.46,0.48,0.47,0.5,0.46,0.43,0.42,0.43,0.48,0.44,0.42,0.43,0.44,0.42,0.39,0.41,0.42,0.42,0.39,0.41,0.44,0.36,0.4,0.37,0.35,0.35,0.33,0.33,0.34,0.35,0.35,0.33,0.33,0.35,0.35,0.31,0.33,0.33,0.34,0.31,0.32,0.31,0.31,0.3,0.29,0.29,0.29,0.28,0.29,0.29,0.33,0.3,0.29,0.28,0.3,0.27,0.28,0.28,0.27,0.42,0.3,0.27,0.28,0.28,0.28,0.26,0.26,0.25,0.25,0.25,0.26,0.25,0.25,0.26,0.26,0.26,0.26,0.27,0.26,0.24,0.25,0.26,0.24,0.26,0.22,0.24,0.25,0.25,0.23,0.27,0.24,0.26,0.24,0.22,0.24,0.27,0.25,0.24,0.23,0.24,0.22,0.24,0.23,0.24,0.21,0.23,0.21,0.22,0.22,0.2,0.22,0.21,0.2,0.21,0.24,0.2,0.22,0.21,0.23,0.19,0.21,0.21,0.24,0.23,0.2,0.21,0.23,0.21,0.21,0.23,0.22,0.21,0.22,0.24,0.21,0.19,0.19,0.21,0.19,0.19,0.19,0.2,0.19,0.19,0.2,0.18,0.17,0.19,0.19,0.18,0.18,0.17,0.0,0.18,0.16,0.16,0.17,0.17,0.0,0.0,0.17,0.17,0.0,0.17,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.45
