,AAPL,XOM,MSFT,JPM,WFC,T,BRK.B,CVX,VZ,BAC,C,INTC,JNJ,WMT,UNH,CSCO,PFE,CMCSA,GE,IBM,PG,CVS,DIS,GOOG,GOOGL,HD,F,GM,FB,MRK,GME,GILD,ORCL,VLO,ABBV,PSX,AMZN,BA,GS,PEP,COF,AIG,COP,PM,WBA,ANTM,TGT,MPC,COST,AMGN,UNP,KO,RTX,MDT,AXP,MCD,QCOM,MMM,MO,HON,SLB,MS,LOW,USB,TXN,CAT,ADM,KR,OXY,V,PNC,TRV,MU,DUK,FDX,SBUX,ACN,NKE,MDLZ,DD,MCK,PRU,DFS,EXC,LIN,UPS,HUM,AMAT,SYF,MET,HPE,BMY,AVGO,TJX,ABT,DE,LMT,CHTR,GD,ALL,NEE,ETN,SO,MA,BK,HCA,NUE,CSX,LLY,LUMN,EMR,LYB,BKNG,KMI,CAH,BLK,M,CB,CI,KSS,AFL,EOG,TMO,NSC,NOC,ITW,GLW,HPQ,BIIB,JCI,EBAY,D,TSN,WDC,NVDA,DG,WM,AEP,ALLY,TFC,IP,BG,CMI,BKR,MMC,CTSH,SYY,SPG,ADP,CL,PPG,AMP,CCL,DHR,FITB,PYPL,CNC,DXC,TMUS,BBY,TROW,STX,AON,VIAC,TEL,LRCX,NXPI,DOW,PCAR,HAL,MRO,KHC,WMB,S+p500 Emini Fut Sep21 Xcme 20210917,PGR,OKE,CARR,GIS,SCHW,ADBE,FE,SYK,ED,PEG,HIG,WRK,SRE,APTV,BBBY,PPL,WELL,INTU,AVT,SPGI,PH,TT,AMT,STT,YUM,XEL,031330.KQ,CCI,ECL,ORLY,URI,ABC,002270.KS,GE.,581.HK,BTU,ROST,806.HK,KMB,688180.SS,ADI,n/a,NTAP,AA,CAR,GT,WY,BHGE,APD,SUM
07/23/2021,4.15,2.39,2.01,1.67,1.59,1.53,1.45,1.32,1.22,1.05,1.07,1.08,1.11,1.04,1.05,0.96,0.96,0.85,0.77,0.77,0.8,0.76,0.74,0.75,0.73,0.72,0.64,0.65,0.63,0.59,0.49,0.58,0.62,0.47,0.58,0.47,0.55,0.5,0.52,0.56,0.53,0.52,0.45,0.5,0.48,0.51,0.5,0.42,0.49,0.47,0.46,0.48,0.43,0.44,0.43,0.43,0.41,0.41,0.4,0.4,0.32,0.37,0.37,0.36,0.34,0.33,0.33,0.34,0.26,0.34,0.31,0.33,0.3,0.33,0.3,0.32,0.31,0.29,0.3,0.28,0.28,0.27,0.28,0.28,0.27,0.27,0.28,0.25,0.25,0.25,0.25,0.26,0.26,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.25,0.24,0.24,0.24,0.22,0.23,0.21,0.22,0.22,0.2,0.22,0.2,0.21,0.2,0.2,0.2,0.19,0.21,0.2,0.18,0.19,0.17,0.2,0.19,0.19,0.19,0.18,0.17,0.18,0.19,0.17,0.18,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.15,0.13,0.15,0.14,0.13,0.14,0.15,0.15,0.14,0.14,0.11,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.0,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.17,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.32
07/27/2021,4.17,2.36,2.05,1.64,1.58,1.5,1.44,1.31,1.2,1.03,1.05,1.03,1.12,1.04,1.04,0.97,0.98,0.85,0.78,0.77,0.79,0.77,0.72,0.77,0.76,0.73,0.64,0.64,0.67,0.58,0.51,0.57,0.61,0.46,0.57,0.45,0.56,0.5,0.53,0.56,0.54,0.52,0.45,0.49,0.48,0.49,0.51,0.41,0.5,0.46,0.45,0.48,0.43,0.44,0.44,0.44,0.42,0.41,0.4,0.39,0.33,0.38,0.37,0.34,0.34,0.33,0.32,0.34,0.27,0.34,0.3,0.31,0.3,0.33,0.3,0.33,0.32,0.3,0.3,0.27,0.3,0.27,0.28,0.28,0.28,0.27,0.28,0.26,0.25,0.25,0.25,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.22,0.26,0.22,0.22,0.23,0.2,0.22,0.2,0.21,0.19,0.21,0.2,0.18,0.21,0.19,0.18,0.19,0.16,0.2,0.19,0.19,0.19,0.19,0.17,0.17,0.19,0.18,0.17,0.16,0.15,0.15,0.17,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.13,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.12,0.15,0.13,0.15,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.1,0.0,0.12,0.11,0.0,0.12,0.11,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.15,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.28
07/28/2021,4.17,2.36,2.05,1.64,1.58,1.5,1.44,1.31,1.2,1.03,1.05,1.03,1.12,1.04,1.04,0.97,0.98,0.85,0.78,0.77,0.79,0.77,0.72,0.77,0.76,0.73,0.64,0.64,0.67,0.58,0.51,0.57,0.61,0.46,0.57,0.45,0.56,0.5,0.53,0.56,0.54,0.52,0.45,0.49,0.48,0.49,0.51,0.41,0.5,0.46,0.45,0.48,0.43,0.44,0.44,0.44,0.42,0.41,0.4,0.39,0.33,0.38,0.37,0.34,0.34,0.33,0.32,0.34,0.27,0.34,0.3,0.31,0.3,0.33,0.3,0.33,0.32,0.3,0.3,0.27,0.3,0.27,0.28,0.28,0.28,0.27,0.28,0.26,0.25,0.25,0.25,0.26,0.26,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.22,0.26,0.22,0.22,0.23,0.2,0.22,0.2,0.21,0.19,0.21,0.2,0.18,0.21,0.19,0.18,0.19,0.16,0.2,0.19,0.19,0.19,0.19,0.17,0.17,0.19,0.18,0.17,0.16,0.15,0.15,0.17,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.13,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.12,0.15,0.13,0.15,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.1,0.0,0.12,0.11,0.0,0.12,0.11,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.15,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.28
07/29/2021,4.15,2.4,2.03,1.64,1.59,1.49,1.43,1.33,1.19,1.04,1.07,1.05,1.11,1.03,1.02,0.97,0.98,0.85,0.78,0.78,0.78,0.76,0.72,0.78,0.76,0.73,0.65,0.65,0.67,0.58,0.52,0.57,0.61,0.47,0.57,0.46,0.56,0.51,0.53,0.55,0.54,0.52,0.46,0.49,0.48,0.48,0.51,0.42,0.5,0.46,0.45,0.48,0.43,0.44,0.43,0.44,0.41,0.41,0.4,0.39,0.34,0.38,0.37,0.35,0.34,0.33,0.32,0.34,0.27,0.34,0.3,0.31,0.3,0.32,0.3,0.33,0.31,0.3,0.3,0.27,0.29,0.27,0.28,0.28,0.28,0.27,0.27,0.26,0.25,0.25,0.25,0.26,0.26,0.25,0.25,0.24,0.23,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.22,0.25,0.22,0.22,0.23,0.2,0.22,0.2,0.21,0.2,0.21,0.2,0.19,0.21,0.19,0.18,0.19,0.16,0.2,0.19,0.18,0.19,0.19,0.17,0.18,0.19,0.18,0.17,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.13,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.12,0.15,0.13,0.15,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.0,0.12,0.12,0.0,0.11,0.11,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.32000000000001
07/30/2021,4.15,2.4,2.03,1.64,1.59,1.49,1.43,1.33,1.19,1.04,1.07,1.05,1.11,1.03,1.02,0.97,0.98,0.85,0.78,0.78,0.78,0.76,0.72,0.78,0.76,0.73,0.65,0.65,0.67,0.58,0.52,0.57,0.61,0.47,0.57,0.46,0.56,0.51,0.53,0.55,0.54,0.52,0.46,0.49,0.48,0.48,0.51,0.42,0.5,0.46,0.45,0.48,0.43,0.44,0.43,0.44,0.41,0.41,0.4,0.39,0.34,0.38,0.37,0.35,0.34,0.33,0.32,0.34,0.27,0.34,0.3,0.31,0.3,0.32,0.3,0.33,0.31,0.3,0.3,0.27,0.29,0.27,0.28,0.28,0.28,0.27,0.27,0.26,0.25,0.25,0.25,0.26,0.26,0.25,0.25,0.24,0.23,0.24,0.24,0.23,0.24,0.24,0.24,0.24,0.22,0.25,0.22,0.22,0.23,0.2,0.22,0.2,0.21,0.2,0.21,0.2,0.19,0.21,0.19,0.18,0.19,0.16,0.2,0.19,0.18,0.19,0.19,0.17,0.18,0.19,0.18,0.17,0.16,0.15,0.15,0.16,0.16,0.16,0.16,0.15,0.14,0.14,0.15,0.13,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.12,0.15,0.13,0.15,0.14,0.14,0.14,0.13,0.14,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.0,0.12,0.12,0.0,0.11,0.11,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.32000000000001
08/02/2021,4.06,2.4,2.02,1.65,1.61,1.49,1.43,1.33,1.19,1.04,1.07,1.03,1.12,1.03,1.01,0.96,1.02,0.85,0.8,0.77,0.78,0.77,0.73,0.76,0.78,0.72,0.64,0.65,0.68,0.59,0.48,0.58,0.61,0.48,0.57,0.47,0.55,0.52,0.53,0.55,0.54,0.51,0.46,0.5,0.48,0.48,0.5,0.43,0.5,0.46,0.45,0.48,0.44,0.45,0.43,0.44,0.41,0.4,0.4,0.39,0.34,0.38,0.36,0.35,0.34,0.34,0.33,0.34,0.27,0.34,0.3,0.31,0.29,0.33,0.29,0.32,0.31,0.3,0.29,0.27,0.3,0.27,0.28,0.28,0.28,0.24,0.26,0.26,0.25,0.25,0.25,0.27,0.26,0.25,0.25,0.24,0.24,0.24,0.25,0.23,0.24,0.24,0.24,0.23,0.22,0.25,0.23,0.22,0.23,0.2,0.22,0.21,0.21,0.2,0.21,0.2,0.18,0.21,0.19,0.18,0.19,0.16,0.2,0.18,0.18,0.19,0.19,0.17,0.18,0.19,0.18,0.18,0.16,0.15,0.15,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.12,0.15,0.13,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.0,0.12,0.11,0.0,0.12,0.11,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.24000000000001
08/03/2021,4.06,2.4,2.02,1.65,1.61,1.49,1.43,1.33,1.19,1.04,1.07,1.03,1.12,1.03,1.01,0.96,1.02,0.85,0.8,0.77,0.78,0.77,0.73,0.76,0.78,0.72,0.64,0.65,0.68,0.59,0.48,0.58,0.61,0.48,0.57,0.47,0.55,0.52,0.53,0.55,0.54,0.51,0.46,0.5,0.48,0.48,0.5,0.43,0.5,0.46,0.45,0.48,0.44,0.45,0.43,0.44,0.41,0.4,0.4,0.39,0.34,0.38,0.36,0.35,0.34,0.34,0.33,0.34,0.27,0.34,0.3,0.31,0.29,0.33,0.29,0.32,0.31,0.3,0.29,0.27,0.3,0.27,0.28,0.28,0.28,0.24,0.26,0.26,0.25,0.25,0.25,0.27,0.26,0.25,0.25,0.24,0.24,0.24,0.25,0.23,0.24,0.24,0.24,0.23,0.22,0.25,0.23,0.22,0.23,0.2,0.22,0.21,0.21,0.2,0.21,0.2,0.18,0.21,0.19,0.18,0.19,0.16,0.2,0.18,0.18,0.19,0.19,0.17,0.18,0.19,0.18,0.18,0.16,0.15,0.15,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.12,0.15,0.13,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.0,0.12,0.11,0.0,0.12,0.11,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.24000000000001
08/04/2021,4.06,2.4,2.02,1.65,1.61,1.49,1.43,1.33,1.19,1.04,1.07,1.03,1.12,1.03,1.01,0.96,1.02,0.85,0.8,0.77,0.78,0.77,0.73,0.76,0.78,0.72,0.64,0.65,0.68,0.59,0.48,0.58,0.61,0.48,0.57,0.47,0.55,0.52,0.53,0.55,0.54,0.51,0.46,0.5,0.48,0.48,0.5,0.43,0.5,0.46,0.45,0.48,0.44,0.45,0.43,0.44,0.41,0.4,0.4,0.39,0.34,0.38,0.36,0.35,0.34,0.34,0.33,0.34,0.27,0.34,0.3,0.31,0.29,0.33,0.29,0.32,0.31,0.3,0.29,0.27,0.3,0.27,0.28,0.28,0.28,0.24,0.26,0.26,0.25,0.25,0.25,0.27,0.26,0.25,0.25,0.24,0.24,0.24,0.25,0.23,0.24,0.24,0.24,0.23,0.22,0.25,0.23,0.22,0.23,0.2,0.22,0.21,0.21,0.2,0.21,0.2,0.18,0.21,0.19,0.18,0.19,0.16,0.2,0.18,0.18,0.19,0.19,0.17,0.18,0.19,0.18,0.18,0.16,0.15,0.15,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.12,0.15,0.13,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.0,0.12,0.11,0.0,0.12,0.11,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.24000000000001
08/05/2021,4.06,2.4,2.02,1.65,1.61,1.49,1.43,1.33,1.19,1.04,1.07,1.03,1.12,1.03,1.01,0.96,1.02,0.85,0.8,0.77,0.78,0.77,0.73,0.76,0.78,0.72,0.64,0.65,0.68,0.59,0.48,0.58,0.61,0.48,0.57,0.47,0.55,0.52,0.53,0.55,0.54,0.51,0.46,0.5,0.48,0.48,0.5,0.43,0.5,0.46,0.45,0.48,0.44,0.45,0.43,0.44,0.41,0.4,0.4,0.39,0.34,0.38,0.36,0.35,0.34,0.34,0.33,0.34,0.27,0.34,0.3,0.31,0.29,0.33,0.29,0.32,0.31,0.3,0.29,0.27,0.3,0.27,0.28,0.28,0.28,0.24,0.26,0.26,0.25,0.25,0.25,0.27,0.26,0.25,0.25,0.24,0.24,0.24,0.25,0.23,0.24,0.24,0.24,0.23,0.22,0.25,0.23,0.22,0.23,0.2,0.22,0.21,0.21,0.2,0.21,0.2,0.18,0.21,0.19,0.18,0.19,0.16,0.2,0.18,0.18,0.19,0.19,0.17,0.18,0.19,0.18,0.18,0.16,0.15,0.15,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.12,0.15,0.13,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.0,0.12,0.11,0.0,0.12,0.11,0.13,0.12,0.11,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.14,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.24000000000001
08/06/2021,4.09,2.38,2.01,1.64,1.64,1.48,1.44,1.34,1.18,1.04,1.08,1.04,1.12,1.04,1.04,0.98,1.07,0.84,0.78,0.78,0.8,0.77,0.7,0.75,0.77,0.72,0.65,0.67,0.63,0.57,0.43,0.57,0.62,0.49,0.56,0.47,0.51,0.51,0.53,0.55,0.53,0.51,0.45,0.5,0.48,0.5,0.51,0.43,0.51,0.45,0.45,0.48,0.44,0.44,0.42,0.42,0.42,0.4,0.4,0.39,0.33,0.38,0.36,0.34,0.34,0.33,0.33,0.36,0.26,0.32,0.31,0.31,0.31,0.33,0.28,0.31,0.31,0.31,0.29,0.26,0.3,0.27,0.29,0.28,0.28,0.24,0.25,0.27,0.25,0.25,0.26,0.27,0.26,0.25,0.25,0.25,0.23,0.25,0.25,0.23,0.25,0.25,0.24,0.22,0.22,0.26,0.24,0.22,0.24,0.2,0.22,0.21,0.2,0.19,0.21,0.2,0.19,0.21,0.19,0.18,0.2,0.16,0.2,0.18,0.18,0.19,0.19,0.18,0.18,0.19,0.17,0.17,0.16,0.15,0.15,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.15,0.13,0.14,0.15,0.14,0.14,0.14,0.11,0.15,0.13,0.13,0.13,0.15,0.14,0.13,0.14,0.13,0.14,0.11,0.14,0.13,0.13,0.12,0.11,0.1,0.0,0.12,0.11,0.0,0.12,0.11,0.14,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.21
08/09/2021,4.1,2.35,2.04,1.66,1.66,1.48,1.44,1.33,1.18,1.06,1.1,1.04,1.12,1.06,1.02,0.98,1.06,0.85,0.78,0.78,0.8,0.73,0.71,0.76,0.77,0.73,0.64,0.63,0.66,0.57,0.43,0.57,0.62,0.47,0.55,0.45,0.51,0.51,0.54,0.54,0.54,0.53,0.45,0.5,0.48,0.48,0.51,0.44,0.52,0.44,0.45,0.47,0.44,0.44,0.43,0.43,0.42,0.4,0.4,0.39,0.32,0.39,0.35,0.34,0.35,0.33,0.33,0.36,0.26,0.33,0.31,0.31,0.32,0.33,0.28,0.31,0.32,0.31,0.28,0.26,0.29,0.28,0.29,0.29,0.28,0.24,0.24,0.27,0.26,0.25,0.26,0.26,0.26,0.25,0.25,0.25,0.23,0.25,0.25,0.23,0.25,0.25,0.24,0.23,0.22,0.26,0.23,0.22,0.25,0.19,0.22,0.2,0.21,0.19,0.18,0.2,0.19,0.22,0.17,0.19,0.2,0.16,0.2,0.18,0.18,0.19,0.19,0.18,0.18,0.19,0.17,0.18,0.16,0.16,0.16,0.17,0.16,0.17,0.16,0.15,0.14,0.14,0.14,0.13,0.15,0.15,0.14,0.15,0.15,0.14,0.13,0.15,0.12,0.16,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.12,0.14,0.13,0.13,0.12,0.11,0.0,0.1,0.11,0.11,0.0,0.12,0.11,0.14,0.11,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.23000000000002
08/10/2021,4.05,2.36,2.02,1.69,1.71,1.47,1.46,1.33,1.17,1.08,1.11,1.03,1.11,1.05,1.02,0.97,1.05,0.85,0.79,0.78,0.78,0.74,0.71,0.76,0.76,0.72,0.63,0.63,0.65,0.56,0.43,0.56,0.62,0.47,0.55,0.45,0.51,0.51,0.56,0.54,0.55,0.55,0.45,0.49,0.48,0.48,0.5,0.44,0.51,0.43,0.45,0.47,0.44,0.43,0.43,0.42,0.42,0.4,0.39,0.39,0.32,0.39,0.35,0.35,0.34,0.33,0.33,0.35,0.26,0.33,0.31,0.32,0.32,0.33,0.28,0.31,0.31,0.31,0.28,0.27,0.29,0.28,0.29,0.28,0.28,0.24,0.24,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.23,0.25,0.25,0.23,0.25,0.25,0.24,0.23,0.23,0.25,0.23,0.22,0.24,0.18,0.22,0.2,0.21,0.19,0.18,0.2,0.2,0.22,0.17,0.19,0.2,0.16,0.2,0.18,0.18,0.19,0.18,0.18,0.18,0.19,0.16,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.14,0.14,0.14,0.13,0.15,0.15,0.14,0.15,0.15,0.14,0.13,0.15,0.12,0.16,0.14,0.13,0.12,0.14,0.13,0.13,0.14,0.14,0.14,0.12,0.14,0.13,0.13,0.12,0.11,0.1,0.1,0.11,0.11,0.0,0.12,0.11,0.14,0.11,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.1,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.13
08/11/2021,4.05,2.36,2.02,1.69,1.71,1.47,1.46,1.33,1.17,1.08,1.11,1.03,1.11,1.05,1.02,0.97,1.05,0.85,0.79,0.78,0.78,0.74,0.71,0.76,0.76,0.72,0.63,0.63,0.65,0.56,0.43,0.56,0.62,0.47,0.55,0.45,0.51,0.51,0.56,0.54,0.55,0.55,0.45,0.49,0.48,0.48,0.5,0.44,0.51,0.43,0.45,0.47,0.44,0.43,0.43,0.42,0.42,0.4,0.39,0.39,0.32,0.39,0.35,0.35,0.34,0.33,0.33,0.35,0.26,0.33,0.31,0.32,0.32,0.33,0.28,0.31,0.31,0.31,0.28,0.27,0.29,0.28,0.29,0.28,0.28,0.24,0.24,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.23,0.25,0.25,0.23,0.25,0.25,0.24,0.23,0.23,0.25,0.23,0.22,0.24,0.18,0.22,0.2,0.21,0.19,0.18,0.2,0.2,0.22,0.17,0.19,0.2,0.16,0.2,0.18,0.18,0.19,0.18,0.18,0.18,0.19,0.16,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.14,0.14,0.14,0.13,0.15,0.15,0.14,0.15,0.15,0.14,0.13,0.15,0.12,0.16,0.14,0.13,0.12,0.14,0.13,0.13,0.14,0.14,0.14,0.12,0.14,0.13,0.13,0.12,0.11,0.1,0.1,0.11,0.11,0.0,0.12,0.11,0.14,0.11,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.1,0.11,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.13
08/12/2021,4.05,2.34,2.02,1.69,1.71,1.47,1.47,1.31,1.17,1.1,1.12,1.04,1.12,1.05,1.01,0.97,1.07,0.84,0.0,0.77,0.79,0.74,0.71,0.76,0.77,0.72,0.63,0.62,0.65,0.56,0.45,0.56,0.62,0.47,0.55,0.45,0.51,0.52,0.56,0.54,0.55,0.56,0.44,0.49,0.48,0.48,0.51,0.44,0.52,0.42,0.45,0.47,0.44,0.43,0.43,0.42,0.42,0.4,0.39,0.39,0.32,0.4,0.35,0.35,0.34,0.33,0.34,0.36,0.25,0.33,0.31,0.32,0.31,0.33,0.28,0.31,0.31,0.31,0.28,0.27,0.28,0.28,0.29,0.28,0.28,0.24,0.24,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.23,0.25,0.25,0.23,0.25,0.25,0.24,0.22,0.23,0.25,0.24,0.22,0.25,0.19,0.22,0.21,0.2,0.19,0.18,0.2,0.2,0.22,0.17,0.19,0.2,0.15,0.2,0.18,0.18,0.19,0.18,0.18,0.18,0.19,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.13,0.15,0.15,0.14,0.14,0.15,0.13,0.13,0.15,0.12,0.16,0.14,0.13,0.12,0.14,0.13,0.13,0.14,0.14,0.14,0.12,0.14,0.13,0.13,0.12,0.11,0.0,0.1,0.11,0.11,0.0,0.12,0.11,0.14,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.0,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.13,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.24
