,NLY,AGNC,STWD,NRZ,HASI,CIM,BXMT,ABR,ARI,PMT,MFA,TWO,NYMT,STAR,BRMK,RWT,LADR,USD,RC,IVR,ARR,GPMT,TRTX,BRSP,EFC,KREF,CMO,DX,ACRE,ORC,AJX,WMC,CHMI,EARN,MLPFT,XTSLA,DJEU1,DJEZ1,FBRT,SUM
08/19/2021,16.02,11.37,9.42,5.67,5.52,4.81,4.63,3.66,3.34,2.91,3.22,3.19,2.57,2.87,2.13,2.2,2.01,0.08,1.37,1.22,1.17,1.16,1.21,1.26,1.19,1.06,0.99,0.85,0.9,0.76,0.47,0.26,0.24,0.16,0.01,0.12,0.0,0.0,0.0,100.02
08/20/2021,16.09,11.43,9.38,5.65,5.47,4.85,4.61,3.61,3.37,2.92,3.21,3.18,2.57,2.83,2.13,2.2,2.01,0.08,1.38,1.22,1.18,1.15,1.19,1.25,1.2,1.07,0.99,0.85,0.9,0.76,0.47,0.26,0.24,0.16,0.01,0.11,0.0,0.0,0.0,99.98
08/23/2021,16.1,11.4,9.38,5.62,5.49,4.86,4.59,3.57,3.34,2.91,3.23,3.17,2.58,2.88,2.17,2.18,2.02,0.09,1.38,1.2,1.18,1.15,1.16,1.3,1.2,1.06,1.0,0.86,0.91,0.75,0.48,0.26,0.24,0.16,0.01,0.11,0.0,0.0,0.0,99.99
08/24/2021,16.05,11.35,9.35,5.65,5.5,4.85,4.6,3.6,3.34,2.93,3.23,3.18,2.59,2.87,2.16,2.19,2.02,0.09,1.38,1.22,1.18,1.16,1.17,1.28,1.2,1.06,1.02,0.85,0.91,0.76,0.47,0.27,0.24,0.16,0.01,0.11,0.0,0.0,0.0,100.0
08/25/2021,16.05,11.35,9.35,5.65,5.5,4.85,4.6,3.6,3.34,2.93,3.23,3.18,2.59,2.87,2.16,2.19,2.02,0.09,1.38,1.22,1.18,1.16,1.17,1.28,1.2,1.06,1.02,0.85,0.91,0.76,0.47,0.27,0.24,0.16,0.01,0.11,0.0,0.0,0.0,100.0
08/26/2021,16.02,11.37,9.35,5.69,5.55,4.82,4.58,3.59,3.34,2.92,3.29,3.19,2.6,2.82,2.13,2.2,2.02,0.08,1.4,1.22,1.19,1.16,1.16,1.28,1.19,1.05,1.03,0.84,0.91,0.76,0.46,0.26,0.24,0.16,0.01,0.1,0.0,0.0,0.0,99.98
08/27/2021,16.01,11.33,9.29,5.96,5.5,4.8,4.55,3.58,3.32,2.92,3.3,3.2,2.59,2.81,2.11,2.22,2.01,0.08,1.38,1.22,1.19,1.16,1.18,1.3,1.19,1.06,1.02,0.84,0.91,0.76,0.46,0.26,0.24,0.16,0.01,0.1,0.0,0.0,0.0,100.01999999999998
08/30/2021,16.03,11.32,9.28,6.03,5.52,4.77,4.56,3.58,3.31,2.93,3.27,3.2,2.58,2.8,2.12,2.2,1.99,0.11,1.37,1.2,1.2,1.16,1.18,1.3,1.19,1.06,1.02,0.84,0.91,0.76,0.46,0.26,0.24,0.16,0.01,0.11,0.0,0.0,0.0,100.03
08/31/2021,15.94,11.31,9.28,6.08,5.51,4.77,4.56,3.6,3.37,2.94,3.29,3.2,2.58,2.85,2.11,2.17,2.01,0.0,1.38,1.19,1.19,1.16,1.18,1.31,1.19,1.06,1.02,0.83,0.91,0.75,0.47,0.26,0.24,0.16,0.01,0.14,0.0,0.0,0.0,100.02
09/01/2021,15.94,11.31,9.28,6.08,5.51,4.77,4.56,3.6,3.37,2.94,3.29,3.2,2.58,2.85,2.11,2.17,2.01,0.0,1.38,1.19,1.19,1.16,1.18,1.31,1.19,1.06,1.02,0.83,0.91,0.75,0.47,0.26,0.24,0.16,0.01,0.14,0.0,0.0,0.0,100.02
09/02/2021,15.93,11.16,9.26,6.11,5.67,4.77,4.57,3.59,3.36,2.92,3.27,3.19,2.56,2.87,2.1,2.19,1.99,0.1,1.37,1.19,1.18,1.15,1.17,1.31,1.17,1.07,1.02,0.83,0.92,0.74,0.47,0.26,0.24,0.16,0.01,0.14,0.0,0.0,0.0,100.01
09/03/2021,15.86,11.16,9.24,6.17,5.65,4.79,4.55,3.59,3.37,2.93,3.28,3.2,2.59,2.85,2.08,2.18,2.0,0.08,1.37,1.19,1.18,1.16,1.17,1.31,1.17,1.07,1.01,0.83,0.92,0.73,0.47,0.26,0.24,0.16,0.01,0.16,0.0,0.0,0.0,99.98
09/06/2021,15.84,11.09,9.26,6.2,5.68,4.79,4.58,3.61,3.36,2.94,3.29,3.15,2.58,2.82,2.08,2.18,2.01,0.07,1.37,1.2,1.19,1.16,1.17,1.36,1.18,1.08,1.02,0.83,0.92,0.74,0.47,0.25,0.24,0.16,0.01,0.14,0.0,0.0,0.0,100.02
09/07/2021,15.82,11.11,9.23,6.23,5.63,4.79,4.6,3.61,3.37,2.96,3.26,3.16,2.57,2.78,2.1,2.19,2.01,0.1,1.37,1.19,1.19,1.17,1.17,1.36,1.18,1.09,1.03,0.83,0.93,0.74,0.47,0.25,0.24,0.16,0.01,0.12,0.0,0.0,0.0,100.02
09/08/2021,15.82,11.11,9.23,6.23,5.63,4.79,4.6,3.61,3.37,2.96,3.26,3.16,2.57,2.78,2.1,2.19,2.01,0.1,1.37,1.19,1.19,1.17,1.17,1.36,1.18,1.09,1.03,0.83,0.93,0.74,0.47,0.25,0.24,0.16,0.01,0.12,0.0,0.0,0.0,100.02
09/09/2021,15.83,11.12,9.24,6.24,5.64,4.8,4.6,3.61,3.37,2.96,3.27,3.17,2.58,2.78,2.1,2.19,2.01,0.1,1.38,1.19,1.19,1.17,1.17,1.36,1.18,1.09,1.03,0.83,0.93,0.74,0.47,0.25,0.24,0.16,0.01,0.12,0.0,0.0,0.0,100.12
09/10/2021,15.83,11.1,9.26,6.25,5.57,4.79,4.57,3.63,3.39,2.97,3.25,3.17,2.56,2.76,2.1,2.2,1.98,0.09,1.38,1.2,1.2,1.17,1.17,1.33,1.17,1.1,1.04,0.84,0.93,0.75,0.46,0.25,0.24,0.16,0.01,0.13,0.0,0.0,0.0,100.0
09/13/2021,15.89,11.17,9.17,6.28,5.48,4.78,4.58,3.65,3.36,3.03,3.24,3.18,2.56,2.86,2.08,2.2,1.96,0.12,1.38,1.19,1.21,1.16,1.15,1.29,1.19,1.08,1.03,0.84,0.93,0.75,0.47,0.25,0.24,0.16,0.01,0.09,0.0,0.0,0.0,100.01
09/14/2021,16.05,11.31,9.06,6.32,5.36,4.8,4.42,3.65,3.32,3.04,3.23,3.19,2.57,2.86,2.11,2.21,1.95,0.03,1.38,1.19,1.23,1.15,1.14,1.27,1.2,1.09,1.04,0.85,0.93,0.76,0.47,0.24,0.24,0.16,0.01,0.17,0.0,0.0,0.0,100.0
09/15/2021,16.05,11.31,9.06,6.32,5.36,4.8,4.42,3.65,3.32,3.04,3.23,3.19,2.57,2.86,2.11,2.21,1.95,0.03,1.38,1.19,1.23,1.15,1.14,1.27,1.2,1.09,1.04,0.85,0.93,0.76,0.47,0.24,0.24,0.16,0.01,0.17,0.0,0.0,0.0,100.0
09/16/2021,16.01,11.22,9.06,6.33,5.34,4.8,4.42,3.63,3.32,3.05,3.24,3.21,2.57,2.88,2.09,2.23,1.98,0.03,1.37,1.21,1.22,1.15,1.14,1.34,1.2,1.09,1.04,0.84,0.93,0.76,0.47,0.24,0.24,0.16,0.01,0.17,0.0,0.0,0.0,99.99
09/17/2021,16.16,11.17,9.07,6.3,5.27,4.82,4.43,3.62,3.33,3.07,3.21,3.2,2.57,2.88,2.06,2.25,1.99,0.04,1.37,1.21,1.2,1.14,1.15,1.33,1.2,1.09,1.04,0.84,0.92,0.76,0.47,0.24,0.24,0.16,0.01,0.17,0.0,0.0,0.0,99.98
09/20/2021,16.13,11.14,9.07,6.32,5.32,4.85,4.4,3.64,3.35,3.04,3.21,3.2,2.57,2.88,2.07,2.25,1.97,0.01,1.37,1.2,1.19,1.14,1.18,1.32,1.2,1.09,1.04,0.84,0.92,0.75,0.47,0.24,0.24,0.16,0.01,0.19,0.0,0.0,0.0,99.97
09/21/2021,14.9,10.31,8.39,5.86,5.39,4.52,4.52,4.05,3.53,3.19,3.39,3.37,2.73,2.88,2.17,2.36,2.05,0.0,1.45,1.5,1.47,1.22,1.24,1.38,1.41,1.13,1.09,0.98,1.11,1.02,0.49,0.25,0.26,0.22,0.01,0.2,0.0,0.0,0.0,100.04000000000002
09/22/2021,14.9,10.31,8.39,5.86,5.39,4.52,4.52,4.05,3.53,3.19,3.39,3.37,2.73,2.88,2.17,2.36,2.05,0.0,1.45,1.5,1.47,1.22,1.24,1.38,1.41,1.13,1.09,0.98,1.11,1.02,0.49,0.25,0.26,0.22,0.01,0.2,0.0,0.0,0.0,100.04000000000002
09/23/2021,14.99,10.37,8.41,5.86,5.24,4.55,4.56,4.07,3.49,3.18,3.39,3.37,2.73,2.86,2.17,2.34,2.04,0.0,1.45,1.49,1.47,1.21,1.25,1.36,1.42,1.14,1.09,0.99,1.12,1.02,0.48,0.25,0.25,0.22,0.01,0.2,0.0,0.0,0.0,100.04000000000002
09/24/2021,14.99,10.39,8.49,5.84,5.27,4.55,4.59,4.02,3.47,3.19,3.41,3.36,2.73,2.81,2.16,2.35,2.05,0.0,1.44,1.5,1.48,1.21,1.25,1.35,1.41,1.14,1.07,0.98,1.11,1.02,0.48,0.25,0.26,0.23,0.01,0.2,0.0,0.0,0.0,100.06000000000002
09/27/2021,15.05,10.33,8.49,5.86,5.36,4.54,4.52,4.07,3.49,3.15,3.42,3.37,2.67,2.72,2.13,2.34,2.09,0.13,1.44,1.48,1.46,1.2,1.25,1.35,1.41,1.14,1.07,0.97,1.11,1.01,0.48,0.24,0.26,0.23,0.01,0.14,0.0,0.0,0.0,99.98
09/28/2021,15.09,10.33,8.52,5.85,5.34,4.56,4.55,4.09,3.51,3.14,3.42,3.4,2.66,2.71,2.13,2.38,2.09,0.0,1.44,1.48,1.45,1.21,1.26,1.34,1.42,1.15,1.06,0.97,1.11,1.01,0.48,0.25,0.26,0.23,0.01,0.16,0.0,0.0,0.0,100.06
09/30/2021,15.05,10.3,8.59,5.87,5.36,4.55,4.56,4.09,3.52,3.15,3.41,3.4,2.66,2.65,2.12,2.38,2.13,0.0,1.44,1.5,1.45,1.2,1.26,1.33,1.42,1.15,1.06,0.96,1.12,1.0,0.48,0.25,0.26,0.22,0.01,0.16,0.0,0.0,0.0,100.06
10/01/2021,15.09,10.36,8.57,5.83,5.17,4.54,4.57,4.1,3.55,3.17,3.41,3.41,2.68,2.63,2.12,2.37,2.13,0.0,1.44,1.49,1.47,1.2,1.23,1.33,1.42,1.17,1.07,0.97,1.12,1.01,0.48,0.25,0.25,0.22,0.01,0.18,0.0,0.0,0.0,100.01
10/20/2021,14.39,10.2,8.4,5.88,5.34,4.44,4.61,4.19,3.45,3.14,3.3,3.36,2.64,2.78,2.11,2.48,2.19,1.05,1.4,1.51,1.42,1.17,1.24,1.34,1.37,1.14,0.97,0.98,1.09,0.99,0.49,0.25,0.25,0.22,0.07,0.15,0.0,0.0,0.0,100.0
10/21/2021,14.35,10.25,8.38,5.87,5.18,4.45,4.63,4.26,3.46,3.15,3.3,3.36,2.65,2.79,2.1,2.52,2.17,1.04,1.42,1.51,1.41,1.18,1.23,1.34,1.37,1.15,0.99,0.98,1.1,0.99,0.49,0.25,0.25,0.23,0.07,0.15,0.0,0.0,0.0,100.02
10/22/2021,14.44,10.32,8.37,5.84,5.3,4.49,4.59,4.26,3.43,3.15,3.3,3.36,2.64,2.72,2.1,2.49,2.13,1.2,1.41,1.49,1.41,1.17,1.23,1.31,1.37,1.14,0.0,0.98,1.1,0.99,0.49,0.25,0.25,0.23,0.07,0.15,0.0,0.0,0.85,100.02
10/25/2021,14.42,10.3,8.4,5.85,5.41,4.45,4.63,4.25,3.44,3.17,3.29,3.36,2.68,2.76,2.12,2.51,2.15,0.77,1.43,1.47,1.4,1.18,1.24,1.3,1.37,1.15,0.0,0.96,1.1,0.98,0.49,0.24,0.25,0.23,0.06,0.35,0.0,0.0,0.84,100.0
10/26/2021,14.45,10.32,8.42,5.91,5.42,4.46,4.63,4.28,3.46,3.17,3.28,3.35,2.68,2.75,2.12,2.5,2.13,0.87,1.44,1.47,1.4,1.16,1.25,1.3,1.37,1.15,0.0,0.96,1.1,0.98,0.5,0.24,0.25,0.23,0.06,0.12,0.0,0.0,0.84,100.02
10/27/2021,14.45,10.32,8.42,5.91,5.42,4.46,4.63,4.28,3.46,3.17,3.28,3.35,2.68,2.75,2.12,2.5,2.13,0.87,1.44,1.47,1.4,1.16,1.25,1.3,1.37,1.15,0.0,0.96,1.1,0.98,0.5,0.24,0.25,0.23,0.06,0.12,0.0,0.0,0.84,100.02
10/28/2021,14.42,10.26,8.37,5.94,5.5,4.47,4.63,4.31,3.46,3.17,3.23,3.34,2.69,2.78,2.12,2.49,2.13,0.87,1.43,1.46,1.4,1.17,1.27,1.31,1.37,1.16,0.0,0.96,1.1,0.98,0.5,0.24,0.25,0.23,0.06,0.12,0.0,0.0,0.84,100.03
10/29/2021,14.51,10.34,8.42,5.98,5.55,4.51,4.64,4.32,3.37,3.16,3.22,3.23,2.67,2.8,2.14,2.46,2.14,0.66,1.42,1.46,1.4,1.16,1.26,1.3,1.38,1.18,0.0,0.97,1.11,0.99,0.5,0.24,0.25,0.23,0.06,0.12,0.0,0.0,0.84,99.99
11/01/2021,14.5,10.03,8.46,5.96,5.62,4.53,4.76,4.39,3.45,3.2,3.26,3.25,2.72,2.85,2.15,2.55,2.19,0.1,1.45,1.49,1.41,1.19,1.27,1.36,1.39,1.15,0.0,0.96,1.11,0.99,0.5,0.24,0.25,0.23,0.01,0.15,0.0,0.0,0.84,99.96
11/02/2021,14.36,10.13,8.48,5.97,5.59,4.58,4.77,4.44,3.45,3.21,3.24,3.27,2.71,2.86,2.15,2.49,2.22,0.07,1.45,1.49,1.41,1.2,1.27,1.35,1.38,1.14,0.0,0.97,1.11,1.0,0.5,0.24,0.25,0.23,0.01,0.16,0.0,0.0,0.84,99.99
11/03/2021,14.36,10.13,8.48,5.97,5.59,4.58,4.77,4.44,3.45,3.21,3.24,3.27,2.71,2.86,2.15,2.49,2.22,0.07,1.45,1.49,1.41,1.2,1.27,1.35,1.38,1.14,0.0,0.97,1.11,1.0,0.5,0.24,0.25,0.23,0.01,0.16,0.0,0.0,0.84,99.99
11/04/2021,14.38,10.13,8.47,5.97,5.56,4.56,4.77,4.5,3.47,3.19,3.23,3.26,2.73,2.9,2.13,2.52,2.22,0.07,1.45,1.49,1.42,1.2,1.28,1.34,1.37,1.14,0.0,0.96,1.11,0.99,0.5,0.24,0.25,0.23,0.01,0.16,0.0,0.0,0.82,100.02
11/05/2021,14.38,10.11,8.44,6.08,5.7,4.51,4.73,4.31,3.43,3.2,3.22,3.25,2.66,3.06,2.13,2.48,2.21,0.07,1.45,1.52,1.42,1.2,1.27,1.36,1.37,1.13,0.0,0.97,1.11,0.99,0.49,0.24,0.25,0.24,0.01,0.15,0.0,0.0,0.83,99.97
