,NVDA,DPZ,STAA,MTD,FRPT,TDY,TWLO,APH,TDG,IDXX,ODFL,FFIN,ENTG,UNP,POOL,GNRC,INTU,EPAM,EXR,ZS,CVNA,UPWK,CROX,ZBRA,HZNP,EL,AXON,V,BURL,TRGP,RH,NET,TT,FATE,DOCU,LB,MEDP,FTNT,WAT,HD,AOS,BYD,AMAT,CRWD,TTC,CLF,UHAL,EFX,TMUS,ACN,CRL,NTRA,GOOGL,WMS,BILL,ROKU,DNLI,TPD.,GPS,MSFT,MRNA,SNA,MRVL,YETI,HUBS,KLAC,MGM,ACHC,FANG,VRT,TGT,ORCL,LRCX,THC,GGG,MAA,TPL,MRO,OXY,URI,TECH,DVN,FOXF,COTY,CARR,NDAQ,SBNY,CLR,DFS,ALGN,BX,AVY,CZR,MTZ,OMF,SIVB,TPR,ALLY,WEA.,NVCR,AGPXX,TPX,WAL,Tapestry Inc,Securities Lending - Bnym,Cash/Receivables/Payables,BBWI WI,VSCO WI,n/a,VSCO,688008.SS,BBWI,MRTX,AMT,CELH,WST,PAYC,CPRT,NKE,DHR,SGMS,MPWR,MSCI,NOW,PCTY,CAR,LSCC,DXCM,GTLS,VEEV,AMD,ADBE,INSP,MASI,WK,RGEN,AMEH,EW,SNPS,AA,OVV,ELS,COST,SWAV,SNAP,MCO,WCC,CMG,SYNA,SITE,DKS,CDW,ASAN,TMO,UPST,GME,ISRG,NEO,ETSY,CTLT,BIO,ON,KEYS,SQ,IRDM,BUWA.,DUT.,AAPL,ORLY,SHW,CDNS,TYL,RCM,SAIA,SCI,BLD,LFUS,UNH,SPGI,OLN,CTAS,BLDR,FR,AON,ARES,LPX,IIPR,PKN.,ZTS,TTEK,TER,WSC,TREX,F,PWR,KKR,ROK,CRM,PKI,SUM
09/15/2021,3.27,3.11,2.55,2.76,2.03,2.27,1.9,2.36,1.95,2.1,2.25,1.62,1.77,1.59,1.75,1.67,1.77,1.87,1.6,1.69,1.46,1.06,1.7,1.37,1.41,1.2,1.1,1.01,0.92,1.06,1.05,1.16,1.0,0.73,0.88,0.0,0.94,1.09,1.01,0.83,0.78,0.77,0.76,0.75,0.72,0.81,0.82,0.79,0.63,0.77,0.8,0.69,0.75,0.68,0.98,0.5,0.43,0.0,0.45,0.65,1.18,0.59,0.63,0.63,0.64,0.63,0.58,0.56,0.44,0.48,0.54,0.58,0.51,0.57,0.53,0.57,0.41,0.44,0.42,0.56,0.58,0.51,0.5,0.48,0.59,0.56,0.54,0.51,0.51,0.59,0.65,0.54,0.52,0.42,0.46,0.52,0.47,0.5,0.0,0.32,0.07,0.74,0.5,0.0,0.0,0.0,0.78,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/16/2021,3.25,3.14,2.42,2.72,2.01,2.26,1.88,2.4,2.01,2.03,2.25,1.66,1.84,1.6,1.71,1.64,1.75,1.86,1.6,1.68,1.45,1.11,1.63,1.38,1.38,1.2,1.09,1.02,0.94,1.1,1.06,1.15,1.0,0.71,0.87,0.0,0.92,1.05,0.97,0.85,0.78,0.77,0.78,0.73,0.72,0.79,0.84,0.8,0.63,0.77,0.79,0.69,0.76,0.67,0.99,0.49,0.44,0.0,0.47,0.66,1.11,0.6,0.65,0.63,0.64,0.65,0.59,0.57,0.46,0.47,0.54,0.58,0.53,0.58,0.53,0.58,0.42,0.48,0.45,0.57,0.57,0.53,0.5,0.5,0.59,0.56,0.56,0.54,0.52,0.59,0.66,0.54,0.52,0.44,0.47,0.54,0.47,0.52,0.0,0.31,0.07,0.75,0.52,0.0,0.0,0.0,0.79,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.1
09/17/2021,3.26,3.11,2.44,2.73,2.07,2.28,1.89,2.39,2.02,2.05,2.25,1.63,1.9,1.57,1.7,1.62,1.79,1.87,1.58,1.74,1.47,1.11,1.77,1.37,1.4,1.2,1.09,1.01,0.94,1.09,1.05,1.17,0.98,0.7,0.86,0.0,0.9,1.07,0.99,0.84,0.77,0.77,0.79,0.74,0.71,0.78,0.83,0.8,0.63,0.77,0.8,0.69,0.76,0.66,1.01,0.48,0.44,0.0,0.46,0.67,1.13,0.59,0.65,0.63,0.64,0.65,0.57,0.53,0.45,0.47,0.54,0.56,0.52,0.57,0.53,0.58,0.41,0.46,0.45,0.55,0.58,0.52,0.49,0.49,0.58,0.56,0.55,0.53,0.51,0.58,0.67,0.53,0.52,0.43,0.46,0.52,0.47,0.51,0.0,0.3,0.07,0.75,0.51,0.0,0.0,0.0,0.78,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
09/20/2021,3.22,3.09,2.49,2.68,2.2,2.23,1.91,2.38,1.96,2.03,2.24,1.62,1.94,1.55,1.66,1.62,1.78,1.86,1.55,1.7,1.5,1.11,1.85,1.37,1.4,1.15,1.09,1.0,0.93,1.12,1.03,1.21,0.97,0.71,0.87,0.0,0.9,1.06,0.95,0.84,0.74,0.79,0.8,0.75,0.69,0.8,0.82,0.79,0.62,0.76,0.79,0.68,0.76,0.61,1.03,0.48,0.44,0.0,0.46,0.67,1.15,0.59,0.65,0.63,0.66,0.67,0.56,0.51,0.47,0.47,0.54,0.56,0.53,0.57,0.52,0.57,0.41,0.48,0.46,0.57,0.59,0.55,0.48,0.48,0.57,0.55,0.54,0.57,0.52,0.59,0.68,0.53,0.54,0.43,0.45,0.53,0.47,0.51,0.0,0.3,0.04,0.74,0.51,0.0,0.0,0.0,0.81,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/21/2021,3.22,3.09,2.49,2.68,2.19,2.23,1.91,2.38,1.96,2.03,2.24,1.62,1.94,1.55,1.66,1.62,1.78,1.86,1.55,1.7,1.5,1.11,1.85,1.37,1.4,1.15,1.09,1.0,0.93,1.12,1.03,1.21,0.97,0.71,0.87,0.0,0.9,1.06,0.95,0.84,0.74,0.79,0.8,0.75,0.69,0.8,0.82,0.79,0.62,0.76,0.79,0.68,0.76,0.61,1.03,0.48,0.44,0.0,0.46,0.67,1.14,0.59,0.65,0.63,0.66,0.67,0.56,0.51,0.47,0.46,0.54,0.56,0.53,0.57,0.52,0.57,0.41,0.48,0.46,0.56,0.59,0.55,0.48,0.48,0.57,0.55,0.54,0.57,0.52,0.59,0.68,0.53,0.54,0.43,0.45,0.53,0.47,0.51,0.0,0.3,0.04,0.74,0.51,0.0,0.0,0.0,0.81,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/22/2021,3.19,3.07,2.49,2.68,2.25,2.22,1.96,2.37,1.99,2.04,2.24,1.65,1.94,1.55,1.65,1.61,1.75,1.83,1.54,1.72,1.46,1.17,1.83,1.34,1.43,1.15,1.05,1.0,0.95,1.1,1.01,1.2,0.97,0.77,0.88,0.0,0.92,1.06,0.95,0.84,0.73,0.8,0.78,0.75,0.69,0.76,0.81,0.78,0.62,0.75,0.8,0.72,0.75,0.62,1.03,0.49,0.44,0.0,0.46,0.66,1.12,0.58,0.64,0.62,0.66,0.67,0.57,0.53,0.49,0.46,0.54,0.56,0.52,0.57,0.52,0.56,0.44,0.47,0.45,0.56,0.6,0.54,0.48,0.49,0.57,0.55,0.54,0.56,0.52,0.59,0.68,0.51,0.53,0.43,0.46,0.54,0.47,0.51,0.0,0.31,0.04,0.74,0.51,0.0,0.0,0.0,0.81,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/23/2021,3.13,3.09,2.48,2.7,2.28,2.24,1.92,2.37,2.04,2.07,2.29,1.65,1.93,1.55,1.67,1.59,1.77,1.84,1.57,1.72,1.47,1.15,1.82,1.33,1.44,1.14,1.08,1.01,0.96,1.1,1.02,1.18,0.98,0.73,0.88,0.0,0.92,1.07,0.97,0.85,0.73,0.81,0.77,0.75,0.69,0.7,0.82,0.78,0.62,0.76,0.8,0.7,0.75,0.63,1.01,0.49,0.43,0.0,0.46,0.66,1.13,0.58,0.64,0.62,0.66,0.65,0.57,0.56,0.48,0.47,0.54,0.57,0.52,0.57,0.52,0.58,0.42,0.46,0.44,0.55,0.6,0.52,0.48,0.48,0.57,0.55,0.53,0.55,0.52,0.59,0.64,0.52,0.53,0.42,0.46,0.53,0.45,0.51,0.0,0.31,0.04,0.76,0.51,0.0,0.0,0.0,0.8,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/24/2021,3.14,3.08,2.48,2.7,2.34,2.23,1.94,2.35,2.03,2.08,2.34,1.63,1.94,1.53,1.66,1.6,1.76,1.86,1.56,1.73,1.43,1.19,1.82,1.3,1.45,1.13,1.08,1.01,0.96,1.11,1.03,1.21,0.97,0.74,0.87,0.0,0.92,1.07,0.95,0.85,0.72,0.8,0.76,0.74,0.67,0.7,0.83,0.76,0.61,0.75,0.81,0.72,0.75,0.63,0.97,0.49,0.45,0.0,0.45,0.66,1.15,0.58,0.64,0.62,0.67,0.65,0.56,0.56,0.48,0.47,0.54,0.57,0.51,0.58,0.52,0.57,0.43,0.45,0.43,0.55,0.6,0.53,0.49,0.47,0.55,0.55,0.52,0.55,0.52,0.59,0.66,0.51,0.53,0.42,0.46,0.53,0.45,0.51,0.0,0.31,0.04,0.77,0.51,0.0,0.0,0.0,0.8,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000004
09/27/2021,3.22,2.96,2.52,2.67,2.26,2.24,1.91,2.38,2.05,2.07,2.28,1.64,1.95,1.52,1.63,1.66,1.78,1.85,1.49,1.72,1.39,1.19,1.89,1.28,1.41,1.14,1.06,1.01,0.96,1.14,1.02,1.22,0.97,0.73,0.86,0.0,0.95,1.08,0.95,0.83,0.71,0.82,0.77,0.74,0.66,0.72,0.81,0.76,0.62,0.76,0.81,0.69,0.74,0.62,0.95,0.5,0.44,0.0,0.45,0.65,1.17,0.57,0.65,0.61,0.69,0.66,0.6,0.56,0.51,0.46,0.52,0.57,0.52,0.56,0.5,0.57,0.43,0.49,0.46,0.58,0.59,0.59,0.51,0.47,0.55,0.55,0.53,0.58,0.53,0.59,0.63,0.51,0.55,0.41,0.46,0.56,0.46,0.51,0.0,0.31,0.04,0.76,0.52,0.0,0.0,0.0,0.81,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05000000000004
09/28/2021,3.19,2.96,2.45,2.68,2.25,2.26,1.89,2.41,2.08,2.08,2.32,1.65,1.93,1.55,1.64,1.63,1.79,1.86,1.46,1.73,1.41,1.18,1.82,1.31,1.43,1.14,1.09,1.03,0.97,1.15,1.03,1.18,0.96,0.69,0.86,0.0,0.97,1.09,0.93,0.84,0.71,0.83,0.78,0.74,0.65,0.71,0.81,0.76,0.62,0.75,0.83,0.67,0.75,0.62,0.94,0.48,0.42,0.0,0.45,0.66,1.12,0.57,0.65,0.6,0.69,0.66,0.6,0.56,0.52,0.46,0.52,0.58,0.52,0.56,0.5,0.57,0.43,0.5,0.47,0.58,0.6,0.6,0.49,0.46,0.55,0.56,0.53,0.58,0.54,0.59,0.63,0.51,0.56,0.41,0.47,0.57,0.46,0.5,0.0,0.3,0.04,0.77,0.53,0.0,0.0,0.0,0.82,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/29/2021,3.19,2.96,2.45,2.68,2.25,2.26,1.89,2.41,2.08,2.07,2.32,1.65,1.93,1.55,1.64,1.63,1.79,1.86,1.46,1.73,1.41,1.18,1.82,1.31,1.43,1.14,1.09,1.03,0.97,1.15,1.02,1.18,0.96,0.69,0.86,0.0,0.97,1.09,0.93,0.84,0.71,0.83,0.78,0.74,0.65,0.71,0.81,0.76,0.62,0.75,0.83,0.67,0.75,0.62,0.94,0.48,0.42,0.0,0.45,0.66,1.12,0.57,0.65,0.6,0.69,0.66,0.6,0.56,0.52,0.46,0.52,0.58,0.52,0.55,0.5,0.56,0.43,0.5,0.47,0.58,0.6,0.6,0.49,0.46,0.55,0.55,0.53,0.58,0.54,0.59,0.63,0.51,0.55,0.41,0.46,0.57,0.46,0.5,0.0,0.3,0.04,0.77,0.53,0.0,0.0,0.0,0.81,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/30/2021,3.15,2.97,2.36,2.56,2.25,2.27,1.92,2.42,2.11,2.0,2.3,1.71,1.92,1.56,1.62,1.64,1.77,1.78,1.45,1.7,1.41,1.14,1.81,1.29,1.43,1.14,1.09,1.03,0.99,1.21,1.06,1.12,0.94,0.69,0.84,0.0,0.94,1.06,0.91,0.85,0.72,0.86,0.79,0.72,0.66,0.74,0.83,0.76,0.62,0.75,0.79,0.66,0.75,0.64,0.94,0.48,0.43,0.0,0.47,0.65,1.07,0.59,0.65,0.58,0.67,0.66,0.61,0.57,0.57,0.47,0.52,0.59,0.53,0.55,0.51,0.56,0.46,0.53,0.51,0.6,0.57,0.64,0.49,0.47,0.55,0.56,0.57,0.63,0.55,0.57,0.62,0.52,0.58,0.43,0.48,0.6,0.47,0.52,0.0,0.3,0.04,0.77,0.55,0.0,0.0,0.0,0.84,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
10/07/2021,2.49,2.74,1.75,1.75,0.0,1.61,0.0,1.79,0.0,1.51,1.63,0.0,1.41,0.0,1.3,1.1,1.22,1.32,0.88,0.99,0.76,0.0,1.12,0.74,0.95,0.74,0.71,0.0,0.0,0.0,0.69,0.79,0.66,0.0,0.56,0.0,0.66,0.74,0.61,0.61,0.0,0.0,0.54,0.55,0.55,0.0,0.65,0.58,0.0,0.57,0.58,0.52,0.56,0.56,0.73,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.53,0.48,0.52,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,2.88,2.87,2.58,2.56,2.51,2.28,2.16,2.01,1.96,1.92,1.73,1.4,1.31,1.29,1.17,1.15,1.05,1.02,1.02,0.97,0.91,0.86,0.84,0.74,0.73,0.72,0.7,0.69,0.68,0.68,0.65,0.65,0.64,0.62,0.61,0.61,0.59,0.58,0.56,0.56,0.56,0.55,0.54,0.54,0.54,0.53,0.52,0.52,0.52,0.51,0.51,0.5,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/08/2021,2.54,2.72,1.77,1.74,0.0,1.58,0.0,1.79,0.0,1.49,1.65,0.0,1.41,0.0,1.29,1.09,1.23,1.34,0.86,1.0,0.73,0.0,1.12,0.74,0.96,0.75,0.7,0.0,0.0,0.0,0.68,0.84,0.66,0.0,0.57,0.0,0.66,0.76,0.61,0.61,0.0,0.0,0.55,0.55,0.55,0.0,0.65,0.58,0.0,0.57,0.57,0.52,0.56,0.56,0.73,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.54,0.48,0.52,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,2.82,2.67,2.54,2.49,2.28,2.16,1.99,1.83,1.91,1.75,1.41,1.3,1.35,1.17,1.16,0.99,1.01,1.02,0.98,0.9,0.86,0.84,0.72,0.73,0.73,0.7,0.68,0.69,0.67,0.65,0.67,0.65,0.62,0.61,0.61,0.58,0.57,0.54,0.56,0.57,0.54,0.55,0.54,0.54,0.53,0.53,0.51,0.5,0.52,0.51,0.52,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/11/2021,2.57,2.72,1.75,1.73,0.0,1.56,0.0,1.78,0.0,1.48,1.64,0.0,1.39,0.0,1.3,1.1,1.21,1.35,0.87,1.03,0.72,0.0,1.12,0.72,0.94,0.74,0.7,0.0,0.0,0.0,0.69,0.9,0.65,0.0,0.59,0.0,0.65,0.77,0.59,0.61,0.0,0.0,0.54,0.55,0.54,0.0,0.67,0.58,0.0,0.56,0.58,0.54,0.57,0.56,0.75,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.58,0.48,0.54,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,2.79,2.69,2.52,2.51,2.28,2.16,1.97,1.87,1.89,1.74,1.4,1.3,1.3,1.18,1.14,0.99,1.02,1.05,0.98,0.92,0.86,0.83,0.72,0.66,0.73,0.7,0.64,0.7,0.67,0.65,0.68,0.67,0.62,0.59,0.6,0.59,0.57,0.54,0.53,0.59,0.54,0.56,0.53,0.54,0.53,0.55,0.51,0.5,0.5,0.5,0.54,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
10/12/2021,2.58,2.74,1.7,1.73,0.0,1.55,0.0,1.81,0.0,1.49,1.63,0.0,1.4,0.0,1.3,1.09,1.22,1.35,0.88,1.03,0.72,0.0,1.06,0.72,0.95,0.74,0.69,0.0,0.0,0.0,0.69,0.93,0.64,0.0,0.59,0.0,0.64,0.77,0.6,0.62,0.0,0.0,0.54,0.55,0.54,0.0,0.68,0.58,0.0,0.57,0.58,0.54,0.58,0.56,0.75,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.58,0.48,0.54,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,2.78,2.63,2.49,2.51,2.3,2.2,1.98,1.84,1.9,1.74,1.37,1.29,1.44,1.17,1.13,0.98,1.03,1.05,0.99,0.88,0.86,0.82,0.69,0.59,0.73,0.69,0.64,0.73,0.68,0.66,0.66,0.67,0.63,0.58,0.6,0.58,0.57,0.53,0.53,0.58,0.55,0.57,0.54,0.54,0.51,0.55,0.51,0.5,0.5,0.51,0.52,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
