,MORN,POOL,MCY,MSFT,WST,DGX,TGT,TTC,INTU,TROW,UPS,OKE,AOS,EXR,LAD,LOW,TSCO,LECO,LII,NDAQ,SYK,MDT,GGG,ETN,PM,XYL,HRC,CMCSA,TXN,UNH,CSL,RSG,AXP,WM,HUBB,AGO,EXPD,JNJ,ADI,JBHT,ALB,SBUX,NEE,PEP,RJF,AFG,ALL,ANTM,EMR,CUBE,BLK,EVR,CPT,HSY,MAA,UDR,SHW,DOV,GPC,NSC,BMY,ELS,AVB,RHI,GD,TRV,MPC,DUK,UGI,HON,JPM,ABC,PEG,CSCO,BOKF,ATR,ESS,RBC,IPG,CINF,AJG,CMA,IDA,KO,WHR,INGR,PPG,IP,OMC,MO,USB,SO,SYY,CMI,MAN,XEL,AMP,MCHP,SLGN,CFR,LNT,FRT,SJM,ORI,GLW,AVY,AIZ,MDU,CASY,NFG,NNN,LEG,STLD,WSM,SNA,FHN,PBCT,IRM,ADM,LNC,NUE,BEN,WLK,WBA,RS,DTE,DTM WI,Cash,n/a,DTM,AON,XLNX,HD,STE,NDSN,APH,MMC,MCO,PG,COST,BR,BRO,NKE,CE,CBOE,PAYX,ADP,CB,ROP,SCI,PFE,ARE,THG,ROK,WTRG,LHX,DCI,AEP,EVRG,KR,SLVM WI,RRX,SLVM,SUM
11/15/2021,0.87,0.82,0.0,0.87,0.7,0.7,0.8,0.72,0.86,0.77,0.82,0.94,0.84,0.8,0.0,0.87,0.88,0.81,0.0,0.83,0.77,0.71,0.78,0.81,0.69,0.76,0.79,0.68,0.78,0.84,0.86,0.82,0.86,0.8,0.81,0.88,0.8,0.0,0.0,0.83,0.89,0.76,0.77,0.81,0.84,0.81,0.67,0.86,0.73,0.77,0.8,0.85,0.82,0.76,0.8,0.77,0.82,0.78,0.86,0.0,0.0,0.75,0.81,0.89,0.77,0.0,0.9,0.74,0.73,0.76,0.81,0.77,0.75,0.75,0.0,0.0,0.79,0.0,0.75,0.79,0.85,0.0,0.73,0.78,0.0,0.0,0.8,0.65,0.0,0.68,0.82,0.74,0.8,0.0,0.67,0.0,0.87,0.0,0.0,0.0,0.69,0.0,0.81,0.83,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.77,0.89,0.75,0.0,0.0,0.74,0.84,0.0,0.8,0.86,0.0,0.74,0.87,0.0,0.0,0.0,0.38,0.0,0.8,1.04,0.87,0.82,0.84,0.83,0.81,0.8,0.78,0.86,0.81,0.84,0.83,0.87,0.8,0.84,0.86,0.82,0.79,0.79,0.79,0.77,0.69,0.8,0.73,0.74,0.73,0.71,0.71,0.68,0.0,0.87,0.03,99.93000000000002
11/16/2021,0.87,0.82,0.0,0.87,0.7,0.7,0.8,0.72,0.86,0.77,0.82,0.94,0.84,0.8,0.0,0.87,0.88,0.81,0.0,0.83,0.77,0.71,0.78,0.81,0.69,0.76,0.79,0.68,0.78,0.84,0.86,0.82,0.86,0.8,0.81,0.88,0.8,0.0,0.0,0.83,0.89,0.76,0.77,0.81,0.84,0.81,0.67,0.86,0.73,0.77,0.8,0.85,0.82,0.76,0.8,0.77,0.82,0.78,0.86,0.0,0.0,0.75,0.81,0.89,0.77,0.0,0.9,0.74,0.73,0.76,0.81,0.77,0.75,0.75,0.0,0.0,0.79,0.0,0.75,0.79,0.85,0.0,0.73,0.78,0.0,0.0,0.8,0.65,0.0,0.68,0.82,0.74,0.8,0.0,0.67,0.0,0.87,0.0,0.0,0.0,0.69,0.0,0.81,0.83,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.77,0.89,0.75,0.0,0.0,0.74,0.84,0.0,0.8,0.86,0.0,0.74,0.87,0.0,0.0,0.0,0.38,0.0,0.8,1.04,0.87,0.82,0.84,0.83,0.81,0.8,0.78,0.86,0.81,0.84,0.83,0.87,0.8,0.84,0.86,0.82,0.79,0.79,0.79,0.77,0.69,0.8,0.73,0.74,0.73,0.71,0.71,0.68,0.0,0.87,0.03,99.93000000000002
11/17/2021,0.87,0.82,0.0,0.87,0.7,0.7,0.8,0.72,0.86,0.77,0.82,0.94,0.84,0.8,0.0,0.87,0.88,0.81,0.0,0.83,0.77,0.71,0.78,0.81,0.69,0.76,0.79,0.68,0.78,0.84,0.86,0.82,0.86,0.8,0.81,0.88,0.8,0.0,0.0,0.83,0.89,0.76,0.77,0.81,0.84,0.81,0.67,0.86,0.73,0.77,0.8,0.85,0.82,0.76,0.8,0.77,0.82,0.78,0.86,0.0,0.0,0.75,0.81,0.89,0.77,0.0,0.9,0.74,0.73,0.76,0.81,0.77,0.75,0.75,0.0,0.0,0.79,0.0,0.75,0.79,0.85,0.0,0.73,0.78,0.0,0.0,0.8,0.65,0.0,0.68,0.82,0.74,0.8,0.0,0.67,0.0,0.87,0.0,0.0,0.0,0.69,0.0,0.81,0.83,0.0,0.79,0.73,0.0,0.0,0.0,0.0,0.0,0.77,0.89,0.75,0.0,0.0,0.74,0.84,0.0,0.8,0.86,0.0,0.74,0.87,0.0,0.0,0.0,0.38,0.0,0.8,1.04,0.87,0.82,0.84,0.83,0.81,0.8,0.78,0.86,0.81,0.84,0.83,0.87,0.8,0.84,0.86,0.82,0.79,0.79,0.79,0.77,0.69,0.8,0.73,0.74,0.73,0.71,0.71,0.68,0.0,0.87,0.03,99.93000000000002
11/18/2021,0.88,0.83,0.0,0.86,0.7,0.72,0.8,0.72,0.85,0.75,0.83,0.92,0.84,0.8,0.0,0.87,0.87,0.81,0.0,0.82,0.76,0.71,0.79,0.8,0.7,0.75,0.79,0.68,0.77,0.83,0.86,0.83,0.87,0.81,0.81,0.87,0.8,0.0,0.0,0.83,0.87,0.75,0.77,0.82,0.84,0.82,0.66,0.85,0.73,0.78,0.8,0.85,0.84,0.78,0.81,0.78,0.82,0.78,0.86,0.0,0.0,0.75,0.81,0.88,0.77,0.0,0.88,0.74,0.74,0.76,0.81,0.78,0.76,0.76,0.0,0.0,0.8,0.0,0.75,0.79,0.86,0.0,0.75,0.78,0.0,0.0,0.8,0.65,0.0,0.68,0.83,0.75,0.79,0.0,0.67,0.0,0.87,0.0,0.0,0.0,0.7,0.0,0.8,0.83,0.0,0.78,0.73,0.0,0.0,0.0,0.0,0.0,0.76,0.88,0.76,0.0,0.0,0.74,0.85,0.0,0.78,0.84,0.0,0.74,0.87,0.0,0.0,0.0,0.38,0.0,0.8,1.01,0.87,0.83,0.85,0.84,0.81,0.8,0.79,0.86,0.82,0.84,0.8,0.86,0.78,0.85,0.86,0.82,0.78,0.8,0.82,0.77,0.7,0.8,0.73,0.73,0.74,0.73,0.72,0.69,0.0,0.87,0.04,100.0
11/19/2021,0.88,0.89,0.0,0.87,0.71,0.72,0.83,0.72,0.87,0.75,0.83,0.92,0.87,0.81,0.0,0.87,0.88,0.82,0.0,0.82,0.73,0.68,0.76,0.8,0.7,0.73,0.79,0.67,0.77,0.81,0.87,0.83,0.87,0.81,0.8,0.87,0.82,0.0,0.0,0.84,0.88,0.74,0.78,0.81,0.83,0.78,0.66,0.86,0.72,0.78,0.79,0.87,0.84,0.76,0.81,0.79,0.84,0.77,0.87,0.0,0.0,0.74,0.82,0.87,0.76,0.0,0.88,0.73,0.74,0.74,0.8,0.76,0.76,0.75,0.0,0.0,0.81,0.0,0.74,0.77,0.87,0.0,0.74,0.77,0.0,0.0,0.8,0.64,0.0,0.68,0.82,0.72,0.76,0.0,0.66,0.0,0.87,0.0,0.0,0.0,0.7,0.0,0.8,0.83,0.0,0.78,0.73,0.0,0.0,0.0,0.0,0.0,0.77,0.91,0.77,0.0,0.0,0.76,0.87,0.0,0.77,0.85,0.0,0.73,0.86,0.0,0.0,0.0,0.43,0.0,0.8,1.09,0.87,0.82,0.85,0.86,0.81,0.79,0.78,0.88,0.8,0.85,0.8,0.84,0.79,0.85,0.87,0.81,0.78,0.8,0.82,0.77,0.7,0.8,0.73,0.72,0.74,0.71,0.73,0.69,0.0,0.89,0.04,100.03000000000002
11/22/2021,0.89,0.89,0.0,0.88,0.74,0.73,0.83,0.74,0.9,0.75,0.82,0.91,0.88,0.8,0.0,0.9,0.9,0.81,0.0,0.83,0.73,0.68,0.76,0.8,0.68,0.73,0.78,0.66,0.76,0.81,0.87,0.83,0.85,0.82,0.8,0.87,0.82,0.0,0.0,0.85,0.88,0.74,0.78,0.8,0.83,0.78,0.66,0.85,0.72,0.75,0.78,0.86,0.83,0.76,0.8,0.78,0.85,0.78,0.87,0.0,0.0,0.74,0.8,0.88,0.75,0.0,0.86,0.72,0.73,0.74,0.79,0.76,0.75,0.74,0.0,0.0,0.79,0.0,0.74,0.76,0.87,0.0,0.76,0.77,0.0,0.0,0.81,0.64,0.0,0.67,0.82,0.72,0.76,0.0,0.66,0.0,0.87,0.0,0.0,0.0,0.69,0.0,0.79,0.83,0.0,0.78,0.73,0.0,0.0,0.0,0.0,0.0,0.76,0.95,0.77,0.0,0.0,0.74,0.86,0.0,0.78,0.85,0.0,0.72,0.86,0.0,0.0,0.0,0.43,0.0,0.8,1.11,0.92,0.83,0.85,0.85,0.82,0.81,0.78,0.89,0.8,0.86,0.81,0.85,0.8,0.85,0.87,0.81,0.78,0.81,0.82,0.76,0.7,0.81,0.72,0.71,0.74,0.7,0.72,0.67,0.0,0.89,0.04,100.02
11/23/2021,0.89,0.89,0.0,0.88,0.74,0.73,0.83,0.74,0.9,0.75,0.82,0.91,0.88,0.8,0.0,0.9,0.9,0.81,0.0,0.83,0.73,0.68,0.76,0.8,0.68,0.73,0.78,0.66,0.76,0.81,0.87,0.83,0.85,0.82,0.8,0.87,0.82,0.0,0.0,0.85,0.88,0.74,0.78,0.8,0.83,0.78,0.66,0.85,0.72,0.75,0.78,0.86,0.83,0.76,0.8,0.78,0.85,0.78,0.87,0.0,0.0,0.74,0.8,0.88,0.75,0.0,0.86,0.72,0.73,0.74,0.79,0.76,0.75,0.74,0.0,0.0,0.79,0.0,0.74,0.76,0.87,0.0,0.76,0.77,0.0,0.0,0.81,0.64,0.0,0.67,0.82,0.72,0.76,0.0,0.66,0.0,0.87,0.0,0.0,0.0,0.69,0.0,0.79,0.83,0.0,0.78,0.73,0.0,0.0,0.0,0.0,0.0,0.76,0.95,0.77,0.0,0.0,0.74,0.86,0.0,0.78,0.85,0.0,0.72,0.86,0.0,0.0,0.0,0.43,0.0,0.8,1.11,0.92,0.83,0.85,0.85,0.82,0.81,0.78,0.89,0.8,0.86,0.81,0.85,0.8,0.85,0.87,0.81,0.78,0.81,0.82,0.76,0.7,0.81,0.72,0.71,0.74,0.7,0.72,0.67,0.0,0.89,0.04,100.02
11/24/2021,0.91,0.9,0.0,0.89,0.76,0.74,0.79,0.75,0.97,0.74,0.82,0.89,0.88,0.82,0.0,0.93,0.91,0.82,0.0,0.82,0.74,0.68,0.76,0.8,0.66,0.73,0.79,0.65,0.8,0.8,0.87,0.84,0.83,0.82,0.81,0.86,0.82,0.0,0.0,0.83,0.92,0.74,0.8,0.81,0.82,0.79,0.65,0.83,0.7,0.78,0.76,0.84,0.84,0.77,0.8,0.78,0.84,0.78,0.87,0.0,0.0,0.75,0.81,0.89,0.75,0.0,0.81,0.72,0.72,0.73,0.77,0.74,0.76,0.7,0.0,0.0,0.8,0.0,0.71,0.76,0.86,0.0,0.77,0.76,0.0,0.0,0.8,0.62,0.0,0.66,0.79,0.73,0.74,0.0,0.65,0.0,0.85,0.0,0.0,0.0,0.71,0.0,0.78,0.82,0.0,0.76,0.73,0.0,0.0,0.0,0.0,0.0,0.74,0.94,0.75,0.0,0.0,0.72,0.85,0.0,0.79,0.83,0.0,0.7,0.85,0.0,0.0,0.0,0.44,0.0,0.79,1.12,0.96,0.83,0.86,0.86,0.83,0.79,0.78,0.91,0.79,0.86,0.83,0.84,0.79,0.86,0.89,0.8,0.8,0.81,0.85,0.77,0.69,0.83,0.75,0.72,0.73,0.72,0.73,0.66,0.0,0.91,0.04,100.01000000000003
11/25/2021,0.89,0.87,0.0,0.88,0.74,0.74,0.77,0.75,0.92,0.72,0.82,0.9,0.88,0.81,0.0,0.94,0.91,0.82,0.0,0.81,0.73,0.67,0.76,0.8,0.66,0.72,0.79,0.64,0.78,0.79,0.87,0.84,0.81,0.81,0.8,0.87,0.82,0.0,0.0,0.84,0.92,0.74,0.79,0.81,0.82,0.79,0.66,0.83,0.71,0.76,0.76,0.84,0.84,0.78,0.8,0.78,0.83,0.78,0.87,0.0,0.0,0.74,0.8,0.89,0.76,0.0,0.82,0.73,0.73,0.73,0.79,0.74,0.76,0.71,0.0,0.0,0.8,0.0,0.71,0.76,0.87,0.0,0.78,0.76,0.0,0.0,0.8,0.63,0.0,0.66,0.81,0.73,0.75,0.0,0.65,0.0,0.86,0.0,0.0,0.0,0.72,0.0,0.79,0.83,0.0,0.76,0.75,0.0,0.0,0.0,0.0,0.0,0.79,0.94,0.75,0.0,0.0,0.72,0.86,0.0,0.84,0.83,0.0,0.71,0.86,0.0,0.0,0.0,0.46,0.0,0.79,1.12,0.96,0.82,0.85,0.85,0.82,0.78,0.79,0.91,0.79,0.87,0.82,0.84,0.77,0.85,0.88,0.81,0.79,0.81,0.85,0.76,0.71,0.83,0.75,0.72,0.73,0.72,0.74,0.69,0.0,0.89,0.04,100.01
11/26/2021,0.88,0.87,0.0,0.87,0.72,0.74,0.78,0.73,0.93,0.72,0.83,0.93,0.88,0.81,0.0,0.93,0.89,0.81,0.0,0.81,0.71,0.65,0.76,0.8,0.65,0.71,0.79,0.65,0.78,0.8,0.87,0.84,0.81,0.82,0.8,0.87,0.81,0.0,0.0,0.85,0.89,0.75,0.78,0.81,0.84,0.81,0.66,0.84,0.7,0.76,0.77,0.84,0.84,0.78,0.81,0.79,0.82,0.78,0.88,0.0,0.0,0.74,0.81,0.88,0.76,0.0,0.85,0.73,0.73,0.72,0.8,0.76,0.76,0.72,0.0,0.0,0.81,0.0,0.71,0.76,0.86,0.0,0.77,0.76,0.0,0.0,0.79,0.63,0.0,0.66,0.82,0.73,0.76,0.0,0.64,0.0,0.86,0.0,0.0,0.0,0.72,0.0,0.83,0.83,0.0,0.77,0.75,0.0,0.0,0.0,0.0,0.0,0.79,0.91,0.75,0.0,0.0,0.72,0.86,0.0,0.83,0.83,0.0,0.71,0.86,0.0,0.0,0.0,0.45,0.0,0.79,1.11,0.95,0.81,0.85,0.85,0.82,0.78,0.79,0.92,0.78,0.87,0.81,0.84,0.78,0.85,0.88,0.81,0.77,0.81,0.85,0.77,0.71,0.82,0.74,0.72,0.73,0.72,0.73,0.69,0.0,0.89,0.04,99.96000000000002
11/29/2021,0.89,0.88,0.0,0.87,0.73,0.74,0.78,0.75,0.95,0.72,0.81,0.94,0.88,0.82,0.0,0.93,0.89,0.81,0.0,0.82,0.71,0.66,0.76,0.79,0.66,0.7,0.79,0.65,0.78,0.81,0.86,0.85,0.81,0.82,0.8,0.86,0.8,0.0,0.0,0.85,0.89,0.75,0.78,0.81,0.85,0.79,0.66,0.84,0.7,0.78,0.77,0.83,0.86,0.78,0.83,0.8,0.82,0.78,0.87,0.0,0.0,0.76,0.82,0.88,0.75,0.0,0.86,0.73,0.73,0.71,0.8,0.76,0.77,0.72,0.0,0.0,0.82,0.0,0.71,0.76,0.87,0.0,0.77,0.76,0.0,0.0,0.78,0.62,0.0,0.66,0.81,0.73,0.76,0.0,0.64,0.0,0.86,0.0,0.0,0.0,0.71,0.0,0.82,0.83,0.0,0.76,0.74,0.0,0.0,0.0,0.0,0.0,0.76,0.9,0.74,0.0,0.0,0.73,0.86,0.0,0.81,0.82,0.0,0.69,0.85,0.0,0.0,0.0,0.46,0.0,0.79,1.16,0.96,0.81,0.86,0.85,0.82,0.8,0.79,0.93,0.78,0.88,0.81,0.83,0.79,0.85,0.87,0.8,0.77,0.81,0.84,0.78,0.71,0.82,0.73,0.71,0.72,0.71,0.72,0.69,0.0,0.89,0.04,100.0
11/30/2021,0.89,0.88,0.0,0.87,0.73,0.74,0.78,0.75,0.95,0.72,0.81,0.94,0.88,0.82,0.0,0.93,0.89,0.81,0.0,0.82,0.71,0.66,0.76,0.79,0.66,0.7,0.79,0.65,0.78,0.81,0.86,0.85,0.81,0.82,0.8,0.86,0.8,0.0,0.0,0.85,0.89,0.75,0.78,0.81,0.85,0.79,0.66,0.84,0.7,0.78,0.77,0.83,0.86,0.78,0.83,0.8,0.82,0.78,0.87,0.0,0.0,0.76,0.82,0.88,0.75,0.0,0.86,0.73,0.73,0.71,0.8,0.76,0.77,0.72,0.0,0.0,0.82,0.0,0.71,0.76,0.87,0.0,0.77,0.76,0.0,0.0,0.78,0.62,0.0,0.66,0.81,0.73,0.76,0.0,0.64,0.0,0.86,0.0,0.0,0.0,0.71,0.0,0.82,0.83,0.0,0.76,0.74,0.0,0.0,0.0,0.0,0.0,0.76,0.9,0.74,0.0,0.0,0.73,0.86,0.0,0.81,0.82,0.0,0.69,0.85,0.0,0.0,0.0,0.46,0.0,0.79,1.16,0.96,0.81,0.86,0.85,0.82,0.8,0.79,0.93,0.78,0.88,0.81,0.83,0.79,0.85,0.87,0.8,0.77,0.81,0.84,0.78,0.71,0.82,0.73,0.71,0.72,0.71,0.72,0.69,0.0,0.89,0.04,100.0
12/01/2021,0.88,0.89,0.0,0.87,0.75,0.78,0.79,0.75,0.95,0.72,0.82,0.92,0.88,0.82,0.0,0.94,0.92,0.8,0.0,0.81,0.69,0.65,0.75,0.79,0.66,0.7,0.8,0.65,0.78,0.81,0.86,0.85,0.76,0.83,0.8,0.85,0.8,0.0,0.0,0.84,0.88,0.75,0.79,0.81,0.84,0.79,0.68,0.84,0.69,0.78,0.76,0.82,0.86,0.78,0.82,0.79,0.83,0.77,0.86,0.0,0.0,0.76,0.81,0.88,0.75,0.0,0.83,0.73,0.74,0.71,0.79,0.75,0.78,0.73,0.0,0.0,0.8,0.0,0.71,0.76,0.88,0.0,0.77,0.75,0.0,0.0,0.78,0.63,0.0,0.67,0.8,0.73,0.74,0.0,0.62,0.0,0.84,0.0,0.0,0.0,0.72,0.0,0.83,0.82,0.0,0.76,0.73,0.0,0.0,0.0,0.0,0.0,0.76,0.91,0.75,0.0,0.0,0.74,0.85,0.0,0.81,0.81,0.0,0.7,0.84,0.0,0.0,0.0,0.47,0.0,0.8,1.16,0.96,0.82,0.84,0.84,0.83,0.8,0.8,0.94,0.79,0.88,0.81,0.83,0.8,0.85,0.87,0.79,0.77,0.82,0.91,0.77,0.7,0.82,0.74,0.71,0.71,0.72,0.73,0.71,0.0,0.87,0.04,99.97
12/02/2021,0.9,0.88,0.0,0.88,0.76,0.78,0.79,0.74,0.98,0.73,0.81,0.92,0.87,0.83,0.0,0.93,0.91,0.79,0.0,0.83,0.69,0.64,0.75,0.79,0.65,0.71,0.8,0.65,0.8,0.82,0.85,0.86,0.76,0.84,0.78,0.84,0.81,0.0,0.0,0.84,0.9,0.74,0.81,0.82,0.85,0.78,0.66,0.83,0.69,0.79,0.78,0.82,0.86,0.78,0.84,0.81,0.85,0.77,0.86,0.0,0.0,0.76,0.81,0.87,0.75,0.0,0.83,0.74,0.72,0.7,0.78,0.75,0.78,0.74,0.0,0.0,0.81,0.0,0.71,0.76,0.88,0.0,0.77,0.76,0.0,0.0,0.79,0.62,0.0,0.66,0.79,0.74,0.74,0.0,0.61,0.0,0.84,0.0,0.0,0.0,0.72,0.0,0.82,0.81,0.0,0.76,0.72,0.0,0.0,0.0,0.0,0.0,0.73,0.9,0.75,0.0,0.0,0.73,0.85,0.0,0.79,0.82,0.0,0.7,0.83,0.0,0.0,0.0,0.48,0.0,0.8,1.2,0.97,0.81,0.85,0.85,0.82,0.82,0.8,0.95,0.81,0.88,0.81,0.81,0.8,0.85,0.89,0.79,0.78,0.8,0.88,0.77,0.7,0.82,0.75,0.71,0.71,0.72,0.73,0.69,0.0,0.86,0.04,100.04000000000002
12/06/2021,0.92,0.89,0.0,0.87,0.76,0.78,0.79,0.75,0.96,0.72,0.8,0.9,0.89,0.85,0.0,0.95,0.92,0.78,0.0,0.81,0.71,0.63,0.76,0.79,0.66,0.7,0.81,0.66,0.81,0.82,0.87,0.86,0.76,0.84,0.8,0.82,0.8,0.0,0.0,0.83,0.87,0.76,0.82,0.81,0.84,0.79,0.65,0.81,0.69,0.8,0.78,0.8,0.87,0.78,0.84,0.81,0.88,0.76,0.85,0.0,0.0,0.75,0.82,0.86,0.76,0.0,0.87,0.73,0.72,0.7,0.79,0.73,0.77,0.75,0.0,0.0,0.81,0.0,0.73,0.77,0.9,0.0,0.78,0.75,0.0,0.0,0.81,0.61,0.0,0.67,0.79,0.74,0.72,0.0,0.62,0.0,0.86,0.0,0.0,0.0,0.71,0.0,0.82,0.8,0.0,0.74,0.72,0.0,0.0,0.0,0.0,0.0,0.72,0.82,0.75,0.0,0.0,0.75,0.83,0.0,0.77,0.8,0.0,0.68,0.82,0.0,0.0,0.0,0.52,0.0,0.81,1.14,0.98,0.8,0.86,0.84,0.84,0.81,0.8,0.91,0.81,0.9,0.82,0.79,0.81,0.84,0.89,0.79,0.77,0.82,0.9,0.77,0.72,0.84,0.76,0.71,0.7,0.71,0.72,0.74,0.0,0.87,0.04,100.05
12/07/2021,0.92,0.89,0.0,0.87,0.76,0.78,0.79,0.75,0.96,0.72,0.8,0.9,0.89,0.85,0.0,0.95,0.92,0.78,0.0,0.81,0.71,0.63,0.76,0.79,0.66,0.7,0.81,0.66,0.81,0.82,0.87,0.86,0.76,0.84,0.8,0.82,0.8,0.0,0.0,0.83,0.87,0.76,0.82,0.81,0.84,0.79,0.65,0.81,0.69,0.8,0.78,0.8,0.87,0.78,0.84,0.81,0.88,0.76,0.85,0.0,0.0,0.75,0.82,0.86,0.76,0.0,0.87,0.73,0.72,0.7,0.79,0.73,0.77,0.75,0.0,0.0,0.81,0.0,0.73,0.77,0.9,0.0,0.78,0.75,0.0,0.0,0.81,0.61,0.0,0.67,0.79,0.74,0.72,0.0,0.62,0.0,0.86,0.0,0.0,0.0,0.71,0.0,0.82,0.8,0.0,0.74,0.72,0.0,0.0,0.0,0.0,0.0,0.72,0.82,0.75,0.0,0.0,0.75,0.83,0.0,0.77,0.8,0.0,0.68,0.82,0.0,0.0,0.0,0.52,0.0,0.81,1.14,0.98,0.8,0.86,0.84,0.84,0.81,0.8,0.91,0.81,0.9,0.82,0.79,0.81,0.84,0.89,0.79,0.77,0.82,0.9,0.77,0.72,0.84,0.76,0.71,0.7,0.71,0.72,0.74,0.0,0.87,0.04,100.05
12/08/2021,0.92,0.89,0.0,0.87,0.76,0.78,0.79,0.75,0.96,0.72,0.8,0.9,0.89,0.85,0.0,0.95,0.92,0.78,0.0,0.81,0.71,0.63,0.76,0.79,0.66,0.7,0.81,0.66,0.81,0.82,0.87,0.86,0.76,0.84,0.8,0.82,0.8,0.0,0.0,0.83,0.87,0.76,0.82,0.81,0.84,0.79,0.65,0.81,0.69,0.8,0.78,0.8,0.87,0.78,0.84,0.81,0.88,0.76,0.85,0.0,0.0,0.75,0.82,0.86,0.76,0.0,0.87,0.73,0.72,0.7,0.79,0.73,0.77,0.75,0.0,0.0,0.81,0.0,0.73,0.77,0.9,0.0,0.78,0.75,0.0,0.0,0.81,0.61,0.0,0.67,0.79,0.74,0.72,0.0,0.62,0.0,0.86,0.0,0.0,0.0,0.71,0.0,0.82,0.8,0.0,0.74,0.72,0.0,0.0,0.0,0.0,0.0,0.72,0.82,0.75,0.0,0.0,0.75,0.83,0.0,0.77,0.8,0.0,0.68,0.82,0.0,0.0,0.0,0.52,0.0,0.81,1.14,0.98,0.8,0.86,0.84,0.84,0.81,0.8,0.91,0.81,0.9,0.82,0.79,0.81,0.84,0.89,0.79,0.77,0.82,0.9,0.77,0.72,0.84,0.76,0.71,0.7,0.71,0.72,0.74,0.0,0.87,0.04,100.05
12/09/2021,0.92,0.89,0.0,0.87,0.76,0.78,0.79,0.75,0.96,0.72,0.8,0.9,0.89,0.85,0.0,0.95,0.92,0.78,0.0,0.81,0.71,0.63,0.76,0.79,0.66,0.7,0.81,0.66,0.81,0.82,0.87,0.86,0.76,0.84,0.8,0.82,0.8,0.0,0.0,0.83,0.87,0.76,0.82,0.81,0.84,0.79,0.65,0.81,0.69,0.8,0.78,0.8,0.87,0.78,0.84,0.81,0.88,0.76,0.85,0.0,0.0,0.75,0.82,0.86,0.76,0.0,0.87,0.73,0.72,0.7,0.79,0.73,0.77,0.75,0.0,0.0,0.81,0.0,0.73,0.77,0.9,0.0,0.78,0.75,0.0,0.0,0.81,0.61,0.0,0.67,0.79,0.74,0.72,0.0,0.62,0.0,0.86,0.0,0.0,0.0,0.71,0.0,0.82,0.8,0.0,0.74,0.72,0.0,0.0,0.0,0.0,0.0,0.72,0.82,0.75,0.0,0.0,0.75,0.83,0.0,0.77,0.8,0.0,0.68,0.82,0.0,0.0,0.0,0.52,0.0,0.81,1.14,0.98,0.8,0.86,0.84,0.84,0.81,0.8,0.91,0.81,0.9,0.82,0.79,0.81,0.84,0.89,0.79,0.77,0.82,0.9,0.77,0.72,0.84,0.76,0.71,0.7,0.71,0.72,0.74,0.0,0.87,0.04,100.05
