,MORN,POOL,MCY,MSFT,WST,DGX,TGT,TTC,INTU,TROW,UPS,OKE,AOS,EXR,LAD,LOW,TSCO,LECO,LII,NDAQ,SYK,MDT,GGG,ETN,PM,XYL,HRC,CMCSA,TXN,UNH,CSL,RSG,AXP,WM,HUBB,AGO,EXPD,JNJ,ADI,JBHT,ALB,SBUX,NEE,PEP,RJF,AFG,ALL,ANTM,EMR,CUBE,BLK,EVR,CPT,HSY,MAA,UDR,SHW,DOV,GPC,NSC,BMY,ELS,AVB,RHI,GD,TRV,MPC,DUK,UGI,HON,JPM,ABC,PEG,CSCO,BOKF,ATR,ESS,RBC,IPG,CINF,AJG,CMA,IDA,KO,WHR,INGR,PPG,IP,OMC,MO,USB,SO,SYY,CMI,MAN,XEL,AMP,MCHP,SLGN,CFR,LNT,FRT,SJM,ORI,GLW,AVY,AIZ,MDU,CASY,NFG,NNN,LEG,STLD,WSM,SNA,FHN,PBCT,IRM,ADM,LNC,NUE,BEN,WLK,WBA,RS,DTE,DTM WI,Cash,n/a,DTM,AON,XLNX,HD,STE,NDSN,APH,MMC,MCO,PG,COST,BR,BRO,NKE,CE,CBOE,PAYX,ADP,CB,ROP,SCI,PFE,ARE,THG,ROK,WTRG,LHX,DCI,AEP,EVRG,KR,SLVM WI,RRX,SLVM,SUM
07/23/2021,0.89,0.86,0.82,0.9,0.9,0.88,0.9,0.87,0.89,0.88,0.87,0.79,0.83,0.88,0.86,0.84,0.83,0.87,0.8,0.87,0.82,0.84,0.86,0.86,0.8,0.85,0.86,0.83,0.82,0.85,0.86,0.87,0.84,0.86,0.88,0.8,0.84,0.84,0.79,0.82,0.9,0.86,0.86,0.87,0.8,0.84,0.79,0.83,0.82,0.85,0.84,0.75,0.9,0.85,0.9,0.89,0.84,0.88,0.81,0.78,0.82,0.89,0.88,0.78,0.82,0.8,0.69,0.84,0.8,0.84,0.77,0.8,0.81,0.81,0.75,0.78,0.87,0.77,0.75,0.79,0.79,0.73,0.85,0.83,0.77,0.77,0.74,0.75,0.72,0.79,0.77,0.81,0.75,0.78,0.72,0.81,0.78,0.73,0.76,0.73,0.82,0.78,0.8,0.76,0.77,0.75,0.77,0.78,0.79,0.75,0.82,0.73,0.75,0.77,0.77,0.69,0.7,0.79,0.73,0.7,0.72,0.69,0.65,0.69,0.71,0.69,0.12,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/26/2021,0.87,0.86,0.81,0.92,0.9,0.89,0.91,0.85,0.91,0.88,0.87,0.8,0.81,0.87,0.91,0.85,0.82,0.86,0.77,0.89,0.83,0.85,0.84,0.87,0.82,0.85,0.87,0.84,0.81,0.85,0.85,0.87,0.85,0.85,0.87,0.8,0.84,0.85,0.79,0.81,0.93,0.89,0.85,0.87,0.8,0.84,0.8,0.82,0.82,0.85,0.82,0.78,0.89,0.83,0.89,0.89,0.84,0.89,0.8,0.8,0.83,0.89,0.87,0.78,0.82,0.79,0.7,0.83,0.78,0.85,0.77,0.83,0.8,0.82,0.75,0.76,0.86,0.78,0.82,0.78,0.81,0.74,0.83,0.83,0.78,0.76,0.75,0.75,0.71,0.78,0.77,0.81,0.74,0.78,0.72,0.79,0.78,0.74,0.75,0.72,0.81,0.77,0.78,0.76,0.77,0.75,0.76,0.77,0.77,0.75,0.81,0.72,0.75,0.75,0.77,0.69,0.68,0.78,0.72,0.71,0.73,0.69,0.67,0.7,0.71,0.68,0.12,-1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
07/27/2021,0.87,0.86,0.81,0.92,0.9,0.89,0.91,0.85,0.91,0.88,0.87,0.8,0.81,0.87,0.91,0.85,0.82,0.86,0.77,0.89,0.83,0.85,0.84,0.87,0.82,0.85,0.87,0.84,0.81,0.85,0.85,0.87,0.85,0.85,0.87,0.8,0.84,0.85,0.79,0.81,0.93,0.89,0.85,0.87,0.8,0.84,0.8,0.82,0.82,0.85,0.82,0.78,0.89,0.83,0.89,0.89,0.84,0.89,0.8,0.8,0.83,0.89,0.87,0.78,0.82,0.79,0.7,0.83,0.78,0.85,0.77,0.83,0.8,0.82,0.75,0.76,0.86,0.78,0.82,0.78,0.81,0.74,0.83,0.83,0.78,0.76,0.75,0.75,0.71,0.78,0.77,0.81,0.74,0.78,0.72,0.79,0.78,0.74,0.75,0.72,0.81,0.77,0.78,0.76,0.77,0.75,0.76,0.77,0.77,0.75,0.81,0.72,0.75,0.75,0.77,0.69,0.68,0.78,0.72,0.71,0.73,0.69,0.67,0.7,0.71,0.68,0.12,-1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
07/28/2021,0.87,0.87,0.81,0.92,0.91,0.89,0.91,0.86,0.92,0.88,0.85,0.79,0.81,0.87,0.91,0.86,0.84,0.86,0.78,0.89,0.83,0.85,0.84,0.87,0.82,0.85,0.87,0.84,0.81,0.85,0.86,0.87,0.85,0.85,0.86,0.79,0.84,0.85,0.79,0.82,0.91,0.91,0.85,0.87,0.8,0.82,0.8,0.81,0.82,0.86,0.82,0.77,0.89,0.83,0.89,0.89,0.84,0.88,0.81,0.79,0.83,0.89,0.87,0.83,0.81,0.78,0.7,0.84,0.79,0.83,0.76,0.83,0.81,0.82,0.74,0.76,0.86,0.78,0.84,0.77,0.8,0.73,0.84,0.83,0.79,0.76,0.75,0.74,0.7,0.78,0.76,0.81,0.74,0.77,0.74,0.8,0.78,0.74,0.74,0.72,0.81,0.77,0.78,0.75,0.78,0.74,0.77,0.77,0.77,0.75,0.81,0.72,0.74,0.75,0.77,0.68,0.67,0.77,0.72,0.7,0.73,0.68,0.66,0.69,0.71,0.68,0.12,-1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
07/29/2021,0.86,0.88,0.81,0.92,0.89,0.89,0.91,0.86,0.92,0.87,0.85,0.8,0.81,0.87,0.89,0.84,0.84,0.87,0.79,0.88,0.83,0.84,0.84,0.86,0.82,0.85,0.87,0.84,0.81,0.84,0.85,0.86,0.85,0.85,0.86,0.81,0.84,0.85,0.79,0.81,0.92,0.91,0.85,0.86,0.8,0.82,0.8,0.8,0.82,0.85,0.82,0.77,0.89,0.83,0.89,0.89,0.84,0.87,0.81,0.79,0.82,0.88,0.86,0.84,0.81,0.78,0.71,0.83,0.78,0.83,0.77,0.82,0.81,0.82,0.75,0.76,0.86,0.79,0.85,0.78,0.78,0.74,0.83,0.83,0.79,0.76,0.76,0.75,0.71,0.78,0.76,0.81,0.75,0.76,0.74,0.8,0.78,0.74,0.75,0.73,0.81,0.77,0.78,0.76,0.77,0.75,0.77,0.77,0.78,0.76,0.81,0.71,0.77,0.75,0.75,0.68,0.69,0.77,0.73,0.72,0.75,0.69,0.66,0.7,0.72,0.68,0.12,-1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/30/2021,0.86,0.88,0.81,0.92,0.89,0.89,0.91,0.86,0.92,0.87,0.85,0.8,0.81,0.87,0.89,0.84,0.84,0.87,0.79,0.88,0.83,0.84,0.84,0.86,0.82,0.85,0.87,0.84,0.81,0.84,0.85,0.86,0.85,0.85,0.86,0.81,0.84,0.85,0.79,0.81,0.92,0.91,0.85,0.86,0.8,0.82,0.8,0.8,0.82,0.85,0.82,0.77,0.89,0.83,0.89,0.89,0.84,0.87,0.81,0.79,0.82,0.88,0.86,0.84,0.81,0.78,0.71,0.83,0.78,0.83,0.77,0.82,0.81,0.82,0.75,0.76,0.86,0.79,0.85,0.78,0.78,0.74,0.83,0.83,0.79,0.76,0.76,0.75,0.71,0.78,0.76,0.81,0.75,0.76,0.74,0.8,0.78,0.74,0.75,0.73,0.81,0.77,0.78,0.76,0.77,0.75,0.77,0.77,0.78,0.76,0.81,0.71,0.77,0.75,0.75,0.68,0.69,0.77,0.73,0.72,0.75,0.69,0.66,0.7,0.72,0.68,0.12,-1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/02/2021,0.85,0.88,0.8,0.91,0.91,0.9,0.9,0.85,0.91,0.86,0.77,0.79,0.81,0.88,0.9,0.82,0.82,0.87,0.79,0.88,0.85,0.86,0.83,0.86,0.82,0.85,0.95,0.83,0.81,0.83,0.86,0.86,0.84,0.85,0.86,0.8,0.81,0.85,0.79,0.81,0.92,0.88,0.86,0.86,0.8,0.81,0.8,0.8,0.82,0.86,0.81,0.75,0.88,0.82,0.89,0.9,0.84,0.87,0.79,0.77,0.83,0.89,0.87,0.86,0.83,0.77,0.72,0.84,0.79,0.83,0.77,0.83,0.82,0.81,0.76,0.77,0.86,0.8,0.84,0.76,0.77,0.75,0.84,0.83,0.79,0.77,0.75,0.75,0.71,0.78,0.76,0.81,0.75,0.75,0.76,0.8,0.79,0.73,0.75,0.74,0.82,0.76,0.78,0.75,0.77,0.77,0.77,0.78,0.78,0.76,0.81,0.71,0.77,0.75,0.75,0.69,0.7,0.77,0.73,0.71,0.77,0.67,0.66,0.7,0.72,0.69,0.12,-1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/03/2021,0.85,0.88,0.8,0.91,0.91,0.9,0.9,0.85,0.91,0.86,0.77,0.79,0.81,0.88,0.9,0.82,0.82,0.87,0.79,0.88,0.85,0.86,0.83,0.86,0.82,0.85,0.95,0.83,0.81,0.83,0.86,0.86,0.84,0.85,0.86,0.8,0.81,0.85,0.79,0.81,0.92,0.88,0.86,0.86,0.8,0.81,0.8,0.8,0.82,0.86,0.81,0.75,0.88,0.82,0.89,0.9,0.84,0.87,0.79,0.77,0.83,0.89,0.87,0.86,0.83,0.77,0.72,0.84,0.79,0.83,0.77,0.83,0.82,0.81,0.76,0.77,0.86,0.8,0.84,0.76,0.77,0.75,0.84,0.83,0.79,0.77,0.75,0.75,0.71,0.78,0.76,0.81,0.75,0.75,0.76,0.8,0.79,0.73,0.75,0.74,0.82,0.76,0.78,0.75,0.77,0.77,0.77,0.78,0.78,0.76,0.81,0.71,0.77,0.75,0.75,0.69,0.7,0.77,0.73,0.71,0.77,0.67,0.66,0.7,0.72,0.69,0.12,-1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/04/2021,0.85,0.88,0.8,0.91,0.91,0.9,0.9,0.85,0.91,0.86,0.77,0.79,0.81,0.88,0.9,0.82,0.82,0.87,0.79,0.88,0.85,0.86,0.83,0.86,0.82,0.85,0.95,0.83,0.81,0.83,0.86,0.86,0.84,0.85,0.86,0.8,0.81,0.85,0.79,0.81,0.92,0.88,0.86,0.86,0.8,0.81,0.8,0.8,0.82,0.86,0.81,0.75,0.88,0.82,0.89,0.9,0.84,0.87,0.79,0.77,0.83,0.89,0.87,0.86,0.83,0.77,0.72,0.84,0.79,0.83,0.77,0.83,0.82,0.81,0.76,0.77,0.86,0.8,0.84,0.76,0.77,0.75,0.84,0.83,0.79,0.77,0.75,0.75,0.71,0.78,0.76,0.81,0.75,0.75,0.76,0.8,0.79,0.73,0.75,0.74,0.82,0.76,0.78,0.75,0.77,0.77,0.77,0.78,0.78,0.76,0.81,0.71,0.77,0.75,0.75,0.69,0.7,0.77,0.73,0.71,0.77,0.67,0.66,0.7,0.72,0.69,0.12,-1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/05/2021,0.85,0.88,0.8,0.91,0.91,0.9,0.9,0.85,0.91,0.86,0.77,0.79,0.81,0.88,0.9,0.82,0.82,0.87,0.79,0.88,0.85,0.86,0.83,0.86,0.82,0.85,0.95,0.83,0.81,0.83,0.86,0.86,0.84,0.85,0.86,0.8,0.81,0.85,0.79,0.81,0.92,0.88,0.86,0.86,0.8,0.81,0.8,0.8,0.82,0.86,0.81,0.75,0.88,0.82,0.89,0.9,0.84,0.87,0.79,0.77,0.83,0.89,0.87,0.86,0.83,0.77,0.72,0.84,0.79,0.83,0.77,0.83,0.82,0.81,0.76,0.77,0.86,0.8,0.84,0.76,0.77,0.75,0.84,0.83,0.79,0.77,0.75,0.75,0.71,0.78,0.76,0.81,0.75,0.75,0.76,0.8,0.79,0.73,0.75,0.74,0.82,0.76,0.78,0.75,0.77,0.77,0.77,0.78,0.78,0.76,0.81,0.71,0.77,0.75,0.75,0.69,0.7,0.77,0.73,0.71,0.77,0.67,0.66,0.7,0.72,0.69,0.12,-1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/06/2021,0.89,0.89,0.79,0.9,0.98,0.91,0.9,0.86,0.9,0.87,0.77,0.75,0.82,0.88,0.86,0.81,0.82,0.87,0.79,0.88,0.83,0.85,0.86,0.88,0.82,0.87,0.98,0.82,0.8,0.84,0.86,0.88,0.82,0.85,0.87,0.81,0.8,0.84,0.8,0.82,0.97,0.84,0.86,0.85,0.79,0.82,0.79,0.82,0.83,0.86,0.81,0.72,0.88,0.82,0.9,0.88,0.85,0.89,0.79,0.76,0.82,0.88,0.86,0.87,0.82,0.78,0.71,0.84,0.78,0.82,0.76,0.83,0.82,0.82,0.76,0.71,0.84,0.85,0.84,0.78,0.76,0.74,0.84,0.82,0.79,0.75,0.75,0.74,0.69,0.77,0.75,0.8,0.73,0.74,0.76,0.79,0.8,0.76,0.74,0.75,0.82,0.75,0.78,0.75,0.77,0.77,0.77,0.78,0.77,0.75,0.78,0.71,0.8,0.75,0.75,0.68,0.69,0.77,0.73,0.71,0.81,0.7,0.66,0.69,0.73,0.68,0.13,-1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/09/2021,0.89,0.9,0.78,0.9,0.99,0.93,0.9,0.87,0.91,0.89,0.75,0.75,0.83,0.88,0.89,0.8,0.82,0.86,0.78,0.87,0.83,0.83,0.85,0.88,0.8,0.87,0.95,0.82,0.82,0.83,0.86,0.86,0.83,0.85,0.86,0.82,0.79,0.84,0.81,0.81,1.03,0.85,0.88,0.84,0.8,0.84,0.78,0.79,0.83,0.87,0.81,0.74,0.88,0.82,0.89,0.88,0.86,0.89,0.77,0.75,0.81,0.88,0.86,0.87,0.82,0.78,0.71,0.85,0.79,0.81,0.77,0.82,0.83,0.82,0.78,0.7,0.83,0.85,0.86,0.77,0.77,0.76,0.85,0.81,0.79,0.72,0.74,0.72,0.7,0.76,0.76,0.81,0.73,0.73,0.76,0.8,0.81,0.78,0.75,0.77,0.82,0.79,0.76,0.75,0.76,0.78,0.78,0.77,0.76,0.76,0.79,0.72,0.76,0.75,0.75,0.69,0.69,0.77,0.71,0.78,0.76,0.71,0.63,0.68,0.69,0.69,0.13,0.0,-1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/10/2021,0.89,0.9,0.78,0.9,0.99,0.93,0.9,0.87,0.91,0.89,0.75,0.75,0.83,0.88,0.89,0.8,0.82,0.86,0.78,0.87,0.83,0.83,0.85,0.88,0.8,0.87,0.95,0.82,0.82,0.83,0.86,0.86,0.83,0.85,0.86,0.82,0.79,0.84,0.81,0.81,1.03,0.85,0.88,0.84,0.8,0.84,0.78,0.79,0.83,0.87,0.81,0.74,0.88,0.82,0.89,0.88,0.86,0.89,0.77,0.75,0.81,0.88,0.86,0.87,0.82,0.78,0.71,0.85,0.79,0.81,0.77,0.82,0.83,0.82,0.78,0.7,0.83,0.85,0.86,0.77,0.77,0.76,0.85,0.81,0.79,0.72,0.74,0.72,0.7,0.76,0.76,0.81,0.73,0.73,0.76,0.8,0.81,0.78,0.75,0.77,0.82,0.79,0.76,0.75,0.76,0.78,0.78,0.77,0.76,0.76,0.79,0.72,0.76,0.75,0.75,0.69,0.69,0.77,0.71,0.78,0.76,0.71,0.63,0.68,0.69,0.69,0.13,0.0,-1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/11/2021,0.87,0.87,0.77,0.88,0.97,0.9,0.88,0.85,0.89,0.88,0.74,0.74,0.81,0.86,0.86,0.78,0.8,0.85,0.77,0.85,0.8,0.81,0.83,0.87,0.78,0.85,0.93,0.81,0.8,0.82,0.85,0.84,0.81,0.83,0.85,0.81,0.77,0.82,0.8,0.79,1.04,0.83,0.86,0.82,0.8,0.82,0.78,0.77,0.82,0.85,0.8,0.73,0.86,0.8,0.87,0.85,0.84,0.87,0.75,0.74,0.79,0.86,0.84,0.86,0.81,0.77,0.71,0.82,0.77,0.8,0.77,0.79,0.81,0.79,0.78,0.69,0.82,0.84,0.85,0.77,0.75,0.77,0.83,0.79,0.76,0.71,0.72,0.71,0.69,0.74,0.75,0.79,0.72,0.72,0.75,0.78,0.8,0.76,0.73,0.78,0.81,0.77,0.74,0.74,0.74,0.76,0.77,0.77,0.74,0.75,0.76,0.7,0.76,0.72,0.74,0.68,0.7,0.76,0.72,0.78,0.77,0.71,0.63,0.67,0.69,0.67,0.12,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/13/2021,0.87,0.87,0.77,0.86,0.96,0.91,0.88,0.85,0.87,0.89,0.73,0.74,0.81,0.85,0.86,0.78,0.81,0.86,0.78,0.85,0.77,0.79,0.82,0.89,0.79,0.85,0.87,0.8,0.78,0.81,0.84,0.83,0.8,0.82,0.85,0.81,0.76,0.82,0.8,0.79,1.09,0.8,0.85,0.81,0.81,0.83,0.79,0.77,0.83,0.84,0.81,0.74,0.82,0.8,0.84,0.83,0.83,0.88,0.75,0.74,0.78,0.83,0.81,0.86,0.81,0.78,0.72,0.82,0.77,0.8,0.77,0.78,0.79,0.79,0.77,0.69,0.79,0.84,0.84,0.77,0.76,0.78,0.82,0.79,0.77,0.72,0.73,0.73,0.7,0.75,0.76,0.79,0.76,0.73,0.76,0.77,0.81,0.76,0.75,0.78,0.8,0.76,0.74,0.75,0.74,0.77,0.78,0.76,0.74,0.75,0.74,0.7,0.82,0.73,0.73,0.68,0.7,0.77,0.72,0.79,0.86,0.73,0.65,0.68,0.71,0.67,0.12,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/16/2021,0.86,0.86,0.76,0.87,0.96,0.9,0.87,0.83,0.88,0.87,0.74,0.74,0.8,0.85,0.87,0.78,0.81,0.85,0.78,0.85,0.79,0.79,0.81,0.88,0.78,0.86,0.89,0.8,0.77,0.79,0.85,0.84,0.79,0.83,0.86,0.82,0.75,0.82,0.78,0.81,1.07,0.79,0.87,0.81,0.82,0.83,0.79,0.74,0.83,0.84,0.81,0.75,0.83,0.78,0.84,0.82,0.85,0.87,0.75,0.76,0.77,0.83,0.8,0.87,0.8,0.78,0.72,0.8,0.77,0.79,0.78,0.78,0.8,0.79,0.77,0.7,0.77,0.86,0.85,0.77,0.75,0.79,0.81,0.78,0.79,0.71,0.74,0.73,0.7,0.74,0.77,0.79,0.76,0.74,0.77,0.76,0.81,0.76,0.75,0.78,0.8,0.75,0.74,0.75,0.72,0.76,0.79,0.76,0.74,0.74,0.74,0.71,0.86,0.74,0.74,0.69,0.7,0.78,0.72,0.8,0.91,0.73,0.64,0.69,0.7,0.67,0.12,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
08/17/2021,0.86,0.86,0.76,0.87,0.96,0.9,0.87,0.83,0.88,0.87,0.74,0.74,0.8,0.85,0.87,0.78,0.81,0.85,0.78,0.85,0.79,0.79,0.81,0.88,0.78,0.86,0.89,0.8,0.77,0.79,0.85,0.84,0.79,0.83,0.86,0.82,0.75,0.82,0.78,0.81,1.07,0.79,0.87,0.81,0.82,0.83,0.79,0.74,0.83,0.84,0.81,0.75,0.83,0.78,0.84,0.82,0.85,0.87,0.75,0.76,0.77,0.83,0.8,0.87,0.8,0.78,0.72,0.8,0.77,0.79,0.78,0.78,0.8,0.79,0.77,0.7,0.77,0.86,0.85,0.77,0.75,0.79,0.81,0.78,0.79,0.71,0.74,0.73,0.7,0.74,0.77,0.79,0.76,0.74,0.77,0.76,0.81,0.76,0.75,0.78,0.8,0.75,0.74,0.75,0.72,0.76,0.79,0.76,0.74,0.74,0.74,0.71,0.86,0.74,0.74,0.69,0.7,0.78,0.72,0.8,0.91,0.73,0.64,0.69,0.7,0.67,0.12,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
08/18/2021,0.85,0.86,0.75,0.87,0.97,0.9,0.87,0.83,0.88,0.87,0.74,0.73,0.8,0.85,0.87,0.77,0.81,0.85,0.77,0.85,0.79,0.8,0.82,0.88,0.79,0.86,0.91,0.8,0.77,0.79,0.84,0.85,0.78,0.83,0.86,0.81,0.76,0.82,0.78,0.82,1.06,0.8,0.87,0.82,0.81,0.82,0.79,0.74,0.82,0.84,0.8,0.75,0.83,0.79,0.85,0.82,0.85,0.87,0.74,0.76,0.77,0.84,0.81,0.88,0.8,0.78,0.72,0.8,0.78,0.79,0.77,0.77,0.81,0.79,0.76,0.7,0.78,0.86,0.85,0.77,0.75,0.78,0.82,0.78,0.79,0.72,0.74,0.72,0.69,0.75,0.76,0.79,0.76,0.73,0.77,0.76,0.81,0.76,0.76,0.77,0.8,0.75,0.75,0.75,0.72,0.76,0.78,0.76,0.74,0.74,0.74,0.71,0.86,0.72,0.74,0.68,0.69,0.77,0.73,0.8,0.91,0.72,0.64,0.69,0.7,0.67,0.12,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/19/2021,0.87,0.88,0.75,0.88,0.98,0.91,0.87,0.83,0.88,0.87,0.75,0.71,0.81,0.84,0.86,0.78,0.82,0.84,0.77,0.85,0.8,0.8,0.82,0.88,0.79,0.86,0.89,0.8,0.77,0.8,0.85,0.85,0.77,0.83,0.85,0.82,0.76,0.83,0.78,0.82,1.02,0.8,0.87,0.82,0.81,0.83,0.79,0.75,0.82,0.84,0.81,0.74,0.83,0.79,0.85,0.82,0.85,0.88,0.75,0.76,0.78,0.84,0.81,0.88,0.8,0.78,0.71,0.81,0.76,0.79,0.76,0.77,0.8,0.79,0.75,0.7,0.77,0.86,0.84,0.77,0.76,0.77,0.82,0.78,0.79,0.72,0.73,0.72,0.69,0.75,0.75,0.8,0.76,0.73,0.77,0.77,0.8,0.75,0.77,0.77,0.81,0.74,0.75,0.76,0.72,0.77,0.79,0.75,0.74,0.72,0.74,0.7,0.84,0.75,0.74,0.68,0.68,0.76,0.73,0.78,0.9,0.72,0.64,0.68,0.69,0.66,0.12,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/20/2021,0.87,0.86,0.76,0.88,0.99,0.93,0.85,0.82,0.88,0.86,0.75,0.71,0.79,0.86,0.79,0.74,0.8,0.84,0.76,0.85,0.81,0.82,0.81,0.88,0.8,0.87,0.9,0.81,0.77,0.82,0.85,0.86,0.77,0.84,0.85,0.81,0.76,0.84,0.77,0.82,0.99,0.8,0.88,0.83,0.8,0.84,0.79,0.77,0.82,0.85,0.8,0.73,0.84,0.81,0.85,0.82,0.85,0.88,0.74,0.76,0.79,0.84,0.81,0.88,0.8,0.8,0.7,0.82,0.77,0.79,0.76,0.78,0.81,0.79,0.75,0.71,0.79,0.85,0.85,0.78,0.76,0.76,0.83,0.79,0.77,0.72,0.73,0.72,0.69,0.75,0.74,0.8,0.76,0.73,0.77,0.78,0.8,0.73,0.76,0.77,0.81,0.73,0.77,0.77,0.72,0.77,0.8,0.75,0.75,0.73,0.74,0.69,0.82,0.74,0.73,0.68,0.68,0.76,0.72,0.77,0.87,0.7,0.64,0.69,0.68,0.67,0.12,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.92
