,ORCL,VZ,BR,VRSN,DLB,SSNC,CHTR,MSFT,T,JKHY,CSCO,AKAM,IT,CTSH,IBM,ARW,NLOK,SIRI,EPAM,CDW,NWSA,CDK,IPG,VMW,WU,HPQ,CTXS,OMC,TTWO,DBX,KMI,NXST,HPE,FOXA,AZPN,ORLY,AZO,DPZ,ALL,FSLR,TGT,SNX,VIAC,YUM,PGR,DXC,LUMN,SCI,MRK,LH,TSCO,JNJ,BDX,LOW,DGX,BMY,ORI,CERN,GILD,GS,ABBV,XEC,TMX,SLM,ABT,JEF,AIZ,UNH,HUM,TMO,PFE,WAT,JPM,TRV,AFL,MS,TRGP,CVS,FAF,NOC,DVA,Y,SC,REGN,EXPD,BBY,SEE,MAT,WHR,AN,SON,PSA,OVV,OTIS,PKI,EXR,NWL,LMT,BERY,CMS,LSI,MMM,CUBE,HRC,DKS,UHAL,CACI,LSTR,PII,LKQ,UTHR,KNX,CACC,JBHT,LLY,CAH,GD,APA,CINF,SF,KMB,TPX,GIS,HOLX,PEG,EVRG,HCA,LII,PG,K,ANTM,UHS,BC,UGI,HIG,CAG,SJM,SWK,ALXN,CL,WMT,WSM,DTE,BOKF,HSY,AMG,CI,WSO,UPS,OMF,CNC,COF,CLX,VRTX,MO,IP,KR,AFG,TXRH,DE,HII,PHM,CPB,GM,MDU,TPR,KHC,ADM,ALLY,F,SNA,CROX,IRM,LB,NEM,FHN,TSN,PWR,FDX,CASY,WY,NUE,PBCT,AGCO,KRC,KEY,FL,RHI,FE,MAN,BYD,LPX,OC,JLL,BIIB,SNV,MTZ,THC,AYI,MOS,Boyd Gaming Corp,DTM WI,n/a,VSCO WI,BBWI WI,VSCO,ADP,JCOM,GOOGL,BKI,FISV,ADBE,FTNT,MCD,BSY,AAP,DISCA,GPC,CBOE,C,ZM,RSG,COR,BAX,PAG,TTC,PM,CHE,DFS,LHX,COO,DUK,CMI,DHR,EHC,RF,MCK,IQV,ABC,STLD,FANG,UAA,BRKR,HSIC,CBRE,EFX,SYNH,OLN,XRAY,KSS,X,ACI,M,BRX,BJ,MRNA,CCSI,ZD,PAYX,CIEN,JNPR,FWONK,ATVI,NUAN,LITE,SNPS,GDDY,NFLX,CNXC,ATUS,AMD,SYNA,FDS,DG,VOYA,RJF,FNF,SBUX,HLI,NVR,RS,WH,EXC,GLPI,OHI,ULTA,WST,CTRA,MAS,BAH,EOG,DVN,CLR,BIO,LEN,INCY,TNET,RRX,CLF,BLDR,SGMS,NBIX,PENN,XPO,CAR,CEGVV,CEG,SUM
08/26/2021,1.49,1.29,1.36,1.17,1.21,1.27,1.33,1.32,1.15,1.21,1.22,1.08,1.27,1.17,1.04,1.05,0.94,0.94,1.18,1.07,0.82,0.77,1.05,0.94,0.87,0.86,0.8,0.8,0.81,0.85,0.7,0.76,0.76,0.71,0.64,0.67,0.68,0.67,0.62,0.63,0.61,0.61,0.52,0.65,0.55,0.49,0.47,0.63,0.52,0.57,0.54,0.54,0.5,0.53,0.57,0.51,0.51,0.48,0.5,0.51,0.49,0.38,0.41,0.41,0.51,0.48,0.49,0.48,0.43,0.5,0.56,0.51,0.44,0.48,0.47,0.49,0.41,0.45,0.48,0.42,0.46,0.44,0.43,0.48,0.4,0.4,0.41,0.43,0.41,0.47,0.4,0.44,0.29,0.44,0.47,0.43,0.36,0.38,0.38,0.43,0.45,0.38,0.43,0.45,0.42,0.42,0.39,0.38,0.36,0.38,0.41,0.4,0.47,0.39,0.42,0.32,0.39,0.27,0.39,0.37,0.37,0.36,0.36,0.41,0.38,0.4,0.41,0.34,0.37,0.36,0.34,0.35,0.35,0.34,0.36,0.32,0.34,0.31,0.0,0.34,0.37,0.34,0.36,0.34,0.35,0.35,0.29,0.31,0.3,0.3,0.29,0.36,0.31,0.32,0.33,0.32,0.39,0.36,0.3,0.32,0.3,0.3,0.3,0.26,0.32,0.29,0.28,0.3,0.32,0.25,0.3,0.36,0.32,0.0,0.26,0.27,0.33,0.31,0.25,0.3,0.27,0.34,0.25,0.26,0.26,0.26,0.25,0.3,0.28,0.27,0.0,0.25,0.25,0.3,0.23,0.24,0.18,0.22,0.21,0.19,0.0,0.0,0.24,0.0,0.26,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/27/2021,1.48,1.28,1.34,1.17,1.22,1.28,1.33,1.32,1.14,1.2,1.22,1.08,1.27,1.18,1.04,1.05,0.94,0.93,1.17,1.08,0.83,0.77,1.07,0.95,0.87,0.87,0.79,0.81,0.82,0.86,0.71,0.76,0.76,0.71,0.64,0.66,0.67,0.67,0.63,0.64,0.6,0.6,0.53,0.65,0.55,0.5,0.47,0.62,0.52,0.56,0.53,0.53,0.5,0.52,0.56,0.5,0.51,0.47,0.5,0.51,0.49,0.39,0.41,0.41,0.5,0.49,0.49,0.48,0.43,0.5,0.57,0.51,0.45,0.47,0.47,0.49,0.42,0.44,0.49,0.42,0.46,0.43,0.43,0.48,0.4,0.4,0.41,0.44,0.41,0.47,0.39,0.43,0.3,0.43,0.47,0.42,0.36,0.37,0.38,0.42,0.45,0.38,0.42,0.44,0.43,0.42,0.38,0.39,0.36,0.38,0.41,0.41,0.46,0.38,0.42,0.33,0.39,0.29,0.39,0.37,0.37,0.37,0.35,0.41,0.38,0.4,0.41,0.34,0.37,0.35,0.34,0.34,0.36,0.34,0.36,0.31,0.34,0.31,0.0,0.33,0.36,0.33,0.36,0.34,0.35,0.35,0.29,0.31,0.3,0.3,0.29,0.37,0.31,0.32,0.33,0.32,0.39,0.36,0.3,0.32,0.31,0.3,0.29,0.25,0.32,0.31,0.28,0.3,0.32,0.26,0.3,0.37,0.32,0.0,0.27,0.27,0.32,0.31,0.25,0.3,0.28,0.35,0.25,0.27,0.26,0.26,0.25,0.3,0.27,0.27,0.0,0.25,0.25,0.3,0.24,0.24,0.18,0.22,0.21,0.2,0.0,0.0,0.25,0.0,0.27,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
08/30/2021,1.47,1.26,1.32,1.15,1.21,1.26,1.32,1.3,1.13,1.17,1.23,1.06,1.28,1.17,1.04,1.06,0.96,0.93,1.15,1.08,0.83,0.79,1.06,0.95,0.87,0.89,0.78,0.81,0.8,0.85,0.72,0.77,0.78,0.71,0.65,0.66,0.66,0.67,0.63,0.62,0.6,0.62,0.54,0.64,0.54,0.51,0.48,0.61,0.5,0.56,0.52,0.51,0.49,0.52,0.56,0.49,0.5,0.46,0.49,0.52,0.49,0.39,0.4,0.42,0.49,0.5,0.5,0.47,0.42,0.49,0.54,0.51,0.46,0.48,0.47,0.5,0.43,0.43,0.49,0.42,0.45,0.43,0.43,0.48,0.4,0.43,0.42,0.44,0.41,0.46,0.39,0.42,0.32,0.44,0.47,0.43,0.37,0.37,0.4,0.41,0.44,0.37,0.42,0.44,0.49,0.42,0.38,0.4,0.36,0.39,0.41,0.4,0.46,0.38,0.41,0.32,0.39,0.3,0.39,0.38,0.36,0.38,0.34,0.41,0.38,0.39,0.41,0.33,0.36,0.34,0.33,0.35,0.37,0.33,0.37,0.31,0.33,0.32,0.0,0.33,0.36,0.35,0.36,0.34,0.34,0.36,0.29,0.31,0.3,0.31,0.28,0.37,0.3,0.32,0.33,0.32,0.38,0.36,0.31,0.33,0.31,0.31,0.28,0.26,0.32,0.31,0.28,0.3,0.33,0.26,0.3,0.37,0.32,0.0,0.26,0.28,0.32,0.33,0.25,0.3,0.28,0.35,0.26,0.28,0.26,0.27,0.25,0.31,0.27,0.27,0.0,0.26,0.26,0.3,0.23,0.24,0.19,0.22,0.21,0.2,0.0,0.0,0.26,0.0,0.27,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91
08/31/2021,1.47,1.25,1.32,1.16,1.21,1.27,1.34,1.28,1.12,1.19,1.22,1.05,1.28,1.16,1.03,1.07,0.96,0.92,1.17,1.08,0.84,0.8,1.05,0.89,0.86,0.87,0.78,0.81,0.8,0.86,0.72,0.78,0.79,0.71,0.65,0.65,0.63,0.67,0.63,0.62,0.59,0.62,0.53,0.63,0.55,0.51,0.47,0.61,0.5,0.55,0.52,0.51,0.49,0.52,0.55,0.48,0.5,0.46,0.49,0.53,0.49,0.41,0.4,0.42,0.49,0.52,0.5,0.46,0.42,0.49,0.53,0.51,0.46,0.48,0.47,0.51,0.43,0.43,0.49,0.42,0.45,0.43,0.43,0.47,0.4,0.41,0.42,0.44,0.42,0.45,0.4,0.42,0.34,0.44,0.47,0.43,0.37,0.38,0.39,0.42,0.45,0.38,0.43,0.44,0.52,0.43,0.38,0.41,0.35,0.38,0.42,0.41,0.46,0.39,0.4,0.32,0.39,0.31,0.39,0.39,0.36,0.38,0.34,0.42,0.37,0.39,0.41,0.34,0.36,0.34,0.33,0.35,0.36,0.33,0.37,0.31,0.32,0.31,0.0,0.33,0.35,0.38,0.36,0.34,0.34,0.37,0.29,0.31,0.3,0.32,0.29,0.38,0.3,0.32,0.34,0.32,0.38,0.36,0.32,0.34,0.31,0.31,0.28,0.26,0.31,0.31,0.27,0.3,0.33,0.0,0.3,0.37,0.32,0.0,0.27,0.28,0.32,0.33,0.25,0.3,0.29,0.34,0.26,0.28,0.26,0.27,0.25,0.31,0.27,0.27,0.27,0.27,0.26,0.3,0.23,0.24,0.19,0.23,0.21,0.2,0.0,0.0,0.27,0.0,0.27,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/01/2021,1.47,1.25,1.32,1.16,1.21,1.27,1.34,1.28,1.12,1.19,1.22,1.05,1.28,1.16,1.03,1.07,0.96,0.92,1.17,1.08,0.84,0.8,1.05,0.89,0.86,0.87,0.78,0.81,0.8,0.86,0.72,0.78,0.79,0.71,0.65,0.65,0.63,0.67,0.63,0.62,0.59,0.62,0.53,0.63,0.55,0.51,0.47,0.61,0.5,0.55,0.52,0.51,0.49,0.52,0.55,0.48,0.5,0.46,0.49,0.53,0.49,0.41,0.4,0.42,0.49,0.52,0.5,0.46,0.42,0.49,0.53,0.51,0.46,0.48,0.47,0.51,0.43,0.43,0.49,0.42,0.45,0.43,0.43,0.47,0.4,0.41,0.42,0.44,0.42,0.45,0.4,0.42,0.34,0.44,0.47,0.43,0.37,0.38,0.39,0.42,0.45,0.38,0.43,0.44,0.52,0.43,0.38,0.41,0.35,0.38,0.42,0.41,0.46,0.39,0.4,0.32,0.39,0.31,0.39,0.39,0.36,0.38,0.34,0.42,0.37,0.39,0.41,0.34,0.36,0.34,0.33,0.35,0.36,0.33,0.37,0.31,0.32,0.31,0.0,0.33,0.35,0.38,0.36,0.34,0.34,0.37,0.29,0.31,0.3,0.32,0.29,0.38,0.3,0.32,0.34,0.32,0.38,0.36,0.32,0.34,0.31,0.31,0.28,0.26,0.31,0.31,0.27,0.3,0.33,0.0,0.3,0.37,0.32,0.0,0.27,0.28,0.32,0.33,0.25,0.3,0.29,0.34,0.26,0.28,0.26,0.27,0.25,0.31,0.27,0.27,0.27,0.27,0.26,0.3,0.23,0.24,0.19,0.23,0.21,0.2,0.0,0.0,0.27,0.0,0.27,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/02/2021,1.47,1.25,1.32,1.16,1.21,1.27,1.34,1.28,1.12,1.19,1.22,1.05,1.28,1.16,1.03,1.07,0.96,0.92,1.17,1.08,0.84,0.8,1.05,0.89,0.86,0.87,0.78,0.81,0.8,0.86,0.72,0.78,0.79,0.71,0.65,0.65,0.63,0.67,0.63,0.62,0.59,0.62,0.53,0.63,0.55,0.51,0.47,0.61,0.5,0.55,0.52,0.51,0.49,0.52,0.55,0.48,0.5,0.46,0.49,0.53,0.49,0.41,0.4,0.42,0.49,0.52,0.5,0.46,0.42,0.49,0.53,0.51,0.46,0.48,0.47,0.51,0.43,0.43,0.49,0.42,0.45,0.43,0.43,0.47,0.4,0.41,0.42,0.44,0.42,0.45,0.4,0.42,0.34,0.44,0.47,0.43,0.37,0.38,0.39,0.42,0.45,0.38,0.43,0.44,0.52,0.43,0.38,0.41,0.35,0.38,0.42,0.41,0.46,0.39,0.4,0.32,0.39,0.31,0.39,0.39,0.36,0.38,0.34,0.42,0.37,0.39,0.41,0.34,0.36,0.34,0.33,0.35,0.36,0.33,0.37,0.31,0.32,0.31,0.0,0.33,0.35,0.38,0.36,0.34,0.34,0.37,0.29,0.31,0.3,0.32,0.29,0.38,0.3,0.32,0.34,0.32,0.38,0.36,0.32,0.34,0.31,0.31,0.28,0.26,0.31,0.31,0.27,0.3,0.33,0.0,0.3,0.37,0.32,0.0,0.27,0.28,0.32,0.33,0.25,0.3,0.29,0.34,0.26,0.28,0.26,0.27,0.25,0.31,0.27,0.27,0.27,0.27,0.26,0.3,0.23,0.24,0.19,0.23,0.21,0.2,0.0,0.0,0.27,0.0,0.27,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/03/2021,1.48,1.26,1.32,1.17,1.21,1.26,1.35,1.3,1.12,1.19,1.22,1.06,1.28,1.16,1.03,1.07,0.96,0.92,1.18,1.09,0.82,0.79,1.04,0.9,0.85,0.9,0.78,0.8,0.79,0.86,0.71,0.77,0.79,0.71,0.64,0.65,0.63,0.67,0.61,0.63,0.59,0.62,0.52,0.62,0.54,0.5,0.47,0.61,0.5,0.56,0.52,0.51,0.5,0.52,0.56,0.49,0.5,0.46,0.49,0.52,0.49,0.42,0.4,0.41,0.5,0.51,0.49,0.46,0.42,0.5,0.53,0.52,0.45,0.47,0.46,0.5,0.42,0.44,0.5,0.42,0.45,0.42,0.43,0.48,0.4,0.42,0.42,0.44,0.41,0.45,0.4,0.43,0.33,0.44,0.48,0.44,0.36,0.38,0.4,0.42,0.45,0.38,0.44,0.48,0.54,0.43,0.38,0.41,0.35,0.38,0.42,0.42,0.46,0.4,0.4,0.32,0.38,0.31,0.39,0.38,0.37,0.38,0.34,0.42,0.38,0.39,0.41,0.34,0.36,0.34,0.33,0.35,0.36,0.33,0.36,0.3,0.31,0.32,0.0,0.33,0.35,0.38,0.35,0.33,0.34,0.37,0.29,0.32,0.3,0.31,0.28,0.35,0.3,0.32,0.34,0.32,0.38,0.35,0.31,0.34,0.31,0.31,0.28,0.26,0.31,0.3,0.27,0.3,0.32,0.0,0.3,0.37,0.32,0.0,0.26,0.27,0.32,0.33,0.24,0.3,0.29,0.35,0.25,0.28,0.26,0.26,0.24,0.31,0.27,0.27,0.26,0.27,0.26,0.3,0.23,0.24,0.19,0.23,0.21,0.2,0.0,0.0,0.26,0.0,0.27,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.91
09/06/2021,1.49,1.26,1.32,1.19,1.2,1.26,1.36,1.3,1.12,1.2,1.22,1.06,1.29,1.16,1.03,1.04,0.96,0.93,1.17,1.09,0.84,0.79,1.06,0.88,0.86,0.88,0.78,0.81,0.81,0.88,0.7,0.78,0.79,0.7,0.64,0.65,0.63,0.67,0.61,0.62,0.58,0.61,0.54,0.63,0.54,0.48,0.47,0.62,0.5,0.56,0.53,0.51,0.5,0.51,0.57,0.48,0.49,0.46,0.49,0.52,0.46,0.43,0.4,0.41,0.5,0.5,0.5,0.46,0.42,0.5,0.52,0.52,0.45,0.47,0.46,0.5,0.42,0.44,0.49,0.42,0.45,0.42,0.42,0.48,0.39,0.41,0.42,0.43,0.41,0.44,0.4,0.44,0.34,0.44,0.48,0.45,0.36,0.37,0.4,0.42,0.46,0.37,0.44,0.48,0.54,0.42,0.38,0.41,0.34,0.38,0.42,0.42,0.47,0.39,0.4,0.32,0.39,0.32,0.38,0.38,0.37,0.39,0.34,0.42,0.38,0.39,0.41,0.34,0.37,0.34,0.33,0.35,0.35,0.34,0.36,0.31,0.31,0.31,0.0,0.33,0.35,0.38,0.36,0.33,0.34,0.36,0.29,0.32,0.3,0.31,0.28,0.35,0.31,0.32,0.34,0.32,0.38,0.36,0.32,0.33,0.3,0.31,0.29,0.26,0.32,0.29,0.27,0.3,0.33,0.26,0.3,0.36,0.33,0.0,0.27,0.27,0.32,0.32,0.25,0.3,0.29,0.33,0.26,0.27,0.27,0.26,0.25,0.3,0.27,0.27,0.0,0.26,0.26,0.31,0.23,0.24,0.18,0.23,0.2,0.2,0.0,0.0,0.26,0.0,0.26,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9
09/07/2021,1.48,1.27,1.31,1.19,1.17,1.23,1.34,1.29,1.13,1.18,1.22,1.06,1.3,1.15,1.03,1.02,0.98,0.93,1.19,1.1,0.83,0.78,1.06,0.87,0.86,0.9,0.78,0.82,0.8,0.89,0.71,0.77,0.79,0.7,0.65,0.64,0.62,0.67,0.61,0.62,0.58,0.61,0.54,0.62,0.54,0.49,0.47,0.62,0.5,0.56,0.53,0.51,0.51,0.52,0.58,0.47,0.48,0.45,0.49,0.52,0.46,0.46,0.41,0.4,0.51,0.5,0.5,0.47,0.42,0.5,0.53,0.53,0.45,0.47,0.46,0.5,0.43,0.45,0.48,0.42,0.45,0.41,0.42,0.48,0.39,0.4,0.42,0.43,0.41,0.43,0.4,0.44,0.35,0.44,0.48,0.46,0.37,0.37,0.4,0.42,0.47,0.37,0.45,0.5,0.55,0.42,0.38,0.41,0.34,0.37,0.42,0.42,0.53,0.39,0.4,0.33,0.39,0.33,0.38,0.37,0.38,0.39,0.34,0.42,0.37,0.39,0.41,0.33,0.37,0.34,0.34,0.35,0.34,0.34,0.36,0.31,0.31,0.31,0.0,0.33,0.36,0.37,0.35,0.33,0.34,0.35,0.3,0.33,0.3,0.3,0.29,0.34,0.3,0.32,0.35,0.32,0.39,0.36,0.31,0.34,0.3,0.3,0.29,0.25,0.31,0.29,0.27,0.3,0.32,0.26,0.3,0.35,0.34,0.0,0.27,0.27,0.32,0.37,0.24,0.3,0.29,0.33,0.25,0.28,0.27,0.26,0.25,0.3,0.27,0.27,0.26,0.27,0.26,0.3,0.23,0.23,0.18,0.23,0.2,0.2,0.0,0.0,0.0,0.0,0.26,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/08/2021,1.48,1.27,1.31,1.19,1.17,1.23,1.34,1.29,1.13,1.18,1.22,1.06,1.3,1.15,1.03,1.02,0.98,0.93,1.19,1.1,0.83,0.78,1.06,0.87,0.86,0.9,0.78,0.82,0.8,0.89,0.71,0.77,0.79,0.7,0.65,0.64,0.62,0.67,0.61,0.62,0.58,0.61,0.54,0.62,0.54,0.49,0.47,0.62,0.5,0.56,0.53,0.51,0.51,0.52,0.58,0.47,0.48,0.45,0.49,0.52,0.46,0.46,0.41,0.4,0.51,0.5,0.5,0.47,0.42,0.5,0.53,0.53,0.45,0.47,0.46,0.5,0.43,0.45,0.48,0.42,0.45,0.41,0.42,0.48,0.39,0.4,0.42,0.43,0.41,0.43,0.4,0.44,0.35,0.44,0.48,0.46,0.37,0.37,0.4,0.42,0.47,0.37,0.45,0.5,0.55,0.42,0.38,0.41,0.34,0.37,0.42,0.42,0.53,0.39,0.4,0.33,0.39,0.33,0.38,0.37,0.38,0.39,0.34,0.42,0.37,0.39,0.41,0.33,0.37,0.34,0.34,0.35,0.34,0.34,0.36,0.31,0.31,0.31,0.0,0.33,0.36,0.37,0.35,0.33,0.34,0.35,0.3,0.33,0.3,0.3,0.29,0.34,0.3,0.32,0.35,0.32,0.39,0.36,0.31,0.34,0.3,0.3,0.29,0.25,0.31,0.29,0.27,0.3,0.32,0.26,0.3,0.35,0.34,0.0,0.27,0.27,0.32,0.37,0.24,0.3,0.29,0.33,0.25,0.28,0.27,0.26,0.25,0.3,0.27,0.27,0.26,0.27,0.26,0.3,0.23,0.23,0.18,0.23,0.2,0.2,0.0,0.0,0.0,0.0,0.26,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
