,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,TMO,ABBV,NKE,PEP,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,COST,TXN,DHR,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,NEE,UNP,BMY,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,AMT,AMAT,GS,BLK,IBM,TGT,CAT,AMD,MMM,GE,DE,NOW,AXP,ISRG,CVS,SCHW,CHTR,XTSLA,SPGI,SQ,ANTM,LMT,ZTS,FIS,LRCX,MU,BKNG,PLD,MDLZ,SYK,MO,CCI,TMUS,GILD,ADP,ZM,PNC,TJX,CI,COP,DUK,USB,TFC,FDX,CB,MMC,BDX,CSX,GM,ATVI,EQIX,EL,CME,UBER,MELI,MRNA,COF,CL,ILMN,ADSK,APD,TWLO,FISV,SNAP,ITW,SO,EW,ICE,NSC,BX,SHW,ETN,MCO,REGN,D,BSX,ADI,IDXX,WM,NXPI,TWTR,DOCU,EMR,HCA,F,GPN,PGR,HUM,BIIB,NEM,DG,VRTX,AON,ECL,CRWD,NOC,FCX,IQV,KLAC,MRVL,EOG,JCI,ROP,ROKU,VEEV,ALGN,MTCH,PINS,MET,EXC,LULU,CMG,TT,SLB,EBAY,KMB,DOW,TROW,PSA,TEL,MSCI,A,ROST,WDAY,LHX,ALXN,PH,CARR,ALL,PRU,MCHP,BK,AIG,PPG,ORLY,BAX,DLR,DXCM,GD,INFO,DD,EA,CNC,AEP,TRV,SRE,SNPS,SPG,APH,CDNS,PANW,APTV,RMD,GE.,YUM,FTNT,SYY,DFS,CTSH,MSI,SBAC,USD,SNOW,ABNB,PLTR,MPC,PXD,MAR,NET,KKR,XLNX,DDOG,TTD,HPQ,AZO,PAYX,SUM
07/23/2021,5.65,5.18,3.77,2.02,1.87,1.84,1.29,1.14,1.25,1.12,1.09,1.01,0.96,0.86,0.85,0.84,0.81,0.79,0.7,0.72,0.64,0.58,0.58,0.57,0.55,0.55,0.56,0.57,0.52,0.53,0.49,0.51,0.51,0.5,0.53,0.46,0.48,0.49,0.47,0.48,0.46,0.46,0.45,0.43,0.44,0.43,0.42,0.39,0.36,0.38,0.39,0.4,0.37,0.37,0.35,0.37,0.34,0.35,0.34,0.34,0.34,0.34,0.32,0.29,0.32,0.3,0.31,0.31,0.31,0.31,0.28,0.26,0.29,0.28,0.27,0.28,0.27,0.28,0.27,0.25,0.24,0.27,0.25,0.24,0.24,0.23,0.23,0.22,0.21,0.21,0.22,0.23,0.22,0.21,0.22,0.22,0.21,0.21,0.21,0.19,0.19,0.2,0.2,0.18,0.2,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.19,0.17,0.17,0.23,0.18,0.17,0.18,0.16,0.16,0.16,0.16,0.14,0.16,0.16,0.16,0.17,0.16,0.18,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.14,0.14,0.16,0.13,0.14,0.14,0.15,0.12,0.12,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.11,0.11,0.0,0.12,0.13,0.12,0.11,0.11,0.0,0.1,0.11,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.56
07/26/2021,5.57,5.18,3.76,2.03,1.87,1.85,1.3,1.18,1.23,1.13,1.09,1.01,0.96,0.87,0.85,0.83,0.81,0.79,0.71,0.72,0.65,0.6,0.56,0.57,0.57,0.55,0.55,0.56,0.52,0.54,0.49,0.49,0.5,0.5,0.52,0.47,0.47,0.49,0.48,0.47,0.46,0.46,0.45,0.44,0.43,0.43,0.42,0.39,0.37,0.38,0.39,0.4,0.37,0.36,0.35,0.37,0.34,0.34,0.34,0.34,0.34,0.35,0.32,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.28,0.27,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.24,0.27,0.25,0.25,0.23,0.23,0.23,0.22,0.22,0.21,0.22,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.18,0.19,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.19,0.17,0.17,0.24,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.14,0.16,0.16,0.16,0.17,0.16,0.18,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.16,0.14,0.14,0.13,0.15,0.12,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.11,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.51000000000002
07/27/2021,5.62,5.26,3.8,2.05,1.88,1.85,1.28,1.19,1.22,1.11,1.09,1.01,0.96,0.87,0.85,0.82,0.82,0.78,0.7,0.73,0.65,0.59,0.55,0.56,0.58,0.55,0.56,0.57,0.51,0.53,0.49,0.5,0.51,0.51,0.52,0.47,0.47,0.49,0.47,0.47,0.46,0.45,0.45,0.41,0.45,0.43,0.42,0.39,0.37,0.38,0.39,0.4,0.37,0.36,0.36,0.37,0.34,0.34,0.34,0.35,0.35,0.35,0.32,0.3,0.31,0.31,0.31,0.3,0.31,0.31,0.28,0.27,0.28,0.27,0.27,0.28,0.27,0.28,0.27,0.25,0.24,0.14,0.25,0.25,0.23,0.23,0.23,0.22,0.22,0.21,0.22,0.23,0.22,0.21,0.21,0.2,0.21,0.21,0.21,0.19,0.19,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.19,0.18,0.17,0.18,0.24,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.14,0.16,0.16,0.16,0.17,0.16,0.18,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.15,0.14,0.16,0.13,0.14,0.13,0.15,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.0,0.12,0.13,0.12,0.11,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.49000000000001
07/28/2021,5.62,5.26,3.78,2.14,1.93,1.89,1.27,1.18,1.2,1.1,1.09,1.02,0.95,0.87,0.85,0.83,0.83,0.77,0.69,0.72,0.65,0.58,0.55,0.56,0.58,0.52,0.56,0.56,0.52,0.53,0.49,0.5,0.5,0.51,0.52,0.46,0.47,0.49,0.48,0.47,0.47,0.44,0.45,0.42,0.45,0.44,0.42,0.39,0.37,0.37,0.38,0.38,0.38,0.37,0.35,0.37,0.33,0.34,0.34,0.35,0.36,0.34,0.31,0.29,0.31,0.31,0.31,0.3,0.3,0.31,0.28,0.27,0.28,0.27,0.27,0.28,0.27,0.28,0.26,0.25,0.24,0.17,0.24,0.25,0.23,0.23,0.23,0.22,0.22,0.21,0.22,0.23,0.22,0.21,0.21,0.2,0.2,0.21,0.21,0.19,0.19,0.2,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.19,0.18,0.17,0.18,0.26,0.17,0.17,0.18,0.17,0.16,0.16,0.16,0.18,0.16,0.16,0.16,0.17,0.16,0.18,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.16,0.13,0.14,0.13,0.15,0.12,0.12,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.1,0.12,0.13,0.13,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.52000000000001
07/29/2021,5.63,5.24,3.82,2.15,1.94,1.92,1.27,1.16,1.22,1.11,1.09,1.02,0.94,0.87,0.85,0.83,0.83,0.78,0.69,0.71,0.65,0.6,0.55,0.56,0.58,0.53,0.56,0.56,0.51,0.53,0.48,0.5,0.5,0.51,0.52,0.47,0.47,0.49,0.47,0.47,0.47,0.45,0.45,0.42,0.44,0.44,0.42,0.39,0.37,0.37,0.38,0.38,0.37,0.36,0.35,0.36,0.34,0.34,0.34,0.35,0.36,0.35,0.31,0.3,0.31,0.31,0.31,0.3,0.31,0.31,0.28,0.27,0.28,0.27,0.27,0.28,0.27,0.28,0.26,0.25,0.24,0.17,0.24,0.25,0.22,0.22,0.23,0.22,0.22,0.21,0.22,0.23,0.22,0.21,0.21,0.2,0.21,0.21,0.21,0.19,0.19,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.19,0.18,0.17,0.18,0.25,0.18,0.17,0.17,0.17,0.15,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.19,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.14,0.14,0.16,0.13,0.14,0.13,0.15,0.12,0.12,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.11,0.12,0.12,0.0,0.12,0.12,0.13,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.11,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.59
07/30/2021,5.57,5.23,3.76,2.13,1.92,1.89,1.29,1.16,1.2,1.11,1.1,1.03,0.95,0.85,0.84,0.83,0.83,0.79,0.69,0.72,0.65,0.59,0.56,0.56,0.57,0.52,0.56,0.57,0.52,0.54,0.49,0.5,0.5,0.51,0.53,0.47,0.48,0.49,0.47,0.47,0.47,0.45,0.45,0.41,0.45,0.45,0.42,0.38,0.38,0.34,0.39,0.39,0.38,0.37,0.35,0.37,0.34,0.34,0.33,0.35,0.36,0.35,0.32,0.3,0.32,0.3,0.31,0.3,0.31,0.31,0.28,0.27,0.28,0.28,0.27,0.28,0.27,0.28,0.27,0.24,0.24,0.17,0.24,0.24,0.23,0.22,0.23,0.23,0.22,0.2,0.22,0.23,0.22,0.21,0.21,0.2,0.21,0.21,0.21,0.19,0.19,0.2,0.19,0.18,0.2,0.18,0.18,0.17,0.18,0.18,0.18,0.18,0.17,0.16,0.18,0.19,0.18,0.16,0.18,0.24,0.18,0.17,0.17,0.16,0.16,0.15,0.17,0.17,0.16,0.17,0.17,0.17,0.16,0.19,0.17,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.13,0.13,0.14,0.14,0.16,0.13,0.14,0.14,0.15,0.12,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.11,0.11,0.11,0.0,0.12,0.13,0.13,0.11,0.11,0.11,0.1,0.0,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.0,0.11,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.52000000000001
08/02/2021,5.5,5.2,3.72,2.07,1.97,1.87,1.28,1.18,1.26,1.12,1.09,1.01,0.94,0.8,0.84,0.82,0.82,0.78,0.7,0.72,0.64,0.6,0.55,0.56,0.57,0.52,0.56,0.58,0.52,0.53,0.49,0.51,0.51,0.51,0.52,0.48,0.47,0.49,0.48,0.47,0.47,0.46,0.45,0.42,0.46,0.44,0.42,0.41,0.38,0.33,0.39,0.38,0.38,0.37,0.35,0.37,0.34,0.34,0.33,0.35,0.35,0.35,0.32,0.31,0.31,0.3,0.31,0.3,0.31,0.31,0.28,0.3,0.28,0.28,0.27,0.28,0.27,0.28,0.26,0.25,0.24,0.14,0.25,0.24,0.23,0.22,0.23,0.22,0.21,0.21,0.22,0.23,0.21,0.21,0.22,0.2,0.2,0.21,0.21,0.2,0.19,0.2,0.19,0.19,0.2,0.18,0.18,0.17,0.18,0.18,0.18,0.18,0.18,0.16,0.17,0.19,0.19,0.16,0.18,0.25,0.18,0.17,0.17,0.17,0.16,0.15,0.16,0.17,0.16,0.16,0.17,0.16,0.15,0.19,0.17,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.16,0.14,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.14,0.13,0.12,0.13,0.14,0.11,0.12,0.12,0.0,0.12,0.12,0.12,0.11,0.12,0.11,0.1,0.0,0.11,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.38000000000001
08/03/2021,5.54,5.2,3.46,2.07,1.96,1.87,1.28,1.18,1.28,1.11,1.1,1.01,0.94,0.78,0.85,0.84,0.82,0.77,0.7,0.72,0.65,0.59,0.56,0.56,0.57,0.53,0.57,0.58,0.52,0.54,0.49,0.51,0.5,0.52,0.53,0.48,0.47,0.49,0.48,0.47,0.47,0.46,0.46,0.43,0.46,0.44,0.43,0.41,0.38,0.34,0.39,0.38,0.39,0.37,0.35,0.37,0.34,0.34,0.33,0.35,0.35,0.35,0.32,0.3,0.31,0.31,0.31,0.3,0.31,0.31,0.27,0.31,0.28,0.28,0.27,0.28,0.27,0.28,0.26,0.25,0.25,0.14,0.25,0.24,0.23,0.22,0.23,0.22,0.22,0.21,0.22,0.23,0.22,0.22,0.22,0.2,0.2,0.21,0.22,0.2,0.19,0.2,0.19,0.18,0.2,0.18,0.18,0.17,0.18,0.18,0.18,0.18,0.18,0.16,0.18,0.19,0.19,0.16,0.17,0.26,0.18,0.16,0.18,0.17,0.16,0.15,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.19,0.17,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.15,0.16,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.13,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.38000000000001
08/04/2021,5.54,5.2,3.46,2.07,1.96,1.87,1.28,1.18,1.28,1.11,1.1,1.01,0.94,0.78,0.85,0.84,0.82,0.77,0.7,0.72,0.65,0.59,0.56,0.56,0.57,0.53,0.57,0.58,0.52,0.54,0.49,0.51,0.5,0.52,0.53,0.48,0.47,0.49,0.48,0.47,0.47,0.46,0.46,0.43,0.46,0.44,0.43,0.41,0.38,0.34,0.39,0.38,0.39,0.37,0.35,0.37,0.34,0.34,0.33,0.35,0.35,0.35,0.32,0.3,0.31,0.31,0.31,0.3,0.31,0.31,0.27,0.31,0.28,0.28,0.27,0.28,0.27,0.28,0.26,0.25,0.25,0.14,0.25,0.24,0.23,0.22,0.23,0.22,0.22,0.21,0.22,0.23,0.22,0.22,0.22,0.2,0.2,0.21,0.22,0.2,0.19,0.2,0.19,0.18,0.2,0.18,0.18,0.17,0.18,0.18,0.18,0.18,0.18,0.16,0.18,0.19,0.19,0.16,0.17,0.26,0.18,0.16,0.18,0.17,0.16,0.15,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.19,0.17,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.15,0.16,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.13,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.38000000000001
08/05/2021,5.54,5.2,3.46,2.07,1.96,1.87,1.28,1.18,1.28,1.11,1.1,1.01,0.94,0.78,0.85,0.84,0.82,0.77,0.7,0.72,0.65,0.59,0.56,0.56,0.57,0.53,0.57,0.58,0.52,0.54,0.49,0.51,0.5,0.52,0.53,0.48,0.47,0.49,0.48,0.47,0.47,0.46,0.46,0.43,0.46,0.44,0.43,0.41,0.38,0.34,0.39,0.38,0.39,0.37,0.35,0.37,0.34,0.34,0.33,0.35,0.35,0.35,0.32,0.3,0.31,0.31,0.31,0.3,0.31,0.31,0.27,0.31,0.28,0.28,0.27,0.28,0.27,0.28,0.26,0.25,0.25,0.14,0.25,0.24,0.23,0.22,0.23,0.22,0.22,0.21,0.22,0.23,0.22,0.22,0.22,0.2,0.2,0.21,0.22,0.2,0.19,0.2,0.19,0.18,0.2,0.18,0.18,0.17,0.18,0.18,0.18,0.18,0.18,0.16,0.18,0.19,0.19,0.16,0.17,0.26,0.18,0.16,0.18,0.17,0.16,0.15,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.19,0.17,0.15,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.15,0.16,0.13,0.14,0.13,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.11,0.13,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.38000000000001
08/06/2021,5.57,5.21,3.48,2.03,1.96,1.87,1.29,1.19,1.32,1.11,1.11,0.97,0.96,0.77,0.85,0.85,0.77,0.76,0.7,0.72,0.64,0.59,0.55,0.56,0.56,0.53,0.57,0.62,0.52,0.53,0.48,0.51,0.49,0.53,0.52,0.48,0.47,0.49,0.48,0.48,0.49,0.47,0.46,0.42,0.46,0.43,0.43,0.4,0.38,0.34,0.39,0.39,0.38,0.38,0.35,0.37,0.34,0.34,0.33,0.35,0.34,0.35,0.32,0.3,0.31,0.31,0.31,0.3,0.31,0.31,0.28,0.33,0.28,0.0,0.28,0.28,0.27,0.29,0.27,0.24,0.26,0.17,0.25,0.25,0.23,0.22,0.23,0.2,0.22,0.22,0.21,0.23,0.21,0.21,0.21,0.2,0.2,0.21,0.22,0.19,0.19,0.2,0.19,0.18,0.2,0.18,0.18,0.17,0.19,0.18,0.18,0.18,0.18,0.15,0.18,0.18,0.18,0.15,0.17,0.28,0.18,0.16,0.18,0.17,0.16,0.15,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.19,0.17,0.16,0.15,0.15,0.15,0.16,0.15,0.14,0.14,0.14,0.13,0.14,0.15,0.16,0.13,0.12,0.14,0.13,0.12,0.12,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.0,0.12,0.12,0.12,0.11,0.12,0.0,0.0,0.0,0.11,0.12,0.13,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.1,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.11,0.11,0.1,0.1,0.1,0.11,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.27,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.4
08/09/2021,5.54,5.24,3.48,2.09,1.97,1.87,1.28,1.24,1.32,1.11,1.1,0.98,0.93,0.79,0.85,0.84,0.78,0.77,0.71,0.73,0.64,0.58,0.56,0.55,0.58,0.52,0.56,0.61,0.52,0.53,0.48,0.51,0.49,0.53,0.51,0.47,0.46,0.49,0.48,0.48,0.51,0.47,0.47,0.43,0.47,0.42,0.41,0.4,0.37,0.33,0.38,0.39,0.38,0.38,0.35,0.37,0.35,0.32,0.32,0.35,0.34,0.35,0.32,0.3,0.31,0.31,0.31,0.3,0.31,0.31,0.27,0.33,0.28,0.0,0.27,0.28,0.27,0.29,0.25,0.25,0.26,0.19,0.26,0.27,0.22,0.21,0.23,0.19,0.22,0.22,0.22,0.23,0.21,0.21,0.21,0.2,0.2,0.21,0.22,0.2,0.19,0.2,0.17,0.18,0.2,0.18,0.18,0.16,0.19,0.18,0.17,0.18,0.17,0.15,0.18,0.18,0.18,0.15,0.2,0.31,0.18,0.16,0.18,0.17,0.15,0.15,0.16,0.17,0.16,0.17,0.17,0.16,0.15,0.19,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.15,0.16,0.13,0.12,0.13,0.13,0.12,0.12,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.11,0.13,0.12,0.1,0.12,0.12,0.11,0.11,0.12,0.0,0.0,0.0,0.11,0.12,0.13,0.11,0.0,0.0,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.27,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.44
08/10/2021,5.5,5.23,3.44,2.09,1.96,1.87,1.3,1.22,1.29,1.14,1.09,0.98,0.94,0.79,0.84,0.83,0.79,0.77,0.73,0.72,0.65,0.59,0.55,0.55,0.58,0.52,0.56,0.61,0.52,0.53,0.48,0.51,0.49,0.53,0.51,0.47,0.46,0.49,0.48,0.48,0.5,0.48,0.47,0.43,0.47,0.42,0.42,0.4,0.37,0.33,0.38,0.39,0.38,0.38,0.35,0.37,0.35,0.32,0.32,0.35,0.34,0.36,0.32,0.31,0.31,0.31,0.32,0.3,0.31,0.31,0.27,0.32,0.28,0.0,0.28,0.28,0.27,0.29,0.26,0.26,0.26,0.18,0.26,0.26,0.22,0.21,0.23,0.2,0.22,0.22,0.22,0.23,0.21,0.21,0.21,0.2,0.2,0.21,0.22,0.2,0.19,0.2,0.17,0.18,0.2,0.19,0.18,0.16,0.19,0.18,0.17,0.18,0.17,0.15,0.18,0.18,0.18,0.16,0.19,0.3,0.18,0.16,0.17,0.18,0.16,0.15,0.16,0.17,0.16,0.16,0.17,0.16,0.15,0.19,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.15,0.16,0.13,0.12,0.14,0.13,0.12,0.11,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.11,0.13,0.12,0.0,0.12,0.12,0.11,0.11,0.12,0.0,0.0,0.11,0.11,0.12,0.13,0.11,0.1,0.0,0.11,0.11,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.11,0.11,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.11,0.1,0.28,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.42
