,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,TSLA,NVDA,BRK.B,JPM,JNJ,UNH,V,PG,HD,PYPL,DIS,ADBE,BAC,MA,CMCSA,PFE,NFLX,CRM,CSCO,XOM,VZ,ABT,TMO,KO,INTC,PEP,ACN,DHR,LLY,NKE,WMT,COST,AVGO,ABBV,T,MRK,CVX,WFC,MDT,MCD,TXN,NEE,PM,LIN,QCOM,ORCL,HON,MS,INTU,C,BMY,LOW,UNP,UPS,GS,SBUX,AMT,BLK,AMD,NOW,AMGN,ISRG,RTX,IBM,AMAT,BA,TGT,MRNA,DE,GE,CAT,CHTR,CVS,MMM,SCHW,SPGI,AXP,SQ,PLD,ZTS,BKNG,ANTM,MO,SYK,GILD,ADP,LMT,BX,MELI,MDLZ,ADI,TJX,LRCX,CCI,MU,DUK,CB,MMC,PNC,TMUS,EL,FIS,EQIX,USB,COP,TFC,EW,BDX,CI,CSX,SHW,REGN,COF,CME,SO,SNAP,FISV,ILMN,ICE,ETN,ITW,CL,FDX,HCA,AON,NSC,BSX,D,ZM,ADSK,EMR,ATVI,GM,UBER,MCO,APD,WM,IDXX,NXPI,TWLO,ECL,JCI,DOCU,PGR,CMG,HUM,NOC,DXCM,CRWD,A,FCX,ALGN,MSCI,DG,ROP,TWTR,VRTX,KLAC,SNPS,F,WDAY,BIIB,IQV,MRVL,TEL,PSA,TROW,LHX,PLLDA.AX,EBAY,EXC,MET,DLR,TT,AIG,NEM,CARR,KMB,PANW,DOW,GPN,GD,APH,INFO,CDNS,LULU,AEP,SRE,SPG,VEEV,BK,FTNT,RMD,MSI,n/a,MTCH,MCHP,EOG,ORLY,BAX,SNOW,ABNB,PLTR,SLB,MAR,SYY,APTV,PRU,PXD,NET,SIVB,KKR,XLNX,SUM
10/15/2021,5.79,5.74,3.69,2.01,2.14,2.01,1.7,1.34,1.35,1.29,1.08,0.99,0.98,0.9,0.94,0.78,0.82,0.72,0.84,0.78,0.62,0.61,0.72,0.71,0.6,0.68,0.55,0.54,0.59,0.55,0.55,0.56,0.54,0.49,0.48,0.51,0.52,0.52,0.52,0.5,0.47,0.52,0.54,0.5,0.43,0.48,0.45,0.4,0.39,0.4,0.36,0.41,0.39,0.37,0.37,0.37,0.33,0.39,0.36,0.35,0.34,0.34,0.31,0.31,0.33,0.32,0.3,0.3,0.36,0.33,0.3,0.32,0.3,0.28,0.25,0.29,0.27,0.23,0.29,0.27,0.3,0.27,0.29,0.25,0.25,0.24,0.26,0.24,0.23,0.23,0.22,0.22,0.23,0.21,0.17,0.22,0.23,0.2,0.2,0.19,0.2,0.2,0.21,0.21,0.22,0.18,0.19,0.19,0.18,0.22,0.26,0.21,0.18,0.18,0.18,0.19,0.18,0.15,0.19,0.19,0.17,0.21,0.16,0.15,0.19,0.16,0.16,0.17,0.14,0.15,0.18,0.17,0.16,0.15,0.14,0.16,0.14,0.15,0.22,0.2,0.15,0.16,0.16,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.14,0.15,0.14,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.16,0.13,0.11,0.12,0.14,0.12,0.12,0.11,0.12,0.0,0.13,0.12,0.12,0.0,0.0,0.13,0.11,0.11,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.14,0.11,0.0,0.19,0.15,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,81.12
10/18/2021,5.76,5.81,3.67,2.0,2.17,2.03,1.7,1.38,1.33,1.25,1.08,1.01,0.97,0.89,0.94,0.8,0.81,0.74,0.85,0.77,0.63,0.6,0.72,0.72,0.6,0.67,0.55,0.53,0.58,0.54,0.56,0.56,0.55,0.49,0.48,0.51,0.51,0.51,0.52,0.49,0.47,0.51,0.54,0.47,0.43,0.47,0.45,0.41,0.39,0.41,0.37,0.4,0.39,0.38,0.38,0.37,0.33,0.39,0.37,0.36,0.34,0.34,0.31,0.33,0.35,0.33,0.3,0.3,0.35,0.33,0.31,0.31,0.3,0.3,0.24,0.29,0.27,0.23,0.28,0.27,0.3,0.27,0.28,0.25,0.26,0.24,0.26,0.25,0.23,0.23,0.22,0.22,0.23,0.21,0.18,0.22,0.23,0.2,0.21,0.19,0.19,0.2,0.21,0.21,0.22,0.18,0.19,0.19,0.18,0.21,0.25,0.21,0.18,0.18,0.18,0.19,0.18,0.15,0.19,0.19,0.17,0.2,0.16,0.15,0.18,0.16,0.16,0.17,0.14,0.15,0.18,0.17,0.16,0.15,0.15,0.16,0.14,0.15,0.21,0.2,0.15,0.16,0.16,0.14,0.13,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.15,0.14,0.14,0.12,0.14,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.15,0.13,0.0,0.12,0.14,0.12,0.13,0.11,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.0,0.0,0.12,0.0,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.14,0.11,0.0,0.19,0.15,0.0,0.12,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,81.2
10/19/2021,5.76,5.79,3.76,1.96,2.16,2.02,1.73,1.38,1.33,1.26,1.08,1.02,0.99,0.89,0.95,0.8,0.81,0.74,0.87,0.79,0.63,0.59,0.7,0.72,0.59,0.67,0.55,0.53,0.58,0.54,0.56,0.56,0.55,0.48,0.48,0.51,0.51,0.51,0.52,0.49,0.46,0.5,0.54,0.5,0.43,0.46,0.45,0.41,0.39,0.4,0.37,0.4,0.39,0.38,0.38,0.37,0.33,0.39,0.37,0.36,0.35,0.33,0.31,0.33,0.34,0.33,0.3,0.3,0.35,0.33,0.31,0.3,0.31,0.29,0.24,0.29,0.28,0.23,0.29,0.27,0.31,0.27,0.29,0.25,0.26,0.24,0.26,0.24,0.23,0.23,0.21,0.23,0.23,0.21,0.18,0.21,0.23,0.2,0.2,0.19,0.19,0.2,0.2,0.21,0.21,0.17,0.19,0.2,0.18,0.21,0.25,0.21,0.18,0.18,0.18,0.19,0.18,0.15,0.19,0.19,0.17,0.2,0.17,0.15,0.18,0.16,0.16,0.16,0.14,0.16,0.18,0.17,0.16,0.15,0.15,0.16,0.14,0.15,0.21,0.2,0.15,0.16,0.15,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.13,0.14,0.15,0.14,0.14,0.12,0.14,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.16,0.13,0.0,0.12,0.14,0.12,0.12,0.11,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.13,0.11,0.0,0.19,0.14,0.0,0.12,0.11,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,81.24
10/20/2021,5.76,5.79,3.76,1.96,2.16,2.02,1.73,1.38,1.33,1.26,1.08,1.02,0.99,0.89,0.95,0.8,0.81,0.74,0.87,0.79,0.63,0.59,0.7,0.72,0.59,0.67,0.55,0.53,0.58,0.54,0.56,0.56,0.55,0.48,0.48,0.51,0.51,0.51,0.52,0.49,0.46,0.5,0.54,0.5,0.43,0.46,0.45,0.41,0.39,0.4,0.37,0.4,0.39,0.38,0.38,0.37,0.33,0.39,0.37,0.36,0.35,0.33,0.31,0.33,0.34,0.33,0.3,0.3,0.35,0.33,0.31,0.3,0.31,0.29,0.24,0.29,0.28,0.23,0.29,0.27,0.31,0.27,0.29,0.25,0.26,0.24,0.26,0.24,0.23,0.23,0.21,0.23,0.23,0.21,0.18,0.21,0.23,0.2,0.2,0.19,0.19,0.2,0.2,0.21,0.21,0.17,0.19,0.2,0.18,0.21,0.25,0.21,0.18,0.18,0.18,0.19,0.18,0.15,0.19,0.19,0.17,0.2,0.17,0.15,0.18,0.16,0.16,0.16,0.14,0.16,0.18,0.17,0.16,0.15,0.15,0.16,0.14,0.15,0.21,0.2,0.15,0.16,0.15,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.13,0.14,0.15,0.14,0.14,0.12,0.14,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.16,0.13,0.0,0.12,0.14,0.12,0.12,0.11,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.13,0.12,0.12,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.0,0.12,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.13,0.11,0.0,0.19,0.14,0.0,0.12,0.11,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.0,81.24
10/21/2021,5.81,5.83,3.79,2.02,2.17,2.03,1.78,1.4,1.32,1.26,1.06,1.01,0.98,0.87,0.95,0.8,0.78,0.75,0.86,0.79,0.61,0.58,0.71,0.71,0.59,0.67,0.54,0.52,0.59,0.53,0.56,0.55,0.55,0.49,0.48,0.51,0.51,0.52,0.52,0.48,0.46,0.49,0.53,0.51,0.41,0.46,0.45,0.4,0.38,0.4,0.37,0.4,0.39,0.37,0.39,0.37,0.32,0.4,0.37,0.36,0.35,0.34,0.31,0.32,0.36,0.33,0.29,0.3,0.35,0.32,0.31,0.3,0.32,0.3,0.24,0.29,0.27,0.23,0.28,0.27,0.3,0.27,0.29,0.25,0.26,0.24,0.26,0.24,0.22,0.22,0.21,0.23,0.23,0.21,0.18,0.21,0.23,0.2,0.21,0.18,0.19,0.19,0.2,0.21,0.21,0.17,0.19,0.19,0.17,0.21,0.25,0.21,0.17,0.17,0.18,0.19,0.18,0.15,0.19,0.19,0.17,0.2,0.17,0.15,0.18,0.16,0.16,0.16,0.14,0.15,0.17,0.17,0.15,0.15,0.15,0.16,0.14,0.15,0.21,0.19,0.15,0.16,0.15,0.14,0.13,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.15,0.13,0.14,0.12,0.14,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.15,0.13,0.0,0.12,0.14,0.12,0.12,0.11,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.12,0.11,0.12,0.11,0.13,0.11,0.12,0.12,0.12,0.13,0.11,0.12,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.13,0.11,0.0,0.19,0.15,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.0,81.16
10/22/2021,5.85,5.8,3.76,2.03,2.16,2.03,1.76,1.39,1.32,1.26,1.08,1.0,0.99,0.85,0.95,0.8,0.78,0.76,0.86,0.79,0.62,0.59,0.71,0.71,0.59,0.67,0.54,0.53,0.59,0.53,0.56,0.55,0.55,0.49,0.48,0.5,0.52,0.52,0.52,0.48,0.46,0.5,0.54,0.52,0.41,0.45,0.46,0.4,0.37,0.4,0.38,0.4,0.38,0.37,0.39,0.36,0.32,0.39,0.37,0.35,0.35,0.34,0.31,0.32,0.35,0.34,0.29,0.3,0.35,0.32,0.31,0.3,0.31,0.29,0.25,0.29,0.28,0.23,0.28,0.27,0.31,0.27,0.29,0.25,0.26,0.24,0.25,0.24,0.22,0.23,0.21,0.23,0.23,0.22,0.18,0.21,0.24,0.19,0.2,0.19,0.19,0.2,0.2,0.21,0.22,0.17,0.18,0.19,0.18,0.21,0.25,0.21,0.18,0.18,0.18,0.19,0.18,0.15,0.19,0.2,0.17,0.2,0.17,0.15,0.18,0.16,0.16,0.16,0.14,0.15,0.17,0.17,0.16,0.15,0.15,0.16,0.14,0.15,0.21,0.19,0.15,0.16,0.15,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.13,0.14,0.15,0.14,0.14,0.12,0.14,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.15,0.13,0.0,0.12,0.14,0.12,0.12,0.11,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.13,0.11,0.12,0.11,0.13,0.11,0.12,0.12,0.12,0.13,0.11,0.12,0.0,0.0,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.13,0.11,0.0,0.19,0.14,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.0,81.23
10/25/2021,5.84,5.81,3.72,2.03,2.12,2.0,1.81,1.41,1.32,1.26,1.07,1.04,0.97,0.84,0.97,0.71,0.77,0.76,0.86,0.77,0.62,0.6,0.72,0.7,0.58,0.66,0.55,0.55,0.6,0.52,0.56,0.55,0.55,0.49,0.48,0.51,0.52,0.53,0.52,0.48,0.46,0.51,0.54,0.51,0.41,0.45,0.46,0.41,0.37,0.4,0.38,0.39,0.39,0.36,0.39,0.35,0.32,0.4,0.37,0.36,0.34,0.34,0.32,0.32,0.36,0.34,0.29,0.3,0.35,0.29,0.3,0.29,0.31,0.3,0.24,0.28,0.28,0.24,0.28,0.26,0.31,0.27,0.28,0.26,0.27,0.25,0.24,0.26,0.22,0.23,0.21,0.22,0.23,0.23,0.18,0.21,0.24,0.19,0.2,0.19,0.19,0.2,0.2,0.21,0.22,0.17,0.18,0.19,0.18,0.21,0.25,0.21,0.18,0.18,0.18,0.2,0.18,0.15,0.18,0.19,0.17,0.2,0.16,0.15,0.18,0.16,0.16,0.16,0.14,0.16,0.18,0.17,0.16,0.16,0.15,0.17,0.14,0.15,0.21,0.19,0.15,0.16,0.16,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.13,0.15,0.15,0.14,0.14,0.12,0.14,0.11,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.16,0.13,0.0,0.12,0.14,0.12,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.0,0.0,0.13,0.11,0.12,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.0,0.0,0.12,0.11,0.12,0.11,0.0,0.0,0.0,0.12,0.0,0.13,0.12,0.0,0.19,0.14,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.0,0.0,0.0,81.20999999999998
10/26/2021,5.82,5.79,3.62,1.93,2.06,1.95,1.84,1.41,1.34,1.28,1.07,1.06,0.97,0.85,0.97,0.71,0.77,0.77,0.88,0.78,0.62,0.6,0.73,0.71,0.58,0.67,0.55,0.56,0.6,0.53,0.5,0.55,0.56,0.5,0.48,0.52,0.53,0.53,0.53,0.48,0.45,0.51,0.54,0.52,0.41,0.44,0.46,0.41,0.38,0.4,0.37,0.4,0.38,0.37,0.4,0.36,0.32,0.4,0.38,0.37,0.35,0.34,0.32,0.33,0.36,0.34,0.3,0.3,0.35,0.29,0.31,0.29,0.31,0.29,0.24,0.28,0.27,0.23,0.29,0.26,0.31,0.27,0.3,0.25,0.27,0.25,0.24,0.27,0.22,0.23,0.21,0.23,0.23,0.23,0.17,0.21,0.24,0.19,0.2,0.19,0.19,0.2,0.21,0.21,0.23,0.17,0.19,0.19,0.18,0.21,0.25,0.21,0.18,0.18,0.18,0.2,0.18,0.15,0.19,0.2,0.17,0.14,0.16,0.15,0.18,0.16,0.16,0.16,0.14,0.16,0.18,0.18,0.16,0.16,0.15,0.17,0.14,0.15,0.21,0.18,0.15,0.16,0.16,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.13,0.15,0.15,0.14,0.14,0.12,0.14,0.0,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.16,0.13,0.0,0.12,0.14,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.12,0.11,0.0,0.13,0.11,0.12,0.11,0.12,0.0,0.12,0.12,0.12,0.12,0.11,0.12,0.0,0.0,0.12,0.11,0.12,0.11,0.0,0.0,0.0,0.12,0.0,0.13,0.12,0.0,0.19,0.14,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.0,0.0,81.1
10/27/2021,5.82,5.79,3.62,1.93,2.06,1.95,1.84,1.41,1.34,1.28,1.07,1.06,0.97,0.85,0.97,0.71,0.77,0.77,0.88,0.78,0.62,0.6,0.73,0.71,0.58,0.67,0.55,0.56,0.6,0.53,0.5,0.55,0.56,0.5,0.48,0.52,0.53,0.53,0.53,0.48,0.45,0.51,0.54,0.52,0.41,0.44,0.46,0.41,0.38,0.4,0.37,0.4,0.38,0.37,0.4,0.36,0.32,0.4,0.38,0.37,0.35,0.34,0.32,0.33,0.36,0.34,0.3,0.3,0.35,0.29,0.31,0.29,0.31,0.29,0.24,0.28,0.27,0.23,0.29,0.26,0.31,0.27,0.3,0.25,0.27,0.25,0.24,0.27,0.22,0.23,0.21,0.23,0.23,0.23,0.17,0.21,0.24,0.19,0.2,0.19,0.19,0.2,0.21,0.21,0.23,0.17,0.19,0.19,0.18,0.21,0.25,0.21,0.18,0.18,0.18,0.2,0.18,0.15,0.19,0.2,0.17,0.14,0.16,0.15,0.18,0.16,0.16,0.16,0.14,0.16,0.18,0.18,0.16,0.16,0.15,0.17,0.14,0.15,0.21,0.18,0.15,0.16,0.16,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.13,0.15,0.15,0.14,0.14,0.12,0.14,0.0,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.16,0.13,0.0,0.12,0.14,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.12,0.11,0.0,0.13,0.11,0.12,0.11,0.12,0.0,0.12,0.12,0.12,0.12,0.11,0.12,0.0,0.0,0.12,0.11,0.12,0.11,0.0,0.0,0.0,0.12,0.0,0.13,0.12,0.0,0.19,0.14,0.0,0.12,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.0,0.0,81.1
10/28/2021,5.79,5.74,3.59,1.94,2.05,1.94,2.06,1.43,1.33,1.27,1.07,1.05,0.98,0.85,0.98,0.72,0.78,0.77,0.87,0.78,0.61,0.6,0.74,0.71,0.58,0.68,0.54,0.56,0.6,0.52,0.5,0.55,0.56,0.48,0.48,0.52,0.53,0.54,0.53,0.48,0.45,0.51,0.55,0.52,0.41,0.44,0.46,0.41,0.37,0.41,0.37,0.4,0.37,0.37,0.41,0.36,0.32,0.41,0.39,0.37,0.35,0.34,0.32,0.33,0.37,0.34,0.29,0.3,0.34,0.28,0.31,0.29,0.32,0.3,0.25,0.29,0.28,0.23,0.29,0.26,0.31,0.27,0.29,0.26,0.27,0.25,0.24,0.26,0.22,0.23,0.21,0.23,0.23,0.24,0.17,0.21,0.24,0.19,0.2,0.19,0.19,0.2,0.2,0.21,0.23,0.17,0.19,0.19,0.18,0.21,0.25,0.21,0.18,0.18,0.18,0.2,0.19,0.15,0.19,0.19,0.16,0.14,0.16,0.15,0.19,0.16,0.16,0.16,0.14,0.15,0.18,0.18,0.16,0.15,0.15,0.17,0.14,0.16,0.21,0.18,0.15,0.16,0.15,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.12,0.15,0.15,0.14,0.14,0.12,0.14,0.0,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.16,0.13,0.0,0.12,0.14,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.12,0.11,0.0,0.13,0.11,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.12,0.11,0.12,0.0,0.0,0.12,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.14,0.11,0.0,0.19,0.14,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.0,81.21
10/29/2021,5.79,5.74,3.59,1.94,2.05,1.94,2.06,1.43,1.33,1.27,1.07,1.05,0.98,0.85,0.98,0.72,0.78,0.77,0.87,0.78,0.61,0.6,0.74,0.71,0.58,0.68,0.54,0.56,0.6,0.52,0.5,0.55,0.56,0.48,0.48,0.52,0.53,0.54,0.53,0.48,0.45,0.51,0.55,0.52,0.41,0.44,0.46,0.41,0.37,0.41,0.37,0.4,0.37,0.37,0.41,0.36,0.32,0.41,0.39,0.37,0.35,0.34,0.32,0.33,0.37,0.34,0.29,0.3,0.34,0.28,0.31,0.29,0.32,0.3,0.25,0.29,0.28,0.23,0.29,0.26,0.31,0.27,0.29,0.26,0.27,0.25,0.24,0.26,0.22,0.23,0.21,0.23,0.23,0.24,0.17,0.21,0.24,0.19,0.2,0.19,0.19,0.2,0.2,0.21,0.23,0.17,0.19,0.19,0.18,0.21,0.25,0.21,0.18,0.18,0.18,0.2,0.19,0.15,0.19,0.19,0.16,0.14,0.16,0.15,0.19,0.16,0.16,0.16,0.14,0.15,0.18,0.18,0.16,0.15,0.15,0.17,0.14,0.16,0.21,0.18,0.15,0.16,0.15,0.14,0.13,0.15,0.14,0.13,0.13,0.14,0.12,0.15,0.15,0.14,0.14,0.12,0.14,0.0,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.16,0.13,0.0,0.12,0.14,0.12,0.12,0.12,0.12,0.0,0.13,0.12,0.12,0.11,0.0,0.13,0.11,0.12,0.0,0.12,0.0,0.12,0.12,0.12,0.12,0.11,0.12,0.0,0.0,0.12,0.11,0.12,0.11,0.0,0.0,0.0,0.11,0.0,0.14,0.11,0.0,0.19,0.14,0.0,0.12,0.0,0.0,0.11,0.11,0.0,0.12,0.11,0.0,0.0,81.21
11/01/2021,5.91,6.01,3.7,1.86,2.16,2.03,2.16,1.53,1.32,1.26,1.06,1.06,0.87,0.85,0.98,0.69,0.76,0.75,0.87,0.71,0.59,0.6,0.74,0.71,0.58,0.67,0.54,0.56,0.6,0.54,0.48,0.55,0.56,0.48,0.5,0.52,0.52,0.54,0.54,0.48,0.45,0.54,0.54,0.52,0.4,0.45,0.43,0.42,0.37,0.41,0.37,0.39,0.37,0.37,0.41,0.35,0.31,0.4,0.39,0.39,0.35,0.33,0.32,0.33,0.36,0.34,0.29,0.31,0.34,0.28,0.31,0.28,0.31,0.3,0.25,0.28,0.28,0.22,0.29,0.26,0.3,0.28,0.28,0.26,0.27,0.25,0.24,0.26,0.2,0.22,0.21,0.23,0.2,0.23,0.17,0.21,0.23,0.19,0.2,0.19,0.19,0.19,0.21,0.21,0.22,0.17,0.19,0.17,0.19,0.2,0.25,0.21,0.18,0.17,0.18,0.2,0.19,0.16,0.17,0.19,0.16,0.14,0.14,0.15,0.19,0.16,0.16,0.16,0.14,0.15,0.18,0.18,0.15,0.15,0.15,0.17,0.14,0.15,0.19,0.18,0.16,0.16,0.15,0.14,0.13,0.12,0.14,0.13,0.13,0.14,0.12,0.15,0.13,0.14,0.14,0.12,0.14,0.11,0.13,0.13,0.13,0.0,0.12,0.13,0.12,0.16,0.13,0.0,0.12,0.14,0.12,0.12,0.12,0.11,0.0,0.12,0.13,0.12,0.11,0.0,0.13,0.11,0.12,0.11,0.12,0.0,0.0,0.12,0.11,0.13,0.11,0.13,0.0,0.0,0.12,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.14,0.11,0.0,0.19,0.14,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.0,0.11,0.11,81.41
11/02/2021,5.79,6.13,3.61,1.9,2.19,2.06,2.23,1.57,1.31,1.25,1.06,1.07,0.88,0.85,0.97,0.67,0.76,0.76,0.87,0.72,0.58,0.6,0.75,0.72,0.58,0.67,0.54,0.56,0.62,0.54,0.49,0.55,0.56,0.49,0.5,0.53,0.53,0.54,0.54,0.5,0.44,0.55,0.54,0.52,0.4,0.45,0.43,0.41,0.36,0.41,0.37,0.39,0.37,0.37,0.42,0.34,0.32,0.41,0.39,0.38,0.35,0.31,0.32,0.33,0.36,0.34,0.29,0.32,0.33,0.28,0.31,0.28,0.32,0.3,0.24,0.28,0.28,0.21,0.29,0.26,0.3,0.28,0.27,0.25,0.26,0.25,0.24,0.26,0.2,0.22,0.2,0.23,0.2,0.23,0.17,0.21,0.23,0.19,0.2,0.19,0.19,0.19,0.21,0.21,0.22,0.17,0.18,0.17,0.19,0.2,0.25,0.21,0.18,0.17,0.18,0.2,0.19,0.17,0.17,0.2,0.16,0.14,0.14,0.15,0.19,0.16,0.16,0.16,0.14,0.15,0.18,0.18,0.15,0.15,0.15,0.17,0.14,0.15,0.19,0.17,0.16,0.16,0.15,0.14,0.13,0.12,0.14,0.13,0.13,0.14,0.12,0.15,0.13,0.15,0.14,0.12,0.14,0.11,0.14,0.13,0.13,0.0,0.12,0.14,0.12,0.16,0.13,0.0,0.12,0.14,0.12,0.12,0.12,0.11,0.0,0.12,0.13,0.11,0.11,0.0,0.12,0.0,0.11,0.11,0.12,0.0,0.0,0.12,0.11,0.13,0.12,0.13,0.0,0.0,0.12,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.13,0.11,0.0,0.2,0.14,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.13,0.11,0.11,0.11,81.55
11/03/2021,5.79,6.13,3.61,1.9,2.19,2.06,2.23,1.57,1.31,1.25,1.06,1.07,0.88,0.85,0.97,0.67,0.76,0.76,0.87,0.72,0.58,0.6,0.75,0.72,0.58,0.67,0.54,0.56,0.62,0.54,0.49,0.55,0.56,0.49,0.5,0.53,0.53,0.54,0.54,0.5,0.44,0.55,0.54,0.52,0.4,0.45,0.43,0.41,0.36,0.41,0.37,0.39,0.37,0.37,0.42,0.34,0.32,0.41,0.39,0.38,0.35,0.31,0.32,0.33,0.36,0.34,0.29,0.32,0.33,0.28,0.31,0.28,0.32,0.3,0.24,0.28,0.28,0.21,0.29,0.26,0.3,0.28,0.27,0.25,0.26,0.25,0.24,0.26,0.2,0.22,0.2,0.23,0.2,0.23,0.17,0.21,0.23,0.19,0.2,0.19,0.19,0.19,0.21,0.21,0.22,0.17,0.18,0.17,0.19,0.2,0.25,0.21,0.18,0.17,0.18,0.2,0.19,0.17,0.17,0.2,0.16,0.14,0.14,0.15,0.19,0.16,0.16,0.16,0.14,0.15,0.18,0.18,0.15,0.15,0.15,0.17,0.14,0.15,0.19,0.17,0.16,0.16,0.15,0.14,0.13,0.12,0.14,0.13,0.13,0.14,0.12,0.15,0.13,0.15,0.14,0.12,0.14,0.11,0.14,0.13,0.13,0.0,0.12,0.14,0.12,0.16,0.13,0.0,0.12,0.14,0.12,0.12,0.12,0.11,0.0,0.12,0.13,0.11,0.11,0.0,0.12,0.0,0.11,0.11,0.12,0.0,0.0,0.12,0.11,0.13,0.12,0.13,0.0,0.0,0.12,0.11,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.13,0.11,0.0,0.2,0.14,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.13,0.11,0.11,0.11,81.55
