,2330.TW,700.HK,9988.HK,3690.HK,939.HK,2382.HK,2454.TW,006400.KS,INFY.NS,2308.TW,2688.HK,066570.KS,NPN.JO,035420.KS,017670.KS,TCS.NS,FEMSAUBD.MX,NIO,HINDUNILVR.NS,2318.HK,003550.KS,YUMC,AXISBANK.NS,300750.SZ,2269.HK,2327.TW,1211.SR,055550.KS,105560.KS,POWERGRID.NS,BY6.,GGBR4.SA,2020.SR,PLZL.L,000810.KS,2359.HK,NAUKRI.NS,AOT/F.BK,2018.HK,KFH.,GRASIM.NS,034220.KS,CSAN3.SA,FAB.,BBDC4.SA,BGNE,688.HK,2881.TW,FSR.JO,LI,OMU.JO,FIVE.L,2882.TW,WEGE3.SA,VIVT3.SA,2280.SR,010950.KS,2357.TW,601318.SS,B3SA3.SA,NTES,002594.SZ,601166.SS,021240.KS,6618.HK,WIPRO.NS,603259.SS,M4B.,PTTGC/F.BK,IMP.JO,992.HK,SBIN.NS,BBCA.JK,UPL.NS,4190.SR,PEL.NS,JGS.PM,ENELAM.SN,KIO.JO,2050.SR,267250.KS,PBBANK.KL,010130.KS,BANDHANBNK.NS,ISA.BC,DIALOG.KL,UGPA3.SA,UNVR.JK,2202.HK,MTN.JO,2128.HK,KOFUBL.MX,KOTAKBANK.NS,AXIATA.KL,2319.HK,KGH.WA,489.HK,QFLS.QA,DLF.NS,DELTA/F.BK,4013.SR,006360.KS,TCELL.IS,005830.KS,PEO.WA,KLBN11.SA,QGTS.QA,600887.SS,241.HK,SMPH.PM,6185.HK,KLBF.JK,GAPB.MX,TOP/F.BK,011170.KS,XPEV,2238.HK,Federal Agricultural Mortgage Corporation,POLY.L,2060.SR,152.HK,2777.HK,ASIANPAINT.NS,BRPT.JK,SLM.JO,ORDS.QA,BAP,BTOW3.SA,BBDC3.SA,D7N.,ALE.WA,000538.SZ,PETDAG.KL,220.HK,1303.TW,4.HK,GNDI3.SA,603799.SS,002460.SZ,300759.SZ,HCM,3799.HK,3319.HK,282330.KS,6098.HK,CCRO3.SA,2208.HK,ETISALAT.,839.HK,051905.KQ,601688.SS,000625.SZ,OTP.BD,TIMS3.SA,000100.SZ,018260.KS,MDKA.JK,PPB.KL,603659.SS,000002.SZ,604.HK,001979.SZ,CENCOSHOPP.SN,NESTLEIND.NS,300595.SZ,011780.KS,GFNORTEO.MX,HEROMOTOCO.NS,CMPC.SN,VIPS,M&M.NS,009830.KS,SUPERMX.KL,AGRO,BELA.AT,ADANIGREEN.NS,601939.SS,688208.SS,000069.SZ,600176.SS,000157.SZ,000938.SZ,600219.SS,300144.SZ,HTO.AT,600196.SS,813.HK,6186.HK,601360.SS,HARTA.KL,1157.HK,RENT3.SA,BRITANNIA.NS,1530.HK,600066.SS,688208.SS.1,SIEMENS.NS,BCOLOMBIA.BC,603993.SS,2324.TW,FAMCDN 0 07/09/13,URC.V,601598.SS,FAMCDN 0 07/12/17,FAMCDN 0 07/13/17,FFCBDN 0 07/14/17,Us Dollars,FHLBDN 0 07/23/13,AMER3.SA,000629.SZ,FAMCDN 0 07/26/17,1164.HK,Federal Home Loan Banks,FHLBDN 0 08/11/17,n/a,TCELL.E.IS,BIDI11.SA,FHLBDN 0 09/02/09,1288.HK,2301.TW,3231.TW,2353.TW,6886.HK,5M71.,RAIL3.SA,6837.HK,BZUN,ALPHA.AT,2356.TW,036570.KS,QNBK.QA,136.HK,1093.HK,2603.TW,AOT.F.BK,PTTGC.F.BK,TOP.F.BK,DELTA.F.BK,NED.JO,SUM
08/13/2021,7.72,5.38,5.37,2.21,1.86,1.83,1.88,2.0,1.88,1.55,1.72,1.4,1.32,1.45,1.26,1.27,1.26,1.03,1.12,1.04,1.05,1.01,1.07,0.98,0.87,0.86,1.0,0.84,0.83,0.89,1.02,0.85,0.85,0.75,0.7,0.64,0.69,0.6,0.54,0.66,0.64,0.55,0.58,0.61,0.53,0.55,0.55,0.59,0.56,0.5,0.51,0.49,0.52,0.51,0.49,0.46,0.44,0.44,0.45,0.46,0.4,0.59,0.44,0.44,0.36,0.53,0.42,0.43,0.42,0.42,0.35,0.42,0.43,0.4,0.4,0.46,0.35,0.33,0.39,0.35,0.34,0.34,0.42,0.31,0.29,0.29,0.29,0.27,0.3,0.33,0.28,0.34,0.33,0.3,0.3,0.3,0.29,0.3,0.34,0.28,0.33,0.26,0.26,0.27,0.28,0.23,0.25,0.25,0.19,0.22,0.24,0.23,0.23,0.18,0.22,0.22,0.22,0.0,0.2,0.22,0.2,0.17,0.2,0.25,0.18,0.18,0.16,0.0,0.16,0.23,0.16,0.14,0.16,0.15,0.16,0.14,0.14,0.16,0.22,0.15,0.15,0.14,0.11,0.14,0.11,0.12,0.16,0.14,0.11,0.11,0.12,0.14,0.13,0.12,0.13,0.11,0.1,0.11,0.11,0.09,0.09,0.08,0.08,0.1,0.09,0.08,0.09,0.09,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.0,0.06,0.08,0.07,0.08,0.07,0.04,0.05,0.05,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.0,0.03,0.0,0.03,0.03,0.04,0.03,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.0,0.33,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.34
08/26/2021,7.81,5.1,4.49,1.92,2.04,1.94,1.96,2.07,2.08,1.59,1.75,1.3,0.58,1.46,1.28,1.48,1.33,0.94,1.32,1.01,1.03,1.06,1.1,1.07,0.81,0.78,0.99,0.84,0.84,0.96,1.05,0.77,0.89,0.81,0.75,0.58,0.74,0.67,0.52,0.72,0.66,0.5,0.55,0.65,0.53,0.5,0.61,0.65,0.61,0.51,0.56,0.53,0.56,0.52,0.53,0.48,0.44,0.46,0.45,0.41,0.39,0.62,0.45,0.45,0.3,0.59,0.38,0.49,0.44,0.4,0.41,0.43,0.48,0.39,0.42,0.44,0.39,0.36,0.35,0.34,0.33,0.35,0.41,0.29,0.34,0.31,0.26,0.27,0.31,0.4,0.26,0.36,0.33,0.33,0.3,0.29,0.31,0.31,0.33,0.29,0.32,0.25,0.0,0.28,0.29,0.24,0.27,0.24,0.17,0.23,0.2,0.24,0.24,0.2,0.21,0.22,0.25,0.0,0.23,0.22,0.21,0.17,0.22,0.27,0.2,0.18,0.16,0.0,0.16,0.21,0.17,0.13,0.17,0.14,0.17,0.14,0.15,0.17,0.24,0.14,0.15,0.13,0.11,0.14,0.1,0.12,0.18,0.15,0.11,0.12,0.14,0.17,0.15,0.13,0.12,0.11,0.11,0.11,0.12,0.1,0.1,0.09,0.09,0.11,0.08,0.08,0.09,0.09,0.08,0.06,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.07,0.09,0.07,0.07,0.08,0.04,0.05,0.05,0.04,0.03,0.04,0.04,0.04,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0,0.16,0.29,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.29000000000002
08/30/2021,8.05,5.44,4.7,2.19,1.97,1.88,1.87,1.95,2.03,1.6,1.44,1.29,0.61,1.41,1.24,1.47,1.29,0.93,1.31,0.97,1.05,1.04,1.1,1.04,0.83,0.78,1.0,0.87,0.88,0.93,1.01,0.79,0.88,0.78,0.77,0.57,0.76,0.68,0.5,0.72,0.65,0.51,0.55,0.64,0.53,0.51,0.59,0.66,0.61,0.5,0.58,0.51,0.56,0.54,0.53,0.48,0.44,0.45,0.42,0.42,0.41,0.59,0.44,0.44,0.33,0.58,0.38,0.46,0.47,0.39,0.39,0.42,0.46,0.39,0.41,0.44,0.4,0.35,0.35,0.34,0.33,0.37,0.42,0.29,0.33,0.33,0.25,0.27,0.3,0.39,0.27,0.35,0.32,0.33,0.31,0.28,0.31,0.3,0.32,0.29,0.32,0.25,0.0,0.29,0.29,0.25,0.27,0.23,0.18,0.23,0.19,0.24,0.24,0.2,0.21,0.22,0.25,0.0,0.22,0.23,0.2,0.15,0.21,0.26,0.2,0.18,0.16,0.0,0.16,0.22,0.18,0.13,0.18,0.14,0.16,0.14,0.15,0.18,0.24,0.14,0.14,0.13,0.11,0.15,0.11,0.12,0.17,0.15,0.12,0.11,0.14,0.15,0.14,0.13,0.12,0.1,0.11,0.11,0.12,0.09,0.1,0.09,0.08,0.11,0.08,0.08,0.09,0.09,0.08,0.06,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.0,0.06,0.08,0.06,0.06,0.08,0.04,0.05,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.0,0.0,0.0,0.0,0.18,0.29,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.26
09/02/2021,8.1,5.28,4.51,2.16,1.94,1.92,1.9,1.92,1.99,1.59,1.55,1.25,0.59,1.41,1.23,1.48,1.28,0.9,1.31,0.97,1.05,1.02,1.15,1.0,0.83,0.81,1.02,0.84,0.84,0.94,1.01,0.79,0.89,0.77,0.74,0.59,0.8,0.69,0.5,0.71,0.66,0.5,0.55,0.63,0.53,0.53,0.59,0.68,0.62,0.49,0.58,0.51,0.58,0.53,0.53,0.48,0.45,0.45,0.42,0.41,0.4,0.59,0.43,0.45,0.33,0.58,0.38,0.44,0.47,0.4,0.4,0.43,0.46,0.4,0.41,0.44,0.39,0.35,0.36,0.34,0.33,0.37,0.41,0.31,0.33,0.31,0.25,0.27,0.28,0.39,0.26,0.35,0.32,0.34,0.31,0.28,0.35,0.3,0.33,0.29,0.32,0.27,0.0,0.28,0.29,0.25,0.26,0.23,0.18,0.22,0.2,0.25,0.25,0.21,0.21,0.21,0.26,0.0,0.22,0.23,0.2,0.15,0.22,0.25,0.2,0.18,0.16,0.0,0.16,0.23,0.18,0.13,0.18,0.14,0.17,0.14,0.15,0.2,0.28,0.14,0.14,0.14,0.11,0.15,0.1,0.13,0.17,0.14,0.11,0.11,0.13,0.15,0.14,0.13,0.12,0.1,0.11,0.11,0.12,0.08,0.1,0.09,0.08,0.11,0.07,0.08,0.09,0.09,0.09,0.06,0.08,0.07,0.08,0.07,0.07,0.08,0.06,0.0,0.06,0.08,0.06,0.06,0.08,0.05,0.05,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.0,0.0,0.0,0.0,0.08,0.28,0.04,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2
09/03/2021,8.1,5.28,4.51,2.16,1.94,1.92,1.9,1.92,1.99,1.59,1.55,1.25,0.59,1.41,1.23,1.48,1.28,0.9,1.31,0.97,1.05,1.02,1.15,1.0,0.83,0.81,1.02,0.84,0.84,0.94,1.01,0.79,0.89,0.77,0.74,0.59,0.8,0.69,0.5,0.71,0.66,0.5,0.55,0.63,0.53,0.53,0.59,0.68,0.62,0.49,0.58,0.51,0.58,0.53,0.53,0.48,0.45,0.45,0.42,0.41,0.4,0.59,0.43,0.45,0.33,0.58,0.38,0.44,0.47,0.4,0.4,0.43,0.46,0.4,0.41,0.44,0.39,0.35,0.36,0.34,0.33,0.37,0.41,0.31,0.33,0.31,0.25,0.27,0.28,0.39,0.26,0.35,0.32,0.34,0.31,0.28,0.35,0.3,0.33,0.29,0.32,0.27,0.0,0.28,0.29,0.25,0.26,0.23,0.18,0.22,0.2,0.25,0.25,0.21,0.21,0.21,0.26,0.0,0.22,0.23,0.2,0.15,0.22,0.25,0.2,0.18,0.16,0.0,0.16,0.23,0.18,0.13,0.18,0.14,0.17,0.14,0.15,0.2,0.28,0.14,0.14,0.14,0.11,0.15,0.1,0.13,0.17,0.14,0.11,0.11,0.13,0.15,0.14,0.13,0.12,0.1,0.11,0.11,0.12,0.08,0.1,0.09,0.08,0.11,0.07,0.08,0.09,0.09,0.09,0.06,0.08,0.07,0.08,0.07,0.07,0.08,0.06,0.0,0.06,0.08,0.06,0.06,0.08,0.05,0.05,0.04,0.04,0.03,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.0,0.03,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.0,0.0,0.0,0.0,0.08,0.28,0.04,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2
09/14/2021,8.23,5.91,4.78,2.54,2.0,0.0,0.0,1.61,1.96,1.45,1.29,1.34,0.62,1.34,0.28,1.5,1.28,0.9,1.37,0.0,0.87,1.04,1.15,1.0,0.82,0.81,1.11,0.83,0.82,0.88,1.01,0.0,0.94,0.76,0.75,0.65,0.87,0.75,0.48,0.75,0.58,0.5,0.53,0.67,0.48,0.6,0.59,0.68,0.62,0.5,0.63,0.48,0.58,1.06,0.51,0.47,0.46,0.98,0.0,0.42,0.39,0.54,0.47,0.45,0.35,0.6,0.42,0.48,0.44,0.33,0.51,0.44,0.46,0.4,0.0,0.44,0.4,0.33,0.35,0.34,0.33,0.37,0.41,0.31,0.32,0.31,0.25,0.27,0.28,0.39,0.27,0.35,0.34,0.34,0.33,0.34,0.37,0.3,0.35,0.39,0.31,0.28,0.0,0.0,0.29,0.25,0.26,0.26,0.72,0.22,0.0,0.27,0.26,0.21,0.21,0.2,0.28,0.0,0.12,0.0,0.21,0.13,0.23,0.25,0.2,0.18,0.15,0.0,0.15,0.32,0.17,0.14,0.18,0.14,0.91,0.0,0.15,0.17,0.25,0.15,0.14,0.14,0.11,0.15,0.1,0.12,0.2,0.15,0.1,0.12,0.16,0.14,0.15,0.13,0.12,0.1,0.11,0.11,0.12,0.09,0.1,0.09,0.08,0.11,0.06,0.08,0.09,0.09,0.16,0.06,0.07,0.56,0.07,0.07,0.07,0.0,0.07,0.0,0.07,0.09,0.07,0.08,0.08,0.05,0.0,0.04,0.0,0.03,0.04,0.03,0.18,0.3,0.04,0.05,0.03,0.0,0.03,0.03,0.16,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.18,0.28,0.0,0.0,0.76,0.57,0.34,0.33,0.31,0.3,0.22,0.2,0.11,0.1,0.09,0.07,0.07,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,99.38
09/15/2021,8.23,5.91,4.78,2.54,2.0,0.0,0.0,1.61,1.96,1.45,1.29,1.34,0.62,1.34,0.28,1.5,1.28,0.9,1.37,0.0,0.87,1.04,1.15,1.0,0.82,0.81,1.11,0.83,0.82,0.88,1.01,0.0,0.94,0.76,0.75,0.65,0.87,0.75,0.48,0.75,0.58,0.5,0.53,0.67,0.48,0.6,0.59,0.68,0.62,0.5,0.63,0.48,0.58,1.06,0.51,0.47,0.46,0.98,0.0,0.42,0.39,0.54,0.47,0.45,0.35,0.6,0.42,0.48,0.44,0.33,0.51,0.44,0.46,0.4,0.0,0.44,0.4,0.33,0.35,0.34,0.33,0.37,0.41,0.31,0.32,0.31,0.25,0.27,0.28,0.39,0.27,0.35,0.34,0.34,0.33,0.34,0.37,0.3,0.35,0.39,0.31,0.28,0.0,0.0,0.29,0.25,0.26,0.26,0.72,0.22,0.0,0.27,0.26,0.21,0.21,0.2,0.28,0.0,0.12,0.0,0.21,0.13,0.23,0.25,0.2,0.18,0.15,0.0,0.15,0.32,0.17,0.14,0.18,0.14,0.91,0.0,0.15,0.17,0.25,0.15,0.14,0.14,0.11,0.15,0.1,0.12,0.2,0.15,0.1,0.12,0.16,0.14,0.15,0.13,0.12,0.1,0.11,0.11,0.12,0.09,0.1,0.09,0.08,0.11,0.06,0.08,0.09,0.09,0.16,0.06,0.07,0.56,0.07,0.07,0.07,0.0,0.07,0.0,0.07,0.09,0.07,0.08,0.08,0.05,0.0,0.04,0.0,0.03,0.04,0.03,0.18,0.3,0.04,0.05,0.03,0.0,0.03,0.03,0.16,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.18,0.28,0.0,0.0,0.76,0.57,0.34,0.33,0.31,0.3,0.22,0.2,0.11,0.1,0.09,0.07,0.07,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,99.38
09/17/2021,8.17,5.75,4.55,2.42,1.98,0.0,0.0,1.63,1.97,1.43,1.24,1.31,0.62,1.33,0.28,1.55,1.31,0.91,1.35,0.0,0.89,1.04,1.16,1.06,0.82,0.81,1.12,0.86,0.84,0.88,1.03,0.0,0.96,0.76,0.77,0.67,0.88,0.77,0.47,0.76,0.59,0.51,0.58,0.67,0.49,0.64,0.59,0.72,0.64,0.5,0.66,0.49,0.59,1.09,0.52,0.48,0.48,1.0,0.0,0.43,0.38,0.55,0.46,0.46,0.36,0.62,0.42,0.47,0.45,0.33,0.52,0.45,0.47,0.4,0.0,0.45,0.4,0.33,0.34,0.35,0.35,0.36,0.43,0.31,0.32,0.32,0.25,0.27,0.27,0.39,0.27,0.35,0.35,0.33,0.32,0.33,0.35,0.3,0.36,0.3,0.31,0.28,0.0,0.0,0.3,0.25,0.26,0.25,0.64,0.22,0.0,0.27,0.26,0.22,0.22,0.2,0.27,0.0,0.12,0.0,0.21,0.13,0.23,0.25,0.2,0.18,0.16,0.0,0.15,0.33,0.17,0.14,0.18,0.14,0.93,0.0,0.15,0.16,0.24,0.15,0.15,0.14,0.11,0.15,0.1,0.12,0.2,0.15,0.1,0.12,0.16,0.14,0.15,0.13,0.11,0.1,0.11,0.11,0.14,0.09,0.1,0.09,0.08,0.11,0.07,0.08,0.09,0.09,0.15,0.06,0.08,0.57,0.06,0.07,0.07,0.0,0.07,0.0,0.06,0.1,0.07,0.08,0.07,0.04,0.0,0.04,0.0,0.03,0.04,0.03,0.17,0.31,0.04,0.05,0.03,0.0,0.03,0.03,0.16,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.19,0.28,0.0,0.0,0.76,0.58,0.34,0.32,0.31,0.31,0.22,0.2,0.11,0.1,0.09,0.07,0.07,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,99.32999999999998
09/20/2021,8.13,5.57,4.42,2.33,2.01,0.0,0.0,1.59,2.03,1.44,1.23,1.32,0.61,1.34,0.28,1.58,1.36,0.9,1.38,0.0,0.89,0.96,1.2,1.01,0.83,0.79,1.16,0.86,0.85,0.93,0.99,0.0,1.06,0.74,0.76,0.68,0.92,0.78,0.47,0.78,0.59,0.5,0.59,0.71,0.49,0.68,0.56,0.73,0.63,0.49,0.63,0.5,0.6,1.11,0.51,0.49,0.5,1.03,0.0,0.44,0.38,0.52,0.46,0.48,0.34,0.62,0.44,0.46,0.46,0.32,0.51,0.49,0.47,0.41,0.0,0.46,0.41,0.33,0.33,0.35,0.36,0.36,0.44,0.33,0.33,0.32,0.25,0.27,0.26,0.39,0.24,0.36,0.36,0.33,0.33,0.32,0.35,0.31,0.36,0.29,0.32,0.29,0.0,0.0,0.3,0.24,0.27,0.25,0.61,0.23,0.0,0.27,0.26,0.22,0.23,0.2,0.27,0.0,0.12,0.0,0.21,0.11,0.24,0.25,0.2,0.18,0.16,0.0,0.15,0.32,0.17,0.14,0.18,0.14,0.96,0.0,0.16,0.15,0.23,0.16,0.14,0.14,0.1,0.15,0.08,0.12,0.21,0.16,0.1,0.12,0.15,0.13,0.15,0.13,0.11,0.1,0.11,0.11,0.14,0.08,0.09,0.09,0.08,0.11,0.07,0.09,0.09,0.09,0.16,0.06,0.08,0.57,0.06,0.08,0.07,0.0,0.07,0.0,0.06,0.09,0.07,0.08,0.07,0.04,0.0,0.04,0.0,0.03,0.04,0.03,0.17,0.31,0.04,0.05,0.0,0.0,0.03,0.03,0.16,0.45,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.17,0.28,0.0,0.0,0.76,0.6,0.35,0.33,0.31,0.33,0.22,0.2,0.11,0.1,0.1,0.07,0.07,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,99.36
09/21/2021,8.11,5.69,4.52,2.41,2.0,0.0,0.0,1.58,2.01,1.41,1.23,1.3,0.62,1.34,0.28,1.55,1.32,0.91,1.36,0.0,0.89,0.95,1.2,1.02,0.87,0.81,1.15,0.86,0.85,0.92,1.02,0.0,1.06,0.74,0.76,0.72,0.88,0.77,0.47,0.77,0.59,0.5,0.58,0.71,0.46,0.71,0.54,0.71,0.63,0.5,0.63,0.5,0.59,1.08,0.51,0.49,0.49,1.03,0.0,0.44,0.38,0.53,0.46,0.48,0.37,0.62,0.46,0.45,0.45,0.32,0.54,0.48,0.47,0.4,0.0,0.46,0.4,0.33,0.3,0.35,0.33,0.37,0.43,0.32,0.34,0.3,0.24,0.27,0.26,0.4,0.23,0.35,0.38,0.33,0.35,0.31,0.33,0.31,0.36,0.29,0.32,0.29,0.0,0.0,0.29,0.23,0.27,0.25,0.67,0.22,0.0,0.27,0.26,0.22,0.23,0.21,0.27,0.0,0.12,0.0,0.2,0.1,0.23,0.26,0.2,0.18,0.16,0.0,0.14,0.32,0.17,0.14,0.17,0.14,0.96,0.0,0.15,0.16,0.23,0.17,0.15,0.14,0.1,0.15,0.09,0.12,0.22,0.16,0.1,0.12,0.15,0.13,0.15,0.13,0.11,0.1,0.11,0.11,0.15,0.08,0.09,0.1,0.08,0.11,0.08,0.09,0.09,0.09,0.16,0.06,0.08,0.57,0.06,0.08,0.07,0.0,0.07,0.0,0.06,0.09,0.07,0.08,0.07,0.04,0.0,0.04,0.0,0.03,0.04,0.03,0.18,0.3,0.04,0.05,0.0,0.0,0.03,0.03,0.15,0.45,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.28,0.0,0.0,0.76,0.59,0.35,0.33,0.31,0.33,0.21,0.2,0.11,0.11,0.1,0.07,0.07,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,99.42000000000002
09/22/2021,8.11,5.69,4.52,2.41,2.0,0.0,0.0,1.58,2.01,1.41,1.23,1.3,0.62,1.34,0.28,1.55,1.32,0.91,1.36,0.0,0.89,0.95,1.2,1.02,0.87,0.81,1.15,0.86,0.85,0.92,1.02,0.0,1.06,0.74,0.76,0.72,0.88,0.77,0.47,0.77,0.59,0.5,0.58,0.71,0.46,0.71,0.54,0.71,0.63,0.5,0.63,0.5,0.59,1.08,0.51,0.49,0.49,1.03,0.0,0.44,0.38,0.53,0.46,0.48,0.37,0.62,0.46,0.45,0.45,0.32,0.54,0.48,0.47,0.4,0.0,0.46,0.4,0.33,0.3,0.35,0.33,0.37,0.43,0.32,0.34,0.3,0.24,0.27,0.26,0.4,0.23,0.35,0.38,0.33,0.35,0.31,0.33,0.31,0.36,0.29,0.32,0.29,0.0,0.0,0.29,0.23,0.27,0.25,0.67,0.22,0.0,0.27,0.26,0.22,0.23,0.21,0.27,0.0,0.12,0.0,0.2,0.1,0.23,0.26,0.2,0.18,0.16,0.0,0.14,0.32,0.17,0.14,0.17,0.14,0.96,0.0,0.15,0.16,0.23,0.17,0.15,0.14,0.1,0.15,0.09,0.12,0.22,0.16,0.1,0.12,0.15,0.13,0.15,0.13,0.11,0.1,0.11,0.11,0.15,0.08,0.09,0.1,0.08,0.11,0.08,0.09,0.09,0.09,0.16,0.06,0.08,0.57,0.06,0.08,0.07,0.0,0.07,0.0,0.06,0.09,0.07,0.08,0.07,0.04,0.0,0.04,0.0,0.03,0.04,0.03,0.18,0.3,0.04,0.05,0.0,0.0,0.03,0.03,0.15,0.45,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.28,0.0,0.0,0.76,0.59,0.35,0.33,0.31,0.33,0.21,0.2,0.11,0.11,0.1,0.07,0.07,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,99.42000000000002
09/23/2021,8.11,5.69,4.52,2.41,2.0,0.0,0.0,1.58,2.01,1.41,1.23,1.3,0.62,1.34,0.28,1.55,1.32,0.91,1.36,0.0,0.89,0.95,1.2,1.02,0.87,0.81,1.15,0.86,0.85,0.92,1.02,0.0,1.06,0.74,0.76,0.72,0.88,0.77,0.47,0.77,0.59,0.5,0.58,0.71,0.46,0.71,0.54,0.71,0.63,0.5,0.63,0.5,0.59,1.08,0.51,0.49,0.49,1.03,0.0,0.44,0.38,0.53,0.46,0.48,0.37,0.62,0.46,0.45,0.45,0.32,0.54,0.48,0.47,0.4,0.0,0.46,0.4,0.33,0.3,0.35,0.33,0.37,0.43,0.32,0.34,0.3,0.24,0.27,0.26,0.4,0.23,0.35,0.38,0.33,0.35,0.31,0.33,0.31,0.36,0.29,0.32,0.29,0.0,0.0,0.29,0.23,0.27,0.25,0.67,0.22,0.0,0.27,0.26,0.22,0.23,0.21,0.27,0.0,0.12,0.0,0.2,0.1,0.23,0.26,0.2,0.18,0.16,0.0,0.14,0.32,0.17,0.14,0.17,0.14,0.96,0.0,0.15,0.16,0.23,0.17,0.15,0.14,0.1,0.15,0.09,0.12,0.22,0.16,0.1,0.12,0.15,0.13,0.15,0.13,0.11,0.1,0.11,0.11,0.15,0.08,0.09,0.1,0.08,0.11,0.08,0.09,0.09,0.09,0.16,0.06,0.08,0.57,0.06,0.08,0.07,0.0,0.07,0.0,0.06,0.09,0.07,0.08,0.07,0.04,0.0,0.04,0.0,0.03,0.04,0.03,0.18,0.3,0.04,0.05,0.0,0.0,0.03,0.03,0.15,0.45,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.16,0.28,0.0,0.0,0.76,0.59,0.35,0.33,0.31,0.33,0.21,0.2,0.11,0.11,0.1,0.07,0.07,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,99.42000000000002
