,AM,BEN,IPG,NWL,FANG,WSO,FNF,NLOK,CNA,WU,PNW,ARES,WSM,FHN,HUBB,NRG,UGI,NI,OGE,PBCT,CF,SNA,JNPR,STLD,MDU,RS,IRM,HRB,TFSL,NYCB,ORI,SON,GLPI,WRK,OMF,VST,HBI,FLO,APAM,AOS,LEG,OLN,ACI,WTRG,SCI,UNM,DKS,SNV,BWA,IDA,PII,HII,CC,LII,R,RHI,VLY,MPW,XRX,CBOE,FAF,SMG,AFG,SBNY,LECO,UMPQ,CFR,NFG,EWBC,SEE,TTC,INGR,UBSI,CWEN,MRO,REYN,JEF,DCI,ERIE,CCOI,PAG,MAN,GNTX,UDR,CUBE,EVR,NWSA,XEC,BC,PB,COG,BPOP,HE,WBS,POR,BKH,OZK,NJR,BOKF,RGA,TNL,AIZ,SR,ATR,WLK,ALE,HUN,FHB,LPX,TRGP,NATI,MSM,NXST,THG,TKR,WAL,NNN,LW,OC,CSL,SWX,STOR,CPT,PPBI,NWE,VVV,OSK,GBCI,CBSH,CR,MDC,VIRT,SXT,KIM,LAMR,COR,LCII,ESI,FLS,LSI,MSA,EHC,MOS,SRC,OGS,AGCO,ITT,THO,XRAY,SLM,AVT,BRX,HOMB,HLI,AVNT,BWXT,BOH,NEU,SLG,ELS,NSP,CBU,SLGN,WOR,LPLA,RDN,SEIC,DLB,FFIN,LANC,FL,KMPR,ACC,STAG,CONE,PINC,AAP,GPK,KRC,PRI,AIT,SPB,HR,CNO,WEN,FR,RGLD,TTEC,VMI,HTA,MMS,ENR,KBR,TGNA,EGP,MTG,CASY,AWR,SSD,SBRA,SAIC,RXN,SF,DLN,WisdomTree US LargeCap Dividend ETF,HRC,JBL,UMBF,TOL,n/a,ASH,LXP,EXPO,WH,RBC,CTRA,RRX,CNS,SUM
07/23/2021,1.61,1.34,1.28,1.24,0.87,1.11,1.01,0.99,0.95,0.95,0.99,0.91,0.9,0.81,0.93,0.86,0.88,0.88,0.84,0.75,0.75,0.8,0.8,0.78,0.79,0.71,0.75,0.73,0.71,0.71,0.66,0.7,0.69,0.64,0.66,0.64,0.64,0.68,0.63,0.64,0.6,0.54,0.63,0.6,0.61,0.54,0.55,0.51,0.51,0.58,0.52,0.5,0.47,0.49,0.5,0.5,0.49,0.52,0.47,0.5,0.51,0.48,0.5,0.46,0.49,0.45,0.44,0.47,0.45,0.45,0.48,0.45,0.43,0.46,0.37,0.45,0.44,0.45,0.43,0.46,0.44,0.42,0.41,0.47,0.45,0.38,0.39,0.36,0.4,0.39,0.36,0.38,0.41,0.35,0.41,0.39,0.36,0.36,0.35,0.35,0.33,0.37,0.36,0.36,0.32,0.36,0.35,0.34,0.31,0.33,0.34,0.34,0.31,0.34,0.32,0.32,0.34,0.32,0.31,0.34,0.35,0.33,0.35,0.28,0.32,0.3,0.29,0.28,0.29,0.28,0.27,0.27,0.26,0.27,0.27,0.29,0.28,0.26,0.27,0.28,0.26,0.25,0.24,0.26,0.26,0.23,0.25,0.24,0.24,0.24,0.25,0.24,0.23,0.25,0.23,0.23,0.24,0.24,0.22,0.25,0.24,0.23,0.23,0.23,0.21,0.22,0.22,0.22,0.22,0.23,0.2,0.21,0.23,0.23,0.23,0.22,0.22,0.21,0.21,0.2,0.2,0.21,0.22,0.2,0.2,0.21,0.2,0.2,0.19,0.21,0.2,0.19,0.2,0.0,0.2,0.0,0.19,0.2,0.19,0.18,0.19,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.54
07/26/2021,1.66,1.35,1.4,1.25,0.91,1.08,1.0,0.94,0.96,0.93,0.95,0.92,0.89,0.82,0.95,0.86,0.86,0.84,0.81,0.75,0.76,0.8,0.79,0.77,0.78,0.72,0.75,0.72,0.7,0.7,0.66,0.67,0.69,0.62,0.68,0.64,0.65,0.64,0.64,0.63,0.6,0.57,0.61,0.58,0.6,0.56,0.57,0.52,0.52,0.56,0.53,0.51,0.48,0.48,0.49,0.5,0.49,0.52,0.49,0.5,0.51,0.47,0.51,0.47,0.49,0.46,0.45,0.46,0.46,0.43,0.47,0.45,0.43,0.47,0.39,0.42,0.44,0.45,0.42,0.44,0.46,0.4,0.41,0.47,0.43,0.39,0.39,0.37,0.41,0.38,0.36,0.38,0.4,0.35,0.4,0.38,0.36,0.36,0.36,0.35,0.35,0.36,0.35,0.35,0.33,0.36,0.34,0.34,0.32,0.34,0.35,0.34,0.32,0.33,0.32,0.33,0.35,0.31,0.32,0.34,0.34,0.33,0.35,0.28,0.32,0.29,0.3,0.28,0.29,0.29,0.28,0.26,0.26,0.29,0.27,0.28,0.29,0.26,0.28,0.27,0.25,0.25,0.25,0.26,0.25,0.24,0.26,0.25,0.25,0.24,0.25,0.25,0.22,0.25,0.23,0.24,0.24,0.23,0.23,0.25,0.24,0.22,0.22,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.23,0.23,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.21,0.22,0.2,0.2,0.21,0.2,0.2,0.19,0.21,0.2,0.19,0.2,0.0,0.2,0.0,0.19,0.19,0.18,0.19,0.0,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.54
07/27/2021,1.65,1.32,1.42,1.25,0.9,1.14,1.02,0.94,0.94,0.94,0.96,0.96,0.88,0.81,0.94,0.88,0.87,0.86,0.82,0.72,0.75,0.8,0.8,0.77,0.79,0.72,0.74,0.74,0.69,0.69,0.66,0.64,0.69,0.62,0.69,0.67,0.64,0.64,0.63,0.62,0.6,0.56,0.6,0.6,0.61,0.55,0.58,0.5,0.51,0.57,0.52,0.51,0.47,0.48,0.51,0.54,0.49,0.52,0.49,0.51,0.52,0.47,0.5,0.47,0.49,0.47,0.44,0.46,0.48,0.44,0.47,0.44,0.42,0.48,0.37,0.42,0.43,0.45,0.42,0.44,0.45,0.41,0.41,0.47,0.44,0.4,0.39,0.36,0.41,0.38,0.35,0.38,0.4,0.35,0.4,0.39,0.36,0.36,0.35,0.34,0.34,0.36,0.35,0.35,0.33,0.36,0.34,0.34,0.31,0.33,0.35,0.33,0.32,0.33,0.32,0.33,0.35,0.31,0.31,0.34,0.34,0.33,0.35,0.28,0.32,0.29,0.29,0.28,0.28,0.29,0.28,0.26,0.27,0.28,0.27,0.28,0.3,0.26,0.28,0.28,0.25,0.25,0.24,0.27,0.25,0.24,0.26,0.25,0.25,0.23,0.25,0.24,0.22,0.26,0.24,0.24,0.23,0.23,0.22,0.25,0.24,0.22,0.22,0.23,0.23,0.22,0.22,0.21,0.21,0.22,0.21,0.2,0.23,0.23,0.22,0.21,0.22,0.21,0.21,0.2,0.2,0.21,0.22,0.2,0.2,0.21,0.2,0.19,0.2,0.21,0.2,0.19,0.2,0.0,0.2,0.0,0.19,0.2,0.18,0.18,0.0,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.53
07/28/2021,1.65,1.32,1.42,1.25,0.9,1.14,1.02,0.94,0.94,0.94,0.96,0.96,0.88,0.81,0.94,0.88,0.87,0.86,0.82,0.72,0.75,0.8,0.8,0.77,0.79,0.72,0.74,0.74,0.69,0.69,0.66,0.64,0.69,0.62,0.69,0.67,0.64,0.64,0.63,0.62,0.6,0.56,0.6,0.6,0.61,0.55,0.58,0.5,0.51,0.57,0.52,0.51,0.47,0.48,0.51,0.54,0.49,0.52,0.49,0.51,0.52,0.47,0.5,0.47,0.49,0.47,0.44,0.46,0.48,0.44,0.47,0.44,0.42,0.48,0.37,0.42,0.43,0.45,0.42,0.44,0.45,0.41,0.41,0.47,0.44,0.4,0.39,0.36,0.41,0.38,0.35,0.38,0.4,0.35,0.4,0.39,0.36,0.36,0.35,0.34,0.34,0.36,0.35,0.35,0.33,0.36,0.34,0.34,0.31,0.33,0.35,0.33,0.32,0.33,0.32,0.33,0.35,0.31,0.31,0.34,0.34,0.33,0.35,0.28,0.32,0.29,0.29,0.28,0.28,0.29,0.28,0.26,0.27,0.28,0.27,0.28,0.3,0.26,0.28,0.28,0.25,0.25,0.24,0.27,0.25,0.24,0.26,0.25,0.25,0.23,0.25,0.24,0.22,0.26,0.24,0.24,0.23,0.23,0.22,0.25,0.24,0.22,0.22,0.23,0.23,0.22,0.22,0.21,0.21,0.22,0.21,0.2,0.23,0.23,0.22,0.21,0.22,0.21,0.21,0.2,0.2,0.21,0.22,0.2,0.2,0.21,0.2,0.19,0.2,0.21,0.2,0.19,0.2,0.0,0.2,0.0,0.19,0.2,0.18,0.18,0.0,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.53
07/29/2021,1.65,1.32,1.42,1.25,0.9,1.14,1.02,0.94,0.94,0.94,0.96,0.96,0.88,0.81,0.94,0.88,0.87,0.86,0.82,0.72,0.75,0.8,0.8,0.77,0.79,0.72,0.74,0.74,0.69,0.69,0.66,0.64,0.69,0.62,0.69,0.67,0.64,0.64,0.63,0.62,0.6,0.56,0.6,0.6,0.61,0.55,0.58,0.5,0.51,0.57,0.52,0.51,0.47,0.48,0.51,0.54,0.49,0.52,0.49,0.51,0.52,0.47,0.5,0.47,0.49,0.47,0.44,0.46,0.48,0.44,0.47,0.44,0.42,0.48,0.37,0.42,0.43,0.45,0.42,0.44,0.45,0.41,0.41,0.47,0.44,0.4,0.39,0.36,0.41,0.38,0.35,0.38,0.4,0.35,0.4,0.39,0.36,0.36,0.35,0.34,0.34,0.36,0.35,0.35,0.33,0.36,0.34,0.34,0.31,0.33,0.35,0.33,0.32,0.33,0.32,0.33,0.35,0.31,0.31,0.34,0.34,0.33,0.35,0.28,0.32,0.29,0.29,0.28,0.28,0.29,0.28,0.26,0.27,0.28,0.27,0.28,0.3,0.26,0.28,0.28,0.25,0.25,0.24,0.27,0.25,0.24,0.26,0.25,0.25,0.23,0.25,0.24,0.22,0.26,0.24,0.24,0.23,0.23,0.22,0.25,0.24,0.22,0.22,0.23,0.23,0.22,0.22,0.21,0.21,0.22,0.21,0.2,0.23,0.23,0.22,0.21,0.22,0.21,0.21,0.2,0.2,0.21,0.22,0.2,0.2,0.21,0.2,0.19,0.2,0.21,0.2,0.19,0.2,0.0,0.2,0.0,0.19,0.2,0.18,0.18,0.0,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.53
07/30/2021,1.7,1.34,1.42,1.25,0.91,1.11,1.02,0.94,0.94,0.94,0.96,0.96,0.88,0.8,0.93,0.87,0.87,0.86,0.81,0.74,0.75,0.78,0.8,0.79,0.78,0.73,0.74,0.73,0.69,0.7,0.67,0.64,0.69,0.63,0.67,0.67,0.65,0.64,0.63,0.62,0.59,0.57,0.6,0.6,0.61,0.55,0.58,0.5,0.52,0.57,0.54,0.51,0.48,0.49,0.5,0.54,0.49,0.51,0.49,0.5,0.52,0.47,0.5,0.46,0.49,0.47,0.44,0.47,0.47,0.44,0.47,0.44,0.43,0.48,0.38,0.43,0.43,0.44,0.42,0.44,0.45,0.41,0.41,0.47,0.44,0.4,0.39,0.37,0.41,0.38,0.36,0.38,0.4,0.35,0.4,0.38,0.36,0.36,0.35,0.34,0.34,0.36,0.35,0.35,0.33,0.36,0.35,0.34,0.32,0.34,0.34,0.33,0.32,0.32,0.32,0.33,0.34,0.31,0.31,0.34,0.34,0.33,0.35,0.28,0.32,0.29,0.29,0.28,0.29,0.28,0.28,0.26,0.28,0.28,0.27,0.28,0.3,0.27,0.28,0.28,0.25,0.25,0.25,0.27,0.25,0.24,0.26,0.25,0.25,0.22,0.25,0.24,0.22,0.26,0.24,0.23,0.24,0.23,0.22,0.25,0.23,0.22,0.22,0.23,0.23,0.22,0.21,0.21,0.22,0.22,0.21,0.2,0.23,0.23,0.22,0.21,0.22,0.21,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.19,0.21,0.2,0.19,0.2,0.0,0.2,0.0,0.19,0.2,0.18,0.18,0.0,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.61000000000001
08/02/2021,1.6,1.31,1.41,1.23,0.91,1.06,1.02,0.92,0.93,0.93,0.96,0.98,0.88,0.81,0.94,0.89,0.87,0.86,0.82,0.75,0.75,0.78,0.78,0.79,0.8,0.73,0.74,0.73,0.69,0.75,0.66,0.65,0.69,0.64,0.67,0.68,0.64,0.64,0.6,0.62,0.58,0.59,0.61,0.61,0.61,0.55,0.57,0.5,0.52,0.57,0.5,0.51,0.48,0.49,0.51,0.55,0.5,0.51,0.5,0.49,0.52,0.47,0.49,0.45,0.49,0.48,0.45,0.47,0.47,0.44,0.46,0.45,0.43,0.49,0.38,0.42,0.43,0.44,0.42,0.44,0.45,0.42,0.42,0.47,0.44,0.39,0.39,0.36,0.4,0.39,0.35,0.38,0.41,0.35,0.41,0.39,0.36,0.36,0.36,0.35,0.32,0.36,0.36,0.35,0.33,0.36,0.35,0.34,0.32,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.34,0.27,0.31,0.34,0.34,0.33,0.35,0.28,0.32,0.29,0.3,0.28,0.29,0.29,0.28,0.26,0.28,0.28,0.27,0.28,0.3,0.27,0.28,0.28,0.25,0.25,0.25,0.27,0.25,0.24,0.25,0.25,0.25,0.22,0.25,0.24,0.22,0.26,0.24,0.23,0.24,0.23,0.22,0.26,0.24,0.22,0.22,0.23,0.23,0.22,0.21,0.21,0.22,0.22,0.2,0.2,0.23,0.24,0.23,0.22,0.21,0.22,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.19,0.2,0.21,0.2,0.19,0.2,0.0,0.2,0.0,0.19,0.2,0.0,0.0,0.0,0.19,0.19,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.55000000000001
08/03/2021,1.6,1.31,1.41,1.23,0.91,1.06,1.02,0.92,0.93,0.93,0.96,0.98,0.88,0.81,0.94,0.89,0.87,0.86,0.82,0.75,0.75,0.78,0.78,0.79,0.8,0.73,0.74,0.73,0.69,0.75,0.66,0.65,0.69,0.64,0.67,0.68,0.64,0.64,0.6,0.62,0.58,0.59,0.61,0.61,0.61,0.55,0.57,0.5,0.52,0.57,0.5,0.51,0.48,0.49,0.51,0.55,0.5,0.51,0.5,0.49,0.52,0.47,0.49,0.45,0.49,0.48,0.45,0.47,0.47,0.44,0.46,0.45,0.43,0.49,0.38,0.42,0.43,0.44,0.42,0.44,0.45,0.42,0.42,0.47,0.44,0.39,0.39,0.36,0.4,0.39,0.35,0.38,0.41,0.35,0.41,0.39,0.36,0.36,0.36,0.35,0.32,0.36,0.36,0.35,0.33,0.36,0.35,0.34,0.32,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.34,0.27,0.31,0.34,0.34,0.33,0.35,0.28,0.32,0.29,0.3,0.28,0.29,0.29,0.28,0.26,0.28,0.28,0.27,0.28,0.3,0.27,0.28,0.28,0.25,0.25,0.25,0.27,0.25,0.24,0.25,0.25,0.25,0.22,0.25,0.24,0.22,0.26,0.24,0.23,0.24,0.23,0.22,0.26,0.24,0.22,0.22,0.23,0.23,0.22,0.21,0.21,0.22,0.22,0.2,0.2,0.23,0.24,0.23,0.22,0.21,0.22,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.19,0.2,0.21,0.2,0.19,0.2,0.0,0.2,0.0,0.19,0.2,0.0,0.0,0.0,0.19,0.19,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.55000000000001
08/04/2021,1.6,1.31,1.41,1.23,0.91,1.06,1.02,0.92,0.93,0.93,0.96,0.98,0.88,0.81,0.94,0.89,0.87,0.86,0.82,0.75,0.75,0.78,0.78,0.79,0.8,0.73,0.74,0.73,0.69,0.75,0.66,0.65,0.69,0.64,0.67,0.68,0.64,0.64,0.6,0.62,0.58,0.59,0.61,0.61,0.61,0.55,0.57,0.5,0.52,0.57,0.5,0.51,0.48,0.49,0.51,0.55,0.5,0.51,0.5,0.49,0.52,0.47,0.49,0.45,0.49,0.48,0.45,0.47,0.47,0.44,0.46,0.45,0.43,0.49,0.38,0.42,0.43,0.44,0.42,0.44,0.45,0.42,0.42,0.47,0.44,0.39,0.39,0.36,0.4,0.39,0.35,0.38,0.41,0.35,0.41,0.39,0.36,0.36,0.36,0.35,0.32,0.36,0.36,0.35,0.33,0.36,0.35,0.34,0.32,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.34,0.27,0.31,0.34,0.34,0.33,0.35,0.28,0.32,0.29,0.3,0.28,0.29,0.29,0.28,0.26,0.28,0.28,0.27,0.28,0.3,0.27,0.28,0.28,0.25,0.25,0.25,0.27,0.25,0.24,0.25,0.25,0.25,0.22,0.25,0.24,0.22,0.26,0.24,0.23,0.24,0.23,0.22,0.26,0.24,0.22,0.22,0.23,0.23,0.22,0.21,0.21,0.22,0.22,0.2,0.2,0.23,0.24,0.23,0.22,0.21,0.22,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.19,0.2,0.21,0.2,0.19,0.2,0.0,0.2,0.0,0.19,0.2,0.0,0.0,0.0,0.19,0.19,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.55000000000001
08/05/2021,1.6,1.31,1.41,1.23,0.91,1.06,1.02,0.92,0.93,0.93,0.96,0.98,0.88,0.81,0.94,0.89,0.87,0.86,0.82,0.75,0.75,0.78,0.78,0.79,0.8,0.73,0.74,0.73,0.69,0.75,0.66,0.65,0.69,0.64,0.67,0.68,0.64,0.64,0.6,0.62,0.58,0.59,0.61,0.61,0.61,0.55,0.57,0.5,0.52,0.57,0.5,0.51,0.48,0.49,0.51,0.55,0.5,0.51,0.5,0.49,0.52,0.47,0.49,0.45,0.49,0.48,0.45,0.47,0.47,0.44,0.46,0.45,0.43,0.49,0.38,0.42,0.43,0.44,0.42,0.44,0.45,0.42,0.42,0.47,0.44,0.39,0.39,0.36,0.4,0.39,0.35,0.38,0.41,0.35,0.41,0.39,0.36,0.36,0.36,0.35,0.32,0.36,0.36,0.35,0.33,0.36,0.35,0.34,0.32,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.34,0.27,0.31,0.34,0.34,0.33,0.35,0.28,0.32,0.29,0.3,0.28,0.29,0.29,0.28,0.26,0.28,0.28,0.27,0.28,0.3,0.27,0.28,0.28,0.25,0.25,0.25,0.27,0.25,0.24,0.25,0.25,0.25,0.22,0.25,0.24,0.22,0.26,0.24,0.23,0.24,0.23,0.22,0.26,0.24,0.22,0.22,0.23,0.23,0.22,0.21,0.21,0.22,0.22,0.2,0.2,0.23,0.24,0.23,0.22,0.21,0.22,0.21,0.2,0.2,0.21,0.21,0.2,0.2,0.21,0.2,0.19,0.2,0.21,0.2,0.19,0.2,0.0,0.2,0.0,0.19,0.2,0.0,0.0,0.0,0.19,0.19,0.0,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.55000000000001
08/06/2021,1.53,1.34,1.42,1.14,0.87,1.08,1.01,0.9,0.94,0.92,0.94,1.02,0.87,0.8,0.95,0.88,0.86,0.85,0.82,0.74,0.72,0.78,0.81,0.82,0.79,0.74,0.74,0.74,0.68,0.74,0.67,0.65,0.68,0.62,0.67,0.66,0.66,0.64,0.62,0.62,0.59,0.59,0.65,0.61,0.66,0.54,0.59,0.49,0.53,0.58,0.51,0.5,0.49,0.49,0.52,0.56,0.49,0.5,0.5,0.51,0.53,0.45,0.5,0.44,0.49,0.47,0.45,0.46,0.46,0.45,0.47,0.45,0.42,0.49,0.37,0.41,0.44,0.45,0.42,0.44,0.5,0.42,0.43,0.47,0.45,0.38,0.39,0.36,0.42,0.37,0.36,0.38,0.41,0.34,0.41,0.39,0.35,0.36,0.36,0.35,0.31,0.37,0.35,0.33,0.32,0.36,0.35,0.33,0.32,0.33,0.36,0.33,0.33,0.33,0.31,0.32,0.34,0.28,0.31,0.34,0.34,0.32,0.36,0.28,0.32,0.29,0.29,0.28,0.28,0.3,0.29,0.26,0.28,0.28,0.28,0.28,0.3,0.27,0.28,0.29,0.25,0.26,0.24,0.26,0.25,0.24,0.26,0.26,0.26,0.22,0.25,0.25,0.21,0.27,0.23,0.23,0.24,0.24,0.21,0.26,0.25,0.22,0.22,0.23,0.22,0.22,0.22,0.22,0.21,0.22,0.2,0.19,0.23,0.23,0.22,0.22,0.22,0.23,0.2,0.2,0.2,0.21,0.21,0.19,0.2,0.21,0.2,0.2,0.2,0.21,0.2,0.19,0.19,0.0,0.2,0.0,0.19,0.2,0.0,0.19,0.0,0.2,0.18,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.51000000000002
08/09/2021,1.52,1.38,1.43,1.14,0.87,1.08,1.03,0.89,0.93,0.9,0.89,1.05,0.88,0.81,0.96,0.89,0.87,0.86,0.83,0.74,0.71,0.79,0.83,0.82,0.81,0.72,0.74,0.75,0.67,0.76,0.66,0.65,0.7,0.62,0.68,0.66,0.66,0.61,0.63,0.64,0.59,0.58,0.67,0.61,0.67,0.49,0.58,0.5,0.51,0.58,0.52,0.5,0.48,0.5,0.52,0.56,0.49,0.5,0.49,0.52,0.53,0.43,0.51,0.45,0.49,0.48,0.47,0.47,0.47,0.46,0.48,0.43,0.42,0.52,0.36,0.41,0.44,0.46,0.42,0.43,0.48,0.42,0.42,0.47,0.46,0.38,0.39,0.35,0.43,0.38,0.36,0.38,0.4,0.35,0.41,0.4,0.36,0.35,0.36,0.37,0.3,0.36,0.36,0.32,0.32,0.37,0.34,0.33,0.32,0.33,0.36,0.33,0.33,0.33,0.31,0.32,0.34,0.27,0.32,0.35,0.35,0.32,0.35,0.28,0.32,0.29,0.28,0.28,0.27,0.3,0.29,0.25,0.27,0.28,0.28,0.29,0.3,0.26,0.28,0.29,0.25,0.26,0.25,0.27,0.25,0.25,0.26,0.26,0.25,0.22,0.26,0.24,0.21,0.25,0.23,0.22,0.24,0.24,0.21,0.26,0.25,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.19,0.18,0.22,0.24,0.22,0.22,0.21,0.22,0.2,0.2,0.2,0.2,0.21,0.19,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.0,0.2,0.0,0.18,0.2,0.18,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.50000000000001
08/10/2021,1.49,1.4,1.45,1.15,0.9,1.05,1.05,0.86,0.93,0.9,0.89,1.04,0.85,0.82,0.95,0.92,0.87,0.85,0.83,0.75,0.72,0.79,0.81,0.8,0.81,0.72,0.75,0.75,0.68,0.75,0.67,0.63,0.69,0.61,0.64,0.64,0.7,0.61,0.65,0.63,0.58,0.59,0.71,0.61,0.66,0.52,0.59,0.52,0.49,0.57,0.5,0.5,0.49,0.49,0.53,0.57,0.5,0.49,0.49,0.51,0.53,0.42,0.51,0.47,0.49,0.5,0.48,0.47,0.48,0.46,0.47,0.43,0.43,0.51,0.38,0.4,0.45,0.45,0.41,0.44,0.48,0.42,0.41,0.46,0.45,0.38,0.39,0.36,0.42,0.38,0.36,0.39,0.4,0.36,0.41,0.39,0.37,0.35,0.37,0.38,0.3,0.37,0.35,0.32,0.32,0.36,0.34,0.34,0.33,0.33,0.34,0.32,0.33,0.33,0.31,0.34,0.33,0.26,0.31,0.34,0.34,0.32,0.35,0.29,0.31,0.29,0.28,0.29,0.28,0.3,0.28,0.26,0.27,0.29,0.29,0.28,0.3,0.26,0.26,0.29,0.25,0.25,0.25,0.27,0.25,0.25,0.26,0.26,0.23,0.22,0.25,0.25,0.22,0.25,0.23,0.22,0.24,0.24,0.21,0.25,0.25,0.23,0.21,0.22,0.23,0.22,0.21,0.21,0.22,0.21,0.19,0.19,0.22,0.23,0.23,0.21,0.21,0.22,0.2,0.2,0.2,0.19,0.21,0.2,0.19,0.21,0.19,0.2,0.2,0.21,0.18,0.0,0.19,0.0,0.19,0.19,0.0,0.2,0.18,0.0,0.0,0.2,0.19,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.47999999999999
08/11/2021,1.49,1.4,1.45,1.15,0.9,1.05,1.05,0.86,0.93,0.9,0.89,1.04,0.85,0.82,0.95,0.92,0.87,0.85,0.83,0.75,0.72,0.79,0.81,0.8,0.81,0.72,0.75,0.75,0.68,0.75,0.67,0.63,0.69,0.61,0.64,0.64,0.7,0.61,0.65,0.63,0.58,0.59,0.71,0.61,0.66,0.52,0.59,0.52,0.49,0.57,0.5,0.5,0.49,0.49,0.53,0.57,0.5,0.49,0.49,0.51,0.53,0.42,0.51,0.47,0.49,0.5,0.48,0.47,0.48,0.46,0.47,0.43,0.43,0.51,0.38,0.4,0.45,0.45,0.41,0.44,0.48,0.42,0.41,0.46,0.45,0.38,0.39,0.36,0.42,0.38,0.36,0.39,0.4,0.36,0.41,0.39,0.37,0.35,0.37,0.38,0.3,0.37,0.35,0.32,0.32,0.36,0.34,0.34,0.33,0.33,0.34,0.32,0.33,0.33,0.31,0.34,0.33,0.26,0.31,0.34,0.34,0.32,0.35,0.29,0.31,0.29,0.28,0.29,0.28,0.3,0.28,0.26,0.27,0.29,0.29,0.28,0.3,0.26,0.26,0.29,0.25,0.25,0.25,0.27,0.25,0.25,0.26,0.26,0.23,0.22,0.25,0.25,0.22,0.25,0.23,0.22,0.24,0.24,0.21,0.25,0.25,0.23,0.21,0.22,0.23,0.22,0.21,0.21,0.22,0.21,0.19,0.19,0.22,0.23,0.23,0.21,0.21,0.22,0.2,0.2,0.2,0.19,0.21,0.2,0.19,0.21,0.19,0.2,0.2,0.21,0.18,0.0,0.19,0.0,0.19,0.19,0.0,0.2,0.18,0.0,0.0,0.2,0.19,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.47999999999999
