,AM,BEN,IPG,NWL,FANG,WSO,FNF,NLOK,CNA,WU,PNW,ARES,WSM,FHN,HUBB,NRG,UGI,NI,OGE,PBCT,CF,SNA,JNPR,STLD,MDU,RS,IRM,HRB,TFSL,NYCB,ORI,SON,GLPI,WRK,OMF,VST,HBI,FLO,APAM,AOS,LEG,OLN,ACI,WTRG,SCI,UNM,DKS,SNV,BWA,IDA,PII,HII,CC,LII,R,RHI,VLY,MPW,XRX,CBOE,FAF,SMG,AFG,SBNY,LECO,UMPQ,CFR,NFG,EWBC,SEE,TTC,INGR,UBSI,CWEN,MRO,REYN,JEF,DCI,ERIE,CCOI,PAG,MAN,GNTX,UDR,CUBE,EVR,NWSA,XEC,BC,PB,COG,BPOP,HE,WBS,POR,BKH,OZK,NJR,BOKF,RGA,TNL,AIZ,SR,ATR,WLK,ALE,HUN,FHB,LPX,TRGP,NATI,MSM,NXST,THG,TKR,WAL,NNN,LW,OC,CSL,SWX,STOR,CPT,PPBI,NWE,VVV,OSK,GBCI,CBSH,CR,MDC,VIRT,SXT,KIM,LAMR,COR,LCII,ESI,FLS,LSI,MSA,EHC,MOS,SRC,OGS,AGCO,ITT,THO,XRAY,SLM,AVT,BRX,HOMB,HLI,AVNT,BWXT,BOH,NEU,SLG,ELS,NSP,CBU,SLGN,WOR,LPLA,RDN,SEIC,DLB,FFIN,LANC,FL,KMPR,ACC,STAG,CONE,PINC,AAP,GPK,KRC,PRI,AIT,SPB,HR,CNO,WEN,FR,RGLD,TTEC,VMI,HTA,MMS,ENR,KBR,TGNA,EGP,MTG,CASY,AWR,SSD,SBRA,SAIC,RXN,SF,DLN,WisdomTree US LargeCap Dividend ETF,HRC,JBL,UMBF,TOL,n/a,ASH,LXP,EXPO,WH,RBC,CTRA,RRX,CNS,SUM
09/02/2021,1.55,1.44,1.42,1.13,0.85,1.03,1.08,0.94,0.92,0.84,0.85,1.04,1.0,0.84,0.97,0.93,0.84,0.81,0.83,0.76,0.69,0.78,0.83,0.89,0.78,0.7,0.76,0.75,0.68,0.76,0.69,0.64,0.69,0.64,0.64,0.63,0.67,0.62,0.65,0.62,0.59,0.63,0.81,0.58,0.64,0.52,0.75,0.52,0.46,0.56,0.46,0.5,0.49,0.49,0.54,0.58,0.49,0.48,0.46,0.51,0.55,0.4,0.52,0.5,0.49,0.49,0.48,0.45,0.47,0.47,0.45,0.43,0.44,0.53,0.38,0.4,0.47,0.45,0.38,0.4,0.48,0.42,0.39,0.44,0.46,0.4,0.35,0.34,0.41,0.38,0.34,0.39,0.39,0.36,0.41,0.39,0.37,0.33,0.37,0.37,0.33,0.38,0.32,0.33,0.34,0.34,0.34,0.33,0.37,0.34,0.33,0.32,0.32,0.34,0.3,0.33,0.32,0.26,0.32,0.35,0.32,0.31,0.34,0.29,0.32,0.28,0.28,0.28,0.27,0.31,0.28,0.25,0.27,0.28,0.29,0.28,0.29,0.26,0.25,0.29,0.24,0.24,0.26,0.26,0.23,0.26,0.25,0.25,0.23,0.22,0.25,0.24,0.22,0.26,0.25,0.23,0.23,0.25,0.2,0.25,0.27,0.22,0.23,0.21,0.24,0.23,0.22,0.21,0.21,0.2,0.19,0.2,0.22,0.23,0.22,0.22,0.2,0.23,0.19,0.2,0.2,0.19,0.2,0.21,0.2,0.2,0.0,0.2,0.2,0.21,0.19,0.0,0.19,0.0,0.19,0.2,0.19,0.2,0.0,0.0,0.0,0.21,0.19,0.23,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.67000000000002
09/03/2021,1.54,1.42,1.42,1.12,0.85,1.05,1.09,0.95,0.91,0.83,0.84,1.06,1.01,0.83,0.97,0.93,0.85,0.82,0.83,0.75,0.69,0.78,0.83,0.89,0.78,0.71,0.77,0.75,0.68,0.76,0.69,0.65,0.69,0.64,0.62,0.64,0.65,0.63,0.65,0.63,0.59,0.63,0.83,0.6,0.64,0.51,0.77,0.51,0.45,0.56,0.47,0.5,0.49,0.49,0.54,0.58,0.48,0.49,0.45,0.51,0.55,0.4,0.52,0.49,0.49,0.48,0.47,0.45,0.46,0.47,0.45,0.43,0.43,0.53,0.37,0.4,0.47,0.46,0.39,0.41,0.48,0.42,0.38,0.44,0.47,0.4,0.35,0.35,0.41,0.38,0.34,0.39,0.39,0.35,0.41,0.39,0.36,0.33,0.36,0.36,0.32,0.38,0.32,0.34,0.34,0.34,0.34,0.33,0.37,0.34,0.33,0.32,0.32,0.34,0.3,0.33,0.32,0.26,0.32,0.35,0.33,0.31,0.34,0.28,0.32,0.28,0.28,0.28,0.27,0.31,0.28,0.25,0.27,0.28,0.29,0.29,0.29,0.26,0.25,0.29,0.24,0.24,0.26,0.27,0.24,0.26,0.25,0.25,0.23,0.21,0.25,0.24,0.21,0.26,0.25,0.23,0.23,0.25,0.2,0.25,0.27,0.22,0.23,0.21,0.23,0.23,0.22,0.21,0.21,0.19,0.19,0.2,0.23,0.24,0.23,0.22,0.2,0.24,0.19,0.21,0.2,0.19,0.2,0.21,0.19,0.21,0.0,0.2,0.2,0.21,0.19,0.0,0.19,0.0,0.2,0.2,0.19,0.2,0.0,0.0,0.0,0.21,0.19,0.0,0.0,0.2,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.68
09/06/2021,1.56,1.41,1.44,1.12,0.82,1.04,1.08,0.95,0.93,0.85,0.85,1.08,1.0,0.82,0.95,0.94,0.85,0.83,0.84,0.75,0.69,0.78,0.82,0.84,0.78,0.69,0.8,0.77,0.68,0.76,0.68,0.65,0.71,0.64,0.61,0.65,0.67,0.63,0.64,0.63,0.57,0.65,0.86,0.6,0.65,0.51,0.78,0.51,0.45,0.56,0.45,0.49,0.48,0.49,0.53,0.58,0.48,0.5,0.45,0.52,0.54,0.39,0.52,0.49,0.48,0.48,0.47,0.46,0.46,0.47,0.44,0.43,0.43,0.53,0.35,0.4,0.46,0.45,0.39,0.41,0.48,0.43,0.38,0.46,0.47,0.4,0.35,0.35,0.39,0.37,0.35,0.38,0.39,0.35,0.42,0.39,0.36,0.34,0.36,0.36,0.32,0.38,0.33,0.33,0.34,0.34,0.34,0.33,0.36,0.33,0.33,0.31,0.32,0.34,0.29,0.32,0.32,0.26,0.31,0.34,0.34,0.31,0.35,0.28,0.32,0.28,0.27,0.28,0.27,0.3,0.28,0.24,0.27,0.29,0.29,0.3,0.29,0.25,0.25,0.3,0.24,0.24,0.25,0.27,0.24,0.25,0.24,0.25,0.23,0.21,0.24,0.25,0.21,0.26,0.24,0.23,0.23,0.25,0.2,0.26,0.27,0.22,0.23,0.2,0.23,0.22,0.21,0.21,0.21,0.19,0.19,0.2,0.23,0.24,0.23,0.22,0.2,0.24,0.2,0.2,0.19,0.19,0.2,0.2,0.2,0.21,0.0,0.2,0.2,0.22,0.19,0.0,0.19,0.0,0.2,0.2,0.19,0.21,0.0,0.0,0.0,0.21,0.19,0.0,0.0,0.2,0.0,0.0,0.19,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.66
09/07/2021,1.62,1.4,1.44,1.14,0.83,1.08,1.06,0.96,0.91,0.85,0.85,1.1,0.97,0.8,0.94,0.94,0.85,0.82,0.83,0.75,0.69,0.78,0.82,0.84,0.78,0.69,0.81,0.76,0.67,0.76,0.66,0.65,0.73,0.65,0.61,0.65,0.66,0.63,0.65,0.63,0.57,0.6,0.95,0.59,0.65,0.51,0.78,0.5,0.45,0.56,0.45,0.49,0.48,0.48,0.53,0.58,0.47,0.52,0.45,0.51,0.53,0.4,0.52,0.49,0.47,0.48,0.47,0.46,0.46,0.47,0.45,0.43,0.43,0.52,0.37,0.4,0.46,0.41,0.4,0.41,0.47,0.43,0.38,0.46,0.48,0.39,0.35,0.38,0.39,0.38,0.39,0.38,0.39,0.35,0.42,0.39,0.36,0.33,0.36,0.36,0.32,0.38,0.32,0.33,0.33,0.33,0.34,0.32,0.36,0.34,0.33,0.31,0.32,0.33,0.29,0.32,0.32,0.25,0.31,0.34,0.33,0.31,0.35,0.28,0.32,0.28,0.27,0.27,0.27,0.29,0.28,0.24,0.27,0.29,0.29,0.31,0.28,0.25,0.24,0.3,0.24,0.24,0.25,0.27,0.24,0.25,0.24,0.25,0.23,0.21,0.23,0.25,0.21,0.26,0.24,0.23,0.22,0.25,0.2,0.26,0.28,0.21,0.23,0.2,0.23,0.22,0.21,0.21,0.2,0.19,0.19,0.2,0.23,0.24,0.24,0.22,0.2,0.24,0.2,0.2,0.19,0.19,0.2,0.2,0.19,0.21,0.0,0.2,0.2,0.22,0.19,0.0,0.2,0.0,0.2,0.2,0.19,0.2,0.0,0.0,0.0,0.22,0.0,0.29,0.0,0.21,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.65
09/08/2021,1.62,1.4,1.44,1.14,0.83,1.08,1.06,0.96,0.91,0.85,0.85,1.1,0.97,0.8,0.94,0.94,0.85,0.82,0.83,0.75,0.69,0.78,0.82,0.84,0.78,0.69,0.81,0.76,0.67,0.76,0.66,0.65,0.73,0.65,0.61,0.65,0.66,0.63,0.65,0.63,0.57,0.6,0.95,0.59,0.65,0.51,0.78,0.5,0.45,0.56,0.45,0.49,0.48,0.48,0.53,0.58,0.47,0.52,0.45,0.51,0.53,0.4,0.52,0.49,0.47,0.48,0.47,0.46,0.46,0.47,0.45,0.43,0.43,0.52,0.37,0.4,0.46,0.41,0.4,0.41,0.47,0.43,0.38,0.46,0.48,0.39,0.35,0.38,0.39,0.38,0.39,0.38,0.39,0.35,0.42,0.39,0.36,0.33,0.36,0.36,0.32,0.38,0.32,0.33,0.33,0.33,0.34,0.32,0.36,0.34,0.33,0.31,0.32,0.33,0.29,0.32,0.32,0.25,0.31,0.34,0.33,0.31,0.35,0.28,0.32,0.28,0.27,0.27,0.27,0.29,0.28,0.24,0.27,0.29,0.29,0.31,0.28,0.25,0.24,0.3,0.24,0.24,0.25,0.27,0.24,0.25,0.24,0.25,0.23,0.21,0.23,0.25,0.21,0.26,0.24,0.23,0.22,0.25,0.2,0.26,0.28,0.21,0.23,0.2,0.23,0.22,0.21,0.21,0.2,0.19,0.19,0.2,0.23,0.24,0.24,0.22,0.2,0.24,0.2,0.2,0.19,0.19,0.2,0.2,0.19,0.21,0.0,0.2,0.2,0.22,0.19,0.0,0.2,0.0,0.2,0.2,0.19,0.2,0.0,0.0,0.0,0.22,0.0,0.29,0.0,0.21,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.65
09/09/2021,1.62,1.4,1.44,1.14,0.83,1.08,1.06,0.96,0.91,0.85,0.85,1.1,0.97,0.8,0.94,0.94,0.85,0.82,0.83,0.75,0.69,0.78,0.82,0.84,0.78,0.69,0.81,0.76,0.67,0.76,0.66,0.65,0.73,0.65,0.61,0.65,0.66,0.63,0.65,0.63,0.57,0.6,0.95,0.59,0.65,0.51,0.78,0.5,0.45,0.56,0.45,0.49,0.48,0.48,0.53,0.58,0.47,0.52,0.45,0.51,0.53,0.4,0.52,0.49,0.47,0.48,0.47,0.46,0.46,0.47,0.45,0.43,0.43,0.52,0.37,0.4,0.46,0.41,0.4,0.41,0.47,0.43,0.38,0.46,0.48,0.39,0.35,0.38,0.39,0.38,0.39,0.38,0.39,0.35,0.42,0.39,0.36,0.33,0.36,0.36,0.32,0.38,0.32,0.33,0.33,0.33,0.34,0.32,0.36,0.34,0.33,0.31,0.32,0.33,0.29,0.32,0.32,0.25,0.31,0.34,0.33,0.31,0.35,0.28,0.32,0.28,0.27,0.27,0.27,0.29,0.28,0.24,0.27,0.29,0.29,0.31,0.28,0.25,0.24,0.3,0.24,0.24,0.25,0.27,0.24,0.25,0.24,0.25,0.23,0.21,0.23,0.25,0.21,0.26,0.24,0.23,0.22,0.25,0.2,0.26,0.28,0.21,0.23,0.2,0.23,0.22,0.21,0.21,0.2,0.19,0.19,0.2,0.23,0.24,0.24,0.22,0.2,0.24,0.2,0.2,0.19,0.19,0.2,0.2,0.19,0.21,0.0,0.2,0.2,0.22,0.19,0.0,0.2,0.0,0.2,0.2,0.19,0.2,0.0,0.0,0.0,0.22,0.0,0.29,0.0,0.21,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.65
09/10/2021,1.62,1.4,1.44,1.14,0.83,1.08,1.06,0.96,0.91,0.85,0.85,1.1,0.97,0.8,0.94,0.94,0.85,0.82,0.83,0.75,0.69,0.78,0.82,0.84,0.78,0.69,0.81,0.76,0.67,0.76,0.66,0.65,0.73,0.65,0.61,0.65,0.66,0.63,0.65,0.63,0.57,0.6,0.95,0.59,0.65,0.51,0.78,0.5,0.45,0.56,0.45,0.49,0.48,0.48,0.53,0.58,0.47,0.52,0.45,0.51,0.53,0.4,0.52,0.49,0.47,0.48,0.47,0.46,0.46,0.47,0.45,0.43,0.43,0.52,0.37,0.4,0.46,0.41,0.4,0.41,0.47,0.43,0.38,0.46,0.48,0.39,0.35,0.38,0.39,0.38,0.39,0.38,0.39,0.35,0.42,0.39,0.36,0.33,0.36,0.36,0.32,0.38,0.32,0.33,0.33,0.33,0.34,0.32,0.36,0.34,0.33,0.31,0.32,0.33,0.29,0.32,0.32,0.25,0.31,0.34,0.33,0.31,0.35,0.28,0.32,0.28,0.27,0.27,0.27,0.29,0.28,0.24,0.27,0.29,0.29,0.31,0.28,0.25,0.24,0.3,0.24,0.24,0.25,0.27,0.24,0.25,0.24,0.25,0.23,0.21,0.23,0.25,0.21,0.26,0.24,0.23,0.22,0.25,0.2,0.26,0.28,0.21,0.23,0.2,0.23,0.22,0.21,0.21,0.2,0.19,0.19,0.2,0.23,0.24,0.24,0.22,0.2,0.24,0.2,0.2,0.19,0.19,0.2,0.2,0.19,0.21,0.0,0.2,0.2,0.22,0.19,0.0,0.2,0.0,0.2,0.2,0.19,0.2,0.0,0.0,0.0,0.22,0.0,0.29,0.0,0.21,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.65
09/13/2021,1.64,1.38,1.46,1.15,0.84,1.07,1.06,0.98,0.92,0.85,0.85,1.13,0.96,0.78,0.93,0.95,0.86,0.84,0.85,0.75,0.69,0.78,0.81,0.84,0.77,0.69,0.81,0.78,0.66,0.76,0.67,0.64,0.73,0.64,0.61,0.66,0.65,0.63,0.63,0.63,0.56,0.6,0.92,0.61,0.66,0.51,0.73,0.49,0.45,0.58,0.44,0.48,0.45,0.48,0.53,0.58,0.47,0.53,0.43,0.52,0.53,0.39,0.53,0.49,0.48,0.48,0.47,0.46,0.46,0.46,0.44,0.43,0.42,0.53,0.36,0.4,0.47,0.41,0.39,0.42,0.48,0.42,0.39,0.46,0.49,0.4,0.34,0.4,0.38,0.37,0.4,0.38,0.39,0.35,0.42,0.39,0.35,0.34,0.35,0.37,0.32,0.39,0.32,0.33,0.33,0.34,0.35,0.32,0.36,0.34,0.33,0.31,0.32,0.34,0.29,0.32,0.32,0.25,0.31,0.34,0.34,0.31,0.36,0.28,0.33,0.29,0.27,0.27,0.27,0.29,0.27,0.24,0.28,0.29,0.29,0.31,0.27,0.24,0.24,0.31,0.24,0.25,0.25,0.27,0.24,0.24,0.24,0.24,0.24,0.21,0.23,0.25,0.21,0.26,0.23,0.23,0.22,0.25,0.2,0.26,0.27,0.21,0.23,0.2,0.23,0.22,0.21,0.2,0.2,0.19,0.0,0.2,0.23,0.24,0.24,0.23,0.2,0.24,0.2,0.2,0.19,0.22,0.2,0.2,0.2,0.21,0.18,0.2,0.2,0.22,0.19,0.0,0.19,0.0,0.2,0.2,0.0,0.21,0.0,0.0,0.0,0.22,0.0,0.29,0.0,0.21,0.19,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,87.72
09/14/2021,1.65,1.41,1.44,1.13,0.85,1.08,1.06,0.99,0.9,0.85,0.84,1.13,1.0,0.79,0.92,0.92,0.84,0.83,0.85,0.75,0.72,0.78,0.81,0.85,0.77,0.7,0.79,0.74,0.65,0.77,0.67,0.64,0.7,0.66,0.62,0.64,0.66,0.63,0.64,0.62,0.57,0.61,0.88,0.59,0.65,0.51,0.73,0.49,0.46,0.57,0.46,0.49,0.46,0.48,0.54,0.59,0.46,0.52,0.43,0.53,0.53,0.39,0.52,0.51,0.48,0.48,0.47,0.47,0.46,0.46,0.45,0.43,0.41,0.53,0.36,0.41,0.48,0.41,0.4,0.41,0.49,0.42,0.39,0.45,0.48,0.41,0.35,0.4,0.4,0.37,0.41,0.39,0.38,0.35,0.42,0.38,0.36,0.33,0.35,0.37,0.33,0.39,0.31,0.32,0.34,0.33,0.36,0.32,0.37,0.34,0.34,0.31,0.31,0.33,0.29,0.33,0.32,0.25,0.31,0.34,0.33,0.3,0.35,0.28,0.32,0.29,0.26,0.27,0.27,0.29,0.28,0.24,0.29,0.28,0.29,0.3,0.27,0.24,0.24,0.3,0.24,0.25,0.26,0.26,0.23,0.24,0.24,0.25,0.24,0.21,0.24,0.24,0.21,0.26,0.23,0.23,0.22,0.25,0.19,0.26,0.26,0.21,0.23,0.2,0.23,0.22,0.21,0.21,0.19,0.19,0.0,0.19,0.23,0.24,0.23,0.24,0.2,0.24,0.19,0.2,0.19,0.22,0.21,0.2,0.2,0.2,0.18,0.19,0.2,0.22,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.22,0.19,0.29,0.0,0.22,0.19,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,87.65
09/15/2021,1.65,1.41,1.44,1.13,0.85,1.08,1.06,0.99,0.9,0.85,0.84,1.13,1.0,0.79,0.92,0.92,0.84,0.83,0.85,0.75,0.72,0.78,0.81,0.85,0.77,0.7,0.79,0.74,0.65,0.77,0.67,0.64,0.7,0.66,0.62,0.64,0.66,0.63,0.64,0.62,0.57,0.61,0.88,0.59,0.65,0.51,0.73,0.49,0.46,0.57,0.46,0.49,0.46,0.48,0.54,0.59,0.46,0.52,0.43,0.53,0.53,0.39,0.52,0.51,0.48,0.48,0.47,0.47,0.46,0.46,0.45,0.43,0.41,0.53,0.36,0.41,0.48,0.41,0.4,0.41,0.49,0.42,0.39,0.45,0.48,0.41,0.35,0.4,0.4,0.37,0.41,0.39,0.38,0.35,0.42,0.38,0.36,0.33,0.35,0.37,0.33,0.39,0.31,0.32,0.34,0.33,0.36,0.32,0.37,0.34,0.34,0.31,0.31,0.33,0.29,0.33,0.32,0.25,0.31,0.34,0.33,0.3,0.35,0.28,0.32,0.29,0.26,0.27,0.27,0.29,0.28,0.24,0.29,0.28,0.29,0.3,0.27,0.24,0.24,0.3,0.24,0.25,0.26,0.26,0.23,0.24,0.24,0.25,0.24,0.21,0.24,0.24,0.21,0.26,0.23,0.23,0.22,0.25,0.19,0.26,0.26,0.21,0.23,0.2,0.23,0.22,0.21,0.21,0.19,0.19,0.0,0.19,0.23,0.24,0.23,0.24,0.2,0.24,0.19,0.2,0.19,0.22,0.21,0.2,0.2,0.2,0.18,0.19,0.2,0.22,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.22,0.19,0.29,0.0,0.22,0.19,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,87.65
09/16/2021,1.65,1.41,1.44,1.13,0.85,1.08,1.06,0.99,0.9,0.85,0.84,1.13,1.0,0.79,0.92,0.92,0.84,0.83,0.85,0.75,0.72,0.78,0.81,0.85,0.77,0.7,0.79,0.74,0.65,0.77,0.67,0.64,0.7,0.66,0.62,0.64,0.66,0.63,0.64,0.62,0.57,0.61,0.88,0.59,0.65,0.51,0.73,0.49,0.46,0.57,0.46,0.49,0.46,0.48,0.54,0.59,0.46,0.52,0.43,0.53,0.53,0.39,0.52,0.51,0.48,0.48,0.47,0.47,0.46,0.46,0.45,0.43,0.41,0.53,0.36,0.41,0.48,0.41,0.4,0.41,0.49,0.42,0.39,0.45,0.48,0.41,0.35,0.4,0.4,0.37,0.41,0.39,0.38,0.35,0.42,0.38,0.36,0.33,0.35,0.37,0.33,0.39,0.31,0.32,0.34,0.33,0.36,0.32,0.37,0.34,0.34,0.31,0.31,0.33,0.29,0.33,0.32,0.25,0.31,0.34,0.33,0.3,0.35,0.28,0.32,0.29,0.26,0.27,0.27,0.29,0.28,0.24,0.29,0.28,0.29,0.3,0.27,0.24,0.24,0.3,0.24,0.25,0.26,0.26,0.23,0.24,0.24,0.25,0.24,0.21,0.24,0.24,0.21,0.26,0.23,0.23,0.22,0.25,0.19,0.26,0.26,0.21,0.23,0.2,0.23,0.22,0.21,0.21,0.19,0.19,0.0,0.19,0.23,0.24,0.23,0.24,0.2,0.24,0.19,0.2,0.19,0.22,0.21,0.2,0.2,0.2,0.18,0.19,0.2,0.22,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.22,0.19,0.29,0.0,0.22,0.19,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,87.65
09/17/2021,1.67,1.41,1.46,1.13,0.88,1.07,1.06,0.96,0.92,0.87,0.84,1.12,0.99,0.8,0.91,0.93,0.84,0.83,0.84,0.75,0.72,0.77,0.81,0.82,0.76,0.7,0.79,0.74,0.67,0.79,0.67,0.63,0.7,0.65,0.62,0.64,0.67,0.63,0.65,0.61,0.58,0.62,0.88,0.58,0.65,0.52,0.72,0.49,0.47,0.56,0.47,0.49,0.46,0.48,0.55,0.58,0.46,0.51,0.43,0.52,0.54,0.39,0.51,0.52,0.48,0.49,0.47,0.46,0.47,0.45,0.44,0.44,0.41,0.52,0.39,0.41,0.47,0.41,0.4,0.41,0.49,0.42,0.39,0.45,0.48,0.4,0.34,0.42,0.4,0.37,0.42,0.39,0.38,0.35,0.41,0.38,0.36,0.33,0.36,0.36,0.34,0.39,0.31,0.32,0.34,0.32,0.36,0.32,0.36,0.35,0.34,0.3,0.32,0.33,0.29,0.34,0.32,0.25,0.32,0.33,0.33,0.31,0.35,0.28,0.32,0.3,0.26,0.27,0.27,0.29,0.27,0.24,0.29,0.29,0.29,0.3,0.27,0.24,0.24,0.3,0.24,0.24,0.26,0.26,0.23,0.24,0.24,0.25,0.24,0.21,0.24,0.25,0.21,0.26,0.23,0.23,0.22,0.24,0.2,0.25,0.26,0.21,0.22,0.2,0.23,0.22,0.21,0.21,0.2,0.19,0.0,0.2,0.23,0.24,0.23,0.23,0.2,0.23,0.19,0.2,0.19,0.23,0.2,0.2,0.19,0.2,0.18,0.19,0.2,0.22,0.18,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.22,0.19,0.29,0.0,0.21,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.69000000000001
09/20/2021,1.71,1.43,1.49,1.14,0.92,1.06,1.05,0.94,0.92,0.85,0.83,1.12,1.02,0.8,0.91,0.93,0.81,0.81,0.83,0.75,0.75,0.78,0.8,0.83,0.76,0.71,0.75,0.74,0.65,0.8,0.63,0.63,0.69,0.64,0.62,0.64,0.67,0.62,0.66,0.6,0.57,0.63,0.89,0.57,0.64,0.51,0.74,0.48,0.47,0.56,0.47,0.49,0.46,0.46,0.56,0.59,0.45,0.49,0.43,0.51,0.53,0.37,0.51,0.51,0.48,0.49,0.47,0.47,0.47,0.46,0.43,0.44,0.41,0.53,0.4,0.4,0.47,0.41,0.41,0.41,0.5,0.42,0.4,0.45,0.47,0.41,0.34,0.44,0.4,0.36,0.44,0.39,0.38,0.35,0.41,0.38,0.36,0.33,0.36,0.36,0.34,0.38,0.3,0.31,0.34,0.31,0.36,0.32,0.35,0.36,0.34,0.3,0.33,0.32,0.29,0.34,0.31,0.25,0.31,0.33,0.33,0.31,0.35,0.28,0.31,0.3,0.27,0.27,0.26,0.29,0.27,0.24,0.3,0.29,0.29,0.3,0.27,0.24,0.23,0.3,0.24,0.24,0.27,0.26,0.22,0.24,0.24,0.24,0.24,0.21,0.23,0.25,0.22,0.27,0.23,0.22,0.22,0.24,0.2,0.25,0.26,0.2,0.22,0.2,0.23,0.22,0.21,0.21,0.19,0.19,0.0,0.2,0.22,0.24,0.23,0.24,0.21,0.23,0.2,0.2,0.2,0.23,0.21,0.2,0.19,0.2,0.18,0.19,0.21,0.22,0.0,0.0,0.2,0.19,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.22,0.0,0.41,0.0,0.22,0.19,0.0,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,87.74000000000001
09/21/2021,1.67,1.41,1.48,1.14,0.94,1.05,1.05,0.94,0.92,0.84,0.84,1.13,1.04,0.79,0.89,0.9,0.81,0.82,0.82,0.76,0.77,0.76,0.81,0.81,0.75,0.69,0.76,0.76,0.66,0.8,0.62,0.62,0.69,0.64,0.62,0.62,0.68,0.63,0.66,0.58,0.57,0.62,0.89,0.57,0.65,0.48,0.74,0.49,0.47,0.56,0.47,0.48,0.44,0.46,0.54,0.58,0.46,0.49,0.44,0.52,0.54,0.37,0.52,0.51,0.48,0.49,0.47,0.46,0.47,0.45,0.43,0.44,0.41,0.54,0.39,0.41,0.48,0.41,0.42,0.42,0.54,0.4,0.41,0.45,0.47,0.41,0.36,0.43,0.4,0.37,0.43,0.39,0.38,0.35,0.4,0.37,0.36,0.32,0.36,0.36,0.34,0.38,0.31,0.31,0.34,0.31,0.36,0.32,0.36,0.35,0.34,0.3,0.33,0.32,0.28,0.34,0.31,0.25,0.31,0.34,0.33,0.31,0.35,0.28,0.31,0.29,0.27,0.27,0.26,0.28,0.28,0.25,0.29,0.29,0.29,0.31,0.28,0.24,0.23,0.3,0.24,0.24,0.27,0.26,0.22,0.24,0.23,0.24,0.24,0.21,0.23,0.25,0.22,0.27,0.23,0.23,0.22,0.24,0.2,0.25,0.27,0.21,0.22,0.2,0.24,0.22,0.21,0.2,0.2,0.19,0.0,0.19,0.22,0.24,0.23,0.24,0.21,0.23,0.2,0.21,0.19,0.23,0.21,0.2,0.2,0.2,0.0,0.19,0.2,0.22,0.0,0.0,0.19,0.2,0.19,0.2,0.0,0.2,0.0,0.0,0.0,0.22,0.19,0.41,0.0,0.22,0.19,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.66000000000001
