,TQQQ,AAPL,MSFT,AMZN,FB,TSLA,NVDA,GOOG,GOOGL,ProShares Ultra QQQ,PYPL,ADBE,CMCSA,INTC,NFLX,CSCO,PEP,AVGO,TXN,COST,QCOM,AMGN,SBUX,CHTR,AMAT,INTU,AMD,ISRG,BKNG,LRCX,GILD,MDLZ,MU,ADP,CSX,ATVI,MELI,ILMN,ADSK,ADI,FISV,BIIB,TMUS,NXPI,EBAY,IDXX,VRTX,KLAC,REGN,ZM,ALGN,ROST,LULU,EXC,ORLY,MRNA,DOCU,ALXN,SNPS,EA,WDAY,CTSH,DXCM,CDNS,MAR,XLNX,CRWD,WBA,XEL,PAYX,FTNT,MNST,MCHP,CTAS,ROKU,SWKS,PCAR,TEAM,FAST,CSGP,ANSS,MXIM,MRVL,CPRT,AEP,KHC,LBRDK,ODFL,MTCH,CERN,TTD,PTON,DLTR,VRSN,OKTA,SPLK,KDP,Us Dollars,TCOM,SGEN,SIRI,AZN,QLD,n/a,HON,CEGVV,SUM
07/23/2021,19.58,8.77,8.59,5.87,4.16,3.14,2.8,2.42,2.34,2.25,2.19,1.82,1.65,1.49,1.47,1.33,1.38,1.15,1.1,1.14,0.99,0.91,0.86,0.78,0.74,0.78,0.65,0.67,0.54,0.53,0.56,0.58,0.52,0.51,0.45,0.43,0.43,0.44,0.4,0.37,0.38,0.35,0.35,0.33,0.33,0.35,0.32,0.29,0.29,0.26,0.27,0.26,0.28,0.28,0.28,0.37,0.28,0.26,0.26,0.25,0.24,0.23,0.24,0.24,0.21,0.2,0.23,0.21,0.23,0.22,0.23,0.22,0.19,0.21,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.16,0.17,0.18,0.17,0.16,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.13,0.13,0.07,0.1,0.1,0.04,0.0,0.0,0.0,0.0,0.0,100.00999999999998
07/26/2021,20.35,8.71,8.55,5.8,4.18,3.04,2.82,2.41,2.32,2.28,2.17,1.81,1.62,1.47,1.36,1.32,1.33,1.14,1.05,1.11,0.98,0.87,0.88,0.76,0.76,0.79,0.66,0.67,0.55,0.55,0.54,0.55,0.51,0.5,0.46,0.41,0.44,0.44,0.41,0.36,0.37,0.34,0.34,0.33,0.34,0.34,0.3,0.29,0.28,0.26,0.27,0.26,0.29,0.27,0.28,0.37,0.29,0.0,0.25,0.25,0.24,0.23,0.24,0.24,0.22,0.21,0.23,0.21,0.21,0.22,0.23,0.22,0.2,0.21,0.19,0.19,0.18,0.19,0.19,0.19,0.18,0.16,0.17,0.18,0.16,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.12,0.15,0.09,0.1,0.04,0.17,0.0,0.0,0.0,0.0,100.01000000000002
07/27/2021,20.66,8.66,8.51,5.73,4.33,2.96,2.76,2.44,2.36,2.29,2.17,1.79,1.61,1.36,1.35,1.32,1.32,1.13,1.05,1.11,0.98,0.86,0.89,0.75,0.75,0.79,0.65,0.66,0.54,0.54,0.53,0.55,0.5,0.5,0.46,0.41,0.44,0.44,0.41,0.36,0.37,0.33,0.33,0.32,0.34,0.34,0.31,0.3,0.27,0.25,0.27,0.26,0.29,0.27,0.28,0.39,0.28,0.0,0.25,0.25,0.24,0.23,0.24,0.24,0.22,0.21,0.23,0.21,0.21,0.22,0.23,0.22,0.19,0.21,0.22,0.19,0.18,0.19,0.19,0.19,0.18,0.16,0.17,0.18,0.16,0.15,0.16,0.16,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.12,0.15,0.09,0.1,0.04,0.17,0.0,0.0,0.0,0.0,100.0
07/28/2021,20.66,8.66,8.51,5.73,4.33,2.96,2.76,2.44,2.36,2.29,2.17,1.79,1.61,1.36,1.35,1.32,1.32,1.13,1.05,1.11,0.98,0.86,0.89,0.75,0.75,0.79,0.65,0.66,0.54,0.54,0.53,0.55,0.5,0.5,0.46,0.41,0.44,0.44,0.41,0.36,0.37,0.33,0.33,0.32,0.34,0.34,0.31,0.3,0.27,0.25,0.27,0.26,0.29,0.27,0.28,0.39,0.28,0.0,0.25,0.25,0.24,0.23,0.24,0.24,0.22,0.21,0.23,0.21,0.21,0.22,0.23,0.22,0.19,0.21,0.22,0.19,0.18,0.19,0.19,0.19,0.18,0.16,0.17,0.18,0.16,0.15,0.16,0.16,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.12,0.15,0.09,0.1,0.04,0.17,0.0,0.0,0.0,0.0,100.0
07/29/2021,20.7,8.67,8.47,5.78,4.35,3.02,2.72,2.47,2.37,2.29,2.15,1.77,1.62,1.39,1.35,1.32,1.32,1.13,1.06,1.1,0.97,0.85,0.88,0.75,0.75,0.79,0.65,0.65,0.55,0.54,0.53,0.55,0.51,0.5,0.46,0.4,0.43,0.43,0.41,0.36,0.37,0.34,0.33,0.33,0.33,0.34,0.3,0.29,0.27,0.26,0.27,0.26,0.28,0.27,0.28,0.37,0.28,0.0,0.25,0.25,0.24,0.23,0.24,0.24,0.22,0.2,0.23,0.21,0.21,0.22,0.23,0.22,0.19,0.2,0.22,0.19,0.18,0.18,0.19,0.19,0.18,0.16,0.17,0.18,0.16,0.15,0.16,0.16,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.12,0.15,0.08,0.1,0.04,0.16,0.0,0.0,0.0,0.0,100.01
07/30/2021,20.34,8.67,8.53,5.76,4.36,3.01,2.75,2.46,2.37,2.28,2.14,1.79,1.64,1.39,1.38,1.33,1.34,1.13,1.05,1.12,0.97,0.87,0.9,0.76,0.74,0.79,0.65,0.67,0.56,0.54,0.54,0.56,0.5,0.51,0.46,0.38,0.43,0.43,0.41,0.36,0.39,0.34,0.34,0.32,0.34,0.34,0.31,0.29,0.27,0.26,0.27,0.26,0.29,0.28,0.28,0.37,0.28,0.0,0.25,0.24,0.23,0.23,0.24,0.24,0.23,0.2,0.22,0.21,0.22,0.22,0.23,0.22,0.19,0.21,0.21,0.19,0.18,0.18,0.19,0.19,0.18,0.16,0.17,0.18,0.17,0.16,0.16,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.13,0.13,0.12,0.15,0.08,0.1,0.05,0.17,0.0,0.0,0.0,0.0,99.97
08/02/2021,20.53,8.55,8.47,5.67,4.22,3.14,2.8,2.44,2.43,2.29,2.0,1.79,1.61,1.39,1.36,1.32,1.32,1.14,1.07,1.12,1.03,0.85,0.87,0.74,0.75,0.79,0.74,0.67,0.55,0.53,0.54,0.54,0.52,0.51,0.45,0.38,0.45,0.44,0.42,0.37,0.38,0.34,0.34,0.34,0.34,0.35,0.31,0.3,0.27,0.27,0.29,0.26,0.29,0.28,0.27,0.39,0.28,0.0,0.25,0.24,0.23,0.24,0.24,0.24,0.23,0.22,0.22,0.21,0.22,0.22,0.23,0.22,0.2,0.21,0.21,0.19,0.17,0.18,0.19,0.19,0.18,0.16,0.17,0.18,0.17,0.15,0.16,0.16,0.15,0.14,0.16,0.14,0.14,0.13,0.13,0.13,0.12,0.17,0.09,0.1,0.04,0.17,0.0,0.0,0.0,0.0,99.99
08/03/2021,20.53,8.55,8.47,5.67,4.22,3.14,2.8,2.44,2.43,2.29,2.0,1.79,1.61,1.39,1.36,1.32,1.32,1.14,1.07,1.12,1.03,0.85,0.87,0.74,0.75,0.79,0.74,0.67,0.55,0.53,0.54,0.54,0.52,0.51,0.45,0.38,0.45,0.44,0.42,0.37,0.38,0.34,0.34,0.34,0.34,0.35,0.31,0.3,0.27,0.27,0.29,0.26,0.29,0.28,0.27,0.39,0.28,0.0,0.25,0.24,0.23,0.24,0.24,0.24,0.23,0.22,0.22,0.21,0.22,0.22,0.23,0.22,0.2,0.21,0.21,0.19,0.17,0.18,0.19,0.19,0.18,0.16,0.17,0.18,0.17,0.15,0.16,0.16,0.15,0.14,0.16,0.14,0.14,0.13,0.13,0.13,0.12,0.17,0.09,0.1,0.04,0.17,0.0,0.0,0.0,0.0,99.99
08/04/2021,20.53,8.55,8.47,5.67,4.22,3.14,2.8,2.44,2.43,2.29,2.0,1.79,1.61,1.39,1.36,1.32,1.32,1.14,1.07,1.12,1.03,0.85,0.87,0.74,0.75,0.79,0.74,0.67,0.55,0.53,0.54,0.54,0.52,0.51,0.45,0.38,0.45,0.44,0.42,0.37,0.38,0.34,0.34,0.34,0.34,0.35,0.31,0.3,0.27,0.27,0.29,0.26,0.29,0.28,0.27,0.39,0.28,0.0,0.25,0.24,0.23,0.24,0.24,0.24,0.23,0.22,0.22,0.21,0.22,0.22,0.23,0.22,0.2,0.21,0.21,0.19,0.17,0.18,0.19,0.19,0.18,0.16,0.17,0.18,0.17,0.15,0.16,0.16,0.15,0.14,0.16,0.14,0.14,0.13,0.13,0.13,0.12,0.17,0.09,0.1,0.04,0.17,0.0,0.0,0.0,0.0,99.99
08/05/2021,20.53,8.55,8.47,5.67,4.22,3.14,2.8,2.44,2.43,2.29,2.0,1.79,1.61,1.39,1.36,1.32,1.32,1.14,1.07,1.12,1.03,0.85,0.87,0.74,0.75,0.79,0.74,0.67,0.55,0.53,0.54,0.54,0.52,0.51,0.45,0.38,0.45,0.44,0.42,0.37,0.38,0.34,0.34,0.34,0.34,0.35,0.31,0.3,0.27,0.27,0.29,0.26,0.29,0.28,0.27,0.39,0.28,0.0,0.25,0.24,0.23,0.24,0.24,0.24,0.23,0.22,0.22,0.21,0.22,0.22,0.23,0.22,0.2,0.21,0.21,0.19,0.17,0.18,0.19,0.19,0.18,0.16,0.17,0.18,0.17,0.15,0.16,0.16,0.15,0.14,0.16,0.14,0.14,0.13,0.13,0.13,0.12,0.17,0.09,0.1,0.04,0.17,0.0,0.0,0.0,0.0,99.99
08/06/2021,20.55,8.64,8.49,5.29,4.13,3.29,2.81,2.42,2.42,2.29,1.93,1.79,1.62,1.4,1.34,1.35,1.32,1.15,1.07,1.14,1.01,0.86,0.84,0.8,0.78,0.79,0.8,0.68,0.53,0.55,0.54,0.54,0.54,0.52,0.46,0.36,0.42,0.44,0.43,0.37,0.36,0.34,0.34,0.35,0.31,0.34,0.31,0.32,0.27,0.26,0.3,0.26,0.29,0.28,0.28,0.43,0.27,0.0,0.26,0.24,0.23,0.25,0.27,0.25,0.22,0.22,0.22,0.21,0.22,0.22,0.25,0.21,0.21,0.21,0.19,0.18,0.17,0.23,0.19,0.19,0.18,0.16,0.18,0.18,0.17,0.15,0.16,0.17,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.13,0.12,0.15,0.08,0.11,0.04,0.17,0.0,0.0,0.0,0.0,99.99
08/20/2021,19.56,8.42,8.4,5.68,4.29,3.3,2.98,2.34,2.29,0.0,2.16,1.77,1.66,1.52,1.46,1.33,1.31,1.18,1.14,1.09,1.02,0.9,0.83,0.79,0.81,0.77,0.7,0.66,0.57,0.58,0.56,0.56,0.6,0.5,0.47,0.45,0.45,0.44,0.4,0.4,0.38,0.37,0.35,0.36,0.34,0.33,0.33,0.32,0.27,0.28,0.28,0.28,0.28,0.27,0.27,0.28,0.27,0.26,0.26,0.26,0.25,0.24,0.24,0.24,0.22,0.23,0.23,0.25,0.22,0.22,0.21,0.22,0.22,0.21,0.22,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.12,0.0,0.12,0.11,0.05,0.0,2.25,0.0,0.0,0.0,99.97
09/07/2021,19.37,9.2,9.05,5.69,4.31,3.31,3.16,2.43,2.42,0.0,1.99,1.87,1.67,1.35,1.51,1.39,1.29,1.14,1.05,1.18,0.96,0.77,0.81,0.82,0.72,0.82,0.76,0.71,0.55,0.51,0.54,0.52,0.48,0.49,0.44,0.36,0.5,0.4,0.37,0.51,0.38,0.33,0.31,0.34,0.34,0.33,0.3,0.31,0.31,0.2,0.3,0.24,0.27,0.29,0.25,0.45,0.28,0.0,0.29,0.24,0.27,0.25,0.28,0.26,0.2,0.23,0.23,0.22,0.21,0.21,0.26,0.22,0.21,0.2,0.15,0.17,0.17,0.26,0.19,0.18,0.18,0.0,0.17,0.17,0.17,0.14,0.17,0.18,0.13,0.13,0.14,0.11,0.0,0.13,0.14,0.14,0.12,0.0,0.0,0.1,0.04,0.0,1.91,0.19,0.0,0.0,100.01000000000002
09/08/2021,19.37,9.2,9.05,5.69,4.31,3.31,3.16,2.43,2.42,0.0,1.99,1.87,1.67,1.35,1.51,1.39,1.29,1.14,1.05,1.18,0.96,0.77,0.81,0.82,0.72,0.82,0.76,0.71,0.55,0.51,0.54,0.52,0.48,0.49,0.44,0.36,0.5,0.4,0.37,0.51,0.38,0.33,0.31,0.34,0.34,0.33,0.3,0.31,0.31,0.2,0.3,0.24,0.27,0.29,0.25,0.45,0.28,0.0,0.29,0.24,0.27,0.25,0.28,0.26,0.2,0.23,0.23,0.22,0.21,0.21,0.26,0.22,0.21,0.2,0.15,0.17,0.17,0.26,0.19,0.18,0.18,0.0,0.17,0.17,0.17,0.14,0.17,0.18,0.13,0.13,0.14,0.11,0.0,0.13,0.14,0.14,0.12,0.0,0.0,0.1,0.04,0.0,1.91,0.19,0.0,0.0,100.01000000000002
09/09/2021,19.37,9.2,9.05,5.69,4.31,3.31,3.16,2.43,2.42,0.0,1.99,1.87,1.67,1.35,1.51,1.39,1.29,1.14,1.05,1.18,0.96,0.77,0.81,0.82,0.72,0.82,0.76,0.71,0.55,0.51,0.54,0.52,0.48,0.49,0.44,0.36,0.5,0.4,0.37,0.51,0.38,0.33,0.31,0.34,0.34,0.33,0.3,0.31,0.31,0.2,0.3,0.24,0.27,0.29,0.25,0.45,0.28,0.0,0.29,0.24,0.27,0.25,0.28,0.26,0.2,0.23,0.23,0.22,0.21,0.21,0.26,0.22,0.21,0.2,0.15,0.17,0.17,0.26,0.19,0.18,0.18,0.0,0.17,0.17,0.17,0.14,0.17,0.18,0.13,0.13,0.14,0.11,0.0,0.13,0.14,0.14,0.12,0.0,0.0,0.1,0.04,0.0,1.91,0.19,0.0,0.0,100.01000000000002
09/10/2021,19.42,9.32,9.0,5.74,4.37,3.39,3.13,2.44,2.42,0.0,2.01,1.85,1.63,1.35,1.55,1.37,1.27,1.14,1.04,1.18,0.95,0.75,0.8,0.81,0.72,0.81,0.76,0.71,0.56,0.49,0.54,0.5,0.48,0.47,0.43,0.34,0.5,0.4,0.37,0.51,0.37,0.32,0.3,0.34,0.33,0.32,0.29,0.31,0.3,0.2,0.3,0.24,0.27,0.28,0.25,0.47,0.26,0.0,0.29,0.24,0.27,0.25,0.28,0.26,0.2,0.23,0.22,0.22,0.21,0.21,0.26,0.21,0.21,0.2,0.15,0.17,0.17,0.25,0.18,0.18,0.18,0.0,0.17,0.17,0.16,0.14,0.16,0.18,0.14,0.13,0.13,0.11,0.0,0.13,0.14,0.14,0.11,0.0,0.0,0.1,0.04,0.0,1.91,0.19,0.0,0.0,99.96
09/13/2021,19.22,9.26,9.01,5.76,4.37,3.43,3.09,2.46,2.44,0.0,1.99,1.87,1.62,1.36,1.55,1.38,1.29,1.14,1.05,1.2,0.95,0.74,0.83,0.8,0.72,0.83,0.74,0.71,0.56,0.5,0.54,0.51,0.48,0.48,0.43,0.35,0.49,0.4,0.37,0.53,0.38,0.3,0.3,0.34,0.33,0.33,0.28,0.32,0.29,0.2,0.3,0.24,0.3,0.29,0.26,0.5,0.25,0.0,0.29,0.24,0.26,0.25,0.29,0.27,0.21,0.23,0.22,0.22,0.21,0.21,0.26,0.22,0.21,0.21,0.15,0.17,0.17,0.25,0.18,0.19,0.18,0.0,0.17,0.17,0.17,0.14,0.16,0.17,0.14,0.13,0.13,0.12,0.0,0.13,0.14,0.14,0.12,0.0,0.0,0.1,0.04,0.0,1.91,0.15,0.0,0.0,99.98
09/14/2021,18.96,9.04,9.05,5.78,4.42,3.38,3.17,2.43,2.41,0.0,1.99,1.88,1.63,1.38,1.56,1.38,1.3,1.16,1.07,1.21,0.96,0.74,0.84,0.81,0.74,0.84,0.74,0.69,0.56,0.51,0.55,0.51,0.49,0.48,0.43,0.36,0.48,0.4,0.37,0.54,0.37,0.3,0.3,0.35,0.33,0.33,0.29,0.32,0.3,0.21,0.3,0.24,0.3,0.29,0.26,0.5,0.31,0.0,0.29,0.24,0.26,0.25,0.29,0.27,0.21,0.29,0.22,0.22,0.21,0.21,0.26,0.22,0.22,0.21,0.15,0.17,0.17,0.26,0.18,0.19,0.18,0.0,0.17,0.17,0.17,0.14,0.16,0.17,0.15,0.13,0.13,0.13,0.0,0.13,0.13,0.14,0.12,0.0,0.0,0.1,0.04,0.0,1.9,0.16,0.0,0.0,99.95000000000005
09/15/2021,18.96,9.04,9.05,5.78,4.42,3.38,3.17,2.43,2.41,0.0,1.99,1.88,1.63,1.38,1.56,1.38,1.3,1.16,1.07,1.21,0.96,0.74,0.84,0.81,0.74,0.84,0.74,0.69,0.56,0.51,0.55,0.51,0.49,0.48,0.43,0.36,0.48,0.4,0.37,0.54,0.37,0.3,0.3,0.35,0.33,0.33,0.29,0.32,0.3,0.21,0.3,0.24,0.3,0.29,0.26,0.5,0.31,0.0,0.29,0.24,0.26,0.25,0.29,0.27,0.21,0.29,0.22,0.22,0.21,0.21,0.26,0.22,0.22,0.21,0.15,0.17,0.17,0.26,0.18,0.19,0.18,0.0,0.17,0.17,0.17,0.14,0.16,0.17,0.15,0.13,0.13,0.13,0.0,0.13,0.13,0.14,0.12,0.0,0.0,0.1,0.04,0.0,1.9,0.16,0.0,0.0,99.95000000000005
