,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,V,PYPL,HD,PG,MA,DIS,BAC,ADBE,XOM,CMCSA,NFLX,VZ,INTC,CRM,CSCO,KO,T,PEP,CVX,AVGO,NKE,WMT,ACN,WFC,TXN,COST,MCD,QCOM,PM,HON,LIN,UPS,UNP,C,NEE,ORCL,LOW,MS,INTU,BA,SBUX,IBM,GS,AMAT,RTX,AMT,BLK,TGT,CAT,GE,MMM,AMD,DE,SCHW,AXP,NOW,CHTR,SPGI,MU,LMT,LRCX,PLD,FIS,MO,MDLZ,BKNG,CCI,ADP,TMUS,COP,PNC,TJX,USB,CME,DUK,GM,EQIX,EL,TFC,ATVI,CSX,FDX,CB,MMC,COF,CL,ICE,NSC,SHW,ITW,FISV,ADSK,SO,ADI,APD,MCO,D,ETN,F,Cash,NXPI,EMR,PGR,GPN,TWTR,WM,FCX,AON,NOC,ECL,ROP,DG,KLAC,NEM,JCI,CMG,EOG,PSA,DOW,MSCI,TEL,EBAY,KMB,TROW,TT,ROST,SLB,MET,LHX,SNPS,APTV,EXC,SPG,GD,SRE,DLR,INFO,AEP,EA,BK,DD,PPG,MCHP,PRU,PH,APH,AIG,STZ,ORLY,ALL,CARR,SYY,MPC,CDNS,PXD,TRV,WBA,IFF,MSI,GIS,PSX,MAR,CTSH,CMI,XLNX,HPQ,DFS,KMI,TDG,XEL,AZO,SBAC,WELL,PAYX,MNST,YUM,HLT,FRC,SWK,ADM,AFL,ROK,CTAS,OTIS,CTVA,WMB,VLO,FTNT,GLW,SWKS,AME,EFX,CBRE,AVB,NUE,n/a,KR,SIVB,STT,FAST,AMP,ZBRA,PEG,AWK,VRSK,ANSS,KEYS,WLTW,MTCH,AJG,LUV,CPRT,SUM
09/22/2021,7.02,6.9,4.63,2.66,2.62,2.43,1.57,1.89,1.67,1.44,1.14,1.0,1.09,1.07,0.92,1.02,0.92,0.95,0.71,0.8,0.8,0.69,0.67,0.77,0.73,0.65,0.6,0.65,0.57,0.64,0.61,0.63,0.65,0.58,0.55,0.63,0.56,0.46,0.49,0.46,0.49,0.42,0.4,0.43,0.49,0.44,0.45,0.45,0.47,0.36,0.41,0.37,0.4,0.39,0.38,0.41,0.38,0.37,0.33,0.34,0.32,0.38,0.3,0.32,0.32,0.39,0.29,0.33,0.26,0.26,0.26,0.3,0.23,0.27,0.26,0.28,0.25,0.26,0.23,0.24,0.24,0.26,0.24,0.21,0.23,0.23,0.23,0.23,0.23,0.19,0.21,0.2,0.24,0.24,0.22,0.2,0.2,0.19,0.22,0.19,0.2,0.19,0.21,0.28,0.18,0.19,0.18,0.19,0.16,0.0,0.17,0.18,0.17,0.15,0.15,0.18,0.15,0.2,0.16,0.17,0.16,0.16,0.18,0.13,0.16,0.18,0.13,0.15,0.13,0.17,0.14,0.15,0.14,0.15,0.13,0.13,0.12,0.14,0.14,0.16,0.12,0.15,0.13,0.14,0.13,0.13,0.15,0.13,0.12,0.12,0.11,0.11,0.13,0.12,0.12,0.14,0.14,0.11,0.13,0.12,0.15,0.12,0.12,0.14,0.11,0.12,0.11,0.0,0.12,0.11,0.0,0.12,0.12,0.1,0.12,0.1,0.11,0.1,0.0,0.11,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.34,0.0,0.12,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.13,0.0,0.0,0.0,86.95000000000002
09/23/2021,6.99,6.89,4.57,2.64,2.63,2.43,1.58,1.85,1.64,1.42,1.16,0.99,1.1,1.08,0.93,1.01,0.9,0.95,0.71,0.81,0.8,0.7,0.67,0.78,0.73,0.65,0.61,0.66,0.57,0.64,0.62,0.64,0.65,0.59,0.55,0.63,0.56,0.47,0.49,0.46,0.49,0.43,0.4,0.43,0.5,0.44,0.45,0.45,0.47,0.36,0.41,0.38,0.4,0.39,0.39,0.41,0.38,0.37,0.32,0.34,0.32,0.38,0.3,0.32,0.32,0.39,0.29,0.34,0.25,0.26,0.26,0.3,0.24,0.28,0.26,0.28,0.25,0.26,0.23,0.24,0.24,0.26,0.23,0.21,0.24,0.22,0.23,0.23,0.22,0.19,0.21,0.2,0.24,0.24,0.22,0.2,0.2,0.19,0.22,0.19,0.2,0.19,0.21,0.28,0.18,0.19,0.19,0.19,0.16,0.0,0.17,0.18,0.17,0.15,0.15,0.19,0.14,0.2,0.16,0.17,0.16,0.16,0.17,0.13,0.16,0.18,0.13,0.15,0.13,0.17,0.14,0.15,0.14,0.14,0.13,0.13,0.12,0.13,0.14,0.16,0.12,0.15,0.13,0.14,0.13,0.14,0.15,0.13,0.11,0.12,0.11,0.11,0.13,0.12,0.12,0.14,0.14,0.11,0.13,0.12,0.15,0.12,0.11,0.14,0.11,0.12,0.11,0.11,0.13,0.11,0.0,0.12,0.12,0.1,0.12,0.1,0.11,0.1,0.0,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.35,0.0,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.13,0.0,0.0,0.0,86.9
09/24/2021,7.04,6.92,4.57,2.66,2.65,2.45,1.58,1.88,1.65,1.43,1.16,0.99,1.11,1.09,0.92,0.97,0.9,0.96,0.71,0.8,0.8,0.7,0.67,0.78,0.73,0.66,0.6,0.66,0.57,0.64,0.62,0.64,0.65,0.59,0.56,0.63,0.56,0.46,0.49,0.46,0.49,0.43,0.4,0.42,0.5,0.45,0.46,0.45,0.47,0.36,0.41,0.37,0.39,0.39,0.39,0.41,0.37,0.37,0.32,0.33,0.32,0.39,0.3,0.32,0.33,0.4,0.29,0.34,0.25,0.26,0.26,0.3,0.23,0.28,0.26,0.28,0.25,0.26,0.23,0.25,0.24,0.26,0.24,0.21,0.24,0.22,0.23,0.23,0.22,0.18,0.21,0.2,0.24,0.25,0.22,0.2,0.21,0.19,0.22,0.19,0.2,0.19,0.21,0.29,0.18,0.19,0.19,0.19,0.16,0.0,0.17,0.18,0.17,0.15,0.16,0.19,0.14,0.21,0.16,0.17,0.16,0.16,0.17,0.13,0.16,0.19,0.13,0.15,0.13,0.17,0.14,0.15,0.14,0.14,0.13,0.13,0.12,0.13,0.14,0.16,0.12,0.15,0.13,0.14,0.13,0.14,0.15,0.13,0.11,0.12,0.11,0.11,0.13,0.12,0.12,0.14,0.14,0.11,0.13,0.12,0.14,0.12,0.11,0.14,0.0,0.12,0.11,0.1,0.13,0.11,0.0,0.12,0.12,0.1,0.12,0.0,0.11,0.1,0.0,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.22,0.0,0.12,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.13,0.0,0.0,0.0,86.97000000000001
09/27/2021,7.03,6.87,4.56,2.52,2.63,2.44,1.57,1.87,1.71,1.47,1.18,1.01,1.09,1.07,0.95,0.98,0.94,0.92,0.74,0.78,0.81,0.69,0.67,0.82,0.73,0.64,0.59,0.65,0.59,0.64,0.62,0.62,0.66,0.6,0.56,0.62,0.56,0.46,0.48,0.46,0.49,0.41,0.4,0.44,0.49,0.45,0.45,0.46,0.48,0.37,0.41,0.37,0.4,0.39,0.4,0.4,0.38,0.36,0.33,0.35,0.32,0.39,0.3,0.34,0.34,0.4,0.28,0.33,0.25,0.26,0.26,0.29,0.23,0.27,0.26,0.3,0.24,0.26,0.23,0.26,0.25,0.26,0.24,0.21,0.23,0.23,0.22,0.23,0.23,0.18,0.21,0.17,0.24,0.25,0.23,0.2,0.2,0.18,0.22,0.19,0.2,0.2,0.21,0.29,0.17,0.19,0.18,0.19,0.16,0.0,0.18,0.18,0.16,0.15,0.16,0.18,0.14,0.21,0.16,0.17,0.15,0.16,0.18,0.13,0.16,0.19,0.14,0.15,0.13,0.17,0.14,0.15,0.14,0.15,0.13,0.13,0.12,0.13,0.14,0.15,0.13,0.15,0.14,0.14,0.13,0.13,0.15,0.13,0.11,0.12,0.11,0.0,0.14,0.12,0.12,0.14,0.14,0.11,0.13,0.12,0.14,0.13,0.12,0.14,0.11,0.12,0.11,0.0,0.13,0.11,0.0,0.13,0.12,0.1,0.12,0.1,0.12,0.1,0.11,0.1,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.21,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.13,0.0,0.0,0.0,86.93
09/28/2021,7.02,6.85,4.56,2.56,2.64,2.44,1.57,1.92,1.68,1.49,1.19,1.0,1.09,1.06,0.95,0.98,0.95,0.9,0.74,0.78,0.8,0.68,0.67,0.84,0.73,0.64,0.59,0.65,0.59,0.64,0.58,0.62,0.65,0.6,0.56,0.63,0.56,0.46,0.48,0.46,0.49,0.42,0.41,0.44,0.48,0.45,0.45,0.46,0.48,0.37,0.41,0.38,0.4,0.4,0.4,0.39,0.37,0.36,0.33,0.35,0.32,0.39,0.3,0.35,0.34,0.4,0.28,0.33,0.25,0.27,0.26,0.29,0.23,0.27,0.26,0.3,0.24,0.26,0.23,0.26,0.25,0.26,0.24,0.22,0.23,0.23,0.22,0.23,0.23,0.18,0.21,0.17,0.24,0.25,0.23,0.2,0.21,0.19,0.22,0.19,0.2,0.2,0.2,0.29,0.17,0.19,0.18,0.19,0.16,0.0,0.18,0.18,0.16,0.15,0.16,0.18,0.14,0.21,0.16,0.17,0.16,0.16,0.18,0.13,0.16,0.18,0.14,0.14,0.13,0.17,0.14,0.14,0.14,0.15,0.13,0.13,0.12,0.13,0.14,0.15,0.13,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.11,0.12,0.11,0.11,0.14,0.12,0.12,0.14,0.14,0.11,0.13,0.12,0.14,0.13,0.12,0.14,0.11,0.12,0.0,0.0,0.13,0.11,0.0,0.13,0.12,0.1,0.12,0.1,0.12,0.1,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.21,0.0,0.12,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.13,0.1,0.0,0.0,86.93
09/29/2021,7.02,6.85,4.56,2.56,2.64,2.44,1.57,1.92,1.68,1.49,1.19,1.0,1.09,1.06,0.95,0.98,0.95,0.9,0.74,0.78,0.8,0.68,0.67,0.84,0.73,0.64,0.59,0.65,0.59,0.64,0.58,0.62,0.65,0.6,0.56,0.63,0.56,0.46,0.48,0.46,0.49,0.42,0.41,0.44,0.48,0.45,0.45,0.46,0.48,0.37,0.41,0.38,0.4,0.4,0.4,0.39,0.37,0.36,0.33,0.35,0.32,0.39,0.3,0.35,0.34,0.4,0.28,0.33,0.25,0.27,0.26,0.29,0.23,0.27,0.26,0.3,0.24,0.26,0.23,0.26,0.25,0.26,0.24,0.22,0.23,0.23,0.22,0.23,0.23,0.18,0.21,0.17,0.24,0.25,0.23,0.2,0.21,0.19,0.22,0.19,0.2,0.2,0.2,0.29,0.17,0.19,0.18,0.19,0.16,0.0,0.18,0.18,0.16,0.15,0.16,0.18,0.14,0.21,0.16,0.17,0.16,0.16,0.18,0.13,0.16,0.18,0.14,0.14,0.13,0.17,0.14,0.14,0.14,0.15,0.13,0.13,0.12,0.13,0.14,0.15,0.13,0.15,0.13,0.14,0.13,0.13,0.15,0.12,0.11,0.12,0.11,0.11,0.14,0.12,0.12,0.14,0.14,0.11,0.13,0.12,0.14,0.13,0.12,0.14,0.11,0.12,0.0,0.0,0.13,0.11,0.0,0.13,0.12,0.1,0.12,0.1,0.12,0.1,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.1,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.21,0.0,0.12,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.13,0.1,0.0,0.0,86.93
09/30/2021,6.96,6.74,4.54,2.57,2.62,2.43,1.58,1.96,1.65,1.52,1.18,0.98,1.11,1.05,0.95,0.99,0.98,0.88,0.76,0.79,0.8,0.69,0.68,0.83,0.72,0.63,0.6,0.64,0.61,0.64,0.58,0.62,0.65,0.59,0.56,0.63,0.57,0.46,0.49,0.46,0.49,0.41,0.41,0.45,0.47,0.46,0.46,0.47,0.47,0.38,0.41,0.38,0.41,0.4,0.4,0.38,0.38,0.36,0.33,0.35,0.32,0.4,0.3,0.35,0.35,0.39,0.28,0.33,0.26,0.27,0.26,0.29,0.23,0.27,0.25,0.29,0.23,0.26,0.23,0.27,0.26,0.26,0.25,0.22,0.23,0.23,0.21,0.23,0.24,0.18,0.21,0.17,0.24,0.24,0.23,0.2,0.2,0.19,0.21,0.19,0.2,0.2,0.2,0.29,0.17,0.18,0.18,0.19,0.17,0.0,0.18,0.18,0.16,0.15,0.16,0.18,0.15,0.2,0.16,0.17,0.15,0.15,0.17,0.13,0.16,0.18,0.15,0.14,0.14,0.17,0.14,0.15,0.14,0.15,0.13,0.13,0.13,0.14,0.14,0.15,0.13,0.14,0.13,0.14,0.13,0.13,0.15,0.12,0.11,0.13,0.11,0.11,0.14,0.13,0.12,0.14,0.15,0.11,0.13,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.11,0.0,0.13,0.11,0.0,0.13,0.12,0.1,0.12,0.0,0.12,0.1,0.11,0.1,0.12,0.11,0.11,0.11,0.0,0.11,0.12,0.11,0.0,0.0,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.12,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.21,0.0,0.13,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.14,0.0,0.0,0.0,86.88000000000002
10/01/2021,6.93,6.63,4.52,2.53,2.58,2.38,1.6,1.97,1.61,1.55,1.18,0.96,1.1,1.06,0.96,0.99,0.99,0.86,0.79,0.78,0.81,0.7,0.68,0.82,0.73,0.64,0.6,0.65,0.62,0.63,0.58,0.63,0.64,0.59,0.56,0.62,0.57,0.45,0.48,0.46,0.48,0.42,0.41,0.45,0.47,0.46,0.45,0.46,0.46,0.38,0.41,0.38,0.41,0.38,0.41,0.38,0.38,0.36,0.34,0.36,0.32,0.38,0.31,0.36,0.35,0.37,0.28,0.32,0.26,0.27,0.26,0.29,0.23,0.28,0.25,0.3,0.23,0.26,0.23,0.28,0.26,0.26,0.25,0.22,0.23,0.24,0.21,0.23,0.24,0.19,0.21,0.17,0.24,0.24,0.23,0.2,0.2,0.19,0.21,0.19,0.2,0.2,0.2,0.29,0.18,0.18,0.18,0.19,0.17,0.0,0.17,0.18,0.16,0.15,0.15,0.18,0.15,0.2,0.17,0.17,0.15,0.16,0.17,0.13,0.16,0.18,0.15,0.15,0.14,0.16,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.14,0.15,0.13,0.15,0.14,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.11,0.11,0.13,0.13,0.12,0.14,0.15,0.11,0.13,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.11,0.0,0.13,0.11,0.1,0.13,0.12,0.0,0.12,0.11,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.0,0.12,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.23,0.0,0.13,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.13,0.0,0.1,0.0,86.65000000000002
10/04/2021,6.99,6.67,4.52,2.55,2.56,2.36,1.59,1.98,1.63,1.54,1.18,0.97,1.1,1.07,0.96,0.97,0.99,0.86,0.78,0.81,0.86,0.7,0.68,0.83,0.72,0.64,0.61,0.65,0.62,0.63,0.59,0.63,0.64,0.6,0.56,0.63,0.57,0.46,0.47,0.46,0.48,0.42,0.4,0.45,0.48,0.45,0.45,0.45,0.46,0.38,0.41,0.39,0.4,0.37,0.41,0.38,0.37,0.35,0.33,0.36,0.32,0.39,0.3,0.34,0.34,0.38,0.29,0.32,0.25,0.27,0.25,0.29,0.24,0.26,0.25,0.29,0.23,0.27,0.24,0.28,0.26,0.25,0.25,0.22,0.24,0.24,0.21,0.22,0.25,0.19,0.21,0.17,0.24,0.24,0.23,0.2,0.2,0.19,0.21,0.19,0.2,0.2,0.21,0.28,0.18,0.18,0.19,0.19,0.17,0.0,0.16,0.18,0.17,0.15,0.15,0.18,0.15,0.2,0.17,0.16,0.15,0.16,0.16,0.13,0.15,0.18,0.15,0.15,0.13,0.16,0.14,0.14,0.14,0.14,0.13,0.12,0.13,0.14,0.14,0.15,0.13,0.15,0.13,0.14,0.13,0.13,0.15,0.13,0.13,0.13,0.11,0.11,0.13,0.13,0.12,0.14,0.15,0.11,0.14,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.11,0.11,0.13,0.11,0.1,0.13,0.12,0.0,0.12,0.0,0.11,0.0,0.11,0.11,0.13,0.11,0.11,0.11,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.1,0.1,0.0,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.23,0.0,0.13,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.14,0.1,0.0,0.0,86.77000000000001
10/05/2021,6.96,6.75,4.46,2.54,2.59,2.38,1.59,1.96,1.61,1.55,1.21,0.97,1.09,1.05,0.98,1.0,0.99,0.86,0.8,0.81,0.85,0.7,0.68,0.83,0.72,0.64,0.6,0.65,0.63,0.63,0.59,0.61,0.64,0.6,0.56,0.62,0.57,0.45,0.47,0.46,0.48,0.41,0.41,0.45,0.48,0.46,0.45,0.45,0.46,0.39,0.41,0.4,0.4,0.37,0.41,0.38,0.37,0.35,0.33,0.36,0.32,0.39,0.3,0.35,0.35,0.38,0.29,0.32,0.25,0.27,0.25,0.29,0.24,0.26,0.25,0.3,0.23,0.26,0.23,0.29,0.26,0.25,0.25,0.22,0.23,0.24,0.21,0.23,0.25,0.19,0.21,0.17,0.24,0.24,0.23,0.2,0.2,0.19,0.21,0.19,0.2,0.19,0.2,0.28,0.17,0.18,0.18,0.19,0.17,0.0,0.16,0.18,0.17,0.15,0.15,0.18,0.15,0.2,0.17,0.17,0.15,0.15,0.16,0.13,0.15,0.18,0.15,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.13,0.12,0.13,0.14,0.14,0.15,0.13,0.14,0.14,0.14,0.12,0.13,0.15,0.13,0.13,0.13,0.11,0.1,0.13,0.13,0.12,0.14,0.15,0.11,0.13,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.0,0.11,0.13,0.11,0.1,0.13,0.12,0.0,0.12,0.1,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.1,0.1,0.0,0.12,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.24,0.0,0.13,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.13,0.1,0.1,0.0,86.75000000000001
10/06/2021,6.96,6.75,4.46,2.54,2.59,2.38,1.59,1.96,1.61,1.55,1.21,0.97,1.09,1.05,0.98,1.0,0.99,0.86,0.8,0.81,0.85,0.7,0.68,0.83,0.72,0.64,0.6,0.65,0.63,0.63,0.59,0.61,0.64,0.6,0.56,0.62,0.57,0.45,0.47,0.46,0.48,0.41,0.41,0.45,0.48,0.46,0.45,0.45,0.46,0.39,0.41,0.4,0.4,0.37,0.41,0.38,0.37,0.35,0.33,0.36,0.32,0.39,0.3,0.35,0.35,0.38,0.29,0.32,0.25,0.27,0.25,0.29,0.24,0.26,0.25,0.3,0.23,0.26,0.23,0.29,0.26,0.25,0.25,0.22,0.23,0.24,0.21,0.23,0.25,0.19,0.21,0.17,0.24,0.24,0.23,0.2,0.2,0.19,0.21,0.19,0.2,0.19,0.2,0.28,0.17,0.18,0.18,0.19,0.17,0.0,0.16,0.18,0.17,0.15,0.15,0.18,0.15,0.2,0.17,0.17,0.15,0.15,0.16,0.13,0.15,0.18,0.15,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.13,0.12,0.13,0.14,0.14,0.15,0.13,0.14,0.14,0.14,0.12,0.13,0.15,0.13,0.13,0.13,0.11,0.1,0.13,0.13,0.12,0.14,0.15,0.11,0.13,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.0,0.11,0.13,0.11,0.1,0.13,0.12,0.0,0.12,0.1,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.11,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.1,0.1,0.0,0.12,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.24,0.0,0.13,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.13,0.1,0.1,0.0,86.75000000000001
10/07/2021,6.87,6.69,4.39,2.45,2.56,2.37,1.59,2.0,1.55,1.57,1.19,0.95,1.09,1.06,0.95,0.99,1.01,0.84,0.82,0.82,0.85,0.71,0.68,0.83,0.72,0.65,0.61,0.65,0.64,0.62,0.59,0.61,0.64,0.61,0.55,0.62,0.57,0.45,0.47,0.46,0.48,0.41,0.42,0.45,0.49,0.46,0.46,0.45,0.45,0.39,0.41,0.41,0.4,0.36,0.42,0.38,0.37,0.35,0.33,0.36,0.32,0.38,0.3,0.35,0.35,0.38,0.29,0.32,0.25,0.27,0.24,0.3,0.24,0.27,0.25,0.3,0.23,0.27,0.23,0.3,0.26,0.25,0.26,0.22,0.24,0.25,0.21,0.23,0.25,0.19,0.22,0.17,0.24,0.24,0.23,0.2,0.2,0.19,0.22,0.19,0.2,0.19,0.21,0.28,0.18,0.18,0.19,0.19,0.18,0.0,0.16,0.18,0.17,0.15,0.15,0.18,0.15,0.2,0.17,0.17,0.15,0.15,0.16,0.14,0.15,0.18,0.16,0.15,0.14,0.16,0.14,0.14,0.14,0.14,0.13,0.12,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.11,0.13,0.13,0.12,0.14,0.15,0.12,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.12,0.0,0.11,0.13,0.12,0.0,0.13,0.12,0.0,0.12,0.11,0.12,0.0,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.0,0.11,0.1,0.0,0.1,0.12,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.22,0.0,0.13,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.13,0.1,0.0,0.0,86.66000000000001
10/08/2021,6.89,6.75,4.38,2.47,2.58,2.38,1.6,1.97,1.59,1.57,1.18,0.95,1.09,1.05,0.93,0.99,1.02,0.84,0.81,0.81,0.88,0.7,0.68,0.82,0.72,0.64,0.61,0.65,0.64,0.63,0.6,0.61,0.64,0.61,0.56,0.62,0.57,0.45,0.47,0.46,0.48,0.41,0.43,0.46,0.48,0.47,0.45,0.45,0.45,0.39,0.41,0.4,0.4,0.36,0.42,0.37,0.37,0.35,0.33,0.36,0.32,0.38,0.3,0.35,0.35,0.38,0.29,0.32,0.25,0.27,0.24,0.29,0.23,0.26,0.25,0.3,0.23,0.27,0.23,0.3,0.26,0.25,0.26,0.22,0.24,0.24,0.2,0.23,0.25,0.19,0.22,0.17,0.24,0.24,0.23,0.2,0.21,0.2,0.22,0.19,0.2,0.19,0.21,0.28,0.17,0.18,0.18,0.19,0.17,0.0,0.16,0.18,0.17,0.15,0.15,0.18,0.15,0.21,0.17,0.17,0.15,0.15,0.16,0.13,0.15,0.18,0.16,0.14,0.14,0.16,0.15,0.14,0.14,0.14,0.13,0.12,0.13,0.14,0.14,0.14,0.13,0.15,0.13,0.14,0.13,0.12,0.15,0.13,0.13,0.13,0.12,0.11,0.13,0.13,0.12,0.14,0.15,0.11,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.11,0.12,0.12,0.11,0.13,0.12,0.0,0.12,0.11,0.12,0.0,0.11,0.11,0.12,0.11,0.11,0.12,0.0,0.11,0.12,0.11,0.0,0.11,0.1,0.11,0.0,0.11,0.1,0.0,0.0,0.12,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.22,0.0,0.13,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.13,0.1,0.1,0.0,86.65000000000002
10/11/2021,6.91,6.81,4.44,2.41,2.61,2.4,1.61,1.98,1.61,1.56,1.2,0.96,1.1,1.06,0.95,0.99,1.0,0.85,0.79,0.81,0.86,0.68,0.67,0.82,0.71,0.64,0.59,0.66,0.63,0.63,0.6,0.61,0.63,0.6,0.55,0.62,0.57,0.44,0.46,0.46,0.47,0.41,0.43,0.45,0.49,0.47,0.45,0.44,0.45,0.39,0.41,0.39,0.4,0.36,0.42,0.37,0.36,0.35,0.33,0.36,0.32,0.4,0.3,0.35,0.34,0.38,0.28,0.32,0.24,0.27,0.24,0.29,0.23,0.26,0.26,0.3,0.23,0.27,0.22,0.29,0.26,0.24,0.26,0.22,0.24,0.25,0.2,0.23,0.25,0.19,0.22,0.17,0.24,0.24,0.23,0.2,0.22,0.2,0.22,0.19,0.2,0.19,0.2,0.28,0.18,0.18,0.18,0.19,0.18,0.0,0.16,0.18,0.16,0.15,0.16,0.18,0.15,0.2,0.17,0.17,0.15,0.15,0.16,0.13,0.15,0.18,0.15,0.14,0.13,0.16,0.15,0.15,0.14,0.14,0.13,0.12,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.12,0.12,0.15,0.13,0.12,0.13,0.11,0.11,0.13,0.13,0.12,0.14,0.15,0.11,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.12,0.0,0.11,0.13,0.11,0.11,0.13,0.12,0.0,0.12,0.0,0.12,0.1,0.11,0.11,0.12,0.11,0.11,0.12,0.1,0.11,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.24,0.0,0.13,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.13,0.1,0.1,0.0,86.68
