,BIIB,ORCL,CHTR,EBAY,FTNT,ALL,HPQ,INTC,MCK,AMP,SYF,KSU,MOH,MAS,L,CTXS,DVA,EQH,SC,CSL,ATUS,SCI,ARW,JEF,CACC,VOYA,SLM,AMG,TOL,POST,FCNCA,HALO,JCOM,HLF,BPOP,AYI,LPX,SLG,CAR,GPK,TNL,MSTR,THG,DISCA,AM,FCN,XRX,ALSN,HRB,AR,PFSI,BHF,MUSA,AGO,SPB,NAVI,TRTN,DDS,COS.,EAF,TRN,NUS,GHC,TPH,SANM,MOG.A,FL2P.,AVYA,BALY,ARI,LGND,RILY,BSIG,AMCX,MTOR,CASH,LC,SBTA.,PRIM,EIG,WRLD,COWN,CAL,TBI,RFP,HMST,CTRN,HVT,ETH,MSGN,MBI,MSBI,LPG,CIO,DHIL,ACBI,WSBF,SGU,UVE,AGPXX,CATO,FRGI,PCSB,CVLG,FLXS,IMMR,ELVT,CARV,Cash/Receivables/Payables,CNO,FBC,SBGI,Carver Bancorp Inc,Interest/Overdraft,Securities Lending - Bnym,n/a,ETD,MOG/A,ZD,CCSI,CO2A.,A4S.,ALS.,TRL.,SUM
10/21/2021,3.91,6.23,4.92,5.31,6.6,4.67,4.25,4.87,3.84,4.14,3.67,0.0,1.99,1.89,1.86,1.54,1.47,1.71,0.0,1.4,0.59,1.3,1.08,1.28,1.25,1.04,0.71,0.82,0.91,0.83,0.93,0.65,0.0,0.64,0.79,0.93,0.84,0.64,1.37,0.72,0.57,0.71,0.59,0.52,0.67,0.61,0.48,0.48,0.55,0.74,0.55,0.53,0.56,0.49,0.5,0.45,0.46,0.47,0.42,0.36,0.39,0.25,0.29,0.35,0.32,0.29,0.0,0.2,0.27,0.27,0.26,0.21,0.26,0.17,0.23,0.24,0.4,0.0,0.18,0.14,0.17,0.12,0.11,0.14,0.13,0.11,0.09,0.07,0.0,0.0,0.09,0.07,0.06,0.1,0.08,0.07,0.06,0.05,0.05,0.15,0.0,0.04,0.04,0.06,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.07,0.0,0.69,0.11,0.04,0.0,0.0,0.0,100.05
10/22/2021,3.87,6.22,4.97,5.31,6.67,4.65,4.26,4.91,3.85,4.18,3.74,0.0,2.02,1.87,1.86,1.53,1.47,1.74,0.0,1.38,0.58,1.28,1.08,1.28,1.24,1.04,0.7,0.83,0.9,0.82,0.9,0.68,0.0,0.65,0.79,0.92,0.81,0.62,1.37,0.7,0.55,0.7,0.59,0.52,0.67,0.61,0.48,0.47,0.55,0.75,0.55,0.53,0.56,0.5,0.5,0.44,0.46,0.46,0.42,0.36,0.39,0.25,0.29,0.34,0.31,0.29,0.0,0.2,0.27,0.26,0.27,0.21,0.26,0.17,0.23,0.24,0.4,0.0,0.18,0.14,0.17,0.12,0.11,0.13,0.13,0.11,0.09,0.07,0.0,0.0,0.1,0.07,0.07,0.1,0.08,0.07,0.06,0.05,0.05,0.15,0.0,0.04,0.04,0.06,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.0,0.69,0.11,0.04,0.0,0.0,0.0,100.11
10/25/2021,3.85,6.11,5.04,5.36,6.64,4.61,4.46,4.92,3.9,4.17,3.47,0.0,2.1,1.89,1.84,1.51,1.49,1.76,0.0,1.39,0.61,1.29,1.08,1.27,1.23,1.01,0.72,0.84,0.91,0.82,0.89,0.67,0.0,0.66,0.8,0.89,0.81,0.62,1.42,0.71,0.56,0.69,0.58,0.51,0.66,0.59,0.49,0.47,0.55,0.72,0.55,0.54,0.58,0.5,0.49,0.44,0.45,0.46,0.41,0.36,0.38,0.25,0.29,0.34,0.31,0.29,0.0,0.19,0.25,0.26,0.27,0.21,0.26,0.17,0.22,0.24,0.41,0.0,0.18,0.14,0.17,0.12,0.11,0.14,0.13,0.11,0.09,0.07,0.0,0.0,0.1,0.07,0.06,0.1,0.08,0.07,0.06,0.05,0.05,0.14,0.0,0.04,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.0,0.69,0.11,0.04,0.0,0.0,0.0,100.05
10/26/2021,3.77,6.23,5.0,5.66,6.66,4.66,4.45,4.35,3.93,4.2,3.48,0.0,2.11,1.88,1.84,1.51,1.49,1.76,0.0,1.45,0.62,1.3,1.08,1.28,1.24,1.02,0.73,0.84,0.91,0.83,0.9,0.67,0.0,0.68,0.82,0.89,0.8,0.61,1.43,0.71,0.55,0.68,0.58,0.52,0.66,0.59,0.48,0.46,0.54,0.74,0.54,0.55,0.58,0.5,0.49,0.44,0.46,0.47,0.41,0.36,0.39,0.25,0.29,0.35,0.3,0.28,0.0,0.19,0.26,0.26,0.28,0.21,0.26,0.16,0.22,0.24,0.41,0.0,0.18,0.14,0.17,0.12,0.11,0.14,0.13,0.11,0.09,0.06,0.0,0.0,0.1,0.07,0.06,0.1,0.08,0.07,0.06,0.05,0.05,0.11,0.0,0.04,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.0,0.69,0.11,0.04,0.0,0.0,0.0,100.05
10/28/2021,3.84,6.19,4.99,5.65,6.57,4.68,4.46,4.33,3.89,4.18,3.45,0.0,2.11,1.89,1.84,1.48,1.47,1.75,0.0,1.46,0.6,1.3,1.08,1.3,1.23,1.01,0.73,0.84,0.91,0.82,0.9,0.66,0.0,0.68,0.83,0.9,0.82,0.61,1.5,0.7,0.54,0.7,0.58,0.52,0.68,0.6,0.48,0.46,0.54,0.78,0.53,0.55,0.57,0.51,0.49,0.43,0.48,0.49,0.42,0.36,0.4,0.25,0.29,0.35,0.31,0.28,0.0,0.19,0.26,0.26,0.28,0.22,0.26,0.16,0.22,0.24,0.42,0.0,0.18,0.14,0.17,0.12,0.11,0.14,0.13,0.11,0.09,0.07,0.0,0.0,0.1,0.07,0.06,0.1,0.08,0.07,0.06,0.05,0.05,0.11,0.0,0.04,0.03,0.05,0.02,0.03,0.02,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.7,0.11,0.05,0.0,0.0,0.0,100.07
10/29/2021,3.9,6.21,5.03,5.57,6.47,4.71,4.44,4.28,3.95,4.23,3.49,0.0,2.14,1.9,1.85,1.47,1.46,1.78,0.0,1.47,0.59,1.32,1.06,1.31,1.19,1.02,0.73,0.84,0.91,0.82,0.91,0.67,0.0,0.68,0.84,0.9,0.79,0.62,1.46,0.71,0.56,0.7,0.58,0.51,0.65,0.61,0.43,0.45,0.55,0.77,0.52,0.55,0.56,0.5,0.49,0.43,0.49,0.49,0.42,0.37,0.39,0.25,0.3,0.35,0.31,0.28,0.0,0.18,0.27,0.26,0.29,0.21,0.26,0.16,0.21,0.24,0.41,0.0,0.18,0.14,0.13,0.12,0.11,0.13,0.12,0.12,0.09,0.06,0.0,0.0,0.1,0.07,0.06,0.1,0.08,0.07,0.06,0.06,0.05,0.12,0.0,0.04,0.03,0.05,0.02,0.03,0.02,0.01,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.07,0.0,0.71,0.11,0.05,0.0,0.0,0.0,100.01
11/01/2021,3.84,6.21,4.92,5.18,6.62,4.67,4.52,4.3,3.92,4.35,3.37,0.0,2.15,2.06,1.84,1.46,1.5,1.79,0.0,1.45,0.57,1.42,1.05,1.31,1.22,1.04,0.72,0.86,0.92,0.8,0.9,0.67,0.0,0.68,0.81,0.92,0.78,0.6,1.49,0.71,0.58,0.69,0.56,0.51,0.64,0.61,0.43,0.47,0.52,0.76,0.51,0.55,0.54,0.52,0.5,0.43,0.53,0.48,0.4,0.36,0.38,0.25,0.3,0.35,0.3,0.28,0.0,0.19,0.25,0.26,0.3,0.22,0.28,0.16,0.22,0.22,0.51,0.0,0.18,0.14,0.15,0.13,0.11,0.13,0.12,0.13,0.09,0.06,0.0,0.0,0.11,0.07,0.06,0.1,0.08,0.07,0.06,0.06,0.06,0.11,0.0,0.03,0.04,0.05,0.02,0.03,0.02,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.07,0.0,0.72,0.11,0.05,0.0,0.0,0.0,100.02
11/02/2021,4.52,5.28,4.45,5.28,5.52,4.66,4.53,4.41,4.17,4.45,3.43,0.0,2.24,2.1,1.87,1.53,1.4,1.79,0.0,1.51,0.57,1.49,1.08,1.37,1.22,1.03,0.73,0.9,0.95,0.84,0.93,0.7,0.0,0.7,0.85,0.95,0.73,0.61,1.49,0.79,0.61,0.8,0.58,0.51,0.66,0.64,0.41,0.46,0.54,0.81,0.5,0.54,0.55,0.53,0.52,0.43,0.54,0.5,0.4,0.37,0.36,0.26,0.31,0.36,0.32,0.29,0.0,0.2,0.27,0.27,0.32,0.26,0.31,0.16,0.22,0.23,0.59,0.0,0.19,0.14,0.16,0.14,0.11,0.13,0.12,0.13,0.09,0.06,0.0,0.0,0.11,0.07,0.06,0.11,0.09,0.07,0.07,0.06,0.06,0.11,0.0,0.04,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.0,0.8,0.0,0.05,0.0,0.0,0.0,100.11
11/03/2021,4.52,5.28,4.45,5.28,5.52,4.66,4.53,4.41,4.17,4.45,3.43,0.0,2.24,2.1,1.87,1.53,1.4,1.79,0.0,1.51,0.57,1.49,1.08,1.37,1.22,1.03,0.73,0.9,0.95,0.84,0.93,0.7,0.0,0.7,0.85,0.95,0.73,0.61,1.49,0.79,0.61,0.8,0.58,0.51,0.66,0.64,0.41,0.46,0.54,0.81,0.5,0.54,0.55,0.53,0.52,0.43,0.54,0.5,0.4,0.37,0.36,0.26,0.31,0.36,0.32,0.29,0.0,0.2,0.27,0.27,0.32,0.26,0.31,0.16,0.22,0.23,0.59,0.0,0.19,0.14,0.16,0.14,0.11,0.13,0.12,0.13,0.09,0.06,0.0,0.0,0.11,0.07,0.06,0.11,0.09,0.07,0.07,0.06,0.06,0.11,0.0,0.04,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.0,0.8,0.0,0.05,0.0,0.0,0.0,100.11
11/04/2021,4.52,5.28,4.45,5.28,5.52,4.66,4.53,4.41,4.17,4.45,3.43,0.0,2.24,2.1,1.87,1.53,1.4,1.79,0.0,1.51,0.57,1.49,1.08,1.37,1.22,1.03,0.73,0.9,0.95,0.84,0.93,0.7,0.0,0.7,0.85,0.95,0.73,0.61,1.49,0.79,0.61,0.8,0.58,0.51,0.66,0.64,0.41,0.46,0.54,0.81,0.5,0.54,0.55,0.53,0.52,0.43,0.54,0.5,0.4,0.37,0.36,0.26,0.31,0.36,0.32,0.29,0.0,0.2,0.27,0.27,0.32,0.26,0.31,0.16,0.22,0.23,0.59,0.0,0.19,0.14,0.16,0.14,0.11,0.13,0.12,0.13,0.09,0.06,0.0,0.0,0.11,0.07,0.06,0.11,0.09,0.07,0.07,0.06,0.06,0.11,0.0,0.04,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.0,0.8,0.0,0.05,0.0,0.0,0.0,100.11
11/05/2021,4.47,5.11,4.35,5.0,5.23,4.57,4.49,4.35,4.26,4.4,3.39,0.0,2.16,1.99,1.86,1.49,1.37,1.77,0.0,1.5,0.56,1.44,1.06,1.35,1.32,0.99,0.7,0.98,0.92,0.82,0.92,0.71,0.0,0.65,0.82,0.94,0.77,0.6,2.99,0.79,0.6,0.86,0.57,0.52,0.64,0.63,0.43,0.45,0.52,0.83,0.51,0.54,0.53,0.51,0.51,0.41,0.53,0.54,0.4,0.36,0.36,0.25,0.29,0.34,0.32,0.28,0.0,0.21,0.26,0.27,0.33,0.26,0.3,0.16,0.22,0.23,0.57,0.0,0.18,0.14,0.16,0.14,0.12,0.12,0.12,0.12,0.09,0.08,0.0,0.0,0.11,0.07,0.06,0.1,0.09,0.07,0.07,0.06,0.06,0.12,0.0,0.04,0.04,0.05,0.02,0.04,0.02,0.01,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.08,0.0,0.78,0.0,0.05,0.0,0.0,0.0,100.02
11/11/2021,4.44,5.03,4.4,4.88,5.54,4.24,4.54,4.46,4.24,4.35,3.5,0.0,2.22,1.97,1.86,1.42,1.43,1.79,0.0,1.54,0.59,1.37,1.08,1.33,1.3,0.95,0.7,0.95,0.94,0.83,0.94,0.7,0.0,0.61,0.83,0.97,0.77,0.65,2.43,0.79,0.63,0.92,0.56,0.55,0.65,0.61,0.43,0.46,0.56,0.81,0.52,0.55,0.57,0.5,0.51,0.43,0.53,0.62,0.4,0.42,0.37,0.27,0.3,0.35,0.35,0.3,0.0,0.21,0.24,0.27,0.32,0.26,0.3,0.19,0.23,0.25,0.56,0.0,0.19,0.14,0.21,0.14,0.13,0.13,0.11,0.13,0.1,0.07,0.0,0.0,0.11,0.07,0.06,0.1,0.09,0.07,0.07,0.06,0.06,0.07,0.0,0.04,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.04,0.08,0.0,0.79,0.0,0.05,0.0,0.0,0.0,100.04
11/12/2021,4.43,5.04,4.44,4.92,5.54,4.2,4.59,4.46,4.26,4.35,3.52,0.0,2.24,2.04,1.86,1.41,1.4,1.79,0.0,1.54,0.6,1.39,1.08,1.32,1.3,0.94,0.71,0.96,0.98,0.85,0.92,0.69,0.0,0.61,0.84,1.0,0.78,0.65,2.09,0.79,0.63,0.93,0.56,0.57,0.65,0.61,0.45,0.47,0.57,0.8,0.52,0.54,0.58,0.5,0.52,0.42,0.53,0.65,0.4,0.42,0.36,0.28,0.3,0.36,0.32,0.3,0.0,0.22,0.26,0.27,0.32,0.26,0.3,0.19,0.23,0.26,0.57,0.0,0.18,0.14,0.22,0.14,0.13,0.13,0.11,0.13,0.1,0.08,0.0,0.0,0.1,0.07,0.07,0.1,0.09,0.08,0.07,0.06,0.06,0.07,0.0,0.04,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.8,0.0,0.05,0.0,0.0,0.0,100.1
11/15/2021,4.37,5.01,4.43,4.89,5.36,4.18,4.59,4.4,4.33,4.37,3.56,0.0,2.3,2.0,1.86,1.36,1.4,1.79,0.0,1.55,0.59,1.41,1.11,1.33,1.33,0.95,0.71,0.95,0.97,0.85,0.93,0.69,0.0,0.6,0.85,1.0,0.79,0.65,2.26,0.79,0.6,0.88,0.57,0.6,0.65,0.63,0.45,0.48,0.56,0.77,0.51,0.56,0.59,0.49,0.5,0.43,0.52,0.68,0.4,0.44,0.35,0.28,0.3,0.36,0.33,0.3,0.0,0.22,0.26,0.27,0.34,0.26,0.31,0.18,0.24,0.26,0.54,0.0,0.17,0.14,0.2,0.14,0.13,0.12,0.11,0.14,0.1,0.08,0.0,0.0,0.1,0.07,0.07,0.1,0.09,0.08,0.07,0.06,0.06,0.09,0.0,0.04,0.04,0.05,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.8,0.0,0.05,0.0,0.0,0.0,100.05
11/16/2021,4.42,4.96,4.38,4.9,5.42,4.17,4.59,4.37,4.35,4.39,3.57,0.0,2.29,2.06,1.84,1.39,1.39,1.79,0.0,1.56,0.59,1.4,1.12,1.32,1.32,0.95,0.72,0.95,0.97,0.85,0.92,0.69,0.0,0.61,0.85,0.99,0.8,0.64,2.22,0.79,0.6,0.87,0.57,0.59,0.63,0.63,0.45,0.48,0.56,0.76,0.51,0.57,0.59,0.49,0.55,0.43,0.52,0.69,0.4,0.43,0.36,0.29,0.3,0.36,0.33,0.29,0.0,0.22,0.26,0.27,0.34,0.27,0.31,0.18,0.24,0.26,0.54,0.0,0.17,0.14,0.2,0.14,0.13,0.12,0.11,0.14,0.1,0.07,0.0,0.0,0.09,0.07,0.07,0.1,0.09,0.08,0.07,0.06,0.06,0.11,0.0,0.04,0.04,0.05,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.77,0.0,0.05,0.0,0.0,0.0,100.08
11/17/2021,4.42,4.96,4.38,4.9,5.42,4.17,4.59,4.37,4.35,4.39,3.57,0.0,2.29,2.06,1.84,1.39,1.39,1.79,0.0,1.56,0.59,1.4,1.12,1.32,1.32,0.95,0.72,0.95,0.97,0.85,0.92,0.69,0.0,0.61,0.85,0.99,0.8,0.64,2.22,0.79,0.6,0.87,0.57,0.59,0.63,0.63,0.45,0.48,0.56,0.76,0.51,0.57,0.59,0.49,0.55,0.43,0.52,0.69,0.4,0.43,0.36,0.29,0.3,0.36,0.33,0.29,0.0,0.22,0.26,0.27,0.34,0.27,0.31,0.18,0.24,0.26,0.54,0.0,0.17,0.14,0.2,0.14,0.13,0.12,0.11,0.14,0.1,0.07,0.0,0.0,0.09,0.07,0.07,0.1,0.09,0.08,0.07,0.06,0.06,0.11,0.0,0.04,0.04,0.05,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.77,0.0,0.05,0.0,0.0,0.0,100.08
11/18/2021,4.45,4.99,4.41,4.93,5.31,4.17,4.52,4.37,4.3,4.38,3.57,0.0,2.26,2.08,1.81,1.36,1.4,1.8,0.0,1.56,0.59,1.41,1.13,1.32,1.32,0.96,0.71,0.95,0.97,0.86,0.93,0.68,0.0,0.61,0.85,0.99,0.8,0.65,2.28,0.81,0.61,0.85,0.57,0.59,0.63,0.63,0.44,0.48,0.56,0.77,0.49,0.58,0.58,0.49,0.56,0.43,0.52,0.71,0.4,0.42,0.35,0.29,0.3,0.36,0.33,0.3,0.0,0.22,0.26,0.26,0.34,0.27,0.3,0.19,0.24,0.26,0.54,0.0,0.17,0.14,0.2,0.14,0.13,0.12,0.11,0.14,0.1,0.07,0.0,0.0,0.09,0.07,0.07,0.1,0.09,0.08,0.07,0.06,0.06,0.11,0.0,0.04,0.04,0.06,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.77,0.0,0.05,0.0,0.0,0.0,100.02
11/19/2021,4.28,5.08,4.39,5.04,5.41,4.2,4.5,4.4,4.27,4.4,3.54,0.0,2.26,2.12,1.82,1.38,1.33,1.78,0.0,1.56,0.59,1.43,1.15,1.27,1.31,0.97,0.71,0.93,0.98,0.85,0.93,0.68,0.0,0.61,0.86,0.98,0.8,0.64,2.35,0.82,0.61,0.81,0.57,0.59,0.63,0.64,0.44,0.49,0.56,0.79,0.49,0.57,0.59,0.5,0.56,0.42,0.52,0.75,0.39,0.44,0.35,0.29,0.3,0.37,0.32,0.29,0.0,0.22,0.26,0.26,0.34,0.27,0.3,0.18,0.24,0.26,0.53,0.0,0.18,0.14,0.19,0.14,0.13,0.12,0.11,0.14,0.1,0.07,0.0,0.0,0.09,0.07,0.07,0.1,0.09,0.0,0.07,0.05,0.06,0.11,0.0,0.04,0.04,0.06,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.76,0.0,0.05,0.0,0.0,0.0,100.08
11/24/2021,4.29,5.09,4.43,5.06,5.54,4.15,4.63,4.39,4.36,4.35,3.48,0.0,2.22,2.13,1.83,1.35,1.33,1.72,0.0,1.59,0.58,1.45,1.16,1.24,1.29,0.95,0.72,0.92,1.03,0.82,0.92,0.65,0.0,0.6,0.86,0.98,0.85,0.63,2.43,0.81,0.61,0.79,0.57,0.55,0.62,0.67,0.44,0.49,0.57,0.73,0.51,0.56,0.59,0.5,0.57,0.43,0.52,0.77,0.39,0.43,0.35,0.3,0.31,0.38,0.32,0.28,0.0,0.19,0.25,0.25,0.35,0.28,0.31,0.17,0.25,0.26,0.49,0.0,0.17,0.14,0.19,0.14,0.13,0.12,0.12,0.14,0.11,0.07,0.0,0.0,0.09,0.07,0.07,0.1,0.09,0.0,0.07,0.06,0.06,0.06,0.0,0.03,0.04,0.05,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.08,0.0,0.75,0.0,0.04,0.0,0.0,0.0,100.12
11/25/2021,4.19,5.1,4.32,4.96,5.32,4.19,4.68,4.39,4.36,4.35,3.5,0.0,2.25,2.14,1.85,1.35,1.37,1.74,0.0,1.58,0.58,1.44,1.17,1.25,1.29,0.96,0.72,0.91,1.01,0.84,0.97,0.64,0.0,0.59,0.86,0.98,0.87,0.63,2.55,0.82,0.59,0.75,0.59,0.55,0.61,0.67,0.45,0.51,0.58,0.72,0.51,0.56,0.6,0.5,0.58,0.43,0.52,0.8,0.39,0.43,0.37,0.3,0.31,0.37,0.32,0.28,0.0,0.24,0.24,0.25,0.35,0.27,0.31,0.17,0.26,0.26,0.46,0.0,0.17,0.14,0.19,0.14,0.14,0.12,0.12,0.14,0.11,0.07,0.0,0.0,0.09,0.07,0.07,0.1,0.09,0.0,0.07,0.05,0.06,0.06,0.0,0.03,0.04,0.05,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.08,0.0,0.71,0.0,0.04,0.0,0.0,0.0,100.0
11/29/2021,4.12,5.0,4.31,4.86,5.31,4.2,5.14,4.35,4.4,4.33,3.57,0.0,2.26,2.13,1.84,1.33,1.35,1.75,0.0,1.56,0.56,1.44,1.16,1.24,1.28,0.92,0.71,0.91,1.0,0.83,0.98,0.63,0.0,0.57,0.88,0.97,0.86,0.64,2.62,0.81,0.59,0.76,0.58,0.54,0.63,0.65,0.45,0.5,0.58,0.75,0.51,0.56,0.6,0.49,0.56,0.43,0.51,0.79,0.0,0.43,0.36,0.29,0.31,0.37,0.32,0.28,0.0,0.23,0.23,0.25,0.34,0.28,0.3,0.16,0.25,0.26,0.47,0.0,0.17,0.14,0.19,0.14,0.13,0.13,0.12,0.14,0.1,0.07,0.0,0.0,0.09,0.07,0.07,0.1,0.09,0.0,0.07,0.05,0.06,0.07,0.04,0.03,0.04,0.05,0.03,0.02,0.01,0.01,0.0,0.39,0.0,0.16,0.0,0.0,0.0,0.0,0.08,0.0,0.71,0.0,0.0,0.0,0.0,0.0,100.0
11/30/2021,4.11,5.07,4.42,4.98,5.36,4.33,5.16,4.38,4.43,4.29,3.51,0.0,2.21,2.14,1.83,1.33,1.32,1.73,0.0,1.57,0.56,1.47,1.15,1.24,1.31,0.91,0.71,0.91,1.02,0.84,0.95,0.62,0.0,0.58,0.84,0.97,0.85,0.62,2.49,0.83,0.56,0.74,0.58,0.54,0.63,0.65,0.44,0.5,0.59,0.75,0.52,0.55,0.6,0.49,0.56,0.43,0.51,0.73,0.39,0.42,0.36,0.29,0.31,0.37,0.32,0.27,0.0,0.23,0.24,0.25,0.34,0.28,0.31,0.16,0.25,0.26,0.45,0.0,0.17,0.15,0.18,0.14,0.13,0.12,0.12,0.14,0.09,0.07,0.0,0.0,0.09,0.07,0.07,0.09,0.08,0.0,0.07,0.05,0.06,0.08,0.0,0.03,0.04,0.05,0.03,0.02,0.01,0.01,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.08,0.0,0.7,0.0,0.05,0.0,0.0,0.0,100.06000000000002
12/01/2021,4.11,5.07,4.42,4.98,5.36,4.33,5.15,4.38,4.43,4.29,3.51,0.0,2.21,2.14,1.83,1.33,1.32,1.73,0.0,1.57,0.56,1.47,1.15,1.24,1.31,0.91,0.71,0.91,1.02,0.84,0.95,0.62,0.0,0.58,0.84,0.97,0.85,0.62,2.49,0.83,0.56,0.74,0.58,0.54,0.63,0.65,0.44,0.5,0.59,0.75,0.52,0.54,0.6,0.49,0.56,0.43,0.51,0.73,0.0,0.42,0.36,0.29,0.31,0.37,0.31,0.27,0.0,0.23,0.24,0.25,0.34,0.28,0.31,0.16,0.25,0.25,0.45,0.0,0.17,0.14,0.18,0.14,0.12,0.12,0.12,0.14,0.09,0.07,0.0,0.0,0.09,0.07,0.07,0.09,0.08,0.0,0.07,0.05,0.06,0.08,0.04,0.03,0.04,0.05,0.03,0.02,0.01,0.0,0.0,0.39,0.0,0.16,0.0,0.0,0.0,0.0,0.08,0.0,0.7,0.0,0.0,0.0,0.0,0.0,99.98
12/02/2021,3.98,5.09,4.38,4.83,5.61,4.24,5.34,4.48,4.45,4.31,3.46,0.0,2.24,2.15,1.83,1.32,1.31,1.71,0.0,1.56,0.56,1.44,1.15,1.22,1.29,0.91,0.71,0.93,1.01,0.83,0.94,0.61,0.0,0.58,0.84,0.96,0.83,0.61,2.62,0.82,0.56,0.77,0.58,0.54,0.62,0.65,0.44,0.49,0.57,0.75,0.52,0.54,0.59,0.48,0.56,0.43,0.5,0.73,0.38,0.42,0.36,0.29,0.3,0.37,0.31,0.27,0.0,0.22,0.23,0.25,0.34,0.28,0.31,0.16,0.24,0.25,0.45,0.0,0.16,0.14,0.19,0.14,0.12,0.12,0.12,0.14,0.09,0.07,0.0,0.0,0.09,0.07,0.07,0.1,0.08,0.0,0.07,0.05,0.06,0.09,0.0,0.03,0.04,0.05,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.07,0.0,0.69,0.0,0.05,0.0,0.0,0.0,100.04000000000002
12/06/2021,3.92,5.02,4.48,4.71,5.21,4.19,5.7,4.51,4.48,4.42,3.42,0.0,2.21,2.19,1.86,1.31,1.35,1.69,0.0,1.59,0.6,1.48,1.16,1.26,1.32,0.95,0.74,0.93,1.1,0.82,0.93,0.62,0.0,0.57,0.85,0.94,0.88,0.63,2.34,0.81,0.57,0.77,0.6,0.52,0.61,0.66,0.47,0.5,0.57,0.67,0.56,0.54,0.62,0.47,0.57,0.44,0.51,0.6,0.39,0.41,0.34,0.29,0.31,0.39,0.33,0.27,0.0,0.21,0.22,0.25,0.34,0.29,0.31,0.15,0.24,0.25,0.41,0.0,0.16,0.15,0.19,0.14,0.12,0.13,0.12,0.14,0.1,0.07,0.0,0.0,0.08,0.07,0.07,0.1,0.08,0.0,0.07,0.05,0.06,0.14,0.0,0.03,0.04,0.05,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.7,0.0,0.05,0.0,0.0,0.0,100.08
12/07/2021,3.92,5.02,4.48,4.71,5.21,4.19,5.7,4.51,4.48,4.42,3.42,0.0,2.21,2.19,1.86,1.31,1.35,1.69,0.0,1.59,0.6,1.48,1.16,1.26,1.32,0.95,0.74,0.93,1.1,0.82,0.93,0.62,0.0,0.57,0.85,0.94,0.88,0.63,2.34,0.81,0.57,0.77,0.6,0.52,0.61,0.66,0.47,0.5,0.57,0.67,0.56,0.54,0.62,0.47,0.57,0.44,0.51,0.6,0.39,0.41,0.34,0.29,0.31,0.39,0.33,0.27,0.0,0.21,0.22,0.25,0.34,0.29,0.31,0.15,0.24,0.25,0.41,0.0,0.16,0.15,0.19,0.14,0.12,0.13,0.12,0.14,0.1,0.07,0.0,0.0,0.08,0.07,0.07,0.1,0.08,0.0,0.07,0.05,0.06,0.14,0.0,0.03,0.04,0.05,0.03,0.03,0.01,0.01,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.08,0.0,0.7,0.0,0.05,0.0,0.0,0.0,100.08
