,BIIB,ORCL,CHTR,EBAY,FTNT,ALL,HPQ,INTC,MCK,AMP,SYF,KSU,MOH,MAS,L,CTXS,DVA,EQH,SC,CSL,ATUS,SCI,ARW,JEF,CACC,VOYA,SLM,AMG,TOL,POST,FCNCA,HALO,JCOM,HLF,BPOP,AYI,LPX,SLG,CAR,GPK,TNL,MSTR,THG,DISCA,AM,FCN,XRX,ALSN,HRB,AR,PFSI,BHF,MUSA,AGO,SPB,NAVI,TRTN,DDS,COS.,EAF,TRN,NUS,GHC,TPH,SANM,MOG.A,FL2P.,AVYA,BALY,ARI,LGND,RILY,BSIG,AMCX,MTOR,CASH,LC,SBTA.,PRIM,EIG,WRLD,COWN,CAL,TBI,RFP,HMST,CTRN,HVT,ETH,MSGN,MBI,MSBI,LPG,CIO,DHIL,ACBI,WSBF,SGU,UVE,AGPXX,CATO,FRGI,PCSB,CVLG,FLXS,IMMR,ELVT,CARV,Cash/Receivables/Payables,CNO,FBC,SBGI,Carver Bancorp Inc,Interest/Overdraft,Securities Lending - Bnym,n/a,ETD,MOG/A,ZD,CCSI,CO2A.,A4S.,ALS.,TRL.,SUM
07/23/2021,5.43,5.95,5.49,5.35,5.25,4.68,4.19,4.07,3.77,3.49,3.26,2.95,1.82,1.83,1.74,1.72,1.59,1.53,1.51,1.27,1.19,1.18,1.01,0.99,0.97,0.92,0.89,0.87,0.82,0.82,0.8,0.74,0.77,0.75,0.72,0.73,0.68,0.65,0.63,0.6,0.58,0.47,0.59,0.56,0.57,0.57,0.54,0.54,0.53,0.48,0.5,0.45,0.47,0.43,0.44,0.45,0.4,0.38,0.37,0.34,0.35,0.33,0.34,0.3,0.29,0.28,0.28,0.25,0.24,0.26,0.25,0.22,0.23,0.2,0.21,0.19,0.18,0.17,0.19,0.14,0.14,0.12,0.11,0.11,0.11,0.1,0.1,0.09,0.08,0.0,0.08,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
07/26/2021,5.45,6.04,5.45,5.5,5.34,4.65,4.09,4.08,3.83,3.48,3.23,2.96,1.82,1.81,1.73,1.7,1.59,1.52,1.51,1.25,1.19,1.17,1.0,0.98,0.97,0.91,0.84,0.85,0.83,0.8,0.82,0.74,0.77,0.73,0.74,0.72,0.69,0.63,0.66,0.59,0.59,0.52,0.58,0.56,0.58,0.56,0.55,0.53,0.53,0.5,0.5,0.44,0.46,0.43,0.44,0.44,0.4,0.4,0.0,0.34,0.35,0.32,0.32,0.31,0.29,0.28,0.0,0.25,0.24,0.26,0.25,0.22,0.23,0.19,0.2,0.19,0.18,0.0,0.18,0.14,0.15,0.12,0.11,0.11,0.11,0.1,0.09,0.08,0.07,0.0,0.08,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.0,0.04,0.04,0.03,0.04,0.03,0.03,0.01,0.0,0.0,0.36,0.27,0.17,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/27/2021,5.41,5.81,5.48,5.58,5.41,4.69,4.13,3.85,3.88,3.49,3.25,2.97,1.83,1.83,1.72,1.7,1.59,1.52,1.5,1.27,1.21,1.18,1.01,0.97,0.97,0.91,0.83,0.86,0.85,0.81,0.82,0.74,0.78,0.74,0.74,0.72,0.69,0.62,0.67,0.59,0.59,0.51,0.58,0.56,0.57,0.57,0.55,0.53,0.54,0.5,0.5,0.44,0.47,0.43,0.44,0.44,0.4,0.39,0.0,0.34,0.35,0.33,0.32,0.32,0.29,0.28,0.0,0.24,0.24,0.26,0.24,0.22,0.23,0.19,0.2,0.19,0.18,0.0,0.19,0.13,0.15,0.12,0.11,0.11,0.11,0.1,0.09,0.08,0.08,0.0,0.08,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.0,0.0,0.36,0.27,0.17,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/28/2021,5.41,5.81,5.48,5.58,5.41,4.69,4.13,3.85,3.88,3.49,3.25,2.97,1.83,1.83,1.72,1.7,1.59,1.52,1.5,1.27,1.21,1.18,1.01,0.97,0.97,0.91,0.83,0.86,0.85,0.81,0.82,0.74,0.78,0.74,0.74,0.72,0.69,0.62,0.67,0.59,0.59,0.51,0.58,0.56,0.57,0.57,0.55,0.53,0.54,0.5,0.5,0.44,0.47,0.43,0.44,0.44,0.4,0.39,0.0,0.34,0.35,0.33,0.32,0.32,0.29,0.28,0.0,0.24,0.24,0.26,0.24,0.22,0.23,0.19,0.2,0.19,0.18,0.0,0.19,0.13,0.15,0.12,0.11,0.11,0.11,0.1,0.09,0.08,0.08,0.0,0.08,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.0,0.0,0.36,0.27,0.17,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
07/29/2021,5.48,5.78,5.46,5.53,5.31,4.68,4.14,3.92,3.85,3.5,3.28,2.91,1.8,1.8,1.72,1.69,1.57,1.53,1.49,1.26,1.22,1.17,1.02,0.97,0.96,0.91,0.82,0.86,0.83,0.8,0.82,0.72,0.78,0.74,0.73,0.73,0.69,0.62,0.68,0.59,0.58,0.64,0.57,0.57,0.59,0.57,0.55,0.53,0.53,0.53,0.5,0.45,0.47,0.43,0.45,0.45,0.41,0.4,0.0,0.35,0.36,0.33,0.31,0.32,0.29,0.28,0.0,0.24,0.25,0.26,0.24,0.22,0.23,0.2,0.2,0.19,0.18,0.0,0.18,0.13,0.15,0.12,0.12,0.11,0.11,0.1,0.09,0.08,0.08,0.0,0.09,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.1,0.04,0.05,0.04,0.03,0.03,0.03,0.02,0.0,0.0,0.37,0.27,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
07/30/2021,5.54,5.8,5.46,5.47,5.31,4.74,4.15,3.85,3.9,3.49,3.3,2.85,1.82,1.82,1.72,1.69,1.58,1.52,1.5,1.26,1.2,1.18,1.02,0.97,0.96,0.92,0.82,0.86,0.83,0.8,0.83,0.71,0.78,0.72,0.74,0.72,0.69,0.63,0.67,0.64,0.58,0.59,0.57,0.56,0.55,0.57,0.58,0.52,0.53,0.5,0.5,0.44,0.48,0.43,0.45,0.45,0.4,0.39,0.0,0.36,0.35,0.33,0.31,0.33,0.29,0.28,0.0,0.24,0.25,0.26,0.24,0.21,0.23,0.19,0.2,0.19,0.18,0.0,0.18,0.13,0.15,0.12,0.11,0.12,0.11,0.1,0.09,0.08,0.07,0.0,0.08,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.1,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.0,0.0,0.37,0.27,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/02/2021,5.42,5.75,5.33,5.52,5.33,4.74,4.18,3.87,3.89,3.6,3.35,2.86,1.78,1.78,1.71,1.45,1.55,1.57,1.5,1.27,1.08,1.25,1.04,0.99,0.97,0.93,0.82,0.81,0.87,0.78,0.84,0.7,0.77,0.73,0.74,0.73,0.71,0.63,0.71,0.65,0.55,0.58,0.59,0.58,0.55,0.58,0.56,0.53,0.53,0.49,0.51,0.45,0.47,0.44,0.45,0.44,0.42,0.39,0.0,0.37,0.36,0.33,0.32,0.34,0.29,0.29,0.0,0.25,0.25,0.26,0.24,0.22,0.23,0.18,0.21,0.19,0.27,0.0,0.19,0.14,0.15,0.13,0.11,0.12,0.12,0.1,0.09,0.08,0.07,0.0,0.09,0.07,0.06,0.07,0.07,0.06,0.06,0.06,0.05,0.14,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.0,0.0,0.37,0.29,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/03/2021,4.69,5.57,5.13,4.83,5.45,4.77,4.25,4.76,3.86,3.66,3.35,2.98,1.95,1.86,1.73,1.53,1.56,1.62,1.54,1.29,1.03,1.29,1.07,1.0,0.97,0.96,0.75,0.81,0.9,0.8,0.84,0.72,0.78,0.74,0.72,0.77,0.69,0.63,0.71,0.67,0.55,0.6,0.6,0.6,0.56,0.61,0.57,0.54,0.55,0.5,0.51,0.45,0.49,0.44,0.46,0.45,0.44,0.39,0.37,0.37,0.36,0.33,0.33,0.35,0.31,0.28,0.0,0.25,0.26,0.26,0.23,0.23,0.24,0.19,0.22,0.19,0.29,0.18,0.2,0.15,0.16,0.13,0.12,0.12,0.12,0.1,0.09,0.08,0.07,0.0,0.09,0.07,0.06,0.07,0.07,0.06,0.06,0.06,0.05,0.15,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.11
08/04/2021,4.69,5.57,5.13,4.83,5.45,4.77,4.25,4.76,3.86,3.66,3.35,2.98,1.95,1.86,1.73,1.53,1.56,1.62,1.54,1.29,1.03,1.29,1.07,1.0,0.97,0.96,0.75,0.81,0.9,0.8,0.84,0.72,0.78,0.74,0.72,0.77,0.69,0.63,0.71,0.67,0.55,0.6,0.6,0.6,0.56,0.61,0.57,0.54,0.55,0.5,0.51,0.45,0.49,0.44,0.46,0.45,0.44,0.39,0.37,0.37,0.36,0.33,0.33,0.35,0.31,0.28,0.0,0.25,0.26,0.26,0.23,0.23,0.24,0.19,0.22,0.19,0.29,0.18,0.2,0.15,0.16,0.13,0.12,0.12,0.12,0.1,0.09,0.08,0.07,0.0,0.09,0.07,0.06,0.07,0.07,0.06,0.06,0.06,0.05,0.15,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.11
08/05/2021,4.74,5.57,5.15,4.84,5.67,4.74,4.27,4.73,3.84,3.65,3.32,2.94,1.95,1.84,1.72,1.57,1.57,1.6,1.52,1.29,1.04,1.28,1.06,1.01,1.06,0.96,0.75,0.81,0.9,0.79,0.83,0.7,0.78,0.73,0.71,0.75,0.67,0.62,0.73,0.66,0.54,0.61,0.59,0.6,0.54,0.6,0.56,0.53,0.54,0.48,0.53,0.45,0.49,0.44,0.44,0.45,0.43,0.37,0.36,0.37,0.36,0.33,0.33,0.35,0.3,0.27,0.0,0.25,0.26,0.26,0.23,0.22,0.24,0.19,0.21,0.19,0.31,0.18,0.19,0.15,0.16,0.13,0.12,0.12,0.11,0.1,0.09,0.08,0.07,0.0,0.09,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.16,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
08/09/2021,4.77,5.64,5.24,4.7,5.92,4.63,4.24,4.71,3.73,3.66,3.39,2.99,1.9,1.85,1.72,1.52,1.67,1.64,1.53,1.29,0.97,1.3,1.05,1.02,1.08,0.96,0.74,0.83,0.87,0.76,0.88,0.7,0.78,0.68,0.72,0.76,0.68,0.61,0.7,0.64,0.53,0.67,0.59,0.6,0.53,0.6,0.54,0.52,0.55,0.48,0.51,0.46,0.49,0.44,0.43,0.45,0.42,0.36,0.36,0.37,0.36,0.33,0.32,0.34,0.3,0.27,0.0,0.24,0.26,0.26,0.22,0.23,0.25,0.18,0.21,0.19,0.32,0.19,0.18,0.14,0.15,0.13,0.11,0.11,0.12,0.1,0.09,0.08,0.07,0.0,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.14,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
08/13/2021,4.72,5.58,5.15,4.65,5.86,4.8,4.26,4.66,3.6,3.71,3.48,3.14,1.79,1.82,1.75,1.5,1.68,1.67,1.53,1.27,0.94,1.3,1.04,1.04,1.07,0.98,0.73,0.83,0.86,0.83,0.91,0.7,0.73,0.68,0.73,0.76,0.71,0.6,0.72,0.66,0.53,0.7,0.6,0.59,0.53,0.58,0.55,0.5,0.55,0.5,0.54,0.48,0.48,0.44,0.42,0.47,0.43,0.38,0.37,0.35,0.37,0.32,0.3,0.34,0.3,0.27,0.0,0.21,0.26,0.26,0.22,0.22,0.25,0.2,0.22,0.19,0.32,0.18,0.17,0.14,0.15,0.13,0.11,0.11,0.11,0.1,0.09,0.08,0.08,0.0,0.08,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.05,0.13,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
08/16/2021,4.72,5.53,5.15,4.71,5.9,4.78,4.31,4.57,3.62,3.73,3.55,3.14,1.71,1.86,1.75,1.5,1.65,1.63,1.53,1.28,0.93,1.29,1.03,1.04,1.08,0.96,0.72,0.84,0.89,0.85,0.91,0.7,0.73,0.68,0.74,0.77,0.73,0.59,0.74,0.65,0.54,0.66,0.6,0.58,0.53,0.58,0.55,0.51,0.55,0.48,0.53,0.49,0.48,0.45,0.4,0.46,0.44,0.39,0.37,0.35,0.38,0.31,0.3,0.34,0.3,0.27,0.0,0.21,0.25,0.25,0.22,0.22,0.25,0.19,0.22,0.19,0.33,0.19,0.17,0.14,0.15,0.13,0.11,0.11,0.11,0.1,0.08,0.08,0.08,0.0,0.08,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.05,0.16,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
08/19/2021,4.75,5.59,5.2,5.13,5.83,4.82,4.17,4.56,3.65,3.71,3.53,3.14,1.75,1.88,1.72,1.5,1.65,1.61,1.5,1.29,0.9,1.3,1.02,1.02,1.1,0.96,0.72,0.83,0.89,0.86,0.88,0.69,0.7,0.68,0.73,0.77,0.7,0.59,0.76,0.65,0.53,0.64,0.6,0.56,0.51,0.58,0.54,0.5,0.55,0.45,0.53,0.48,0.49,0.45,0.4,0.46,0.43,0.42,0.37,0.34,0.37,0.31,0.3,0.34,0.29,0.26,0.0,0.2,0.24,0.25,0.21,0.21,0.25,0.19,0.21,0.19,0.32,0.18,0.16,0.14,0.15,0.12,0.11,0.11,0.1,0.1,0.08,0.07,0.08,0.0,0.08,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.05,0.16,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
08/20/2021,4.87,5.64,5.28,5.0,5.8,4.79,4.09,4.53,3.73,3.7,3.5,3.15,1.8,1.85,1.73,1.51,1.67,1.59,1.51,1.29,0.91,1.29,1.03,1.02,1.12,0.96,0.72,0.81,0.86,0.88,0.89,0.69,0.7,0.68,0.72,0.77,0.68,0.6,0.76,0.65,0.52,0.62,0.61,0.57,0.52,0.59,0.54,0.49,0.56,0.46,0.54,0.48,0.49,0.44,0.4,0.47,0.43,0.4,0.37,0.34,0.37,0.31,0.29,0.33,0.29,0.26,0.0,0.2,0.23,0.25,0.21,0.21,0.25,0.18,0.21,0.18,0.31,0.18,0.16,0.14,0.15,0.12,0.11,0.11,0.1,0.1,0.08,0.07,0.07,0.0,0.08,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.05,0.13,0.04,0.04,0.04,0.04,0.03,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
