,BRKR,PRGO,UHS,HRC,CHE,PINC,XRAY,EHC,ENSG,VRT,PEGA,BRKS,JBL,JNPR,CABO,SAIC,POWI,AEIS,SNX,NATI,XRX,AMKR,OLED,CDK,CCMP,DKS,AEO,WING,AAP,HOG,WEN,CHH,TPD.,IPG,LEG,FL,SCI,WMG,NXST,BWA,FUO.,FBHS,PHM,WH,NWL,NWSA,PII,TOL,WHR,PAG,TNL,LEA,COLM,ARMK,GNTX,HBI,KSS,SEB,TRGP,WSM,LANC,LAD,CHDN,KBH,NYT,DVN,LW,OVV,MRO,REYN,THO,INGR,FANG,ACI,FLO,ADT,BG,XEC,SEE,TXT,APA,AWI,AM,CSL,CASY,MAN,MSA,WSO,RHI,DCI,LII,ALLE,WMS,BAH,EME,G,GGG,JKHY,LECO,NDSN,SSD,TTC,WDFC,OSK,SON,OC,SC,EXP,BC,AYI,AOS,CCK,JBT,WWD,TPL,PWR,MSM,LPX,ITT,HII,FLS,ESI,CW,CR,ATR,MDU,WRK,VVV,VMI,CC,S9Q.,SNA,SLGN,RPM,COG,MMS,LSTR,KNX,KBR,HUBB,GPK,CHRW,APO,ALSN,NRG,UGI,WU,CG,TTEK,GRA,LFUS,HFC,EXPO,CNP,AGCO,LSI,NFG,VST,STLD,RBC,QTS,OLN,OGE,MKSI,EVRG,WTRG,CUBE,CPT,BWXT,LNT,AAON,NI,VER,RGLD,RXN,PNW,AFG,ELS,CBOE,AMH,AL,CF,SLG,POR,RYN,REXR,SAFE,STAG,SLM,SRC,TRNO,TW,UDR,ORI,OGS,MORN,IRM,COR,ARES,ATO,CLF,AMG,REG,LAMR,ACC,IFF,BRO,TPX,DLB,SPR,EGP,BKH,IDA,FR,FRT,HE,IIPR,LB,TXRH,CRI,RL,GPS,VNT,CLR,NEU,RS,ASH,KWR,TKR,SMG,HUN,MOS,WLK,X,WPC,ORA,COLD,HTA,CUZ,US Dollar,BBWI WI,NYCB,JEF,n/a,PSB,CONE,FDS,MTG,KIM,LPLA,ZION,WAL,CMA,LNC,SBNY,ZWS,CTRA,RRX,FAF,OGN,SEM,MCFE,CTXS,LUMN,M,HAS,TPR,VAC,HRB,SJM,CHK,CPB,TAP,WTS,ENS,TTEC,ADS,HWM,PKG,EXPI,AVNT,EVR,UFPI,IBKR,BCPC,HLI,AXS,VOYA,EQH,LAZ,NSA,ERIE,SUM
08/06/2021,1.39,1.39,1.44,1.6,1.31,1.35,1.35,1.41,1.29,0.73,0.65,0.66,0.74,0.85,0.81,0.68,0.85,0.65,0.7,0.74,0.74,0.79,0.74,0.68,0.69,0.43,0.36,0.44,0.42,0.35,0.39,0.39,0.0,0.44,0.38,0.36,0.47,0.41,0.4,0.41,0.0,0.27,0.4,0.39,0.37,0.37,0.39,0.41,0.41,0.47,0.34,0.39,0.41,0.37,0.41,0.4,0.37,0.32,0.29,0.4,0.33,0.42,0.36,0.42,0.4,0.28,0.27,0.25,0.26,0.3,0.42,0.32,0.27,0.39,0.32,0.27,0.32,0.0,0.27,0.28,0.27,0.28,0.28,0.29,0.33,0.27,0.27,0.27,0.3,0.29,0.26,0.27,0.29,0.27,0.27,0.3,0.29,0.29,0.29,0.28,0.28,0.28,0.32,0.26,0.26,0.27,0.0,0.28,0.29,0.26,0.27,0.27,0.28,0.25,0.29,0.27,0.27,0.25,0.29,0.27,0.29,0.24,0.28,0.29,0.25,0.28,0.26,0.24,0.28,0.24,0.0,0.27,0.26,0.27,0.29,0.27,0.27,0.3,0.73,0.29,0.29,0.27,0.0,0.28,0.23,0.23,0.27,0.0,0.3,0.0,0.28,0.28,0.34,0.24,0.28,0.23,0.23,0.23,0.26,0.3,0.0,0.25,0.23,0.24,0.25,0.25,0.0,0.23,0.26,0.24,0.27,0.23,0.0,0.26,0.31,0.22,0.0,0.23,0.0,0.0,0.28,0.0,0.0,0.25,0.0,0.22,0.24,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.43,0.73,0.25,0.0,0.24,0.25,0.0,0.0,0.23,0.23,0.36,0.37,0.4,0.42,0.35,0.27,0.28,0.24,0.26,0.23,0.26,0.23,0.23,0.24,0.24,0.23,0.26,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.31
08/09/2021,1.41,1.39,1.37,1.57,1.3,1.32,1.25,1.37,1.28,0.72,0.66,0.69,0.73,0.84,0.83,0.68,0.87,0.59,0.73,0.72,0.72,0.83,0.76,0.67,0.6,0.43,0.36,0.45,0.4,0.34,0.38,0.4,0.0,0.45,0.37,0.35,0.48,0.4,0.41,0.38,0.0,0.27,0.39,0.39,0.37,0.39,0.39,0.41,0.41,0.47,0.34,0.39,0.42,0.38,0.4,0.42,0.38,0.33,0.3,0.4,0.32,0.43,0.39,0.42,0.43,0.28,0.26,0.25,0.27,0.3,0.42,0.31,0.27,0.39,0.31,0.23,0.32,0.0,0.27,0.29,0.26,0.28,0.28,0.29,0.33,0.27,0.26,0.27,0.31,0.29,0.26,0.27,0.27,0.26,0.27,0.3,0.29,0.29,0.29,0.28,0.28,0.29,0.32,0.25,0.26,0.27,0.0,0.28,0.29,0.26,0.27,0.27,0.28,0.26,0.29,0.28,0.26,0.25,0.29,0.27,0.29,0.24,0.28,0.29,0.25,0.28,0.25,0.24,0.28,0.23,0.0,0.28,0.26,0.26,0.29,0.26,0.27,0.3,0.72,0.29,0.28,0.26,0.0,0.27,0.24,0.23,0.27,0.0,0.31,0.0,0.28,0.28,0.35,0.24,0.28,0.23,0.23,0.22,0.25,0.3,0.0,0.25,0.23,0.24,0.25,0.25,0.22,0.23,0.25,0.25,0.28,0.24,0.0,0.25,0.32,0.0,0.0,0.23,0.0,0.22,0.29,0.0,0.0,0.25,0.0,0.23,0.25,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.44,0.72,0.24,0.0,0.25,0.25,0.0,0.0,0.24,0.23,0.35,0.38,0.4,0.42,0.34,0.27,0.29,0.24,0.25,0.23,0.26,0.23,0.0,0.23,0.24,0.0,0.26,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.94999999999999
08/10/2021,1.43,1.4,1.37,1.56,1.29,1.35,1.25,1.36,1.28,0.72,0.66,0.64,0.74,0.84,0.83,0.68,0.87,0.6,0.72,0.72,0.73,0.83,0.67,0.67,0.59,0.43,0.37,0.45,0.4,0.35,0.38,0.4,0.0,0.45,0.37,0.35,0.48,0.39,0.41,0.37,0.0,0.27,0.39,0.39,0.37,0.38,0.38,0.4,0.4,0.46,0.34,0.39,0.42,0.38,0.4,0.42,0.38,0.33,0.3,0.39,0.32,0.42,0.39,0.41,0.44,0.29,0.26,0.25,0.27,0.3,0.42,0.31,0.26,0.41,0.31,0.24,0.32,0.0,0.27,0.29,0.26,0.28,0.27,0.29,0.33,0.27,0.27,0.26,0.31,0.29,0.26,0.27,0.27,0.26,0.27,0.3,0.28,0.29,0.29,0.28,0.28,0.29,0.31,0.25,0.26,0.27,0.22,0.28,0.29,0.26,0.27,0.27,0.28,0.25,0.29,0.28,0.26,0.26,0.29,0.27,0.27,0.24,0.28,0.29,0.25,0.29,0.25,0.24,0.28,0.24,0.0,0.28,0.26,0.26,0.29,0.26,0.27,0.3,0.72,0.29,0.28,0.27,0.0,0.27,0.25,0.23,0.27,0.0,0.31,0.0,0.28,0.27,0.35,0.24,0.28,0.23,0.23,0.23,0.26,0.3,0.0,0.25,0.24,0.24,0.25,0.25,0.22,0.23,0.25,0.25,0.29,0.24,0.0,0.25,0.32,0.0,0.0,0.23,0.0,0.0,0.28,0.0,0.0,0.25,0.0,0.22,0.25,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.43,0.72,0.25,0.0,0.24,0.25,0.0,0.0,0.23,0.25,0.34,0.38,0.4,0.42,0.35,0.28,0.29,0.25,0.25,0.24,0.27,0.23,0.0,0.24,0.24,0.22,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.85999999999999
08/11/2021,1.43,1.4,1.37,1.56,1.29,1.35,1.25,1.36,1.28,0.72,0.66,0.64,0.74,0.84,0.83,0.68,0.87,0.6,0.72,0.72,0.73,0.83,0.67,0.67,0.59,0.43,0.37,0.45,0.4,0.35,0.38,0.4,0.0,0.45,0.37,0.35,0.48,0.39,0.41,0.37,0.0,0.27,0.39,0.39,0.37,0.38,0.38,0.4,0.4,0.46,0.34,0.39,0.42,0.38,0.4,0.42,0.38,0.33,0.3,0.39,0.32,0.42,0.39,0.41,0.44,0.29,0.26,0.25,0.27,0.3,0.42,0.31,0.26,0.41,0.31,0.24,0.32,0.0,0.27,0.29,0.26,0.28,0.27,0.29,0.33,0.27,0.27,0.26,0.31,0.29,0.26,0.27,0.27,0.26,0.27,0.3,0.28,0.29,0.29,0.28,0.28,0.29,0.31,0.25,0.26,0.27,0.22,0.28,0.29,0.26,0.27,0.27,0.28,0.25,0.29,0.28,0.26,0.26,0.29,0.27,0.27,0.24,0.28,0.29,0.25,0.29,0.25,0.24,0.28,0.24,0.0,0.28,0.26,0.26,0.29,0.26,0.27,0.3,0.72,0.29,0.28,0.27,0.0,0.27,0.25,0.23,0.27,0.0,0.31,0.0,0.28,0.27,0.35,0.24,0.28,0.23,0.23,0.23,0.26,0.3,0.0,0.25,0.24,0.24,0.25,0.25,0.22,0.23,0.25,0.25,0.29,0.24,0.0,0.25,0.32,0.0,0.0,0.23,0.0,0.0,0.28,0.0,0.0,0.25,0.0,0.22,0.25,0.23,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.0,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.43,0.72,0.25,0.0,0.24,0.25,0.0,0.0,0.23,0.25,0.34,0.38,0.4,0.42,0.35,0.28,0.29,0.25,0.25,0.24,0.27,0.23,0.0,0.24,0.24,0.22,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.85999999999999
08/13/2021,1.42,1.41,1.32,1.47,1.27,1.35,1.21,1.34,1.27,0.71,0.66,0.64,0.73,0.83,0.84,0.67,0.87,0.57,0.73,0.71,0.73,0.81,0.66,0.67,0.59,0.43,0.37,0.43,0.41,0.35,0.38,0.4,0.0,0.45,0.37,0.37,0.48,0.39,0.4,0.38,0.0,0.27,0.39,0.4,0.37,0.38,0.38,0.4,0.41,0.47,0.34,0.38,0.42,0.37,0.4,0.43,0.4,0.35,0.31,0.4,0.32,0.43,0.39,0.41,0.44,0.29,0.27,0.25,0.28,0.31,0.43,0.31,0.26,0.48,0.31,0.23,0.33,0.0,0.28,0.29,0.27,0.28,0.28,0.29,0.33,0.28,0.27,0.26,0.31,0.29,0.26,0.27,0.27,0.26,0.27,0.31,0.28,0.29,0.29,0.28,0.28,0.29,0.32,0.26,0.26,0.27,0.22,0.29,0.29,0.26,0.27,0.28,0.28,0.25,0.29,0.28,0.26,0.26,0.29,0.27,0.27,0.25,0.28,0.3,0.25,0.29,0.26,0.23,0.28,0.24,0.0,0.28,0.27,0.26,0.29,0.25,0.27,0.29,0.71,0.29,0.29,0.26,0.0,0.27,0.24,0.23,0.27,0.0,0.31,0.0,0.29,0.28,0.35,0.25,0.29,0.23,0.23,0.23,0.28,0.3,0.0,0.25,0.24,0.23,0.25,0.25,0.22,0.0,0.26,0.25,0.31,0.23,0.0,0.24,0.33,0.22,0.0,0.22,0.0,0.0,0.28,0.23,0.0,0.24,0.0,0.0,0.24,0.22,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.0,0.22,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.44,0.7,0.25,0.0,0.24,0.25,0.0,0.0,0.24,0.25,0.0,0.38,0.39,0.41,0.36,0.28,0.3,0.25,0.26,0.24,0.27,0.23,0.0,0.24,0.26,0.23,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.06
08/16/2021,1.42,1.17,1.32,1.51,1.25,1.36,1.22,1.3,1.27,0.72,0.65,0.62,0.74,0.83,0.85,0.67,0.85,0.55,0.74,0.7,0.73,0.79,0.64,0.67,0.57,0.43,0.36,0.42,0.4,0.36,0.4,0.39,0.0,0.46,0.38,0.37,0.48,0.38,0.4,0.38,0.0,0.28,0.4,0.39,0.37,0.37,0.39,0.42,0.42,0.47,0.35,0.38,0.42,0.37,0.39,0.44,0.4,0.34,0.31,0.41,0.32,0.43,0.39,0.42,0.44,0.3,0.26,0.24,0.28,0.32,0.43,0.31,0.26,0.49,0.31,0.22,0.33,0.0,0.28,0.29,0.27,0.28,0.28,0.3,0.33,0.28,0.26,0.26,0.31,0.29,0.26,0.27,0.27,0.26,0.27,0.31,0.28,0.29,0.29,0.28,0.28,0.28,0.31,0.26,0.26,0.27,0.23,0.3,0.29,0.26,0.27,0.29,0.27,0.26,0.29,0.3,0.26,0.27,0.29,0.27,0.27,0.25,0.28,0.31,0.26,0.29,0.26,0.23,0.28,0.24,0.0,0.28,0.27,0.27,0.28,0.25,0.28,0.3,0.74,0.3,0.29,0.27,0.0,0.27,0.24,0.23,0.27,0.0,0.32,0.0,0.29,0.28,0.35,0.25,0.3,0.23,0.23,0.22,0.3,0.31,0.0,0.25,0.24,0.22,0.25,0.24,0.22,0.22,0.26,0.24,0.3,0.23,0.0,0.24,0.33,0.0,0.0,0.23,0.0,0.0,0.28,0.23,0.0,0.25,0.0,0.0,0.24,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.44,0.71,0.25,0.0,0.24,0.25,0.0,0.0,0.24,0.25,0.0,0.37,0.41,0.42,0.35,0.29,0.31,0.26,0.26,0.24,0.26,0.24,0.0,0.24,0.26,0.23,0.28,0.0,0.22,0.0,0.0,0.0,0.0,0.47,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.94999999999999
08/17/2021,1.42,1.17,1.33,1.54,1.26,1.35,1.21,1.32,1.26,0.71,0.65,0.62,0.74,0.85,0.85,0.68,0.86,0.55,0.73,0.71,0.73,0.79,0.63,0.66,0.59,0.43,0.35,0.43,0.4,0.35,0.4,0.39,0.0,0.46,0.38,0.36,0.48,0.39,0.39,0.37,0.0,0.28,0.4,0.39,0.37,0.36,0.38,0.42,0.42,0.47,0.36,0.38,0.42,0.38,0.39,0.43,0.39,0.35,0.31,0.4,0.32,0.43,0.38,0.43,0.44,0.3,0.27,0.24,0.27,0.32,0.42,0.32,0.25,0.49,0.33,0.0,0.33,0.0,0.28,0.29,0.26,0.28,0.27,0.3,0.33,0.28,0.26,0.26,0.32,0.29,0.26,0.27,0.27,0.26,0.26,0.31,0.28,0.29,0.29,0.28,0.28,0.28,0.31,0.26,0.26,0.27,0.22,0.29,0.29,0.26,0.27,0.29,0.27,0.26,0.29,0.29,0.26,0.27,0.29,0.27,0.27,0.25,0.28,0.3,0.26,0.29,0.26,0.23,0.28,0.24,0.0,0.28,0.27,0.27,0.28,0.26,0.28,0.3,0.74,0.3,0.29,0.27,0.0,0.26,0.24,0.23,0.27,0.0,0.31,0.0,0.3,0.29,0.35,0.25,0.29,0.23,0.23,0.22,0.3,0.31,0.0,0.26,0.24,0.22,0.25,0.24,0.22,0.23,0.26,0.25,0.3,0.23,0.0,0.25,0.33,0.0,0.0,0.23,0.0,0.0,0.28,0.23,0.0,0.25,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.44,0.72,0.24,0.0,0.25,0.25,0.0,0.0,0.24,0.25,0.0,0.37,0.41,0.42,0.34,0.29,0.3,0.26,0.25,0.24,0.26,0.24,0.0,0.23,0.26,0.23,0.29,0.0,0.0,0.0,0.23,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.94
08/18/2021,1.42,1.17,1.33,1.54,1.26,1.35,1.21,1.32,1.26,0.71,0.65,0.62,0.74,0.85,0.85,0.68,0.86,0.55,0.73,0.71,0.73,0.79,0.63,0.66,0.59,0.43,0.35,0.43,0.4,0.35,0.4,0.39,0.0,0.46,0.38,0.36,0.48,0.39,0.39,0.37,0.0,0.28,0.4,0.39,0.37,0.36,0.38,0.42,0.42,0.47,0.36,0.38,0.42,0.38,0.39,0.43,0.39,0.35,0.31,0.4,0.32,0.43,0.38,0.43,0.44,0.3,0.27,0.24,0.27,0.32,0.42,0.32,0.25,0.49,0.33,0.0,0.33,0.0,0.28,0.29,0.26,0.28,0.27,0.3,0.33,0.28,0.26,0.26,0.32,0.29,0.26,0.27,0.27,0.26,0.26,0.31,0.28,0.29,0.29,0.28,0.28,0.28,0.31,0.26,0.26,0.27,0.22,0.29,0.29,0.26,0.27,0.29,0.27,0.26,0.29,0.29,0.26,0.27,0.29,0.27,0.27,0.25,0.28,0.3,0.26,0.29,0.26,0.23,0.28,0.24,0.0,0.28,0.27,0.27,0.28,0.26,0.28,0.3,0.74,0.3,0.29,0.27,0.0,0.26,0.24,0.23,0.27,0.0,0.31,0.0,0.3,0.29,0.35,0.25,0.29,0.23,0.23,0.22,0.3,0.31,0.0,0.26,0.24,0.22,0.25,0.24,0.22,0.23,0.26,0.25,0.3,0.23,0.0,0.25,0.33,0.0,0.0,0.23,0.0,0.0,0.28,0.23,0.0,0.25,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.44,0.72,0.24,0.0,0.25,0.25,0.0,0.0,0.24,0.25,0.0,0.37,0.41,0.42,0.34,0.29,0.3,0.26,0.25,0.24,0.26,0.24,0.0,0.23,0.26,0.23,0.29,0.0,0.0,0.0,0.23,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.94
08/19/2021,1.44,1.17,1.35,1.52,1.26,1.35,1.25,1.32,1.26,0.71,0.65,0.62,0.74,0.84,0.86,0.69,0.86,0.54,0.73,0.7,0.72,0.79,0.63,0.66,0.61,0.44,0.34,0.43,0.41,0.36,0.4,0.39,0.0,0.46,0.38,0.36,0.49,0.39,0.39,0.37,0.0,0.28,0.4,0.39,0.37,0.36,0.39,0.42,0.43,0.48,0.35,0.38,0.41,0.37,0.39,0.43,0.39,0.34,0.3,0.41,0.32,0.44,0.38,0.42,0.44,0.29,0.27,0.23,0.26,0.32,0.42,0.32,0.24,0.49,0.33,0.0,0.33,0.0,0.28,0.29,0.24,0.28,0.27,0.3,0.33,0.28,0.27,0.26,0.32,0.3,0.26,0.27,0.27,0.26,0.26,0.31,0.28,0.3,0.29,0.29,0.28,0.28,0.31,0.26,0.26,0.27,0.22,0.29,0.29,0.27,0.28,0.29,0.27,0.26,0.28,0.29,0.26,0.26,0.29,0.27,0.27,0.25,0.28,0.3,0.26,0.29,0.26,0.23,0.28,0.24,0.0,0.28,0.28,0.27,0.27,0.26,0.28,0.3,0.74,0.3,0.29,0.27,0.0,0.26,0.24,0.23,0.27,0.0,0.31,0.0,0.3,0.28,0.35,0.25,0.29,0.23,0.23,0.0,0.29,0.31,0.0,0.25,0.24,0.23,0.26,0.24,0.22,0.23,0.26,0.25,0.3,0.24,0.0,0.24,0.33,0.0,0.0,0.23,0.0,0.0,0.28,0.0,0.0,0.25,0.0,0.22,0.23,0.23,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.0,0.22,0.0,0.23,0.24,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.44,0.74,0.24,0.0,0.25,0.25,0.0,0.0,0.24,0.25,0.0,0.37,0.41,0.41,0.33,0.29,0.29,0.26,0.25,0.24,0.26,0.24,0.0,0.24,0.25,0.23,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.96000000000001
08/20/2021,1.44,1.2,1.37,1.54,1.27,1.39,1.28,1.33,1.25,0.71,0.67,0.6,0.74,0.84,0.87,0.7,0.85,0.53,0.73,0.69,0.72,0.75,0.64,0.66,0.59,0.43,0.33,0.43,0.41,0.35,0.41,0.39,0.0,0.46,0.37,0.35,0.49,0.39,0.39,0.37,0.0,0.28,0.39,0.38,0.37,0.36,0.38,0.41,0.41,0.46,0.34,0.37,0.41,0.37,0.39,0.42,0.38,0.35,0.3,0.41,0.32,0.4,0.37,0.41,0.45,0.29,0.27,0.24,0.26,0.32,0.41,0.32,0.24,0.5,0.34,0.0,0.33,0.0,0.28,0.29,0.24,0.28,0.27,0.3,0.34,0.28,0.27,0.26,0.32,0.3,0.26,0.28,0.27,0.26,0.26,0.32,0.28,0.3,0.29,0.29,0.28,0.28,0.3,0.25,0.27,0.26,0.22,0.29,0.28,0.27,0.27,0.29,0.27,0.26,0.28,0.29,0.26,0.26,0.29,0.27,0.27,0.25,0.28,0.3,0.26,0.29,0.26,0.23,0.28,0.24,0.0,0.28,0.28,0.27,0.28,0.27,0.28,0.3,0.75,0.3,0.29,0.27,0.0,0.26,0.25,0.23,0.27,0.0,0.31,0.0,0.3,0.28,0.35,0.25,0.28,0.23,0.23,0.22,0.28,0.31,0.0,0.24,0.24,0.0,0.26,0.25,0.23,0.23,0.26,0.25,0.3,0.24,0.0,0.24,0.33,0.0,0.0,0.23,0.0,0.0,0.28,0.0,0.0,0.25,0.0,0.22,0.23,0.23,0.0,0.0,0.0,0.0,0.22,0.0,0.23,0.0,0.22,0.0,0.22,0.24,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.44,0.73,0.23,0.0,0.25,0.26,0.0,0.0,0.24,0.25,0.0,0.38,0.4,0.41,0.32,0.29,0.29,0.26,0.25,0.24,0.26,0.23,0.0,0.23,0.24,0.23,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.83
