,TSLA,ROKU,TDOC,ZM,SHOP,SQ,TWLO,SPOT,COIN,U,Z,CRSP,EXK.,NTLA,DOCU,PLTR,BEAM,TXG,TWTR,DKNG,NVTA,PATH,SE,IRDM,FATE,TSP,SKLZ,NTDOY,TWST,IOVA,TER,TWOU,PD,EDIT,PACB,TCEHY,PRLB,BLI,PSTG,TRMB,VCYT,NSTG,BEKE,MCRB,SSYS,MTLS,NVSN.MX,CERS,CGEN,DREYFUS GOVT CASH MAN INS,ICE,NVS,HOOD,n/a,SRNG,SGFY,EXAS,DNA,MISXX,SUM
07/23/2021,10.45,5.95,5.85,4.37,4.86,5.01,3.95,3.59,4.18,3.6,3.02,2.69,3.1,2.75,2.8,2.19,1.91,2.15,1.96,1.76,1.58,2.05,1.69,1.51,1.52,0.96,1.03,1.14,1.12,1.01,1.05,1.05,0.99,0.84,0.81,0.02,0.79,0.75,0.02,0.6,0.56,0.5,0.37,0.49,0.39,0.36,0.0,0.28,0.2,0.17,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/26/2021,10.08,5.88,5.66,4.56,4.93,5.2,4.03,3.49,4.2,3.79,3.03,2.65,3.06,2.7,2.72,2.13,1.88,2.13,1.97,2.05,1.49,2.18,1.74,1.49,1.57,0.9,0.97,1.11,1.07,0.96,1.05,1.05,1.0,0.81,0.94,0.0,0.75,0.74,0.0,0.6,0.55,0.5,0.36,0.18,0.38,0.34,0.0,0.27,0.19,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/28/2021,9.98,6.5,5.61,4.53,5.08,5.26,4.07,3.48,4.17,3.85,3.06,2.59,3.05,2.51,2.67,2.11,1.83,2.09,2.33,2.05,1.47,2.25,1.76,1.48,1.6,0.86,1.01,1.12,1.03,0.95,1.07,1.04,1.0,0.77,0.94,0.0,0.76,0.73,0.0,0.61,0.56,0.5,0.02,0.17,0.37,0.33,0.0,0.27,0.19,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/29/2021,10.28,6.63,5.59,4.75,4.93,5.27,3.99,3.47,4.59,3.86,3.01,2.55,2.96,2.45,2.66,2.15,1.78,2.03,2.25,2.06,1.45,2.23,1.73,1.5,1.58,0.82,1.0,1.11,0.99,0.92,1.06,1.04,1.0,0.75,0.99,0.0,0.74,0.71,0.0,0.61,0.54,0.5,0.0,0.18,0.36,0.32,0.0,0.26,0.18,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
07/30/2021,10.31,6.5,5.76,4.78,4.96,5.17,3.97,3.49,4.5,3.85,3.01,2.57,2.99,2.48,2.69,2.16,1.72,2.05,2.29,2.09,1.46,2.18,1.66,1.49,1.6,0.81,0.94,1.14,0.97,0.92,1.05,1.05,1.0,0.76,1.0,0.0,0.76,0.69,0.0,0.62,0.55,0.5,0.0,0.17,0.36,0.32,0.0,0.27,0.19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/02/2021,10.58,5.88,6.03,4.91,4.51,4.93,3.92,3.44,4.41,4.16,2.98,2.54,3.08,2.49,2.37,2.16,1.82,1.94,2.56,2.09,1.47,2.25,1.7,1.52,1.68,0.8,0.84,1.06,0.97,0.86,1.05,1.04,1.0,0.79,1.03,0.0,0.68,0.71,0.0,0.63,0.56,0.51,0.0,0.13,0.37,0.35,0.0,0.27,0.19,0.2,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/03/2021,10.58,5.88,6.03,4.91,4.51,4.93,3.92,3.44,4.41,4.16,2.98,2.54,3.08,2.49,2.37,2.16,1.82,1.94,2.56,2.09,1.47,2.25,1.7,1.52,1.68,0.8,0.84,1.06,0.97,0.86,1.05,1.04,1.0,0.79,1.03,0.0,0.68,0.71,0.0,0.63,0.56,0.51,0.0,0.13,0.37,0.35,0.0,0.27,0.19,0.2,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/04/2021,10.68,5.67,5.81,4.87,4.49,4.84,3.79,3.54,4.48,4.05,2.97,2.62,3.04,2.62,2.33,2.14,1.91,1.96,2.57,2.06,1.47,2.26,1.67,1.56,1.64,0.74,0.86,1.02,1.01,0.84,1.07,0.99,1.0,0.8,1.1,0.0,0.69,0.7,0.0,0.64,0.65,0.52,0.0,0.12,0.36,0.36,0.0,0.27,0.19,0.24,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,99.97999999999998
08/05/2021,10.93,5.53,5.82,4.84,4.57,5.09,3.81,3.5,4.42,4.04,2.98,2.66,3.03,2.5,2.29,2.16,1.89,1.89,2.52,2.06,1.47,2.14,1.69,1.54,1.67,0.76,0.86,1.01,0.95,0.82,1.06,1.01,1.05,0.78,1.16,0.0,0.69,0.71,0.0,0.63,0.64,0.51,0.0,0.12,0.36,0.36,0.0,0.27,0.19,0.2,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/06/2021,11.0,5.52,5.91,4.81,4.55,5.07,3.74,3.36,4.35,3.97,2.92,2.65,2.93,2.55,2.29,2.19,1.96,1.91,2.52,2.05,1.49,2.18,1.71,1.53,1.71,0.76,0.83,0.99,0.97,0.83,1.07,0.97,1.05,0.8,1.15,0.0,0.69,0.69,0.0,0.64,0.65,0.52,0.0,0.11,0.36,0.35,0.0,0.28,0.19,0.21,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
08/09/2021,10.19,5.69,5.73,4.91,4.35,4.81,3.66,3.27,4.63,3.99,2.95,2.8,2.92,2.91,2.24,2.12,2.25,1.75,2.44,2.05,1.54,2.36,1.76,1.55,1.89,0.73,0.72,0.88,0.96,0.84,1.02,0.91,1.05,1.0,1.28,0.0,0.68,0.69,0.0,0.64,0.67,0.49,0.0,0.1,0.38,0.35,0.0,0.32,0.19,0.0,0.0,0.0,1.06,0.15,0.08,0.0,0.0,0.0,0.0,99.95
08/10/2021,10.19,5.69,5.73,4.91,4.35,4.81,3.66,3.27,4.63,3.99,2.95,2.8,2.92,2.91,2.24,2.12,2.25,1.75,2.44,2.05,1.54,2.36,1.76,1.55,1.89,0.73,0.72,0.88,0.96,0.84,1.02,0.91,1.05,1.0,1.28,0.0,0.68,0.69,0.0,0.64,0.67,0.49,0.0,0.1,0.38,0.35,0.0,0.32,0.19,0.0,0.0,0.0,1.06,0.15,0.08,0.0,0.0,0.0,0.0,99.95
08/11/2021,10.16,5.71,5.7,4.81,4.38,4.63,3.68,3.35,4.77,3.95,2.76,2.92,2.81,3.01,2.26,2.1,2.25,1.74,2.42,2.14,1.51,2.37,1.79,1.54,1.93,0.71,0.71,0.85,0.88,0.84,1.05,0.91,1.05,1.04,1.21,0.0,0.69,0.66,0.0,0.65,0.67,0.5,0.0,0.1,0.38,0.35,0.0,0.33,0.19,0.0,0.0,0.0,1.17,0.27,0.14,0.0,0.0,0.0,0.0,100.04
08/12/2021,10.21,5.71,5.66,4.74,4.38,4.64,3.66,3.34,5.1,4.01,2.78,2.9,2.74,2.84,2.25,2.17,2.18,1.72,2.37,2.13,1.45,2.39,1.71,1.52,1.9,0.76,0.73,0.82,0.88,0.85,1.02,0.88,1.03,1.07,1.22,0.0,0.68,0.66,0.0,0.64,0.66,0.49,0.0,0.1,0.38,0.35,0.0,0.33,0.18,0.0,0.0,0.0,1.19,0.33,0.25,0.0,0.0,0.0,0.0,100.0
08/13/2021,10.44,5.6,5.67,4.73,4.35,4.57,3.67,3.29,5.04,4.0,2.95,2.92,2.69,2.84,2.19,2.23,2.19,1.67,2.39,2.18,1.38,2.47,1.57,1.56,1.86,0.85,0.73,0.78,0.82,0.84,1.02,0.89,1.02,1.16,1.16,0.0,0.7,0.67,0.0,0.66,0.64,0.46,0.0,0.1,0.42,0.36,0.0,0.33,0.18,0.0,0.0,0.0,1.16,0.28,0.34,0.0,0.0,0.0,0.0,100.02
08/16/2021,10.62,5.46,5.61,4.61,4.14,4.34,3.68,3.28,4.79,4.73,2.94,2.93,2.68,2.93,2.0,2.67,2.22,1.63,2.21,2.29,1.43,2.36,1.47,1.54,1.91,0.91,0.73,0.75,0.86,0.79,0.94,0.85,1.01,1.24,1.16,0.0,0.7,0.66,0.0,0.65,0.65,0.47,0.0,0.09,0.43,0.36,0.0,0.33,0.18,0.0,0.0,0.0,1.04,0.27,0.34,0.11,0.0,0.0,0.0,99.99
08/17/2021,10.62,5.46,5.61,4.61,4.14,4.34,3.68,3.28,4.79,4.73,2.94,2.93,2.68,2.93,2.0,2.67,2.22,1.63,2.21,2.29,1.43,2.36,1.47,1.54,1.91,0.91,0.73,0.75,0.86,0.79,0.94,0.85,1.01,1.24,1.16,0.0,0.7,0.66,0.0,0.65,0.65,0.47,0.0,0.09,0.43,0.36,0.0,0.33,0.18,0.0,0.0,0.0,1.04,0.27,0.34,0.11,0.0,0.0,0.0,99.99
08/18/2021,10.68,5.35,5.63,4.57,4.17,4.39,3.7,3.27,4.94,4.87,2.89,2.77,2.62,2.87,2.03,2.84,2.15,1.64,2.23,2.27,1.36,2.39,1.49,1.5,1.87,0.96,0.69,0.75,0.81,0.78,0.95,0.85,1.02,1.2,1.13,0.0,0.69,0.69,0.0,0.66,0.63,0.47,0.0,0.09,0.4,0.34,0.0,0.32,0.18,0.0,0.0,0.0,1.1,0.21,0.34,0.22,0.0,0.0,0.0,99.97
08/19/2021,10.43,5.44,5.56,4.57,4.11,4.26,3.58,3.3,4.96,4.72,2.88,2.75,2.78,2.93,1.97,2.97,2.23,1.67,2.24,2.27,1.42,2.36,1.44,1.52,1.95,0.97,0.69,0.73,0.79,0.75,0.97,0.86,1.03,1.17,1.11,0.0,0.65,0.7,0.0,0.69,0.61,0.43,0.0,0.07,0.39,0.33,0.0,0.32,0.18,0.0,0.0,0.0,1.05,0.59,0.36,0.24,0.0,0.0,0.0,99.99
08/20/2021,10.25,5.52,5.62,4.6,4.13,4.28,3.61,3.3,4.91,4.72,2.88,2.76,2.89,3.01,1.95,2.95,2.31,1.67,2.24,2.24,1.46,2.39,1.44,1.49,1.92,1.01,0.67,0.72,0.81,0.75,0.97,0.85,1.01,1.21,1.08,0.0,0.63,0.76,0.0,0.68,0.61,0.43,0.0,0.07,0.38,0.34,0.0,0.33,0.18,0.0,0.0,0.0,1.05,0.27,0.36,0.28,0.0,0.0,0.0,99.98999999999998
08/23/2021,10.56,5.4,5.59,4.5,4.15,4.24,3.64,3.34,4.94,4.63,2.87,2.75,2.83,2.94,1.85,3.02,2.28,1.61,2.25,2.3,1.42,2.45,1.53,1.51,1.98,1.21,0.65,0.71,0.82,0.74,0.97,0.84,1.04,1.19,1.04,0.0,0.61,0.72,0.0,0.7,0.61,0.41,0.0,0.07,0.37,0.34,0.0,0.32,0.17,0.0,0.0,0.0,1.03,0.19,0.38,0.32,0.0,0.0,0.0,100.03
08/25/2021,10.51,5.45,5.69,4.49,4.05,4.22,3.58,3.47,5.05,4.82,2.98,2.71,0.0,3.0,1.82,2.96,2.34,1.6,2.23,2.29,1.47,2.43,1.35,1.53,1.62,1.17,0.66,0.72,0.84,0.76,0.95,0.82,1.03,1.22,1.11,0.0,0.6,0.7,0.0,0.7,0.63,0.41,0.0,0.07,0.38,0.34,0.0,0.32,0.18,0.0,0.0,0.0,0.96,0.18,0.38,0.32,2.88,0.0,0.0,99.98999999999998
08/26/2021,10.57,5.38,5.69,4.41,4.01,4.2,3.55,3.44,4.87,4.76,2.94,2.81,0.0,3.08,1.79,2.97,2.37,1.64,2.22,2.27,1.53,2.33,1.34,1.53,1.74,1.31,0.66,0.67,0.86,0.77,0.94,0.82,1.03,1.28,1.11,0.0,0.57,0.68,0.0,0.69,0.64,0.41,0.0,0.06,0.37,0.33,0.0,0.32,0.18,0.0,0.0,0.0,0.99,0.18,0.41,0.34,2.93,0.0,0.0,99.99
08/27/2021,10.45,5.28,5.62,4.34,3.96,3.99,3.57,3.45,4.86,4.69,2.89,2.8,0.0,3.12,1.78,2.96,2.36,1.66,2.18,2.56,1.52,2.37,1.3,1.47,1.82,1.53,0.67,0.64,0.9,0.77,0.93,0.8,1.05,1.25,1.12,0.0,0.56,0.7,0.0,0.69,0.66,0.43,0.0,0.06,0.38,0.35,0.0,0.32,0.18,0.0,0.0,0.0,1.07,0.23,0.45,0.35,2.93,0.0,0.0,100.02
08/30/2021,10.53,5.31,5.58,4.42,3.97,3.94,3.62,3.5,4.74,4.58,2.95,2.74,0.0,3.02,1.82,2.98,2.27,1.6,2.17,2.67,1.61,2.48,1.26,1.46,1.86,1.61,0.64,0.61,0.85,0.76,0.95,0.79,1.04,1.25,1.1,0.0,0.56,0.68,0.0,0.71,0.71,0.39,0.0,0.06,0.36,0.33,0.0,0.32,0.18,0.0,0.0,0.0,1.03,0.09,0.46,0.41,3.05,0.0,0.0,100.02
08/31/2021,10.53,5.31,5.58,4.42,3.97,3.94,3.62,3.5,4.74,4.58,2.95,2.74,0.0,3.02,1.82,2.98,2.27,1.6,2.17,2.67,1.61,2.48,1.26,1.46,1.86,1.61,0.64,0.61,0.85,0.76,0.95,0.79,1.04,1.25,1.1,0.0,0.56,0.68,0.0,0.71,0.71,0.39,0.0,0.06,0.36,0.33,0.0,0.32,0.18,0.0,0.0,0.0,1.03,0.09,0.46,0.41,3.05,0.0,0.0,100.02
09/01/2021,10.46,5.27,5.52,4.33,3.92,3.94,3.61,3.45,4.84,4.61,2.93,2.73,0.0,3.06,1.82,3.02,2.33,1.61,2.15,2.71,1.64,2.47,1.23,1.48,1.89,1.64,0.65,0.57,0.86,0.71,0.97,0.78,1.06,1.26,1.14,0.0,0.56,0.66,0.0,0.71,0.75,0.38,0.0,0.04,0.36,0.33,0.0,0.33,0.18,0.0,0.0,0.0,1.01,0.08,0.45,0.43,3.06,0.0,0.0,99.99
09/02/2021,10.65,5.21,5.52,4.37,3.93,3.96,3.63,3.53,4.86,4.67,2.81,2.64,0.0,2.92,1.82,3.0,2.32,1.69,2.18,2.65,1.64,2.43,1.26,1.69,1.88,1.48,0.63,0.57,0.84,0.69,0.97,0.79,1.07,1.18,1.14,0.0,0.56,0.7,0.0,0.7,0.76,0.38,0.0,0.02,0.35,0.33,0.0,0.32,0.18,0.0,0.0,0.0,0.93,0.19,0.45,0.48,3.02,0.0,0.0,99.99
09/03/2021,10.76,5.18,5.55,3.86,3.89,3.92,3.55,3.56,4.81,4.71,2.82,2.74,0.0,3.06,1.78,3.08,2.41,1.72,2.18,2.67,1.68,2.39,1.24,1.61,1.93,1.37,0.71,0.54,0.87,0.7,0.96,0.8,1.08,1.21,1.18,0.0,0.57,0.68,0.0,0.69,0.77,0.37,0.0,0.0,0.36,0.34,0.0,0.33,0.19,0.0,0.0,0.0,0.95,0.24,0.45,0.48,3.06,0.0,0.0,100.0
09/06/2021,10.49,4.98,5.48,3.86,3.85,3.81,3.5,3.78,4.88,4.84,2.85,2.73,0.0,3.25,1.73,3.03,2.43,1.76,2.14,2.69,1.72,2.28,1.22,1.64,2.0,1.46,0.73,0.49,0.88,0.7,0.93,0.79,1.09,1.36,1.16,0.0,0.59,0.69,0.0,0.68,0.83,0.34,0.0,0.0,0.39,0.36,0.0,0.33,0.19,0.0,0.0,0.0,0.93,0.09,0.44,0.5,3.12,0.0,0.0,100.01
09/07/2021,10.49,4.98,5.48,3.86,3.85,3.81,3.5,3.78,4.88,4.84,2.85,2.73,0.0,3.25,1.73,3.03,2.43,1.76,2.14,2.69,1.72,2.28,1.22,1.64,2.0,1.46,0.73,0.49,0.88,0.7,0.93,0.79,1.09,1.36,1.16,0.0,0.59,0.69,0.0,0.68,0.83,0.34,0.0,0.0,0.39,0.36,0.0,0.33,0.19,0.0,0.0,0.0,0.93,0.09,0.44,0.5,3.12,0.0,0.0,100.01
09/08/2021,10.49,4.98,5.48,3.86,3.85,3.81,3.5,3.78,4.88,4.84,2.85,2.73,0.0,3.25,1.73,3.03,2.43,1.76,2.14,2.69,1.72,2.28,1.22,1.64,2.0,1.46,0.73,0.49,0.88,0.7,0.93,0.79,1.09,1.36,1.16,0.0,0.59,0.69,0.0,0.68,0.83,0.34,0.0,0.0,0.39,0.36,0.0,0.33,0.19,0.0,0.0,0.0,0.93,0.09,0.44,0.5,3.12,0.0,0.0,100.01
09/09/2021,10.49,5.07,5.43,3.89,3.83,3.8,3.57,3.7,5.06,4.85,2.8,2.61,0.0,3.29,1.77,3.04,2.39,1.77,2.14,2.68,1.73,2.34,1.27,1.63,1.98,1.4,0.71,0.45,0.86,0.71,0.94,0.78,1.16,1.27,1.15,0.0,0.58,0.69,0.0,0.68,0.8,0.34,0.0,0.0,0.39,0.36,0.0,0.32,0.18,0.0,0.0,0.0,0.91,0.15,0.44,0.49,3.09,0.0,0.0,99.98
09/10/2021,10.79,5.12,5.38,3.92,3.79,3.76,3.5,3.79,4.86,4.96,2.83,2.59,0.0,3.05,1.67,3.05,2.42,1.83,2.15,2.8,1.76,2.32,1.26,1.73,2.0,1.38,0.74,0.46,0.86,0.68,0.93,0.76,1.19,1.25,1.12,0.0,0.58,0.7,0.0,0.68,0.8,0.33,0.0,0.0,0.4,0.37,0.0,0.32,0.18,0.0,0.0,0.0,0.88,0.12,0.44,0.48,3.01,0.0,0.0,99.98999999999998
09/13/2021,10.57,5.15,5.49,3.96,3.8,3.64,3.52,3.75,4.78,5.0,2.75,2.69,0.0,3.08,1.65,3.06,2.36,1.8,2.12,2.88,1.89,2.41,1.19,1.71,1.97,1.37,0.69,0.46,0.91,0.7,0.94,0.76,1.19,1.24,1.13,0.0,0.58,0.69,0.0,0.69,0.8,0.33,0.0,0.0,0.41,0.38,0.0,0.32,0.18,0.0,0.0,0.0,0.89,0.06,0.45,0.47,3.11,0.0,0.0,99.97
09/14/2021,10.57,5.15,5.49,3.96,3.8,3.64,3.52,3.75,4.78,5.0,2.75,2.69,0.0,3.08,1.65,3.06,2.36,1.8,2.12,2.88,1.89,2.41,1.19,1.71,1.97,1.37,0.69,0.46,0.91,0.7,0.94,0.76,1.19,1.24,1.13,0.0,0.58,0.69,0.0,0.69,0.8,0.33,0.0,0.0,0.41,0.38,0.0,0.32,0.18,0.0,0.0,0.0,0.89,0.06,0.45,0.47,3.11,0.0,0.0,99.97
09/15/2021,10.41,5.04,5.53,4.07,3.79,3.62,3.45,3.81,4.67,5.0,2.73,2.71,0.0,3.1,1.64,3.11,2.4,1.82,2.11,2.85,1.88,2.47,1.33,1.74,1.96,1.33,0.68,0.47,0.94,0.66,0.97,0.75,1.17,1.28,1.14,0.0,0.57,0.69,0.0,0.7,0.8,0.32,0.0,0.0,0.41,0.37,0.0,0.32,0.17,0.0,0.0,0.0,0.89,0.14,0.45,0.46,3.08,0.0,0.0,100.0
09/16/2021,10.71,5.06,5.53,4.0,3.84,3.68,3.45,3.83,4.66,4.95,2.87,2.7,0.0,3.04,1.64,3.12,2.28,1.71,2.08,2.81,1.92,2.53,1.34,1.76,1.92,1.4,0.69,0.46,0.92,0.6,0.95,0.75,1.23,1.22,1.11,0.0,0.57,0.67,0.0,0.67,0.83,0.31,0.0,0.0,0.41,0.36,0.0,0.32,0.17,0.0,0.0,0.0,0.9,0.05,0.43,0.51,3.02,0.0,0.0,99.98
09/17/2021,10.61,5.02,5.37,4.17,3.82,3.73,3.5,3.87,4.72,5.03,2.82,2.7,0.0,3.07,1.64,3.21,2.27,1.59,2.13,2.78,1.96,2.58,1.4,1.72,1.92,1.34,0.68,0.39,0.91,0.56,0.96,0.75,1.33,1.19,1.11,0.0,0.56,0.66,0.0,0.62,0.83,0.3,0.0,0.0,0.4,0.37,0.0,0.32,0.17,0.0,0.0,0.0,0.9,0.04,0.47,0.57,2.97,0.0,0.0,100.03
09/20/2021,10.25,5.05,5.39,4.07,3.84,3.8,3.55,3.79,4.66,5.07,2.82,2.7,0.0,3.02,1.67,3.45,2.3,1.61,2.17,2.78,1.98,2.68,1.42,1.66,1.94,1.27,0.68,0.29,0.89,0.6,0.96,0.75,1.41,1.16,1.07,0.0,0.56,0.52,0.0,0.6,0.82,0.28,0.0,0.0,0.41,0.37,0.0,0.32,0.17,0.0,0.0,0.0,0.93,0.05,0.53,0.56,3.11,0.0,0.0,99.98
09/22/2021,10.03,4.94,5.54,4.11,3.77,3.71,3.53,3.79,4.59,5.02,2.84,2.79,0.0,3.02,1.63,3.37,2.27,1.61,2.12,2.74,2.05,2.65,1.38,1.64,2.04,1.33,0.66,0.28,0.92,0.64,0.92,0.76,1.4,1.18,1.11,0.0,0.59,0.59,0.0,0.57,0.87,0.26,0.0,0.0,0.4,0.36,0.0,0.34,0.18,0.0,0.0,0.0,0.91,0.23,0.0,0.55,3.19,0.56,0.0,99.98
09/23/2021,10.09,5.11,5.49,4.27,3.8,3.8,3.32,3.8,4.7,4.9,2.98,2.73,0.0,2.98,1.67,3.26,2.2,1.66,2.17,2.7,2.15,2.72,1.14,1.65,2.0,1.31,0.66,0.27,0.9,0.63,0.87,0.75,1.44,1.13,1.11,0.0,0.58,0.58,0.0,0.59,0.86,0.26,0.0,0.0,0.39,0.34,0.0,0.33,0.17,0.0,0.0,0.0,0.98,0.15,0.0,0.59,3.24,0.56,0.0,99.98
09/24/2021,10.14,5.24,5.57,4.33,3.78,3.79,3.36,3.72,4.78,5.0,2.93,2.73,0.0,2.94,1.66,3.25,2.17,1.64,2.22,2.48,2.2,2.78,1.13,1.6,2.02,1.35,0.66,0.25,0.94,0.64,0.63,0.77,1.44,1.13,1.08,0.0,0.55,0.56,0.0,0.58,0.87,0.25,0.0,0.0,0.38,0.33,0.0,0.33,0.17,0.0,0.0,0.0,1.01,0.19,0.0,0.62,3.23,0.59,0.0,100.01
09/27/2021,10.14,5.39,5.72,4.21,3.81,3.94,3.34,3.66,4.71,5.16,2.84,2.76,0.0,2.97,1.64,3.25,2.2,1.59,2.51,2.53,2.28,2.88,1.05,1.5,2.0,1.33,0.7,0.19,0.93,0.65,0.12,0.8,1.44,1.18,1.06,0.0,0.52,0.49,0.0,0.58,0.9,0.23,0.0,0.0,0.39,0.34,0.0,0.34,0.17,0.0,0.0,0.0,1.08,0.22,0.0,0.69,2.95,0.61,0.0,99.99
