,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,T,KO,PEP,ABBV,NKE,TMO,MRK,ACN,AVGO,LLY,DHR,TXN,COST,MCD,MDT,QCOM,UPS,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,BLK,AMT,IBM,AMAT,GS,TGT,CAT,AMD,GE,AXP,ISRG,NOW,DE,CVS,SCHW,CHTR,SPGI,ANTM,PLD,FIS,ZTS,MU,BKNG,LRCX,MDLZ,SYK,CCI,TMUS,GILD,ADP,TJX,CI,PNC,USB,CME,EL,CSX,ATVI,TFC,EQIX,GM,BDX,CB,MMC,FDX,COF,CL,ILMN,EW,ICE,NSC,SHW,FISV,ADSK,ITW,APD,ADI,BSX,REGN,MCO,ETN,HCA,NXPI,TWTR,IDXX,GPN,EMR,F,HUM,PGR,WM,AON,XTSLA,FCX,NEM,ROP,JCI,DG,VRTX,BIIB,ECL,IQV,KLAC,PSA,DOW,TROW,EXC,APTV,DXCM,SNPS,INFO,DLR,ALGN,CNC,MET,ROST,CMG,KMB,A,SLB,MSCI,EBAY,TT,TEL,AIG,STZ,PH,CARR,ALL,PRU,MCHP,BK,ORLY,EA,ALXN,BAX,APH,SPG,SRE,PPG,CTSH,SBAC,WELL,DFS,TDG,RMD,KMI,HPQ,IFF,GIS,SYY,CDNS,MPC,MAR,TRV,MSI,PSX,OTIS,WMB,CTVA,ROK,MTD,AZO,MNST,FRC,PAYX,SWK,XLNX,AFL,127.HK,YUM,CMI,HLT,FTNT,CTAS,ZBH,ADM,WBA,AVB,GLW,CBRE,GE.,ANSS,MCK,SIVB,NUE,WST,AWK,KR,PEG,USD,EFX,VRSK,KEYS,MRNA,n/a,STT,AMP,O,ENPH,ETSY,MTCH,SUM
07/23/2021,6.83,6.27,4.57,2.44,2.26,2.22,1.56,1.38,1.52,1.35,1.22,1.16,1.04,1.03,1.02,0.98,0.96,0.85,0.87,0.78,0.7,0.69,0.66,0.67,0.67,0.69,0.63,0.59,0.65,0.64,0.61,0.61,0.61,0.58,0.59,0.57,0.56,0.54,0.52,0.55,0.52,0.5,0.47,0.46,0.48,0.45,0.44,0.43,0.45,0.41,0.42,0.41,0.41,0.41,0.41,0.37,0.38,0.37,0.36,0.37,0.38,0.34,0.32,0.33,0.33,0.34,0.33,0.32,0.32,0.3,0.3,0.3,0.28,0.28,0.27,0.28,0.25,0.26,0.26,0.27,0.25,0.26,0.25,0.26,0.26,0.24,0.24,0.23,0.23,0.22,0.22,0.21,0.21,0.22,0.22,0.21,0.21,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.2,0.19,0.19,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.16,0.16,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.15,0.18,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.14,0.14,0.11,0.14,0.13,0.14,0.13,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.13,0.12,0.0,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.1,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.11,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.66
07/26/2021,6.79,6.36,4.6,2.48,2.28,2.24,1.55,1.44,1.48,1.35,1.22,1.16,1.05,1.02,0.99,0.99,0.94,0.84,0.88,0.78,0.67,0.68,0.71,0.67,0.68,0.68,0.62,0.59,0.65,0.63,0.61,0.62,0.61,0.57,0.59,0.57,0.56,0.54,0.5,0.54,0.53,0.5,0.47,0.46,0.49,0.45,0.45,0.43,0.44,0.41,0.41,0.41,0.42,0.43,0.42,0.36,0.38,0.37,0.37,0.37,0.37,0.34,0.33,0.33,0.33,0.34,0.34,0.32,0.32,0.3,0.29,0.3,0.28,0.28,0.27,0.28,0.25,0.26,0.27,0.26,0.25,0.24,0.25,0.25,0.26,0.24,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.21,0.21,0.22,0.22,0.21,0.21,0.2,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.16,0.16,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.15,0.18,0.15,0.14,0.15,0.15,0.16,0.15,0.14,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.15,0.13,0.13,0.12,0.14,0.14,0.14,0.13,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.13,0.11,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.81
07/27/2021,6.79,6.36,4.6,2.48,2.28,2.24,1.55,1.44,1.48,1.35,1.22,1.16,1.05,1.02,0.99,0.99,0.94,0.84,0.88,0.78,0.67,0.68,0.71,0.67,0.68,0.68,0.62,0.59,0.65,0.63,0.61,0.62,0.61,0.57,0.59,0.57,0.56,0.54,0.5,0.54,0.53,0.5,0.47,0.46,0.49,0.45,0.45,0.43,0.44,0.41,0.41,0.41,0.42,0.43,0.42,0.36,0.38,0.37,0.37,0.37,0.37,0.34,0.33,0.33,0.33,0.34,0.34,0.32,0.32,0.3,0.29,0.3,0.28,0.28,0.27,0.28,0.25,0.26,0.27,0.26,0.25,0.24,0.25,0.25,0.26,0.24,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.22,0.22,0.21,0.21,0.22,0.22,0.21,0.21,0.2,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.16,0.16,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.15,0.18,0.15,0.14,0.15,0.15,0.16,0.15,0.14,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.15,0.13,0.13,0.12,0.14,0.14,0.14,0.13,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.13,0.11,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.81
07/28/2021,6.8,6.37,4.57,2.59,2.34,2.29,1.54,1.42,1.45,1.33,1.23,1.15,1.06,1.03,1.0,1.0,0.93,0.83,0.87,0.78,0.67,0.68,0.7,0.62,0.68,0.68,0.63,0.59,0.65,0.63,0.61,0.62,0.61,0.57,0.59,0.58,0.57,0.54,0.5,0.55,0.53,0.5,0.48,0.45,0.47,0.45,0.45,0.43,0.44,0.4,0.42,0.41,0.42,0.43,0.41,0.36,0.38,0.37,0.37,0.37,0.38,0.34,0.33,0.33,0.33,0.34,0.34,0.32,0.32,0.3,0.29,0.29,0.27,0.28,0.27,0.28,0.25,0.26,0.27,0.27,0.25,0.24,0.25,0.25,0.26,0.24,0.23,0.23,0.22,0.22,0.23,0.22,0.21,0.21,0.22,0.2,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.16,0.17,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.15,0.14,0.15,0.14,0.15,0.15,0.16,0.15,0.14,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.15,0.13,0.13,0.12,0.14,0.14,0.14,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.12,0.13,0.12,0.0,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.11,0.1,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.86
07/29/2021,6.81,6.34,4.62,2.6,2.35,2.32,1.54,1.4,1.48,1.34,1.23,1.14,1.05,1.03,1.0,1.0,0.95,0.84,0.87,0.78,0.67,0.67,0.7,0.64,0.68,0.68,0.62,0.59,0.65,0.63,0.61,0.61,0.61,0.57,0.59,0.57,0.56,0.54,0.51,0.55,0.53,0.5,0.47,0.44,0.47,0.45,0.44,0.43,0.44,0.41,0.41,0.41,0.42,0.43,0.42,0.36,0.38,0.37,0.37,0.37,0.38,0.34,0.32,0.33,0.33,0.33,0.34,0.32,0.32,0.3,0.29,0.29,0.27,0.28,0.27,0.28,0.25,0.27,0.27,0.27,0.25,0.24,0.25,0.25,0.26,0.24,0.23,0.23,0.22,0.22,0.22,0.22,0.2,0.22,0.22,0.21,0.21,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.16,0.16,0.17,0.16,0.17,0.16,0.18,0.16,0.17,0.17,0.14,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.13,0.15,0.13,0.13,0.12,0.14,0.14,0.14,0.13,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.13,0.12,0.0,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.1,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.1,0.1,0.1,0.0,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.94
07/30/2021,6.74,6.32,4.55,2.58,2.33,2.28,1.56,1.4,1.46,1.34,1.24,1.15,1.03,1.02,1.01,1.0,0.96,0.84,0.87,0.79,0.67,0.68,0.69,0.63,0.68,0.69,0.62,0.59,0.65,0.64,0.61,0.61,0.61,0.58,0.6,0.57,0.57,0.54,0.5,0.55,0.54,0.51,0.47,0.41,0.47,0.46,0.44,0.42,0.45,0.41,0.41,0.4,0.42,0.43,0.42,0.36,0.38,0.37,0.36,0.37,0.37,0.34,0.32,0.34,0.33,0.34,0.34,0.32,0.32,0.3,0.29,0.29,0.27,0.28,0.27,0.28,0.24,0.27,0.26,0.27,0.26,0.25,0.25,0.25,0.26,0.24,0.23,0.23,0.22,0.22,0.22,0.22,0.19,0.22,0.22,0.21,0.22,0.22,0.22,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.2,0.2,0.2,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.16,0.16,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.17,0.14,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.13,0.15,0.13,0.13,0.12,0.14,0.14,0.14,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.0,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.1,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.11,0.1,0.0,0.1,0.0,0.11,0.1,0.0,0.11,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.77
08/02/2021,6.67,6.3,4.5,2.51,2.39,2.27,1.55,1.43,1.52,1.35,1.22,1.14,0.97,1.02,1.0,0.99,0.95,0.85,0.87,0.78,0.67,0.68,0.69,0.63,0.68,0.7,0.63,0.59,0.65,0.63,0.61,0.62,0.61,0.57,0.59,0.58,0.57,0.55,0.51,0.55,0.53,0.51,0.5,0.41,0.46,0.45,0.44,0.42,0.45,0.42,0.41,0.4,0.42,0.42,0.42,0.36,0.37,0.37,0.37,0.38,0.38,0.34,0.37,0.34,0.33,0.34,0.34,0.33,0.32,0.3,0.29,0.3,0.27,0.28,0.27,0.28,0.25,0.26,0.26,0.26,0.26,0.24,0.25,0.26,0.26,0.24,0.23,0.23,0.22,0.23,0.23,0.21,0.19,0.22,0.2,0.21,0.22,0.22,0.22,0.2,0.22,0.21,0.21,0.2,0.2,0.19,0.2,0.2,0.21,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.16,0.16,0.17,0.17,0.18,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.14,0.16,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.12,0.13,0.13,0.15,0.13,0.14,0.12,0.14,0.14,0.14,0.14,0.12,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.0,0.11,0.12,0.0,0.12,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.75999999999999
08/03/2021,6.71,6.3,4.18,2.5,2.38,2.26,1.55,1.43,1.55,1.35,1.22,1.14,0.95,1.02,1.02,0.99,0.94,0.85,0.87,0.79,0.67,0.68,0.68,0.64,0.68,0.7,0.63,0.59,0.65,0.64,0.6,0.63,0.62,0.57,0.59,0.58,0.57,0.55,0.52,0.56,0.53,0.52,0.5,0.41,0.46,0.47,0.44,0.43,0.45,0.41,0.41,0.4,0.43,0.42,0.42,0.36,0.38,0.37,0.38,0.37,0.38,0.33,0.38,0.33,0.33,0.35,0.34,0.33,0.32,0.3,0.3,0.3,0.28,0.28,0.27,0.28,0.26,0.26,0.27,0.26,0.26,0.24,0.25,0.25,0.26,0.24,0.23,0.23,0.22,0.22,0.23,0.22,0.19,0.21,0.21,0.21,0.22,0.22,0.22,0.2,0.21,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0.21,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.17,0.16,0.17,0.17,0.18,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.14,0.16,0.14,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.13,0.13,0.13,0.15,0.12,0.13,0.13,0.15,0.13,0.14,0.12,0.14,0.13,0.14,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.1,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.11,0.11,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.66000000000001
08/04/2021,6.71,6.3,4.18,2.5,2.38,2.26,1.55,1.43,1.55,1.35,1.22,1.14,0.95,1.02,1.02,0.99,0.94,0.85,0.87,0.79,0.67,0.68,0.68,0.64,0.68,0.7,0.63,0.59,0.65,0.64,0.6,0.63,0.62,0.57,0.59,0.58,0.57,0.55,0.52,0.56,0.53,0.52,0.5,0.41,0.46,0.47,0.44,0.43,0.45,0.41,0.41,0.4,0.43,0.42,0.42,0.36,0.38,0.37,0.38,0.37,0.38,0.33,0.38,0.33,0.33,0.35,0.34,0.33,0.32,0.3,0.3,0.3,0.28,0.28,0.27,0.28,0.26,0.26,0.27,0.26,0.26,0.24,0.25,0.25,0.26,0.24,0.23,0.23,0.22,0.22,0.23,0.22,0.19,0.21,0.21,0.21,0.22,0.22,0.22,0.2,0.21,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0.21,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.17,0.16,0.17,0.17,0.18,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.14,0.16,0.14,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.13,0.13,0.13,0.15,0.12,0.13,0.13,0.15,0.13,0.14,0.12,0.14,0.13,0.14,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.1,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.11,0.11,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.66000000000001
08/05/2021,6.71,6.3,4.18,2.5,2.38,2.26,1.55,1.43,1.55,1.35,1.22,1.14,0.95,1.02,1.02,0.99,0.94,0.85,0.87,0.79,0.67,0.68,0.68,0.64,0.68,0.7,0.63,0.59,0.65,0.64,0.6,0.63,0.62,0.57,0.59,0.58,0.57,0.55,0.52,0.56,0.53,0.52,0.5,0.41,0.46,0.47,0.44,0.43,0.45,0.41,0.41,0.4,0.43,0.42,0.42,0.36,0.38,0.37,0.38,0.37,0.38,0.33,0.38,0.33,0.33,0.35,0.34,0.33,0.32,0.3,0.3,0.3,0.28,0.28,0.27,0.28,0.26,0.26,0.27,0.26,0.26,0.24,0.25,0.25,0.26,0.24,0.23,0.23,0.22,0.22,0.23,0.22,0.19,0.21,0.21,0.21,0.22,0.22,0.22,0.2,0.21,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0.21,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.17,0.16,0.17,0.17,0.18,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.14,0.16,0.14,0.16,0.14,0.14,0.14,0.13,0.13,0.15,0.13,0.13,0.13,0.15,0.12,0.13,0.13,0.15,0.13,0.14,0.12,0.14,0.13,0.14,0.14,0.12,0.11,0.12,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.1,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.11,0.1,0.11,0.11,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.66000000000001
08/06/2021,6.75,6.31,4.21,2.46,2.38,2.27,1.56,1.44,1.6,1.35,1.17,1.16,0.94,1.03,1.03,0.94,0.92,0.85,0.87,0.78,0.66,0.67,0.68,0.64,0.69,0.75,0.63,0.59,0.64,0.63,0.6,0.64,0.62,0.56,0.59,0.58,0.6,0.56,0.51,0.56,0.52,0.52,0.49,0.41,0.48,0.46,0.45,0.43,0.45,0.42,0.41,0.4,0.42,0.41,0.42,0.36,0.38,0.38,0.38,0.38,0.38,0.33,0.4,0.0,0.32,0.35,0.34,0.33,0.32,0.29,0.31,0.31,0.28,0.28,0.24,0.28,0.26,0.26,0.27,0.26,0.26,0.25,0.25,0.26,0.26,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.18,0.22,0.22,0.22,0.22,0.23,0.22,0.2,0.21,0.2,0.21,0.21,0.2,0.19,0.21,0.19,0.21,0.19,0.19,0.18,0.19,0.18,0.18,0.19,0.19,0.17,0.16,0.17,0.15,0.18,0.16,0.16,0.16,0.17,0.17,0.19,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.16,0.14,0.14,0.14,0.14,0.13,0.15,0.13,0.13,0.13,0.15,0.12,0.13,0.13,0.15,0.13,0.14,0.12,0.15,0.13,0.14,0.14,0.12,0.11,0.12,0.14,0.11,0.12,0.12,0.12,0.13,0.12,0.0,0.11,0.13,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.0,0.12,0.1,0.0,0.11,0.11,0.11,0.12,0.0,0.11,0.11,0.11,0.1,0.11,0.0,0.0,0.11,0.0,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.1,0.0,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.33,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.87
08/09/2021,6.72,6.35,4.22,2.53,2.39,2.27,1.55,1.5,1.61,1.35,1.18,1.13,0.96,1.03,1.02,0.95,0.94,0.86,0.88,0.78,0.68,0.67,0.71,0.63,0.69,0.74,0.63,0.58,0.64,0.62,0.59,0.65,0.62,0.56,0.59,0.58,0.61,0.57,0.52,0.57,0.51,0.5,0.48,0.4,0.47,0.46,0.45,0.42,0.46,0.42,0.39,0.39,0.43,0.41,0.42,0.37,0.37,0.37,0.38,0.38,0.38,0.33,0.4,0.0,0.32,0.35,0.34,0.33,0.31,0.3,0.31,0.31,0.27,0.28,0.23,0.28,0.27,0.27,0.27,0.25,0.25,0.24,0.24,0.25,0.26,0.24,0.21,0.23,0.22,0.22,0.22,0.21,0.18,0.22,0.22,0.2,0.21,0.23,0.22,0.2,0.21,0.19,0.22,0.21,0.2,0.19,0.21,0.19,0.21,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.19,0.17,0.16,0.18,0.15,0.18,0.16,0.16,0.16,0.17,0.17,0.1,0.15,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.16,0.14,0.13,0.14,0.14,0.13,0.15,0.13,0.13,0.13,0.15,0.11,0.13,0.13,0.16,0.13,0.14,0.11,0.15,0.13,0.14,0.14,0.12,0.11,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.0,0.11,0.0,0.11,0.12,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.1,0.0,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.33,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.74000000000001
08/10/2021,6.67,6.34,4.17,2.53,2.38,2.27,1.58,1.48,1.57,1.39,1.19,1.14,0.96,1.02,1.01,0.95,0.94,0.88,0.88,0.78,0.67,0.66,0.7,0.63,0.68,0.73,0.63,0.58,0.64,0.62,0.59,0.64,0.62,0.56,0.6,0.58,0.61,0.57,0.52,0.57,0.51,0.5,0.48,0.41,0.47,0.46,0.44,0.43,0.46,0.43,0.39,0.39,0.43,0.41,0.43,0.37,0.37,0.37,0.38,0.39,0.37,0.33,0.39,0.0,0.32,0.36,0.34,0.33,0.31,0.31,0.31,0.31,0.27,0.28,0.24,0.28,0.27,0.26,0.27,0.25,0.25,0.24,0.24,0.25,0.26,0.24,0.21,0.23,0.22,0.22,0.22,0.21,0.19,0.22,0.21,0.2,0.2,0.23,0.22,0.2,0.22,0.19,0.21,0.21,0.2,0.19,0.21,0.19,0.21,0.19,0.19,0.18,0.18,0.19,0.18,0.19,0.19,0.17,0.16,0.17,0.15,0.18,0.16,0.16,0.16,0.17,0.17,0.11,0.16,0.14,0.15,0.15,0.16,0.15,0.15,0.16,0.14,0.16,0.14,0.13,0.14,0.14,0.13,0.15,0.13,0.13,0.13,0.15,0.11,0.13,0.13,0.15,0.13,0.14,0.12,0.15,0.12,0.14,0.14,0.13,0.11,0.11,0.13,0.11,0.12,0.12,0.12,0.12,0.11,0.0,0.11,0.13,0.13,0.12,0.11,0.11,0.11,0.0,0.12,0.1,0.12,0.1,0.0,0.11,0.0,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.1,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.12,0.1,0.0,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.33,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.67
