,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,T,KO,PEP,ABBV,NKE,TMO,MRK,ACN,AVGO,LLY,DHR,TXN,COST,MCD,MDT,QCOM,UPS,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,BLK,AMT,IBM,AMAT,GS,TGT,CAT,AMD,GE,AXP,ISRG,NOW,DE,CVS,SCHW,CHTR,SPGI,ANTM,PLD,FIS,ZTS,MU,BKNG,LRCX,MDLZ,SYK,CCI,TMUS,GILD,ADP,TJX,CI,PNC,USB,CME,EL,CSX,ATVI,TFC,EQIX,GM,BDX,CB,MMC,FDX,COF,CL,ILMN,EW,ICE,NSC,SHW,FISV,ADSK,ITW,APD,ADI,BSX,REGN,MCO,ETN,HCA,NXPI,TWTR,IDXX,GPN,EMR,F,HUM,PGR,WM,AON,XTSLA,FCX,NEM,ROP,JCI,DG,VRTX,BIIB,ECL,IQV,KLAC,PSA,DOW,TROW,EXC,APTV,DXCM,SNPS,INFO,DLR,ALGN,CNC,MET,ROST,CMG,KMB,A,SLB,MSCI,EBAY,TT,TEL,AIG,STZ,PH,CARR,ALL,PRU,MCHP,BK,ORLY,EA,ALXN,BAX,APH,SPG,SRE,PPG,CTSH,SBAC,WELL,DFS,TDG,RMD,KMI,HPQ,IFF,GIS,SYY,CDNS,MPC,MAR,TRV,MSI,PSX,OTIS,WMB,CTVA,ROK,MTD,AZO,MNST,FRC,PAYX,SWK,XLNX,AFL,127.HK,YUM,CMI,HLT,FTNT,CTAS,ZBH,ADM,WBA,AVB,GLW,CBRE,GE.,ANSS,MCK,SIVB,NUE,WST,AWK,KR,PEG,USD,EFX,VRSK,KEYS,MRNA,n/a,STT,AMP,O,ENPH,ETSY,MTCH,SUM
09/16/2021,6.75,6.44,4.27,2.6,2.47,2.35,1.53,1.59,1.65,1.39,1.09,1.13,0.95,1.03,1.03,0.87,0.97,0.89,0.89,0.79,0.75,0.65,0.71,0.64,0.71,0.72,0.65,0.57,0.63,0.62,0.55,0.59,0.63,0.53,0.62,0.59,0.55,0.59,0.52,0.58,0.52,0.5,0.47,0.4,0.46,0.47,0.4,0.4,0.48,0.42,0.36,0.42,0.44,0.4,0.45,0.37,0.39,0.35,0.37,0.4,0.35,0.32,0.37,0.33,0.3,0.35,0.37,0.32,0.32,0.31,0.32,0.31,0.26,0.28,0.22,0.28,0.24,0.27,0.25,0.25,0.25,0.23,0.22,0.26,0.24,0.24,0.21,0.24,0.22,0.2,0.22,0.2,0.17,0.22,0.22,0.19,0.22,0.24,0.23,0.18,0.21,0.19,0.19,0.21,0.19,0.18,0.21,0.19,0.18,0.18,0.17,0.27,0.18,0.19,0.18,0.18,0.19,0.17,0.14,0.16,0.14,0.17,0.15,0.15,0.16,0.17,0.19,0.15,0.15,0.13,0.14,0.15,0.15,0.14,0.13,0.16,0.14,0.16,0.14,0.13,0.14,0.14,0.11,0.15,0.15,0.13,0.13,0.15,0.11,0.13,0.12,0.15,0.13,0.15,0.11,0.15,0.14,0.13,0.14,0.14,0.0,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.11,0.1,0.12,0.0,0.1,0.11,0.0,0.11,0.13,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.11,0.1,0.0,0.11,0.1,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.91000000000003
09/17/2021,6.72,6.53,4.28,2.61,2.48,2.36,1.52,1.6,1.66,1.38,1.09,1.13,0.96,1.03,1.03,0.87,0.96,0.87,0.89,0.74,0.74,0.65,0.71,0.64,0.71,0.72,0.65,0.56,0.63,0.62,0.54,0.59,0.64,0.53,0.63,0.59,0.54,0.6,0.52,0.59,0.52,0.51,0.46,0.4,0.45,0.47,0.4,0.39,0.48,0.41,0.36,0.42,0.45,0.41,0.44,0.37,0.39,0.35,0.37,0.4,0.35,0.32,0.37,0.32,0.3,0.36,0.37,0.32,0.32,0.3,0.31,0.31,0.26,0.28,0.22,0.28,0.24,0.28,0.25,0.25,0.26,0.24,0.22,0.26,0.25,0.24,0.2,0.23,0.22,0.2,0.22,0.2,0.17,0.21,0.22,0.19,0.22,0.24,0.23,0.18,0.2,0.19,0.19,0.22,0.19,0.18,0.21,0.18,0.18,0.18,0.17,0.27,0.18,0.19,0.18,0.18,0.19,0.17,0.14,0.16,0.14,0.17,0.15,0.15,0.16,0.17,0.19,0.16,0.15,0.13,0.14,0.15,0.15,0.14,0.13,0.16,0.14,0.16,0.14,0.13,0.14,0.14,0.12,0.15,0.15,0.13,0.13,0.15,0.0,0.13,0.12,0.15,0.14,0.15,0.11,0.16,0.13,0.13,0.14,0.13,0.11,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.12,0.0,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.11,0.0,0.12,0.0,0.1,0.0,0.0,0.11,0.13,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.11,0.1,0.0,0.11,0.1,0.11,0.12,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.92
09/20/2021,6.71,6.61,4.3,2.57,2.48,2.36,1.51,1.59,1.68,1.38,1.09,1.13,0.95,1.03,1.01,0.87,0.96,0.88,0.92,0.75,0.75,0.65,0.72,0.64,0.69,0.72,0.65,0.57,0.62,0.62,0.55,0.58,0.63,0.52,0.63,0.59,0.53,0.59,0.52,0.59,0.52,0.51,0.45,0.4,0.46,0.47,0.39,0.39,0.47,0.42,0.36,0.42,0.45,0.39,0.44,0.36,0.39,0.35,0.38,0.39,0.35,0.32,0.37,0.32,0.3,0.35,0.37,0.32,0.32,0.3,0.3,0.31,0.26,0.28,0.22,0.28,0.24,0.28,0.25,0.25,0.26,0.23,0.22,0.26,0.24,0.24,0.2,0.23,0.22,0.2,0.22,0.2,0.18,0.21,0.22,0.19,0.22,0.23,0.23,0.18,0.21,0.19,0.19,0.22,0.19,0.18,0.21,0.18,0.18,0.18,0.17,0.27,0.18,0.2,0.18,0.18,0.2,0.17,0.14,0.16,0.14,0.17,0.15,0.15,0.16,0.17,0.19,0.16,0.14,0.13,0.14,0.15,0.15,0.14,0.13,0.16,0.14,0.17,0.14,0.13,0.14,0.14,0.12,0.16,0.15,0.13,0.13,0.15,0.0,0.13,0.12,0.15,0.13,0.15,0.12,0.15,0.14,0.13,0.14,0.13,0.0,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.11,0.0,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.11,0.1,0.12,0.0,0.1,0.0,0.0,0.11,0.13,0.11,0.11,0.11,0.12,0.0,0.1,0.0,0.0,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.11,0.1,0.0,0.11,0.1,0.11,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.88
09/21/2021,6.64,6.52,4.36,2.52,2.45,2.31,1.49,1.58,1.78,1.36,1.08,1.15,0.94,1.03,1.01,0.87,0.97,0.87,0.9,0.76,0.75,0.65,0.73,0.64,0.69,0.71,0.65,0.57,0.61,0.62,0.55,0.58,0.68,0.53,0.62,0.6,0.53,0.6,0.52,0.59,0.52,0.5,0.44,0.4,0.41,0.46,0.39,0.38,0.46,0.41,0.36,0.43,0.44,0.39,0.43,0.36,0.39,0.35,0.37,0.38,0.35,0.32,0.37,0.32,0.31,0.36,0.37,0.29,0.33,0.31,0.28,0.31,0.27,0.28,0.22,0.27,0.24,0.28,0.25,0.25,0.27,0.24,0.22,0.26,0.24,0.25,0.2,0.23,0.22,0.2,0.21,0.2,0.18,0.21,0.23,0.22,0.22,0.23,0.23,0.18,0.21,0.19,0.19,0.22,0.19,0.18,0.21,0.19,0.18,0.18,0.17,0.27,0.18,0.2,0.17,0.18,0.18,0.16,0.14,0.16,0.14,0.17,0.15,0.15,0.16,0.17,0.19,0.18,0.14,0.13,0.14,0.15,0.15,0.14,0.13,0.16,0.14,0.16,0.14,0.13,0.14,0.14,0.11,0.16,0.14,0.14,0.13,0.15,0.11,0.13,0.12,0.15,0.13,0.15,0.11,0.15,0.14,0.13,0.14,0.13,0.11,0.11,0.14,0.11,0.12,0.13,0.12,0.12,0.11,0.0,0.12,0.13,0.12,0.12,0.1,0.12,0.11,0.0,0.11,0.0,0.12,0.0,0.1,0.1,0.1,0.11,0.13,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.11,0.0,0.11,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.98
09/22/2021,6.64,6.52,4.36,2.52,2.45,2.31,1.49,1.58,1.78,1.36,1.08,1.15,0.94,1.03,1.01,0.87,0.97,0.87,0.9,0.76,0.75,0.65,0.73,0.64,0.69,0.71,0.65,0.57,0.61,0.62,0.55,0.58,0.68,0.53,0.62,0.6,0.53,0.6,0.52,0.59,0.52,0.5,0.44,0.4,0.41,0.46,0.39,0.38,0.46,0.41,0.36,0.43,0.44,0.39,0.43,0.36,0.39,0.35,0.37,0.38,0.35,0.32,0.37,0.32,0.31,0.36,0.37,0.29,0.33,0.31,0.28,0.31,0.27,0.28,0.22,0.27,0.24,0.28,0.25,0.25,0.27,0.24,0.22,0.26,0.24,0.25,0.2,0.23,0.22,0.2,0.21,0.2,0.18,0.21,0.23,0.22,0.22,0.23,0.23,0.18,0.21,0.19,0.19,0.22,0.19,0.18,0.21,0.19,0.18,0.18,0.17,0.27,0.18,0.2,0.17,0.18,0.18,0.16,0.14,0.16,0.14,0.17,0.15,0.15,0.16,0.17,0.19,0.18,0.14,0.13,0.14,0.15,0.15,0.14,0.13,0.16,0.14,0.16,0.14,0.13,0.14,0.14,0.11,0.16,0.14,0.14,0.13,0.15,0.11,0.13,0.12,0.15,0.13,0.15,0.11,0.15,0.14,0.13,0.14,0.13,0.11,0.11,0.14,0.11,0.12,0.13,0.12,0.12,0.11,0.0,0.12,0.13,0.12,0.12,0.1,0.12,0.11,0.0,0.11,0.0,0.12,0.0,0.1,0.1,0.1,0.11,0.13,0.11,0.11,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.11,0.1,0.0,0.11,0.0,0.11,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.98
09/23/2021,6.61,6.52,4.3,2.5,2.46,2.31,1.5,1.55,1.75,1.35,1.09,1.15,0.93,1.04,1.02,0.87,0.96,0.85,0.9,0.76,0.75,0.66,0.74,0.63,0.69,0.73,0.65,0.57,0.62,0.63,0.55,0.58,0.68,0.54,0.62,0.6,0.54,0.61,0.52,0.59,0.53,0.51,0.44,0.41,0.42,0.46,0.4,0.38,0.47,0.4,0.36,0.43,0.45,0.39,0.42,0.36,0.39,0.35,0.36,0.38,0.35,0.31,0.36,0.32,0.3,0.36,0.38,0.28,0.33,0.3,0.28,0.32,0.27,0.28,0.22,0.28,0.24,0.28,0.25,0.25,0.27,0.24,0.22,0.26,0.25,0.25,0.2,0.23,0.22,0.2,0.21,0.2,0.17,0.21,0.22,0.21,0.22,0.23,0.23,0.18,0.21,0.19,0.19,0.22,0.19,0.18,0.21,0.19,0.18,0.18,0.17,0.27,0.18,0.2,0.18,0.18,0.19,0.16,0.14,0.17,0.14,0.17,0.15,0.15,0.16,0.17,0.19,0.18,0.13,0.13,0.14,0.15,0.15,0.14,0.13,0.16,0.14,0.16,0.14,0.12,0.14,0.14,0.11,0.16,0.14,0.14,0.13,0.15,0.11,0.13,0.12,0.16,0.13,0.15,0.11,0.15,0.14,0.13,0.14,0.13,0.0,0.11,0.14,0.11,0.11,0.13,0.12,0.12,0.11,0.0,0.12,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.11,0.0,0.12,0.0,0.1,0.1,0.11,0.11,0.13,0.11,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.12,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.91000000000001
09/24/2021,6.64,6.53,4.29,2.51,2.47,2.32,1.49,1.56,1.77,1.35,1.1,1.15,0.93,1.05,1.02,0.87,0.92,0.85,0.91,0.76,0.75,0.66,0.74,0.63,0.69,0.73,0.65,0.57,0.62,0.63,0.56,0.58,0.69,0.54,0.62,0.59,0.54,0.61,0.53,0.59,0.53,0.51,0.44,0.41,0.42,0.46,0.4,0.38,0.47,0.4,0.36,0.43,0.45,0.39,0.42,0.36,0.39,0.35,0.36,0.37,0.35,0.31,0.37,0.31,0.31,0.36,0.38,0.28,0.33,0.3,0.28,0.32,0.27,0.28,0.22,0.28,0.24,0.28,0.25,0.25,0.27,0.24,0.22,0.27,0.25,0.25,0.2,0.23,0.23,0.2,0.21,0.2,0.17,0.21,0.22,0.21,0.22,0.23,0.23,0.18,0.21,0.19,0.19,0.22,0.19,0.17,0.21,0.19,0.18,0.18,0.17,0.27,0.18,0.2,0.18,0.18,0.19,0.16,0.15,0.17,0.14,0.17,0.15,0.15,0.16,0.17,0.19,0.18,0.13,0.13,0.14,0.15,0.15,0.14,0.13,0.16,0.14,0.16,0.14,0.12,0.14,0.14,0.11,0.16,0.14,0.14,0.13,0.15,0.11,0.13,0.12,0.16,0.13,0.15,0.11,0.16,0.14,0.13,0.13,0.13,0.0,0.11,0.13,0.11,0.11,0.13,0.12,0.12,0.11,0.0,0.12,0.13,0.13,0.12,0.0,0.12,0.11,0.11,0.11,0.0,0.12,0.0,0.0,0.1,0.0,0.12,0.13,0.11,0.11,0.11,0.12,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.02
09/27/2021,6.66,6.5,4.29,2.38,2.45,2.31,1.49,1.62,1.77,1.39,1.11,1.11,0.95,1.03,1.01,0.89,0.92,0.89,0.87,0.74,0.76,0.65,0.78,0.63,0.69,0.72,0.64,0.56,0.61,0.61,0.55,0.59,0.69,0.53,0.63,0.6,0.53,0.6,0.53,0.58,0.53,0.51,0.44,0.39,0.43,0.46,0.39,0.38,0.46,0.41,0.35,0.42,0.46,0.39,0.44,0.36,0.38,0.35,0.37,0.38,0.35,0.31,0.37,0.33,0.32,0.36,0.38,0.29,0.32,0.32,0.27,0.31,0.27,0.28,0.22,0.28,0.24,0.29,0.25,0.25,0.27,0.23,0.22,0.26,0.25,0.25,0.2,0.24,0.23,0.2,0.22,0.2,0.17,0.22,0.22,0.22,0.21,0.22,0.23,0.16,0.21,0.19,0.18,0.22,0.19,0.17,0.21,0.19,0.19,0.18,0.17,0.28,0.18,0.2,0.18,0.18,0.18,0.17,0.15,0.17,0.14,0.17,0.16,0.15,0.15,0.17,0.2,0.1,0.14,0.12,0.14,0.15,0.15,0.14,0.13,0.16,0.15,0.16,0.13,0.12,0.14,0.14,0.12,0.16,0.14,0.14,0.13,0.15,0.11,0.13,0.12,0.16,0.13,0.15,0.12,0.16,0.14,0.13,0.14,0.13,0.0,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.11,0.0,0.12,0.13,0.13,0.12,0.0,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.1,0.1,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.12,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.92
09/28/2021,6.65,6.49,4.3,2.43,2.47,2.32,1.49,1.59,1.81,1.4,1.13,1.11,0.94,1.03,1.0,0.9,0.92,0.9,0.86,0.74,0.76,0.65,0.8,0.63,0.69,0.71,0.64,0.56,0.6,0.61,0.55,0.55,0.69,0.54,0.62,0.6,0.53,0.59,0.53,0.6,0.53,0.5,0.44,0.39,0.43,0.46,0.39,0.38,0.46,0.42,0.35,0.42,0.46,0.39,0.43,0.36,0.37,0.36,0.37,0.38,0.34,0.31,0.37,0.33,0.33,0.36,0.38,0.29,0.32,0.33,0.27,0.31,0.27,0.27,0.22,0.28,0.24,0.29,0.25,0.24,0.27,0.23,0.22,0.26,0.25,0.25,0.2,0.24,0.23,0.21,0.21,0.2,0.17,0.22,0.22,0.22,0.21,0.22,0.23,0.16,0.21,0.19,0.18,0.22,0.19,0.17,0.2,0.19,0.19,0.18,0.17,0.28,0.18,0.19,0.18,0.18,0.18,0.17,0.15,0.17,0.14,0.17,0.16,0.15,0.16,0.17,0.19,0.11,0.14,0.12,0.14,0.15,0.15,0.14,0.13,0.16,0.15,0.16,0.13,0.12,0.14,0.14,0.12,0.16,0.14,0.14,0.12,0.15,0.11,0.13,0.12,0.16,0.13,0.15,0.12,0.16,0.14,0.13,0.14,0.14,0.0,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.11,0.0,0.12,0.13,0.13,0.12,0.0,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.1,0.0,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.93
09/29/2021,6.65,6.49,4.3,2.43,2.47,2.32,1.49,1.59,1.81,1.4,1.13,1.11,0.94,1.03,1.0,0.9,0.92,0.9,0.86,0.74,0.76,0.65,0.8,0.63,0.69,0.71,0.64,0.56,0.6,0.61,0.55,0.55,0.69,0.54,0.62,0.6,0.53,0.59,0.53,0.6,0.53,0.5,0.44,0.39,0.43,0.46,0.39,0.38,0.46,0.42,0.35,0.42,0.46,0.39,0.43,0.36,0.37,0.36,0.37,0.38,0.34,0.31,0.37,0.33,0.33,0.36,0.38,0.29,0.32,0.33,0.27,0.31,0.27,0.27,0.22,0.28,0.24,0.29,0.25,0.24,0.27,0.23,0.22,0.26,0.25,0.25,0.2,0.24,0.23,0.21,0.21,0.2,0.17,0.22,0.22,0.22,0.21,0.22,0.23,0.16,0.21,0.19,0.18,0.22,0.19,0.17,0.2,0.19,0.19,0.18,0.17,0.28,0.18,0.19,0.18,0.18,0.18,0.17,0.15,0.17,0.14,0.17,0.16,0.15,0.16,0.17,0.19,0.11,0.14,0.12,0.14,0.15,0.15,0.14,0.13,0.16,0.15,0.16,0.13,0.12,0.14,0.14,0.12,0.16,0.14,0.14,0.12,0.15,0.11,0.13,0.12,0.16,0.13,0.15,0.12,0.16,0.14,0.13,0.14,0.14,0.0,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.11,0.0,0.12,0.13,0.13,0.12,0.0,0.12,0.11,0.0,0.11,0.1,0.12,0.0,0.1,0.0,0.11,0.12,0.13,0.11,0.12,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.12,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.93
09/30/2021,6.6,6.39,4.29,2.44,2.46,2.31,1.5,1.56,1.86,1.44,1.12,1.11,0.93,1.05,0.99,0.9,0.94,0.93,0.83,0.75,0.76,0.65,0.79,0.64,0.69,0.71,0.62,0.57,0.6,0.61,0.55,0.55,0.68,0.54,0.61,0.6,0.52,0.58,0.53,0.59,0.54,0.5,0.44,0.39,0.43,0.46,0.38,0.38,0.45,0.42,0.35,0.43,0.45,0.39,0.44,0.36,0.36,0.36,0.38,0.39,0.34,0.32,0.38,0.33,0.33,0.35,0.37,0.29,0.33,0.34,0.27,0.31,0.27,0.27,0.22,0.27,0.24,0.29,0.25,0.24,0.27,0.22,0.22,0.26,0.25,0.25,0.2,0.25,0.24,0.21,0.21,0.2,0.17,0.23,0.21,0.22,0.21,0.23,0.23,0.16,0.22,0.19,0.18,0.21,0.19,0.17,0.2,0.19,0.19,0.18,0.17,0.28,0.18,0.19,0.17,0.18,0.18,0.17,0.15,0.16,0.14,0.17,0.16,0.15,0.15,0.17,0.19,0.12,0.14,0.12,0.14,0.15,0.15,0.14,0.12,0.16,0.14,0.16,0.13,0.13,0.14,0.14,0.12,0.15,0.14,0.14,0.12,0.15,0.11,0.13,0.12,0.15,0.13,0.15,0.12,0.15,0.14,0.12,0.14,0.14,0.1,0.11,0.13,0.11,0.12,0.13,0.12,0.12,0.11,0.0,0.12,0.13,0.13,0.12,0.1,0.12,0.11,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.1,0.12,0.13,0.12,0.12,0.11,0.12,0.0,0.1,0.0,0.0,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.12,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.11,0.0,0.0,0.0,0.0,0.0,0.0,85.74
10/01/2021,6.59,6.3,4.27,2.4,2.42,2.27,1.52,1.53,1.87,1.47,1.13,1.11,0.91,1.05,1.01,0.9,0.94,0.95,0.82,0.74,0.76,0.66,0.78,0.65,0.69,0.71,0.62,0.58,0.6,0.62,0.56,0.55,0.67,0.55,0.61,0.6,0.52,0.57,0.53,0.58,0.54,0.5,0.43,0.4,0.44,0.46,0.39,0.39,0.45,0.43,0.36,0.43,0.44,0.39,0.44,0.36,0.36,0.36,0.36,0.39,0.34,0.32,0.36,0.34,0.33,0.35,0.36,0.3,0.33,0.34,0.27,0.3,0.28,0.27,0.22,0.27,0.24,0.29,0.25,0.24,0.27,0.22,0.22,0.26,0.25,0.25,0.2,0.25,0.24,0.21,0.21,0.2,0.18,0.23,0.21,0.23,0.21,0.23,0.23,0.16,0.22,0.19,0.18,0.21,0.19,0.18,0.2,0.19,0.19,0.18,0.17,0.27,0.18,0.19,0.17,0.18,0.18,0.16,0.15,0.16,0.14,0.17,0.17,0.15,0.16,0.17,0.19,0.12,0.15,0.13,0.14,0.15,0.15,0.14,0.13,0.16,0.14,0.16,0.14,0.13,0.14,0.14,0.12,0.15,0.14,0.14,0.12,0.15,0.11,0.14,0.12,0.15,0.13,0.14,0.13,0.15,0.14,0.12,0.14,0.14,0.0,0.11,0.13,0.11,0.12,0.13,0.12,0.13,0.11,0.0,0.12,0.13,0.13,0.12,0.0,0.12,0.11,0.0,0.11,0.1,0.11,0.1,0.0,0.1,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.0,0.11,0.0,0.0,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.11,0.1,0.0,0.11,0.1,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.65
10/04/2021,6.6,6.28,4.23,2.38,2.38,2.23,1.51,1.51,1.87,1.46,1.13,1.11,0.9,1.05,1.01,0.91,0.92,0.94,0.81,0.75,0.78,0.66,0.77,0.64,0.69,0.72,0.62,0.58,0.61,0.62,0.57,0.55,0.67,0.56,0.6,0.59,0.54,0.57,0.52,0.59,0.54,0.5,0.43,0.4,0.44,0.45,0.4,0.39,0.45,0.43,0.36,0.43,0.44,0.39,0.43,0.36,0.36,0.37,0.34,0.38,0.34,0.32,0.36,0.34,0.32,0.35,0.36,0.29,0.34,0.33,0.27,0.3,0.28,0.27,0.22,0.27,0.24,0.29,0.24,0.24,0.26,0.22,0.22,0.26,0.25,0.25,0.2,0.25,0.24,0.21,0.21,0.2,0.18,0.23,0.21,0.23,0.21,0.23,0.23,0.16,0.22,0.19,0.18,0.21,0.19,0.18,0.2,0.19,0.19,0.18,0.17,0.27,0.18,0.19,0.17,0.18,0.18,0.16,0.14,0.16,0.14,0.17,0.17,0.15,0.16,0.17,0.19,0.38,0.14,0.13,0.14,0.15,0.15,0.14,0.13,0.16,0.14,0.15,0.14,0.13,0.13,0.14,0.12,0.16,0.14,0.14,0.12,0.15,0.11,0.13,0.12,0.15,0.13,0.14,0.13,0.15,0.13,0.12,0.13,0.14,0.1,0.11,0.14,0.11,0.12,0.12,0.12,0.13,0.12,0.0,0.12,0.13,0.13,0.12,0.1,0.12,0.11,0.1,0.11,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.0,0.1,0.0,0.0,0.1,0.0,0.11,0.0,0.1,0.1,0.0,0.11,0.0,0.0,0.11,0.0,0.11,0.12,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.11,0.0,0.0,0.0,0.0,0.0,0.0,85.59
