,ROKU,DIS,VIAC,CMCSA,FOXA,CHTR,LBRDK,ATVI,NFLX,TWTR,EA,DISCK,NXST,TTWO,HAS,FOX,DISH,NWSA,GOOG,ATUS,GOOGL,CABO,TGNA,SIRI,LBTYK,DISCA,MTCH,LYV,NYT,IAC,NLSN,QRTEA,ZNGA,WWE,DLB,LGF/B,AMCX,GTN,LBRDA,LAMR,XTSLA,VMEO,SBGI,NWS,SGMS,MAT,SSP,CHDN,CZR,LGF.A,MSGS,LBTYA,SIX,GHC,MDP,LVS,CNK,WMG,RHP,SEAS,T,AMC,IHRT,SHEN,PENN,IMAX,LSXMK,MSGN,LSXMA,LILAK,JW.A,AUD,XPER,SCHL,VIACA,CCL,CCO,GCI,MSGE,NCMI,HMTV,EVC,HLIT,VVI,DJCO,MCS,SGA,LILA,LTRPA,RDI,USD,127.HK,n/a,BISXX,LGF.B,EDR,DKNG,GME,FUBO,PLTK,SUM
07/23/2021,5.27,5.14,4.73,4.93,4.37,4.42,4.32,3.89,3.88,3.82,3.48,2.57,2.33,2.24,2.08,1.98,2.04,1.92,1.97,1.92,1.9,1.68,1.38,1.33,1.32,1.23,1.25,1.13,1.21,1.03,0.99,0.86,0.8,0.72,0.75,0.6,0.63,0.66,0.7,0.64,0.58,0.56,0.54,0.54,0.45,0.48,0.42,0.43,0.42,0.36,0.42,0.43,0.4,0.42,0.43,0.34,0.26,0.35,0.33,0.29,0.3,0.26,0.24,0.22,0.23,0.17,0.2,0.0,0.18,0.17,0.16,0.12,0.12,0.1,0.08,0.05,0.06,0.06,0.23,0.05,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/26/2021,5.27,5.09,4.78,4.93,4.47,4.37,4.26,3.84,3.71,3.87,3.44,2.61,2.35,2.22,2.06,2.02,2.06,1.92,1.97,1.91,1.9,1.64,1.38,1.32,1.32,1.25,1.29,1.16,1.19,1.06,0.99,0.87,0.79,0.72,0.74,0.6,0.65,0.67,0.69,0.64,0.58,0.54,0.56,0.54,0.45,0.48,0.43,0.44,0.42,0.36,0.42,0.44,0.41,0.42,0.43,0.35,0.28,0.35,0.35,0.3,0.29,0.24,0.25,0.21,0.24,0.18,0.2,0.0,0.18,0.17,0.15,0.13,0.12,0.1,0.08,0.06,0.06,0.06,0.23,0.05,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/27/2021,5.29,5.07,4.76,4.96,4.48,4.41,4.3,3.83,3.72,3.89,3.5,2.6,2.35,2.24,2.05,2.03,2.08,1.92,1.99,1.92,1.92,1.64,1.36,1.31,1.32,1.24,1.3,1.15,1.19,1.06,0.99,0.86,0.79,0.73,0.73,0.57,0.62,0.66,0.7,0.63,0.58,0.54,0.56,0.54,0.44,0.48,0.41,0.44,0.42,0.34,0.42,0.44,0.41,0.42,0.43,0.33,0.27,0.35,0.35,0.29,0.3,0.22,0.25,0.21,0.24,0.17,0.2,0.0,0.18,0.17,0.15,0.13,0.12,0.1,0.08,0.06,0.06,0.06,0.23,0.05,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
07/28/2021,5.87,5.02,4.7,4.94,4.43,4.38,4.29,3.82,3.69,3.95,3.51,2.56,2.33,2.23,2.01,2.01,2.04,1.91,2.03,1.93,1.96,1.66,1.35,1.29,1.3,1.22,1.33,1.12,1.21,1.06,0.97,0.86,0.79,0.71,0.73,0.55,0.6,0.66,0.7,0.63,0.57,0.54,0.55,0.54,0.43,0.46,0.42,0.43,0.4,0.33,0.42,0.43,0.4,0.42,0.43,0.32,0.26,0.35,0.34,0.28,0.29,0.22,0.25,0.21,0.23,0.17,0.2,0.0,0.18,0.17,0.15,0.13,0.12,0.1,0.08,0.05,0.05,0.06,0.22,0.04,0.07,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.02,0.01,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/29/2021,5.88,5.04,4.79,4.92,4.43,4.36,4.26,3.72,3.66,3.75,3.48,2.63,2.33,2.21,2.23,2.01,2.07,1.9,2.04,1.94,1.95,1.64,1.35,1.26,1.3,1.25,1.3,1.17,1.2,1.03,0.98,0.86,0.77,0.71,0.72,0.55,0.62,0.66,0.69,0.63,0.57,0.54,0.55,0.54,0.43,0.5,0.42,0.43,0.41,0.33,0.42,0.43,0.42,0.41,0.42,0.31,0.27,0.34,0.33,0.3,0.29,0.23,0.25,0.21,0.23,0.18,0.2,0.0,0.18,0.17,0.15,0.13,0.11,0.1,0.08,0.06,0.06,0.06,0.22,0.05,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
07/30/2021,5.71,5.13,4.76,4.97,4.45,4.4,4.29,3.52,3.73,3.78,3.45,2.62,2.36,2.17,2.21,2.01,2.1,1.92,2.02,1.94,1.95,1.64,1.36,1.35,1.32,1.24,1.3,1.16,1.23,1.03,0.98,0.85,0.77,0.71,0.71,0.54,0.61,0.66,0.7,0.64,0.57,0.55,0.55,0.54,0.43,0.5,0.42,0.43,0.41,0.32,0.42,0.43,0.42,0.41,0.42,0.3,0.27,0.34,0.33,0.29,0.3,0.22,0.25,0.21,0.23,0.17,0.21,0.0,0.18,0.17,0.16,0.13,0.11,0.1,0.08,0.06,0.05,0.06,0.22,0.04,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/02/2021,5.59,5.1,4.8,4.94,4.47,4.32,4.22,3.5,3.7,3.89,3.49,2.71,2.4,2.2,2.19,2.02,2.07,1.91,2.02,1.76,2.01,1.63,1.39,1.3,1.29,1.3,1.31,1.16,1.23,1.06,0.96,0.86,0.77,0.7,0.72,0.55,0.59,0.68,0.68,0.65,0.63,0.57,0.56,0.54,0.44,0.52,0.43,0.43,0.4,0.33,0.42,0.43,0.43,0.42,0.44,0.3,0.26,0.35,0.33,0.3,0.3,0.22,0.25,0.21,0.22,0.17,0.2,0.0,0.18,0.17,0.16,0.13,0.12,0.1,0.08,0.06,0.06,0.07,0.23,0.05,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/03/2021,5.35,5.06,4.74,5.03,4.41,4.53,4.34,3.52,3.74,3.88,3.52,2.61,2.4,2.26,2.18,1.98,2.07,1.92,2.01,1.74,2.0,1.64,1.39,1.31,1.36,1.26,1.28,1.14,1.24,1.04,0.97,0.86,0.77,0.72,0.73,0.54,0.58,0.68,0.7,0.66,0.63,0.55,0.55,0.54,0.44,0.53,0.42,0.43,0.39,0.32,0.42,0.45,0.42,0.43,0.44,0.3,0.26,0.35,0.33,0.3,0.3,0.22,0.25,0.21,0.22,0.17,0.2,0.0,0.18,0.17,0.16,0.13,0.12,0.1,0.08,0.05,0.06,0.07,0.22,0.04,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/04/2021,5.35,5.06,4.74,5.03,4.41,4.53,4.34,3.52,3.74,3.88,3.52,2.61,2.4,2.26,2.18,1.98,2.07,1.92,2.01,1.74,2.0,1.64,1.39,1.31,1.36,1.26,1.28,1.14,1.24,1.04,0.97,0.86,0.77,0.72,0.73,0.54,0.58,0.68,0.7,0.66,0.63,0.55,0.55,0.54,0.44,0.53,0.42,0.43,0.39,0.32,0.42,0.45,0.42,0.43,0.44,0.3,0.26,0.35,0.33,0.3,0.3,0.22,0.25,0.21,0.22,0.17,0.2,0.0,0.18,0.17,0.16,0.13,0.12,0.1,0.08,0.05,0.06,0.07,0.22,0.04,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/05/2021,5.35,5.06,4.74,5.03,4.41,4.53,4.34,3.52,3.74,3.88,3.52,2.61,2.4,2.26,2.18,1.98,2.07,1.92,2.01,1.74,2.0,1.64,1.39,1.31,1.36,1.26,1.28,1.14,1.24,1.04,0.97,0.86,0.77,0.72,0.73,0.54,0.58,0.68,0.7,0.66,0.63,0.55,0.55,0.54,0.44,0.53,0.42,0.43,0.39,0.32,0.42,0.45,0.42,0.43,0.44,0.3,0.26,0.35,0.33,0.3,0.3,0.22,0.25,0.21,0.22,0.17,0.2,0.0,0.18,0.17,0.16,0.13,0.12,0.1,0.08,0.05,0.06,0.07,0.22,0.04,0.07,0.05,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/06/2021,5.29,5.04,4.51,5.04,4.39,4.75,4.48,3.4,3.74,3.87,3.46,2.58,2.44,2.11,2.23,1.98,2.1,1.9,2.05,1.73,2.04,1.7,1.39,1.32,1.41,1.22,1.29,1.15,1.24,1.04,0.97,0.89,0.76,0.72,0.76,0.54,0.56,0.69,0.73,0.67,0.69,0.55,0.56,0.54,0.44,0.54,0.42,0.42,0.4,0.32,0.41,0.46,0.41,0.43,0.45,0.28,0.25,0.35,0.33,0.3,0.3,0.2,0.25,0.12,0.22,0.16,0.21,0.0,0.18,0.17,0.16,0.12,0.12,0.1,0.08,0.05,0.06,0.07,0.22,0.04,0.07,0.05,0.07,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/09/2021,5.03,5.08,4.8,4.97,4.59,4.68,4.48,3.38,3.79,3.85,3.34,2.64,2.48,2.04,2.17,2.04,2.06,1.94,2.03,1.66,2.02,1.7,1.39,1.31,1.4,1.26,1.18,1.23,1.32,1.01,0.94,0.85,0.74,0.73,0.74,0.54,0.57,0.69,0.73,0.67,0.68,0.55,0.59,0.55,0.45,0.53,0.43,0.44,0.41,0.32,0.41,0.46,0.42,0.42,0.46,0.28,0.25,0.34,0.33,0.33,0.29,0.2,0.26,0.12,0.23,0.16,0.21,0.0,0.19,0.18,0.16,0.13,0.12,0.1,0.08,0.06,0.06,0.06,0.22,0.04,0.07,0.05,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/10/2021,4.91,5.12,4.83,5.03,4.53,4.71,4.48,3.48,3.78,3.76,3.35,2.64,2.5,2.07,2.16,2.02,2.08,1.94,2.05,1.69,2.03,1.71,1.39,1.32,1.42,1.26,1.18,1.24,1.36,0.99,0.95,0.82,0.61,0.74,0.74,0.53,0.61,0.69,0.73,0.68,0.69,0.46,0.6,0.55,0.45,0.54,0.43,0.45,0.41,0.31,0.41,0.47,0.42,0.41,0.45,0.29,0.26,0.33,0.34,0.33,0.3,0.19,0.22,0.12,0.23,0.16,0.22,0.0,0.19,0.17,0.16,0.12,0.12,0.1,0.08,0.06,0.06,0.07,0.22,0.04,0.07,0.05,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
08/11/2021,4.91,5.12,4.83,5.03,4.53,4.71,4.48,3.48,3.78,3.76,3.35,2.64,2.5,2.07,2.16,2.02,2.08,1.94,2.05,1.69,2.03,1.71,1.39,1.32,1.42,1.26,1.18,1.24,1.36,0.99,0.95,0.82,0.61,0.74,0.74,0.53,0.61,0.69,0.73,0.68,0.69,0.46,0.6,0.55,0.45,0.54,0.43,0.45,0.41,0.31,0.41,0.47,0.42,0.41,0.45,0.29,0.26,0.33,0.34,0.33,0.3,0.19,0.22,0.12,0.23,0.16,0.22,0.0,0.19,0.17,0.16,0.12,0.12,0.1,0.08,0.06,0.06,0.07,0.22,0.04,0.07,0.05,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
08/13/2021,4.79,5.15,4.77,5.05,4.62,4.71,4.48,3.53,3.77,3.69,3.38,2.71,2.47,2.1,2.19,2.05,2.15,1.92,2.08,1.65,2.06,1.75,1.42,1.26,1.43,1.29,1.13,1.23,1.36,0.97,0.96,0.83,0.62,0.74,0.73,0.5,0.63,0.69,0.72,0.67,0.69,0.43,0.58,0.55,0.48,0.56,0.42,0.46,0.41,0.29,0.41,0.47,0.42,0.41,0.45,0.29,0.25,0.33,0.33,0.33,0.3,0.19,0.22,0.12,0.23,0.15,0.21,0.0,0.19,0.17,0.16,0.11,0.12,0.1,0.08,0.06,0.06,0.07,0.22,0.04,0.07,0.06,0.06,0.04,0.04,0.02,0.03,0.03,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/16/2021,4.66,5.2,4.67,5.09,4.62,4.76,4.53,3.62,3.73,3.65,3.43,2.66,2.42,2.1,2.19,2.06,2.15,1.89,2.08,1.64,2.06,1.79,1.39,1.23,1.47,1.26,1.13,1.23,1.38,0.98,0.95,0.81,0.63,0.74,0.75,0.49,0.61,0.69,0.73,0.68,0.69,0.42,0.6,0.54,0.51,0.54,0.41,0.45,0.43,0.29,0.4,0.48,0.43,0.4,0.47,0.29,0.25,0.33,0.35,0.33,0.3,0.2,0.23,0.12,0.24,0.15,0.21,0.0,0.19,0.17,0.16,0.11,0.12,0.1,0.08,0.06,0.06,0.07,0.22,0.04,0.07,0.06,0.06,0.04,0.04,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/17/2021,4.54,5.29,4.6,5.14,4.64,4.77,4.55,3.58,3.79,3.66,3.44,2.64,2.41,2.12,2.23,2.06,2.14,1.86,2.09,1.62,2.08,1.79,1.38,1.23,1.5,1.25,1.12,1.2,1.37,0.96,0.95,0.81,0.64,0.74,0.76,0.48,0.6,0.69,0.74,0.68,0.69,0.41,0.59,0.53,0.5,0.54,0.41,0.45,0.42,0.28,0.4,0.49,0.44,0.41,0.48,0.28,0.24,0.33,0.35,0.34,0.3,0.2,0.23,0.12,0.23,0.15,0.21,0.0,0.19,0.17,0.16,0.12,0.12,0.1,0.08,0.06,0.06,0.07,0.22,0.04,0.07,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/18/2021,4.54,5.29,4.6,5.14,4.64,4.77,4.55,3.58,3.79,3.66,3.44,2.64,2.41,2.12,2.23,2.06,2.14,1.86,2.09,1.62,2.08,1.79,1.38,1.23,1.5,1.25,1.12,1.2,1.37,0.96,0.95,0.81,0.64,0.74,0.76,0.48,0.6,0.69,0.74,0.68,0.69,0.41,0.59,0.53,0.5,0.54,0.41,0.45,0.42,0.28,0.4,0.49,0.44,0.41,0.48,0.28,0.24,0.33,0.35,0.34,0.3,0.2,0.23,0.12,0.23,0.15,0.21,0.0,0.19,0.17,0.16,0.12,0.12,0.1,0.08,0.06,0.06,0.07,0.22,0.04,0.07,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/19/2021,4.53,5.24,4.54,5.15,4.68,4.84,4.62,3.59,3.81,3.61,3.48,2.63,2.39,2.12,2.23,2.08,2.16,1.87,2.1,1.6,2.09,1.81,1.4,1.25,1.5,1.25,1.1,1.2,1.39,0.97,0.95,0.79,0.63,0.74,0.78,0.47,0.6,0.69,0.75,0.68,0.7,0.38,0.58,0.54,0.5,0.54,0.4,0.44,0.4,0.28,0.4,0.49,0.42,0.41,0.46,0.28,0.25,0.33,0.34,0.33,0.3,0.21,0.23,0.12,0.22,0.15,0.21,0.0,0.19,0.17,0.16,0.11,0.12,0.1,0.08,0.06,0.05,0.07,0.21,0.04,0.07,0.06,0.06,0.04,0.04,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/20/2021,4.56,5.16,4.61,5.19,4.67,4.9,4.65,3.58,3.83,3.57,3.52,2.67,2.4,2.17,2.18,2.08,2.17,1.83,2.08,1.61,2.07,1.81,1.4,1.26,1.47,1.27,1.08,1.19,1.4,0.97,0.95,0.79,0.64,0.73,0.76,0.47,0.59,0.68,0.75,0.68,0.7,0.37,0.59,0.53,0.48,0.53,0.4,0.43,0.39,0.28,0.41,0.48,0.41,0.4,0.45,0.28,0.25,0.34,0.33,0.32,0.3,0.22,0.23,0.12,0.22,0.15,0.22,0.0,0.19,0.16,0.16,0.11,0.12,0.1,0.08,0.06,0.05,0.07,0.2,0.03,0.07,0.06,0.06,0.04,0.03,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/23/2021,4.44,5.15,4.75,5.21,4.63,4.94,4.68,3.62,4.06,3.57,3.55,2.63,2.37,2.18,2.15,2.06,2.14,1.77,2.1,1.58,2.09,1.81,1.38,1.29,1.43,1.24,1.11,1.19,1.42,1.0,0.95,0.78,0.66,0.71,0.76,0.45,0.57,0.68,0.76,0.68,0.71,0.39,0.56,0.51,0.48,0.53,0.4,0.44,0.38,0.26,0.42,0.47,0.39,0.39,0.45,0.27,0.24,0.35,0.32,0.31,0.3,0.21,0.23,0.13,0.22,0.15,0.22,0.0,0.19,0.16,0.16,0.11,0.12,0.1,0.08,0.06,0.05,0.06,0.2,0.03,0.07,0.05,0.06,0.04,0.03,0.02,0.03,0.03,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
