,ROKU,DIS,VIAC,CMCSA,FOXA,CHTR,LBRDK,ATVI,NFLX,TWTR,EA,DISCK,NXST,TTWO,HAS,FOX,DISH,NWSA,GOOG,ATUS,GOOGL,CABO,TGNA,SIRI,LBTYK,DISCA,MTCH,LYV,NYT,IAC,NLSN,QRTEA,ZNGA,WWE,DLB,LGF/B,AMCX,GTN,LBRDA,LAMR,XTSLA,VMEO,SBGI,NWS,SGMS,MAT,SSP,CHDN,CZR,LGF.A,MSGS,LBTYA,SIX,GHC,MDP,LVS,CNK,WMG,RHP,SEAS,T,AMC,IHRT,SHEN,PENN,IMAX,LSXMK,MSGN,LSXMA,LILAK,JW.A,AUD,XPER,SCHL,VIACA,CCL,CCO,GCI,MSGE,NCMI,HMTV,EVC,HLIT,VVI,DJCO,MCS,SGA,LILA,LTRPA,RDI,USD,127.HK,n/a,BISXX,LGF.B,EDR,DKNG,GME,FUBO,PLTK,SUM
10/07/2021,3.97,5.12,4.67,4.94,5.1,4.54,4.34,3.34,4.48,3.48,3.55,2.41,2.54,2.08,1.97,2.27,2.25,1.87,2.05,1.14,2.05,1.62,1.6,1.25,1.47,1.13,1.29,1.45,1.42,1.04,0.8,0.77,0.58,0.85,0.68,0.55,0.55,0.72,0.71,0.72,0.58,0.38,0.64,0.55,0.62,0.46,0.41,0.58,0.54,0.32,0.5,0.49,0.46,0.39,0.58,0.27,0.33,0.42,0.38,0.38,0.29,0.23,0.25,0.13,0.26,0.2,0.22,0.0,0.19,0.16,0.14,0.14,0.11,0.11,0.08,0.07,0.07,0.08,0.23,0.05,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
10/08/2021,3.79,5.1,4.63,4.95,5.24,4.61,4.4,3.32,4.46,3.32,3.57,2.42,2.56,2.09,1.94,2.33,2.29,1.87,2.03,1.13,2.03,1.64,1.62,1.26,1.49,1.13,1.26,1.45,1.42,1.04,0.81,0.76,0.56,0.86,0.67,0.0,0.55,0.74,0.73,0.74,0.59,0.37,0.63,0.55,0.6,0.46,0.41,0.58,0.54,0.32,0.49,0.49,0.45,0.39,0.57,0.26,0.36,0.42,0.37,0.39,0.29,0.22,0.26,0.13,0.25,0.22,0.22,0.0,0.19,0.16,0.15,0.14,0.11,0.11,0.08,0.07,0.07,0.08,0.22,0.05,0.07,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.0,0.0,0.01,0.0,0.55,0.0,0.0,0.0,0.0,0.0,100.01000000000002
10/11/2021,4.07,5.11,4.59,4.92,5.2,4.58,4.36,3.29,4.68,3.45,3.32,2.42,2.52,2.18,1.95,2.32,2.23,1.87,2.07,1.07,2.07,1.6,1.57,1.26,1.51,1.14,1.28,1.48,1.48,1.01,0.79,0.75,0.56,0.86,0.68,0.0,0.53,0.73,0.72,0.73,0.58,0.35,0.61,0.55,0.57,0.47,0.41,0.57,0.52,0.31,0.49,0.5,0.45,0.39,0.56,0.26,0.37,0.42,0.37,0.38,0.29,0.22,0.25,0.13,0.24,0.22,0.22,0.0,0.19,0.16,0.14,0.13,0.1,0.11,0.07,0.06,0.06,0.07,0.23,0.05,0.07,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.0,0.0,0.03,0.0,0.53,0.0,0.0,0.0,0.0,0.0,99.96
10/12/2021,4.06,5.12,4.62,4.91,5.22,4.52,4.33,3.26,4.57,3.56,3.36,2.44,2.51,2.22,1.96,2.32,2.24,1.88,2.07,1.09,2.07,1.59,1.57,1.27,1.5,1.15,1.29,1.44,1.48,1.08,0.79,0.76,0.57,0.85,0.68,0.0,0.53,0.73,0.72,0.72,0.52,0.35,0.6,0.55,0.58,0.47,0.41,0.57,0.52,0.31,0.49,0.49,0.44,0.39,0.59,0.26,0.35,0.42,0.37,0.38,0.29,0.22,0.24,0.13,0.24,0.22,0.22,0.0,0.19,0.16,0.14,0.13,0.11,0.11,0.08,0.06,0.07,0.07,0.22,0.05,0.07,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.0,0.0,0.09,0.0,0.53,0.0,0.0,0.0,0.0,0.0,100.06
10/13/2021,4.09,5.14,4.66,4.72,5.28,4.34,4.17,3.3,4.62,3.58,3.46,2.43,2.53,2.28,1.99,2.36,2.22,1.9,2.11,1.06,2.1,1.56,1.57,1.24,1.5,1.13,1.28,1.44,1.51,1.08,0.81,0.75,0.57,0.87,0.68,0.0,0.54,0.73,0.69,0.73,0.58,0.34,0.57,0.56,0.56,0.47,0.4,0.57,0.52,0.32,0.49,0.49,0.43,0.39,0.6,0.27,0.36,0.43,0.37,0.38,0.28,0.22,0.24,0.13,0.24,0.22,0.22,0.0,0.19,0.16,0.14,0.13,0.11,0.11,0.08,0.06,0.06,0.07,0.22,0.05,0.07,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.0,0.0,0.04,0.0,0.54,0.0,0.0,0.0,0.0,0.0,100.01
10/14/2021,4.09,5.14,4.66,4.72,5.28,4.34,4.17,3.3,4.62,3.58,3.46,2.43,2.53,2.28,1.99,2.36,2.22,1.9,2.11,1.06,2.1,1.56,1.57,1.24,1.5,1.13,1.28,1.44,1.51,1.08,0.81,0.75,0.57,0.87,0.68,0.0,0.54,0.73,0.69,0.73,0.58,0.34,0.57,0.56,0.56,0.47,0.4,0.57,0.52,0.32,0.49,0.49,0.43,0.39,0.6,0.27,0.36,0.43,0.37,0.38,0.28,0.22,0.24,0.13,0.24,0.22,0.22,0.0,0.19,0.16,0.14,0.13,0.11,0.11,0.08,0.06,0.06,0.07,0.22,0.05,0.07,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.0,0.0,0.04,0.0,0.54,0.0,0.0,0.0,0.0,0.0,100.01
10/15/2021,4.09,5.11,4.67,4.57,5.33,4.33,4.17,3.29,4.64,3.54,3.49,2.39,2.55,2.27,1.99,2.38,2.18,1.92,2.11,1.05,2.12,1.56,1.58,1.23,1.53,1.12,1.29,1.46,1.53,1.08,0.82,0.74,0.57,0.87,0.68,0.0,0.53,0.74,0.69,0.74,0.59,0.34,0.58,0.56,0.56,0.47,0.41,0.58,0.53,0.32,0.49,0.5,0.45,0.39,0.61,0.28,0.33,0.44,0.38,0.37,0.28,0.22,0.22,0.13,0.24,0.22,0.22,0.0,0.19,0.16,0.15,0.13,0.11,0.11,0.08,0.06,0.06,0.07,0.22,0.04,0.07,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.0,0.0,0.04,0.0,0.54,0.0,0.0,0.0,0.0,0.0,100.0
10/18/2021,4.09,5.11,4.67,4.57,5.33,4.33,4.17,3.29,4.64,3.54,3.49,2.39,2.55,2.27,1.99,2.38,2.18,1.92,2.11,1.05,2.12,1.56,1.58,1.23,1.53,1.12,1.29,1.46,1.53,1.08,0.82,0.74,0.57,0.87,0.68,0.0,0.53,0.74,0.69,0.74,0.59,0.34,0.58,0.56,0.56,0.47,0.41,0.58,0.53,0.32,0.49,0.5,0.45,0.39,0.61,0.28,0.33,0.44,0.38,0.37,0.28,0.22,0.22,0.13,0.24,0.22,0.22,0.0,0.19,0.16,0.15,0.13,0.11,0.11,0.08,0.06,0.06,0.07,0.22,0.04,0.07,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.0,0.0,0.04,0.0,0.54,0.0,0.0,0.0,0.0,0.0,100.0
10/19/2021,4.16,5.08,4.63,4.67,5.31,4.34,4.16,3.24,4.64,3.56,3.36,2.37,2.5,2.23,2.03,2.38,2.17,1.9,2.13,1.02,2.12,1.55,1.58,1.23,1.51,1.11,1.28,1.47,1.55,1.16,0.81,0.74,0.58,0.88,0.68,0.0,0.55,0.73,0.69,0.74,0.58,0.4,0.55,0.57,0.62,0.49,0.41,0.6,0.52,0.32,0.5,0.5,0.44,0.38,0.6,0.29,0.34,0.45,0.37,0.38,0.27,0.24,0.22,0.13,0.25,0.21,0.22,0.0,0.19,0.16,0.15,0.13,0.11,0.11,0.08,0.06,0.07,0.07,0.23,0.05,0.07,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.04,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,100.06
10/20/2021,4.13,5.16,4.59,4.69,5.24,4.33,4.15,3.27,4.62,3.55,3.35,2.35,2.5,2.26,2.06,2.37,2.17,1.9,2.14,1.0,2.14,1.55,1.57,1.24,1.51,1.09,1.31,1.5,1.53,1.17,0.82,0.74,0.57,0.88,0.69,0.0,0.53,0.72,0.69,0.75,0.59,0.42,0.54,0.57,0.61,0.49,0.41,0.59,0.51,0.33,0.49,0.5,0.44,0.37,0.6,0.29,0.34,0.45,0.37,0.38,0.28,0.24,0.22,0.13,0.26,0.21,0.22,0.0,0.19,0.16,0.15,0.12,0.11,0.1,0.07,0.06,0.06,0.07,0.23,0.05,0.06,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.04,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,100.02
10/21/2021,4.37,4.99,4.53,4.61,5.26,4.36,4.18,3.26,4.68,3.66,3.34,2.33,2.44,2.27,2.06,2.37,2.17,1.87,2.16,1.01,2.15,1.55,1.58,1.23,1.5,1.08,1.29,1.51,1.55,1.14,0.82,0.75,0.58,0.88,0.7,0.0,0.52,0.71,0.69,0.74,0.59,0.42,0.52,0.56,0.61,0.5,0.4,0.6,0.52,0.31,0.49,0.49,0.44,0.37,0.6,0.28,0.35,0.45,0.37,0.39,0.27,0.26,0.21,0.13,0.25,0.21,0.22,0.0,0.19,0.15,0.15,0.12,0.11,0.1,0.07,0.06,0.07,0.07,0.23,0.05,0.06,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.04,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,100.02
10/22/2021,4.33,4.95,4.55,4.65,5.35,4.39,4.24,3.26,4.64,3.69,3.36,2.34,2.48,2.25,2.05,2.39,2.19,1.86,2.15,0.98,2.14,1.54,1.56,1.22,1.51,1.08,1.3,1.46,1.54,1.13,0.81,0.75,0.58,0.88,0.7,0.0,0.53,0.7,0.7,0.73,0.58,0.43,0.54,0.56,0.59,0.5,0.4,0.59,0.52,0.32,0.48,0.5,0.42,0.37,0.59,0.28,0.34,0.45,0.37,0.37,0.27,0.24,0.21,0.13,0.27,0.21,0.21,0.0,0.19,0.15,0.14,0.12,0.1,0.1,0.07,0.06,0.06,0.07,0.22,0.05,0.06,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.04,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,99.98
10/25/2021,4.17,4.93,4.37,4.61,5.27,4.48,4.29,3.31,4.72,3.64,3.44,2.33,2.45,2.37,2.03,2.37,2.16,1.86,2.12,1.03,2.11,1.54,1.61,1.23,1.5,1.08,1.42,1.46,1.55,1.16,0.8,0.74,0.59,0.88,0.7,0.0,0.51,0.72,0.71,0.73,0.58,0.41,0.55,0.56,0.59,0.5,0.41,0.59,0.51,0.32,0.47,0.49,0.45,0.37,0.59,0.27,0.33,0.45,0.36,0.4,0.27,0.23,0.22,0.12,0.25,0.21,0.22,0.0,0.19,0.15,0.15,0.12,0.1,0.1,0.07,0.06,0.07,0.07,0.22,0.04,0.06,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.03,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,99.99
10/26/2021,4.05,4.9,4.37,4.66,5.29,4.47,4.33,3.36,4.83,3.48,3.47,2.35,2.48,2.36,1.97,2.37,2.15,1.89,2.07,1.06,2.06,1.56,1.62,1.23,1.51,1.09,1.37,1.47,1.56,1.16,0.81,0.75,0.56,0.88,0.7,0.0,0.5,0.72,0.71,0.72,0.58,0.41,0.56,0.57,0.61,0.5,0.41,0.59,0.51,0.32,0.47,0.5,0.46,0.37,0.6,0.27,0.34,0.45,0.36,0.41,0.27,0.22,0.21,0.12,0.24,0.23,0.22,0.0,0.19,0.15,0.15,0.12,0.1,0.1,0.07,0.06,0.07,0.07,0.22,0.04,0.06,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.03,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,99.98
10/27/2021,4.05,4.9,4.37,4.66,5.29,4.47,4.33,3.36,4.83,3.48,3.47,2.35,2.48,2.36,1.97,2.37,2.15,1.89,2.07,1.06,2.06,1.56,1.62,1.23,1.51,1.09,1.37,1.47,1.56,1.16,0.81,0.75,0.56,0.88,0.7,0.0,0.5,0.72,0.71,0.72,0.58,0.41,0.56,0.57,0.61,0.5,0.41,0.59,0.51,0.32,0.47,0.5,0.46,0.37,0.6,0.27,0.34,0.45,0.36,0.41,0.27,0.22,0.21,0.12,0.24,0.23,0.22,0.0,0.19,0.15,0.15,0.12,0.1,0.1,0.07,0.06,0.07,0.07,0.22,0.04,0.06,0.06,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.03,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,99.98
10/28/2021,4.06,4.97,4.37,4.64,5.19,4.47,4.31,3.43,4.88,3.47,3.49,2.36,2.48,2.39,1.95,2.33,2.16,1.89,2.07,1.02,2.05,1.55,1.6,1.22,1.51,1.1,1.36,1.46,1.55,1.19,0.8,0.77,0.57,0.88,0.69,0.0,0.49,0.73,0.71,0.72,0.58,0.43,0.54,0.57,0.62,0.49,0.42,0.59,0.51,0.31,0.48,0.49,0.46,0.38,0.6,0.27,0.34,0.45,0.36,0.43,0.27,0.22,0.21,0.12,0.24,0.22,0.22,0.0,0.19,0.15,0.15,0.12,0.1,0.1,0.07,0.06,0.07,0.07,0.22,0.04,0.06,0.06,0.05,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.03,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,99.97
10/29/2021,4.09,4.99,4.33,4.63,5.19,4.47,4.32,3.43,4.88,3.45,3.51,2.31,2.47,2.4,2.02,2.33,2.14,1.88,2.1,1.0,2.09,1.57,1.6,1.23,1.5,1.08,1.33,1.48,1.57,1.19,0.8,0.74,0.57,0.89,0.69,0.0,0.48,0.73,0.71,0.72,0.58,0.43,0.55,0.56,0.63,0.51,0.42,0.59,0.51,0.31,0.48,0.49,0.47,0.39,0.6,0.28,0.33,0.45,0.36,0.42,0.27,0.21,0.2,0.12,0.24,0.22,0.22,0.0,0.19,0.15,0.15,0.12,0.1,0.1,0.07,0.06,0.07,0.07,0.22,0.04,0.06,0.07,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.03,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,100.03
11/01/2021,4.11,5.0,4.4,4.54,5.17,4.41,4.3,3.4,5.0,3.1,3.51,2.31,2.5,2.42,2.17,2.32,2.08,1.85,2.23,0.97,2.22,1.56,1.6,1.26,1.49,1.08,1.29,1.49,1.57,1.2,0.86,0.76,0.58,0.91,0.68,0.0,0.48,0.74,0.71,0.71,0.59,0.42,0.53,0.54,0.59,0.54,0.42,0.56,0.51,0.29,0.49,0.49,0.41,0.38,0.61,0.29,0.33,0.47,0.37,0.41,0.28,0.21,0.2,0.11,0.24,0.21,0.22,0.0,0.2,0.15,0.15,0.12,0.1,0.11,0.07,0.06,0.07,0.07,0.23,0.04,0.06,0.07,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.03,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,99.96
11/02/2021,3.96,5.05,4.35,4.56,5.1,4.26,4.12,3.42,5.18,3.09,3.56,2.25,2.54,2.44,2.18,2.29,2.1,1.86,2.29,0.96,2.29,1.54,1.61,1.28,1.51,1.05,1.26,1.52,1.6,1.2,0.86,0.78,0.58,0.92,0.69,0.0,0.48,0.75,0.68,0.72,0.6,0.43,0.53,0.54,0.59,0.55,0.43,0.55,0.51,0.29,0.51,0.5,0.43,0.39,0.61,0.28,0.32,0.48,0.38,0.42,0.28,0.22,0.2,0.12,0.24,0.2,0.23,0.0,0.2,0.15,0.15,0.12,0.11,0.11,0.07,0.06,0.07,0.07,0.23,0.04,0.06,0.07,0.06,0.04,0.04,0.03,0.03,0.03,0.01,0.01,0.05,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,100.0
11/03/2021,3.96,5.05,4.35,4.56,5.1,4.26,4.12,3.42,5.18,3.09,3.56,2.25,2.54,2.44,2.18,2.29,2.1,1.86,2.29,0.96,2.29,1.54,1.61,1.28,1.51,1.05,1.26,1.52,1.6,1.2,0.86,0.78,0.58,0.92,0.69,0.0,0.48,0.75,0.68,0.72,0.6,0.43,0.53,0.54,0.59,0.55,0.43,0.55,0.51,0.29,0.51,0.5,0.43,0.39,0.61,0.28,0.32,0.48,0.38,0.42,0.28,0.22,0.2,0.12,0.24,0.2,0.23,0.0,0.2,0.15,0.15,0.12,0.11,0.11,0.07,0.06,0.07,0.07,0.23,0.04,0.06,0.07,0.06,0.04,0.04,0.03,0.03,0.03,0.01,0.01,0.05,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,100.0
11/04/2021,4.05,4.99,4.4,4.55,5.18,4.17,4.07,3.41,5.02,3.13,3.53,2.31,2.56,2.44,2.12,2.32,2.13,1.87,2.18,0.97,2.18,1.5,1.62,1.29,1.51,1.08,1.27,1.54,1.58,1.19,0.88,0.81,0.59,0.92,0.69,0.0,0.49,0.76,0.68,0.73,0.59,0.43,0.53,0.55,0.62,0.54,0.44,0.56,0.52,0.3,0.52,0.5,0.42,0.4,0.6,0.29,0.35,0.47,0.38,0.42,0.27,0.22,0.2,0.12,0.25,0.21,0.23,0.0,0.2,0.16,0.15,0.13,0.11,0.11,0.07,0.06,0.07,0.07,0.24,0.04,0.07,0.07,0.06,0.04,0.04,0.03,0.03,0.03,0.02,0.01,0.05,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,100.0
11/05/2021,3.99,4.98,4.41,4.58,5.24,4.23,4.1,3.33,5.0,3.06,3.49,2.32,2.67,2.44,2.09,2.35,2.16,1.87,2.21,0.95,2.2,1.51,1.62,1.29,1.5,1.08,1.22,1.58,1.61,1.18,0.87,0.8,0.58,0.92,0.69,0.0,0.5,0.76,0.68,0.74,0.59,0.43,0.55,0.54,0.6,0.53,0.45,0.55,0.51,0.3,0.52,0.49,0.43,0.38,0.6,0.29,0.35,0.47,0.39,0.42,0.27,0.23,0.19,0.12,0.24,0.21,0.23,0.0,0.2,0.16,0.15,0.13,0.11,0.11,0.07,0.06,0.07,0.07,0.24,0.04,0.07,0.07,0.07,0.04,0.04,0.03,0.03,0.03,0.01,0.01,0.04,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,100.02
11/08/2021,3.73,5.06,4.29,4.65,5.27,4.31,4.22,2.96,4.99,3.08,3.59,2.45,2.73,2.59,2.14,2.37,1.89,1.89,2.28,0.96,2.28,1.53,1.64,1.33,1.46,1.14,1.31,1.61,1.49,1.17,0.88,0.61,0.55,0.91,0.7,0.0,0.51,0.76,0.7,0.76,0.6,0.31,0.54,0.56,0.58,0.54,0.47,0.54,0.48,0.31,0.51,0.48,0.44,0.39,0.61,0.29,0.35,0.47,0.4,0.44,0.27,0.24,0.2,0.11,0.19,0.21,0.24,0.0,0.21,0.16,0.15,0.13,0.11,0.11,0.07,0.06,0.08,0.08,0.24,0.05,0.06,0.07,0.07,0.04,0.04,0.03,0.04,0.03,0.02,0.01,0.05,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,99.98
11/09/2021,3.54,5.14,4.28,4.68,5.22,4.27,4.2,2.9,4.75,3.01,3.47,2.51,2.78,2.48,2.14,2.34,1.9,1.94,2.26,1.04,2.25,1.56,1.71,1.32,1.46,1.17,1.32,1.83,1.44,1.12,0.88,0.71,0.53,0.87,0.69,0.0,0.58,0.73,0.7,0.76,0.59,0.29,0.54,0.57,0.59,0.54,0.48,0.57,0.49,0.37,0.52,0.48,0.45,0.4,0.6,0.3,0.37,0.46,0.42,0.45,0.27,0.25,0.2,0.11,0.2,0.22,0.25,0.0,0.22,0.17,0.15,0.14,0.11,0.12,0.07,0.06,0.08,0.07,0.26,0.05,0.06,0.07,0.07,0.04,0.04,0.03,0.04,0.03,0.02,0.01,0.05,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,100.06
11/10/2021,3.54,5.14,4.28,4.68,5.22,4.27,4.2,2.9,4.75,3.01,3.47,2.51,2.78,2.48,2.14,2.34,1.9,1.94,2.26,1.04,2.25,1.56,1.71,1.32,1.46,1.17,1.32,1.83,1.44,1.12,0.88,0.71,0.53,0.87,0.69,0.0,0.58,0.73,0.7,0.76,0.59,0.29,0.54,0.57,0.59,0.54,0.48,0.57,0.49,0.37,0.52,0.48,0.45,0.4,0.6,0.3,0.37,0.46,0.42,0.45,0.27,0.25,0.2,0.11,0.2,0.22,0.25,0.0,0.22,0.17,0.15,0.14,0.11,0.12,0.07,0.06,0.08,0.07,0.26,0.05,0.06,0.07,0.07,0.04,0.04,0.03,0.04,0.03,0.02,0.01,0.05,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,100.06
11/11/2021,3.54,5.2,4.24,4.67,5.12,4.32,4.24,2.87,4.81,3.07,3.45,2.5,2.82,2.46,2.18,2.31,1.9,1.92,2.27,1.01,2.26,1.59,1.68,1.33,1.49,1.16,1.28,1.73,1.43,1.12,0.87,0.74,0.54,0.88,0.69,0.0,0.57,0.72,0.7,0.76,0.59,0.31,0.53,0.57,0.57,0.56,0.47,0.56,0.48,0.37,0.53,0.49,0.45,0.39,0.6,0.3,0.37,0.46,0.41,0.45,0.27,0.27,0.2,0.12,0.2,0.22,0.24,0.0,0.21,0.16,0.15,0.13,0.11,0.12,0.07,0.06,0.08,0.07,0.27,0.05,0.06,0.08,0.07,0.04,0.04,0.03,0.04,0.03,0.02,0.01,0.04,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,99.99
11/12/2021,3.57,5.15,4.2,4.69,5.12,4.33,4.27,2.89,4.85,3.05,3.49,2.53,2.83,2.48,2.19,2.3,1.86,1.89,2.27,1.01,2.26,1.59,1.72,1.33,1.47,1.18,1.28,1.73,1.41,1.09,0.88,0.75,0.59,0.85,0.69,0.0,0.58,0.72,0.7,0.77,0.59,0.31,0.52,0.56,0.58,0.57,0.47,0.55,0.47,0.37,0.52,0.48,0.44,0.39,0.6,0.29,0.37,0.46,0.4,0.43,0.27,0.24,0.21,0.12,0.2,0.21,0.25,0.0,0.22,0.16,0.15,0.12,0.11,0.11,0.07,0.06,0.08,0.07,0.26,0.05,0.06,0.07,0.07,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.04,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,99.97
11/15/2021,3.49,4.79,4.24,4.71,5.23,4.34,4.21,2.92,4.89,2.97,3.63,2.7,2.85,2.48,2.21,2.34,1.84,1.89,2.24,1.0,2.23,1.62,1.71,1.36,1.48,1.26,1.24,1.7,1.4,1.07,0.88,0.74,0.59,0.83,0.69,0.0,0.56,0.74,0.7,0.76,0.59,0.31,0.53,0.56,0.54,0.57,0.48,0.54,0.47,0.39,0.52,0.49,0.42,0.39,0.61,0.28,0.36,0.47,0.4,0.42,0.27,0.24,0.23,0.12,0.19,0.22,0.25,0.0,0.22,0.17,0.15,0.12,0.11,0.12,0.07,0.06,0.09,0.06,0.25,0.05,0.07,0.07,0.07,0.04,0.04,0.04,0.04,0.03,0.01,0.01,0.06,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,100.02
11/16/2021,3.49,4.79,4.24,4.71,5.23,4.34,4.21,2.92,4.89,2.97,3.63,2.7,2.85,2.48,2.21,2.34,1.84,1.89,2.24,1.0,2.23,1.62,1.71,1.36,1.48,1.26,1.24,1.7,1.4,1.07,0.88,0.74,0.59,0.83,0.69,0.0,0.56,0.74,0.7,0.76,0.59,0.31,0.53,0.56,0.54,0.57,0.48,0.54,0.47,0.39,0.52,0.49,0.42,0.39,0.61,0.28,0.36,0.47,0.4,0.42,0.27,0.24,0.23,0.12,0.19,0.22,0.25,0.0,0.22,0.17,0.15,0.12,0.11,0.12,0.07,0.06,0.09,0.06,0.25,0.05,0.07,0.07,0.07,0.04,0.04,0.04,0.04,0.03,0.01,0.01,0.06,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,100.02
11/17/2021,3.53,4.71,4.18,4.69,5.22,4.31,4.2,3.01,5.07,2.98,3.65,2.67,2.81,2.51,2.21,2.34,1.85,1.91,2.28,1.01,2.27,1.61,1.71,1.37,1.49,1.24,1.22,1.67,1.39,1.06,0.88,0.65,0.59,0.84,0.7,0.0,0.55,0.72,0.7,0.74,0.59,0.29,0.52,0.56,0.52,0.57,0.46,0.54,0.49,0.39,0.5,0.49,0.42,0.39,0.61,0.29,0.35,0.46,0.4,0.41,0.27,0.24,0.22,0.12,0.19,0.21,0.25,0.0,0.22,0.17,0.15,0.12,0.11,0.11,0.07,0.06,0.09,0.06,0.25,0.05,0.06,0.07,0.07,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.15,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,99.97
11/18/2021,3.52,4.67,4.24,4.67,5.23,4.32,4.22,3.04,5.03,3.02,3.54,2.68,2.85,2.37,2.22,2.35,1.83,1.88,2.27,1.0,2.26,1.63,1.72,1.37,1.51,1.24,1.23,1.72,1.4,1.04,0.9,0.66,0.58,0.84,0.68,0.0,0.58,0.74,0.7,0.74,0.59,0.29,0.53,0.55,0.51,0.57,0.47,0.55,0.48,0.4,0.5,0.5,0.45,0.39,0.61,0.3,0.35,0.43,0.41,0.42,0.27,0.26,0.22,0.11,0.19,0.21,0.25,0.0,0.22,0.17,0.15,0.12,0.11,0.11,0.07,0.06,0.09,0.07,0.25,0.05,0.06,0.07,0.07,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.15,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,100.02
11/19/2021,3.57,4.72,4.2,4.68,5.16,4.33,4.25,2.87,5.13,2.99,3.52,2.67,2.83,2.41,2.25,2.32,1.82,1.9,2.29,1.01,2.27,1.64,1.71,1.38,1.51,1.24,1.22,1.73,1.41,1.07,0.92,0.64,0.58,0.84,0.69,0.0,0.56,0.72,0.7,0.74,0.6,0.29,0.53,0.56,0.5,0.57,0.46,0.56,0.48,0.4,0.5,0.5,0.45,0.4,0.61,0.29,0.35,0.42,0.41,0.41,0.27,0.26,0.22,0.12,0.19,0.21,0.25,0.0,0.22,0.16,0.15,0.11,0.12,0.11,0.07,0.06,0.09,0.07,0.25,0.05,0.05,0.07,0.07,0.04,0.04,0.03,0.04,0.03,0.01,0.01,0.15,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,99.99
