,OLN,UNH,MDT,JNJ,UPS,PG,LLY,ETN,ABBV,ADI,OKE,PM,XOM,MXIM,PEP,FE,PAYX,KLAC,EMR,BMY,KMI,AGNC,IP,MMM,CHTR,ABT,ROKU,HUBB,DUK,CSCO,UGI,CVS,CMCSA,EXC,EVRG,CC,NRG,WMB,KO,CF,QCOM,CVX,NLY,PKG,AES,HPE,AM,PGR,TMUS,T,DOW,HPQ,IVZ,PFE,KHC,STWD,IRM,MDLZ,CNP,PEG,STLD,VZ,EMN,SO,SPG,LYB,NI,AEP,NUE,PRU,LNT,NEE,DGX,CL,CMS,ORI,MRK,CLX,D,WRK,KMB,LBRDK,MO,HSY,WEC,LUMN,WPC,AMGN,CHD,WM,CMI,ETR,HRL,OHI,MDU,GIS,VST,ED,CPB,EIX,STZ,SRE,CTVA,K,MKC,KDP,GILD,IBM,TRGP,ABC,PK,ADM,XEL,PNW,KR,PEAK,DISH,INTC,ES,GLPI,AEE,SYY,TSN,JNPR,SJM,NRZ,OGE,SON,PPL,CAG,ANET,LMT,BDX,VER,VLO,BG,WBA,EPR,XRX,SRC,HUN,NNN,NYCB,SIX,KIM,PBCT,DTE,FLO,TAP,MPW,EHC,WELL,MCK,SCCO,NWL,PACW,CAH,ATO,LB,RYN,ATUS,LEG,MSI,BRX,RS,AGR,NFG,HBAN,LAZ,HE,R,LITE,GPC,CAT,HBI,IDA,HOG,WHR,PRGO,GRMN,FHN,PSX,NTAP,XLNX,HRB,CPA,FAST,OMF,BEN,TNL,PFG,CE,VNO,LW,APO,TKR,INGR,CMA,KSS,RPM,JPMORGAN US GOVT MMKT FUN,HAS,WTRG,BBWI WI,n/a,HFC,AMCR,BBWI,HTA,MCHP,AVGO,NEM,CABO,GLW,OMC,LBEUR,SPB,SUM
10/13/2021,0.74,0.6,0.57,0.57,0.56,0.61,0.39,0.57,0.61,0.64,0.71,0.55,0.62,0.0,0.61,0.56,0.64,0.59,0.57,0.53,0.57,0.57,0.53,0.54,0.54,0.57,0.46,0.55,0.59,0.57,0.56,0.59,0.55,0.6,0.56,0.53,0.56,0.64,0.57,0.71,0.53,0.6,0.54,0.56,0.5,0.58,0.57,0.53,0.47,0.6,0.55,0.52,0.54,0.56,0.63,0.54,0.53,0.53,0.55,0.58,0.55,0.59,0.53,0.58,0.57,0.56,0.6,0.57,0.53,0.6,0.53,0.0,0.55,0.5,0.53,0.57,0.55,0.5,0.57,0.52,0.52,0.4,0.57,0.53,0.5,0.63,0.51,0.45,0.51,0.0,0.52,0.57,0.5,0.52,0.51,0.66,0.54,0.59,0.54,0.6,0.49,0.58,0.49,0.61,0.46,0.52,0.52,0.54,0.61,0.51,0.39,0.54,0.47,0.52,0.52,0.5,0.38,0.52,0.53,0.5,0.36,0.56,0.53,0.54,0.52,0.53,0.48,0.45,0.58,0.52,0.49,0.46,0.45,0.48,0.62,0.56,0.57,0.41,0.41,0.45,0.55,0.42,0.56,0.34,0.46,0.48,0.58,0.45,0.25,0.4,0.37,0.42,0.0,0.48,0.36,0.5,0.35,0.37,0.0,0.36,0.0,0.35,0.6,0.38,0.36,0.37,0.4,0.43,0.39,0.35,0.4,0.22,0.34,0.3,0.43,0.32,0.25,0.27,0.27,0.3,0.29,0.61,0.3,0.29,0.29,0.31,0.26,0.32,0.23,0.21,0.25,0.24,0.21,0.23,0.21,0.0,0.24,0.26,0.0,0.0,0.0,0.0,0.0,0.35,0.29,0.26,0.0,0.0,0.0,0.0,0.51,0.45,0.27,0.24,0.21,0.0,0.2,96.41
10/14/2021,0.75,0.59,0.57,0.57,0.56,0.61,0.39,0.57,0.61,0.64,0.72,0.55,0.62,0.0,0.62,0.56,0.64,0.59,0.55,0.53,0.58,0.58,0.55,0.53,0.53,0.56,0.45,0.55,0.59,0.57,0.56,0.6,0.53,0.59,0.56,0.53,0.56,0.65,0.58,0.73,0.52,0.6,0.54,0.56,0.5,0.58,0.58,0.53,0.46,0.59,0.54,0.52,0.54,0.56,0.64,0.53,0.54,0.53,0.55,0.57,0.56,0.58,0.52,0.58,0.57,0.56,0.6,0.56,0.54,0.61,0.52,0.0,0.55,0.5,0.52,0.58,0.54,0.49,0.57,0.53,0.52,0.4,0.57,0.53,0.5,0.62,0.51,0.45,0.51,0.0,0.52,0.57,0.5,0.52,0.5,0.66,0.53,0.6,0.54,0.59,0.49,0.57,0.49,0.61,0.46,0.53,0.52,0.53,0.61,0.52,0.39,0.55,0.46,0.54,0.52,0.5,0.37,0.51,0.52,0.5,0.36,0.56,0.53,0.54,0.52,0.54,0.48,0.45,0.58,0.52,0.5,0.46,0.45,0.48,0.62,0.57,0.57,0.41,0.41,0.45,0.55,0.43,0.56,0.35,0.47,0.48,0.58,0.46,0.25,0.4,0.36,0.42,0.0,0.48,0.37,0.49,0.35,0.37,0.0,0.37,0.0,0.35,0.59,0.38,0.37,0.38,0.4,0.43,0.38,0.34,0.39,0.23,0.34,0.29,0.43,0.31,0.25,0.27,0.27,0.3,0.29,0.61,0.3,0.29,0.28,0.31,0.25,0.32,0.23,0.21,0.25,0.24,0.22,0.23,0.21,0.0,0.24,0.26,0.0,0.0,0.0,0.0,0.0,0.35,0.29,0.26,0.0,0.0,0.0,0.0,0.51,0.45,0.27,0.24,0.21,0.0,0.2,96.37
10/15/2021,0.75,0.59,0.57,0.56,0.56,0.61,0.39,0.56,0.6,0.63,0.74,0.56,0.61,0.0,0.62,0.56,0.64,0.58,0.54,0.53,0.59,0.58,0.55,0.53,0.53,0.56,0.46,0.55,0.59,0.57,0.56,0.6,0.53,0.6,0.56,0.53,0.56,0.66,0.58,0.71,0.51,0.6,0.55,0.57,0.51,0.58,0.58,0.53,0.45,0.57,0.54,0.5,0.53,0.56,0.64,0.54,0.55,0.54,0.57,0.58,0.57,0.58,0.52,0.58,0.58,0.56,0.6,0.57,0.54,0.6,0.52,0.0,0.55,0.5,0.53,0.58,0.54,0.5,0.58,0.53,0.52,0.4,0.58,0.54,0.5,0.62,0.52,0.44,0.51,0.0,0.51,0.57,0.51,0.53,0.5,0.67,0.54,0.62,0.54,0.59,0.49,0.58,0.48,0.61,0.46,0.53,0.52,0.53,0.63,0.51,0.39,0.55,0.47,0.53,0.53,0.5,0.37,0.5,0.53,0.51,0.36,0.56,0.54,0.54,0.52,0.55,0.48,0.45,0.58,0.51,0.5,0.47,0.45,0.49,0.63,0.57,0.58,0.41,0.4,0.46,0.55,0.44,0.57,0.35,0.47,0.48,0.58,0.46,0.25,0.41,0.35,0.43,0.0,0.48,0.37,0.5,0.35,0.37,0.0,0.37,0.0,0.35,0.6,0.39,0.37,0.38,0.4,0.43,0.39,0.35,0.4,0.22,0.34,0.29,0.43,0.32,0.25,0.28,0.27,0.3,0.29,0.62,0.29,0.3,0.28,0.31,0.26,0.33,0.22,0.21,0.25,0.24,0.22,0.23,0.22,0.0,0.24,0.26,0.0,0.0,0.0,0.0,0.0,0.35,0.31,0.27,0.0,0.0,0.0,0.0,0.51,0.45,0.26,0.23,0.21,0.0,0.2,96.71
10/18/2021,0.72,0.61,0.57,0.56,0.58,0.61,0.39,0.58,0.6,0.63,0.74,0.57,0.61,0.0,0.62,0.56,0.64,0.59,0.55,0.53,0.59,0.57,0.54,0.54,0.53,0.55,0.46,0.56,0.59,0.57,0.56,0.59,0.53,0.61,0.57,0.52,0.56,0.66,0.57,0.7,0.53,0.6,0.54,0.55,0.5,0.58,0.57,0.52,0.46,0.57,0.54,0.51,0.54,0.54,0.64,0.54,0.55,0.54,0.57,0.59,0.56,0.57,0.53,0.58,0.59,0.56,0.61,0.57,0.54,0.59,0.53,0.0,0.55,0.5,0.53,0.56,0.53,0.49,0.57,0.51,0.52,0.4,0.58,0.54,0.5,0.62,0.52,0.44,0.5,0.0,0.52,0.56,0.51,0.53,0.5,0.66,0.58,0.61,0.53,0.59,0.49,0.59,0.49,0.6,0.46,0.53,0.51,0.53,0.63,0.5,0.38,0.54,0.48,0.53,0.51,0.5,0.36,0.51,0.54,0.51,0.37,0.55,0.53,0.54,0.52,0.54,0.49,0.45,0.58,0.51,0.52,0.46,0.45,0.49,0.62,0.57,0.6,0.41,0.39,0.46,0.54,0.44,0.56,0.34,0.47,0.47,0.58,0.46,0.25,0.41,0.34,0.42,0.0,0.51,0.37,0.5,0.34,0.38,0.0,0.37,0.0,0.34,0.61,0.38,0.37,0.38,0.4,0.43,0.39,0.35,0.39,0.22,0.34,0.29,0.45,0.32,0.25,0.28,0.27,0.3,0.29,0.6,0.29,0.31,0.27,0.3,0.27,0.32,0.23,0.2,0.25,0.24,0.22,0.23,0.22,0.19,0.24,0.25,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.27,0.0,0.0,0.0,0.0,0.51,0.47,0.27,0.24,0.21,0.0,0.2,96.49
10/19/2021,0.73,0.62,0.58,0.56,0.59,0.61,0.39,0.59,0.6,0.65,0.75,0.56,0.62,0.0,0.62,0.57,0.64,0.59,0.55,0.53,0.59,0.57,0.52,0.54,0.52,0.55,0.45,0.57,0.58,0.57,0.55,0.6,0.54,0.61,0.56,0.52,0.55,0.66,0.57,0.68,0.54,0.6,0.54,0.53,0.5,0.59,0.59,0.52,0.45,0.57,0.54,0.53,0.54,0.54,0.63,0.54,0.56,0.53,0.57,0.59,0.57,0.58,0.53,0.58,0.59,0.56,0.61,0.56,0.55,0.6,0.52,0.0,0.55,0.5,0.52,0.57,0.53,0.49,0.57,0.48,0.52,0.4,0.58,0.53,0.5,0.61,0.52,0.44,0.5,0.0,0.52,0.56,0.5,0.54,0.5,0.66,0.59,0.6,0.53,0.6,0.49,0.59,0.49,0.6,0.46,0.52,0.51,0.53,0.64,0.5,0.38,0.54,0.48,0.53,0.5,0.51,0.36,0.52,0.53,0.51,0.36,0.55,0.53,0.53,0.52,0.54,0.49,0.45,0.59,0.5,0.51,0.47,0.45,0.49,0.62,0.56,0.58,0.4,0.4,0.45,0.54,0.44,0.56,0.34,0.47,0.47,0.58,0.45,0.24,0.41,0.35,0.42,0.0,0.54,0.37,0.5,0.34,0.38,0.0,0.36,0.0,0.34,0.6,0.38,0.37,0.36,0.4,0.43,0.39,0.36,0.4,0.22,0.34,0.3,0.44,0.33,0.25,0.28,0.26,0.3,0.29,0.59,0.3,0.31,0.28,0.3,0.27,0.33,0.22,0.2,0.25,0.24,0.22,0.23,0.22,0.2,0.24,0.25,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.27,0.0,0.0,0.0,0.0,0.52,0.46,0.26,0.24,0.21,0.0,0.2,96.45
10/20/2021,0.73,0.62,0.58,0.56,0.59,0.61,0.39,0.59,0.6,0.65,0.75,0.56,0.62,0.0,0.62,0.57,0.64,0.59,0.55,0.53,0.59,0.57,0.52,0.54,0.52,0.55,0.45,0.57,0.58,0.57,0.55,0.6,0.54,0.61,0.56,0.52,0.55,0.66,0.57,0.68,0.54,0.6,0.54,0.53,0.5,0.59,0.59,0.52,0.45,0.57,0.54,0.53,0.54,0.54,0.63,0.54,0.56,0.53,0.57,0.59,0.57,0.58,0.53,0.58,0.59,0.56,0.61,0.56,0.55,0.6,0.52,0.0,0.55,0.5,0.52,0.57,0.53,0.49,0.57,0.48,0.52,0.4,0.58,0.53,0.5,0.61,0.52,0.44,0.5,0.0,0.52,0.56,0.5,0.54,0.5,0.66,0.59,0.6,0.53,0.6,0.49,0.59,0.49,0.6,0.46,0.52,0.51,0.53,0.64,0.5,0.38,0.54,0.48,0.53,0.5,0.51,0.36,0.52,0.53,0.51,0.36,0.55,0.53,0.53,0.52,0.54,0.49,0.45,0.59,0.5,0.51,0.47,0.45,0.49,0.62,0.56,0.58,0.4,0.4,0.45,0.54,0.44,0.56,0.34,0.47,0.47,0.58,0.45,0.24,0.41,0.35,0.42,0.0,0.54,0.37,0.5,0.34,0.38,0.0,0.36,0.0,0.34,0.6,0.38,0.37,0.36,0.4,0.43,0.39,0.36,0.4,0.22,0.34,0.3,0.44,0.33,0.25,0.28,0.26,0.3,0.29,0.59,0.3,0.31,0.28,0.3,0.27,0.33,0.22,0.2,0.25,0.24,0.22,0.23,0.22,0.2,0.24,0.25,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.27,0.0,0.0,0.0,0.0,0.52,0.46,0.26,0.24,0.21,0.0,0.2,96.45
10/21/2021,0.76,0.62,0.55,0.56,0.59,0.61,0.39,0.59,0.59,0.65,0.75,0.56,0.62,0.0,0.62,0.56,0.65,0.59,0.55,0.52,0.6,0.58,0.52,0.54,0.53,0.55,0.48,0.57,0.58,0.57,0.55,0.59,0.53,0.61,0.56,0.52,0.55,0.66,0.57,0.7,0.54,0.61,0.54,0.54,0.49,0.59,0.59,0.52,0.45,0.56,0.54,0.54,0.53,0.54,0.63,0.54,0.56,0.53,0.56,0.59,0.57,0.57,0.53,0.58,0.61,0.56,0.6,0.56,0.55,0.6,0.52,0.0,0.56,0.49,0.52,0.57,0.52,0.48,0.56,0.49,0.51,0.4,0.58,0.53,0.5,0.61,0.52,0.43,0.5,0.0,0.52,0.55,0.5,0.55,0.5,0.65,0.58,0.59,0.52,0.6,0.48,0.59,0.49,0.59,0.46,0.51,0.5,0.53,0.65,0.5,0.39,0.54,0.47,0.53,0.51,0.51,0.37,0.52,0.52,0.51,0.36,0.54,0.53,0.53,0.52,0.54,0.48,0.45,0.58,0.5,0.5,0.47,0.45,0.5,0.62,0.57,0.58,0.4,0.39,0.46,0.55,0.44,0.57,0.34,0.49,0.47,0.58,0.45,0.24,0.41,0.35,0.42,0.0,0.53,0.37,0.51,0.34,0.37,0.0,0.36,0.0,0.35,0.61,0.39,0.38,0.36,0.4,0.43,0.4,0.35,0.4,0.22,0.34,0.3,0.44,0.32,0.25,0.28,0.26,0.3,0.29,0.59,0.29,0.32,0.27,0.29,0.27,0.33,0.22,0.2,0.25,0.24,0.22,0.23,0.22,0.2,0.24,0.26,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.28,0.0,0.0,0.0,0.0,0.52,0.46,0.26,0.24,0.21,0.0,0.2,96.43
10/22/2021,0.75,0.61,0.55,0.57,0.59,0.6,0.4,0.59,0.59,0.66,0.75,0.55,0.62,0.0,0.62,0.57,0.65,0.59,0.56,0.53,0.59,0.58,0.51,0.54,0.54,0.56,0.48,0.57,0.58,0.57,0.56,0.59,0.54,0.62,0.57,0.51,0.55,0.65,0.57,0.69,0.54,0.61,0.54,0.53,0.5,0.59,0.59,0.53,0.45,0.57,0.54,0.54,0.54,0.55,0.63,0.54,0.56,0.53,0.56,0.59,0.58,0.58,0.53,0.58,0.6,0.56,0.6,0.56,0.55,0.6,0.52,0.0,0.56,0.49,0.52,0.57,0.53,0.47,0.59,0.49,0.5,0.41,0.57,0.53,0.5,0.62,0.51,0.44,0.5,0.0,0.52,0.55,0.49,0.55,0.5,0.65,0.57,0.59,0.52,0.6,0.48,0.59,0.49,0.59,0.46,0.51,0.5,0.52,0.64,0.5,0.38,0.55,0.47,0.52,0.51,0.5,0.37,0.52,0.53,0.5,0.36,0.54,0.53,0.53,0.51,0.54,0.48,0.45,0.59,0.5,0.51,0.47,0.45,0.49,0.63,0.57,0.57,0.4,0.39,0.45,0.56,0.43,0.57,0.33,0.48,0.47,0.58,0.45,0.24,0.41,0.35,0.42,0.0,0.53,0.37,0.5,0.34,0.37,0.0,0.36,0.0,0.35,0.61,0.38,0.37,0.37,0.4,0.43,0.4,0.35,0.41,0.22,0.34,0.3,0.43,0.32,0.24,0.28,0.27,0.3,0.29,0.6,0.29,0.32,0.27,0.29,0.27,0.33,0.22,0.2,0.25,0.24,0.22,0.23,0.23,0.19,0.24,0.26,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.28,0.0,0.0,0.0,0.0,0.52,0.46,0.26,0.24,0.21,0.0,0.19,96.43
10/25/2021,0.75,0.63,0.55,0.57,0.6,0.59,0.39,0.59,0.59,0.67,0.73,0.55,0.61,0.0,0.61,0.57,0.65,0.6,0.55,0.53,0.56,0.58,0.51,0.54,0.55,0.59,0.46,0.57,0.59,0.57,0.55,0.6,0.53,0.62,0.57,0.49,0.55,0.63,0.57,0.68,0.54,0.61,0.54,0.53,0.51,0.59,0.58,0.54,0.44,0.57,0.54,0.57,0.53,0.55,0.62,0.54,0.56,0.53,0.56,0.6,0.57,0.58,0.53,0.59,0.6,0.54,0.6,0.57,0.54,0.61,0.53,0.0,0.56,0.48,0.52,0.57,0.54,0.47,0.6,0.49,0.51,0.41,0.57,0.53,0.51,0.62,0.52,0.44,0.5,0.0,0.52,0.56,0.49,0.53,0.5,0.66,0.56,0.6,0.52,0.61,0.48,0.59,0.48,0.59,0.46,0.5,0.5,0.47,0.63,0.51,0.37,0.54,0.47,0.52,0.51,0.5,0.37,0.53,0.52,0.51,0.37,0.53,0.54,0.53,0.51,0.54,0.48,0.43,0.58,0.5,0.51,0.47,0.46,0.5,0.64,0.57,0.58,0.39,0.4,0.46,0.55,0.44,0.57,0.35,0.48,0.49,0.58,0.45,0.23,0.41,0.36,0.41,0.0,0.52,0.38,0.49,0.34,0.37,0.0,0.36,0.0,0.36,0.61,0.38,0.37,0.37,0.4,0.43,0.4,0.35,0.41,0.22,0.36,0.3,0.43,0.32,0.24,0.28,0.27,0.31,0.29,0.6,0.29,0.32,0.27,0.29,0.27,0.31,0.22,0.2,0.25,0.24,0.22,0.23,0.25,0.2,0.24,0.26,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.27,0.0,0.0,0.0,0.0,0.52,0.46,0.26,0.24,0.2,0.0,0.19,96.43
10/26/2021,0.82,0.64,0.55,0.57,0.61,0.59,0.4,0.59,0.59,0.66,0.74,0.55,0.62,0.0,0.62,0.58,0.66,0.61,0.55,0.52,0.56,0.58,0.51,0.53,0.54,0.59,0.45,0.57,0.59,0.56,0.55,0.61,0.53,0.62,0.57,0.48,0.55,0.64,0.57,0.68,0.54,0.61,0.54,0.53,0.51,0.59,0.58,0.54,0.44,0.56,0.53,0.56,0.53,0.56,0.61,0.54,0.56,0.53,0.56,0.6,0.58,0.58,0.52,0.57,0.61,0.54,0.6,0.57,0.54,0.61,0.53,0.0,0.56,0.49,0.52,0.57,0.54,0.48,0.6,0.49,0.51,0.41,0.57,0.53,0.51,0.62,0.51,0.44,0.5,0.0,0.52,0.56,0.49,0.53,0.5,0.66,0.56,0.6,0.52,0.62,0.48,0.59,0.48,0.59,0.46,0.51,0.5,0.47,0.64,0.51,0.37,0.55,0.47,0.52,0.52,0.5,0.36,0.46,0.52,0.5,0.37,0.52,0.54,0.52,0.51,0.54,0.49,0.43,0.59,0.5,0.5,0.47,0.46,0.5,0.63,0.58,0.58,0.39,0.4,0.46,0.55,0.44,0.56,0.35,0.48,0.49,0.58,0.45,0.23,0.41,0.36,0.4,0.0,0.51,0.36,0.5,0.35,0.38,0.0,0.37,0.0,0.35,0.61,0.38,0.37,0.37,0.4,0.44,0.4,0.35,0.42,0.22,0.35,0.3,0.43,0.32,0.24,0.29,0.27,0.31,0.29,0.6,0.29,0.32,0.27,0.28,0.27,0.3,0.23,0.19,0.25,0.25,0.22,0.24,0.25,0.19,0.24,0.27,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.27,0.0,0.0,0.0,0.0,0.52,0.46,0.26,0.24,0.2,0.0,0.19,96.47
10/27/2021,0.82,0.64,0.55,0.57,0.61,0.59,0.4,0.59,0.59,0.66,0.74,0.55,0.62,0.0,0.62,0.58,0.66,0.61,0.55,0.52,0.56,0.58,0.51,0.53,0.54,0.59,0.45,0.57,0.59,0.56,0.55,0.61,0.53,0.62,0.57,0.48,0.55,0.64,0.57,0.68,0.54,0.61,0.54,0.53,0.51,0.59,0.58,0.54,0.44,0.56,0.53,0.56,0.53,0.56,0.61,0.54,0.56,0.53,0.56,0.6,0.58,0.58,0.52,0.57,0.61,0.54,0.6,0.57,0.54,0.61,0.53,0.0,0.56,0.49,0.52,0.57,0.54,0.48,0.6,0.49,0.51,0.41,0.57,0.53,0.51,0.62,0.51,0.44,0.5,0.0,0.52,0.56,0.49,0.53,0.5,0.66,0.56,0.6,0.52,0.62,0.48,0.59,0.48,0.59,0.46,0.51,0.5,0.47,0.64,0.51,0.37,0.55,0.47,0.52,0.52,0.5,0.36,0.46,0.52,0.5,0.37,0.52,0.54,0.52,0.51,0.54,0.49,0.43,0.59,0.5,0.5,0.47,0.46,0.5,0.63,0.58,0.58,0.39,0.4,0.46,0.55,0.44,0.56,0.35,0.48,0.49,0.58,0.45,0.23,0.41,0.36,0.4,0.0,0.51,0.36,0.5,0.35,0.38,0.0,0.37,0.0,0.35,0.61,0.38,0.37,0.37,0.4,0.44,0.4,0.35,0.42,0.22,0.35,0.3,0.43,0.32,0.24,0.29,0.27,0.31,0.29,0.6,0.29,0.32,0.27,0.28,0.27,0.3,0.23,0.19,0.25,0.25,0.22,0.24,0.25,0.19,0.24,0.27,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.27,0.0,0.0,0.0,0.0,0.52,0.46,0.26,0.24,0.2,0.0,0.19,96.47
10/28/2021,0.85,0.64,0.55,0.57,0.61,0.59,0.4,0.59,0.59,0.67,0.75,0.55,0.63,0.0,0.61,0.57,0.66,0.61,0.55,0.52,0.57,0.58,0.51,0.54,0.54,0.59,0.45,0.57,0.59,0.56,0.55,0.61,0.53,0.63,0.57,0.49,0.55,0.64,0.56,0.67,0.54,0.62,0.54,0.53,0.51,0.59,0.6,0.55,0.44,0.56,0.53,0.57,0.53,0.56,0.61,0.54,0.56,0.53,0.57,0.6,0.61,0.57,0.53,0.57,0.61,0.54,0.6,0.56,0.58,0.61,0.52,0.0,0.55,0.48,0.52,0.57,0.54,0.48,0.59,0.49,0.5,0.41,0.57,0.52,0.5,0.61,0.51,0.44,0.5,0.0,0.52,0.56,0.49,0.51,0.5,0.65,0.57,0.6,0.51,0.63,0.48,0.59,0.47,0.59,0.46,0.5,0.5,0.47,0.64,0.51,0.37,0.56,0.47,0.52,0.52,0.5,0.36,0.46,0.52,0.5,0.36,0.51,0.55,0.51,0.51,0.55,0.49,0.43,0.58,0.49,0.5,0.48,0.45,0.51,0.64,0.57,0.58,0.39,0.39,0.46,0.55,0.44,0.56,0.36,0.48,0.49,0.58,0.45,0.23,0.4,0.35,0.4,0.0,0.52,0.36,0.5,0.34,0.38,0.0,0.38,0.0,0.36,0.6,0.39,0.38,0.37,0.41,0.44,0.41,0.35,0.43,0.21,0.36,0.3,0.43,0.32,0.24,0.28,0.26,0.31,0.29,0.61,0.29,0.32,0.27,0.27,0.27,0.3,0.23,0.19,0.25,0.25,0.22,0.23,0.25,0.19,0.24,0.27,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.27,0.0,0.0,0.0,0.0,0.53,0.47,0.26,0.24,0.19,0.0,0.19,96.54
10/29/2021,0.85,0.65,0.56,0.57,0.65,0.6,0.4,0.58,0.59,0.67,0.75,0.55,0.64,0.0,0.62,0.58,0.66,0.6,0.55,0.53,0.56,0.58,0.51,0.54,0.54,0.6,0.45,0.57,0.59,0.57,0.55,0.61,0.53,0.63,0.57,0.48,0.55,0.63,0.57,0.67,0.54,0.62,0.54,0.54,0.52,0.57,0.56,0.55,0.44,0.56,0.53,0.56,0.54,0.56,0.61,0.54,0.57,0.53,0.56,0.61,0.61,0.58,0.53,0.58,0.61,0.55,0.6,0.56,0.59,0.61,0.53,0.0,0.56,0.49,0.52,0.57,0.55,0.48,0.59,0.5,0.51,0.41,0.57,0.53,0.5,0.6,0.52,0.44,0.5,0.0,0.52,0.56,0.49,0.51,0.5,0.65,0.57,0.6,0.52,0.63,0.48,0.6,0.48,0.59,0.46,0.5,0.5,0.47,0.63,0.51,0.37,0.55,0.46,0.52,0.52,0.51,0.36,0.45,0.52,0.51,0.37,0.51,0.54,0.51,0.52,0.55,0.49,0.43,0.58,0.49,0.52,0.42,0.45,0.52,0.64,0.57,0.57,0.39,0.35,0.46,0.55,0.44,0.56,0.36,0.49,0.48,0.58,0.45,0.23,0.41,0.34,0.4,0.0,0.52,0.36,0.49,0.34,0.38,0.0,0.37,0.0,0.35,0.6,0.39,0.38,0.37,0.4,0.43,0.4,0.34,0.43,0.21,0.36,0.29,0.44,0.32,0.23,0.28,0.26,0.3,0.29,0.59,0.29,0.32,0.27,0.27,0.27,0.31,0.23,0.19,0.25,0.25,0.21,0.23,0.25,0.19,0.24,0.26,0.0,0.19,0.0,0.0,0.0,0.38,0.0,0.27,0.0,0.0,0.0,0.0,0.54,0.46,0.27,0.23,0.2,0.0,0.0,96.54
11/01/2021,0.83,0.65,0.55,0.57,0.65,0.6,0.42,0.6,0.6,0.65,0.75,0.55,0.63,0.0,0.63,0.58,0.66,0.63,0.56,0.52,0.56,0.55,0.48,0.54,0.53,0.6,0.45,0.59,0.59,0.58,0.54,0.62,0.51,0.64,0.57,0.47,0.55,0.63,0.59,0.66,0.55,0.62,0.54,0.55,0.53,0.57,0.56,0.55,0.44,0.56,0.52,0.57,0.55,0.56,0.62,0.54,0.57,0.54,0.56,0.61,0.6,0.58,0.54,0.58,0.62,0.54,0.6,0.57,0.58,0.61,0.53,0.0,0.56,0.5,0.53,0.6,0.58,0.48,0.59,0.5,0.5,0.4,0.53,0.53,0.5,0.59,0.53,0.44,0.51,0.0,0.53,0.56,0.51,0.53,0.5,0.65,0.59,0.61,0.51,0.65,0.48,0.59,0.48,0.59,0.47,0.52,0.51,0.46,0.63,0.5,0.37,0.55,0.47,0.52,0.52,0.53,0.34,0.45,0.52,0.52,0.37,0.51,0.54,0.55,0.52,0.54,0.49,0.43,0.59,0.49,0.53,0.42,0.44,0.51,0.61,0.61,0.56,0.4,0.35,0.47,0.54,0.44,0.51,0.31,0.48,0.46,0.58,0.45,0.23,0.43,0.33,0.41,0.0,0.5,0.35,0.49,0.34,0.37,0.0,0.37,0.0,0.36,0.61,0.39,0.36,0.38,0.4,0.42,0.41,0.35,0.41,0.21,0.35,0.3,0.44,0.32,0.25,0.28,0.26,0.28,0.3,0.56,0.29,0.34,0.26,0.26,0.27,0.29,0.23,0.2,0.24,0.24,0.21,0.23,0.25,0.19,0.24,0.26,0.0,0.0,0.0,0.2,0.0,0.38,0.0,0.25,0.0,0.0,0.0,0.0,0.54,0.44,0.25,0.22,0.0,0.0,0.19,96.5
