,2330.TW,700.HK,BABA,005930.KS,3690.HK,VALE3.SA,RELIANCE.NS,NPN.JO,EWM,939.HK,INFY.NS,NIO,JD,USD,2318.HK,2269.HK,005935.KQ,BIDU,HDFC.NS,000660.KS,2317.TW,2454.TW,GAZP.ME,1398.HK,SBER.ME,ICICIBANK.NS,035420.KS,NTES,TCS.NS,BEKE,1120.SR,LKOH.ME,M4B.,1180.SR,2222.SR,035720.KS,006400.KS,051910.KS,3988.HK,1024.HK,KOTAKBANK.NS,2010.SR,HINDUNILVR.NS,ITUB4.SA,LU,BILI,PETR4.SA,2331.HK,005380.KS,ASIANPAINT.NS,LI,BY6.,2020.HK,BGNE,AXISBANK.NS,BBCA.JK,BBDC4.SA,AMXL.MX,YNDX,600519.SS,2303.TW,QNBK.QA,2603.TW,7010.SR,FAB.,GMKN.ME,2382.HK,2308.TW,BAJFINANCE.NS,PETR3.SA,TCOM,005490.KS,068270.KS,2313.HK,XPEV,GFNORTEO.MX,FEMSAUBD.MX,B3SA3.SA,NBK.,1301.TW,SNGS.ME,NVTK.ME,BHARTIARTL.NS,HKD,WALMEX.MX,000270.KS,2412.TW,2881.TW,2002.TW,055550.KS,2319.HK,ABEV3.SA,6098.HK,CHL.,2891.TW,105560.KS,2688.HK,LT.NS,BBRI.JK,GMEXICOB.MX,FSR.JO,STNE,ZLAB,1303.TW,2882.TW,012330.KS,GDS,HCLTECH.NS,ZTO,066570.KS,MARUTI.NS,051900.KS,2609.TW,207940.KS,SNPMF,1216.TW,PTT-R.BK,291.HK,IMP.JO,SSW.JO,EDU,3711.TW,CEMEXCPO.MX,2886.TW,MTN.JO,OTP.BD,IHC.,1109.HK,2388.HK,017670.KS,300750.SZ,ETISALAT.,688.HK,TATN.ME,SBK.JO,KFH.,2885.TW,M&M.NS,MGLU3.SA,011200.KS,IQCD.QA,1288.HK,000858.SZ,WEGE3.SA,096770.KS,SBIN.NS,TME,ULTRACEMCO.NS,3008.TW,RDOR3.SA,NTCO3.SA,036570.KS,1010.SR,086790.KS,TLKM.JK,2884.TW,TATASTEEL.NS,2007.HK,PAGS,2333.HK,1326.TW,857.HK,600036.SS,PDD,CPALL-R.BK,SUNPHARMA.NS,VIPS,1801.HK,028260.KS,SUZB3.SA,960.HK,5871.TW,ITSA4.SA,1101.TW,WIPRO.NS,JSWSTEEL.NS,3034.TW,ROSN.ME,FUTU,268.HK,DMART.NS,1658.HK,6770,BPAC11.SA,TECHM.NS,2601.HK,ITC.NS,GNDI3.SA,9633.HK,003550.KS,TAL,TITAN.NS,968.HK,091990.KQ,DRREDDY.NS,EMIRATESNBD.DB,NESTLEIND.NS,AOT-R.BK,2379.TW,2892.TW,992.HK,2357.TW,2382.TW,2899.HK,BAP,6690.HK,1918.HK,RENT3.SA,2359.HK,DIVISLAB.NS,TWD,TLEVISACPO.MX,009150.KS,ARTO.JK,2327.TW,HINDALCO.NS,ANG.JO,CPI.JO,1164.HK,SM.PM,HDFCLIFE.NS,1060.SR,INR,1211.SR,ASII.JK,POLY.L,GRASIM.NS,SQM/B.SN,BJFIN.NS,APOLLOHOSP.NS,KRW,THB,BRL,IDR,CLP,267.HK,033780.KS,BAJAJFINSV.NS,BMRI.JK,2883.TW,SMPH.PM,5880.TW,ZAIN.,XP,1088.HK,2880.TW,TATACONSUM.NS,BID.JO,POWERGRID.NS,SLM.JO,2887.TW,SBILIFE.NS,HTHT,2618.HK,ADANIPORTS.NS,IHC,2020.SR,SOL.JO,MEMZ1,--,916.HK,SCB-R.BK,CNY,586.HK,SQM.B.SN,TATAMOTORS.NS,CLV.,KPCUF,939,3968,2628,386,3037.TW,2601,SQM/B,SAR,323410.KS,YMM,ALPHADHA.,MXN,259960.KS,ADANITRANS.NS,2609,ADANIGREEN.NS,GFI.JO,SUM
09/01/2021,6.47,4.45,3.69,3.73,1.43,0.96,0.98,0.86,1.05,0.83,0.96,0.64,0.87,9.19,0.0,0.65,0.0,0.54,0.72,0.51,0.57,0.58,0.59,0.54,0.6,0.6,0.54,0.44,0.55,0.0,0.48,0.42,0.43,0.43,0.41,0.37,0.37,0.33,0.36,0.0,0.31,0.36,0.37,0.35,0.0,0.23,0.31,0.35,0.26,0.31,0.0,0.34,0.28,0.26,0.29,0.31,0.26,0.35,0.28,0.22,0.31,0.29,0.16,0.26,0.25,0.25,0.23,0.23,0.3,0.26,0.22,0.22,0.26,0.2,0.29,0.23,0.23,0.2,0.26,0.21,0.0,0.22,0.24,0.0,0.23,0.19,0.19,0.22,0.19,0.18,0.22,0.18,0.17,0.0,0.18,0.18,0.17,0.19,0.18,0.17,0.19,0.13,0.16,0.18,0.19,0.16,0.0,0.2,0.0,0.14,0.15,0.12,0.1,0.13,0.14,0.15,0.15,0.15,0.15,0.14,0.0,0.13,0.15,0.14,0.18,0.16,0.24,0.13,0.14,0.0,0.14,0.14,0.14,0.13,0.16,0.15,0.13,0.14,0.12,0.11,0.13,0.12,0.09,0.13,0.11,0.13,0.0,0.14,0.0,0.14,0.11,0.1,0.13,0.13,0.14,0.14,0.15,0.0,0.15,0.16,0.12,0.11,0.12,0.47,0.12,0.14,0.0,0.0,0.1,0.12,0.1,0.15,0.12,0.11,0.14,0.11,0.11,0.11,0.0,0.12,0.16,0.11,0.1,0.1,0.14,0.09,0.1,0.11,0.11,0.09,0.0,0.11,0.12,0.11,0.09,0.12,0.11,0.0,0.11,0.1,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.12,0.11,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.11,0.0,0.09,0.0,0.0,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.67
09/02/2021,6.5,4.41,3.72,3.72,1.44,0.95,0.99,0.84,1.04,0.82,0.95,0.63,0.87,9.13,0.0,0.66,0.0,0.53,0.72,0.51,0.57,0.58,0.6,0.54,0.59,0.61,0.54,0.42,0.55,0.0,0.48,0.41,0.41,0.43,0.4,0.37,0.36,0.33,0.36,0.0,0.32,0.36,0.37,0.35,0.0,0.22,0.31,0.36,0.26,0.32,0.0,0.34,0.28,0.27,0.3,0.31,0.26,0.36,0.28,0.21,0.31,0.29,0.16,0.26,0.25,0.25,0.24,0.23,0.31,0.25,0.22,0.23,0.25,0.2,0.29,0.23,0.23,0.2,0.26,0.21,0.0,0.22,0.24,0.0,0.22,0.19,0.19,0.22,0.19,0.18,0.22,0.18,0.17,0.0,0.18,0.18,0.18,0.19,0.18,0.18,0.19,0.13,0.16,0.18,0.2,0.16,0.0,0.2,0.0,0.13,0.15,0.12,0.1,0.13,0.15,0.15,0.15,0.14,0.14,0.14,0.0,0.14,0.15,0.14,0.18,0.16,0.24,0.13,0.14,0.0,0.14,0.14,0.14,0.13,0.16,0.15,0.13,0.14,0.12,0.11,0.13,0.12,0.09,0.13,0.11,0.13,0.0,0.14,0.0,0.13,0.11,0.09,0.13,0.12,0.14,0.14,0.16,0.0,0.15,0.17,0.12,0.11,0.11,0.46,0.13,0.14,0.0,0.0,0.1,0.12,0.09,0.15,0.12,0.11,0.13,0.11,0.11,0.11,0.0,0.12,0.16,0.11,0.1,0.1,0.14,0.0,0.1,0.1,0.11,0.0,0.0,0.11,0.13,0.11,0.09,0.12,0.11,0.0,0.11,0.1,0.0,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.12,0.11,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.09,0.09,0.09,0.0,0.09,0.09,0.0,0.0,0.09,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.56
09/03/2021,6.51,4.48,3.77,3.78,1.54,0.94,0.97,0.88,1.03,0.81,0.94,0.64,0.87,9.1,0.0,0.65,0.0,0.54,0.72,0.52,0.57,0.57,0.59,0.53,0.59,0.61,0.55,0.45,0.55,0.0,0.48,0.4,0.41,0.43,0.4,0.37,0.37,0.32,0.36,0.0,0.32,0.36,0.37,0.35,0.0,0.23,0.29,0.36,0.26,0.32,0.0,0.34,0.28,0.27,0.3,0.31,0.26,0.36,0.29,0.21,0.31,0.28,0.15,0.26,0.25,0.24,0.25,0.22,0.32,0.24,0.23,0.23,0.25,0.21,0.3,0.23,0.23,0.2,0.25,0.21,0.0,0.22,0.26,0.0,0.22,0.19,0.19,0.22,0.19,0.18,0.22,0.18,0.16,0.0,0.18,0.17,0.18,0.19,0.18,0.18,0.19,0.12,0.16,0.18,0.19,0.16,0.0,0.2,0.0,0.14,0.15,0.12,0.0,0.13,0.15,0.15,0.15,0.14,0.14,0.14,0.0,0.13,0.15,0.14,0.19,0.16,0.23,0.13,0.13,0.0,0.13,0.14,0.14,0.12,0.16,0.14,0.12,0.14,0.12,0.12,0.13,0.12,0.0,0.13,0.11,0.13,0.0,0.14,0.0,0.13,0.11,0.09,0.13,0.12,0.14,0.14,0.16,0.0,0.14,0.17,0.12,0.11,0.11,0.48,0.13,0.14,0.0,0.0,0.1,0.11,0.09,0.15,0.12,0.11,0.14,0.11,0.11,0.11,0.0,0.12,0.16,0.11,0.1,0.1,0.14,0.09,0.1,0.1,0.11,0.09,0.0,0.11,0.12,0.11,0.09,0.11,0.11,0.0,0.11,0.1,0.0,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.11,0.1,0.0,0.1,0.09,0.0,0.09,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.73
09/06/2021,6.42,4.61,3.87,3.74,1.57,0.93,0.99,0.93,1.01,0.82,0.93,0.66,0.89,9.16,0.0,0.62,0.0,0.56,0.72,0.52,0.57,0.59,0.61,0.53,0.59,0.61,0.55,0.44,0.56,0.0,0.47,0.41,0.42,0.43,0.4,0.37,0.35,0.3,0.35,0.0,0.32,0.35,0.38,0.34,0.0,0.24,0.29,0.35,0.25,0.33,0.0,0.33,0.28,0.29,0.3,0.31,0.25,0.34,0.3,0.21,0.31,0.28,0.14,0.26,0.25,0.24,0.25,0.22,0.32,0.24,0.23,0.23,0.24,0.21,0.29,0.22,0.22,0.2,0.25,0.2,0.0,0.23,0.26,0.0,0.22,0.19,0.18,0.21,0.18,0.18,0.21,0.17,0.17,0.0,0.18,0.17,0.18,0.19,0.17,0.17,0.2,0.11,0.17,0.18,0.19,0.16,0.0,0.2,0.0,0.13,0.15,0.12,0.0,0.13,0.15,0.14,0.14,0.15,0.13,0.13,0.0,0.13,0.14,0.14,0.18,0.16,0.23,0.13,0.13,0.0,0.13,0.14,0.13,0.13,0.16,0.14,0.12,0.13,0.11,0.11,0.13,0.12,0.09,0.13,0.11,0.13,0.0,0.14,0.0,0.13,0.1,0.09,0.13,0.12,0.14,0.14,0.15,0.0,0.14,0.16,0.12,0.11,0.12,0.49,0.12,0.14,0.0,0.0,0.1,0.11,0.09,0.15,0.12,0.11,0.14,0.11,0.11,0.11,0.0,0.12,0.16,0.11,0.1,0.1,0.14,0.09,0.1,0.1,0.11,0.09,0.0,0.12,0.12,0.1,0.09,0.11,0.11,0.0,0.11,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.12,0.1,0.0,0.1,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.76
09/09/2021,6.54,4.52,3.82,3.77,1.51,0.92,1.02,0.92,1.02,0.81,0.93,0.66,0.88,9.17,0.0,0.63,0.0,0.56,0.71,0.52,0.58,0.58,0.62,0.53,0.59,0.61,0.57,0.43,0.56,0.0,0.47,0.4,0.42,0.43,0.4,0.38,0.36,0.3,0.35,0.0,0.32,0.35,0.37,0.33,0.0,0.25,0.28,0.34,0.26,0.34,0.0,0.32,0.28,0.3,0.3,0.31,0.24,0.34,0.3,0.22,0.34,0.28,0.14,0.25,0.24,0.25,0.25,0.22,0.32,0.23,0.23,0.24,0.24,0.21,0.28,0.22,0.22,0.2,0.25,0.2,0.0,0.23,0.25,0.0,0.22,0.19,0.18,0.22,0.19,0.18,0.22,0.17,0.17,0.0,0.18,0.17,0.18,0.19,0.18,0.17,0.2,0.11,0.16,0.18,0.19,0.16,0.0,0.2,0.0,0.15,0.15,0.12,0.0,0.13,0.15,0.15,0.14,0.14,0.14,0.13,0.0,0.13,0.14,0.14,0.18,0.16,0.23,0.14,0.13,0.0,0.13,0.13,0.14,0.13,0.16,0.14,0.12,0.13,0.12,0.11,0.13,0.12,0.09,0.13,0.11,0.13,0.0,0.14,0.0,0.12,0.1,0.09,0.13,0.12,0.14,0.14,0.15,0.0,0.14,0.16,0.12,0.11,0.12,0.49,0.12,0.14,0.0,0.0,0.1,0.11,0.09,0.14,0.12,0.11,0.14,0.11,0.11,0.11,0.0,0.12,0.16,0.11,0.1,0.09,0.14,0.09,0.1,0.1,0.11,0.09,0.0,0.12,0.12,0.1,0.09,0.11,0.11,0.0,0.11,0.1,0.0,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.11,0.1,0.0,0.1,0.09,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.09,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.78
09/10/2021,6.53,4.74,3.89,3.71,1.57,0.9,1.03,0.95,1.01,0.81,0.92,0.66,0.91,9.17,0.0,0.64,0.0,0.56,0.72,0.5,0.55,0.56,0.63,0.53,0.57,0.6,0.55,0.44,0.55,0.0,0.48,0.39,0.42,0.43,0.39,0.37,0.36,0.31,0.36,0.0,0.31,0.35,0.37,0.34,0.0,0.26,0.28,0.37,0.25,0.33,0.0,0.34,0.28,0.3,0.29,0.31,0.25,0.34,0.29,0.22,0.33,0.28,0.14,0.26,0.25,0.24,0.24,0.22,0.31,0.23,0.24,0.24,0.24,0.22,0.29,0.22,0.22,0.2,0.25,0.2,0.0,0.24,0.26,0.0,0.22,0.19,0.18,0.22,0.19,0.17,0.22,0.17,0.16,0.0,0.18,0.17,0.18,0.19,0.17,0.16,0.19,0.11,0.17,0.18,0.19,0.16,0.0,0.2,0.0,0.14,0.15,0.12,0.0,0.13,0.15,0.14,0.14,0.14,0.13,0.13,0.0,0.13,0.14,0.14,0.18,0.16,0.23,0.13,0.13,0.0,0.13,0.14,0.13,0.12,0.16,0.14,0.12,0.13,0.12,0.1,0.13,0.12,0.09,0.13,0.11,0.13,0.0,0.14,0.0,0.13,0.1,0.09,0.13,0.12,0.14,0.13,0.15,0.0,0.14,0.16,0.12,0.11,0.12,0.51,0.12,0.13,0.0,0.0,0.0,0.11,0.0,0.14,0.12,0.11,0.14,0.1,0.1,0.11,0.0,0.12,0.15,0.11,0.1,0.1,0.14,0.1,0.1,0.11,0.11,0.09,0.0,0.12,0.12,0.1,0.09,0.11,0.11,0.0,0.1,0.1,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.1,0.0,0.12,0.11,0.1,0.0,0.1,0.09,0.0,0.09,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.95
09/13/2021,6.59,4.49,3.79,3.7,1.54,0.88,1.04,0.89,1.02,0.82,0.93,0.63,0.9,9.21,0.0,0.65,0.0,0.56,0.73,0.5,0.55,0.57,0.64,0.54,0.59,0.61,0.5,0.41,0.55,0.0,0.49,0.4,0.43,0.44,0.4,0.31,0.35,0.31,0.36,0.0,0.33,0.36,0.38,0.32,0.0,0.25,0.27,0.36,0.25,0.34,0.0,0.34,0.29,0.3,0.3,0.31,0.23,0.34,0.3,0.22,0.33,0.28,0.14,0.26,0.27,0.25,0.24,0.22,0.32,0.22,0.24,0.24,0.23,0.21,0.28,0.22,0.22,0.19,0.25,0.2,0.0,0.24,0.27,0.0,0.23,0.19,0.18,0.22,0.19,0.18,0.23,0.17,0.16,0.0,0.18,0.17,0.18,0.19,0.17,0.16,0.19,0.11,0.16,0.18,0.19,0.16,0.0,0.21,0.0,0.13,0.15,0.12,0.0,0.12,0.15,0.14,0.14,0.14,0.12,0.12,0.0,0.13,0.14,0.14,0.18,0.17,0.23,0.13,0.13,0.0,0.13,0.14,0.13,0.12,0.16,0.14,0.12,0.13,0.12,0.1,0.13,0.12,0.09,0.14,0.11,0.13,0.0,0.14,0.0,0.13,0.1,0.09,0.13,0.12,0.14,0.14,0.15,0.0,0.14,0.16,0.12,0.11,0.12,0.5,0.12,0.14,0.0,0.0,0.0,0.11,0.0,0.15,0.12,0.11,0.14,0.11,0.1,0.11,0.0,0.12,0.16,0.12,0.1,0.1,0.14,0.1,0.1,0.1,0.11,0.0,0.0,0.12,0.12,0.1,0.0,0.11,0.12,0.0,0.1,0.1,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.12,0.11,0.1,0.0,0.1,0.0,0.0,0.09,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.09,0.09,0.0,0.0,0.09,0.1,0.09,0.09,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.64000000000001
09/15/2021,6.6,4.56,3.79,3.68,1.6,0.88,1.04,0.87,1.01,0.83,0.92,0.62,0.89,9.16,0.0,0.64,0.0,0.56,0.73,0.51,0.56,0.59,0.63,0.54,0.58,0.61,0.51,0.41,0.55,0.0,0.49,0.4,0.44,0.43,0.4,0.31,0.35,0.31,0.37,0.0,0.33,0.36,0.38,0.32,0.0,0.24,0.27,0.36,0.25,0.34,0.0,0.33,0.29,0.31,0.29,0.31,0.23,0.34,0.3,0.22,0.33,0.28,0.15,0.26,0.26,0.25,0.24,0.22,0.31,0.22,0.23,0.24,0.23,0.22,0.27,0.22,0.23,0.19,0.25,0.2,0.0,0.24,0.26,0.0,0.22,0.18,0.18,0.22,0.19,0.18,0.23,0.16,0.16,0.0,0.18,0.17,0.18,0.19,0.17,0.17,0.19,0.11,0.16,0.18,0.19,0.15,0.0,0.2,0.0,0.14,0.15,0.12,0.09,0.13,0.15,0.14,0.14,0.14,0.12,0.12,0.0,0.13,0.14,0.14,0.18,0.17,0.23,0.14,0.14,0.0,0.13,0.14,0.14,0.12,0.16,0.14,0.12,0.13,0.11,0.1,0.13,0.12,0.0,0.14,0.11,0.13,0.0,0.14,0.0,0.12,0.1,0.09,0.13,0.12,0.14,0.14,0.15,0.0,0.14,0.16,0.12,0.11,0.12,0.5,0.12,0.13,0.0,0.0,0.09,0.11,0.09,0.15,0.11,0.11,0.14,0.11,0.11,0.11,0.0,0.11,0.16,0.12,0.1,0.0,0.14,0.1,0.1,0.1,0.11,0.09,0.0,0.12,0.12,0.1,0.09,0.11,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.1,0.0,0.12,0.11,0.1,0.0,0.1,0.09,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.0,0.09,0.0,0.0,0.0,0.09,0.1,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.61000000000001
09/16/2021,6.53,4.46,3.74,3.72,1.54,0.89,1.01,0.86,1.02,0.84,0.92,0.63,0.89,9.23,0.0,0.63,0.0,0.56,0.73,0.51,0.55,0.59,0.65,0.55,0.59,0.6,0.51,0.41,0.56,0.0,0.48,0.41,0.44,0.43,0.4,0.3,0.34,0.31,0.37,0.0,0.33,0.36,0.37,0.33,0.0,0.24,0.28,0.35,0.24,0.34,0.0,0.33,0.28,0.32,0.29,0.31,0.24,0.34,0.31,0.22,0.33,0.28,0.14,0.26,0.26,0.25,0.24,0.21,0.32,0.23,0.22,0.25,0.22,0.21,0.27,0.22,0.23,0.2,0.25,0.2,0.0,0.25,0.27,0.0,0.23,0.18,0.18,0.23,0.2,0.18,0.23,0.17,0.16,0.0,0.18,0.17,0.18,0.19,0.21,0.16,0.19,0.11,0.16,0.18,0.2,0.15,0.0,0.21,0.0,0.13,0.15,0.12,0.09,0.12,0.15,0.14,0.14,0.13,0.12,0.12,0.0,0.13,0.14,0.14,0.18,0.17,0.0,0.14,0.14,0.0,0.13,0.14,0.14,0.13,0.16,0.14,0.12,0.13,0.11,0.1,0.13,0.12,0.0,0.14,0.11,0.13,0.0,0.14,0.0,0.13,0.1,0.0,0.13,0.12,0.14,0.14,0.16,0.0,0.14,0.15,0.12,0.12,0.12,0.5,0.12,0.14,0.0,0.0,0.09,0.11,0.09,0.15,0.12,0.12,0.14,0.11,0.1,0.11,0.0,0.11,0.16,0.12,0.1,0.1,0.14,0.1,0.11,0.11,0.1,0.09,0.0,0.12,0.12,0.0,0.09,0.12,0.11,0.0,0.1,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.1,0.0,0.12,0.11,0.1,0.0,0.1,0.09,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.09,0.09,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.23,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.59000000000002
09/17/2021,6.54,4.43,3.64,3.77,1.53,0.88,1.02,0.86,1.01,0.82,0.93,0.63,0.87,9.17,0.0,0.64,0.0,0.55,0.73,0.52,0.56,0.6,0.67,0.54,0.59,0.6,0.5,0.39,0.57,0.0,0.48,0.42,0.43,0.44,0.4,0.3,0.35,0.31,0.37,0.0,0.34,0.36,0.37,0.33,0.0,0.23,0.28,0.34,0.25,0.34,0.0,0.34,0.28,0.33,0.3,0.31,0.23,0.35,0.31,0.22,0.33,0.28,0.14,0.26,0.26,0.25,0.24,0.21,0.32,0.23,0.21,0.25,0.22,0.21,0.27,0.23,0.23,0.2,0.26,0.21,0.0,0.25,0.27,0.0,0.23,0.19,0.19,0.23,0.2,0.18,0.22,0.17,0.15,0.0,0.18,0.17,0.17,0.19,0.21,0.17,0.19,0.11,0.15,0.18,0.2,0.15,0.0,0.21,0.0,0.14,0.15,0.12,0.0,0.12,0.15,0.14,0.15,0.13,0.12,0.12,0.0,0.13,0.14,0.14,0.18,0.17,0.23,0.13,0.13,0.0,0.14,0.14,0.14,0.13,0.16,0.14,0.13,0.13,0.11,0.1,0.13,0.12,0.0,0.14,0.11,0.13,0.0,0.14,0.0,0.13,0.1,0.09,0.13,0.12,0.14,0.14,0.16,0.0,0.13,0.16,0.12,0.12,0.12,0.49,0.12,0.14,0.0,0.0,0.1,0.11,0.0,0.16,0.12,0.12,0.14,0.11,0.1,0.12,0.0,0.11,0.16,0.11,0.1,0.1,0.14,0.09,0.11,0.11,0.1,0.09,0.0,0.12,0.12,0.1,0.1,0.12,0.11,0.0,0.1,0.1,0.0,0.09,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.09,0.0,0.0,0.1,0.0,0.1,0.0,0.12,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.09,0.09,0.0,0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.57000000000001
