,STOR,NNN,WPC,O,VER,BNL,IIPR,EPR,EPRT,STAG,SRC,ADC,LXP,VICI,GLPI,GNL,ILPT,MGP,GTY,SAFE,NTST,GOOD,MNR,FCPT,OLP,First American Government Obligs X,n/a,FGXXX,PINE,ONL,SUM
07/28/2021,7.92,7.94,7.82,7.66,7.69,4.3,4.38,4.0,4.23,4.18,3.93,3.97,3.86,3.34,3.31,3.01,3.0,3.01,2.32,2.46,2.04,1.58,1.17,1.14,1.08,0.68,0.0,0.0,0.0,0.0,100.02
07/29/2021,7.91,7.91,7.87,7.68,7.69,4.32,4.39,3.98,4.23,4.15,3.95,3.96,3.84,3.3,3.3,3.03,3.0,3.02,2.33,2.43,2.02,1.59,1.18,1.13,1.1,0.69,0.0,0.0,0.0,0.0,100.0
07/30/2021,7.91,7.91,7.87,7.68,7.69,4.32,4.39,3.98,4.23,4.15,3.95,3.96,3.84,3.3,3.3,3.03,3.0,3.02,2.33,2.43,2.02,1.59,1.18,1.13,1.1,0.69,0.0,0.0,0.0,0.0,100.0
08/02/2021,7.88,7.89,7.89,7.64,7.66,4.35,4.41,3.88,4.2,4.26,3.95,3.95,3.88,3.29,3.33,3.01,3.01,3.03,2.31,2.49,2.02,1.58,1.17,1.12,1.09,0.69,0.0,0.0,0.0,0.0,99.98
08/03/2021,7.88,7.89,7.89,7.64,7.66,4.35,4.41,3.88,4.2,4.26,3.95,3.95,3.88,3.29,3.33,3.01,3.01,3.03,2.31,2.49,2.02,1.58,1.17,1.12,1.09,0.69,0.0,0.0,0.0,0.0,99.98
08/04/2021,7.88,7.89,7.89,7.64,7.66,4.35,4.41,3.88,4.2,4.26,3.95,3.95,3.88,3.29,3.33,3.01,3.01,3.03,2.31,2.49,2.02,1.58,1.17,1.12,1.09,0.69,0.0,0.0,0.0,0.0,99.98
08/05/2021,7.88,7.89,7.89,7.64,7.66,4.35,4.41,3.88,4.2,4.26,3.95,3.95,3.88,3.29,3.33,3.01,3.01,3.03,2.31,2.49,2.02,1.58,1.17,1.12,1.09,0.69,0.0,0.0,0.0,0.0,99.98
08/06/2021,7.81,7.83,7.92,7.7,7.71,4.44,4.43,3.79,4.32,4.32,3.95,4.0,3.97,3.18,3.25,3.0,3.02,2.98,2.28,2.59,2.13,1.57,1.17,1.12,1.1,0.42,0.0,0.0,0.0,0.0,100.0
08/09/2021,7.86,7.74,7.85,7.61,7.63,4.52,4.43,3.8,4.33,4.28,4.0,3.94,3.93,3.17,3.39,2.94,2.99,3.22,2.27,2.63,2.11,1.57,1.18,1.12,1.09,0.0,0.41,0.0,0.0,0.0,100.01
08/10/2021,7.86,7.74,7.85,7.61,7.63,4.52,4.43,3.8,4.33,4.28,4.0,3.94,3.93,3.17,3.39,2.94,2.99,3.22,2.27,2.63,2.11,1.57,1.18,1.12,1.09,0.0,0.41,0.0,0.0,0.0,100.01
08/11/2021,7.86,7.74,7.85,7.61,7.63,4.52,4.43,3.8,4.33,4.28,4.0,3.94,3.93,3.17,3.39,2.94,2.99,3.22,2.27,2.63,2.11,1.57,1.18,1.12,1.09,0.0,0.41,0.0,0.0,0.0,100.01
08/13/2021,7.74,7.64,7.65,7.69,7.7,4.58,4.74,3.87,4.35,4.29,3.96,3.95,4.0,3.14,3.35,2.92,3.02,3.17,2.3,2.57,2.05,1.58,1.19,1.08,1.1,0.0,0.38,0.0,0.0,0.0,100.01
08/16/2021,7.73,7.62,7.7,7.71,7.76,4.48,4.79,3.8,4.4,4.32,3.99,3.91,4.0,3.16,3.39,2.86,3.01,3.21,2.28,2.56,2.06,1.55,1.18,1.07,1.09,0.0,0.37,0.0,0.0,0.0,100.0
08/17/2021,7.73,7.62,7.7,7.71,7.76,4.48,4.79,3.8,4.4,4.32,3.99,3.91,4.0,3.16,3.39,2.86,3.01,3.21,2.28,2.56,2.06,1.55,1.18,1.07,1.09,0.0,0.37,0.0,0.0,0.0,100.0
08/18/2021,7.75,7.63,7.69,7.76,7.78,4.55,4.77,3.74,4.47,4.33,3.97,3.9,3.97,3.11,3.36,2.86,3.0,3.18,2.28,2.51,2.06,1.56,1.16,1.06,1.1,0.0,0.41,0.0,0.0,0.0,99.96
08/19/2021,7.75,7.63,7.69,7.76,7.78,4.55,4.77,3.74,4.47,4.33,3.97,3.9,3.97,3.11,3.36,2.86,3.0,3.18,2.28,2.51,2.06,1.56,1.16,1.06,1.1,0.0,0.41,0.0,0.0,0.0,99.96
08/20/2021,8.39,8.23,8.39,8.49,0.0,4.9,5.11,4.05,4.82,4.72,4.31,4.24,4.33,3.38,3.64,3.12,3.25,3.46,2.46,2.69,2.21,1.69,1.27,1.15,1.17,0.0,0.52,0.0,0.0,0.0,99.99
08/23/2021,8.44,8.36,8.47,8.66,0.0,4.91,5.26,3.98,4.91,4.85,4.32,4.37,4.48,3.41,3.69,3.13,3.36,3.5,2.49,2.79,2.29,1.72,0.0,1.19,1.22,0.0,0.22,0.0,0.0,0.0,100.02
08/24/2021,8.44,8.36,8.47,8.66,0.0,4.91,5.26,3.98,4.91,4.85,4.32,4.37,4.48,3.41,3.69,3.13,3.36,3.5,2.49,2.79,2.29,1.72,0.0,1.19,1.22,0.0,0.22,0.0,0.0,0.0,100.02
08/25/2021,8.46,8.32,8.44,8.64,0.0,4.95,5.33,3.97,4.93,4.83,4.31,4.37,4.46,3.38,3.69,3.14,3.39,3.46,2.49,2.79,2.31,1.71,0.0,1.19,1.22,0.0,0.22,0.0,0.0,0.0,100.0
08/26/2021,8.46,8.32,8.44,8.64,0.0,4.95,5.33,3.97,4.93,4.83,4.31,4.37,4.46,3.38,3.69,3.14,3.39,3.46,2.49,2.79,2.31,1.71,0.0,1.19,1.22,0.0,0.22,0.0,0.0,0.0,100.0
08/27/2021,8.44,8.24,8.39,8.56,0.0,5.02,5.5,4.11,4.97,4.75,4.33,4.3,4.42,3.42,3.74,3.1,3.32,3.48,2.49,2.75,2.3,1.71,0.0,1.18,1.26,0.0,0.21,0.0,0.0,0.0,99.99
08/30/2021,8.46,8.29,8.36,8.54,0.0,5.02,5.41,4.18,5.04,4.74,4.39,4.29,4.39,3.47,3.74,3.09,3.3,3.53,2.46,2.72,2.25,1.69,0.0,1.19,1.23,0.0,0.22,0.0,0.0,0.0,100.0
08/31/2021,8.46,8.29,8.36,8.54,0.0,5.02,5.41,4.18,5.04,4.74,4.39,4.29,4.39,3.47,3.74,3.09,3.3,3.53,2.46,2.72,2.25,1.69,0.0,1.19,1.23,0.0,0.22,0.0,0.0,0.0,100.0
09/01/2021,8.42,8.27,8.33,8.51,0.0,4.97,5.42,4.2,5.06,4.74,4.39,4.28,4.41,3.49,3.72,3.06,3.35,3.54,2.48,2.75,2.27,1.69,0.0,1.2,1.23,0.0,0.22,0.0,0.0,0.0,100.0
09/02/2021,8.42,8.27,8.33,8.51,0.0,4.97,5.42,4.2,5.06,4.74,4.39,4.28,4.41,3.49,3.72,3.06,3.35,3.54,2.48,2.75,2.27,1.69,0.0,1.2,1.23,0.0,0.22,0.0,0.0,0.0,100.0
09/03/2021,8.42,8.24,8.34,8.5,0.0,4.99,5.47,4.15,5.08,4.81,4.4,4.28,4.4,3.49,3.69,3.04,3.31,3.55,2.48,2.76,2.28,1.69,0.0,1.2,1.22,0.0,0.22,0.0,0.0,0.0,100.01
09/06/2021,8.38,8.22,8.34,8.48,0.0,5.03,5.5,4.16,5.02,4.78,4.41,4.26,4.46,3.53,3.78,2.99,3.35,3.6,2.46,2.75,2.23,1.69,0.0,1.21,1.24,0.0,0.11,0.0,0.0,0.0,99.98
09/07/2021,8.37,8.18,8.38,8.46,0.0,5.09,5.5,4.13,5.05,4.8,4.4,4.24,4.49,3.54,3.83,2.99,3.33,3.65,2.46,2.66,2.24,1.68,0.0,1.2,1.23,0.0,0.0,0.1,0.0,0.0,100.0
09/08/2021,8.37,8.18,8.38,8.46,0.0,5.09,5.5,4.13,5.05,4.8,4.4,4.24,4.49,3.54,3.83,2.99,3.33,3.65,2.46,2.66,2.24,1.68,0.0,1.2,1.23,0.0,0.0,0.1,0.0,0.0,100.0
09/09/2021,8.34,8.15,8.36,8.41,0.0,5.07,5.56,4.19,5.08,4.82,4.37,4.22,4.49,3.58,3.85,3.01,3.33,3.68,2.46,2.56,2.24,1.67,0.0,1.21,1.23,0.0,0.0,0.1,0.0,0.0,99.98
09/10/2021,8.32,8.07,8.39,8.38,0.0,5.09,5.58,4.18,5.09,4.84,4.4,4.21,4.5,3.57,3.84,3.01,3.31,3.68,2.48,2.55,2.28,1.68,0.0,1.19,1.24,0.0,0.0,0.11,0.0,0.0,99.99
09/13/2021,8.34,8.17,8.42,8.41,0.0,5.07,5.53,4.15,5.1,4.84,4.37,4.21,4.54,3.58,3.85,3.01,3.29,3.67,2.47,2.57,2.27,1.67,0.0,1.18,1.23,0.0,0.0,0.06,0.0,0.0,100.0
09/14/2021,8.36,8.24,8.46,8.39,0.0,5.06,5.57,4.12,5.1,4.86,4.38,4.21,4.57,3.46,3.78,3.03,3.31,3.58,2.48,2.57,2.27,1.7,0.0,1.18,1.25,0.0,0.0,0.06,0.0,0.0,99.99
09/15/2021,8.33,8.21,8.4,8.35,0.0,5.06,5.48,4.09,5.11,4.9,4.4,4.2,4.63,3.51,3.81,3.02,3.31,3.64,2.48,2.54,2.32,1.71,0.0,1.18,1.24,0.0,0.0,0.06,0.0,0.0,99.98
09/16/2021,8.33,8.21,8.4,8.35,0.0,5.06,5.48,4.09,5.11,4.9,4.4,4.2,4.63,3.51,3.81,3.02,3.31,3.64,2.48,2.54,2.32,1.71,0.0,1.18,1.24,0.0,0.0,0.06,0.0,0.0,99.98
09/17/2021,8.45,8.27,8.38,8.34,0.0,5.13,5.27,4.19,5.08,4.87,4.41,4.23,4.61,3.5,3.79,3.03,3.28,3.62,2.46,2.58,2.31,1.71,0.0,1.18,1.23,0.0,0.0,0.06,0.0,0.0,99.98
09/20/2021,8.39,8.18,8.43,8.34,0.0,5.06,5.51,4.17,5.0,4.85,4.42,4.24,4.59,3.53,3.79,3.04,3.25,3.64,2.44,2.55,2.28,1.71,0.0,1.2,1.23,0.0,0.0,0.16,0.0,0.0,100.0
09/21/2021,8.43,8.16,8.43,8.35,0.0,5.06,5.46,4.22,4.96,4.84,4.45,4.25,4.57,3.52,3.8,3.04,3.25,3.64,2.45,2.53,2.29,1.7,0.0,1.21,1.24,0.0,0.0,0.17,0.0,0.0,100.02
09/22/2021,8.43,8.16,8.43,8.35,0.0,5.06,5.46,4.22,4.96,4.84,4.45,4.25,4.57,3.52,3.8,3.04,3.25,3.64,2.45,2.53,2.29,1.7,0.0,1.21,1.24,0.0,0.0,0.17,0.0,0.0,100.02
09/23/2021,8.43,8.16,8.43,8.35,0.0,5.06,5.46,4.22,4.96,4.84,4.45,4.25,4.57,3.52,3.8,3.04,3.25,3.64,2.45,2.53,2.29,1.7,0.0,1.21,1.24,0.0,0.0,0.17,0.0,0.0,100.02
09/24/2021,7.91,7.88,8.18,7.83,0.0,3.9,3.98,4.1,3.76,8.22,4.0,3.93,4.14,3.49,3.5,3.62,3.72,3.28,2.83,2.9,2.41,1.92,1.19,1.12,1.46,0.0,0.0,0.29,0.44,0.0,100.0
09/27/2021,7.9,7.86,8.16,7.85,0.0,3.86,4.18,4.22,3.74,8.05,4.02,3.84,4.05,3.55,3.55,3.62,3.74,3.36,2.77,2.89,2.35,1.93,1.19,1.12,1.49,0.0,0.0,0.28,0.43,0.0,100.0
09/28/2021,7.9,7.86,8.16,7.85,0.0,3.86,4.18,4.22,3.74,8.05,4.02,3.84,4.05,3.55,3.55,3.62,3.74,3.36,2.77,2.89,2.35,1.93,1.19,1.12,1.49,0.0,0.0,0.28,0.43,0.0,100.0
09/29/2021,7.93,7.87,8.12,7.81,0.0,3.85,4.22,4.25,3.74,8.06,4.01,3.85,4.04,3.57,3.56,3.65,3.71,3.38,2.78,2.82,2.34,1.93,1.2,1.14,1.46,0.0,0.0,0.29,0.44,0.0,100.02
09/30/2021,7.93,7.87,8.12,7.81,0.0,3.85,4.22,4.25,3.74,8.06,4.01,3.85,4.04,3.57,3.56,3.65,3.71,3.38,2.78,2.82,2.34,1.93,1.2,1.14,1.46,0.0,0.0,0.29,0.44,0.0,100.02
10/01/2021,7.89,7.91,8.2,7.74,0.0,3.92,4.09,4.28,3.76,8.09,3.94,3.86,4.12,3.49,3.57,3.66,3.75,3.27,2.84,2.69,2.38,1.94,1.22,1.15,1.45,0.0,0.0,0.36,0.44,0.0,100.01
10/04/2021,7.78,7.92,8.13,7.85,0.0,3.91,4.04,4.24,3.73,8.12,3.92,3.88,4.11,3.51,3.6,3.69,3.77,3.24,2.87,2.71,2.4,1.95,1.22,1.15,1.46,0.0,0.0,0.36,0.44,0.0,100.0
10/05/2021,7.76,7.93,8.17,7.85,0.0,3.96,4.11,4.25,3.76,8.12,3.88,3.88,4.12,3.51,3.59,3.69,3.82,3.27,2.87,2.73,2.41,1.97,1.22,1.15,1.48,0.0,0.0,0.07,0.45,0.0,100.02
10/06/2021,7.83,7.99,8.12,7.8,0.0,3.98,4.07,4.38,3.75,8.06,3.91,3.85,4.1,3.53,3.59,3.71,3.81,3.27,2.87,2.7,2.4,1.96,1.21,1.14,1.48,0.0,0.0,0.07,0.44,0.0,100.01999999999998
10/07/2021,7.79,7.99,8.17,7.86,0.0,4.0,3.96,4.36,3.73,8.12,3.93,3.83,4.07,3.51,3.59,3.72,3.82,3.27,2.88,2.67,2.4,1.99,1.21,1.13,1.48,0.0,0.0,0.07,0.45,0.0,100.0
10/08/2021,7.79,7.99,8.17,7.86,0.0,4.0,3.96,4.36,3.73,8.12,3.93,3.83,4.07,3.51,3.59,3.72,3.82,3.27,2.88,2.67,2.4,1.99,1.21,1.13,1.48,0.0,0.0,0.07,0.45,0.0,100.0
10/11/2021,7.72,7.89,8.09,7.91,0.0,3.95,4.06,4.35,3.69,8.14,3.89,3.86,4.29,3.53,3.6,3.67,3.85,3.28,2.89,2.66,2.36,1.94,1.21,1.12,1.48,0.0,0.0,0.11,0.44,0.0,99.98
10/12/2021,7.72,7.89,8.09,7.91,0.0,3.95,4.06,4.35,3.69,8.14,3.89,3.86,4.29,3.53,3.6,3.67,3.85,3.28,2.89,2.66,2.36,1.94,1.21,1.12,1.48,0.0,0.0,0.11,0.44,0.0,99.98
10/13/2021,7.72,7.89,8.09,7.91,0.0,3.95,4.06,4.35,3.69,8.14,3.89,3.86,4.29,3.53,3.6,3.67,3.85,3.28,2.89,2.66,2.36,1.94,1.21,1.12,1.48,0.0,0.0,0.11,0.44,0.0,99.98
10/14/2021,7.77,7.89,8.13,7.91,0.0,3.92,4.02,4.36,3.67,8.17,3.88,3.85,4.41,3.52,3.58,3.56,3.88,3.26,2.89,2.65,2.33,1.93,1.22,1.13,1.49,0.0,0.0,0.13,0.44,0.0,99.98999999999998
10/15/2021,7.71,7.98,8.08,7.95,0.0,3.89,3.98,4.36,3.68,8.18,3.86,3.84,4.46,3.51,3.58,3.53,3.91,3.26,2.89,2.67,2.36,1.93,1.22,1.15,1.47,0.0,0.0,0.13,0.44,0.0,100.01999999999998
10/18/2021,7.67,7.96,8.17,7.87,0.0,3.88,4.03,4.3,3.69,8.29,3.87,3.85,4.43,3.5,3.56,3.56,3.91,3.24,2.88,2.72,2.33,1.91,1.19,1.15,1.47,0.0,0.0,0.13,0.44,0.0,100.0
10/19/2021,7.68,7.91,8.16,7.91,0.0,3.88,4.05,4.3,3.67,8.34,3.84,3.83,4.41,3.49,3.56,3.56,3.9,3.23,2.9,2.71,2.32,1.91,1.18,1.15,1.46,0.0,0.0,0.17,0.45,0.0,99.97
10/20/2021,7.68,7.91,8.16,7.91,0.0,3.88,4.05,4.3,3.67,8.34,3.84,3.83,4.41,3.49,3.56,3.56,3.9,3.23,2.9,2.71,2.32,1.91,1.18,1.15,1.46,0.0,0.0,0.17,0.45,0.0,99.97
10/21/2021,7.74,7.91,8.04,7.95,0.0,3.88,3.99,4.18,3.68,8.33,3.78,3.8,4.4,3.48,3.53,3.51,3.92,3.24,2.86,2.65,2.32,1.9,1.17,1.14,1.44,0.0,0.0,0.72,0.44,0.0,100.0
10/22/2021,7.69,7.84,8.02,7.93,0.0,3.86,4.1,4.15,3.66,8.34,3.77,3.8,4.43,3.49,3.55,3.5,3.95,3.24,2.87,2.68,2.31,1.91,1.17,1.14,1.44,0.0,0.0,0.72,0.44,0.0,100.0
10/25/2021,7.74,7.86,8.01,7.97,0.0,3.85,4.15,4.15,3.67,8.34,3.76,3.82,4.39,3.46,3.53,3.5,3.93,3.22,2.9,2.65,2.31,1.91,1.16,1.14,1.44,0.0,0.0,0.71,0.43,0.0,100.0
10/26/2021,7.71,7.83,8.02,7.97,0.0,3.85,4.22,4.1,3.67,8.34,3.8,3.82,4.38,3.45,3.54,3.48,3.95,3.21,2.91,2.67,2.33,1.9,1.16,1.15,1.43,0.0,0.0,0.71,0.43,0.0,100.03
10/27/2021,7.71,7.83,8.02,7.97,0.0,3.85,4.22,4.1,3.67,8.34,3.8,3.82,4.38,3.45,3.54,3.48,3.95,3.21,2.91,2.67,2.33,1.9,1.16,1.15,1.43,0.0,0.0,0.71,0.43,0.0,100.03
10/28/2021,7.66,7.83,8.02,8.03,0.0,3.87,4.27,4.1,3.66,8.4,3.8,3.8,4.36,3.45,3.53,3.49,3.87,3.21,2.89,2.66,2.37,1.87,1.16,1.15,1.42,0.0,0.0,0.71,0.43,0.0,100.01
10/29/2021,7.72,7.82,7.99,8.22,0.0,3.88,4.33,4.05,3.68,8.37,3.8,3.81,4.35,3.43,3.51,3.47,3.87,3.2,2.89,2.53,2.34,1.87,1.15,1.15,1.42,0.0,0.0,0.71,0.43,0.0,99.99
11/01/2021,7.72,7.89,8.09,8.2,0.0,3.87,4.18,4.06,3.7,8.34,3.83,3.85,4.36,3.4,3.52,3.45,3.86,3.16,2.9,2.57,2.34,1.89,1.15,1.16,1.4,0.0,0.0,0.71,0.42,0.0,100.02
11/02/2021,7.72,7.73,8.11,8.07,0.0,3.91,4.24,4.06,3.73,8.44,3.85,3.84,4.36,3.38,3.54,3.45,3.88,3.14,2.94,2.58,2.37,1.88,1.13,1.14,1.4,0.0,0.0,0.7,0.42,0.0,100.01
11/03/2021,7.72,7.73,8.11,8.07,0.0,3.91,4.24,4.06,3.73,8.44,3.85,3.84,4.36,3.38,3.54,3.45,3.88,3.14,2.94,2.58,2.37,1.88,1.13,1.14,1.4,0.0,0.0,0.7,0.42,0.0,100.01
11/04/2021,7.76,7.76,8.04,8.06,0.0,3.95,4.36,4.03,3.75,8.4,3.85,3.88,4.39,3.39,3.51,3.45,3.93,3.14,2.93,2.64,2.3,1.91,1.15,1.15,1.41,0.0,0.0,0.43,0.43,0.0,100.0
11/05/2021,7.97,8.01,8.37,8.19,0.0,4.11,4.56,4.23,3.9,8.57,4.0,3.99,4.55,3.49,3.7,3.59,4.04,0.0,3.07,2.77,2.4,1.97,1.19,1.18,1.47,0.0,0.0,0.23,0.44,0.0,99.99
11/08/2021,8.1,8.12,8.35,8.33,0.0,4.06,4.4,4.39,3.91,8.62,3.94,3.93,4.56,3.5,3.65,3.57,4.04,0.0,3.05,2.75,2.32,1.99,1.19,1.18,1.5,0.0,0.0,0.1,0.44,0.0,99.99
11/09/2021,8.18,8.16,8.39,8.3,0.0,4.06,4.58,4.34,3.91,8.42,3.96,3.95,4.49,3.47,3.59,3.5,4.09,0.0,3.08,2.75,2.35,2.0,1.19,1.18,1.51,0.0,0.0,0.1,0.44,0.0,99.99
11/10/2021,8.18,8.16,8.39,8.3,0.0,4.06,4.58,4.34,3.91,8.42,3.96,3.95,4.49,3.47,3.59,3.5,4.09,0.0,3.08,2.75,2.35,2.0,1.19,1.18,1.51,0.0,0.0,0.1,0.44,0.0,99.99
11/11/2021,8.1,8.19,8.39,8.28,0.0,4.04,4.65,4.42,3.88,8.35,3.96,3.96,4.54,3.51,3.61,3.54,3.83,0.0,3.08,2.74,2.32,2.02,1.32,1.2,1.58,0.0,0.0,0.05,0.44,0.0,100.0
11/12/2021,8.05,8.13,8.35,8.31,0.0,4.02,4.82,4.3,3.86,8.43,3.95,3.97,4.62,3.52,3.62,3.51,3.74,0.0,3.09,2.74,2.32,2.03,1.33,1.21,1.56,0.0,0.0,0.05,0.45,0.0,99.98
11/15/2021,8.03,8.21,8.35,8.43,0.0,3.99,4.74,4.27,3.82,8.53,3.99,3.96,4.62,3.47,3.62,3.5,3.67,0.0,3.08,2.7,2.35,2.06,1.33,1.18,1.58,0.0,0.0,0.05,0.45,0.0,99.98
11/16/2021,8.03,8.21,8.35,8.43,0.0,3.99,4.74,4.27,3.82,8.53,3.99,3.96,4.62,3.47,3.62,3.5,3.67,0.0,3.08,2.7,2.35,2.06,1.33,1.18,1.58,0.0,0.0,0.05,0.45,0.0,99.98
11/17/2021,8.03,8.21,8.35,8.43,0.0,3.99,4.74,4.27,3.82,8.53,3.99,3.96,4.62,3.47,3.62,3.5,3.67,0.0,3.08,2.7,2.35,2.06,1.33,1.18,1.58,0.0,0.0,0.05,0.45,0.0,99.98
11/18/2021,8.03,8.21,8.35,8.43,0.0,3.99,4.74,4.27,3.82,8.53,3.99,3.96,4.62,3.47,3.62,3.5,3.67,0.0,3.08,2.7,2.35,2.06,1.33,1.18,1.58,0.0,0.0,0.05,0.45,0.0,99.98
11/19/2021,7.95,8.1,8.44,8.25,0.0,3.98,4.87,4.27,3.75,8.55,3.91,3.97,4.7,3.5,3.58,3.51,3.6,0.0,3.02,2.65,2.32,2.06,1.31,1.17,1.61,0.0,0.0,0.22,0.45,0.25,99.99
11/22/2021,7.95,8.14,8.47,8.34,0.0,3.97,4.87,4.22,3.75,8.54,3.89,3.96,4.71,3.51,3.57,3.46,3.58,0.0,3.02,2.66,2.33,2.06,1.32,1.17,1.59,0.0,0.0,0.22,0.45,0.25,100.0
11/23/2021,7.95,8.14,8.47,8.34,0.0,3.97,4.87,4.22,3.75,8.54,3.89,3.96,4.71,3.51,3.57,3.46,3.58,0.0,3.02,2.66,2.33,2.06,1.32,1.17,1.59,0.0,0.0,0.22,0.45,0.25,100.0
11/24/2021,7.97,8.37,8.47,8.39,0.0,4.04,4.78,4.14,3.68,8.65,3.86,3.99,4.81,3.44,3.52,3.37,3.42,0.0,3.03,2.64,2.29,2.06,1.34,1.18,1.66,0.0,0.0,0.28,0.43,0.21,100.02
11/25/2021,7.97,8.37,8.47,8.39,0.0,4.04,4.78,4.14,3.68,8.65,3.86,3.99,4.81,3.44,3.52,3.37,3.42,0.0,3.03,2.64,2.29,2.06,1.34,1.18,1.66,0.0,0.0,0.28,0.43,0.21,100.02
11/26/2021,8.06,8.36,8.5,8.36,0.0,4.05,4.66,4.17,3.72,8.66,3.87,3.98,4.8,3.41,3.53,3.41,3.36,0.0,3.06,2.65,2.26,2.07,1.34,1.18,1.63,0.0,0.0,0.28,0.43,0.22,100.02
11/29/2021,8.04,8.3,8.57,8.28,0.0,4.05,4.63,4.26,3.72,8.75,3.85,3.98,4.79,3.41,3.51,3.35,3.39,0.0,3.07,2.68,2.24,2.05,1.32,1.17,1.66,0.0,0.0,0.27,0.44,0.21,99.99
11/30/2021,8.04,8.3,8.57,8.28,0.0,4.05,4.63,4.26,3.72,8.75,3.85,3.98,4.79,3.41,3.51,3.35,3.39,0.0,3.07,2.68,2.24,2.05,1.32,1.17,1.66,0.0,0.0,0.27,0.44,0.21,99.99
12/01/2021,8.0,8.34,8.61,8.38,0.0,4.05,4.72,4.1,3.66,8.82,3.83,4.04,4.84,3.43,3.52,3.33,3.27,0.0,3.05,2.68,2.21,2.04,1.36,1.16,1.62,0.0,0.0,0.28,0.45,0.22,100.01
12/02/2021,8.0,8.34,8.61,8.38,0.0,4.05,4.72,4.1,3.66,8.82,3.83,4.04,4.84,3.43,3.52,3.33,3.27,0.0,3.05,2.68,2.21,2.04,1.36,1.16,1.62,0.0,0.0,0.28,0.45,0.22,100.01
