,AAPL,MSFT,AMZN,AGPXX,TSLA,GOOGL,FB,NVDA,GOOG,BRK.B,JPM,JNJ,UNH,HD,PG,V,BAC,MA,PFE,XOM,DIS,CSCO,NFLX,ADBE,AVGO,PEP,TMO,ABT,CVX,KO,CMCSA,ABBV,ACN,COST,PYPL,INTC,VZ,CRM,WFC,QCOM,LLY,NKE,WMT,MRK,MCD,T,DHR,NVR,TXN,LOW,LIN,AMD,NEE,UNP,PM,UPS,INTU,MS,AMAT,HON,MDT,ORCL,SCHW,BMY,RTX,SBUX,C,CVS,GS,AMGN,IBM,AMT,ISRG,PLD,BA,BLK,CAT,TGT,NOW,GE,MU,COP,AXP,MMM,SPGI,ADP,ANTM,ZTS,F,DE,ADI,MDLZ,GM,PNC,LRCX,MO,TJX,GILD,SYK,TFC,MMC,CSX,CB,CHTR,USB,LMT,CCI,EL,DUK,CME,BKNG,MRNA,EW,SHW,CI,ICE,SO,BDX,FIS,CL,APD,TMUS,NSC,AZO,AON,ETN,D,ITW,FISV,COF,WM,BSX,PGR,MCO,FCX,ADSK,FDX,NXPI,REGN,HCA,JCI,EMR,KLAC,EOG,EXC,DG,XLNX,SPG,CMG,TEL,ECL,MTD,NOC,IQV,VRTX,EQIX,AIG,APH,ATVI,INFO,ILMN,SLB,GD,NEM,MET,PSA,MCHP,DXCM,DLR,CARR,KMB,ROP,CTSH,BK,ORLY,APTV,HPQ,PXD,CDNS,SNPS,CNC,BIO,TT,SRE,GPN,A,DOW,AEP,MPC,TROW,MAR,DD,PAYX,LHX,BAX,GIS,PH,MSI,O,SYY,FTNT,PRU,STZ,n/a,ADM,TRV,HLT,CTVA,FITB,PPG,MTCH,AFL,EA,VLO,VRSK,ALGN,WMB,PSX,XEL,KMI,EBAY,IFF,OXY,MCK,PEG,AVB,PCAR,SBAC,HUM,SUM
01/25/2022,6.7,5.94,3.29,3.23,2.16,2.0,1.96,1.63,1.78,1.48,1.13,1.12,1.12,0.96,1.01,0.93,0.86,0.82,0.78,0.81,0.7,0.64,0.59,0.64,0.55,0.62,0.59,0.57,0.64,0.62,0.61,0.6,0.54,0.52,0.54,0.56,0.58,0.56,0.57,0.49,0.51,0.48,0.52,0.53,0.49,0.51,0.45,0.43,0.42,0.39,0.43,0.4,0.43,0.4,0.42,0.37,0.36,0.37,0.34,0.37,0.37,0.35,0.36,0.37,0.35,0.3,0.33,0.33,0.29,0.32,0.31,0.29,0.27,0.3,0.3,0.28,0.29,0.28,0.26,0.28,0.25,0.3,0.26,0.26,0.24,0.24,0.26,0.24,0.22,0.25,0.23,0.24,0.21,0.22,0.21,0.24,0.21,0.22,0.21,0.22,0.21,0.2,0.21,0.19,0.2,0.22,0.2,0.18,0.2,0.21,0.2,0.15,0.18,0.17,0.2,0.18,0.19,0.2,0.18,0.18,0.17,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.17,0.15,0.15,0.13,0.15,0.14,0.13,0.14,0.13,0.16,0.14,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.16,0.12,0.13,0.14,0.12,0.13,0.12,0.12,0.1,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.11,0.0,0.11,0.13,0.1,0.1,0.12,0.0,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.1,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.99
01/26/2022,6.66,5.87,3.11,3.25,2.06,1.97,1.88,1.59,1.75,1.46,1.12,1.12,1.12,0.97,1.02,0.9,0.85,0.81,0.77,0.8,0.66,0.62,0.47,0.63,0.54,0.63,0.58,0.58,0.64,0.62,0.61,0.6,0.54,0.53,0.51,0.57,0.58,0.55,0.56,0.48,0.51,0.48,0.52,0.53,0.49,0.51,0.45,0.43,0.43,0.4,0.42,0.39,0.42,0.41,0.42,0.37,0.36,0.37,0.33,0.36,0.37,0.35,0.35,0.37,0.34,0.3,0.33,0.33,0.29,0.33,0.3,0.29,0.25,0.3,0.29,0.27,0.29,0.27,0.26,0.27,0.24,0.29,0.25,0.26,0.25,0.24,0.26,0.24,0.22,0.24,0.23,0.25,0.21,0.22,0.2,0.24,0.21,0.22,0.21,0.22,0.21,0.2,0.21,0.19,0.19,0.22,0.2,0.17,0.21,0.21,0.2,0.15,0.18,0.17,0.2,0.18,0.19,0.2,0.18,0.18,0.17,0.15,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.16,0.14,0.14,0.13,0.16,0.14,0.13,0.14,0.13,0.15,0.14,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.16,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.1,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.12,0.1,0.1,0.12,0.0,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.1,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.77000000000001
01/27/2022,6.66,5.87,3.11,3.25,2.06,1.97,1.88,1.59,1.75,1.46,1.12,1.12,1.12,0.97,1.02,0.9,0.85,0.81,0.77,0.8,0.66,0.62,0.47,0.63,0.54,0.63,0.58,0.58,0.64,0.62,0.61,0.6,0.54,0.53,0.51,0.57,0.58,0.55,0.56,0.48,0.51,0.48,0.52,0.53,0.49,0.51,0.45,0.43,0.43,0.4,0.42,0.39,0.42,0.41,0.42,0.37,0.36,0.37,0.33,0.36,0.37,0.35,0.35,0.37,0.34,0.3,0.33,0.33,0.29,0.33,0.3,0.29,0.25,0.3,0.29,0.27,0.29,0.27,0.26,0.27,0.24,0.29,0.25,0.26,0.25,0.24,0.26,0.24,0.22,0.24,0.23,0.25,0.21,0.22,0.2,0.24,0.21,0.22,0.21,0.22,0.21,0.2,0.21,0.19,0.19,0.22,0.2,0.17,0.21,0.21,0.2,0.15,0.18,0.17,0.2,0.18,0.19,0.2,0.18,0.18,0.17,0.15,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.16,0.14,0.14,0.13,0.16,0.14,0.13,0.14,0.13,0.15,0.14,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.16,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.1,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.12,0.1,0.1,0.12,0.0,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.1,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.77000000000001
01/28/2022,6.66,5.87,3.11,3.25,2.06,1.97,1.88,1.59,1.75,1.46,1.12,1.12,1.12,0.97,1.02,0.9,0.85,0.81,0.77,0.8,0.66,0.62,0.47,0.63,0.54,0.63,0.58,0.58,0.64,0.62,0.61,0.6,0.54,0.53,0.51,0.57,0.58,0.55,0.56,0.48,0.51,0.48,0.52,0.53,0.49,0.51,0.45,0.43,0.43,0.4,0.42,0.39,0.42,0.41,0.42,0.37,0.36,0.37,0.33,0.36,0.37,0.35,0.35,0.37,0.34,0.3,0.33,0.33,0.29,0.33,0.3,0.29,0.25,0.3,0.29,0.27,0.29,0.27,0.26,0.27,0.24,0.29,0.25,0.26,0.25,0.24,0.26,0.24,0.22,0.24,0.23,0.25,0.21,0.22,0.2,0.24,0.21,0.22,0.21,0.22,0.21,0.2,0.21,0.19,0.19,0.22,0.2,0.17,0.21,0.21,0.2,0.15,0.18,0.17,0.2,0.18,0.19,0.2,0.18,0.18,0.17,0.15,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.16,0.14,0.14,0.13,0.16,0.14,0.13,0.14,0.13,0.15,0.14,0.12,0.13,0.12,0.12,0.13,0.11,0.12,0.13,0.12,0.13,0.12,0.13,0.12,0.16,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.1,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.12,0.1,0.1,0.12,0.0,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.0,0.1,0.1,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.77000000000001
01/31/2022,6.55,5.89,3.04,3.38,2.05,1.96,1.83,1.55,1.74,1.48,1.14,1.15,1.12,0.99,1.0,0.9,0.86,0.78,0.77,0.82,0.64,0.61,0.42,0.63,0.56,0.61,0.57,0.56,0.67,0.61,0.6,0.61,0.53,0.53,0.49,0.57,0.56,0.53,0.56,0.49,0.5,0.48,0.5,0.53,0.48,0.46,0.43,0.42,0.43,0.4,0.42,0.36,0.37,0.41,0.42,0.37,0.34,0.38,0.33,0.35,0.37,0.33,0.36,0.36,0.35,0.3,0.34,0.34,0.29,0.32,0.32,0.29,0.24,0.29,0.28,0.27,0.29,0.27,0.24,0.26,0.24,0.31,0.28,0.26,0.23,0.22,0.25,0.22,0.21,0.25,0.23,0.24,0.2,0.23,0.2,0.24,0.22,0.22,0.21,0.22,0.21,0.2,0.21,0.19,0.2,0.23,0.19,0.17,0.21,0.2,0.2,0.14,0.17,0.17,0.2,0.17,0.19,0.19,0.17,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.14,0.15,0.14,0.14,0.13,0.15,0.14,0.13,0.14,0.13,0.16,0.14,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.14,0.12,0.13,0.12,0.13,0.12,0.16,0.11,0.11,0.15,0.12,0.13,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.13,0.0,0.1,0.11,0.0,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.1,0.1,2.44,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.63
02/01/2022,0.0,0.0,3.08,0.0,1.83,1.97,1.85,1.51,1.75,1.49,1.13,1.17,1.13,1.0,1.01,0.91,0.86,0.8,0.78,0.84,0.65,0.61,0.46,0.63,0.55,0.62,0.56,0.56,0.69,0.62,0.59,0.62,0.54,0.53,0.5,0.53,0.56,0.54,0.56,0.48,0.5,0.49,0.51,0.54,0.48,0.46,0.43,0.43,0.43,0.4,0.42,0.34,0.37,0.41,0.42,0.36,0.35,0.39,0.32,0.36,0.37,0.34,0.36,0.37,0.36,0.3,0.34,0.35,0.29,0.32,0.31,0.28,0.24,0.29,0.27,0.27,0.29,0.27,0.27,0.26,0.23,0.32,0.28,0.26,0.23,0.22,0.26,0.22,0.21,0.25,0.22,0.25,0.0,0.23,0.0,0.24,0.22,0.22,0.21,0.22,0.0,0.0,0.21,0.0,0.0,0.23,0.0,0.0,0.21,0.21,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.16,0.15,0.16,0.15,0.0,0.0,0.14,0.14,0.14,0.14,0.13,0.15,0.14,0.13,0.14,0.12,0.0,0.14,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.13,0.12,0.14,0.12,0.12,0.11,0.16,0.11,0.11,0.14,0.12,0.13,0.12,0.12,0.1,0.1,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.13,0.0,0.1,0.12,0.1,0.1,0.12,0.11,0.1,0.12,0.11,0.12,0.0,0.1,0.1,0.09,0.11,0.11,0.11,0.1,0.0,0.1,0.1,0.09,0.1,0.1,0.0,0.11,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.1,65.76
02/02/2022,6.58,6.0,3.08,3.21,1.83,1.97,1.85,1.51,1.75,1.49,1.13,1.17,1.13,1.0,1.01,0.91,0.86,0.8,0.78,0.84,0.65,0.61,0.46,0.63,0.55,0.62,0.56,0.56,0.69,0.62,0.59,0.62,0.54,0.53,0.5,0.53,0.56,0.54,0.56,0.48,0.5,0.49,0.51,0.54,0.48,0.46,0.43,0.43,0.43,0.4,0.42,0.34,0.37,0.41,0.42,0.36,0.35,0.39,0.32,0.36,0.37,0.34,0.36,0.37,0.36,0.3,0.34,0.35,0.29,0.32,0.31,0.28,0.24,0.29,0.27,0.27,0.29,0.27,0.27,0.26,0.23,0.32,0.28,0.26,0.23,0.22,0.26,0.22,0.21,0.25,0.22,0.25,0.2,0.23,0.19,0.24,0.22,0.22,0.21,0.22,0.2,0.2,0.21,0.19,0.2,0.23,0.19,0.18,0.21,0.21,0.2,0.14,0.16,0.17,0.19,0.18,0.19,0.19,0.18,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.15,0.16,0.15,0.16,0.16,0.14,0.14,0.14,0.14,0.13,0.15,0.14,0.13,0.14,0.12,0.17,0.14,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.13,0.12,0.14,0.12,0.12,0.11,0.16,0.11,0.11,0.14,0.12,0.13,0.12,0.12,0.1,0.1,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.13,0.0,0.0,0.12,0.0,0.1,0.12,0.11,0.1,0.12,0.11,0.12,0.0,0.1,0.1,0.0,0.11,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,2.31,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,85.53
02/03/2022,6.97,6.1,3.14,3.07,1.85,2.01,1.87,1.55,1.79,1.5,1.13,1.17,1.13,1.01,1.01,0.99,0.86,0.87,0.79,0.83,0.66,0.61,0.45,0.65,0.56,0.62,0.58,0.58,0.66,0.62,0.61,0.62,0.55,0.54,0.51,0.52,0.58,0.56,0.56,0.49,0.51,0.49,0.51,0.54,0.49,0.48,0.45,0.44,0.43,0.41,0.42,0.34,0.37,0.41,0.43,0.37,0.36,0.38,0.32,0.36,0.36,0.34,0.35,0.38,0.36,0.3,0.34,0.36,0.29,0.33,0.32,0.29,0.25,0.3,0.27,0.27,0.27,0.27,0.28,0.26,0.23,0.31,0.28,0.25,0.24,0.22,0.26,0.23,0.2,0.25,0.23,0.24,0.19,0.23,0.19,0.24,0.22,0.23,0.21,0.22,0.2,0.2,0.21,0.2,0.2,0.23,0.2,0.18,0.21,0.21,0.2,0.15,0.17,0.17,0.2,0.18,0.19,0.19,0.19,0.18,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.14,0.14,0.14,0.13,0.16,0.14,0.13,0.14,0.12,0.17,0.14,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.13,0.12,0.14,0.12,0.12,0.12,0.16,0.12,0.11,0.15,0.12,0.13,0.12,0.12,0.1,0.1,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.13,0.0,0.1,0.12,0.1,0.1,0.11,0.11,0.1,0.12,0.11,0.11,0.0,0.11,0.1,0.0,0.11,0.11,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,1.42,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.75000000000001
02/04/2022,7.11,6.12,3.24,2.81,2.03,2.03,1.93,1.65,1.81,1.49,1.14,1.16,1.14,1.01,1.0,0.98,0.86,0.87,0.76,0.84,0.68,0.61,0.5,0.67,0.59,0.62,0.58,0.58,0.66,0.62,0.61,0.62,0.56,0.55,0.53,0.53,0.58,0.58,0.56,0.51,0.51,0.49,0.51,0.54,0.5,0.48,0.45,0.44,0.43,0.42,0.42,0.37,0.4,0.41,0.42,0.37,0.37,0.38,0.33,0.36,0.36,0.34,0.34,0.37,0.35,0.3,0.34,0.35,0.3,0.32,0.31,0.29,0.26,0.3,0.28,0.27,0.27,0.28,0.29,0.27,0.24,0.31,0.28,0.25,0.24,0.22,0.26,0.23,0.21,0.25,0.23,0.24,0.2,0.22,0.2,0.24,0.22,0.22,0.21,0.22,0.2,0.2,0.21,0.2,0.2,0.23,0.2,0.18,0.21,0.21,0.2,0.16,0.17,0.17,0.19,0.18,0.19,0.19,0.19,0.18,0.16,0.16,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.14,0.13,0.17,0.14,0.12,0.13,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.14,0.12,0.13,0.12,0.16,0.12,0.12,0.14,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.13,0.1,0.1,0.12,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.1,0.0,0.1,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.75,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.78
02/07/2022,7.11,5.99,3.04,2.71,1.95,2.17,1.48,1.63,1.92,1.51,1.15,1.18,1.19,1.01,1.04,1.01,0.88,0.89,0.78,0.89,0.67,0.61,0.48,0.65,0.59,0.64,0.6,0.6,0.68,0.63,0.61,0.64,0.55,0.57,0.39,0.53,0.59,0.54,0.58,0.53,0.52,0.49,0.52,0.53,0.5,0.47,0.46,0.46,0.43,0.41,0.42,0.39,0.39,0.41,0.43,0.42,0.36,0.39,0.33,0.34,0.36,0.35,0.35,0.37,0.37,0.3,0.34,0.36,0.3,0.32,0.32,0.3,0.26,0.3,0.3,0.27,0.27,0.27,0.28,0.28,0.24,0.32,0.29,0.25,0.24,0.22,0.27,0.24,0.21,0.25,0.23,0.25,0.21,0.23,0.2,0.24,0.22,0.21,0.21,0.22,0.2,0.2,0.23,0.21,0.21,0.23,0.2,0.18,0.21,0.22,0.21,0.15,0.18,0.17,0.18,0.18,0.19,0.21,0.18,0.18,0.17,0.18,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.17,0.14,0.15,0.14,0.15,0.13,0.16,0.14,0.13,0.15,0.13,0.17,0.11,0.12,0.14,0.12,0.12,0.12,0.11,0.13,0.13,0.13,0.14,0.12,0.13,0.12,0.16,0.12,0.12,0.14,0.13,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.0,0.11,0.13,0.0,0.1,0.12,0.1,0.0,0.12,0.11,0.11,0.12,0.11,0.12,0.0,0.11,0.1,0.0,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.11,0.1,0.57,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,85.55000000000003
02/08/2022,7.11,5.99,3.04,2.71,1.95,2.17,1.48,1.63,1.92,1.51,1.15,1.18,1.19,1.01,1.04,1.01,0.88,0.89,0.78,0.89,0.67,0.61,0.48,0.65,0.59,0.64,0.6,0.6,0.68,0.63,0.61,0.64,0.55,0.57,0.39,0.53,0.59,0.54,0.58,0.53,0.52,0.49,0.52,0.53,0.5,0.47,0.46,0.46,0.43,0.41,0.42,0.39,0.39,0.41,0.43,0.42,0.36,0.39,0.33,0.34,0.36,0.35,0.35,0.37,0.37,0.3,0.34,0.36,0.3,0.32,0.32,0.3,0.26,0.3,0.3,0.27,0.27,0.27,0.28,0.28,0.24,0.32,0.29,0.25,0.24,0.22,0.27,0.24,0.21,0.25,0.23,0.25,0.21,0.23,0.2,0.24,0.22,0.21,0.21,0.22,0.2,0.2,0.23,0.21,0.21,0.23,0.2,0.18,0.21,0.22,0.21,0.15,0.18,0.17,0.18,0.18,0.19,0.21,0.18,0.18,0.17,0.18,0.16,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.17,0.14,0.15,0.14,0.15,0.13,0.16,0.14,0.13,0.15,0.13,0.17,0.11,0.12,0.14,0.12,0.12,0.12,0.11,0.13,0.13,0.13,0.14,0.12,0.13,0.12,0.16,0.12,0.12,0.14,0.13,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.11,0.0,0.11,0.13,0.0,0.1,0.12,0.1,0.0,0.12,0.11,0.11,0.12,0.11,0.12,0.0,0.11,0.1,0.0,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.0,0.11,0.1,0.57,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,85.55000000000003
02/09/2022,7.03,6.03,3.42,2.88,2.01,2.16,1.47,1.65,1.91,1.5,1.17,1.16,1.17,0.99,1.01,0.99,0.9,0.86,0.77,0.9,0.68,0.6,0.48,0.64,0.59,0.62,0.6,0.6,0.68,0.62,0.6,0.63,0.55,0.56,0.39,0.52,0.58,0.55,0.58,0.52,0.51,0.49,0.51,0.52,0.5,0.45,0.46,0.44,0.42,0.4,0.4,0.4,0.39,0.41,0.42,0.41,0.36,0.39,0.33,0.34,0.36,0.34,0.36,0.37,0.37,0.29,0.34,0.35,0.31,0.32,0.32,0.29,0.26,0.29,0.29,0.27,0.27,0.27,0.29,0.28,0.24,0.32,0.3,0.24,0.24,0.22,0.26,0.23,0.19,0.25,0.23,0.24,0.2,0.23,0.19,0.24,0.21,0.21,0.21,0.22,0.2,0.2,0.22,0.2,0.21,0.23,0.2,0.18,0.21,0.23,0.2,0.15,0.18,0.16,0.18,0.18,0.19,0.2,0.18,0.18,0.15,0.18,0.16,0.17,0.17,0.15,0.17,0.15,0.16,0.16,0.15,0.16,0.16,0.14,0.15,0.14,0.14,0.13,0.16,0.14,0.12,0.14,0.13,0.17,0.11,0.12,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.14,0.12,0.13,0.12,0.16,0.12,0.12,0.14,0.12,0.13,0.13,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.12,0.12,0.11,0.0,0.11,0.13,0.0,0.1,0.12,0.1,0.0,0.11,0.11,0.11,0.12,0.11,0.12,0.0,0.11,0.1,0.0,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.11,0.11,0.0,0.49,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,85.43000000000002
02/10/2022,7.03,6.03,3.42,2.88,2.01,2.16,1.47,1.65,1.91,1.5,1.17,1.16,1.17,0.99,1.01,0.99,0.9,0.86,0.77,0.9,0.68,0.6,0.48,0.64,0.59,0.62,0.6,0.6,0.68,0.62,0.6,0.63,0.55,0.56,0.39,0.52,0.58,0.55,0.58,0.52,0.51,0.49,0.51,0.52,0.5,0.45,0.46,0.44,0.42,0.4,0.4,0.4,0.39,0.41,0.42,0.41,0.36,0.39,0.33,0.34,0.36,0.34,0.36,0.37,0.37,0.29,0.34,0.35,0.31,0.32,0.32,0.29,0.26,0.29,0.29,0.27,0.27,0.27,0.29,0.28,0.24,0.32,0.3,0.24,0.24,0.22,0.26,0.23,0.19,0.25,0.23,0.24,0.2,0.23,0.19,0.24,0.21,0.21,0.21,0.22,0.2,0.2,0.22,0.2,0.21,0.23,0.2,0.18,0.21,0.23,0.2,0.15,0.18,0.16,0.18,0.18,0.19,0.2,0.18,0.18,0.15,0.18,0.16,0.17,0.17,0.15,0.17,0.15,0.16,0.16,0.15,0.16,0.16,0.14,0.15,0.14,0.14,0.13,0.16,0.14,0.12,0.14,0.13,0.17,0.11,0.12,0.14,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.14,0.12,0.13,0.12,0.16,0.12,0.12,0.14,0.12,0.13,0.13,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.12,0.12,0.11,0.0,0.11,0.13,0.0,0.1,0.12,0.1,0.0,0.11,0.11,0.11,0.12,0.11,0.12,0.0,0.11,0.1,0.0,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.11,0.11,0.0,0.49,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,85.43000000000002
02/11/2022,7.12,6.0,3.5,2.83,2.0,2.09,1.36,1.7,1.86,1.53,1.2,1.16,1.19,0.99,1.0,0.99,0.92,0.84,0.75,0.88,0.68,0.6,0.47,0.64,0.6,0.62,0.59,0.59,0.68,0.63,0.6,0.65,0.55,0.57,0.37,0.53,0.57,0.54,0.61,0.52,0.5,0.48,0.51,0.51,0.5,0.45,0.45,0.44,0.42,0.41,0.4,0.42,0.38,0.41,0.42,0.41,0.37,0.4,0.34,0.34,0.37,0.34,0.37,0.38,0.37,0.29,0.35,0.36,0.31,0.34,0.32,0.29,0.26,0.29,0.3,0.27,0.27,0.27,0.3,0.28,0.25,0.32,0.31,0.24,0.23,0.23,0.27,0.24,0.18,0.26,0.23,0.24,0.19,0.23,0.19,0.24,0.22,0.21,0.21,0.23,0.21,0.2,0.23,0.2,0.21,0.23,0.19,0.18,0.21,0.22,0.21,0.14,0.18,0.16,0.19,0.18,0.19,0.21,0.18,0.18,0.15,0.19,0.16,0.17,0.17,0.15,0.17,0.15,0.15,0.17,0.15,0.17,0.16,0.14,0.16,0.14,0.14,0.14,0.15,0.14,0.12,0.15,0.13,0.17,0.11,0.12,0.15,0.12,0.12,0.12,0.11,0.13,0.13,0.12,0.14,0.12,0.14,0.12,0.16,0.11,0.12,0.14,0.13,0.13,0.13,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.12,0.12,0.11,0.0,0.11,0.13,0.0,0.1,0.13,0.1,0.0,0.12,0.11,0.11,0.12,0.11,0.13,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.0,0.1,0.11,0.11,0.11,0.0,0.21,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,85.39
