,AAPL,MSFT,GOOGL,GOOG,NVDA,JNJ,HD,PG,V,BAC,MA,PFE,DIS,PEP,AVGO,ABBV,ABT,ACN,CSCO,ADBE,KO,CVX,CMCSA,PYPL,CRM,WFC,INTC,LLY,VZ,QCOM,MCD,NKE,MRK,DHR,T,LOW,TXN,AMD,UPS,INTU,MS,HON,AMAT,SCHW,BMY,CVS,GS,BLK,C,SBUX,BA,AMT,PLD,TGT,SPGI,ISRG,ANTM,DE,NOW,MU,COP,MMM,AXP,ADP,ZTS,ADI,PNC,SYK,MO,GILD,LRCX,TJX,SHW,MMC,TFC,GM,CCI,USB,CI,NSC,EL,ICE,KLAC,COF,WM,TMUS,FDX,ETN,ILMN,PSA,AON,BSX,UBER,SNPS,JCI,VRTX,EXC,TEL,REGN,NOC,TT,BK,KMB,ALGN,MSCI,NEM,AEP,PANW,MET,GPN,CTSH,MPC,DOW,APTV,HPQ,A,BAX,AZO,PPG,PRU,WDAY,EBAY,MAR,DD,STZ,GIS,YUM,SRE,TROW,BIIB,FTNT,TEAM,AFL,EA,ADM,WBA,XEL,WELL,DFS,ALL,OTIS,CBRE,EQR,NUE,CMG,VLO,STT,PEG,FITB,SWK,MTCH,KR,TWTR,ANSS,BLL,RMD,DOCU,ES,ALB,CMI,GLW,OXY,ED,WEC,RSG,URI,SYF,ANET,ZBH,O,TSN,NTRS,MKL,CDW,KEY,HBAN,NDAQ,EIX,FTV,MKC,LH,HIG,RF,PCG,PPL,BURL,CLX,EXPE,AEE,HPE,HUBS,BR,BBY,GWW,LCID,TTWO,YUMC,LYV,NTAP,SPLK,VIAC,WDC,PFG,AKAM,CMS,DLX,MAPS,ASB,RLGY,DKS,BOH,WEX,DVA,SYNA,KBR,HALO,ABM,PD,CYH,PING,KSS,UTHR,FLEX,FCN,HBI,KRTX,VSAT,DIOD,AAWW,CVBF,OI,ALEX,XNCR,GBT,ARQT,VMW,ATR,FFIV,GWRE,CLF,PLNT,THC,NVT,NTNX,TDC,MRTX,SNX,HI,SPB,OPEN,RHP,ENR,WAFD,ECPG,SEAS,HOPE,OSH,SC,GVA,FSR,FDP,PRA,ACCD,IBRX,JNPR,BAH,AAL,NDSN,LYFT,PEN,G,SAFM,M,OC,LEA,ALK,SNV,NLSN,GT,HOG,VG,GH,IIVI,CBRL,JBLU,BHF,FWRD,ACIW,MATX,UPST,PNM,HRB,CATY,FHB,BKU,TNET,AVT,NJR,DBRG,FATE,FBP,ENV,JWN,VIR,IHRT,FGXXX,MGM,RJF,ALNY,SUM
02/08/2022,11.15,8.7,3.29,3.04,2.24,1.79,1.5,1.53,1.52,1.34,1.34,1.16,0.99,0.95,0.86,0.97,0.9,0.85,0.84,0.92,0.93,0.99,0.88,0.57,0.8,0.89,0.77,0.8,0.84,0.79,0.77,0.72,0.78,0.71,0.68,0.61,0.63,0.57,0.64,0.53,0.57,0.5,0.47,0.52,0.55,0.55,0.47,0.46,0.51,0.44,0.47,0.45,0.46,0.42,0.41,0.37,0.44,0.43,0.41,0.36,0.48,0.38,0.42,0.34,0.36,0.35,0.34,0.33,0.36,0.32,0.29,0.31,0.28,0.3,0.32,0.27,0.3,0.31,0.29,0.27,0.25,0.27,0.25,0.27,0.24,0.28,0.24,0.23,0.23,0.24,0.23,0.24,0.19,0.2,0.19,0.24,0.17,0.19,0.2,0.18,0.16,0.19,0.18,0.17,0.18,0.19,0.18,0.16,0.18,0.17,0.17,0.19,0.18,0.13,0.17,0.16,0.17,0.17,0.15,0.17,0.15,0.14,0.16,0.15,0.16,0.16,0.14,0.16,0.12,0.14,0.15,0.15,0.16,0.16,0.16,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.12,0.14,0.13,0.13,0.12,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.09,0.12,0.11,0.11,0.13,0.14,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.07,0.0,0.08,0.08,0.0,0.08,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,93.71
02/09/2022,11.09,8.81,3.28,3.04,2.27,1.77,1.47,1.51,1.5,1.39,1.31,1.15,1.0,0.93,0.87,0.97,0.89,0.85,0.84,0.92,0.92,1.0,0.87,0.58,0.83,0.9,0.76,0.79,0.83,0.79,0.77,0.71,0.77,0.71,0.67,0.6,0.62,0.59,0.63,0.53,0.58,0.5,0.47,0.54,0.55,0.55,0.48,0.46,0.52,0.44,0.47,0.44,0.45,0.42,0.41,0.37,0.44,0.42,0.43,0.36,0.48,0.37,0.43,0.34,0.36,0.34,0.34,0.33,0.36,0.31,0.28,0.31,0.28,0.3,0.32,0.26,0.3,0.31,0.29,0.27,0.26,0.28,0.25,0.27,0.24,0.28,0.24,0.22,0.23,0.24,0.24,0.24,0.21,0.2,0.19,0.24,0.16,0.19,0.2,0.18,0.16,0.19,0.17,0.16,0.18,0.19,0.18,0.17,0.18,0.17,0.17,0.19,0.18,0.13,0.17,0.16,0.17,0.17,0.15,0.17,0.16,0.15,0.16,0.15,0.16,0.16,0.14,0.16,0.12,0.15,0.15,0.16,0.16,0.16,0.16,0.14,0.15,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.14,0.13,0.13,0.12,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.11,0.12,0.14,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.08,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.09,0.09,0.08,0.07,0.08,0.08,0.0,0.09,0.08,0.0,0.0,0.08,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,93.66
02/10/2022,11.09,8.7,3.2,2.97,2.32,1.77,1.47,1.5,1.49,1.4,1.3,1.16,1.01,0.93,0.87,0.98,0.88,0.85,0.84,0.92,0.93,1.02,0.87,0.56,0.82,0.92,0.77,0.8,0.83,0.78,0.77,0.72,0.76,0.7,0.67,0.6,0.61,0.59,0.63,0.54,0.59,0.51,0.47,0.55,0.57,0.56,0.48,0.47,0.52,0.44,0.49,0.45,0.45,0.42,0.4,0.37,0.44,0.43,0.42,0.36,0.49,0.37,0.43,0.34,0.36,0.34,0.34,0.33,0.36,0.31,0.28,0.31,0.28,0.3,0.33,0.26,0.3,0.31,0.3,0.26,0.26,0.27,0.25,0.28,0.24,0.28,0.24,0.22,0.23,0.24,0.24,0.24,0.21,0.2,0.19,0.24,0.16,0.19,0.2,0.18,0.15,0.19,0.18,0.16,0.18,0.2,0.18,0.17,0.18,0.17,0.17,0.2,0.18,0.13,0.17,0.16,0.17,0.16,0.15,0.18,0.16,0.14,0.16,0.15,0.16,0.16,0.14,0.16,0.12,0.15,0.15,0.15,0.16,0.16,0.16,0.14,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.15,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.1,0.12,0.11,0.11,0.12,0.14,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.08,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.09,0.09,0.08,0.0,0.08,0.08,0.0,0.09,0.08,0.0,0.0,0.08,0.08,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.0,0.0,93.6
02/11/2022,11.19,8.73,3.18,2.95,2.33,1.76,1.47,1.48,1.48,1.42,1.28,1.12,1.0,0.92,0.88,0.98,0.88,0.84,0.84,0.92,0.93,1.0,0.87,0.55,0.81,0.94,0.77,0.78,0.82,0.79,0.76,0.7,0.75,0.7,0.66,0.6,0.62,0.61,0.62,0.54,0.59,0.51,0.47,0.56,0.56,0.56,0.48,0.46,0.52,0.43,0.49,0.44,0.44,0.42,0.39,0.37,0.46,0.44,0.43,0.37,0.48,0.37,0.44,0.34,0.36,0.35,0.34,0.33,0.36,0.31,0.28,0.31,0.27,0.3,0.33,0.25,0.29,0.31,0.3,0.26,0.26,0.27,0.25,0.28,0.24,0.29,0.24,0.22,0.23,0.24,0.23,0.24,0.21,0.2,0.19,0.24,0.16,0.19,0.2,0.19,0.16,0.2,0.17,0.17,0.18,0.2,0.18,0.17,0.18,0.16,0.17,0.19,0.18,0.13,0.17,0.16,0.17,0.16,0.15,0.18,0.16,0.15,0.17,0.16,0.16,0.16,0.14,0.16,0.12,0.14,0.15,0.16,0.16,0.15,0.16,0.14,0.15,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.14,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.11,0.13,0.13,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.09,0.09,0.08,0.0,0.08,0.08,0.0,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.07,0.0,93.6
02/14/2022,11.06,8.7,3.17,2.95,2.41,1.74,1.45,1.46,1.48,1.41,1.29,1.1,1.07,0.91,0.87,0.98,0.88,0.84,0.83,0.89,0.92,1.0,0.86,0.54,0.82,0.95,0.77,0.78,0.82,0.77,0.76,0.71,0.75,0.69,0.67,0.59,0.61,0.6,0.61,0.55,0.6,0.5,0.48,0.55,0.57,0.53,0.48,0.45,0.53,0.44,0.5,0.44,0.44,0.42,0.39,0.38,0.45,0.45,0.45,0.4,0.48,0.37,0.45,0.34,0.36,0.34,0.34,0.33,0.36,0.3,0.29,0.31,0.27,0.3,0.33,0.26,0.28,0.31,0.3,0.27,0.26,0.27,0.25,0.28,0.24,0.29,0.24,0.23,0.23,0.23,0.23,0.24,0.21,0.2,0.19,0.23,0.16,0.19,0.2,0.19,0.15,0.2,0.17,0.17,0.18,0.19,0.17,0.17,0.18,0.17,0.18,0.2,0.18,0.13,0.17,0.16,0.17,0.16,0.15,0.18,0.16,0.14,0.17,0.16,0.16,0.15,0.14,0.16,0.12,0.14,0.16,0.17,0.16,0.15,0.16,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.15,0.13,0.13,0.13,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.1,0.11,0.12,0.11,0.13,0.14,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.08,0.08,0.0,0.1,0.08,0.09,0.09,0.0,0.08,0.08,0.0,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.0,0.0,93.52
02/15/2022,11.06,8.7,3.17,2.95,2.41,1.74,1.45,1.46,1.48,1.41,1.29,1.1,1.07,0.91,0.87,0.98,0.88,0.84,0.83,0.89,0.92,1.0,0.86,0.54,0.82,0.95,0.77,0.78,0.82,0.77,0.76,0.71,0.75,0.69,0.67,0.59,0.61,0.6,0.61,0.55,0.6,0.5,0.48,0.55,0.57,0.53,0.48,0.45,0.53,0.44,0.5,0.44,0.44,0.42,0.39,0.38,0.45,0.45,0.45,0.4,0.48,0.37,0.45,0.34,0.36,0.34,0.34,0.33,0.36,0.3,0.29,0.31,0.27,0.3,0.33,0.26,0.28,0.31,0.3,0.27,0.26,0.27,0.25,0.28,0.24,0.29,0.24,0.23,0.23,0.23,0.23,0.24,0.21,0.2,0.19,0.23,0.16,0.19,0.2,0.19,0.15,0.2,0.17,0.17,0.18,0.19,0.17,0.17,0.18,0.17,0.18,0.2,0.18,0.13,0.17,0.16,0.17,0.16,0.15,0.18,0.16,0.14,0.17,0.16,0.16,0.15,0.14,0.16,0.12,0.14,0.16,0.17,0.16,0.15,0.16,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.15,0.13,0.13,0.13,0.11,0.11,0.12,0.12,0.11,0.12,0.12,0.1,0.11,0.12,0.11,0.13,0.14,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.08,0.08,0.0,0.1,0.08,0.09,0.09,0.0,0.08,0.08,0.0,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.08,0.0,0.0,93.52
02/16/2022,11.06,8.66,3.14,2.91,2.28,1.76,1.46,1.49,1.5,1.41,1.3,1.13,1.07,0.93,0.86,1.0,0.88,0.82,0.84,0.87,0.93,1.04,0.86,0.54,0.8,0.95,0.77,0.79,0.85,0.74,0.77,0.7,0.77,0.68,0.68,0.6,0.6,0.55,0.61,0.54,0.59,0.5,0.46,0.54,0.58,0.54,0.48,0.45,0.54,0.44,0.5,0.43,0.44,0.42,0.39,0.38,0.45,0.46,0.44,0.4,0.5,0.37,0.45,0.34,0.36,0.33,0.35,0.34,0.37,0.31,0.28,0.31,0.27,0.3,0.33,0.25,0.28,0.31,0.3,0.27,0.25,0.27,0.25,0.29,0.24,0.29,0.23,0.23,0.22,0.24,0.24,0.24,0.2,0.2,0.19,0.23,0.16,0.19,0.21,0.2,0.15,0.2,0.18,0.17,0.18,0.2,0.18,0.17,0.19,0.17,0.17,0.2,0.18,0.13,0.17,0.16,0.17,0.16,0.15,0.18,0.16,0.15,0.17,0.16,0.16,0.16,0.14,0.16,0.12,0.14,0.16,0.16,0.16,0.16,0.17,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.15,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.1,0.11,0.12,0.11,0.13,0.15,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.08,0.0,0.1,0.09,0.09,0.09,0.0,0.08,0.08,0.0,0.09,0.09,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.0,0.0,93.54
02/17/2022,11.06,8.66,3.14,2.91,2.28,1.76,1.46,1.49,1.5,1.41,1.3,1.13,1.07,0.93,0.86,1.0,0.88,0.82,0.84,0.87,0.93,1.04,0.86,0.54,0.8,0.95,0.77,0.79,0.85,0.74,0.77,0.7,0.77,0.68,0.68,0.6,0.6,0.55,0.61,0.54,0.59,0.5,0.46,0.54,0.58,0.54,0.48,0.45,0.54,0.44,0.5,0.43,0.44,0.42,0.39,0.38,0.45,0.46,0.44,0.4,0.5,0.37,0.45,0.34,0.36,0.33,0.35,0.34,0.37,0.31,0.28,0.31,0.27,0.3,0.33,0.25,0.28,0.31,0.3,0.27,0.25,0.27,0.25,0.29,0.24,0.29,0.23,0.23,0.22,0.24,0.24,0.24,0.2,0.2,0.19,0.23,0.16,0.19,0.21,0.2,0.15,0.2,0.18,0.17,0.18,0.2,0.18,0.17,0.19,0.17,0.17,0.2,0.18,0.13,0.17,0.16,0.17,0.16,0.15,0.18,0.16,0.15,0.17,0.16,0.16,0.16,0.14,0.16,0.12,0.14,0.16,0.16,0.16,0.16,0.17,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.15,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.1,0.11,0.12,0.11,0.13,0.15,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.08,0.0,0.1,0.09,0.09,0.09,0.0,0.08,0.08,0.0,0.09,0.09,0.08,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.0,0.0,93.54
02/18/2022,11.16,8.69,3.14,2.92,2.48,1.73,1.45,1.47,1.5,1.38,1.32,1.09,1.09,0.9,0.89,1.0,0.86,0.81,0.83,0.87,0.92,0.99,0.85,0.53,0.81,0.94,0.77,0.8,0.83,0.77,0.75,0.72,0.77,0.66,0.68,0.6,0.6,0.58,0.61,0.52,0.58,0.5,0.48,0.53,0.58,0.52,0.48,0.45,0.53,0.44,0.5,0.42,0.43,0.41,0.38,0.38,0.44,0.45,0.44,0.43,0.47,0.36,0.46,0.34,0.36,0.35,0.34,0.34,0.36,0.3,0.29,0.31,0.27,0.3,0.33,0.25,0.27,0.31,0.3,0.27,0.25,0.27,0.25,0.29,0.23,0.29,0.23,0.23,0.22,0.23,0.23,0.25,0.21,0.2,0.19,0.23,0.16,0.19,0.21,0.19,0.15,0.19,0.17,0.17,0.18,0.2,0.17,0.17,0.19,0.17,0.18,0.19,0.18,0.14,0.17,0.16,0.17,0.16,0.15,0.17,0.15,0.15,0.18,0.16,0.14,0.15,0.14,0.15,0.12,0.14,0.16,0.16,0.16,0.15,0.16,0.13,0.14,0.13,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.15,0.13,0.13,0.13,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.1,0.11,0.12,0.11,0.12,0.14,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.1,0.09,0.08,0.08,0.0,0.1,0.08,0.09,0.09,0.0,0.08,0.08,0.0,0.08,0.09,0.08,0.0,0.08,0.08,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.08,93.43000000000002
02/21/2022,11.17,8.61,3.12,2.9,2.35,1.76,1.46,1.53,1.51,1.37,1.32,1.09,1.11,0.93,0.88,1.03,0.85,0.82,0.87,0.85,0.96,1.01,0.85,0.5,0.77,0.93,0.78,0.81,0.86,0.76,0.76,0.72,0.77,0.68,0.68,0.6,0.61,0.55,0.6,0.5,0.55,0.5,0.48,0.52,0.59,0.53,0.47,0.45,0.52,0.44,0.5,0.42,0.43,0.41,0.39,0.38,0.46,0.45,0.43,0.43,0.49,0.35,0.46,0.34,0.36,0.35,0.34,0.34,0.38,0.31,0.29,0.3,0.27,0.31,0.33,0.25,0.28,0.31,0.31,0.28,0.26,0.27,0.25,0.29,0.24,0.29,0.23,0.23,0.21,0.23,0.24,0.25,0.2,0.2,0.19,0.24,0.16,0.19,0.21,0.2,0.15,0.18,0.18,0.17,0.18,0.22,0.17,0.17,0.19,0.16,0.17,0.19,0.19,0.14,0.17,0.15,0.17,0.16,0.15,0.17,0.15,0.14,0.18,0.16,0.15,0.16,0.15,0.16,0.12,0.14,0.16,0.15,0.16,0.15,0.17,0.13,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.15,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.1,0.12,0.12,0.1,0.11,0.1,0.11,0.13,0.14,0.11,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.0,0.07,0.11,0.09,0.09,0.09,0.0,0.08,0.08,0.0,0.08,0.09,0.08,0.08,0.08,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.08,93.50999999999999
