,MSFT,AAPL,FB,TSLA,NVDA,JPM,GOOGL,GOOG,V,UNH,HD,PYPL,MA,BAC,VZ,PFE,CRM,INTC,KO,T,ABT,ABBV,PEP,TMO,MRK,NKE,ENPH,ACN,MCD,MDT,QCOM,SEDG,HON,BMY,UPS,UNP,C,NEE,LOW,MS,BA,AMZN,BDX,TGT,GE,MMM,DE,CVS,AXP,SCHW,AGPXX,SPGI,MDLZ,FSLR,GILD,CI,ADP,CCI,PNC,TJX,DUK,CSX,UBER,FDX,MELI,GM,EQIX,ILMN,ITW,SO,EW,HASI,BSX,D,AY,ETN,MCO,EMR,F,BIIB,AON,TWTR,ECL,FCX,NEM,DD,KMB,MET,CSCO,A,EBAY,EXC,AEP,WDAY,INFO,APTV,PRU,BK,BAX,ALXN,EA,SRE,PPG,CARR,HLT,STZ,SYY,TRV,HPQ,RMD,MAR,XEL,CMI,WELL,YUM,WBA,ADM,IFF,SWK,ROK,AME,LUV,DHI,PEG,AVB,KR,WEC,AWK,LH,ES,DAL,EQR,KHC,SYF,KSU,VFC,ED,DELL,URI,VMC,DLTR,CLX,VTR,TSN,PPL,EIX,MLM,EXPD,DTE,XYL,FE,ETR,NDAQ,GWW,RF,TFX,DGX,PEAK,RCL,CMS,AES,LVS,ALB,K,UAL,EMN,HBAN,SJM,JBHT,LNT,FMC,NVR,HWM,HRL,IRM,BAH,NDSN,CF,BG,MOS,FND,REG,TAP,NRG,NI,CPB,LEA,ALV,OGN,GPS,OGE,PRGO,DTM WI,AGR,Cash,Invesco Shrt-Trm Inv Gov&Agcy Instl,AZN,DTM,n/a,VMW,SUM
10/28/2021,5.01,4.9,3.3,3.11,3.83,2.19,2.49,2.34,1.72,1.82,1.69,1.28,1.4,1.49,2.19,1.05,3.7,2.97,0.91,1.82,0.97,0.83,0.95,1.04,0.87,0.89,1.79,2.9,0.78,0.72,1.97,1.19,0.67,0.56,0.64,0.64,0.62,0.71,0.69,0.64,0.51,0.55,0.31,0.55,0.49,0.45,0.42,0.49,0.49,0.54,0.52,0.48,0.36,0.83,0.37,0.32,0.39,0.33,0.39,0.34,0.33,0.34,1.0,0.25,0.33,0.36,0.31,0.27,0.27,0.29,0.33,0.35,0.28,0.26,0.3,0.28,0.27,0.25,0.27,0.18,0.32,0.55,0.24,0.24,0.19,0.16,0.19,0.21,0.62,0.21,0.22,0.21,0.18,0.7,0.22,0.19,0.19,0.2,0.18,0.0,0.4,0.18,0.17,0.2,0.17,0.16,0.17,0.17,0.47,0.17,0.18,0.15,0.15,0.15,0.16,0.15,0.15,0.16,0.13,0.16,0.13,0.12,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.1,0.12,0.12,0.1,0.11,0.41,0.11,0.1,0.1,0.08,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.08,0.09,0.1,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.1,0.07,0.06,0.06,0.1,0.05,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,100.01999999999998
10/29/2021,4.96,4.86,3.17,3.55,3.9,2.2,2.4,2.27,1.74,1.85,1.72,1.29,1.41,1.51,2.15,1.05,3.75,2.61,0.91,1.81,0.98,0.83,0.95,1.04,0.87,0.9,1.78,2.97,0.76,0.73,1.95,1.2,0.65,0.56,0.65,0.66,0.62,0.71,0.7,0.65,0.51,0.53,0.31,0.56,0.5,0.45,0.44,0.5,0.51,0.54,0.52,0.48,0.36,0.85,0.37,0.32,0.4,0.33,0.4,0.34,0.33,0.34,0.98,0.25,0.32,0.35,0.32,0.27,0.27,0.28,0.33,0.35,0.28,0.26,0.3,0.28,0.27,0.25,0.26,0.18,0.32,0.52,0.24,0.25,0.19,0.16,0.19,0.2,0.62,0.21,0.23,0.21,0.18,0.7,0.22,0.19,0.19,0.2,0.17,0.0,0.4,0.18,0.16,0.2,0.17,0.16,0.17,0.17,0.47,0.17,0.18,0.14,0.15,0.15,0.16,0.15,0.16,0.16,0.13,0.16,0.13,0.12,0.12,0.14,0.14,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.1,0.12,0.12,0.1,0.11,0.4,0.11,0.11,0.1,0.08,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.09,0.1,0.08,0.1,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.1,0.05,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,100.03
11/01/2021,5.18,4.85,3.0,3.58,4.1,2.16,2.55,2.39,1.6,1.86,1.72,1.23,1.31,1.49,2.14,1.05,3.75,2.52,0.92,1.76,0.98,0.82,0.96,1.04,0.87,0.89,2.14,2.94,0.78,0.72,1.94,1.31,0.64,0.54,0.67,0.66,0.61,0.71,0.7,0.65,0.49,0.54,0.31,0.55,0.49,0.44,0.42,0.5,0.49,0.53,0.52,0.49,0.36,0.86,0.36,0.31,0.4,0.33,0.39,0.34,0.33,0.34,0.96,0.25,0.31,0.33,0.32,0.27,0.27,0.28,0.33,0.35,0.27,0.26,0.3,0.28,0.28,0.25,0.26,0.17,0.31,0.46,0.23,0.23,0.19,0.15,0.18,0.2,0.63,0.2,0.22,0.21,0.18,0.7,0.22,0.19,0.18,0.2,0.18,0.0,0.39,0.17,0.16,0.2,0.17,0.15,0.16,0.17,0.46,0.17,0.19,0.14,0.14,0.15,0.16,0.14,0.15,0.16,0.13,0.15,0.13,0.11,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.1,0.11,0.12,0.1,0.11,0.39,0.11,0.1,0.1,0.08,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.08,0.1,0.08,0.09,0.07,0.07,0.08,0.08,0.07,0.07,0.06,0.09,0.06,0.06,0.06,0.1,0.05,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.04,0.06,0.05,0.05,0.06,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.03,0.01,0.0,100.01
11/02/2021,5.14,4.92,3.01,3.68,4.14,2.16,2.51,2.36,1.54,1.85,1.69,1.22,1.29,1.49,2.12,1.04,3.75,2.5,0.92,1.77,0.97,0.82,0.95,1.04,0.91,0.89,2.19,2.92,0.78,0.7,1.95,1.33,0.64,0.54,0.67,0.66,0.61,0.72,0.69,0.65,0.49,0.54,0.29,0.55,0.49,0.44,0.43,0.5,0.48,0.53,0.52,0.49,0.36,0.91,0.36,0.31,0.4,0.33,0.38,0.34,0.32,0.34,0.94,0.25,0.31,0.33,0.32,0.27,0.27,0.28,0.32,0.35,0.27,0.26,0.31,0.28,0.28,0.25,0.27,0.17,0.31,0.45,0.23,0.24,0.18,0.15,0.18,0.2,0.62,0.2,0.2,0.21,0.17,0.7,0.22,0.19,0.18,0.2,0.17,0.0,0.39,0.17,0.16,0.2,0.17,0.15,0.16,0.17,0.46,0.17,0.18,0.14,0.15,0.15,0.16,0.14,0.15,0.16,0.13,0.16,0.13,0.12,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.1,0.11,0.12,0.1,0.11,0.39,0.11,0.1,0.1,0.08,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.08,0.1,0.08,0.09,0.07,0.07,0.08,0.08,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.1,0.05,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.04,0.06,0.05,0.05,0.06,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.0,99.97
11/03/2021,5.14,4.92,3.01,3.68,4.14,2.16,2.51,2.36,1.54,1.85,1.69,1.22,1.29,1.49,2.12,1.04,3.75,2.5,0.92,1.77,0.97,0.82,0.95,1.04,0.91,0.89,2.19,2.92,0.78,0.7,1.95,1.33,0.64,0.54,0.67,0.66,0.61,0.72,0.69,0.65,0.49,0.54,0.29,0.55,0.49,0.44,0.43,0.5,0.48,0.53,0.52,0.49,0.36,0.91,0.36,0.31,0.4,0.33,0.38,0.34,0.32,0.34,0.94,0.25,0.31,0.33,0.32,0.27,0.27,0.28,0.32,0.35,0.27,0.26,0.31,0.28,0.28,0.25,0.27,0.17,0.31,0.45,0.23,0.24,0.18,0.15,0.18,0.2,0.62,0.2,0.2,0.21,0.17,0.7,0.22,0.19,0.18,0.2,0.17,0.0,0.39,0.17,0.16,0.2,0.17,0.15,0.16,0.17,0.46,0.17,0.18,0.14,0.15,0.15,0.16,0.14,0.15,0.16,0.13,0.16,0.13,0.12,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.1,0.11,0.12,0.1,0.11,0.39,0.11,0.1,0.1,0.08,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.08,0.1,0.08,0.09,0.07,0.07,0.08,0.08,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.1,0.05,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.04,0.06,0.05,0.05,0.06,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.0,99.97
11/04/2021,5.22,4.8,3.05,3.78,4.22,2.15,2.53,2.38,1.54,1.86,1.68,1.19,1.29,1.48,2.12,1.05,3.74,2.54,0.92,1.74,0.98,0.86,0.95,1.06,0.92,0.9,2.25,2.93,0.77,0.69,1.93,1.34,0.64,0.55,0.66,0.65,0.59,0.7,0.69,0.64,0.48,0.53,0.29,0.55,0.49,0.44,0.41,0.5,0.47,0.53,0.51,0.49,0.36,0.92,0.35,0.31,0.4,0.33,0.38,0.34,0.32,0.34,0.92,0.25,0.3,0.33,0.32,0.26,0.27,0.27,0.33,0.34,0.27,0.25,0.31,0.28,0.28,0.25,0.28,0.17,0.31,0.44,0.23,0.23,0.18,0.15,0.18,0.19,0.61,0.2,0.21,0.21,0.17,0.7,0.22,0.19,0.18,0.2,0.17,0.0,0.39,0.17,0.16,0.19,0.17,0.15,0.16,0.17,0.46,0.16,0.18,0.14,0.14,0.14,0.15,0.14,0.15,0.16,0.12,0.15,0.13,0.11,0.12,0.13,0.14,0.11,0.12,0.13,0.12,0.12,0.1,0.12,0.1,0.11,0.12,0.1,0.11,0.39,0.12,0.1,0.1,0.08,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.08,0.1,0.08,0.09,0.07,0.07,0.08,0.08,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.1,0.05,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.0,100.02
11/05/2021,5.16,4.74,3.09,4.08,4.23,2.13,2.44,2.29,1.54,1.82,1.65,1.18,1.27,1.48,2.11,1.04,3.76,2.55,0.91,1.74,0.97,0.85,0.94,1.05,0.91,0.89,2.31,2.88,0.78,0.69,1.94,1.35,0.64,0.55,0.65,0.64,0.59,0.7,0.68,0.65,0.5,0.51,0.3,0.54,0.49,0.44,0.43,0.5,0.47,0.52,0.59,0.48,0.36,0.92,0.35,0.31,0.4,0.33,0.37,0.34,0.32,0.33,0.93,0.25,0.3,0.33,0.31,0.26,0.27,0.27,0.32,0.34,0.26,0.25,0.32,0.28,0.27,0.25,0.29,0.17,0.29,0.45,0.23,0.23,0.18,0.15,0.18,0.19,0.61,0.2,0.21,0.22,0.17,0.7,0.22,0.19,0.18,0.2,0.17,0.0,0.39,0.17,0.16,0.19,0.17,0.15,0.17,0.17,0.47,0.16,0.18,0.14,0.15,0.14,0.16,0.14,0.15,0.15,0.12,0.15,0.13,0.12,0.12,0.13,0.13,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.1,0.11,0.12,0.1,0.11,0.39,0.12,0.1,0.1,0.08,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.08,0.1,0.08,0.09,0.07,0.07,0.08,0.08,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.1,0.05,0.07,0.06,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.0,100.0
11/08/2021,5.19,4.78,3.08,4.06,4.32,2.12,2.47,2.32,1.5,1.82,1.65,1.17,1.25,1.48,2.09,1.06,3.73,2.57,0.91,1.71,0.96,0.87,0.95,1.06,0.91,0.91,2.27,2.91,0.78,0.69,1.98,1.31,0.64,0.55,0.65,0.64,0.58,0.69,0.68,0.63,0.49,0.52,0.3,0.54,0.49,0.44,0.41,0.53,0.46,0.53,0.59,0.47,0.36,0.88,0.35,0.31,0.4,0.33,0.37,0.35,0.32,0.33,0.95,0.25,0.3,0.33,0.31,0.26,0.27,0.27,0.32,0.35,0.26,0.25,0.31,0.28,0.26,0.24,0.3,0.18,0.28,0.44,0.23,0.23,0.18,0.17,0.18,0.2,0.62,0.2,0.21,0.21,0.17,0.69,0.21,0.19,0.18,0.2,0.17,0.0,0.38,0.17,0.16,0.19,0.17,0.15,0.16,0.16,0.47,0.17,0.19,0.14,0.14,0.14,0.15,0.14,0.15,0.15,0.13,0.16,0.14,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.19,0.12,0.11,0.11,0.08,0.09,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.1,0.08,0.1,0.07,0.07,0.08,0.08,0.07,0.07,0.06,0.1,0.06,0.06,0.06,0.1,0.05,0.07,0.06,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.05,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.2,100.03
11/09/2021,5.18,4.73,3.1,4.08,4.8,2.08,2.48,2.33,1.49,1.8,1.65,1.15,1.26,1.44,2.03,1.02,3.76,2.54,0.91,1.67,0.96,0.85,0.94,1.04,0.92,0.92,2.3,2.92,0.78,0.68,2.21,1.29,0.64,0.55,0.64,0.62,0.56,0.68,0.69,0.61,0.49,0.53,0.29,0.54,0.48,0.43,0.41,0.51,0.46,0.51,0.55,0.47,0.36,0.87,0.35,0.3,0.4,0.32,0.36,0.35,0.31,0.33,0.93,0.25,0.31,0.34,0.3,0.26,0.27,0.27,0.32,0.35,0.26,0.25,0.31,0.28,0.26,0.24,0.31,0.17,0.27,0.43,0.23,0.22,0.17,0.17,0.18,0.19,0.61,0.2,0.21,0.21,0.17,0.69,0.21,0.19,0.18,0.19,0.16,0.0,0.38,0.16,0.16,0.19,0.17,0.15,0.16,0.16,0.46,0.16,0.18,0.13,0.14,0.14,0.15,0.14,0.14,0.15,0.12,0.16,0.13,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.19,0.12,0.1,0.1,0.08,0.08,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.08,0.08,0.1,0.08,0.09,0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.11,0.06,0.06,0.06,0.09,0.05,0.07,0.05,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.19,99.96
11/10/2021,5.18,4.73,3.1,4.08,4.8,2.08,2.48,2.33,1.49,1.8,1.65,1.15,1.26,1.44,2.03,1.02,3.76,2.54,0.91,1.67,0.96,0.85,0.94,1.04,0.92,0.92,2.3,2.92,0.78,0.68,2.21,1.29,0.64,0.55,0.64,0.62,0.56,0.68,0.69,0.61,0.49,0.53,0.29,0.54,0.48,0.43,0.41,0.51,0.46,0.51,0.55,0.47,0.36,0.87,0.35,0.3,0.4,0.32,0.36,0.35,0.31,0.33,0.93,0.25,0.31,0.34,0.3,0.26,0.27,0.27,0.32,0.35,0.26,0.25,0.31,0.28,0.26,0.24,0.31,0.17,0.27,0.43,0.23,0.22,0.17,0.17,0.18,0.19,0.61,0.2,0.21,0.21,0.17,0.69,0.21,0.19,0.18,0.19,0.16,0.0,0.38,0.16,0.16,0.19,0.17,0.15,0.16,0.16,0.46,0.16,0.18,0.13,0.14,0.14,0.15,0.14,0.14,0.15,0.12,0.16,0.13,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.19,0.12,0.1,0.1,0.08,0.08,0.1,0.09,0.09,0.1,0.09,0.09,0.1,0.08,0.08,0.1,0.08,0.09,0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.11,0.06,0.06,0.06,0.09,0.05,0.07,0.05,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.19,99.96
11/11/2021,5.15,4.72,3.13,4.04,4.77,2.07,2.48,2.33,1.54,1.79,1.62,1.13,1.3,1.42,2.03,1.13,3.73,2.56,0.91,1.69,0.92,0.85,0.95,1.0,0.83,0.93,2.25,2.93,0.78,0.69,2.3,1.26,0.64,0.55,0.63,0.63,0.56,0.69,0.68,0.61,0.51,0.53,0.29,0.52,0.49,0.43,0.42,0.51,0.47,0.51,0.55,0.47,0.36,0.87,0.34,0.3,0.4,0.32,0.36,0.35,0.31,0.32,0.97,0.25,0.32,0.34,0.29,0.25,0.27,0.27,0.32,0.35,0.26,0.25,0.31,0.28,0.26,0.24,0.3,0.17,0.27,0.42,0.23,0.22,0.18,0.17,0.18,0.19,0.61,0.2,0.2,0.21,0.17,0.69,0.21,0.19,0.17,0.19,0.16,0.0,0.37,0.16,0.16,0.19,0.17,0.15,0.17,0.16,0.47,0.16,0.19,0.14,0.14,0.14,0.15,0.15,0.14,0.15,0.12,0.16,0.13,0.12,0.12,0.13,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.19,0.12,0.11,0.1,0.08,0.08,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.08,0.08,0.1,0.08,0.09,0.07,0.07,0.07,0.09,0.07,0.07,0.06,0.11,0.06,0.07,0.06,0.09,0.05,0.06,0.05,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.05,0.03,0.03,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.19,99.97
11/12/2021,5.16,4.68,3.11,3.84,4.94,2.08,2.48,2.33,1.56,1.81,1.62,1.15,1.3,1.43,2.04,1.12,3.76,2.59,0.9,1.67,0.93,0.84,0.92,1.01,0.84,0.9,2.28,2.91,0.77,0.69,2.34,1.28,0.64,0.55,0.63,0.63,0.57,0.68,0.68,0.61,0.51,0.53,0.29,0.52,0.49,0.43,0.42,0.51,0.48,0.51,0.55,0.47,0.35,0.86,0.34,0.31,0.4,0.32,0.36,0.35,0.31,0.32,0.94,0.25,0.32,0.35,0.29,0.25,0.27,0.27,0.32,0.34,0.26,0.24,0.31,0.29,0.26,0.24,0.32,0.17,0.28,0.43,0.23,0.24,0.18,0.17,0.18,0.19,0.61,0.2,0.2,0.21,0.17,0.69,0.21,0.18,0.17,0.19,0.16,0.0,0.37,0.16,0.16,0.19,0.17,0.15,0.17,0.16,0.46,0.16,0.19,0.13,0.14,0.14,0.15,0.14,0.14,0.15,0.12,0.16,0.13,0.12,0.12,0.13,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.1,0.11,0.19,0.12,0.11,0.1,0.08,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.1,0.08,0.08,0.1,0.08,0.09,0.07,0.07,0.07,0.08,0.07,0.06,0.06,0.11,0.06,0.07,0.06,0.09,0.05,0.07,0.05,0.05,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.19,100.0
11/15/2021,5.18,4.73,3.1,3.4,4.95,2.08,2.5,2.34,1.52,1.83,1.64,1.03,1.3,1.43,2.05,1.11,3.79,2.59,0.91,1.67,0.94,0.85,0.94,1.01,0.85,0.92,2.28,2.94,0.78,0.69,2.37,1.3,0.65,0.55,0.64,0.64,0.57,0.69,0.68,0.61,0.51,0.55,0.29,0.53,0.51,0.43,0.42,0.51,0.48,0.51,0.55,0.47,0.36,0.86,0.35,0.31,0.4,0.32,0.36,0.35,0.31,0.33,0.94,0.26,0.34,0.34,0.29,0.25,0.27,0.27,0.32,0.35,0.26,0.24,0.31,0.29,0.27,0.24,0.32,0.17,0.28,0.43,0.24,0.24,0.18,0.17,0.18,0.19,0.62,0.2,0.2,0.21,0.17,0.7,0.21,0.18,0.17,0.19,0.16,0.0,0.38,0.16,0.16,0.19,0.17,0.15,0.17,0.16,0.47,0.16,0.18,0.14,0.14,0.15,0.15,0.14,0.15,0.16,0.12,0.16,0.13,0.12,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.1,0.11,0.19,0.12,0.11,0.1,0.08,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.1,0.08,0.08,0.1,0.09,0.09,0.07,0.07,0.07,0.08,0.07,0.06,0.06,0.11,0.06,0.07,0.06,0.09,0.05,0.07,0.05,0.06,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.2,100.03
11/16/2021,5.18,4.73,3.1,3.4,4.95,2.08,2.5,2.34,1.52,1.83,1.64,1.03,1.3,1.43,2.05,1.11,3.79,2.59,0.91,1.67,0.94,0.85,0.94,1.01,0.85,0.92,2.28,2.94,0.78,0.69,2.37,1.3,0.65,0.55,0.64,0.64,0.57,0.69,0.68,0.61,0.51,0.55,0.29,0.53,0.51,0.43,0.42,0.51,0.48,0.51,0.55,0.47,0.36,0.86,0.35,0.31,0.4,0.32,0.36,0.35,0.31,0.33,0.94,0.26,0.34,0.34,0.29,0.25,0.27,0.27,0.32,0.35,0.26,0.24,0.31,0.29,0.27,0.24,0.32,0.17,0.28,0.43,0.24,0.24,0.18,0.17,0.18,0.19,0.62,0.2,0.2,0.21,0.17,0.7,0.21,0.18,0.17,0.19,0.16,0.0,0.38,0.16,0.16,0.19,0.17,0.15,0.17,0.16,0.47,0.16,0.18,0.14,0.14,0.15,0.15,0.14,0.15,0.16,0.12,0.16,0.13,0.12,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.1,0.11,0.19,0.12,0.11,0.1,0.08,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.1,0.08,0.08,0.1,0.09,0.09,0.07,0.07,0.07,0.08,0.07,0.06,0.06,0.11,0.06,0.07,0.06,0.09,0.05,0.07,0.05,0.06,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.2,100.03
11/17/2021,5.18,4.73,3.1,3.4,4.95,2.08,2.5,2.34,1.52,1.83,1.64,1.03,1.3,1.43,2.05,1.11,3.79,2.59,0.91,1.67,0.94,0.85,0.94,1.01,0.85,0.92,2.28,2.94,0.78,0.69,2.37,1.3,0.65,0.55,0.64,0.64,0.57,0.69,0.68,0.61,0.51,0.55,0.29,0.53,0.51,0.43,0.42,0.51,0.48,0.51,0.55,0.47,0.36,0.86,0.35,0.31,0.4,0.32,0.36,0.35,0.31,0.33,0.94,0.26,0.34,0.34,0.29,0.25,0.27,0.27,0.32,0.35,0.26,0.24,0.31,0.29,0.27,0.24,0.32,0.17,0.28,0.43,0.24,0.24,0.18,0.17,0.18,0.19,0.62,0.2,0.2,0.21,0.17,0.7,0.21,0.18,0.17,0.19,0.16,0.0,0.38,0.16,0.16,0.19,0.17,0.15,0.17,0.16,0.47,0.16,0.18,0.14,0.14,0.15,0.15,0.14,0.15,0.16,0.12,0.16,0.13,0.12,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.1,0.11,0.19,0.12,0.11,0.1,0.08,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.1,0.08,0.08,0.1,0.09,0.09,0.07,0.07,0.07,0.08,0.07,0.06,0.06,0.11,0.06,0.07,0.06,0.09,0.05,0.07,0.05,0.06,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.2,100.03
11/18/2021,5.18,4.73,3.1,3.4,4.95,2.08,2.5,2.34,1.52,1.83,1.64,1.03,1.3,1.43,2.05,1.11,3.79,2.59,0.91,1.67,0.94,0.85,0.94,1.01,0.85,0.92,2.28,2.94,0.78,0.69,2.37,1.3,0.65,0.55,0.64,0.64,0.57,0.69,0.68,0.61,0.51,0.55,0.29,0.53,0.51,0.43,0.42,0.51,0.48,0.51,0.55,0.47,0.36,0.86,0.35,0.31,0.4,0.32,0.36,0.35,0.31,0.33,0.94,0.26,0.34,0.34,0.29,0.25,0.27,0.27,0.32,0.35,0.26,0.24,0.31,0.29,0.27,0.24,0.32,0.17,0.28,0.43,0.24,0.24,0.18,0.17,0.18,0.19,0.62,0.2,0.2,0.21,0.17,0.7,0.21,0.18,0.17,0.19,0.16,0.0,0.38,0.16,0.16,0.19,0.17,0.15,0.17,0.16,0.47,0.16,0.18,0.14,0.14,0.15,0.15,0.14,0.15,0.16,0.12,0.16,0.13,0.12,0.13,0.13,0.13,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.1,0.11,0.11,0.1,0.11,0.19,0.12,0.11,0.1,0.08,0.08,0.1,0.09,0.1,0.11,0.09,0.09,0.1,0.08,0.08,0.1,0.09,0.09,0.07,0.07,0.07,0.08,0.07,0.06,0.06,0.11,0.06,0.07,0.06,0.09,0.05,0.07,0.05,0.06,0.07,0.05,0.05,0.05,0.05,0.06,0.05,0.05,0.05,0.06,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.2,100.03
