,MSFT,AAPL,FB,TSLA,NVDA,JPM,GOOGL,GOOG,V,UNH,HD,PYPL,MA,BAC,VZ,PFE,CRM,INTC,KO,T,ABT,ABBV,PEP,TMO,MRK,NKE,ENPH,ACN,MCD,MDT,QCOM,SEDG,HON,BMY,UPS,UNP,C,NEE,LOW,MS,BA,AMZN,BDX,TGT,GE,MMM,DE,CVS,AXP,SCHW,AGPXX,SPGI,MDLZ,FSLR,GILD,CI,ADP,CCI,PNC,TJX,DUK,CSX,UBER,FDX,MELI,GM,EQIX,ILMN,ITW,SO,EW,HASI,BSX,D,AY,ETN,MCO,EMR,F,BIIB,AON,TWTR,ECL,FCX,NEM,DD,KMB,MET,CSCO,A,EBAY,EXC,AEP,WDAY,INFO,APTV,PRU,BK,BAX,ALXN,EA,SRE,PPG,CARR,HLT,STZ,SYY,TRV,HPQ,RMD,MAR,XEL,CMI,WELL,YUM,WBA,ADM,IFF,SWK,ROK,AME,LUV,DHI,PEG,AVB,KR,WEC,AWK,LH,ES,DAL,EQR,KHC,SYF,KSU,VFC,ED,DELL,URI,VMC,DLTR,CLX,VTR,TSN,PPL,EIX,MLM,EXPD,DTE,XYL,FE,ETR,NDAQ,GWW,RF,TFX,DGX,PEAK,RCL,CMS,AES,LVS,ALB,K,UAL,EMN,HBAN,SJM,JBHT,LNT,FMC,NVR,HWM,HRL,IRM,BAH,NDSN,CF,BG,MOS,FND,REG,TAP,NRG,NI,CPB,LEA,ALV,OGN,GPS,OGE,PRGO,DTM WI,AGR,Cash,Invesco Shrt-Trm Inv Gov&Agcy Instl,AZN,DTM,n/a,VMW,SUM
07/23/2021,5.41,5.51,4.93,2.43,4.99,2.15,2.6,2.55,1.92,1.83,1.63,1.63,1.51,1.36,1.4,1.08,2.35,2.41,1.03,1.21,0.99,0.96,1.02,0.96,0.93,0.95,1.63,2.11,0.81,0.78,1.7,0.91,0.73,0.7,0.72,0.68,0.66,0.71,0.65,0.64,0.54,0.58,0.34,0.59,0.51,0.55,0.5,0.51,0.5,0.49,0.0,0.46,0.43,0.64,0.41,0.37,0.41,0.41,0.37,0.37,0.38,0.33,0.74,0.34,0.32,0.33,0.34,0.32,0.31,0.31,0.3,0.31,0.28,0.28,0.29,0.28,0.28,0.27,0.25,0.23,0.24,0.31,0.25,0.23,0.23,0.19,0.22,0.2,0.49,0.21,0.21,0.21,0.2,0.46,0.2,0.19,0.18,0.19,0.19,0.19,0.24,0.19,0.19,0.19,0.15,0.18,0.17,0.18,0.36,0.17,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.17,0.15,0.16,0.14,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.12,0.14,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.25,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.07,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.09,0.07,0.06,0.07,0.06,0.08,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.0,0.71,0.0,0.0,0.0,0.0,99.99
07/26/2021,5.37,5.48,4.95,2.41,5.04,2.18,2.6,2.56,1.9,1.81,1.62,1.63,1.53,1.38,1.37,1.07,2.34,2.42,1.02,1.19,0.97,0.95,0.99,0.93,0.9,0.95,1.73,2.09,0.82,0.79,1.7,0.95,0.75,0.7,0.71,0.67,0.67,0.68,0.64,0.67,0.57,0.57,0.33,0.59,0.55,0.54,0.51,0.51,0.51,0.49,0.0,0.46,0.42,0.64,0.4,0.37,0.4,0.39,0.37,0.38,0.36,0.33,0.75,0.34,0.33,0.34,0.33,0.32,0.31,0.3,0.3,0.32,0.29,0.27,0.3,0.29,0.28,0.28,0.26,0.22,0.24,0.32,0.25,0.24,0.22,0.19,0.21,0.21,0.49,0.21,0.21,0.21,0.19,0.47,0.2,0.2,0.19,0.19,0.19,0.19,0.24,0.19,0.17,0.19,0.16,0.18,0.17,0.17,0.36,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.17,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.25,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.1,0.06,0.06,0.06,0.06,0.08,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.0,0.7,0.0,0.0,0.0,0.0,100.04
07/27/2021,5.45,5.53,5.01,2.38,5.07,2.15,2.61,2.56,1.9,1.81,1.62,1.63,1.54,1.36,1.37,1.08,2.39,2.4,1.02,1.19,0.96,0.95,0.99,0.94,0.9,0.96,1.72,2.09,0.82,0.79,1.7,0.95,0.75,0.7,0.71,0.67,0.66,0.68,0.64,0.67,0.56,0.58,0.33,0.59,0.53,0.54,0.51,0.51,0.51,0.48,0.0,0.46,0.41,0.63,0.4,0.37,0.4,0.38,0.36,0.37,0.36,0.34,0.75,0.34,0.34,0.33,0.33,0.33,0.3,0.3,0.31,0.31,0.29,0.27,0.3,0.29,0.28,0.27,0.26,0.23,0.24,0.32,0.25,0.24,0.22,0.18,0.21,0.2,0.49,0.21,0.22,0.21,0.19,0.47,0.2,0.19,0.18,0.19,0.19,0.0,0.24,0.19,0.17,0.19,0.16,0.17,0.17,0.17,0.35,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.17,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.11,0.25,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.06,0.06,0.08,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.03,0.02,0.01,-0.06,0.76,0.13,0.0,0.0,0.0,99.97
07/28/2021,5.45,5.53,5.01,2.38,5.07,2.15,2.61,2.56,1.9,1.81,1.62,1.63,1.54,1.36,1.37,1.08,2.39,2.4,1.02,1.19,0.96,0.95,0.99,0.94,0.9,0.96,1.72,2.09,0.82,0.79,1.7,0.95,0.75,0.7,0.71,0.67,0.66,0.68,0.64,0.67,0.56,0.58,0.33,0.59,0.53,0.54,0.51,0.51,0.51,0.48,0.0,0.46,0.41,0.63,0.4,0.37,0.4,0.38,0.36,0.37,0.36,0.34,0.75,0.34,0.34,0.33,0.33,0.33,0.3,0.3,0.31,0.31,0.29,0.27,0.3,0.29,0.28,0.27,0.26,0.23,0.24,0.32,0.25,0.24,0.22,0.18,0.21,0.2,0.49,0.21,0.22,0.21,0.19,0.47,0.2,0.19,0.18,0.19,0.19,0.0,0.24,0.19,0.17,0.19,0.16,0.17,0.17,0.17,0.35,0.17,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.17,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.11,0.11,0.12,0.11,0.25,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.06,0.06,0.08,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.03,0.02,0.01,-0.06,0.76,0.13,0.0,0.0,0.0,99.97
07/29/2021,5.46,5.54,5.22,2.34,5.01,2.12,2.68,2.62,1.92,1.8,1.64,1.64,1.57,1.34,1.35,1.08,2.37,2.25,1.02,1.18,0.97,0.95,0.99,0.95,0.9,0.97,1.69,2.1,0.83,0.79,1.71,0.9,0.74,0.7,0.7,0.67,0.65,0.68,0.65,0.65,0.56,0.57,0.33,0.59,0.53,0.54,0.51,0.51,0.51,0.48,0.0,0.46,0.42,0.62,0.4,0.37,0.4,0.37,0.36,0.37,0.36,0.34,0.74,0.33,0.34,0.33,0.33,0.33,0.3,0.31,0.31,0.31,0.29,0.27,0.3,0.29,0.28,0.27,0.25,0.22,0.24,0.33,0.25,0.24,0.22,0.18,0.21,0.2,0.49,0.21,0.22,0.21,0.19,0.47,0.19,0.19,0.18,0.19,0.19,0.0,0.24,0.19,0.18,0.19,0.16,0.17,0.17,0.17,0.36,0.17,0.17,0.16,0.16,0.16,0.17,0.15,0.15,0.17,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.25,0.11,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.06,0.06,0.08,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.0,0.76,0.12,0.0,0.0,0.0,100.0
07/30/2021,5.44,5.55,5.25,2.38,4.94,2.14,2.7,2.66,1.93,1.78,1.63,1.63,1.57,1.35,1.35,1.08,2.36,2.3,1.02,1.18,0.96,0.95,0.99,0.94,0.9,0.96,1.68,2.1,0.83,0.79,1.7,0.89,0.74,0.69,0.69,0.67,0.66,0.68,0.64,0.67,0.57,0.58,0.33,0.59,0.53,0.54,0.51,0.5,0.51,0.48,0.0,0.45,0.42,0.6,0.4,0.36,0.4,0.37,0.37,0.38,0.36,0.34,0.73,0.33,0.33,0.33,0.33,0.33,0.3,0.31,0.31,0.31,0.28,0.27,0.3,0.28,0.28,0.27,0.26,0.23,0.26,0.31,0.25,0.25,0.22,0.18,0.21,0.2,0.49,0.21,0.22,0.21,0.2,0.46,0.19,0.2,0.18,0.19,0.18,0.0,0.24,0.19,0.18,0.19,0.16,0.17,0.17,0.17,0.36,0.17,0.17,0.16,0.16,0.16,0.17,0.15,0.15,0.17,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.25,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.06,0.06,0.08,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.0,0.76,0.12,0.0,0.0,0.0,100.02
08/02/2021,5.41,5.42,5.28,2.35,5.01,2.14,2.75,2.6,1.91,1.77,1.6,1.61,1.53,1.35,1.35,1.13,2.33,2.26,1.01,1.18,0.97,0.95,0.99,0.94,0.91,0.96,1.73,2.09,0.83,0.8,1.69,0.93,0.74,0.71,0.64,0.66,0.66,0.69,0.62,0.67,0.58,0.57,0.33,0.58,0.54,0.53,0.51,0.51,0.5,0.48,0.0,0.45,0.41,0.62,0.41,0.36,0.4,0.37,0.36,0.37,0.37,0.33,0.72,0.32,0.34,0.33,0.33,0.33,0.3,0.31,0.31,0.31,0.3,0.27,0.31,0.28,0.28,0.27,0.25,0.23,0.27,0.32,0.25,0.25,0.22,0.18,0.21,0.2,0.49,0.21,0.22,0.21,0.2,0.46,0.19,0.2,0.18,0.19,0.19,0.0,0.24,0.19,0.18,0.19,0.16,0.17,0.17,0.17,0.36,0.18,0.18,0.17,0.16,0.16,0.17,0.15,0.15,0.17,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.25,0.11,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.07,0.06,0.08,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.0,0.76,0.12,0.0,0.0,0.0,99.9
08/03/2021,5.41,5.42,5.28,2.35,5.01,2.14,2.75,2.6,1.91,1.77,1.6,1.61,1.53,1.35,1.35,1.13,2.33,2.26,1.01,1.18,0.97,0.95,0.99,0.94,0.91,0.96,1.73,2.09,0.83,0.8,1.69,0.93,0.74,0.71,0.64,0.66,0.66,0.69,0.62,0.67,0.58,0.57,0.33,0.58,0.54,0.53,0.51,0.51,0.5,0.48,0.0,0.45,0.41,0.62,0.41,0.36,0.4,0.37,0.36,0.37,0.37,0.33,0.72,0.32,0.34,0.33,0.33,0.33,0.3,0.31,0.31,0.31,0.3,0.27,0.31,0.28,0.28,0.27,0.25,0.23,0.27,0.32,0.25,0.25,0.22,0.18,0.21,0.2,0.49,0.21,0.22,0.21,0.2,0.46,0.19,0.2,0.18,0.19,0.19,0.0,0.24,0.19,0.18,0.19,0.16,0.17,0.17,0.17,0.36,0.18,0.18,0.17,0.16,0.16,0.17,0.15,0.15,0.17,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.25,0.11,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.07,0.06,0.08,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.0,0.76,0.12,0.0,0.0,0.0,99.9
08/04/2021,5.41,5.42,5.28,2.35,5.01,2.14,2.75,2.6,1.91,1.77,1.6,1.61,1.53,1.35,1.35,1.13,2.33,2.26,1.01,1.18,0.97,0.95,0.99,0.94,0.91,0.96,1.73,2.09,0.83,0.8,1.69,0.93,0.74,0.71,0.64,0.66,0.66,0.69,0.62,0.67,0.58,0.57,0.33,0.58,0.54,0.53,0.51,0.51,0.5,0.48,0.0,0.45,0.41,0.62,0.41,0.36,0.4,0.37,0.36,0.37,0.37,0.33,0.72,0.32,0.34,0.33,0.33,0.33,0.3,0.31,0.31,0.31,0.3,0.27,0.31,0.28,0.28,0.27,0.25,0.23,0.27,0.32,0.25,0.25,0.22,0.18,0.21,0.2,0.49,0.21,0.22,0.21,0.2,0.46,0.19,0.2,0.18,0.19,0.19,0.0,0.24,0.19,0.18,0.19,0.16,0.17,0.17,0.17,0.36,0.18,0.18,0.17,0.16,0.16,0.17,0.15,0.15,0.17,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.25,0.11,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.07,0.06,0.08,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.0,0.76,0.12,0.0,0.0,0.0,99.9
08/05/2021,5.41,5.42,5.28,2.35,5.01,2.14,2.75,2.6,1.91,1.77,1.6,1.61,1.53,1.35,1.35,1.13,2.33,2.26,1.01,1.18,0.97,0.95,0.99,0.94,0.91,0.96,1.73,2.09,0.83,0.8,1.69,0.93,0.74,0.71,0.64,0.66,0.66,0.69,0.62,0.67,0.58,0.57,0.33,0.58,0.54,0.53,0.51,0.51,0.5,0.48,0.0,0.45,0.41,0.62,0.41,0.36,0.4,0.37,0.36,0.37,0.37,0.33,0.72,0.32,0.34,0.33,0.33,0.33,0.3,0.31,0.31,0.31,0.3,0.27,0.31,0.28,0.28,0.27,0.25,0.23,0.27,0.32,0.25,0.25,0.22,0.18,0.21,0.2,0.49,0.21,0.22,0.21,0.2,0.46,0.19,0.2,0.18,0.19,0.19,0.0,0.24,0.19,0.18,0.19,0.16,0.17,0.17,0.17,0.36,0.18,0.18,0.17,0.16,0.16,0.17,0.15,0.15,0.17,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.11,0.25,0.11,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.09,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.07,0.09,0.06,0.06,0.07,0.06,0.08,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.0,0.76,0.12,0.0,0.0,0.0,99.9
08/06/2021,5.39,5.45,4.99,2.59,5.08,2.14,2.73,2.6,1.86,1.8,1.62,1.45,1.5,1.35,1.36,1.14,2.31,2.29,1.02,1.19,0.98,0.93,0.99,0.95,0.89,0.98,1.75,2.09,0.82,0.81,1.77,0.94,0.75,0.7,0.64,0.66,0.66,0.7,0.62,0.67,0.57,0.52,0.34,0.59,0.52,0.53,0.51,0.5,0.5,0.48,0.0,0.48,0.41,0.66,0.4,0.36,0.41,0.38,0.36,0.37,0.37,0.33,0.68,0.31,0.33,0.34,0.33,0.33,0.3,0.31,0.32,0.31,0.3,0.27,0.31,0.29,0.28,0.28,0.26,0.23,0.27,0.32,0.25,0.25,0.22,0.18,0.21,0.2,0.5,0.21,0.2,0.21,0.2,0.46,0.2,0.21,0.18,0.19,0.18,0.0,0.24,0.19,0.18,0.2,0.16,0.17,0.17,0.17,0.37,0.18,0.18,0.17,0.15,0.16,0.18,0.15,0.15,0.17,0.14,0.16,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.11,0.12,0.11,0.12,0.11,0.25,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.08,0.08,0.08,0.09,0.08,0.08,0.07,0.06,0.09,0.07,0.07,0.07,0.09,0.06,0.06,0.06,0.06,0.08,0.06,0.06,0.06,0.05,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.0,0.03,0.03,0.03,0.02,0.01,0.0,0.83,0.12,0.0,0.0,0.0,99.98
09/07/2021,5.49,5.54,5.13,2.57,5.56,2.19,2.79,2.66,1.67,1.77,1.56,1.47,1.32,1.41,1.3,1.17,2.44,2.21,0.98,1.13,1.0,0.87,0.96,0.98,0.87,0.92,1.63,2.18,0.79,0.8,1.66,1.03,0.72,0.66,0.63,0.64,0.67,0.74,0.65,0.7,0.54,0.52,0.32,0.54,0.53,0.51,0.53,0.51,0.46,0.5,0.84,0.48,0.38,0.68,0.4,0.33,0.39,0.37,0.37,0.38,0.36,0.33,0.63,0.29,0.39,0.28,0.33,0.3,0.3,0.31,0.33,0.32,0.28,0.27,0.29,0.3,0.27,0.28,0.23,0.22,0.29,0.29,0.25,0.24,0.2,0.18,0.21,0.21,0.51,0.24,0.22,0.22,0.2,0.51,0.2,0.18,0.19,0.2,0.18,0.0,0.23,0.19,0.17,0.21,0.15,0.16,0.18,0.18,0.36,0.19,0.16,0.16,0.15,0.16,0.17,0.16,0.15,0.17,0.14,0.17,0.14,0.13,0.14,0.14,0.14,0.16,0.13,0.14,0.13,0.14,0.12,0.13,0.1,0.12,0.12,0.11,0.11,0.24,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.06,0.1,0.07,0.07,0.07,0.1,0.06,0.07,0.07,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.12,0.02,0.0,0.0,100.0
09/08/2021,5.49,5.54,5.13,2.57,5.56,2.19,2.79,2.66,1.67,1.77,1.56,1.47,1.32,1.41,1.3,1.17,2.44,2.21,0.98,1.13,1.0,0.87,0.96,0.98,0.87,0.92,1.63,2.18,0.79,0.8,1.66,1.03,0.72,0.66,0.63,0.64,0.67,0.74,0.65,0.7,0.54,0.52,0.32,0.54,0.53,0.51,0.53,0.51,0.46,0.5,0.84,0.48,0.38,0.68,0.4,0.33,0.39,0.37,0.37,0.38,0.36,0.33,0.63,0.29,0.39,0.28,0.33,0.3,0.3,0.31,0.33,0.32,0.28,0.27,0.29,0.3,0.27,0.28,0.23,0.22,0.29,0.29,0.25,0.24,0.2,0.18,0.21,0.21,0.51,0.24,0.22,0.22,0.2,0.51,0.2,0.18,0.19,0.2,0.18,0.0,0.23,0.19,0.17,0.21,0.15,0.16,0.18,0.18,0.36,0.19,0.16,0.16,0.15,0.16,0.17,0.16,0.15,0.17,0.14,0.17,0.14,0.13,0.14,0.14,0.14,0.16,0.13,0.14,0.13,0.14,0.12,0.13,0.1,0.12,0.12,0.11,0.11,0.24,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.06,0.1,0.07,0.07,0.07,0.1,0.06,0.07,0.07,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.12,0.02,0.0,0.0,100.0
09/09/2021,5.49,5.54,5.13,2.57,5.56,2.19,2.79,2.66,1.67,1.77,1.56,1.47,1.32,1.41,1.3,1.17,2.44,2.21,0.98,1.13,1.0,0.87,0.96,0.98,0.87,0.92,1.63,2.18,0.79,0.8,1.66,1.03,0.72,0.66,0.63,0.64,0.67,0.74,0.65,0.7,0.54,0.52,0.32,0.54,0.53,0.51,0.53,0.51,0.46,0.5,0.84,0.48,0.38,0.68,0.4,0.33,0.39,0.37,0.37,0.38,0.36,0.33,0.63,0.29,0.39,0.28,0.33,0.3,0.3,0.31,0.33,0.32,0.28,0.27,0.29,0.3,0.27,0.28,0.23,0.22,0.29,0.29,0.25,0.24,0.2,0.18,0.21,0.21,0.51,0.24,0.22,0.22,0.2,0.51,0.2,0.18,0.19,0.2,0.18,0.0,0.23,0.19,0.17,0.21,0.15,0.16,0.18,0.18,0.36,0.19,0.16,0.16,0.15,0.16,0.17,0.16,0.15,0.17,0.14,0.17,0.14,0.13,0.14,0.14,0.14,0.16,0.13,0.14,0.13,0.14,0.12,0.13,0.1,0.12,0.12,0.11,0.11,0.24,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.08,0.09,0.08,0.09,0.08,0.08,0.08,0.07,0.06,0.1,0.07,0.07,0.07,0.1,0.06,0.07,0.07,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.12,0.02,0.0,0.0,100.0
09/10/2021,5.49,5.57,5.14,2.58,5.67,2.18,2.8,2.67,1.68,1.76,1.57,1.49,1.31,1.41,1.3,1.17,2.47,2.2,0.98,1.12,1.01,0.87,0.96,0.98,0.87,0.92,1.6,2.19,0.79,0.8,1.66,1.01,0.71,0.65,0.63,0.63,0.67,0.73,0.65,0.7,0.53,0.52,0.33,0.54,0.52,0.5,0.54,0.52,0.45,0.49,0.85,0.48,0.38,0.68,0.4,0.33,0.39,0.37,0.37,0.38,0.36,0.32,0.61,0.29,0.39,0.28,0.34,0.3,0.29,0.31,0.33,0.32,0.28,0.27,0.28,0.29,0.27,0.28,0.23,0.22,0.29,0.29,0.25,0.24,0.21,0.17,0.21,0.2,0.51,0.24,0.22,0.21,0.2,0.52,0.2,0.18,0.19,0.2,0.18,0.0,0.24,0.19,0.16,0.21,0.15,0.16,0.18,0.17,0.36,0.19,0.16,0.16,0.16,0.16,0.17,0.16,0.15,0.17,0.14,0.16,0.14,0.13,0.14,0.14,0.14,0.16,0.13,0.14,0.13,0.14,0.11,0.13,0.1,0.11,0.11,0.11,0.11,0.24,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.07,0.06,0.1,0.07,0.07,0.07,0.1,0.06,0.06,0.07,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.12,0.02,0.0,0.0,100.0
09/13/2021,5.51,5.63,5.2,2.67,5.58,2.18,2.82,2.69,1.72,1.74,1.59,1.48,1.36,1.41,1.3,1.17,2.44,2.22,0.98,1.13,1.01,0.86,0.96,0.99,0.85,0.91,1.51,2.19,0.8,0.81,1.64,0.97,0.7,0.65,0.63,0.64,0.66,0.75,0.64,0.7,0.52,0.54,0.34,0.54,0.52,0.49,0.52,0.51,0.46,0.49,0.83,0.48,0.38,0.69,0.4,0.33,0.39,0.37,0.37,0.37,0.36,0.32,0.61,0.29,0.39,0.28,0.34,0.3,0.29,0.31,0.34,0.31,0.29,0.27,0.28,0.29,0.27,0.28,0.23,0.22,0.29,0.28,0.25,0.23,0.2,0.17,0.21,0.2,0.51,0.24,0.21,0.22,0.2,0.52,0.2,0.18,0.19,0.19,0.18,0.0,0.23,0.19,0.16,0.2,0.15,0.16,0.17,0.18,0.35,0.19,0.16,0.16,0.15,0.16,0.17,0.16,0.15,0.17,0.13,0.16,0.14,0.13,0.13,0.14,0.14,0.16,0.13,0.15,0.13,0.14,0.11,0.13,0.11,0.11,0.12,0.1,0.11,0.24,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0.1,0.1,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.07,0.06,0.1,0.07,0.06,0.07,0.1,0.06,0.06,0.07,0.05,0.07,0.05,0.05,0.06,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04,0.03,0.0,0.02,0.03,0.02,0.0,0.01,0.0,0.0,0.12,0.02,0.0,0.0,99.99
