,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,HD,MA,PG,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,INTC,CSCO,CRM,PFE,KO,TMO,ABBV,ABT,PEP,T,CVX,WMT,LLY,MRK,NKE,ACN,AVGO,WFC,TXN,DHR,COST,MCD,MDT,QCOM,PM,UPS,HON,BMY,UNP,NEE,ORCL,C,AMGN,LOW,SBUX,RTX,INTU,BLK,IBM,AMT,MS,AMAT,BA,GS,TGT,CAT,AMD,MMM,GE,ISRG,SCHW,AXP,NOW,CVS,SQ,SPGI,DE,CHTR,ANTM,LMT,ZTS,SYK,BKNG,MU,PLD,FIS,LRCX,CCI,ZM,ADP,GILD,MDLZ,MO,TMUS,TJX,UBER,COP,CI,PNC,GM,MRNA,DUK,USB,CME,CB,ILMN,COF,ITW,BDX,ATVI,FDX,TFC,EQIX,EL,CSX,MMC,ICE,FISV,ADSK,SO,SHW,EW,BX,NSC,CL,D,WM,TWLO,ADI,APD,BSX,PGR,HCA,GPN,F,EMR,REGN,HUM,XTSLA,ETN,MCO,FCX,BIIB,ECL,VRTX,DG,AON,DOCU,IDXX,NOC,NXPI,TWTR,IQV,GD,ALGN,KLAC,EOG,JCI,ROP,ROKU,NEM,TT,DXCM,CNC,DLR,MET,MTCH,EXC,CMG,PINS,WDAY,EBAY,SLB,MSCI,ROST,LHX,KMB,A,TROW,DOW,MRVL,PSA,VEEV,ORLY,AIG,APH,PPG,CDNS,BK,PRU,PH,ALL,MPC,PLTR,SPG,BAX,AEP,LULU,SNPS,INFO,EA,APTV,DD,TRV,MAR,CRWD,ALXN,CARR,DFS,SRE,PANW,GIS,RMD,YUM,CTSH,TEAM,GE.,OTIS,FTNT,IFF,MSI,SBAC,USD,MCHP,SNOW,SYY,PXD,NET,XLNX,KKR,DDOG,TTD,n/a,HPQ,SUM
09/17/2021,5.13,4.99,3.31,1.99,1.89,1.8,1.15,1.27,1.17,1.04,0.96,0.83,0.86,0.73,0.79,0.67,0.78,0.73,0.66,0.68,0.56,0.51,0.55,0.5,0.49,0.54,0.52,0.55,0.48,0.49,0.42,0.49,0.47,0.43,0.41,0.46,0.44,0.4,0.43,0.48,0.44,0.42,0.4,0.45,0.45,0.4,0.39,0.35,0.35,0.31,0.34,0.31,0.3,0.37,0.33,0.31,0.27,0.32,0.31,0.28,0.32,0.28,0.27,0.3,0.31,0.28,0.25,0.29,0.27,0.25,0.28,0.23,0.24,0.27,0.24,0.23,0.28,0.24,0.21,0.24,0.22,0.22,0.2,0.19,0.21,0.21,0.21,0.18,0.22,0.17,0.19,0.18,0.13,0.19,0.2,0.19,0.2,0.17,0.18,0.14,0.17,0.15,0.18,0.15,0.32,0.17,0.17,0.15,0.18,0.14,0.15,0.15,0.17,0.13,0.14,0.16,0.16,0.17,0.15,0.18,0.15,0.14,0.14,0.15,0.16,0.16,0.2,0.13,0.14,0.14,0.14,0.12,0.2,0.13,0.14,0.12,0.15,0.1,0.11,0.13,0.14,0.11,0.14,0.14,0.14,0.11,0.1,0.12,0.11,0.11,0.14,0.11,0.12,0.12,0.13,0.1,0.11,0.11,0.12,0.12,0.09,0.12,0.11,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.0,0.11,0.11,0.0,0.11,0.11,0.09,0.12,0.09,0.1,0.1,0.12,0.11,0.1,0.11,0.11,0.09,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.11,0.11,0.1,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.11,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.88
09/20/2021,5.12,5.04,3.32,1.96,1.89,1.79,1.14,1.29,1.17,1.04,0.95,0.83,0.86,0.73,0.79,0.66,0.77,0.73,0.67,0.7,0.57,0.52,0.56,0.49,0.49,0.53,0.53,0.54,0.47,0.48,0.42,0.48,0.47,0.43,0.41,0.45,0.43,0.4,0.43,0.48,0.44,0.42,0.4,0.45,0.45,0.4,0.39,0.34,0.35,0.31,0.33,0.3,0.3,0.36,0.33,0.32,0.27,0.33,0.3,0.28,0.32,0.28,0.27,0.29,0.31,0.29,0.25,0.29,0.27,0.24,0.28,0.23,0.24,0.27,0.24,0.23,0.28,0.25,0.22,0.24,0.22,0.22,0.2,0.18,0.21,0.21,0.21,0.18,0.21,0.17,0.19,0.18,0.13,0.18,0.2,0.18,0.2,0.17,0.19,0.14,0.17,0.15,0.18,0.15,0.33,0.17,0.17,0.15,0.18,0.14,0.16,0.15,0.17,0.13,0.14,0.16,0.17,0.16,0.15,0.18,0.15,0.14,0.14,0.15,0.16,0.16,0.2,0.14,0.14,0.13,0.14,0.12,0.2,0.13,0.14,0.12,0.15,0.1,0.11,0.13,0.14,0.11,0.15,0.14,0.14,0.11,0.1,0.12,0.11,0.12,0.14,0.12,0.12,0.11,0.13,0.11,0.11,0.11,0.12,0.12,0.0,0.12,0.11,0.0,0.1,0.1,0.12,0.0,0.1,0.1,0.0,0.11,0.12,0.0,0.11,0.11,0.09,0.11,0.09,0.1,0.1,0.12,0.11,0.1,0.11,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.09,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.11,0.11,0.1,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.12,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.88000000000001
09/21/2021,5.06,4.98,3.31,1.92,1.87,1.75,1.13,1.33,1.16,1.03,0.96,0.83,0.87,0.72,0.79,0.66,0.78,0.73,0.66,0.69,0.57,0.51,0.56,0.5,0.48,0.53,0.53,0.54,0.47,0.52,0.42,0.49,0.47,0.43,0.41,0.46,0.43,0.4,0.43,0.47,0.44,0.42,0.4,0.45,0.45,0.4,0.38,0.33,0.35,0.3,0.33,0.3,0.29,0.35,0.32,0.31,0.27,0.33,0.29,0.28,0.32,0.28,0.27,0.29,0.31,0.28,0.25,0.28,0.27,0.24,0.28,0.23,0.24,0.27,0.23,0.23,0.28,0.25,0.22,0.24,0.22,0.22,0.2,0.19,0.21,0.21,0.21,0.18,0.21,0.17,0.19,0.18,0.13,0.19,0.2,0.19,0.2,0.17,0.19,0.14,0.17,0.15,0.18,0.16,0.32,0.17,0.17,0.15,0.17,0.14,0.16,0.15,0.16,0.14,0.14,0.16,0.17,0.16,0.15,0.18,0.14,0.14,0.14,0.15,0.16,0.16,0.2,0.13,0.14,0.13,0.14,0.13,0.2,0.13,0.14,0.12,0.14,0.1,0.12,0.13,0.14,0.12,0.17,0.14,0.13,0.11,0.1,0.12,0.11,0.12,0.14,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.1,0.12,0.11,0.0,0.1,0.1,0.12,0.0,0.1,0.1,0.1,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.1,0.12,0.11,0.0,0.11,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.11,0.11,0.1,0.0,0.09,0.0,0.09,0.09,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.12,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.71000000000001
09/22/2021,5.06,4.98,3.31,1.92,1.87,1.75,1.13,1.33,1.16,1.03,0.96,0.83,0.87,0.72,0.79,0.66,0.78,0.73,0.66,0.69,0.57,0.51,0.56,0.5,0.48,0.53,0.53,0.54,0.47,0.52,0.42,0.49,0.47,0.43,0.41,0.46,0.43,0.4,0.43,0.47,0.44,0.42,0.4,0.45,0.45,0.4,0.38,0.33,0.35,0.3,0.33,0.3,0.29,0.35,0.32,0.31,0.27,0.33,0.29,0.28,0.32,0.28,0.27,0.29,0.31,0.28,0.25,0.28,0.27,0.24,0.28,0.23,0.24,0.27,0.23,0.23,0.28,0.25,0.22,0.24,0.22,0.22,0.2,0.19,0.21,0.21,0.21,0.18,0.21,0.17,0.19,0.18,0.13,0.19,0.2,0.19,0.2,0.17,0.19,0.14,0.17,0.15,0.18,0.16,0.32,0.17,0.17,0.15,0.17,0.14,0.16,0.15,0.16,0.14,0.14,0.16,0.17,0.16,0.15,0.18,0.14,0.14,0.14,0.15,0.16,0.16,0.2,0.13,0.14,0.13,0.14,0.13,0.2,0.13,0.14,0.12,0.14,0.1,0.12,0.13,0.14,0.12,0.17,0.14,0.13,0.11,0.1,0.12,0.11,0.12,0.14,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.1,0.12,0.11,0.0,0.1,0.1,0.12,0.0,0.1,0.1,0.1,0.11,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.1,0.12,0.11,0.0,0.11,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.11,0.11,0.1,0.0,0.09,0.0,0.09,0.09,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.12,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.71000000000001
09/23/2021,5.04,4.98,3.27,1.91,1.87,1.75,1.14,1.31,1.13,1.02,0.97,0.84,0.87,0.71,0.79,0.67,0.78,0.73,0.65,0.69,0.58,0.51,0.56,0.5,0.48,0.53,0.54,0.55,0.47,0.52,0.42,0.49,0.48,0.44,0.41,0.46,0.44,0.41,0.43,0.47,0.44,0.43,0.4,0.46,0.45,0.4,0.39,0.34,0.35,0.31,0.34,0.3,0.29,0.36,0.33,0.31,0.27,0.33,0.3,0.28,0.32,0.28,0.27,0.29,0.3,0.28,0.25,0.28,0.27,0.24,0.28,0.23,0.25,0.27,0.23,0.23,0.29,0.25,0.22,0.24,0.22,0.22,0.21,0.19,0.21,0.21,0.22,0.18,0.21,0.17,0.19,0.18,0.13,0.19,0.2,0.19,0.2,0.17,0.19,0.14,0.17,0.15,0.18,0.15,0.32,0.17,0.17,0.15,0.17,0.14,0.16,0.15,0.17,0.13,0.14,0.16,0.17,0.16,0.15,0.18,0.15,0.14,0.14,0.15,0.16,0.16,0.19,0.13,0.14,0.14,0.14,0.13,0.2,0.13,0.14,0.12,0.14,0.11,0.11,0.13,0.14,0.12,0.17,0.14,0.13,0.1,0.1,0.12,0.11,0.12,0.14,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.0,0.12,0.11,0.0,0.1,0.1,0.12,0.0,0.1,0.1,0.0,0.11,0.12,0.0,0.11,0.11,0.09,0.11,0.09,0.1,0.1,0.12,0.1,0.0,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.09,0.09,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.11,0.11,0.1,0.0,0.09,0.0,0.09,0.09,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.75
09/24/2021,5.05,4.99,3.26,1.92,1.88,1.76,1.14,1.32,1.14,1.02,0.97,0.84,0.87,0.71,0.8,0.66,0.78,0.7,0.65,0.69,0.57,0.51,0.56,0.5,0.48,0.52,0.54,0.55,0.47,0.53,0.42,0.49,0.48,0.43,0.41,0.46,0.44,0.41,0.43,0.47,0.44,0.43,0.4,0.46,0.45,0.4,0.39,0.33,0.35,0.31,0.34,0.3,0.29,0.36,0.33,0.3,0.27,0.33,0.3,0.28,0.32,0.27,0.27,0.3,0.3,0.28,0.25,0.28,0.27,0.23,0.28,0.23,0.24,0.27,0.23,0.24,0.29,0.25,0.22,0.24,0.21,0.21,0.21,0.19,0.21,0.21,0.21,0.18,0.21,0.17,0.19,0.18,0.13,0.19,0.2,0.19,0.2,0.16,0.19,0.16,0.18,0.15,0.17,0.15,0.33,0.17,0.17,0.15,0.17,0.14,0.16,0.15,0.17,0.13,0.14,0.16,0.17,0.16,0.15,0.18,0.15,0.14,0.14,0.15,0.16,0.16,0.19,0.13,0.14,0.14,0.14,0.13,0.21,0.13,0.14,0.12,0.14,0.1,0.11,0.13,0.15,0.12,0.18,0.14,0.13,0.1,0.1,0.12,0.11,0.12,0.15,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.0,0.12,0.11,0.0,0.1,0.1,0.12,0.0,0.1,0.1,0.0,0.11,0.12,0.0,0.11,0.11,0.0,0.12,0.09,0.1,0.1,0.12,0.1,0.0,0.11,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.09,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.11,0.11,0.1,0.0,0.09,0.0,0.09,0.09,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.12,0.0,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.77000000000001
09/27/2021,5.06,4.96,3.25,1.82,1.86,1.75,1.13,1.32,1.18,1.05,0.95,0.85,0.84,0.72,0.78,0.68,0.77,0.7,0.68,0.66,0.56,0.53,0.56,0.5,0.48,0.53,0.56,0.54,0.46,0.52,0.42,0.48,0.47,0.43,0.42,0.45,0.43,0.41,0.43,0.48,0.44,0.43,0.4,0.45,0.44,0.4,0.39,0.33,0.35,0.3,0.34,0.3,0.29,0.35,0.33,0.32,0.27,0.32,0.3,0.29,0.32,0.27,0.27,0.29,0.31,0.28,0.26,0.28,0.26,0.24,0.28,0.23,0.25,0.27,0.25,0.25,0.29,0.25,0.23,0.24,0.22,0.21,0.2,0.19,0.21,0.21,0.22,0.18,0.21,0.17,0.19,0.17,0.13,0.19,0.2,0.19,0.2,0.17,0.19,0.16,0.19,0.15,0.18,0.16,0.34,0.17,0.17,0.15,0.17,0.14,0.16,0.15,0.16,0.13,0.12,0.17,0.17,0.16,0.15,0.18,0.15,0.14,0.14,0.15,0.16,0.16,0.19,0.13,0.14,0.13,0.14,0.13,0.21,0.13,0.14,0.12,0.14,0.11,0.12,0.13,0.14,0.11,0.0,0.14,0.13,0.1,0.1,0.12,0.11,0.11,0.15,0.11,0.13,0.12,0.13,0.11,0.11,0.11,0.13,0.12,0.1,0.12,0.11,0.09,0.0,0.1,0.12,0.0,0.0,0.1,0.0,0.11,0.12,0.0,0.11,0.1,0.0,0.11,0.09,0.1,0.1,0.12,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.09,0.09,0.0,0.09,0.09,0.1,0.1,0.09,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.09,0.0,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.09,0.12,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.57000000000001
09/28/2021,5.06,4.95,3.26,1.85,1.88,1.76,1.13,1.35,1.16,1.06,0.95,0.86,0.84,0.72,0.79,0.69,0.77,0.7,0.68,0.65,0.56,0.54,0.56,0.49,0.48,0.53,0.58,0.54,0.46,0.53,0.42,0.47,0.47,0.43,0.43,0.45,0.43,0.41,0.41,0.47,0.44,0.43,0.41,0.45,0.45,0.4,0.38,0.33,0.35,0.3,0.33,0.3,0.29,0.35,0.33,0.32,0.27,0.32,0.29,0.29,0.32,0.27,0.27,0.28,0.31,0.29,0.26,0.28,0.26,0.24,0.28,0.23,0.25,0.27,0.25,0.25,0.29,0.25,0.23,0.24,0.22,0.21,0.2,0.19,0.21,0.21,0.22,0.18,0.21,0.17,0.19,0.17,0.13,0.19,0.2,0.18,0.2,0.17,0.19,0.17,0.19,0.15,0.18,0.16,0.32,0.17,0.18,0.16,0.17,0.14,0.16,0.15,0.16,0.13,0.12,0.17,0.16,0.16,0.15,0.18,0.15,0.14,0.14,0.15,0.16,0.16,0.19,0.13,0.14,0.13,0.14,0.13,0.21,0.13,0.14,0.12,0.14,0.1,0.12,0.13,0.14,0.11,0.12,0.14,0.13,0.1,0.0,0.12,0.1,0.11,0.15,0.11,0.13,0.12,0.13,0.12,0.11,0.11,0.13,0.12,0.1,0.12,0.11,0.0,0.0,0.1,0.12,0.0,0.0,0.1,0.1,0.11,0.12,0.0,0.11,0.1,0.09,0.12,0.09,0.1,0.1,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.09,0.0,0.0,0.09,0.1,0.1,0.09,0.0,0.11,0.11,0.1,0.0,0.0,0.0,0.09,0.0,0.11,0.0,0.1,0.09,0.0,0.1,0.0,0.09,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.67
09/29/2021,5.06,4.96,3.25,1.82,1.86,1.75,1.13,1.32,1.18,1.05,0.95,0.85,0.84,0.72,0.78,0.68,0.77,0.7,0.68,0.66,0.56,0.53,0.56,0.5,0.48,0.53,0.56,0.54,0.46,0.52,0.42,0.48,0.47,0.43,0.42,0.45,0.43,0.41,0.43,0.48,0.44,0.43,0.4,0.45,0.44,0.4,0.39,0.33,0.35,0.3,0.34,0.3,0.29,0.35,0.33,0.32,0.27,0.32,0.3,0.29,0.32,0.27,0.27,0.29,0.31,0.28,0.26,0.28,0.26,0.24,0.28,0.23,0.25,0.27,0.25,0.25,0.29,0.25,0.23,0.24,0.22,0.21,0.2,0.19,0.21,0.21,0.22,0.18,0.21,0.17,0.19,0.17,0.13,0.19,0.2,0.19,0.2,0.17,0.19,0.16,0.19,0.15,0.18,0.16,0.34,0.17,0.17,0.15,0.17,0.14,0.16,0.15,0.16,0.13,0.12,0.17,0.17,0.16,0.15,0.18,0.15,0.14,0.14,0.15,0.16,0.16,0.19,0.13,0.14,0.13,0.14,0.13,0.21,0.13,0.14,0.12,0.14,0.11,0.12,0.13,0.14,0.11,0.09,0.14,0.13,0.1,0.1,0.12,0.11,0.11,0.15,0.11,0.13,0.12,0.13,0.11,0.11,0.11,0.13,0.12,0.1,0.12,0.11,0.0,0.09,0.1,0.12,0.0,0.09,0.1,0.09,0.11,0.12,0.0,0.11,0.1,0.0,0.11,0.0,0.1,0.1,0.12,0.1,0.09,0.11,0.1,0.0,0.09,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.09,0.11,0.11,0.1,0.0,0.09,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.57000000000001
09/30/2021,5.02,4.87,3.25,1.86,1.87,1.75,1.14,1.39,1.14,1.09,0.94,0.85,0.84,0.71,0.8,0.69,0.76,0.71,0.7,0.63,0.56,0.55,0.56,0.5,0.49,0.52,0.57,0.53,0.46,0.51,0.42,0.46,0.46,0.43,0.44,0.45,0.42,0.41,0.4,0.47,0.44,0.43,0.41,0.44,0.45,0.41,0.38,0.33,0.35,0.3,0.33,0.29,0.29,0.34,0.34,0.32,0.27,0.33,0.29,0.29,0.32,0.27,0.27,0.27,0.31,0.29,0.26,0.29,0.26,0.24,0.29,0.23,0.25,0.26,0.26,0.25,0.28,0.25,0.22,0.24,0.22,0.21,0.21,0.19,0.21,0.21,0.22,0.19,0.2,0.17,0.19,0.17,0.13,0.19,0.19,0.18,0.2,0.17,0.19,0.17,0.2,0.15,0.19,0.16,0.3,0.17,0.18,0.16,0.17,0.14,0.16,0.15,0.16,0.13,0.12,0.18,0.16,0.16,0.15,0.17,0.14,0.14,0.14,0.15,0.15,0.16,0.18,0.13,0.14,0.13,0.14,0.13,0.21,0.13,0.14,0.12,0.14,0.11,0.12,0.13,0.14,0.11,0.12,0.14,0.13,0.11,0.0,0.12,0.1,0.11,0.14,0.11,0.12,0.12,0.13,0.11,0.1,0.11,0.12,0.12,0.1,0.11,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.1,0.1,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.0,0.0,0.11,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.1,0.1,0.09,0.09,0.11,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.11,0.0,0.1,0.09,0.0,0.1,0.0,0.09,0.0,0.0,0.12,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.1,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.42
10/01/2021,5.0,4.8,3.23,1.83,1.83,1.72,1.15,1.39,1.11,1.11,0.96,0.86,0.84,0.69,0.8,0.69,0.77,0.71,0.72,0.62,0.56,0.57,0.57,0.5,0.49,0.53,0.56,0.54,0.46,0.51,0.43,0.46,0.47,0.44,0.45,0.45,0.42,0.42,0.4,0.46,0.44,0.43,0.4,0.43,0.44,0.41,0.38,0.33,0.34,0.3,0.34,0.3,0.29,0.34,0.34,0.32,0.27,0.33,0.3,0.3,0.31,0.28,0.28,0.27,0.31,0.27,0.26,0.29,0.26,0.25,0.28,0.23,0.26,0.26,0.26,0.25,0.27,0.25,0.22,0.23,0.22,0.21,0.21,0.2,0.21,0.21,0.22,0.18,0.21,0.17,0.19,0.17,0.13,0.19,0.2,0.18,0.2,0.17,0.19,0.17,0.21,0.15,0.19,0.16,0.29,0.17,0.18,0.16,0.17,0.13,0.17,0.15,0.16,0.13,0.12,0.18,0.16,0.16,0.15,0.17,0.15,0.15,0.14,0.15,0.15,0.16,0.18,0.14,0.14,0.13,0.14,0.12,0.21,0.13,0.14,0.12,0.14,0.11,0.13,0.13,0.14,0.11,0.12,0.14,0.13,0.11,0.0,0.12,0.11,0.11,0.14,0.11,0.12,0.12,0.12,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.11,0.0,0.1,0.0,0.12,0.0,0.0,0.1,0.1,0.11,0.12,0.0,0.11,0.1,0.1,0.11,0.09,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.09,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.0,0.0,0.11,0.1,0.1,0.0,0.0,0.0,0.09,0.0,0.11,0.0,0.1,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.1,0.13,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.36000000000001
10/04/2021,5.0,4.8,3.23,1.83,1.83,1.72,1.15,1.39,1.11,1.11,0.96,0.86,0.84,0.69,0.8,0.69,0.77,0.71,0.72,0.62,0.56,0.57,0.57,0.5,0.49,0.53,0.56,0.54,0.46,0.51,0.43,0.46,0.47,0.44,0.45,0.45,0.42,0.42,0.4,0.46,0.44,0.43,0.4,0.43,0.44,0.41,0.38,0.33,0.34,0.3,0.34,0.3,0.29,0.34,0.34,0.32,0.27,0.33,0.3,0.3,0.31,0.28,0.28,0.27,0.31,0.27,0.26,0.29,0.26,0.25,0.28,0.23,0.26,0.26,0.26,0.25,0.27,0.25,0.22,0.23,0.22,0.21,0.21,0.2,0.21,0.21,0.22,0.18,0.21,0.17,0.19,0.17,0.13,0.19,0.2,0.18,0.2,0.17,0.19,0.17,0.21,0.15,0.19,0.16,0.29,0.17,0.18,0.16,0.17,0.13,0.17,0.15,0.16,0.13,0.12,0.18,0.16,0.16,0.15,0.17,0.15,0.15,0.14,0.15,0.15,0.16,0.18,0.14,0.14,0.13,0.14,0.12,0.21,0.13,0.14,0.12,0.14,0.11,0.13,0.13,0.14,0.11,0.12,0.14,0.13,0.11,0.09,0.12,0.11,0.11,0.14,0.11,0.12,0.12,0.12,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.11,0.0,0.1,0.09,0.12,0.0,0.0,0.1,0.1,0.11,0.12,0.0,0.11,0.1,0.1,0.11,0.0,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.0,0.09,0.11,0.1,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.09,0.1,0.0,0.0,0.11,0.1,0.1,0.0,0.09,0.0,0.0,0.09,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.36000000000001
10/05/2021,5.04,4.82,3.23,1.84,1.82,1.7,1.15,1.4,1.12,1.1,0.96,0.85,0.83,0.69,0.79,0.69,0.77,0.7,0.71,0.62,0.58,0.56,0.6,0.51,0.49,0.52,0.57,0.54,0.46,0.51,0.43,0.47,0.47,0.44,0.45,0.45,0.44,0.43,0.41,0.46,0.44,0.44,0.4,0.44,0.45,0.41,0.38,0.33,0.33,0.3,0.33,0.3,0.29,0.35,0.33,0.32,0.27,0.33,0.29,0.3,0.31,0.27,0.28,0.27,0.3,0.27,0.27,0.28,0.26,0.24,0.28,0.23,0.26,0.27,0.25,0.24,0.28,0.25,0.22,0.23,0.21,0.21,0.21,0.19,0.21,0.21,0.22,0.18,0.21,0.17,0.18,0.17,0.13,0.19,0.2,0.18,0.19,0.17,0.18,0.16,0.21,0.15,0.19,0.16,0.3,0.17,0.18,0.16,0.17,0.13,0.16,0.15,0.16,0.14,0.12,0.18,0.16,0.16,0.15,0.17,0.14,0.15,0.14,0.15,0.15,0.16,0.18,0.13,0.14,0.13,0.14,0.12,0.2,0.13,0.14,0.12,0.14,0.1,0.13,0.13,0.14,0.11,0.15,0.14,0.13,0.11,0.1,0.12,0.11,0.11,0.14,0.11,0.12,0.12,0.12,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.11,0.0,0.1,0.09,0.12,0.0,0.09,0.1,0.1,0.11,0.12,0.0,0.11,0.1,0.09,0.11,0.0,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.0,0.09,0.11,0.1,0.0,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.1,0.0,0.09,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.35000000000001
