,IYR,IWS,VOE,XLI,XLK,QQQ,Vanguard Growth ETF,XLY,LQD,TLT,Invesco Govt Agency Instl 1901,GTES,Cash,BLV,VGT,VOO,VHT,VFH,VOX,VO,VCR,Vanguard Extended Market ETF,VXF,Vanguard Financials ETF,688098.SS,n/a,688065.SS,QQQM,VUG,VOT,VDE,MGK,VBK,SUM
07/27/2021,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,10.11,9.99,10.08,0.0,10.06,9.92,9.88,0.0,9.85,9.7,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/28/2021,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,10.11,9.99,10.08,0.0,10.06,9.92,9.88,0.0,9.85,9.7,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/29/2021,0.0,0.0,0.0,0.0,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.1,10.0,9.99,0.0,10.12,9.91,9.94,0.0,9.84,9.74,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
07/30/2021,0.0,0.0,0.0,0.0,0.0,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.14,10.05,10.01,10.07,9.8,10.05,9.93,9.89,9.79,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/02/2021,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,10.04,9.98,10.09,0.0,9.96,9.98,9.9,0.0,9.89,9.84,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/03/2021,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,10.04,9.98,10.09,0.0,9.96,9.98,9.9,0.0,9.89,9.84,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/04/2021,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,10.04,9.98,10.09,0.0,9.96,9.98,9.9,0.0,9.89,9.84,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/05/2021,0.0,0.0,0.0,0.0,0.0,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,10.04,9.98,10.09,0.0,9.96,9.98,9.9,0.0,9.89,9.84,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/06/2021,0.0,0.0,0.0,0.0,0.0,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.11,10.06,10.0,10.23,9.86,9.82,10.0,9.78,9.84,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/23/2021,0.0,0.0,0.0,0.0,0.0,10.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.15,10.1,10.07,10.32,10.08,9.83,9.99,9.55,0.0,0.0,0.0,0.26,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/24/2021,0.0,0.0,0.0,0.0,0.0,10.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08,10.14,10.06,10.3,10.08,9.85,9.98,9.56,0.0,0.0,0.0,0.25,9.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/25/2021,0.0,0.0,0.0,0.0,0.0,10.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08,10.14,10.06,10.3,10.08,9.85,9.98,9.56,0.0,0.0,0.0,0.25,9.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/26/2021,0.0,0.0,0.0,0.0,0.0,10.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.98,10.18,10.05,10.24,10.05,9.89,9.97,9.58,0.0,0.0,0.0,0.25,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/27/2021,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88,10.15,10.02,10.19,10.08,9.91,0.0,9.65,0.0,9.77,0.0,0.25,10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/30/2021,0.0,0.0,0.0,0.0,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87,10.13,10.02,10.16,10.17,9.88,0.0,9.63,0.0,9.77,0.0,0.25,10.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/31/2021,0.0,0.0,0.0,0.0,0.0,10.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,10.13,9.99,10.07,10.21,9.93,0.0,9.61,0.0,9.85,0.0,0.25,10.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/01/2021,0.0,0.0,0.0,0.0,0.0,10.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,10.13,9.99,10.07,10.21,9.93,0.0,9.61,0.0,9.85,0.0,0.25,10.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/02/2021,0.0,0.0,0.0,0.0,0.0,10.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,10.2,10.01,10.1,10.03,9.98,0.0,9.63,0.0,9.81,0.0,0.0,10.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/03/2021,0.0,0.0,0.0,0.0,0.0,10.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,10.2,10.01,10.1,10.03,9.98,0.0,9.63,0.0,9.81,0.0,0.25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/06/2021,0.0,0.0,0.0,0.0,0.0,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.77,10.13,10.0,10.2,9.99,10.0,0.0,9.61,0.0,9.86,0.0,0.25,10.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/07/2021,0.0,0.0,0.0,0.0,0.0,10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,10.18,10.01,10.2,9.95,10.0,10.06,9.61,0.0,9.86,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/08/2021,0.0,0.0,0.0,0.0,0.0,10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,10.18,10.01,10.2,9.95,10.0,10.06,9.61,0.0,9.86,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/09/2021,0.0,0.0,0.0,0.0,0.0,10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,10.18,10.01,10.2,9.95,10.0,10.06,9.61,0.0,9.86,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/10/2021,0.0,0.0,0.0,0.0,0.0,10.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67,10.21,10.01,10.18,9.92,10.07,10.0,9.64,0.0,9.81,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/13/2021,0.0,0.0,0.0,0.0,0.0,10.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88,10.16,10.0,10.11,9.96,10.02,10.01,9.68,0.0,9.77,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/14/2021,0.0,0.0,0.0,0.0,0.0,10.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,10.14,9.99,10.1,9.95,10.03,10.02,9.69,0.0,9.76,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/15/2021,0.0,0.0,0.0,0.0,0.0,10.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,10.14,9.99,10.1,9.95,10.03,10.02,9.69,0.0,9.76,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/16/2021,0.0,0.0,0.0,0.0,0.0,10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92,10.12,10.0,10.0,10.04,10.04,10.01,9.7,0.0,9.76,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/17/2021,0.0,0.0,0.0,0.0,0.0,10.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,10.16,10.0,10.04,9.95,9.98,10.0,9.7,0.0,9.7,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/20/2021,0.0,0.0,0.0,0.0,0.0,10.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95,10.17,10.01,10.04,9.98,9.97,10.01,9.71,0.0,9.73,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/21/2021,0.0,0.0,0.0,0.0,0.0,10.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95,10.11,9.95,10.11,9.99,9.95,10.0,9.78,0.0,9.79,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/22/2021,0.0,0.0,0.0,0.0,0.0,10.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95,10.11,9.95,10.11,9.99,9.95,10.0,9.78,0.0,9.79,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/23/2021,0.0,0.0,0.0,0.0,0.0,10.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.95,10.11,9.95,10.11,9.99,9.95,10.0,9.78,0.0,9.79,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/24/2021,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19,10.09,9.94,10.17,9.89,9.88,9.99,9.73,0.0,9.79,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/27/2021,0.0,0.0,0.0,0.0,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89,10.17,9.97,10.08,10.09,9.81,10.04,9.78,0.0,9.85,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/28/2021,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,10.17,9.98,10.03,10.15,9.88,10.02,9.8,0.0,9.81,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/29/2021,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,10.17,9.98,10.03,10.15,9.88,10.02,9.8,0.0,9.81,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/30/2021,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,10.17,9.98,10.03,10.15,9.88,10.02,9.8,0.0,9.81,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/01/2021,0.0,0.0,0.0,0.0,0.0,9.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88,10.0,10.0,9.95,10.38,9.83,10.03,9.88,0.0,9.84,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/04/2021,0.0,0.0,0.0,0.0,0.0,9.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88,10.0,10.0,9.95,10.38,9.83,10.03,9.88,0.0,9.84,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/07/2021,0.0,0.0,0.0,0.0,0.0,9.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.07,9.92,9.99,9.88,10.45,9.86,10.07,9.8,0.0,9.84,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/08/2021,0.0,0.0,0.0,0.0,0.0,9.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.07,9.92,9.99,9.88,10.45,9.86,10.07,9.8,0.0,9.84,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/11/2021,0.0,0.0,0.0,0.0,0.0,9.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,10.04,10.02,9.83,10.5,9.9,10.1,9.8,0.0,9.88,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/12/2021,0.0,0.0,0.0,0.0,0.0,9.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,10.04,10.05,9.82,10.61,9.87,10.1,9.78,0.0,9.84,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/13/2021,0.0,0.0,0.0,0.0,0.0,9.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,10.04,10.05,9.82,10.61,9.87,10.1,9.78,0.0,9.84,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/14/2021,0.0,0.0,0.0,0.0,0.0,9.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.77,10.05,10.04,9.82,10.57,9.8,10.12,9.8,0.0,9.85,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/15/2021,0.0,0.0,0.0,0.0,0.0,9.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88,10.02,10.01,9.78,10.55,9.72,10.15,9.85,0.0,9.91,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/18/2021,0.0,0.0,0.0,0.0,0.0,9.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.93,10.05,9.99,9.73,10.45,9.73,10.17,9.85,0.0,9.96,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/19/2021,0.0,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.74,10.14,10.04,9.72,10.54,9.67,10.16,9.89,0.0,9.91,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/20/2021,0.0,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.74,10.14,10.04,9.72,10.54,9.67,10.16,9.89,0.0,9.91,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/21/2021,0.0,0.0,0.0,0.0,0.0,10.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71,10.19,10.03,9.6,10.5,9.68,10.16,9.97,0.0,9.91,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/22/2021,0.0,0.0,0.0,0.0,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.56,10.23,10.05,9.68,10.54,9.71,10.16,9.89,0.0,9.91,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/25/2021,0.0,0.0,0.0,0.0,0.0,10.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47,10.18,10.06,9.77,10.61,9.71,10.19,9.85,0.0,9.92,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/26/2021,0.0,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53,10.16,10.06,9.83,10.7,9.47,10.23,9.91,0.0,9.91,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/27/2021,0.0,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53,10.16,10.06,9.83,10.7,9.47,10.23,9.91,0.0,9.91,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/28/2021,0.0,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53,10.16,10.06,9.83,10.7,9.47,10.23,9.91,0.0,9.91,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/29/2021,0.0,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53,10.16,10.06,9.83,10.7,9.47,10.23,9.91,0.0,9.91,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/01/2021,0.0,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53,10.16,10.06,9.83,10.7,9.47,10.23,9.91,0.0,9.91,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/02/2021,0.0,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53,10.16,10.06,9.83,10.7,9.47,10.23,9.91,0.0,9.91,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/03/2021,0.0,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53,10.16,10.06,9.83,10.7,9.47,10.23,9.91,0.0,9.91,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/04/2021,0.0,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53,10.16,10.06,9.83,10.7,9.47,10.23,9.91,0.0,9.91,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/05/2021,0.0,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53,10.16,10.06,9.83,10.7,9.47,10.23,9.91,0.0,9.91,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/30/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.01,0.0,0.0,0.0,0.0,5.0,14.91,0.0,4.92,0.0,0.0,0.35,0.0,15.04,14.99,14.87,5.01,5.0,4.91,100.01
12/01/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.01,0.0,0.0,0.0,0.0,5.0,14.91,0.0,4.92,0.0,0.0,0.35,0.0,15.04,14.99,14.87,5.01,5.0,4.91,100.01
12/02/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.12,0.0,0.0,0.0,0.0,4.97,14.84,0.0,4.85,0.0,0.0,0.35,0.0,15.13,15.04,14.86,4.97,5.02,4.86,100.00999999999998
12/06/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,4.97,14.9,0.0,4.82,0.0,0.0,0.35,0.0,15.11,15.02,14.72,5.02,5.02,4.85,99.98
12/07/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,4.97,14.9,0.0,4.82,0.0,0.0,0.35,0.0,15.11,15.02,14.72,5.02,5.02,4.85,99.98
12/08/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,4.97,14.9,0.0,4.82,0.0,0.0,0.35,0.0,15.11,15.02,14.72,5.02,5.02,4.85,99.98
12/09/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,4.97,14.9,0.0,4.82,0.0,0.0,0.35,0.0,15.11,15.02,14.72,5.02,5.02,4.85,99.97999999999999
