,ENPH,RUN,FSLR,TSLA,PLUG,NEP,NPI CN,OLED,BEP-U CN,AYI,CHPT,HASI,ITRI,BLDP.TO,BLX.TO,NOVA,SHLS,ORA,REGI,SPWR,INE CN,CWEN,CVA,ARRY,AMRC,RNW.TO,TPIC,WKHS,BLNK,EVA,XL,RMO,EOSE,XBC CN,WLDN,AMSC,REX,FUV,AMTX,BEEM,SUNW,GPV.V,IEA,AYRO,GRN CN,OESX,Cash Equivalent,NPI.TO,BEP.UN.TO,INE.TO,XBC.TO,GRN.TO,State Street Instl Trs Pls MMkt Premier,Cash,n/a,STEM,GPRE,LEV,ZEV,SUM
08/25/2021,6.23,5.03,6.3,5.74,4.0,5.51,4.88,4.78,5.03,4.85,2.91,4.03,3.16,3.23,2.74,2.43,2.51,2.77,2.01,1.6,1.85,2.32,2.17,2.16,1.66,1.55,1.22,0.89,1.02,1.11,0.61,0.35,0.36,0.3,0.39,0.26,0.39,0.25,0.21,0.19,0.18,0.16,0.23,0.11,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,100.0
08/26/2021,6.28,5.17,6.21,5.79,4.06,5.34,4.81,4.73,5.05,4.78,2.92,3.99,3.14,3.42,2.7,2.51,2.48,2.71,2.07,1.61,1.82,2.25,2.11,2.15,1.68,1.51,1.23,0.89,1.04,1.08,0.63,0.39,0.41,0.32,0.38,0.27,0.38,0.27,0.21,0.19,0.19,0.16,0.22,0.11,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,100.0
08/27/2021,6.25,5.11,6.07,5.76,4.11,5.31,4.82,4.72,5.04,4.79,2.97,3.97,3.21,3.5,2.71,2.49,2.45,2.71,2.09,1.61,1.81,2.25,2.09,2.1,1.69,1.49,1.27,0.94,1.04,1.08,0.67,0.39,0.41,0.3,0.38,0.27,0.38,0.29,0.23,0.2,0.19,0.17,0.23,0.12,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,100.0
08/31/2021,6.28,5.07,6.02,5.75,4.2,5.24,4.77,4.71,5.04,4.82,2.78,3.98,3.38,3.41,2.71,2.57,2.47,2.76,2.12,1.58,1.81,2.28,2.08,2.13,1.69,1.48,1.32,0.92,1.0,1.06,0.68,0.38,0.42,0.31,0.38,0.28,0.4,0.27,0.25,0.2,0.18,0.17,0.24,0.12,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.0
09/01/2021,6.28,5.07,6.02,5.75,4.2,5.24,4.77,4.71,5.04,4.82,2.78,3.98,3.38,3.41,2.71,2.57,2.47,2.76,2.12,1.58,1.81,2.28,2.08,2.13,1.69,1.48,1.32,0.92,1.0,1.06,0.68,0.38,0.42,0.31,0.38,0.28,0.4,0.27,0.25,0.2,0.18,0.17,0.24,0.12,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.0
09/02/2021,6.38,5.1,6.1,5.9,4.12,5.28,4.76,4.69,5.03,4.75,2.73,4.07,3.34,3.43,2.71,2.62,2.48,2.78,2.01,1.57,1.81,2.27,2.07,2.08,1.67,1.47,1.22,0.93,0.99,1.04,0.67,0.39,0.39,0.3,0.38,0.27,0.39,0.28,0.24,0.2,0.18,0.17,0.24,0.12,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,100.0
09/03/2021,6.24,5.06,6.0,5.94,4.12,5.32,4.75,4.69,5.0,4.73,2.77,4.08,3.31,3.5,2.74,2.6,2.53,2.81,1.98,1.57,1.82,2.24,2.08,2.1,1.69,1.46,1.13,0.94,1.03,1.07,0.67,0.38,0.39,0.31,0.38,0.33,0.4,0.29,0.26,0.22,0.18,0.17,0.24,0.12,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,100.0
09/06/2021,6.24,5.32,5.95,5.82,4.22,5.43,4.75,4.61,5.02,4.53,2.96,4.03,3.24,3.45,2.78,2.62,2.57,2.8,1.9,1.6,1.83,2.24,2.05,2.1,1.72,1.47,1.13,0.88,1.04,1.05,0.66,0.38,0.39,0.31,0.39,0.3,0.38,0.28,0.28,0.21,0.17,0.17,0.24,0.12,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,100.0
09/08/2021,6.21,5.18,5.96,5.89,4.15,5.36,4.84,4.68,5.11,4.51,2.87,4.03,3.2,3.4,2.84,2.54,2.58,2.82,1.9,1.59,1.85,2.25,2.07,2.13,1.75,1.49,1.16,0.86,1.04,1.04,0.67,0.39,0.41,0.31,0.39,0.31,0.37,0.28,0.28,0.21,0.17,0.16,0.24,0.12,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,100.0
09/09/2021,6.21,5.18,5.96,5.89,4.15,5.36,4.84,4.68,5.11,4.51,2.87,4.03,3.2,3.4,2.84,2.54,2.58,2.82,1.9,1.59,1.85,2.25,2.07,2.13,1.75,1.49,1.16,0.86,1.04,1.04,0.67,0.39,0.41,0.31,0.39,0.31,0.37,0.28,0.28,0.21,0.17,0.16,0.24,0.12,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,100.0
09/10/2021,6.04,5.18,6.0,6.06,4.23,5.32,4.78,4.6,5.08,4.44,2.95,3.95,3.23,3.52,2.79,2.55,2.51,2.84,1.91,1.6,1.91,2.23,2.07,2.16,1.75,1.5,1.16,0.88,1.04,1.05,0.67,0.4,0.4,0.3,0.39,0.31,0.38,0.28,0.29,0.21,0.17,0.16,0.25,0.12,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,100.0
09/13/2021,5.88,5.18,6.4,6.19,4.06,5.36,4.83,4.6,5.05,4.51,2.91,3.95,3.18,3.33,2.82,2.55,2.41,2.9,1.9,1.61,1.9,2.3,2.11,2.11,1.74,1.51,1.11,0.88,1.03,1.07,0.66,0.38,0.4,0.3,0.39,0.3,0.38,0.28,0.3,0.2,0.17,0.16,0.25,0.11,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,100.0
09/14/2021,5.85,5.27,6.53,6.13,3.94,5.5,4.84,4.64,5.1,4.57,2.8,3.87,3.21,3.29,2.83,2.6,2.37,2.87,1.9,1.6,1.9,2.29,2.14,2.0,1.75,1.53,1.13,0.87,1.0,1.08,0.64,0.37,0.4,0.3,0.4,0.31,0.39,0.28,0.32,0.2,0.16,0.17,0.24,0.12,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.0
09/15/2021,5.85,5.27,6.53,6.13,3.94,5.5,4.84,4.64,5.1,4.57,2.8,3.87,3.21,3.29,2.83,2.6,2.37,2.87,1.9,1.6,1.9,2.29,2.14,2.0,1.75,1.53,1.13,0.87,1.0,1.08,0.64,0.37,0.4,0.3,0.4,0.31,0.39,0.28,0.32,0.2,0.16,0.17,0.24,0.12,0.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,100.0
09/16/2021,5.84,5.34,6.88,6.1,3.9,5.35,4.76,4.58,4.94,4.51,2.83,3.85,3.19,3.29,2.77,2.66,2.53,2.86,2.03,1.65,1.89,2.24,2.12,2.13,1.69,1.5,1.15,0.85,0.96,1.05,0.64,0.36,0.4,0.29,0.39,0.31,0.39,0.28,0.31,0.2,0.17,0.16,0.23,0.11,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,100.0
09/17/2021,5.8,5.2,6.86,6.15,3.99,5.42,4.76,4.53,4.97,4.44,2.84,3.8,3.21,3.31,2.82,2.63,2.62,2.88,2.0,1.62,1.92,2.27,2.13,2.08,1.75,1.5,1.14,0.83,0.98,1.08,0.63,0.37,0.39,0.28,0.37,0.3,0.36,0.27,0.31,0.2,0.16,0.16,0.23,0.11,0.11,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,100.0
09/20/2021,5.79,5.14,6.77,6.29,4.06,5.44,4.88,4.61,4.92,4.55,2.79,3.88,3.15,3.25,2.82,2.57,2.62,2.69,2.04,1.63,1.94,2.31,2.14,2.06,1.65,1.5,1.12,0.82,0.97,1.08,0.63,0.39,0.4,0.27,0.34,0.29,0.36,0.28,0.35,0.21,0.16,0.17,0.23,0.11,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,100.0
09/21/2021,4.71,5.03,5.64,5.28,5.11,5.02,4.97,0.0,4.77,0.0,3.62,4.37,3.53,3.75,3.15,2.86,3.4,3.07,2.36,1.87,2.48,2.57,2.37,2.33,1.96,1.65,1.32,0.94,1.09,0.9,0.74,0.46,0.5,0.0,0.0,0.35,0.0,0.34,0.39,0.24,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,1.79,1.45,0.36,100.51
09/22/2021,4.71,5.03,5.64,5.28,5.11,5.02,4.97,0.0,4.77,0.0,3.62,4.37,3.53,3.75,3.15,2.86,3.4,3.07,2.36,1.87,2.48,2.57,2.37,2.33,1.96,1.65,1.32,0.94,1.09,0.9,0.74,0.46,0.5,0.0,0.0,0.35,0.0,0.34,0.39,0.24,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,1.79,1.45,0.36,100.51
09/23/2021,4.64,4.98,5.39,5.27,5.16,5.11,5.15,0.0,4.86,0.0,3.58,4.37,3.59,3.7,3.24,2.8,3.32,3.1,2.43,1.81,2.53,2.64,2.46,2.32,1.93,1.7,1.3,0.93,1.08,0.93,0.72,0.45,0.49,0.0,0.0,0.35,0.0,0.33,0.37,0.23,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,1.79,1.46,0.35,100.54
09/24/2021,4.63,4.95,5.27,5.25,5.15,5.05,5.08,0.0,4.8,0.0,3.53,4.35,3.55,3.66,3.2,2.76,3.39,3.08,2.45,1.8,2.5,2.59,2.42,2.34,1.88,1.67,1.27,0.92,1.1,0.92,0.71,0.46,0.51,0.0,0.0,0.35,0.0,0.33,0.37,0.24,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,3.26,1.79,1.47,0.34,100.0
09/27/2021,4.68,5.03,5.1,5.27,5.4,4.98,5.05,0.0,4.78,0.0,3.52,4.44,3.59,3.71,3.16,2.77,3.23,3.11,2.42,1.89,2.49,2.62,2.39,2.29,1.87,1.66,1.29,0.84,1.12,0.95,0.73,0.5,0.55,0.0,0.0,0.36,0.0,0.34,0.4,0.25,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32,1.66,1.48,0.35,100.06
09/28/2021,4.63,4.95,5.08,5.52,5.35,5.06,5.07,0.0,4.81,0.0,3.48,4.52,3.63,3.58,3.17,2.74,3.16,3.14,2.38,1.9,2.47,2.65,2.44,2.24,1.89,1.68,1.27,0.85,1.08,0.97,0.72,0.49,0.53,0.0,0.0,0.36,0.0,0.34,0.4,0.24,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,1.66,1.49,0.35,100.05
