,NVAX,DDOG,CHGG,PTC,NUAN,HZNP,MPW,ENPH,NET,CLF,MTN,AVTR,MDB,GNRC,DNLI,NI,UPST,NLSN,CVNA,LB,MPWR,DT,PPD,MRTX,FATE,QDEL,ZEN,VICI,NBIX,EEFT,EQH,APPS,AXON,APO,ESTC,CDAY,IIVI,TRMB,ON,POOL,AVLR,HOG,WTRG,XPO,OSH,CRL,RGEN,TECH,ENTG,POST,RPRX,BSY,AFRM,QTS,VIR,CHDN,CGNX,FICO,AVY,BILL,DNB,SLAB,ALLY,BPMC,RH,SAM,MTB,LITE,RARE,NCR,COLD,FNF,BC,PEGA,UTHR,FSLR,CG,WSC,IBRX,WSM,MAN,NFE,FRPT,FHN,CFX,CCK,FBHS,CHWY,MKSI,LNC,SMG,FOXA,SBNY,AMG,MOS,PCTY,GH,LPX,GME,JAZZ,ELS,RCM,CPT,TREX,ARW,AGCO,FND,GRA,GGG,AZPN,NDSN,CHNG,TTC,SHC,LEA,IVZ,TWST,GWRE,SMAR,VRT,ATUS,BG,SWI,BRKS,PEN,BFAM,LII,WMS,MHK,HALO,ALLE,DAR,RPM,BWA,AMH,TW,PWR,NXST,ACI,FIVE,IPG,ARES,JBL,VER,DECK,REG,YETI,HAIN,PRAH,WLK,NTRA,BRKR,STLD,SYNH,NVST,ATH,PLUG,LW,OLED,BLDR,PNR,ABNB,GLPI,PII,BERY,TPX,AFG,DOX,HWM,AMED,LAD,HBI,JEF,BYND,LPLA,PLAN,SC,HPP,CF,OPEN,AI,OC,NRG,WAL,STOR,LSCC,PFPT,HSIC,TPR,DBX,ST,TMX,CNXC,ERIE,CREE,AIZ,PNW,CLR,UGI,WSO,FGXXX,RGLD,CUBE,FIVN,NCNO,ACM,CIEN,STAG,SCI,MIDD,JNPR,HUBB,OHI,TNDM,ATR,HRC,G,BL,JLL,DXC,AA,LSI,BBWI WI,MAT,n/a,GXO WI,EXP,RHI,GXO,BJ,COMP,KSS,NEP,NYT,CACC,TDC,CONE,CZR,SITE,INSP,KIM,XLRN,SRPT,PPC,ZION,EWBC,AN,COG,PLNT,CTRA,VST,RRX,CSL,REXR,MANH,WOLF,MEDP,O,DVN,AOS,TTEK,SAIA,ITT,PSTG,HTA,CMA,KNX,AZTA,ZNGA,EGP,SUM
08/09/2021,1.37,1.25,0.97,0.84,0.87,0.83,0.76,0.73,0.84,0.74,0.66,0.72,0.65,0.58,0.39,0.58,0.6,0.51,0.6,0.45,0.65,0.55,0.5,0.49,0.5,0.51,0.41,0.44,0.42,0.41,0.45,0.36,0.47,0.41,0.45,0.41,0.37,0.42,0.45,0.4,0.4,0.32,0.42,0.22,0.42,0.42,0.48,0.4,0.38,0.33,0.32,0.36,0.35,0.35,0.3,0.32,0.37,0.32,0.33,0.39,0.29,0.34,0.33,0.33,0.31,0.22,0.29,0.3,0.3,0.26,0.31,0.32,0.31,0.27,0.33,0.3,0.29,0.29,0.22,0.27,0.27,0.22,0.23,0.24,0.28,0.26,0.27,0.3,0.24,0.27,0.22,0.26,0.25,0.28,0.25,0.3,0.24,0.24,0.19,0.21,0.29,0.23,0.28,0.26,0.26,0.25,0.3,0.25,0.25,0.25,0.25,0.22,0.25,0.23,0.23,0.22,0.23,0.25,0.24,0.24,0.2,0.22,0.0,0.22,0.23,0.23,0.22,0.23,0.23,0.2,0.22,0.24,0.22,0.22,0.25,0.23,0.23,0.23,0.26,0.23,0.25,0.26,0.23,0.24,0.25,0.22,0.25,0.22,0.0,0.19,0.23,0.23,0.22,0.21,0.2,0.21,0.0,0.0,0.23,0.23,0.24,0.21,0.22,0.21,0.2,0.21,0.22,0.2,0.19,0.0,0.21,0.21,0.2,0.0,0.2,0.22,0.22,0.19,0.0,0.0,0.0,0.18,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.2,0.18,0.0,0.19,0.0,0.18,0.19,0.0,0.0,0.18,0.0,0.0,0.18,0.19,0.2,0.18,0.0,0.0,0.19,0.21,0.19,0.18,0.18,0.0,0.2,0.0,0.2,0.18,0.0,0.22,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.96
08/10/2021,1.37,1.25,0.97,0.84,0.87,0.83,0.76,0.73,0.84,0.74,0.66,0.72,0.65,0.58,0.39,0.58,0.6,0.51,0.6,0.45,0.65,0.55,0.5,0.49,0.5,0.51,0.41,0.44,0.42,0.41,0.45,0.36,0.47,0.41,0.45,0.41,0.37,0.42,0.45,0.4,0.4,0.32,0.42,0.22,0.42,0.42,0.48,0.4,0.38,0.33,0.32,0.36,0.35,0.35,0.3,0.32,0.37,0.32,0.33,0.39,0.29,0.34,0.33,0.33,0.31,0.22,0.29,0.3,0.3,0.26,0.31,0.32,0.31,0.27,0.33,0.3,0.29,0.29,0.22,0.27,0.27,0.22,0.23,0.24,0.28,0.26,0.27,0.3,0.24,0.27,0.22,0.26,0.25,0.28,0.25,0.3,0.24,0.24,0.19,0.21,0.29,0.23,0.28,0.26,0.26,0.25,0.3,0.25,0.25,0.25,0.25,0.22,0.25,0.23,0.23,0.22,0.23,0.25,0.24,0.24,0.2,0.22,0.0,0.22,0.23,0.23,0.22,0.23,0.23,0.2,0.22,0.24,0.22,0.22,0.25,0.23,0.23,0.23,0.26,0.23,0.25,0.26,0.23,0.24,0.25,0.22,0.25,0.22,0.0,0.19,0.23,0.23,0.22,0.21,0.2,0.21,0.0,0.0,0.23,0.23,0.24,0.21,0.22,0.21,0.2,0.21,0.22,0.2,0.19,0.0,0.21,0.21,0.2,0.0,0.2,0.22,0.22,0.19,0.0,0.0,0.0,0.18,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.2,0.18,0.0,0.19,0.0,0.18,0.19,0.0,0.0,0.18,0.0,0.0,0.18,0.19,0.2,0.18,0.0,0.0,0.19,0.21,0.19,0.18,0.18,0.0,0.2,0.0,0.2,0.18,0.0,0.22,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.96
08/11/2021,1.37,1.25,0.97,0.84,0.87,0.83,0.76,0.73,0.84,0.74,0.66,0.72,0.65,0.58,0.39,0.58,0.6,0.51,0.6,0.45,0.65,0.55,0.5,0.49,0.5,0.51,0.41,0.44,0.42,0.41,0.45,0.36,0.47,0.41,0.45,0.41,0.37,0.42,0.45,0.4,0.4,0.32,0.42,0.22,0.42,0.42,0.48,0.4,0.38,0.33,0.32,0.36,0.35,0.35,0.3,0.32,0.37,0.32,0.33,0.39,0.29,0.34,0.33,0.33,0.31,0.22,0.29,0.3,0.3,0.26,0.31,0.32,0.31,0.27,0.33,0.3,0.29,0.29,0.22,0.27,0.27,0.22,0.23,0.24,0.28,0.26,0.27,0.3,0.24,0.27,0.22,0.26,0.25,0.28,0.25,0.3,0.24,0.24,0.19,0.21,0.29,0.23,0.28,0.26,0.26,0.25,0.3,0.25,0.25,0.25,0.25,0.22,0.25,0.23,0.23,0.22,0.23,0.25,0.24,0.24,0.2,0.22,0.0,0.22,0.23,0.23,0.22,0.23,0.23,0.2,0.22,0.24,0.22,0.22,0.25,0.23,0.23,0.23,0.26,0.23,0.25,0.26,0.23,0.24,0.25,0.22,0.25,0.22,0.0,0.19,0.23,0.23,0.22,0.21,0.2,0.21,0.0,0.0,0.23,0.23,0.24,0.21,0.22,0.21,0.2,0.21,0.22,0.2,0.19,0.0,0.21,0.21,0.2,0.0,0.2,0.22,0.22,0.19,0.0,0.0,0.0,0.18,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.2,0.18,0.0,0.19,0.0,0.18,0.19,0.0,0.0,0.18,0.0,0.0,0.18,0.19,0.2,0.18,0.0,0.0,0.19,0.21,0.19,0.18,0.18,0.0,0.2,0.0,0.2,0.18,0.0,0.22,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.96
08/13/2021,1.33,1.18,0.95,0.84,0.87,0.82,0.73,0.73,0.87,0.82,0.65,0.73,0.63,0.6,0.4,0.57,0.61,0.52,0.66,0.0,0.64,0.54,0.51,0.44,0.48,0.46,0.4,0.43,0.4,0.42,0.46,0.33,0.45,0.4,0.43,0.44,0.35,0.42,0.45,0.4,0.38,0.33,0.41,0.23,0.36,0.41,0.47,0.38,0.37,0.37,0.32,0.37,0.34,0.35,0.32,0.33,0.34,0.3,0.34,0.37,0.29,0.34,0.34,0.34,0.33,0.22,0.3,0.3,0.3,0.28,0.29,0.33,0.31,0.27,0.33,0.31,0.29,0.29,0.23,0.28,0.27,0.21,0.23,0.25,0.29,0.27,0.27,0.3,0.24,0.29,0.22,0.26,0.27,0.28,0.28,0.34,0.21,0.25,0.2,0.2,0.28,0.22,0.27,0.26,0.26,0.26,0.28,0.25,0.25,0.25,0.24,0.22,0.25,0.24,0.23,0.22,0.19,0.24,0.23,0.23,0.2,0.23,0.0,0.21,0.22,0.23,0.23,0.23,0.23,0.2,0.22,0.25,0.22,0.21,0.24,0.23,0.23,0.22,0.33,0.25,0.25,0.25,0.23,0.24,0.25,0.23,0.24,0.23,0.0,0.2,0.2,0.23,0.24,0.2,0.19,0.21,0.19,0.0,0.2,0.24,0.24,0.2,0.22,0.2,0.21,0.21,0.22,0.2,0.19,0.0,0.21,0.22,0.21,0.0,0.21,0.21,0.23,0.18,0.0,0.0,0.0,0.19,0.2,0.2,0.19,0.21,0.19,0.19,0.19,0.2,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.0,0.19,0.18,0.0,0.0,0.0,0.19,0.21,0.19,0.18,0.19,0.0,0.18,0.0,0.19,0.19,0.0,0.22,0.0,0.2,0.0,0.45,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.81
08/16/2021,1.42,1.22,0.91,0.83,0.86,0.83,0.73,0.72,0.84,0.81,0.64,0.73,0.64,0.6,0.39,0.57,0.79,0.51,0.63,0.0,0.64,0.53,0.5,0.42,0.47,0.44,0.39,0.43,0.39,0.43,0.45,0.31,0.45,0.39,0.43,0.44,0.34,0.41,0.44,0.4,0.39,0.34,0.4,0.24,0.33,0.41,0.48,0.37,0.35,0.37,0.32,0.36,0.35,0.35,0.33,0.33,0.33,0.3,0.34,0.37,0.3,0.34,0.34,0.34,0.34,0.21,0.3,0.29,0.3,0.29,0.3,0.33,0.31,0.27,0.32,0.31,0.29,0.28,0.22,0.28,0.28,0.2,0.22,0.25,0.29,0.28,0.27,0.31,0.23,0.29,0.22,0.26,0.27,0.28,0.28,0.34,0.21,0.26,0.2,0.2,0.28,0.23,0.27,0.27,0.25,0.27,0.27,0.25,0.25,0.22,0.25,0.22,0.25,0.24,0.23,0.22,0.19,0.23,0.22,0.24,0.2,0.23,0.0,0.2,0.22,0.22,0.23,0.23,0.24,0.2,0.22,0.26,0.22,0.21,0.24,0.23,0.24,0.22,0.33,0.25,0.25,0.25,0.23,0.24,0.24,0.22,0.24,0.23,0.0,0.2,0.19,0.23,0.26,0.21,0.19,0.2,0.0,0.0,0.19,0.25,0.24,0.21,0.22,0.21,0.21,0.22,0.22,0.2,0.19,0.0,0.21,0.22,0.21,0.0,0.21,0.22,0.23,0.18,0.0,0.2,0.0,0.19,0.2,0.2,0.19,0.2,0.19,0.19,0.2,0.2,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.19,0.21,0.0,0.18,0.19,0.0,0.19,0.0,0.2,0.19,0.0,0.22,0.0,0.21,0.0,0.45,0.0,0.19,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.88
08/17/2021,1.42,1.22,0.91,0.83,0.86,0.83,0.73,0.72,0.84,0.81,0.64,0.73,0.64,0.6,0.39,0.57,0.79,0.51,0.63,0.0,0.64,0.53,0.5,0.42,0.47,0.44,0.39,0.43,0.39,0.43,0.45,0.31,0.45,0.39,0.43,0.44,0.34,0.41,0.44,0.4,0.39,0.34,0.4,0.24,0.33,0.41,0.48,0.37,0.35,0.37,0.32,0.36,0.35,0.35,0.33,0.33,0.33,0.3,0.34,0.37,0.3,0.34,0.34,0.34,0.34,0.21,0.3,0.29,0.3,0.29,0.3,0.33,0.31,0.27,0.32,0.31,0.29,0.28,0.22,0.28,0.28,0.2,0.22,0.25,0.29,0.28,0.27,0.31,0.23,0.29,0.22,0.26,0.27,0.28,0.28,0.34,0.21,0.26,0.2,0.2,0.28,0.23,0.27,0.27,0.25,0.27,0.27,0.25,0.25,0.22,0.25,0.22,0.25,0.24,0.23,0.22,0.19,0.23,0.22,0.24,0.2,0.23,0.0,0.2,0.22,0.22,0.23,0.23,0.24,0.2,0.22,0.26,0.22,0.21,0.24,0.23,0.24,0.22,0.33,0.25,0.25,0.25,0.23,0.24,0.24,0.22,0.24,0.23,0.0,0.2,0.19,0.23,0.26,0.21,0.19,0.2,0.0,0.0,0.19,0.25,0.24,0.21,0.22,0.21,0.21,0.22,0.22,0.2,0.19,0.0,0.21,0.22,0.21,0.0,0.21,0.22,0.23,0.18,0.0,0.2,0.0,0.19,0.2,0.2,0.19,0.2,0.19,0.19,0.2,0.2,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.19,0.21,0.0,0.18,0.19,0.0,0.19,0.0,0.2,0.19,0.0,0.22,0.0,0.21,0.0,0.45,0.0,0.19,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.88
08/18/2021,1.48,1.26,0.92,0.81,0.86,0.83,0.74,0.69,0.83,0.81,0.64,0.73,0.65,0.59,0.39,0.58,0.9,0.51,0.63,0.0,0.65,0.54,0.5,0.42,0.45,0.43,0.39,0.43,0.4,0.42,0.45,0.3,0.45,0.39,0.43,0.44,0.34,0.41,0.44,0.4,0.39,0.33,0.4,0.24,0.33,0.41,0.48,0.38,0.36,0.38,0.33,0.36,0.34,0.35,0.33,0.32,0.33,0.3,0.34,0.38,0.3,0.34,0.34,0.34,0.33,0.21,0.3,0.29,0.3,0.29,0.3,0.33,0.31,0.27,0.32,0.31,0.3,0.28,0.22,0.27,0.28,0.19,0.22,0.25,0.29,0.28,0.27,0.31,0.23,0.29,0.21,0.26,0.27,0.28,0.27,0.34,0.2,0.25,0.2,0.2,0.28,0.23,0.28,0.27,0.25,0.26,0.27,0.25,0.25,0.22,0.25,0.22,0.25,0.24,0.23,0.22,0.18,0.24,0.23,0.23,0.19,0.23,0.0,0.2,0.22,0.22,0.22,0.23,0.24,0.2,0.22,0.27,0.22,0.21,0.24,0.23,0.24,0.21,0.34,0.25,0.25,0.26,0.23,0.24,0.25,0.22,0.24,0.23,0.0,0.2,0.19,0.23,0.26,0.21,0.19,0.2,0.0,0.0,0.19,0.25,0.24,0.21,0.22,0.2,0.21,0.22,0.22,0.2,0.19,0.0,0.21,0.22,0.21,0.0,0.21,0.22,0.23,0.18,0.0,0.2,0.0,0.18,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.2,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.19,0.21,0.0,0.18,0.19,0.0,0.19,0.0,0.2,0.19,0.0,0.22,0.0,0.21,0.0,0.44,0.0,0.2,0.21,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.99
08/19/2021,1.48,1.26,0.92,0.81,0.86,0.83,0.74,0.69,0.83,0.81,0.64,0.73,0.65,0.59,0.39,0.58,0.9,0.51,0.63,0.0,0.65,0.54,0.5,0.42,0.45,0.43,0.39,0.43,0.4,0.42,0.45,0.3,0.45,0.39,0.43,0.44,0.34,0.41,0.44,0.4,0.39,0.33,0.4,0.24,0.33,0.41,0.48,0.38,0.36,0.38,0.33,0.36,0.34,0.35,0.33,0.32,0.33,0.3,0.34,0.38,0.3,0.34,0.34,0.34,0.33,0.21,0.3,0.29,0.3,0.29,0.3,0.33,0.31,0.27,0.32,0.31,0.3,0.28,0.22,0.27,0.28,0.19,0.22,0.25,0.29,0.28,0.27,0.31,0.23,0.29,0.21,0.26,0.27,0.28,0.27,0.34,0.2,0.25,0.2,0.2,0.28,0.23,0.28,0.27,0.25,0.26,0.27,0.25,0.25,0.22,0.25,0.22,0.25,0.24,0.23,0.22,0.18,0.24,0.23,0.23,0.19,0.23,0.0,0.2,0.22,0.22,0.22,0.23,0.24,0.2,0.22,0.27,0.22,0.21,0.24,0.23,0.24,0.21,0.34,0.25,0.25,0.26,0.23,0.24,0.25,0.22,0.24,0.23,0.0,0.2,0.19,0.23,0.26,0.21,0.19,0.2,0.0,0.0,0.19,0.25,0.24,0.21,0.22,0.2,0.21,0.22,0.22,0.2,0.19,0.0,0.21,0.22,0.21,0.0,0.21,0.22,0.23,0.18,0.0,0.2,0.0,0.18,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.2,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.19,0.21,0.0,0.18,0.19,0.0,0.19,0.0,0.2,0.19,0.0,0.22,0.0,0.21,0.0,0.44,0.0,0.2,0.21,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.99
08/20/2021,1.33,1.26,0.89,0.81,0.87,0.83,0.74,0.67,0.83,0.81,0.64,0.74,0.64,0.59,0.38,0.59,0.9,0.51,0.64,0.0,0.64,0.53,0.5,0.41,0.46,0.42,0.38,0.43,0.41,0.43,0.45,0.29,0.46,0.4,0.42,0.44,0.34,0.42,0.44,0.41,0.39,0.33,0.41,0.24,0.31,0.42,0.49,0.39,0.36,0.38,0.33,0.36,0.33,0.35,0.34,0.32,0.33,0.3,0.35,0.37,0.29,0.34,0.34,0.34,0.33,0.21,0.3,0.29,0.29,0.28,0.3,0.33,0.31,0.27,0.32,0.31,0.3,0.28,0.21,0.29,0.28,0.19,0.22,0.25,0.28,0.28,0.28,0.3,0.23,0.29,0.21,0.26,0.27,0.28,0.27,0.34,0.2,0.25,0.21,0.2,0.28,0.23,0.28,0.27,0.26,0.26,0.28,0.25,0.25,0.22,0.25,0.23,0.25,0.24,0.23,0.23,0.0,0.23,0.23,0.23,0.19,0.23,0.0,0.2,0.21,0.22,0.23,0.23,0.24,0.2,0.23,0.27,0.22,0.21,0.24,0.23,0.24,0.21,0.33,0.26,0.25,0.26,0.23,0.25,0.25,0.22,0.24,0.23,0.0,0.2,0.19,0.24,0.26,0.21,0.2,0.2,0.0,0.0,0.19,0.25,0.25,0.2,0.22,0.21,0.21,0.22,0.23,0.2,0.19,0.0,0.22,0.22,0.21,0.0,0.21,0.22,0.22,0.19,0.0,0.18,0.0,0.19,0.2,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.19,0.21,0.0,0.18,0.19,0.0,0.19,0.0,0.2,0.19,0.0,0.21,0.0,0.2,0.18,0.45,0.0,0.2,0.21,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.88
08/23/2021,1.29,1.28,0.89,0.81,0.9,0.83,0.74,0.67,0.84,0.75,0.63,0.76,0.65,0.58,0.37,0.6,0.89,0.52,0.64,0.0,0.67,0.54,0.52,0.41,0.46,0.41,0.39,0.43,0.42,0.43,0.43,0.27,0.46,0.39,0.45,0.45,0.33,0.43,0.43,0.41,0.4,0.33,0.41,0.23,0.3,0.44,0.51,0.4,0.36,0.39,0.35,0.37,0.34,0.36,0.37,0.33,0.34,0.31,0.35,0.39,0.29,0.35,0.34,0.34,0.32,0.2,0.3,0.33,0.26,0.27,0.31,0.34,0.3,0.28,0.33,0.31,0.29,0.28,0.19,0.28,0.28,0.2,0.22,0.25,0.28,0.28,0.27,0.3,0.22,0.28,0.22,0.26,0.26,0.27,0.25,0.34,0.21,0.25,0.2,0.19,0.29,0.22,0.29,0.27,0.26,0.25,0.28,0.25,0.25,0.22,0.26,0.23,0.24,0.23,0.21,0.21,0.18,0.24,0.24,0.24,0.19,0.23,0.0,0.2,0.22,0.22,0.23,0.23,0.24,0.2,0.24,0.26,0.22,0.2,0.24,0.23,0.24,0.22,0.34,0.26,0.25,0.26,0.23,0.25,0.25,0.23,0.23,0.23,0.0,0.2,0.2,0.24,0.25,0.22,0.2,0.2,0.0,0.0,0.2,0.24,0.25,0.2,0.22,0.2,0.21,0.22,0.23,0.21,0.19,0.0,0.2,0.21,0.21,0.0,0.2,0.23,0.23,0.18,0.0,0.0,0.0,0.0,0.21,0.19,0.19,0.2,0.19,0.19,0.0,0.19,0.19,0.0,0.19,0.0,0.0,0.2,0.18,0.0,0.18,0.0,0.19,0.0,0.2,0.0,0.0,0.18,0.0,0.2,0.21,0.0,0.19,0.19,0.0,0.2,0.0,0.2,0.19,0.0,0.21,0.0,0.0,0.19,0.49,0.0,0.18,0.21,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.02
08/24/2021,1.29,1.28,0.89,0.81,0.9,0.83,0.74,0.67,0.84,0.75,0.63,0.76,0.65,0.58,0.37,0.6,0.89,0.52,0.64,0.0,0.67,0.54,0.52,0.41,0.46,0.41,0.39,0.43,0.42,0.43,0.43,0.27,0.46,0.39,0.45,0.45,0.33,0.43,0.43,0.41,0.4,0.33,0.41,0.23,0.3,0.44,0.51,0.4,0.36,0.39,0.35,0.37,0.34,0.36,0.37,0.33,0.34,0.31,0.35,0.39,0.29,0.35,0.34,0.34,0.32,0.2,0.3,0.33,0.26,0.27,0.31,0.34,0.3,0.28,0.33,0.31,0.29,0.28,0.19,0.28,0.28,0.2,0.22,0.25,0.28,0.28,0.27,0.3,0.22,0.28,0.22,0.26,0.26,0.27,0.25,0.34,0.21,0.25,0.2,0.19,0.29,0.22,0.29,0.27,0.26,0.25,0.28,0.25,0.25,0.22,0.26,0.23,0.24,0.23,0.21,0.21,0.18,0.24,0.24,0.24,0.19,0.23,0.0,0.2,0.22,0.22,0.23,0.23,0.24,0.2,0.24,0.26,0.22,0.2,0.24,0.23,0.24,0.22,0.34,0.26,0.25,0.26,0.23,0.25,0.25,0.23,0.23,0.23,0.0,0.2,0.2,0.24,0.25,0.22,0.2,0.2,0.0,0.0,0.2,0.24,0.25,0.2,0.22,0.2,0.21,0.22,0.23,0.21,0.19,0.0,0.2,0.21,0.21,0.0,0.2,0.23,0.23,0.18,0.0,0.0,0.0,0.0,0.21,0.19,0.19,0.2,0.19,0.19,0.0,0.19,0.19,0.0,0.19,0.0,0.0,0.2,0.18,0.0,0.18,0.0,0.19,0.0,0.2,0.0,0.0,0.18,0.0,0.2,0.21,0.0,0.19,0.19,0.0,0.2,0.0,0.2,0.19,0.0,0.21,0.0,0.0,0.19,0.49,0.0,0.18,0.21,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.02
