,NVAX,DDOG,CHGG,PTC,NUAN,HZNP,MPW,ENPH,NET,CLF,MTN,AVTR,MDB,GNRC,DNLI,NI,UPST,NLSN,CVNA,LB,MPWR,DT,PPD,MRTX,FATE,QDEL,ZEN,VICI,NBIX,EEFT,EQH,APPS,AXON,APO,ESTC,CDAY,IIVI,TRMB,ON,POOL,AVLR,HOG,WTRG,XPO,OSH,CRL,RGEN,TECH,ENTG,POST,RPRX,BSY,AFRM,QTS,VIR,CHDN,CGNX,FICO,AVY,BILL,DNB,SLAB,ALLY,BPMC,RH,SAM,MTB,LITE,RARE,NCR,COLD,FNF,BC,PEGA,UTHR,FSLR,CG,WSC,IBRX,WSM,MAN,NFE,FRPT,FHN,CFX,CCK,FBHS,CHWY,MKSI,LNC,SMG,FOXA,SBNY,AMG,MOS,PCTY,GH,LPX,GME,JAZZ,ELS,RCM,CPT,TREX,ARW,AGCO,FND,GRA,GGG,AZPN,NDSN,CHNG,TTC,SHC,LEA,IVZ,TWST,GWRE,SMAR,VRT,ATUS,BG,SWI,BRKS,PEN,BFAM,LII,WMS,MHK,HALO,ALLE,DAR,RPM,BWA,AMH,TW,PWR,NXST,ACI,FIVE,IPG,ARES,JBL,VER,DECK,REG,YETI,HAIN,PRAH,WLK,NTRA,BRKR,STLD,SYNH,NVST,ATH,PLUG,LW,OLED,BLDR,PNR,ABNB,GLPI,PII,BERY,TPX,AFG,DOX,HWM,AMED,LAD,HBI,JEF,BYND,LPLA,PLAN,SC,HPP,CF,OPEN,AI,OC,NRG,WAL,STOR,LSCC,PFPT,HSIC,TPR,DBX,ST,TMX,CNXC,ERIE,CREE,AIZ,PNW,CLR,UGI,WSO,FGXXX,RGLD,CUBE,FIVN,NCNO,ACM,CIEN,STAG,SCI,MIDD,JNPR,HUBB,OHI,TNDM,ATR,HRC,G,BL,JLL,DXC,AA,LSI,BBWI WI,MAT,n/a,GXO WI,EXP,RHI,GXO,BJ,COMP,KSS,NEP,NYT,CACC,TDC,CONE,CZR,SITE,INSP,KIM,XLRN,SRPT,PPC,ZION,EWBC,AN,COG,PLNT,CTRA,VST,RRX,CSL,REXR,MANH,WOLF,MEDP,O,DVN,AOS,TTEK,SAIA,ITT,PSTG,HTA,CMA,KNX,AZTA,ZNGA,EGP,SUM
09/24/2021,1.34,1.37,0.84,0.75,0.88,0.86,0.76,0.62,0.91,0.63,0.68,0.82,0.85,0.61,0.4,0.55,1.44,0.43,0.57,0.0,0.69,0.6,0.52,0.5,0.36,0.56,0.38,0.42,0.44,0.4,0.4,0.36,0.43,0.4,0.47,0.44,0.32,0.42,0.49,0.38,0.45,0.3,0.39,0.23,0.33,0.45,0.6,0.43,0.41,0.35,0.32,0.37,0.56,0.0,0.41,0.39,0.34,0.28,0.33,0.51,0.26,0.31,0.33,0.39,0.31,0.0,0.29,0.32,0.32,0.25,0.26,0.31,0.28,0.28,0.32,0.31,0.29,0.33,0.2,0.32,0.25,0.18,0.26,0.23,0.26,0.27,0.25,0.25,0.23,0.26,0.2,0.26,0.26,0.25,0.27,0.39,0.27,0.25,0.24,0.18,0.28,0.24,0.29,0.27,0.24,0.23,0.3,0.25,0.24,0.21,0.27,0.23,0.22,0.25,0.2,0.21,0.22,0.24,0.24,0.21,0.0,0.23,0.0,0.26,0.24,0.23,0.21,0.22,0.21,0.21,0.22,0.25,0.2,0.19,0.23,0.22,0.29,0.22,0.35,0.21,0.25,0.27,0.23,0.23,0.24,0.23,0.23,0.22,0.0,0.2,0.23,0.23,0.21,0.23,0.2,0.21,0.0,0.0,0.18,0.26,0.23,0.23,0.21,0.18,0.19,0.24,0.22,0.2,0.18,0.0,0.19,0.2,0.22,0.0,0.2,0.24,0.23,0.18,0.18,0.22,0.0,0.0,0.2,0.19,0.18,0.22,0.0,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.2,0.0,0.22,0.0,0.0,0.19,0.2,0.0,0.0,0.0,0.0,0.22,0.0,0.23,0.0,0.19,0.21,0.0,0.21,0.18,0.47,0.0,0.0,0.0,0.0,0.0,0.23,0.19,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,0.2,0.0,0.21,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.23
09/27/2021,1.47,1.37,0.81,0.76,0.86,0.84,0.78,0.62,0.92,0.65,0.7,0.82,0.88,0.64,0.38,0.54,1.48,0.43,0.56,0.0,0.72,0.62,0.5,0.5,0.35,0.53,0.38,0.42,0.42,0.39,0.41,0.4,0.0,0.4,0.46,0.46,0.32,0.41,0.49,0.39,0.44,0.31,0.38,0.23,0.31,0.46,0.61,0.44,0.41,0.35,0.31,0.36,0.64,0.0,0.34,0.39,0.35,0.28,0.34,0.51,0.26,0.31,0.33,0.39,0.31,0.0,0.3,0.31,0.31,0.26,0.24,0.32,0.28,0.28,0.31,0.3,0.29,0.32,0.21,0.32,0.25,0.19,0.25,0.25,0.26,0.27,0.24,0.24,0.23,0.27,0.2,0.26,0.27,0.25,0.28,0.4,0.26,0.26,0.24,0.19,0.27,0.24,0.28,0.26,0.24,0.23,0.3,0.0,0.23,0.21,0.27,0.22,0.21,0.25,0.2,0.22,0.21,0.25,0.25,0.2,0.0,0.23,0.0,0.26,0.23,0.22,0.2,0.21,0.21,0.2,0.22,0.24,0.2,0.2,0.23,0.21,0.29,0.22,0.35,0.21,0.26,0.27,0.23,0.23,0.24,0.24,0.23,0.22,0.0,0.21,0.23,0.24,0.21,0.23,0.2,0.21,0.0,0.0,0.18,0.26,0.23,0.23,0.22,0.18,0.2,0.24,0.22,0.19,0.18,0.0,0.19,0.2,0.22,0.0,0.21,0.24,0.22,0.19,0.19,0.22,0.0,0.0,0.2,0.2,0.18,0.23,0.0,0.19,0.18,0.19,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.2,0.0,0.0,0.44,0.0,0.19,0.0,0.21,0.18,0.0,0.18,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.22,0.0,0.19,0.21,0.0,0.22,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.22,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.18,0.19,0.18,0.21,0.19,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.49
09/28/2021,1.47,1.37,0.81,0.76,0.86,0.84,0.78,0.62,0.92,0.65,0.7,0.82,0.88,0.64,0.38,0.54,1.48,0.43,0.56,0.0,0.72,0.62,0.5,0.5,0.35,0.53,0.38,0.42,0.42,0.39,0.41,0.4,0.0,0.4,0.46,0.46,0.32,0.41,0.49,0.39,0.44,0.31,0.38,0.23,0.31,0.46,0.61,0.44,0.41,0.35,0.31,0.36,0.64,0.0,0.34,0.39,0.35,0.28,0.34,0.51,0.26,0.31,0.33,0.39,0.31,0.0,0.3,0.31,0.31,0.26,0.24,0.32,0.28,0.28,0.31,0.3,0.29,0.32,0.21,0.32,0.25,0.19,0.25,0.25,0.26,0.27,0.24,0.24,0.23,0.27,0.2,0.26,0.27,0.25,0.28,0.4,0.26,0.26,0.24,0.19,0.27,0.24,0.28,0.26,0.24,0.23,0.3,0.0,0.23,0.21,0.27,0.22,0.21,0.25,0.2,0.22,0.21,0.25,0.25,0.2,0.0,0.23,0.0,0.26,0.23,0.22,0.2,0.21,0.21,0.2,0.22,0.24,0.2,0.2,0.23,0.21,0.29,0.22,0.35,0.21,0.26,0.27,0.23,0.23,0.24,0.24,0.23,0.22,0.0,0.21,0.23,0.24,0.21,0.23,0.2,0.21,0.0,0.0,0.18,0.26,0.23,0.23,0.22,0.18,0.2,0.24,0.22,0.19,0.18,0.0,0.19,0.2,0.22,0.0,0.21,0.24,0.22,0.19,0.19,0.22,0.0,0.0,0.2,0.2,0.18,0.23,0.0,0.19,0.18,0.19,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.2,0.0,0.0,0.44,0.0,0.19,0.0,0.21,0.18,0.0,0.18,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.22,0.0,0.19,0.21,0.0,0.22,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.22,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.18,0.19,0.18,0.21,0.19,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.49
09/29/2021,1.47,1.37,0.81,0.76,0.86,0.84,0.78,0.62,0.92,0.65,0.7,0.82,0.88,0.64,0.38,0.54,1.48,0.43,0.56,0.0,0.72,0.62,0.5,0.5,0.35,0.53,0.38,0.42,0.42,0.39,0.41,0.4,0.0,0.4,0.46,0.46,0.32,0.41,0.49,0.39,0.44,0.31,0.38,0.23,0.31,0.46,0.61,0.44,0.41,0.35,0.31,0.36,0.64,0.0,0.34,0.39,0.35,0.28,0.34,0.51,0.26,0.31,0.33,0.39,0.31,0.0,0.3,0.31,0.31,0.26,0.24,0.32,0.28,0.28,0.31,0.3,0.29,0.32,0.21,0.32,0.25,0.19,0.25,0.25,0.26,0.27,0.24,0.24,0.23,0.27,0.2,0.26,0.27,0.25,0.28,0.4,0.26,0.26,0.24,0.19,0.27,0.24,0.28,0.26,0.24,0.23,0.3,0.0,0.23,0.21,0.27,0.22,0.21,0.25,0.2,0.22,0.21,0.25,0.25,0.2,0.0,0.23,0.0,0.26,0.23,0.22,0.2,0.21,0.21,0.2,0.22,0.24,0.2,0.2,0.23,0.21,0.29,0.22,0.35,0.21,0.26,0.27,0.23,0.23,0.24,0.24,0.23,0.22,0.0,0.21,0.23,0.24,0.21,0.23,0.2,0.21,0.0,0.0,0.18,0.26,0.23,0.23,0.22,0.18,0.2,0.24,0.22,0.19,0.18,0.0,0.19,0.2,0.22,0.0,0.21,0.24,0.22,0.19,0.19,0.22,0.0,0.0,0.2,0.2,0.18,0.23,0.0,0.19,0.18,0.19,0.0,0.0,0.19,0.0,0.0,0.18,0.0,0.2,0.0,0.0,0.44,0.0,0.19,0.0,0.21,0.18,0.0,0.18,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.22,0.0,0.19,0.21,0.0,0.22,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.22,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.18,0.19,0.18,0.21,0.19,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.49
09/30/2021,1.41,1.36,0.8,0.75,0.86,0.84,0.76,0.6,0.88,0.64,0.74,0.82,0.87,0.63,0.37,0.54,1.44,0.43,0.56,0.0,0.71,0.62,0.51,0.49,0.34,0.51,0.38,0.43,0.42,0.4,0.41,0.4,0.44,0.41,0.46,0.47,0.33,0.4,0.49,0.38,0.44,0.3,0.38,0.23,0.3,0.46,0.6,0.43,0.41,0.36,0.32,0.36,0.63,0.0,0.34,0.4,0.35,0.27,0.34,0.5,0.26,0.31,0.33,0.38,0.31,0.0,0.3,0.32,0.31,0.26,0.24,0.31,0.29,0.28,0.3,0.29,0.29,0.32,0.2,0.33,0.25,0.19,0.25,0.25,0.26,0.27,0.24,0.23,0.23,0.28,0.2,0.27,0.27,0.26,0.29,0.4,0.26,0.26,0.23,0.19,0.28,0.24,0.28,0.26,0.24,0.23,0.3,0.0,0.23,0.21,0.27,0.22,0.21,0.25,0.21,0.22,0.2,0.25,0.25,0.2,0.0,0.23,0.0,0.27,0.23,0.22,0.2,0.21,0.21,0.2,0.22,0.25,0.2,0.2,0.22,0.22,0.29,0.23,0.35,0.22,0.26,0.27,0.23,0.22,0.22,0.23,0.22,0.22,0.0,0.21,0.22,0.24,0.21,0.23,0.21,0.21,0.0,0.0,0.18,0.26,0.24,0.24,0.21,0.19,0.19,0.24,0.22,0.2,0.18,0.0,0.19,0.2,0.22,0.0,0.22,0.24,0.22,0.19,0.2,0.22,0.0,0.0,0.2,0.2,0.0,0.23,0.0,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.2,0.0,0.0,0.29,0.0,0.19,0.0,0.21,0.19,0.0,0.18,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.22,0.0,0.19,0.21,0.0,0.22,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.21,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.19,0.18,0.18,0.18,0.22,0.19,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.25999999999999
10/01/2021,1.31,1.31,0.79,0.76,0.86,0.84,0.75,0.61,0.83,0.66,0.73,0.78,0.82,0.62,0.38,0.54,1.46,0.43,0.55,0.0,0.7,0.6,0.5,0.52,0.33,0.49,0.37,0.42,0.42,0.41,0.43,0.41,0.43,0.42,0.46,0.47,0.32,0.4,0.49,0.37,0.43,0.31,0.38,0.23,0.3,0.43,0.57,0.41,0.4,0.36,0.32,0.35,0.65,0.0,0.35,0.4,0.34,0.27,0.34,0.49,0.26,0.31,0.34,0.38,0.32,0.0,0.32,0.31,0.29,0.26,0.24,0.31,0.29,0.28,0.3,0.3,0.29,0.32,0.21,0.33,0.25,0.19,0.24,0.26,0.27,0.26,0.25,0.23,0.24,0.29,0.2,0.28,0.29,0.26,0.3,0.39,0.25,0.27,0.23,0.19,0.27,0.24,0.28,0.27,0.25,0.24,0.3,0.0,0.23,0.21,0.27,0.22,0.21,0.25,0.21,0.22,0.2,0.25,0.24,0.21,0.0,0.23,0.0,0.27,0.22,0.22,0.2,0.22,0.21,0.2,0.22,0.25,0.2,0.2,0.22,0.21,0.29,0.23,0.34,0.22,0.26,0.26,0.24,0.22,0.21,0.23,0.21,0.21,0.0,0.22,0.21,0.22,0.22,0.22,0.2,0.22,0.0,0.0,0.0,0.26,0.23,0.23,0.21,0.19,0.19,0.24,0.21,0.2,0.19,0.0,0.2,0.2,0.22,0.0,0.22,0.24,0.22,0.19,0.2,0.23,0.0,0.0,0.2,0.21,0.0,0.23,0.0,0.19,0.0,0.19,0.18,0.0,0.19,0.0,0.0,0.19,0.0,0.21,0.0,0.0,0.33,0.0,0.18,0.0,0.21,0.19,0.0,0.18,0.2,0.0,0.18,0.0,0.0,0.21,0.0,0.22,0.0,0.18,0.21,0.0,0.23,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.21,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.2,0.18,0.0,0.18,0.24,0.19,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.98
10/04/2021,1.19,1.31,0.77,0.75,0.88,0.86,0.78,0.6,0.78,0.64,0.75,0.78,0.8,0.58,0.37,0.56,1.45,0.43,0.55,0.0,0.69,0.6,0.52,0.53,0.32,0.5,0.37,0.43,0.43,0.42,0.43,0.38,0.43,0.42,0.42,0.47,0.32,0.4,0.47,0.38,0.42,0.31,0.39,0.22,0.29,0.44,0.55,0.4,0.4,0.38,0.32,0.34,0.59,0.0,0.34,0.41,0.32,0.27,0.34,0.48,0.26,0.31,0.33,0.38,0.33,0.0,0.33,0.31,0.28,0.26,0.24,0.32,0.3,0.27,0.3,0.31,0.29,0.33,0.19,0.34,0.25,0.19,0.24,0.26,0.27,0.26,0.25,0.22,0.24,0.29,0.21,0.28,0.3,0.26,0.3,0.38,0.25,0.27,0.22,0.19,0.28,0.25,0.29,0.26,0.25,0.24,0.3,0.0,0.23,0.22,0.27,0.22,0.22,0.26,0.22,0.22,0.19,0.25,0.23,0.21,0.0,0.24,0.0,0.26,0.22,0.23,0.2,0.22,0.21,0.2,0.22,0.25,0.2,0.21,0.23,0.22,0.29,0.23,0.37,0.21,0.26,0.26,0.22,0.22,0.21,0.24,0.21,0.24,0.0,0.22,0.2,0.23,0.21,0.21,0.21,0.22,0.0,0.0,0.0,0.26,0.23,0.23,0.22,0.19,0.2,0.24,0.22,0.2,0.19,0.0,0.2,0.2,0.23,0.0,0.23,0.23,0.23,0.19,0.21,0.23,0.0,0.0,0.2,0.22,0.0,0.22,0.0,0.2,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.18,0.0,0.19,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.23,0.0,0.19,0.22,0.0,0.23,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.21,0.18,0.0,0.0,0.0,0.0,0.18,0.19,0.19,0.2,0.19,0.0,0.18,0.24,0.19,0.19,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.78
10/05/2021,1.22,1.35,0.77,0.76,0.89,0.87,0.76,0.61,0.79,0.64,0.73,0.79,0.83,0.59,0.38,0.57,1.44,0.43,0.54,0.0,0.69,0.61,0.52,0.54,0.32,0.51,0.37,0.42,0.44,0.41,0.43,0.38,0.44,0.42,0.43,0.48,0.32,0.39,0.47,0.37,0.42,0.3,0.39,0.22,0.28,0.43,0.56,0.4,0.4,0.37,0.32,0.35,0.63,0.0,0.35,0.41,0.33,0.27,0.33,0.5,0.27,0.31,0.33,0.38,0.31,0.0,0.33,0.32,0.3,0.26,0.24,0.32,0.29,0.28,0.3,0.31,0.29,0.33,0.2,0.32,0.25,0.2,0.24,0.26,0.27,0.27,0.24,0.23,0.24,0.29,0.2,0.29,0.3,0.26,0.3,0.39,0.26,0.27,0.22,0.19,0.27,0.25,0.29,0.26,0.25,0.23,0.29,0.0,0.23,0.21,0.27,0.22,0.22,0.26,0.22,0.22,0.2,0.25,0.23,0.21,0.0,0.24,0.0,0.26,0.23,0.22,0.2,0.22,0.21,0.2,0.22,0.25,0.2,0.2,0.23,0.22,0.29,0.23,0.36,0.2,0.25,0.26,0.23,0.22,0.21,0.23,0.21,0.24,0.0,0.22,0.21,0.22,0.21,0.21,0.21,0.22,0.0,0.0,0.0,0.25,0.23,0.23,0.22,0.19,0.2,0.24,0.22,0.2,0.19,0.0,0.18,0.19,0.23,0.0,0.23,0.23,0.23,0.19,0.21,0.23,0.0,0.0,0.2,0.22,0.0,0.22,0.0,0.19,0.0,0.18,0.0,0.0,0.21,0.0,0.0,0.19,0.0,0.21,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.18,0.0,0.18,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.23,0.0,0.19,0.22,0.0,0.23,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.18,0.19,0.19,0.2,0.18,0.18,0.18,0.24,0.2,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.88
10/06/2021,1.06,1.37,0.77,0.76,0.88,0.86,0.76,0.62,0.8,0.63,0.76,0.8,0.83,0.58,0.38,0.56,1.35,0.44,0.54,0.0,0.68,0.62,0.52,0.53,0.31,0.48,0.37,0.43,0.47,0.42,0.43,0.39,0.44,0.42,0.43,0.48,0.33,0.4,0.47,0.37,0.42,0.3,0.38,0.22,0.27,0.43,0.54,0.41,0.39,0.37,0.32,0.35,0.62,0.0,0.27,0.42,0.33,0.27,0.33,0.52,0.28,0.31,0.34,0.37,0.3,0.0,0.33,0.32,0.29,0.27,0.24,0.32,0.29,0.28,0.3,0.31,0.29,0.33,0.2,0.31,0.26,0.18,0.24,0.26,0.27,0.26,0.24,0.22,0.23,0.29,0.2,0.29,0.31,0.26,0.31,0.39,0.22,0.27,0.22,0.18,0.27,0.26,0.29,0.25,0.25,0.24,0.28,0.0,0.23,0.22,0.27,0.22,0.21,0.26,0.22,0.22,0.19,0.25,0.23,0.21,0.0,0.25,0.0,0.26,0.22,0.23,0.2,0.22,0.21,0.2,0.22,0.25,0.2,0.2,0.23,0.22,0.29,0.23,0.34,0.2,0.26,0.26,0.23,0.23,0.21,0.24,0.2,0.24,0.0,0.23,0.21,0.22,0.21,0.21,0.21,0.22,0.0,0.0,0.0,0.26,0.23,0.24,0.22,0.19,0.2,0.23,0.22,0.2,0.19,0.0,0.18,0.19,0.23,0.0,0.23,0.23,0.23,0.19,0.23,0.23,0.0,0.0,0.19,0.22,0.0,0.22,0.0,0.2,0.0,0.18,0.0,0.0,0.21,0.0,0.0,0.19,0.0,0.22,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.19,0.0,0.19,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.23,0.0,0.19,0.23,0.0,0.23,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.21,0.18,0.0,0.19,0.24,0.2,0.19,0.0,0.19,0.0,0.2,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.65
10/07/2021,1.06,1.32,0.79,0.75,0.89,0.89,0.77,0.59,0.82,0.64,0.76,0.78,0.79,0.59,0.38,0.58,1.33,0.44,0.53,0.0,0.67,0.61,0.53,0.52,0.3,0.5,0.36,0.44,0.47,0.43,0.43,0.39,0.42,0.4,0.41,0.47,0.3,0.39,0.47,0.37,0.4,0.31,0.39,0.22,0.27,0.42,0.53,0.4,0.38,0.38,0.31,0.34,0.57,0.0,0.27,0.43,0.33,0.27,0.34,0.49,0.28,0.3,0.35,0.36,0.3,0.0,0.34,0.31,0.28,0.28,0.24,0.32,0.3,0.27,0.3,0.31,0.29,0.33,0.2,0.3,0.26,0.0,0.25,0.27,0.28,0.27,0.25,0.22,0.23,0.29,0.21,0.3,0.32,0.26,0.32,0.38,0.22,0.27,0.22,0.18,0.28,0.26,0.3,0.26,0.25,0.24,0.28,0.0,0.23,0.22,0.27,0.22,0.22,0.26,0.22,0.22,0.19,0.24,0.22,0.21,0.0,0.25,0.0,0.26,0.22,0.24,0.2,0.22,0.21,0.2,0.22,0.25,0.2,0.21,0.23,0.22,0.29,0.24,0.35,0.2,0.26,0.26,0.23,0.23,0.21,0.24,0.2,0.24,0.0,0.23,0.21,0.22,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.26,0.23,0.23,0.22,0.19,0.2,0.23,0.22,0.2,0.19,0.0,0.18,0.19,0.23,0.0,0.23,0.22,0.23,0.19,0.23,0.22,0.0,0.0,0.19,0.22,0.0,0.22,0.0,0.2,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.19,0.0,0.23,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.19,0.0,0.19,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.23,0.0,0.18,0.22,0.0,0.23,0.0,0.47,0.0,0.0,0.0,0.0,0.18,0.21,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.19,0.21,0.19,0.0,0.19,0.24,0.2,0.19,0.0,0.19,0.0,0.21,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.47
10/08/2021,1.06,1.32,0.79,0.75,0.89,0.89,0.77,0.59,0.82,0.64,0.76,0.78,0.79,0.59,0.38,0.58,1.33,0.44,0.53,0.0,0.67,0.61,0.53,0.52,0.3,0.5,0.36,0.44,0.47,0.43,0.43,0.39,0.42,0.4,0.41,0.47,0.3,0.39,0.47,0.37,0.4,0.31,0.39,0.22,0.27,0.42,0.53,0.4,0.38,0.38,0.31,0.34,0.57,0.0,0.27,0.43,0.33,0.27,0.34,0.49,0.28,0.3,0.35,0.36,0.3,0.0,0.34,0.31,0.28,0.28,0.24,0.32,0.3,0.27,0.3,0.31,0.29,0.33,0.2,0.3,0.26,0.0,0.25,0.27,0.28,0.27,0.25,0.22,0.23,0.29,0.21,0.3,0.32,0.26,0.32,0.38,0.22,0.27,0.22,0.18,0.28,0.26,0.3,0.26,0.25,0.24,0.28,0.0,0.23,0.22,0.27,0.22,0.22,0.26,0.22,0.22,0.19,0.24,0.22,0.21,0.0,0.25,0.0,0.26,0.22,0.24,0.2,0.22,0.21,0.2,0.22,0.25,0.2,0.21,0.23,0.22,0.29,0.24,0.35,0.2,0.26,0.26,0.23,0.23,0.21,0.24,0.2,0.24,0.0,0.23,0.21,0.22,0.21,0.21,0.21,0.21,0.0,0.0,0.0,0.26,0.23,0.23,0.22,0.19,0.2,0.23,0.22,0.2,0.19,0.0,0.18,0.19,0.23,0.0,0.23,0.22,0.23,0.19,0.23,0.22,0.0,0.0,0.19,0.22,0.0,0.22,0.0,0.2,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.19,0.0,0.23,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.19,0.0,0.19,0.2,0.0,0.18,0.0,0.0,0.22,0.0,0.23,0.0,0.18,0.22,0.0,0.23,0.0,0.47,0.0,0.0,0.0,0.0,0.18,0.21,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.19,0.21,0.19,0.0,0.19,0.24,0.2,0.19,0.0,0.19,0.0,0.21,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.47
