,EQNR.OL,DNB.OL,TEL.OL,MOWI.OL,YAR.OL,NHY.OL,ORK.OL,TOM.OL,ADE.OL,GJF.OL,BAKKA.OL,SCHB.OL,STB.OL,NOD.OL,SCHA.OL,SALM.OL,NEL.OL,SCATC.OL,ENTRA.OL,LSG.OL,KOG.OL,SRBNK.OL,SUBC.OL,BRG.OL,AKER.OL,MING.OL,ATEA.OL,TGS.OL,NOFI.OL,VEI.OL,GOGL,AUSS.OL,NOK,EPR.OL,NONG.OL,ELK.OL,FRO.OL,KAHOT.OL,PROT.OL,CRAYN.OL,BONHR.OL,PEXIP.OL,FKRFT.OL,SPOL.OL,DNO.OL,GSF.OL,BWLPG.OL,HEX.OL,FLNG.OL,SNI.OL,WAWI.OL,BWO.OL,SBO.OL,XXL.OL,NRS.OL,VACC.OL,ACC.OL,HAFNI.OL,AKSO.OL,OCY.OL,ASA.OL,HPUR.OL,AKH.OL,VOLUE.OL,BWE.OL,RECSI.OL,QFUEL.OL,AKBM.OL,MWTR.OL,LINK.OL,XTSLA,EUR,DKK,MARGIN_USD,EUR.1,MARGIN_EUR,DNB,BANO.OL,SGAFT,VGU1,USD,VGZ1,SUM
07/29/2021,10.98,10.34,6.83,6.37,5.31,4.53,3.96,3.62,2.7,2.63,2.52,2.59,2.33,2.87,2.27,2.16,1.57,1.46,1.72,1.57,1.48,1.37,1.2,1.39,1.08,1.04,0.91,0.77,0.0,0.8,0.73,0.67,0.61,0.67,0.52,0.57,0.47,0.32,0.44,0.46,0.39,0.32,0.32,0.31,0.28,0.28,0.27,0.24,0.23,0.2,0.19,0.18,0.16,0.18,0.18,0.12,0.12,0.12,0.12,0.12,0.1,0.1,0.1,0.1,0.11,0.1,0.09,0.07,0.08,0.09,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,100.03
08/02/2021,10.79,10.67,6.88,6.34,5.23,4.72,3.9,3.65,2.64,2.62,2.47,2.57,2.31,2.9,2.28,2.15,1.55,1.47,1.76,1.55,1.49,1.35,1.06,1.42,1.12,1.04,0.89,0.78,0.0,0.79,0.72,0.66,0.64,0.64,0.52,0.56,0.45,0.32,0.44,0.47,0.38,0.33,0.32,0.32,0.27,0.28,0.27,0.23,0.23,0.2,0.19,0.18,0.16,0.17,0.18,0.12,0.12,0.12,0.12,0.12,0.1,0.1,0.1,0.1,0.11,0.11,0.1,0.07,0.08,0.09,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.88,0.01,0.0,0.0,0.0,100.02
08/03/2021,10.65,10.65,6.86,6.35,5.24,4.65,3.92,3.69,2.65,2.63,2.45,2.6,2.31,2.91,2.3,2.16,1.55,1.47,1.8,1.56,1.48,1.35,1.04,1.42,1.15,1.03,0.9,0.77,0.0,0.8,0.74,0.66,0.64,0.65,0.52,0.56,0.46,0.31,0.43,0.49,0.39,0.33,0.32,0.32,0.27,0.28,0.26,0.24,0.23,0.2,0.19,0.18,0.16,0.17,0.18,0.12,0.12,0.12,0.12,0.12,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.07,0.08,0.09,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.88,0.01,0.0,0.0,0.0,100.04
08/04/2021,10.65,10.65,6.86,6.35,5.24,4.65,3.92,3.69,2.65,2.63,2.45,2.6,2.31,2.91,2.3,2.16,1.55,1.47,1.8,1.56,1.48,1.35,1.04,1.42,1.15,1.03,0.9,0.77,0.0,0.8,0.74,0.66,0.64,0.65,0.52,0.56,0.46,0.31,0.43,0.49,0.39,0.33,0.32,0.32,0.27,0.28,0.26,0.24,0.23,0.2,0.19,0.18,0.16,0.17,0.18,0.12,0.12,0.12,0.12,0.12,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.07,0.08,0.09,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.88,0.01,0.0,0.0,0.0,100.04
08/05/2021,10.65,10.65,6.86,6.35,5.24,4.65,3.92,3.69,2.65,2.63,2.45,2.6,2.31,2.91,2.3,2.16,1.55,1.47,1.8,1.56,1.48,1.35,1.04,1.42,1.15,1.03,0.9,0.77,0.0,0.8,0.74,0.66,0.64,0.65,0.52,0.56,0.46,0.31,0.43,0.49,0.39,0.33,0.32,0.32,0.27,0.28,0.26,0.24,0.23,0.2,0.19,0.18,0.16,0.17,0.18,0.12,0.12,0.12,0.12,0.12,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.07,0.08,0.09,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.88,0.01,0.0,0.0,0.0,100.04
08/06/2021,10.83,10.61,6.89,6.36,5.14,4.68,3.93,3.73,2.71,2.66,2.49,2.62,2.28,2.94,2.29,2.16,1.53,1.47,1.81,1.58,1.49,1.35,0.99,1.4,1.09,1.02,0.89,0.77,0.0,0.8,0.71,0.67,0.63,0.63,0.51,0.55,0.44,0.3,0.43,0.48,0.39,0.32,0.31,0.31,0.27,0.28,0.25,0.22,0.22,0.2,0.19,0.18,0.16,0.17,0.18,0.12,0.13,0.12,0.11,0.12,0.1,0.09,0.1,0.11,0.11,0.11,0.1,0.07,0.08,0.09,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.88,0.01,0.0,0.0,0.0,100.01
08/10/2021,11.04,10.94,6.85,6.34,4.97,4.58,3.87,3.66,2.72,2.66,2.48,2.7,2.36,2.87,2.35,2.13,1.36,1.45,1.81,1.6,1.47,1.38,0.98,1.36,1.07,1.05,0.89,0.77,0.0,0.78,0.72,0.68,0.63,0.64,0.52,0.55,0.43,0.33,0.43,0.46,0.39,0.32,0.31,0.31,0.29,0.29,0.25,0.23,0.24,0.2,0.2,0.18,0.16,0.17,0.18,0.14,0.13,0.11,0.11,0.12,0.11,0.08,0.1,0.11,0.11,0.11,0.09,0.07,0.08,0.09,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.87,0.01,0.0,0.0,0.0,100.1
08/11/2021,11.04,10.94,6.85,6.34,4.97,4.58,3.87,3.66,2.72,2.66,2.48,2.7,2.36,2.87,2.35,2.13,1.36,1.45,1.81,1.6,1.47,1.38,0.98,1.36,1.07,1.05,0.89,0.77,0.0,0.78,0.72,0.68,0.63,0.64,0.52,0.55,0.43,0.33,0.43,0.46,0.39,0.32,0.31,0.31,0.29,0.29,0.25,0.23,0.24,0.2,0.2,0.18,0.16,0.17,0.18,0.14,0.13,0.11,0.11,0.12,0.11,0.08,0.1,0.11,0.11,0.11,0.09,0.07,0.08,0.09,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.87,0.01,0.0,0.0,0.0,100.1
08/17/2021,11.28,10.88,6.9,6.25,4.97,4.84,3.81,3.65,2.62,2.69,2.39,2.61,2.39,2.76,2.26,2.13,1.31,1.45,1.87,1.58,1.44,1.39,0.98,1.37,1.04,1.06,0.87,0.73,0.0,0.76,0.75,0.68,0.64,0.64,0.54,0.58,0.41,0.3,0.43,0.51,0.4,0.32,0.3,0.33,0.27,0.28,0.25,0.24,0.24,0.2,0.22,0.18,0.17,0.17,0.2,0.14,0.15,0.11,0.1,0.12,0.1,0.09,0.11,0.11,0.1,0.11,0.09,0.06,0.08,0.09,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.86,0.01,0.0,0.05,0.0,100.02
08/19/2021,11.23,10.94,6.95,6.3,5.06,4.78,3.86,3.66,2.62,2.71,2.4,2.61,2.4,2.74,2.25,2.14,1.27,1.41,1.89,1.57,1.43,1.4,0.96,1.37,1.02,1.07,0.87,0.72,0.0,0.77,0.73,0.68,0.65,0.64,0.54,0.57,0.41,0.29,0.43,0.49,0.4,0.3,0.3,0.33,0.26,0.29,0.25,0.23,0.26,0.19,0.22,0.18,0.17,0.16,0.2,0.14,0.14,0.11,0.1,0.12,0.09,0.09,0.1,0.11,0.1,0.1,0.08,0.06,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.01,0.0,0.04,0.0,100.0
08/20/2021,11.49,10.9,6.98,6.26,4.97,4.78,3.89,3.69,2.56,2.72,2.42,2.58,2.38,2.69,2.25,2.16,1.21,1.37,1.86,1.57,1.42,1.4,0.97,1.39,1.04,1.06,0.87,0.73,0.0,0.77,0.76,0.67,0.65,0.65,0.53,0.57,0.43,0.29,0.43,0.48,0.4,0.3,0.3,0.33,0.25,0.28,0.24,0.23,0.24,0.19,0.23,0.18,0.16,0.16,0.2,0.14,0.14,0.11,0.1,0.12,0.09,0.09,0.1,0.11,0.1,0.1,0.08,0.06,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.01,0.0,0.04,0.0,99.97
08/26/2021,11.29,10.84,6.97,6.25,5.06,4.56,3.8,3.7,2.74,2.68,2.34,2.69,2.34,2.82,2.33,2.11,1.25,1.45,1.8,1.49,1.43,1.37,0.96,1.37,1.03,1.06,0.9,0.75,0.0,0.77,0.76,0.66,0.67,0.66,0.53,0.59,0.42,0.42,0.43,0.51,0.4,0.33,0.31,0.32,0.24,0.27,0.25,0.23,0.26,0.19,0.26,0.18,0.16,0.17,0.23,0.14,0.14,0.11,0.11,0.12,0.09,0.09,0.1,0.1,0.1,0.1,0.08,0.07,0.08,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.01,0.0,0.0,0.0,100.04999999999998
08/27/2021,11.31,10.87,6.92,6.23,5.02,4.6,3.78,3.75,2.78,2.69,2.39,2.67,2.33,2.82,2.32,2.1,1.32,1.43,1.76,1.47,1.42,1.36,0.97,1.36,1.04,1.05,0.9,0.73,0.0,0.76,0.77,0.65,0.67,0.65,0.53,0.59,0.42,0.4,0.43,0.5,0.41,0.31,0.31,0.33,0.25,0.27,0.25,0.23,0.26,0.19,0.26,0.17,0.15,0.16,0.23,0.15,0.14,0.11,0.11,0.12,0.1,0.09,0.11,0.11,0.1,0.1,0.09,0.07,0.08,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.01,0.0,0.0,0.0,100.03
08/30/2021,11.29,10.89,6.8,6.44,4.92,4.55,3.75,3.65,2.86,2.67,2.45,2.69,2.37,2.79,2.33,2.08,1.33,1.4,1.75,1.49,1.44,1.36,0.97,1.36,1.05,1.04,0.9,0.73,0.0,0.75,0.8,0.66,0.66,0.64,0.53,0.59,0.42,0.45,0.43,0.5,0.42,0.3,0.35,0.33,0.25,0.28,0.25,0.23,0.26,0.19,0.25,0.17,0.15,0.17,0.19,0.13,0.14,0.12,0.11,0.12,0.09,0.09,0.11,0.11,0.11,0.1,0.09,0.06,0.08,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.01,0.0,0.0,0.0,100.04
08/31/2021,11.4,10.88,6.78,6.48,4.91,4.67,3.74,3.7,2.86,2.65,2.47,2.67,2.34,2.82,2.32,2.12,1.28,1.37,1.82,1.47,1.42,1.35,0.96,1.34,1.04,1.03,0.9,0.73,0.0,0.74,0.85,0.65,0.66,0.63,0.53,0.61,0.4,0.41,0.44,0.5,0.41,0.3,0.33,0.32,0.24,0.27,0.24,0.22,0.25,0.18,0.25,0.17,0.16,0.16,0.17,0.14,0.14,0.12,0.11,0.12,0.06,0.09,0.11,0.1,0.11,0.1,0.09,0.06,0.08,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.01,0.0,0.0,0.0,100.04999999999998
09/01/2021,11.4,10.88,6.78,6.48,4.91,4.67,3.74,3.7,2.86,2.65,2.47,2.67,2.34,2.82,2.32,2.12,1.28,1.37,1.82,1.47,1.42,1.35,0.96,1.34,1.04,1.03,0.9,0.73,0.0,0.74,0.85,0.65,0.66,0.63,0.53,0.61,0.4,0.41,0.44,0.5,0.41,0.3,0.33,0.32,0.24,0.27,0.24,0.22,0.25,0.18,0.25,0.17,0.16,0.16,0.17,0.14,0.14,0.12,0.11,0.12,0.06,0.09,0.11,0.1,0.11,0.1,0.09,0.06,0.08,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.01,0.0,0.0,0.0,100.04999999999998
09/02/2021,11.39,10.85,6.82,6.52,4.92,4.68,3.73,3.69,2.82,2.63,2.47,2.68,2.33,2.84,2.32,2.1,1.27,1.36,1.65,1.47,1.41,1.34,0.98,1.37,1.06,1.03,0.91,0.73,0.0,0.73,0.85,0.65,0.66,0.64,0.53,0.62,0.4,0.45,0.44,0.52,0.43,0.29,0.34,0.32,0.25,0.27,0.24,0.22,0.26,0.18,0.24,0.16,0.16,0.16,0.16,0.15,0.14,0.11,0.11,0.12,0.06,0.09,0.12,0.1,0.11,0.1,0.09,0.06,0.08,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.01,0.0,0.0,0.0,99.99
09/03/2021,11.27,10.66,6.7,6.45,4.82,4.66,3.77,3.83,2.72,2.63,2.48,2.55,2.33,2.82,2.22,2.13,1.3,1.38,1.63,1.47,1.41,1.35,0.96,1.39,1.05,1.04,0.94,0.73,0.0,0.78,0.83,0.66,0.63,0.66,0.54,0.62,0.39,0.66,0.46,0.53,0.44,0.31,0.34,0.33,0.25,0.28,0.23,0.23,0.25,0.18,0.23,0.16,0.17,0.17,0.17,0.38,0.14,0.12,0.11,0.13,0.06,0.1,0.12,0.11,0.11,0.1,0.08,0.07,0.08,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.01,0.0,0.0,0.0,99.98
09/06/2021,11.26,10.88,6.68,6.48,4.75,4.67,3.74,3.72,2.73,2.6,2.48,2.56,2.35,2.82,2.21,2.13,1.33,1.39,1.68,1.47,1.42,1.35,0.96,1.36,1.05,1.05,0.94,0.72,0.0,0.77,0.8,0.65,0.63,0.66,0.55,0.62,0.42,0.69,0.44,0.52,0.43,0.32,0.34,0.32,0.25,0.28,0.24,0.23,0.24,0.18,0.23,0.16,0.16,0.17,0.17,0.37,0.14,0.12,0.11,0.12,0.06,0.1,0.12,0.1,0.11,0.11,0.08,0.07,0.08,0.16,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.86,0.01,0.0,0.0,0.0,100.02
09/07/2021,11.66,10.85,6.6,6.32,4.75,4.75,3.73,3.7,2.56,2.59,2.42,2.56,2.34,2.99,2.18,2.1,1.32,1.37,1.69,1.45,1.39,1.33,0.96,1.38,1.06,1.04,0.89,0.71,0.0,0.76,0.82,0.65,0.69,0.66,0.54,0.63,0.42,0.72,0.44,0.53,0.44,0.33,0.34,0.32,0.25,0.28,0.24,0.25,0.25,0.18,0.24,0.16,0.16,0.17,0.13,0.37,0.14,0.12,0.11,0.12,0.06,0.1,0.12,0.1,0.1,0.11,0.08,0.06,0.09,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.01,0.0,0.0,0.0,100.02
09/08/2021,11.66,10.85,6.6,6.32,4.75,4.75,3.73,3.7,2.56,2.59,2.42,2.56,2.34,2.99,2.18,2.1,1.32,1.37,1.69,1.45,1.39,1.33,0.96,1.38,1.06,1.04,0.89,0.71,0.0,0.76,0.82,0.65,0.69,0.66,0.54,0.63,0.42,0.72,0.44,0.53,0.44,0.33,0.34,0.32,0.25,0.28,0.24,0.25,0.25,0.18,0.24,0.16,0.16,0.17,0.13,0.37,0.14,0.12,0.11,0.12,0.06,0.1,0.12,0.1,0.1,0.11,0.08,0.06,0.09,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.01,0.0,0.0,0.0,100.02
09/09/2021,11.93,10.92,6.63,6.36,4.78,4.88,3.73,3.7,2.62,2.6,2.4,2.54,2.34,3.08,2.18,2.1,1.33,1.35,1.67,1.45,1.39,1.33,0.94,1.37,1.05,1.04,0.89,0.7,0.0,0.75,0.81,0.65,0.69,0.65,0.54,0.64,0.42,0.75,0.44,0.53,0.44,0.33,0.34,0.32,0.24,0.28,0.23,0.26,0.25,0.18,0.24,0.16,0.16,0.17,0.13,0.4,0.15,0.12,0.11,0.12,0.06,0.11,0.12,0.1,0.1,0.11,0.08,0.06,0.09,0.15,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.85,0.01,0.0,0.0,0.0,100.69
09/14/2021,11.97,10.9,6.51,6.37,4.44,5.13,3.66,3.65,2.6,2.54,2.36,2.57,2.31,3.1,2.18,2.05,1.26,1.31,1.62,1.42,1.37,1.31,0.9,1.35,1.03,1.03,0.84,0.65,0.0,0.77,0.82,0.62,0.84,0.65,0.54,0.61,0.44,0.8,0.44,0.53,0.46,0.37,0.33,0.32,0.25,0.27,0.22,0.24,0.26,0.18,0.24,0.15,0.16,0.16,0.13,0.37,0.16,0.12,0.11,0.13,0.06,0.1,0.12,0.1,0.09,0.1,0.08,0.05,0.09,0.15,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.88,0.02,0.0,0.01,0.0,100.0
09/15/2021,11.97,10.9,6.51,6.37,4.44,5.13,3.66,3.65,2.6,2.54,2.36,2.57,2.31,3.1,2.18,2.05,1.26,1.31,1.62,1.42,1.37,1.31,0.9,1.35,1.03,1.03,0.84,0.65,0.0,0.77,0.82,0.62,0.84,0.65,0.54,0.61,0.44,0.8,0.44,0.53,0.46,0.37,0.33,0.32,0.25,0.27,0.22,0.24,0.26,0.18,0.24,0.15,0.16,0.16,0.13,0.37,0.16,0.12,0.11,0.13,0.06,0.1,0.12,0.1,0.09,0.1,0.08,0.05,0.09,0.15,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.88,0.02,0.0,0.01,0.0,100.0
09/20/2021,12.46,10.85,6.43,6.45,4.62,5.15,3.75,3.47,2.47,2.57,2.42,2.39,2.36,2.95,2.04,2.12,1.19,1.24,1.6,1.41,1.38,1.32,0.9,1.31,1.13,1.04,0.81,0.65,0.0,0.76,0.85,0.62,0.85,0.67,0.54,0.61,0.44,0.76,0.42,0.51,0.42,0.39,0.31,0.32,0.27,0.27,0.23,0.22,0.28,0.18,0.24,0.15,0.15,0.16,0.13,0.34,0.16,0.12,0.12,0.16,0.05,0.09,0.13,0.11,0.1,0.09,0.07,0.05,0.09,0.15,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.88,0.02,0.0,0.0,0.0,100.0
