,AOT-R.BK,TRNFP.ME,UGR.,G9N.,384.HK,ASR,KEP,916.HK,1193.HK,CCRO3.SA,ENIA,270.HK,2883.HK,135.HK,G7A.,144.HK,EBR,CIG,152.HK,HKD,836.HK,SAJA.,1816.HK,956.HK,177.HK,1199.HK,576.HK,694.HK,1138.HK,006120.KS,548,HBCFT,XTSLA,USD,KRW,BRL,CZK,TRY,PHP,MYR,MXN,IDR,RUB,MESU1,UGP,PAC,OMAB,SBS,956,1138,548.HK,MESZ1,SUM
08/04/2021,8.26,7.75,6.01,5.82,5.43,4.99,4.75,4.97,4.49,3.87,3.32,3.44,2.62,2.92,2.91,2.59,2.44,2.17,2.03,0.2,2.62,2.0,1.94,2.01,1.8,1.69,1.71,1.49,0.0,1.1,0.0,0.06,0.13,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.0,99.99
08/05/2021,8.26,7.75,6.01,5.82,5.43,4.99,4.75,4.97,4.49,3.87,3.32,3.44,2.62,2.92,2.91,2.59,2.44,2.17,2.03,0.2,2.62,2.0,1.94,2.01,1.8,1.69,1.71,1.49,0.0,1.1,0.0,0.06,0.13,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.0,99.99
08/06/2021,8.28,7.61,5.85,5.81,5.58,4.92,4.76,5.15,4.44,3.79,3.25,3.46,2.62,2.86,2.88,2.69,2.42,2.17,2.04,0.2,2.81,2.02,1.92,2.06,1.77,1.73,1.74,1.42,0.0,1.09,0.0,0.06,0.13,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.97,0.0,99.98
08/10/2021,8.12,7.57,5.82,5.57,5.67,4.95,4.94,4.99,4.5,3.74,3.23,3.46,2.64,2.89,2.86,2.72,2.49,2.16,2.08,0.14,2.89,2.02,1.91,2.1,1.8,1.76,1.75,1.43,1.02,1.15,0.96,0.03,0.13,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/11/2021,8.12,7.57,5.82,5.57,5.67,4.95,4.94,4.99,4.5,3.74,3.23,3.46,2.64,2.89,2.86,2.72,2.49,2.16,2.08,0.14,2.89,2.02,1.91,2.1,1.8,1.76,1.75,1.43,1.02,1.15,0.96,0.03,0.13,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/13/2021,8.32,7.54,5.86,5.46,5.54,4.91,4.86,4.87,4.62,3.67,3.23,3.54,2.66,2.98,2.85,2.7,2.42,2.12,2.09,0.14,2.98,1.98,1.94,2.15,1.8,1.77,1.75,1.43,1.01,1.18,0.97,0.03,0.07,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/17/2021,8.17,7.76,5.28,5.86,5.66,4.93,4.78,4.76,4.58,3.51,3.33,3.46,2.75,3.21,2.97,2.72,2.35,2.12,2.15,0.08,2.98,1.9,1.96,2.27,1.78,1.86,1.77,1.44,1.04,1.12,0.97,0.03,0.26,0.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/18/2021,8.17,7.76,5.28,5.86,5.66,4.93,4.78,4.76,4.58,3.51,3.33,3.46,2.75,3.21,2.97,2.72,2.35,2.12,2.15,0.08,2.98,1.9,1.96,2.27,1.78,1.86,1.77,1.44,1.04,1.12,0.97,0.03,0.26,0.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/19/2021,8.22,7.8,5.3,5.83,5.66,4.92,4.77,4.61,4.63,3.54,3.28,3.49,2.76,3.19,2.99,2.74,2.28,2.09,2.15,0.08,2.99,1.92,1.96,2.3,1.8,1.89,1.77,1.46,1.05,1.12,0.97,0.03,0.26,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/20/2021,8.48,7.78,5.46,5.68,5.58,4.84,4.66,4.57,4.7,3.54,3.31,3.48,2.69,3.22,2.95,2.69,2.32,2.18,2.2,0.08,3.0,1.88,1.97,2.23,1.84,1.86,1.74,1.46,1.03,1.17,0.97,0.03,0.27,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/23/2021,8.74,7.75,5.15,5.7,5.54,4.88,4.6,4.58,4.72,3.6,3.29,3.52,2.64,3.26,2.92,2.68,2.28,2.22,2.19,0.08,3.0,1.84,1.98,2.19,1.89,1.9,1.76,1.5,1.04,1.14,0.99,0.03,0.2,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/24/2021,8.87,7.62,5.11,5.63,5.39,4.8,4.62,4.63,4.59,3.72,3.35,3.5,2.69,3.21,2.91,2.59,2.3,2.29,2.16,0.08,3.28,2.06,2.01,2.25,1.85,1.77,1.65,1.48,1.02,1.11,0.98,0.03,0.2,0.26,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/25/2021,8.87,7.62,5.11,5.63,5.39,4.8,4.62,4.63,4.59,3.72,3.35,3.5,2.69,3.21,2.91,2.59,2.3,2.29,2.16,0.08,3.28,2.06,2.01,2.25,1.85,1.77,1.65,1.48,1.02,1.11,0.98,0.03,0.2,0.26,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/26/2021,8.94,7.51,5.0,5.52,5.4,4.78,4.55,5.02,4.54,3.52,3.28,3.42,2.68,3.23,2.87,2.58,2.22,2.24,2.1,0.18,3.62,1.99,2.07,2.38,1.85,1.75,1.72,1.46,1.03,1.1,0.96,0.03,0.2,0.26,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/27/2021,8.98,7.48,5.15,5.56,5.19,4.88,4.57,5.01,4.38,3.66,3.28,3.34,2.74,3.24,2.86,2.66,2.31,2.38,2.08,0.18,3.48,2.01,2.0,2.29,1.83,1.79,1.71,1.42,1.02,1.08,0.96,0.03,0.19,0.26,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/30/2021,9.19,7.4,4.89,5.57,5.09,4.85,4.49,4.89,4.34,3.62,3.3,3.38,2.92,3.15,2.86,2.78,2.32,2.38,2.11,0.18,3.56,2.02,2.01,2.32,1.8,1.77,1.74,1.53,1.02,1.07,0.95,0.03,0.26,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
08/31/2021,9.16,7.45,4.93,5.79,5.09,4.89,4.53,4.77,4.36,3.71,3.29,3.35,2.84,3.27,2.89,2.76,2.31,2.43,2.05,0.18,3.41,2.07,1.94,2.24,1.76,1.82,1.73,1.48,1.02,1.05,0.95,0.03,0.26,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/01/2021,9.16,7.45,4.93,5.79,5.09,4.89,4.53,4.77,4.36,3.71,3.29,3.35,2.84,3.27,2.89,2.76,2.31,2.43,2.05,0.18,3.41,2.07,1.94,2.24,1.76,1.82,1.73,1.48,1.02,1.05,0.95,0.03,0.26,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/02/2021,9.22,7.29,4.87,5.61,5.0,4.84,4.41,5.4,4.25,3.64,3.22,3.28,2.89,3.34,2.84,2.79,2.24,2.4,2.0,0.17,3.6,2.03,1.91,2.41,1.74,1.88,1.74,1.53,1.02,1.03,0.93,0.03,0.25,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/03/2021,9.21,7.25,4.76,5.73,4.96,4.78,4.43,5.23,4.26,3.56,3.29,3.29,3.04,3.46,2.8,3.02,2.22,2.41,1.97,0.17,3.61,1.97,1.91,2.38,1.69,1.9,1.72,1.51,1.02,1.03,0.94,0.03,0.25,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/06/2021,8.92,7.33,4.7,5.69,5.03,4.85,4.39,5.18,4.22,3.43,3.11,3.52,2.97,3.57,2.82,3.1,2.15,2.43,1.98,0.22,3.73,2.0,1.97,2.46,1.68,1.85,1.72,1.54,1.02,1.02,0.94,0.02,0.25,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/07/2021,8.93,7.36,4.76,5.64,5.0,4.83,4.36,5.24,4.21,3.37,3.12,3.45,3.02,3.52,2.81,3.08,2.11,2.4,1.95,0.22,3.71,1.93,2.09,2.59,1.69,1.88,1.71,1.56,1.04,1.02,0.93,0.02,0.25,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/08/2021,8.93,7.36,4.76,5.64,5.0,4.83,4.36,5.24,4.21,3.37,3.12,3.45,3.02,3.52,2.81,3.08,2.11,2.4,1.95,0.22,3.71,1.93,2.09,2.59,1.69,1.88,1.71,1.56,1.04,1.02,0.0,0.02,0.25,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,100.0
09/09/2021,8.93,7.65,4.78,5.66,4.94,4.85,4.38,5.28,4.18,3.41,3.13,3.4,3.04,3.48,2.82,2.96,2.12,2.41,2.01,0.17,3.66,1.94,2.1,2.8,1.7,1.84,1.71,1.53,1.05,1.02,0.0,0.02,0.25,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,100.36
09/10/2021,8.8,7.56,4.76,5.73,4.87,4.92,4.29,5.24,4.13,3.36,3.07,3.29,3.1,3.51,2.78,2.99,2.13,2.35,2.16,0.16,3.73,1.93,2.09,2.91,1.67,1.83,1.69,1.52,1.05,1.0,0.0,0.02,0.24,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,99.99
09/13/2021,8.62,7.5,4.64,5.66,4.75,4.79,4.19,5.49,4.23,3.27,2.95,3.42,3.14,3.59,2.8,3.01,2.07,2.34,2.09,0.13,3.96,1.83,2.32,3.14,1.69,1.76,1.71,1.55,1.05,1.03,0.0,0.02,0.31,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,100.03
09/14/2021,8.55,7.56,4.57,5.78,4.78,4.85,4.23,5.48,4.19,3.31,2.92,3.41,3.12,3.66,2.81,3.05,2.07,2.32,2.13,0.13,3.77,1.83,2.33,2.98,1.69,1.76,1.69,1.58,1.07,1.04,0.0,0.02,0.31,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,99.98
09/15/2021,8.55,7.56,4.57,5.78,4.78,4.85,4.23,5.48,4.19,3.31,2.92,3.41,3.12,3.66,2.81,3.05,2.07,2.32,2.13,0.13,3.77,1.83,2.33,2.98,1.69,1.76,1.69,1.58,1.07,1.04,0.0,0.02,0.31,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,99.98
09/16/2021,8.61,7.65,4.78,5.68,4.69,4.75,4.3,5.34,4.08,3.28,2.97,3.33,3.16,3.62,2.78,3.01,2.14,2.38,2.1,0.24,3.74,1.89,2.43,2.98,1.67,1.76,1.68,1.52,1.14,1.08,0.0,0.02,0.31,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,100.05
09/17/2021,8.71,7.67,4.67,5.68,4.84,4.79,4.31,5.24,4.1,3.31,2.98,3.33,3.09,3.68,2.76,3.02,2.18,2.4,2.15,0.24,3.79,1.9,2.35,2.84,1.68,1.76,1.66,1.49,1.11,1.06,0.0,0.02,0.06,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,99.98
09/20/2021,8.76,7.92,4.66,5.8,4.83,4.82,4.41,5.17,4.23,3.23,2.97,3.3,3.05,3.59,2.82,3.04,2.15,2.43,2.09,0.24,3.59,1.92,2.23,2.92,1.67,1.79,1.64,1.38,1.1,1.08,0.0,0.03,0.13,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,100.03
09/21/2021,8.66,7.78,4.53,5.71,4.92,4.96,4.41,5.38,4.25,3.21,2.88,3.3,3.03,3.68,2.78,3.04,2.15,2.41,2.04,0.24,3.7,1.9,2.23,3.09,1.64,1.87,1.53,1.38,1.08,1.07,0.0,0.03,0.13,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,100.01
09/22/2021,8.66,7.78,4.53,5.71,4.92,4.96,4.41,5.38,4.25,3.21,2.88,3.3,3.03,3.68,2.78,3.04,2.15,2.41,2.04,0.24,3.7,1.9,2.23,3.09,1.64,1.87,1.53,1.38,1.08,1.07,0.0,0.03,0.13,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,100.01
09/23/2021,8.7,7.66,4.47,5.72,4.92,4.83,4.44,5.36,4.32,3.26,2.96,3.25,2.99,3.58,2.8,3.03,2.15,2.43,2.04,0.25,3.69,1.97,2.27,3.14,1.65,1.89,1.57,1.38,1.06,1.09,0.0,0.03,0.13,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,100.04
09/24/2021,8.71,7.56,4.59,5.67,4.83,4.81,4.36,5.55,4.42,3.25,2.89,3.25,2.95,3.55,2.73,3.01,2.18,2.47,2.0,0.24,3.77,1.96,2.27,3.12,1.61,1.93,1.57,1.43,1.08,1.07,0.0,0.03,0.13,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,100.0
09/27/2021,8.47,7.38,4.94,5.65,4.81,4.83,4.29,5.65,4.11,3.29,2.93,3.12,2.91,3.31,2.7,3.0,2.15,2.39,1.96,0.24,4.16,1.95,2.46,3.52,1.63,1.9,1.54,1.41,1.06,1.02,0.0,0.02,0.12,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,99.97
09/28/2021,8.54,7.38,4.88,5.63,4.59,4.95,4.25,5.79,3.67,3.27,2.89,3.1,3.02,3.2,2.72,2.95,2.17,2.41,2.0,0.29,4.2,1.99,2.41,3.71,1.63,1.89,1.56,1.43,1.06,1.01,0.0,0.02,0.12,0.27,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,99.99
09/29/2021,8.54,7.38,4.88,5.63,4.59,4.95,4.25,5.79,3.67,3.27,2.89,3.1,3.02,3.2,2.72,2.95,2.17,2.41,2.0,0.29,4.2,1.99,2.41,3.71,1.63,1.89,1.56,1.43,1.06,1.01,0.0,0.02,0.12,0.27,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,99.99
09/30/2021,8.51,7.41,4.81,0.0,4.58,5.04,4.29,5.94,3.63,3.29,2.89,2.98,3.06,3.23,2.76,2.91,2.19,2.45,1.98,0.29,4.16,2.0,2.55,3.44,1.62,1.89,1.56,1.43,1.09,1.01,0.0,0.02,0.12,0.27,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,0.93,0.0,100.01
10/01/2021,8.35,7.31,4.59,5.58,4.71,4.89,4.13,6.21,3.55,3.14,2.78,2.98,3.39,3.38,2.7,2.97,2.12,2.37,1.96,0.29,4.4,1.94,2.61,3.47,1.61,1.97,1.56,1.42,1.25,1.0,0.0,0.02,0.12,0.26,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,99.98
10/21/2021,10.47,7.14,4.26,6.43,5.07,5.51,3.83,5.29,3.51,3.61,1.82,2.87,3.72,2.65,2.47,3.29,2.07,2.37,2.31,0.16,3.42,1.87,2.21,3.08,1.72,1.97,1.68,1.5,1.4,1.04,0.0,0.02,0.12,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,100.02
10/22/2021,10.33,7.13,3.96,6.53,5.11,5.53,3.87,5.66,3.49,3.45,1.82,2.87,3.72,2.66,2.44,3.33,1.97,2.25,2.33,0.16,3.49,1.78,2.27,3.24,1.73,1.99,1.72,1.46,1.37,1.04,0.0,0.02,0.19,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,99.99
10/25/2021,10.4,7.21,3.83,6.52,4.85,5.71,3.93,5.78,3.62,3.36,1.78,2.91,3.66,2.71,2.48,3.34,1.82,2.1,2.32,0.16,3.54,1.72,2.3,3.26,1.74,2.04,1.74,1.46,1.37,1.02,0.0,0.02,0.19,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,99.98
10/26/2021,10.54,7.29,3.75,6.48,4.84,5.68,3.96,5.75,3.69,3.24,1.82,2.95,3.62,2.75,2.5,3.34,1.81,2.07,2.38,0.17,3.45,1.71,2.26,3.21,1.77,2.02,1.78,1.49,1.35,1.02,0.0,0.03,0.19,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,100.01999999999998
10/27/2021,10.54,7.29,3.75,6.48,4.84,5.68,3.96,5.75,3.69,3.24,1.82,2.95,3.62,2.75,2.5,3.34,1.81,2.07,2.38,0.17,3.45,1.71,2.26,3.21,1.77,2.02,1.78,1.49,1.35,1.02,0.0,0.03,0.19,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,100.01999999999998
10/28/2021,10.35,7.26,3.79,6.36,4.74,5.53,3.93,6.15,3.71,3.37,1.83,2.88,3.6,2.79,2.45,3.27,1.87,2.1,2.31,0.16,3.56,1.74,2.31,3.28,1.74,2.02,1.75,1.47,1.34,1.03,0.0,0.02,0.19,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,99.97
10/29/2021,10.33,7.45,3.7,6.41,4.6,5.52,3.96,6.15,3.71,3.29,1.87,2.9,3.63,2.85,2.45,3.32,1.87,2.11,2.32,0.17,3.45,1.72,2.3,3.22,1.75,2.07,1.76,1.51,1.33,1.04,0.0,0.03,0.19,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,100.0
11/01/2021,10.38,7.26,3.72,6.38,4.78,5.67,3.97,6.14,3.74,3.31,1.81,2.86,3.58,2.85,2.44,3.3,1.86,2.03,2.25,0.17,3.87,1.75,2.2,3.17,1.71,2.04,1.74,1.5,1.21,1.02,0.0,0.03,0.19,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,99.99
11/02/2021,10.47,7.09,3.64,6.41,4.88,5.75,3.91,6.19,3.83,3.28,1.74,2.92,3.82,2.88,2.43,3.32,1.75,2.02,2.25,0.17,3.85,1.71,2.19,2.9,1.72,2.07,1.76,1.5,1.24,1.02,0.0,0.03,0.19,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,100.0
11/03/2021,10.47,7.09,3.64,6.41,4.88,5.75,3.91,6.19,3.83,3.28,1.74,2.92,3.82,2.88,2.43,3.32,1.75,2.02,2.25,0.17,3.85,1.71,2.19,2.9,1.72,2.07,1.76,1.5,1.24,1.02,0.0,0.03,0.19,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,100.0
