,857 HK,386 HK,1088 HK,1171 HK,2883 HK,000983 C2,601699 C1,002353 C2,WPL.AX,600256 C1,900948.SZ,601872 C1,601225 C1,934.HK,000723 C2,600026 C1,600583 C1,600188 C1,CASH,601857 C1,601088 C1,600028 C1,900948.SS,857.HK,1171.HK,SNPMF,1088.HK,2883.HK,601699.SS,000983.SZ,000723.SZ,600256.SS,002353.SZ,601225.SS,601872.SS,600583.SS,600026.SS,600188.SS,601857.SS,600028.SS,601088.SS,7342.T,Cash,B 08/12/21,n/a,1605.T,B 0 08/12/21,SUM
07/28/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0,0.0,0.0,0.0,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,9.52,8.28,8.1,7.78,6.32,5.83,5.48,5.33,5.14,5.01,4.39,4.1,3.85,3.7,3.53,0.46,0.42,0.38,0.0,-1.4,0.0,0.0,0.0,0.0,100.0
07/29/2021,9.25,7.88,7.74,8.21,6.01,5.65,5.69,4.97,4.42,5.21,0.0,3.94,4.39,4.27,5.09,3.57,3.81,3.37,0.39,0.45,0.37,0.41,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/30/2021,9.4,8.0,7.66,7.98,5.96,5.76,5.62,4.89,4.54,5.52,0.0,3.91,4.28,4.22,4.77,3.57,3.82,3.56,0.39,0.46,0.37,0.41,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/02/2021,9.37,7.93,7.68,8.03,5.98,5.86,5.56,4.66,4.43,5.69,0.0,3.84,4.3,4.27,4.83,3.54,3.79,3.69,-11.0,0.45,0.37,0.41,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.38,0.0,0.0,0.0,100.0
08/03/2021,9.37,7.93,7.68,8.03,5.98,5.86,5.56,4.66,4.43,5.69,0.0,3.84,4.3,4.27,4.83,3.54,3.79,3.69,-11.0,0.45,0.37,0.41,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.38,0.0,0.0,0.0,100.0
08/04/2021,9.31,7.9,7.67,7.75,5.88,6.21,5.71,4.54,4.36,5.75,0.0,3.81,4.45,4.25,4.96,3.36,3.78,3.72,-11.0,0.45,0.37,0.41,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.38,0.0,0.0,0.0,100.0
08/05/2021,9.45,7.97,7.75,7.73,6.02,5.82,5.67,4.58,4.41,5.87,0.0,3.92,4.3,4.3,5.09,3.41,3.8,3.35,-10.98,0.45,0.37,0.41,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.35,0.0,0.0,0.0,99.96
08/06/2021,9.57,8.11,7.87,7.64,6.05,5.5,5.47,4.58,4.43,5.78,0.0,4.06,4.28,4.39,5.09,3.49,3.87,3.28,0.38,0.45,0.38,0.42,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/10/2021,9.18,7.95,7.79,7.33,5.83,5.58,5.58,4.5,4.34,6.88,0.0,3.9,4.24,4.28,5.7,3.34,3.78,3.3,0.0,0.44,0.38,0.41,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,100.00999999999998
08/11/2021,9.02,7.77,7.69,7.22,5.75,5.97,5.74,4.41,4.29,6.93,0.0,3.83,4.25,4.16,6.14,3.28,3.72,3.39,0.0,0.43,0.37,0.4,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,100.0
08/13/2021,9.12,7.82,7.82,7.02,5.83,5.96,5.73,4.61,4.25,6.33,0.0,3.84,4.23,4.17,6.8,3.29,3.77,3.19,0.0,0.43,0.37,0.4,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,100.01000000000002
08/16/2021,9.24,7.72,7.61,7.08,5.74,5.72,6.56,4.32,4.11,6.48,0.0,3.78,4.23,4.07,6.91,3.26,3.65,3.48,0.0,0.42,0.36,0.39,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,99.98
08/17/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,9.32,7.15,7.78,7.67,5.79,6.61,5.77,6.98,6.54,4.36,4.27,3.82,3.68,3.29,3.51,0.42,0.39,0.37,0.0,0.0,0.0,-0.78,0.0,0.0,100.00000000000004
08/18/2021,9.2,7.65,7.62,6.86,5.78,5.75,6.41,4.35,4.19,6.45,0.0,3.82,4.2,4.06,7.19,3.29,3.65,3.43,0.0,0.42,0.37,0.39,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,100.0
08/19/2021,9.05,7.7,7.69,6.75,5.73,5.71,6.03,4.56,3.95,6.81,0.0,3.78,4.21,4.08,7.86,3.26,3.63,3.14,0.0,0.42,0.36,0.39,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,100.0
08/20/2021,9.01,7.82,7.81,6.69,5.74,5.91,5.93,4.42,3.96,6.4,0.0,3.87,4.22,4.21,7.68,3.32,3.68,3.16,0.0,0.43,0.37,0.4,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,100.0
08/23/2021,8.82,7.85,7.88,6.55,5.73,6.06,5.93,4.22,3.79,6.75,0.0,3.99,4.24,4.27,7.19,3.35,3.84,3.27,0.0,0.43,0.37,0.4,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,100.01
08/24/2021,8.82,7.85,7.88,6.55,5.73,6.06,5.93,4.22,3.79,6.75,0.0,3.99,4.24,4.27,7.19,3.35,3.84,3.27,0.0,0.43,0.37,0.4,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,100.01
08/25/2021,8.66,7.76,7.81,6.38,5.91,6.18,5.91,4.2,3.83,6.86,0.0,3.95,4.18,4.27,7.18,3.44,3.89,3.32,0.0,0.43,0.37,0.41,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,100.0
08/26/2021,8.59,7.63,7.84,6.5,5.8,6.58,5.89,4.15,3.73,7.3,0.0,3.9,4.19,4.1,7.16,3.32,3.83,3.31,0.0,0.42,0.37,0.4,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,100.0
08/27/2021,8.56,7.5,7.78,6.7,5.92,6.52,5.87,4.2,3.83,7.45,0.0,3.9,4.23,4.12,6.99,3.28,3.77,3.24,0.0,0.42,0.37,0.39,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,100.02
08/30/2021,8.29,7.11,7.63,7.03,6.0,6.85,6.17,3.95,3.66,7.05,0.0,3.83,4.33,4.0,7.54,3.2,3.67,3.52,0.0,0.41,0.36,0.38,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,99.99
08/31/2021,8.29,7.11,7.63,7.03,6.0,6.85,6.17,3.95,3.66,7.05,0.0,3.83,4.33,4.0,7.54,3.2,3.67,3.52,0.0,0.41,0.36,0.38,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,99.99
09/01/2021,8.31,7.16,7.66,7.3,5.86,6.75,6.04,3.89,3.57,6.98,0.0,3.97,4.25,4.0,7.38,3.18,3.69,3.85,0.0,0.42,0.36,0.38,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,99.98
09/02/2021,8.39,7.28,7.55,7.43,5.88,6.48,5.94,3.77,3.49,7.46,0.0,3.82,4.38,3.86,7.33,3.06,3.64,4.05,0.0,0.42,0.36,0.38,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,99.96999999999998
09/03/2021,8.18,7.86,8.38,7.8,7.32,5.14,4.73,3.89,3.92,5.12,0.0,4.06,4.63,3.94,4.28,3.54,3.69,3.27,0.0,0.41,0.43,0.4,4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.94,0.0,100.01
09/06/2021,8.09,7.78,8.11,8.04,7.07,5.46,4.57,4.12,3.94,5.4,0.0,4.07,5.0,3.94,4.11,3.54,3.67,3.37,0.0,0.4,0.42,0.39,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,3.89,0.0,100.01000000000002
09/08/2021,8.22,7.97,8.17,8.22,7.18,5.22,4.31,4.07,3.96,5.51,0.0,4.28,4.95,3.93,3.82,3.67,3.64,3.24,0.0,0.41,0.42,0.4,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,3.92,0.0,100.0
09/09/2021,8.22,7.97,8.17,8.22,7.18,5.22,4.31,4.07,3.96,5.51,0.0,4.28,4.95,3.93,3.82,3.67,3.64,3.24,0.0,0.41,0.42,0.4,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,3.92,0.0,100.0
09/10/2021,7.92,7.71,8.22,8.47,7.14,5.76,4.49,4.21,3.73,5.56,0.0,4.21,5.11,3.79,3.72,3.57,3.65,3.22,0.0,0.39,0.42,0.39,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,3.74,0.0,100.0
09/13/2021,7.2,7.1,8.05,8.54,6.9,6.44,4.78,4.27,3.49,5.31,0.0,4.12,5.1,3.72,3.88,3.53,3.64,3.08,0.0,0.39,0.42,0.39,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,3.65,0.0,99.99
09/14/2021,7.2,7.1,8.05,8.54,6.9,6.44,4.78,4.27,3.49,5.31,0.0,4.12,5.1,3.72,3.88,3.53,3.64,3.08,0.0,0.39,0.42,0.39,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,3.65,0.0,99.99
09/15/2021,7.43,7.27,8.12,8.12,6.91,6.06,4.85,4.11,3.55,6.12,0.0,4.29,4.91,3.85,3.77,3.6,3.57,3.43,0.0,0.39,0.44,0.39,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,3.71,0.0,100.0
09/16/2021,7.5,7.17,8.12,8.46,6.75,6.06,5.07,3.98,3.47,6.48,0.0,4.45,5.14,3.89,3.61,3.65,3.58,3.63,0.0,0.39,0.45,0.38,4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,3.61,0.0,100.02
09/17/2021,7.94,7.25,8.05,8.31,6.68,5.71,4.8,4.22,3.74,6.19,0.0,4.55,5.09,3.92,3.54,3.61,3.6,3.82,0.0,0.41,0.45,0.38,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,3.67,0.0,100.01999999999998
09/20/2021,8.1,7.26,7.87,8.13,6.54,5.41,4.71,4.4,3.75,6.3,0.0,4.58,5.18,3.72,3.51,3.64,3.79,3.97,0.0,0.42,0.44,0.37,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,3.68,0.0,100.02
09/21/2021,8.1,7.26,7.87,8.13,6.54,5.41,4.71,4.4,3.75,6.3,0.0,4.58,5.18,3.72,3.51,3.64,3.79,3.97,0.0,0.42,0.44,0.37,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,3.68,0.0,100.02
09/22/2021,8.38,7.43,7.87,7.85,6.69,5.2,4.38,4.72,3.89,6.43,0.0,4.58,4.97,3.78,3.29,3.73,3.82,3.68,0.0,0.43,0.43,0.38,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,3.8,0.0,99.98000000000005
09/23/2021,8.25,7.42,7.74,7.65,6.57,5.27,4.44,4.78,3.84,6.52,0.0,4.64,5.04,3.7,3.34,3.78,3.86,3.73,0.0,0.43,0.43,0.38,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,3.87,0.0,99.99000000000002
09/24/2021,8.3,7.48,7.82,7.53,6.59,5.25,4.43,4.77,3.88,6.5,0.0,4.63,5.02,3.71,3.33,3.77,3.85,3.72,0.0,0.43,0.43,0.38,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,3.86,0.0,99.99
09/27/2021,8.2,7.39,7.78,7.6,6.54,5.39,4.42,4.82,3.96,6.0,0.0,4.9,5.33,3.69,3.29,3.85,3.73,3.73,0.0,0.44,0.46,0.39,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,3.73,0.0,100.0
09/28/2021,8.2,7.39,7.78,7.6,6.54,5.39,4.42,4.82,3.96,6.0,0.0,4.9,5.33,3.69,3.29,3.85,3.73,3.73,0.0,0.44,0.46,0.39,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,3.73,0.0,100.0
09/29/2021,8.54,7.52,7.65,7.13,6.97,5.09,4.26,4.79,4.15,6.05,0.0,4.95,4.98,3.8,3.28,3.89,3.83,3.5,0.0,0.45,0.44,0.39,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,3.98,0.0,99.99
09/30/2021,8.62,7.52,7.66,7.4,6.98,4.87,4.2,4.88,4.29,5.98,0.0,4.68,5.0,3.73,3.09,3.9,3.81,3.54,0.0,0.47,0.44,0.38,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,4.14,0.0,100.0
10/01/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,9.31,7.75,7.9,7.67,5.88,5.71,6.21,4.96,5.75,4.54,4.45,3.81,3.78,3.36,3.72,0.45,0.41,0.37,0.0,0.0,0.0,0.0,0.0,11.38,111.0
10/04/2021,8.04,7.32,8.07,7.63,7.25,4.82,4.07,4.66,4.32,6.48,0.0,4.7,4.89,3.72,3.02,4.17,3.55,3.39,0.0,0.44,0.44,0.37,4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,4.1,0.0,99.99
