,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,JPM,JNJ,UNH,HD,PG,DIS,BAC,XOM,CMCSA,NFLX,VZ,PFE,KO,ABT,T,PEP,CVX,ABBV,TMO,NKE,MRK,WMT,WFC,LLY,COST,MCD,DHR,MDT,PM,HON,UPS,LIN,BMY,UNP,C,NEE,AMGN,LOW,MS,SBUX,BA,RTX,GS,BLK,AMT,TGT,CAT,GE,MMM,DE,CVS,SCHW,ISRG,AXP,CHTR,SPGI,ANTM,BKNG,LMT,ZTS,PLD,MO,MDLZ,GILD,SYK,TMUS,CCI,COP,CI,TJX,PNC,USB,CME,DUK,GM,TFC,ATVI,EL,CSX,FDX,MMC,EQIX,CB,BDX,COF,ILMN,CL,ICE,NSC,SHW,ITW,EW,SO,APD,Cash,BSX,ETN,D,MCO,F,REGN,EMR,PGR,HUM,TWTR,HCA,WM,NOC,FCX,IDXX,AON,VRTX,BIIB,ECL,DG,NEM,ROP,JCI,EOG,DOW,IQV,PSA,KMB,EBAY,TROW,A,LHX,SLB,MET,CMG,ROST,TT,MSCI,ALGN,EXC,GD,SPG,APTV,DLR,INFO,CNC,AEP,SRE,DXCM,BK,EA,DD,AIG,ALXN,PPG,PRU,ORLY,BAX,SYY,CARR,PH,STZ,ALL,MPC,TRV,PXD,WBA,PSX,IFF,GIS,MAR,DFS,RMD,CMI,KMI,XEL,SBAC,TDG,MTD,YUM,WELL,CTAS,MNST,ADM,AFL,ROK,HLT,ZBH,SWK,FRC,OTIS,CTVA,WMB,AZO,VLO,LUV,AME,PCAR,PEG,MRNA,CBRE,AVB,MCK,FAST,DHI,VRSK,n/a,SIVB,KR,AMP,STT,EFX,AWK,WST,NUE,AJG,MTCH,WEC,ES,ETSY,WLTW,CPRT,O,ODFL,SUM
10/11/2021,5.33,2.9,3.12,2.92,1.94,2.37,1.88,1.57,1.41,1.32,1.27,1.19,1.21,0.95,0.97,1.03,0.82,0.89,0.77,0.77,0.71,0.8,0.75,0.72,0.85,0.72,0.77,0.73,0.72,0.68,0.74,0.68,0.71,0.63,0.55,0.55,0.49,0.57,0.48,0.51,0.54,0.59,0.44,0.54,0.53,0.49,0.46,0.5,0.49,0.45,0.45,0.42,0.4,0.43,0.38,0.36,0.41,0.42,0.45,0.42,0.35,0.39,0.34,0.39,0.32,0.35,0.35,0.32,0.31,0.32,0.33,0.27,0.28,0.35,0.26,0.29,0.32,0.31,0.27,0.29,0.3,0.3,0.22,0.27,0.27,0.2,0.29,0.26,0.29,0.26,0.28,0.22,0.23,0.26,0.24,0.26,0.23,0.25,0.24,0.22,0.0,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.19,0.19,0.22,0.22,0.21,0.19,0.2,0.24,0.17,0.16,0.2,0.19,0.16,0.17,0.18,0.18,0.16,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.16,0.17,0.2,0.14,0.16,0.18,0.18,0.18,0.17,0.16,0.16,0.15,0.18,0.14,0.15,0.15,0.19,0.16,0.14,0.14,0.18,0.0,0.13,0.15,0.15,0.15,0.16,0.17,0.14,0.14,0.14,0.15,0.15,0.16,0.13,0.13,0.13,0.14,0.16,0.14,0.14,0.0,0.0,0.13,0.14,0.0,0.12,0.14,0.13,0.13,0.0,0.13,0.0,0.13,0.15,0.0,0.0,0.13,0.13,0.0,0.12,0.14,0.0,0.12,0.0,0.0,0.0,0.4,0.12,0.12,0.12,0.0,0.0,0.0,0.19,0.14,0.0,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,84.94999999999999
10/12/2021,5.31,2.91,3.13,2.94,1.95,2.35,1.88,1.57,1.42,1.31,1.27,1.19,1.21,0.97,0.93,1.04,0.81,0.88,0.78,0.78,0.71,0.8,0.77,0.73,0.85,0.72,0.75,0.74,0.73,0.69,0.74,0.68,0.7,0.62,0.55,0.55,0.49,0.57,0.47,0.52,0.54,0.58,0.44,0.54,0.54,0.48,0.46,0.5,0.49,0.45,0.44,0.42,0.4,0.42,0.38,0.36,0.41,0.43,0.44,0.42,0.33,0.38,0.35,0.39,0.32,0.35,0.35,0.32,0.31,0.31,0.33,0.26,0.27,0.37,0.26,0.29,0.32,0.31,0.27,0.28,0.31,0.3,0.22,0.27,0.27,0.2,0.29,0.25,0.3,0.25,0.28,0.22,0.24,0.27,0.24,0.26,0.23,0.25,0.24,0.22,0.0,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.19,0.19,0.22,0.22,0.22,0.18,0.19,0.24,0.17,0.16,0.2,0.19,0.16,0.17,0.18,0.19,0.16,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.16,0.17,0.2,0.14,0.15,0.18,0.18,0.17,0.17,0.16,0.17,0.15,0.18,0.14,0.15,0.15,0.19,0.16,0.15,0.14,0.18,0.0,0.13,0.16,0.15,0.15,0.16,0.16,0.14,0.14,0.14,0.15,0.15,0.16,0.13,0.13,0.13,0.14,0.16,0.14,0.14,0.13,0.13,0.0,0.14,0.0,0.12,0.14,0.13,0.13,0.0,0.13,0.12,0.13,0.15,0.0,0.0,0.13,0.13,0.12,0.13,0.14,0.0,0.12,0.0,0.0,0.0,0.4,0.0,0.12,0.12,0.0,0.0,0.13,0.19,0.15,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,84.96
10/13/2021,5.31,2.91,3.13,2.94,1.95,2.35,1.88,1.57,1.42,1.31,1.27,1.19,1.21,0.97,0.93,1.04,0.81,0.88,0.78,0.78,0.71,0.8,0.77,0.73,0.85,0.72,0.75,0.74,0.73,0.69,0.74,0.68,0.7,0.62,0.55,0.55,0.49,0.57,0.47,0.52,0.54,0.58,0.44,0.54,0.54,0.48,0.46,0.5,0.49,0.45,0.44,0.42,0.4,0.42,0.38,0.36,0.41,0.43,0.44,0.42,0.33,0.38,0.35,0.39,0.32,0.35,0.35,0.32,0.31,0.31,0.33,0.26,0.27,0.37,0.26,0.29,0.32,0.31,0.27,0.28,0.31,0.3,0.22,0.27,0.27,0.2,0.29,0.25,0.3,0.25,0.28,0.22,0.24,0.27,0.24,0.26,0.23,0.25,0.24,0.22,0.0,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.19,0.19,0.22,0.22,0.22,0.18,0.19,0.24,0.17,0.16,0.2,0.19,0.16,0.17,0.18,0.19,0.16,0.17,0.17,0.17,0.18,0.16,0.17,0.17,0.16,0.17,0.2,0.14,0.15,0.18,0.18,0.17,0.17,0.16,0.17,0.15,0.18,0.14,0.15,0.15,0.19,0.16,0.15,0.14,0.18,0.0,0.13,0.16,0.15,0.15,0.16,0.16,0.14,0.14,0.14,0.15,0.15,0.16,0.13,0.13,0.13,0.14,0.16,0.14,0.14,0.13,0.13,0.0,0.14,0.0,0.12,0.14,0.13,0.13,0.0,0.13,0.12,0.13,0.15,0.0,0.0,0.13,0.13,0.12,0.13,0.14,0.0,0.12,0.0,0.0,0.0,0.4,0.0,0.12,0.12,0.0,0.0,0.13,0.19,0.15,0.0,0.12,0.0,0.12,0.12,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,84.96
10/14/2021,5.28,2.89,3.14,2.93,1.94,2.39,1.86,1.57,1.42,1.33,1.29,1.18,1.21,0.97,0.89,1.04,0.8,0.88,0.78,0.77,0.69,0.8,0.77,0.73,0.85,0.72,0.75,0.74,0.72,0.69,0.74,0.68,0.71,0.62,0.55,0.55,0.49,0.57,0.47,0.52,0.54,0.57,0.44,0.55,0.53,0.49,0.46,0.5,0.49,0.45,0.44,0.42,0.39,0.42,0.38,0.35,0.41,0.43,0.44,0.42,0.33,0.39,0.35,0.39,0.33,0.35,0.35,0.32,0.31,0.32,0.32,0.25,0.27,0.37,0.26,0.28,0.32,0.31,0.27,0.28,0.31,0.3,0.22,0.27,0.27,0.2,0.3,0.26,0.3,0.25,0.28,0.22,0.24,0.27,0.24,0.26,0.23,0.25,0.24,0.22,0.0,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.18,0.22,0.22,0.22,0.19,0.19,0.25,0.17,0.16,0.2,0.19,0.16,0.18,0.18,0.19,0.16,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.17,0.18,0.19,0.14,0.15,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.18,0.14,0.15,0.15,0.19,0.16,0.15,0.14,0.18,0.0,0.13,0.16,0.15,0.15,0.16,0.16,0.14,0.14,0.14,0.15,0.15,0.16,0.13,0.13,0.13,0.14,0.16,0.14,0.14,0.12,0.13,0.0,0.14,0.0,0.12,0.13,0.13,0.13,0.0,0.13,0.13,0.13,0.15,0.0,0.0,0.13,0.13,0.12,0.13,0.14,0.12,0.0,0.0,0.0,0.0,0.4,0.12,0.12,0.12,0.0,0.0,0.13,0.19,0.15,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,84.9
10/15/2021,5.28,2.89,3.14,2.93,1.94,2.39,1.86,1.57,1.42,1.33,1.29,1.18,1.21,0.97,0.89,1.04,0.8,0.88,0.78,0.77,0.69,0.8,0.77,0.73,0.85,0.72,0.75,0.74,0.72,0.69,0.74,0.68,0.71,0.62,0.55,0.55,0.49,0.57,0.47,0.52,0.54,0.57,0.44,0.55,0.53,0.49,0.46,0.5,0.49,0.45,0.44,0.42,0.39,0.42,0.38,0.35,0.41,0.43,0.44,0.42,0.33,0.39,0.35,0.39,0.33,0.35,0.35,0.32,0.31,0.32,0.32,0.25,0.27,0.37,0.26,0.28,0.32,0.31,0.27,0.28,0.31,0.3,0.22,0.27,0.27,0.2,0.3,0.26,0.3,0.25,0.28,0.22,0.24,0.27,0.24,0.26,0.23,0.25,0.24,0.22,0.0,0.22,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.2,0.18,0.22,0.22,0.22,0.19,0.19,0.25,0.17,0.16,0.2,0.19,0.16,0.18,0.18,0.19,0.16,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.17,0.18,0.19,0.14,0.15,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.18,0.14,0.15,0.15,0.19,0.16,0.15,0.14,0.18,0.0,0.13,0.16,0.15,0.15,0.16,0.16,0.14,0.14,0.14,0.15,0.15,0.16,0.13,0.13,0.13,0.14,0.16,0.14,0.14,0.12,0.13,0.0,0.14,0.0,0.12,0.13,0.13,0.13,0.0,0.13,0.13,0.13,0.15,0.0,0.0,0.13,0.13,0.12,0.13,0.14,0.12,0.0,0.0,0.0,0.0,0.4,0.12,0.12,0.12,0.0,0.0,0.13,0.19,0.15,0.0,0.12,0.0,0.12,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,84.9
10/18/2021,5.29,2.87,3.14,2.94,1.92,2.43,1.79,1.55,1.45,1.34,1.28,1.16,1.22,0.96,0.91,1.03,0.79,0.86,0.78,0.76,0.67,0.81,0.77,0.71,0.84,0.74,0.73,0.73,0.68,0.69,0.73,0.67,0.7,0.61,0.57,0.55,0.51,0.59,0.47,0.53,0.53,0.59,0.43,0.56,0.54,0.48,0.44,0.49,0.49,0.47,0.45,0.44,0.39,0.41,0.38,0.34,0.41,0.43,0.44,0.41,0.33,0.39,0.35,0.39,0.33,0.35,0.37,0.33,0.31,0.31,0.32,0.26,0.27,0.36,0.25,0.28,0.32,0.3,0.27,0.29,0.31,0.3,0.22,0.27,0.28,0.21,0.3,0.26,0.3,0.26,0.27,0.22,0.24,0.26,0.25,0.26,0.23,0.25,0.25,0.23,0.0,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.19,0.2,0.18,0.22,0.22,0.21,0.2,0.2,0.25,0.17,0.16,0.2,0.19,0.17,0.18,0.19,0.19,0.16,0.17,0.18,0.17,0.18,0.17,0.17,0.18,0.17,0.17,0.2,0.14,0.15,0.18,0.16,0.18,0.17,0.17,0.17,0.15,0.18,0.13,0.15,0.15,0.2,0.16,0.14,0.14,0.18,0.0,0.14,0.15,0.16,0.15,0.15,0.17,0.14,0.14,0.14,0.16,0.14,0.16,0.13,0.13,0.14,0.14,0.16,0.14,0.14,0.13,0.13,0.13,0.13,0.0,0.12,0.14,0.13,0.13,0.12,0.13,0.13,0.13,0.15,0.0,0.0,0.14,0.13,0.12,0.13,0.14,0.12,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.12,0.12,0.0,0.13,0.2,0.15,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,84.92999999999999
10/19/2021,5.42,2.82,3.12,2.93,1.92,2.48,1.81,1.55,1.47,1.36,1.28,1.17,1.25,0.96,0.9,1.01,0.79,0.85,0.77,0.76,0.67,0.8,0.77,0.7,0.84,0.74,0.72,0.73,0.72,0.69,0.73,0.66,0.7,0.62,0.56,0.55,0.51,0.58,0.47,0.53,0.53,0.58,0.43,0.56,0.54,0.48,0.44,0.5,0.5,0.47,0.45,0.44,0.4,0.42,0.38,0.34,0.41,0.44,0.44,0.41,0.32,0.39,0.35,0.39,0.33,0.35,0.37,0.33,0.31,0.31,0.33,0.25,0.27,0.36,0.26,0.28,0.31,0.3,0.28,0.28,0.31,0.3,0.22,0.27,0.28,0.21,0.3,0.26,0.29,0.25,0.27,0.22,0.23,0.26,0.25,0.26,0.23,0.25,0.24,0.24,0.0,0.22,0.24,0.21,0.22,0.22,0.21,0.21,0.19,0.2,0.18,0.22,0.22,0.22,0.21,0.2,0.25,0.17,0.15,0.2,0.18,0.17,0.18,0.18,0.19,0.16,0.17,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.17,0.2,0.14,0.15,0.18,0.16,0.18,0.18,0.17,0.17,0.15,0.18,0.14,0.15,0.15,0.19,0.16,0.14,0.14,0.18,0.0,0.14,0.15,0.16,0.14,0.15,0.17,0.14,0.14,0.14,0.15,0.14,0.16,0.13,0.13,0.13,0.14,0.16,0.14,0.14,0.0,0.13,0.13,0.13,0.0,0.12,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.15,0.0,0.0,0.13,0.13,0.12,0.13,0.14,0.12,0.0,0.0,0.0,0.0,0.42,0.0,0.12,0.12,0.12,0.0,0.13,0.2,0.15,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,84.98
10/20/2021,5.42,2.82,3.12,2.93,1.92,2.48,1.81,1.55,1.47,1.36,1.28,1.17,1.25,0.96,0.9,1.01,0.79,0.85,0.77,0.76,0.67,0.8,0.77,0.7,0.84,0.74,0.72,0.73,0.72,0.69,0.73,0.66,0.7,0.62,0.56,0.55,0.51,0.58,0.47,0.53,0.53,0.58,0.43,0.56,0.54,0.48,0.44,0.5,0.5,0.47,0.45,0.44,0.4,0.42,0.38,0.34,0.41,0.44,0.44,0.41,0.32,0.39,0.35,0.39,0.33,0.35,0.37,0.33,0.31,0.31,0.33,0.25,0.27,0.36,0.26,0.28,0.31,0.3,0.28,0.28,0.31,0.3,0.22,0.27,0.28,0.21,0.3,0.26,0.29,0.25,0.27,0.22,0.23,0.26,0.25,0.26,0.23,0.25,0.24,0.24,0.0,0.22,0.24,0.21,0.22,0.22,0.21,0.21,0.19,0.2,0.18,0.22,0.22,0.22,0.21,0.2,0.25,0.17,0.15,0.2,0.18,0.17,0.18,0.18,0.19,0.16,0.17,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.17,0.2,0.14,0.15,0.18,0.16,0.18,0.18,0.17,0.17,0.15,0.18,0.14,0.15,0.15,0.19,0.16,0.14,0.14,0.18,0.0,0.14,0.15,0.16,0.14,0.15,0.17,0.14,0.14,0.14,0.15,0.14,0.16,0.13,0.13,0.13,0.14,0.16,0.14,0.14,0.0,0.13,0.13,0.13,0.0,0.12,0.14,0.13,0.13,0.12,0.13,0.12,0.13,0.15,0.0,0.0,0.13,0.13,0.12,0.13,0.14,0.12,0.0,0.0,0.0,0.0,0.42,0.0,0.12,0.12,0.12,0.0,0.13,0.2,0.15,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,84.98
10/21/2021,5.48,2.91,3.15,2.95,1.91,2.56,1.81,1.53,1.45,1.37,1.26,1.13,1.24,0.96,0.89,1.03,0.78,0.84,0.76,0.75,0.66,0.79,0.77,0.69,0.84,0.74,0.71,0.74,0.74,0.69,0.74,0.65,0.7,0.59,0.55,0.55,0.51,0.58,0.46,0.54,0.53,0.58,0.42,0.57,0.54,0.49,0.43,0.5,0.51,0.47,0.44,0.46,0.39,0.41,0.38,0.34,0.41,0.44,0.44,0.42,0.33,0.39,0.35,0.39,0.33,0.35,0.37,0.32,0.3,0.3,0.32,0.25,0.26,0.36,0.25,0.28,0.31,0.3,0.28,0.28,0.3,0.3,0.22,0.27,0.28,0.21,0.3,0.25,0.28,0.25,0.27,0.22,0.23,0.27,0.25,0.26,0.23,0.25,0.24,0.24,0.0,0.22,0.24,0.21,0.22,0.22,0.21,0.21,0.19,0.2,0.19,0.22,0.22,0.21,0.21,0.2,0.25,0.17,0.15,0.2,0.18,0.16,0.18,0.19,0.19,0.16,0.17,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.17,0.2,0.14,0.15,0.18,0.16,0.18,0.17,0.17,0.17,0.15,0.18,0.14,0.15,0.15,0.19,0.16,0.14,0.14,0.18,0.0,0.14,0.15,0.16,0.14,0.15,0.17,0.14,0.13,0.14,0.15,0.14,0.16,0.13,0.13,0.13,0.13,0.16,0.14,0.14,0.0,0.13,0.13,0.13,0.0,0.12,0.14,0.13,0.13,0.12,0.13,0.0,0.13,0.15,0.0,0.0,0.13,0.13,0.0,0.13,0.15,0.12,0.0,0.0,0.0,0.0,0.43,0.12,0.12,0.0,0.12,0.0,0.13,0.2,0.15,0.0,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,85.00999999999999
10/22/2021,5.48,2.91,3.15,2.95,1.91,2.56,1.81,1.53,1.45,1.37,1.26,1.13,1.24,0.96,0.89,1.03,0.78,0.84,0.76,0.75,0.66,0.79,0.77,0.69,0.84,0.74,0.71,0.74,0.74,0.69,0.74,0.65,0.7,0.59,0.55,0.55,0.51,0.58,0.46,0.54,0.53,0.58,0.42,0.57,0.54,0.49,0.43,0.5,0.51,0.47,0.44,0.46,0.39,0.41,0.38,0.34,0.41,0.44,0.44,0.42,0.33,0.39,0.35,0.39,0.33,0.35,0.37,0.32,0.3,0.3,0.32,0.25,0.26,0.36,0.25,0.28,0.31,0.3,0.28,0.28,0.3,0.3,0.22,0.27,0.28,0.21,0.3,0.25,0.28,0.25,0.27,0.22,0.23,0.27,0.25,0.26,0.23,0.25,0.24,0.24,0.0,0.22,0.24,0.21,0.22,0.22,0.21,0.21,0.19,0.2,0.19,0.22,0.22,0.21,0.21,0.2,0.25,0.17,0.15,0.2,0.18,0.16,0.18,0.19,0.19,0.16,0.17,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.17,0.2,0.14,0.15,0.18,0.16,0.18,0.17,0.17,0.17,0.15,0.18,0.14,0.15,0.15,0.19,0.16,0.14,0.14,0.18,0.0,0.14,0.15,0.16,0.14,0.15,0.17,0.14,0.13,0.14,0.15,0.14,0.16,0.13,0.13,0.13,0.13,0.16,0.14,0.14,0.0,0.13,0.13,0.13,0.0,0.12,0.14,0.13,0.13,0.12,0.13,0.0,0.13,0.15,0.0,0.0,0.13,0.13,0.0,0.13,0.15,0.12,0.0,0.0,0.0,0.0,0.43,0.12,0.12,0.0,0.12,0.0,0.13,0.2,0.15,0.0,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.12,0.0,0.0,0.0,85.00999999999999
10/25/2021,5.36,2.92,3.09,2.9,1.91,2.51,1.83,1.55,1.47,1.37,1.23,1.11,1.25,0.97,0.9,1.0,0.8,0.86,0.76,0.79,0.66,0.8,0.78,0.69,0.86,0.73,0.74,0.75,0.74,0.69,0.75,0.64,0.72,0.59,0.54,0.55,0.51,0.58,0.46,0.53,0.52,0.59,0.43,0.57,0.53,0.48,0.43,0.49,0.5,0.47,0.45,0.45,0.4,0.42,0.38,0.35,0.41,0.44,0.44,0.42,0.34,0.38,0.37,0.36,0.33,0.35,0.38,0.32,0.3,0.3,0.33,0.26,0.27,0.37,0.26,0.28,0.33,0.3,0.28,0.28,0.3,0.31,0.22,0.25,0.28,0.21,0.3,0.26,0.29,0.25,0.28,0.22,0.23,0.26,0.25,0.26,0.23,0.26,0.24,0.23,0.0,0.23,0.23,0.22,0.22,0.23,0.21,0.21,0.2,0.21,0.19,0.22,0.22,0.22,0.2,0.2,0.25,0.17,0.14,0.2,0.18,0.16,0.18,0.19,0.19,0.16,0.17,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.17,0.19,0.14,0.15,0.18,0.16,0.18,0.17,0.17,0.16,0.16,0.18,0.14,0.15,0.15,0.2,0.17,0.14,0.14,0.18,0.0,0.14,0.16,0.16,0.15,0.15,0.17,0.14,0.13,0.14,0.15,0.14,0.16,0.0,0.13,0.13,0.14,0.15,0.14,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.0,0.13,0.12,0.13,0.14,0.0,0.0,0.13,0.13,0.12,0.13,0.14,0.12,0.0,0.0,0.0,0.0,0.42,0.0,0.12,0.12,0.12,0.0,0.0,0.2,0.15,0.0,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.99
10/26/2021,5.22,2.77,2.99,2.82,1.92,2.63,1.84,1.54,1.52,1.39,1.22,1.1,1.26,0.96,0.89,1.06,0.78,0.87,0.76,0.8,0.65,0.79,0.78,0.69,0.86,0.75,0.74,0.76,0.74,0.69,0.77,0.63,0.71,0.59,0.54,0.54,0.53,0.58,0.46,0.55,0.52,0.59,0.43,0.58,0.53,0.48,0.42,0.49,0.5,0.47,0.47,0.45,0.39,0.41,0.38,0.35,0.41,0.45,0.44,0.43,0.33,0.39,0.38,0.36,0.33,0.36,0.38,0.32,0.3,0.3,0.33,0.24,0.28,0.36,0.27,0.28,0.33,0.3,0.28,0.28,0.3,0.31,0.22,0.27,0.29,0.21,0.31,0.27,0.3,0.25,0.27,0.22,0.23,0.26,0.25,0.26,0.23,0.26,0.24,0.23,0.0,0.23,0.23,0.22,0.22,0.23,0.21,0.21,0.2,0.21,0.18,0.22,0.23,0.22,0.2,0.2,0.26,0.17,0.14,0.2,0.19,0.16,0.18,0.19,0.19,0.16,0.18,0.18,0.16,0.19,0.17,0.17,0.18,0.17,0.17,0.19,0.14,0.15,0.19,0.16,0.18,0.17,0.17,0.16,0.16,0.18,0.14,0.15,0.15,0.2,0.17,0.14,0.13,0.18,0.0,0.14,0.16,0.16,0.15,0.14,0.17,0.14,0.13,0.14,0.15,0.15,0.16,0.13,0.13,0.13,0.14,0.15,0.13,0.14,0.0,0.12,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.0,0.13,0.0,0.13,0.14,0.0,0.0,0.14,0.13,0.0,0.0,0.15,0.12,0.0,0.0,0.0,0.0,0.41,0.12,0.12,0.12,0.12,0.0,0.0,0.2,0.16,0.0,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.12,0.12,0.0,0.0,84.91
10/27/2021,5.22,2.77,2.99,2.82,1.92,2.63,1.84,1.54,1.52,1.39,1.22,1.1,1.26,0.96,0.89,1.06,0.78,0.87,0.76,0.8,0.65,0.79,0.78,0.69,0.86,0.75,0.74,0.76,0.74,0.69,0.77,0.63,0.71,0.59,0.54,0.54,0.53,0.58,0.46,0.55,0.52,0.59,0.43,0.58,0.53,0.48,0.42,0.49,0.5,0.47,0.47,0.45,0.39,0.41,0.38,0.35,0.41,0.45,0.44,0.43,0.33,0.39,0.38,0.36,0.33,0.36,0.38,0.32,0.3,0.3,0.33,0.24,0.28,0.36,0.27,0.28,0.33,0.3,0.28,0.28,0.3,0.31,0.22,0.27,0.29,0.21,0.31,0.27,0.3,0.25,0.27,0.22,0.23,0.26,0.25,0.26,0.23,0.26,0.24,0.23,0.0,0.23,0.23,0.22,0.22,0.23,0.21,0.21,0.2,0.21,0.18,0.22,0.23,0.22,0.2,0.2,0.26,0.17,0.14,0.2,0.19,0.16,0.18,0.19,0.19,0.16,0.18,0.18,0.16,0.19,0.17,0.17,0.18,0.17,0.17,0.19,0.14,0.15,0.19,0.16,0.18,0.17,0.17,0.16,0.16,0.18,0.14,0.15,0.15,0.2,0.17,0.14,0.13,0.18,0.0,0.14,0.16,0.16,0.15,0.14,0.17,0.14,0.13,0.14,0.15,0.15,0.16,0.13,0.13,0.13,0.14,0.15,0.13,0.14,0.0,0.12,0.13,0.14,0.12,0.12,0.13,0.12,0.13,0.0,0.13,0.0,0.13,0.14,0.0,0.0,0.14,0.13,0.0,0.0,0.15,0.12,0.0,0.0,0.0,0.0,0.41,0.12,0.12,0.12,0.12,0.0,0.0,0.2,0.16,0.0,0.12,0.13,0.12,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.12,0.12,0.0,0.0,84.91
10/28/2021,5.17,2.79,2.97,2.8,1.92,2.95,1.82,1.54,1.51,1.41,1.22,1.11,1.25,0.97,0.88,1.06,0.77,0.86,0.75,0.8,0.65,0.78,0.78,0.68,0.85,0.75,0.74,0.76,0.74,0.69,0.77,0.63,0.69,0.59,0.54,0.53,0.53,0.58,0.46,0.56,0.51,0.59,0.42,0.58,0.53,0.48,0.42,0.49,0.5,0.47,0.46,0.46,0.39,0.41,0.38,0.36,0.41,0.44,0.44,0.42,0.33,0.38,0.38,0.36,0.33,0.36,0.38,0.31,0.3,0.3,0.33,0.24,0.27,0.37,0.26,0.28,0.33,0.3,0.28,0.28,0.3,0.31,0.22,0.27,0.29,0.21,0.31,0.27,0.29,0.25,0.27,0.22,0.23,0.27,0.25,0.27,0.23,0.26,0.24,0.23,0.0,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.21,0.18,0.21,0.22,0.22,0.21,0.2,0.26,0.17,0.14,0.2,0.19,0.16,0.18,0.19,0.19,0.16,0.18,0.18,0.16,0.19,0.17,0.17,0.18,0.17,0.17,0.19,0.14,0.15,0.19,0.16,0.18,0.17,0.17,0.16,0.16,0.18,0.14,0.15,0.15,0.2,0.17,0.14,0.13,0.18,0.0,0.14,0.16,0.16,0.14,0.14,0.17,0.14,0.13,0.14,0.15,0.14,0.16,0.13,0.13,0.13,0.13,0.15,0.13,0.14,0.12,0.0,0.12,0.14,0.12,0.12,0.13,0.12,0.13,0.0,0.13,0.13,0.13,0.14,0.0,0.0,0.14,0.12,0.0,0.0,0.15,0.12,0.0,0.0,0.0,0.0,0.44,0.0,0.12,0.12,0.0,0.0,0.12,0.2,0.16,0.0,0.12,0.13,0.12,0.0,0.0,0.0,0.12,0.17,0.0,0.0,0.0,0.0,0.12,0.0,0.0,84.99000000000001
