,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,KO,ABT,T,PEP,CVX,NKE,ABBV,TMO,MRK,ACN,WMT,AVGO,LLY,WFC,TXN,COST,MCD,DHR,MDT,QCOM,PM,HON,UPS,LIN,BMY,UNP,ORCL,NEE,C,AMGN,LOW,MS,INTU,SBUX,RTX,BA,GS,AMAT,BLK,IBM,AMT,TGT,CAT,GE,MMM,AMD,ISRG,DE,AXP,NOW,SCHW,CVS,CHTR,SPGI,ANTM,SQ,LMT,BKNG,ZTS,FIS,MU,LRCX,PLD,MO,MDLZ,GILD,SYK,TMUS,ADP,CCI,COP,ZM,TJX,PNC,CI,USB,LWB.WA,CME,UBER,DUK,GM,TFC,CSX,EL,ATVI,FDX,CB,MMC,BDX,EQIX,MRNA,COF,ILMN,CL,NSC,ICE,BX,EW,SHW,ADSK,FISV,SO,ITW,APD,SNAP,TWLO,ADI,BSX,REGN,ETN,D,MCO,F,EMR,HUM,PGR,GPN,HCA,NXPI,TWTR,IDXX,NOC,WM,FCX,DOCU,AON,BIIB,ECL,VRTX,DG,NEM,CRWD,EOG,ROP,JCI,ROKU,KLAC,IQV,DOW,MRVL,TROW,PSA,SLB,TEL,LWB.WA.1,EBAY,KMB,A,WDAY,ROST,ALGN,MET,LHX,TT,MSCI,CMG,EXC,VEEV,LULU,MTCH,PINS,APTV,GD,CNC,SPG,SNPS,INFO,AEP,SRE,DLR,DD,DXCM,UKCM.L,APH,ORLY,AIG,BAX,EA,CARR,BK,CDNS,MCHP,PRU,GE.,FTNT,RMD,SNI.OL,PLLDA.AX,PANW,n/a,SNOW,ABNB,PLTR,MAR,SYY,PXD,NET,SIVB,XLNX,KKR,DDOG,SUM
08/18/2021,5.14,4.85,3.1,1.91,1.82,1.73,1.2,1.22,1.11,1.06,1.02,0.86,0.85,0.77,0.71,0.77,0.7,0.72,0.69,0.67,0.6,0.53,0.5,0.51,0.53,0.47,0.52,0.6,0.49,0.48,0.44,0.48,0.43,0.48,0.45,0.47,0.43,0.45,0.45,0.44,0.46,0.46,0.38,0.44,0.39,0.44,0.38,0.37,0.35,0.35,0.31,0.35,0.33,0.33,0.36,0.36,0.33,0.29,0.3,0.34,0.32,0.3,0.29,0.28,0.31,0.26,0.29,0.28,0.28,0.28,0.26,0.0,0.26,0.3,0.26,0.26,0.24,0.26,0.24,0.24,0.23,0.23,0.2,0.23,0.19,0.2,0.21,0.18,0.17,0.18,0.21,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.17,0.17,0.19,0.18,0.16,0.17,0.0,0.16,0.14,0.18,0.15,0.17,0.17,0.17,0.14,0.15,0.18,0.17,0.16,0.16,0.26,0.18,0.17,0.15,0.15,0.14,0.17,0.15,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.13,0.14,0.14,0.14,0.15,0.14,0.13,0.12,0.14,0.12,0.12,0.11,0.14,0.13,0.11,0.13,0.12,0.13,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.1,0.11,0.0,0.11,0.11,0.0,0.11,0.1,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.1,0.09,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.09,0.09,0.09,0.25,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.18
08/19/2021,5.14,4.85,3.1,1.91,1.82,1.73,1.2,1.22,1.11,1.06,1.02,0.86,0.85,0.77,0.71,0.77,0.7,0.72,0.69,0.67,0.6,0.53,0.5,0.51,0.53,0.47,0.52,0.6,0.49,0.48,0.44,0.48,0.43,0.48,0.45,0.47,0.43,0.45,0.45,0.44,0.46,0.46,0.38,0.44,0.39,0.44,0.38,0.37,0.35,0.35,0.31,0.35,0.33,0.33,0.36,0.36,0.33,0.29,0.3,0.34,0.32,0.3,0.29,0.28,0.31,0.26,0.29,0.28,0.28,0.28,0.26,0.0,0.26,0.3,0.26,0.26,0.24,0.26,0.24,0.24,0.23,0.23,0.2,0.23,0.19,0.2,0.21,0.18,0.17,0.18,0.21,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.17,0.17,0.19,0.18,0.16,0.17,0.0,0.16,0.14,0.18,0.15,0.17,0.17,0.17,0.14,0.15,0.18,0.17,0.16,0.16,0.26,0.18,0.17,0.15,0.15,0.14,0.17,0.15,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.13,0.14,0.14,0.14,0.15,0.14,0.13,0.12,0.14,0.12,0.12,0.11,0.14,0.13,0.11,0.13,0.12,0.13,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.1,0.11,0.0,0.11,0.11,0.0,0.11,0.1,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.1,0.0,0.1,0.09,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.09,0.09,0.09,0.25,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.18
08/20/2021,5.2,4.87,3.11,1.93,1.83,1.74,1.2,1.16,1.09,1.06,1.03,0.87,0.86,0.78,0.72,0.78,0.7,0.71,0.68,0.67,0.6,0.52,0.5,0.51,0.53,0.47,0.52,0.6,0.49,0.49,0.44,0.48,0.43,0.48,0.46,0.48,0.43,0.46,0.45,0.44,0.47,0.45,0.39,0.44,0.39,0.44,0.38,0.37,0.35,0.36,0.31,0.36,0.34,0.33,0.36,0.36,0.33,0.29,0.3,0.34,0.33,0.3,0.29,0.28,0.31,0.27,0.29,0.28,0.28,0.29,0.26,0.0,0.26,0.29,0.26,0.26,0.24,0.25,0.24,0.25,0.24,0.24,0.2,0.23,0.19,0.19,0.21,0.18,0.17,0.18,0.22,0.2,0.2,0.2,0.19,0.18,0.2,0.19,0.16,0.16,0.19,0.18,0.16,0.17,0.0,0.16,0.13,0.18,0.15,0.17,0.17,0.17,0.14,0.15,0.18,0.17,0.16,0.16,0.25,0.18,0.17,0.15,0.15,0.15,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.15,0.12,0.14,0.14,0.14,0.15,0.14,0.14,0.12,0.14,0.12,0.12,0.11,0.14,0.13,0.11,0.13,0.12,0.13,0.12,0.12,0.14,0.11,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.12,0.09,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.12,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.09,0.1,0.1,0.1,0.09,0.1,0.0,0.11,0.11,0.1,0.09,0.1,0.0,0.0,0.1,0.1,0.09,0.0,0.09,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.38
08/23/2021,5.15,5.0,3.06,1.9,1.82,1.74,1.21,1.16,1.1,1.04,1.05,0.88,0.9,0.77,0.71,0.79,0.7,0.7,0.68,0.68,0.6,0.5,0.54,0.51,0.55,0.47,0.54,0.61,0.49,0.5,0.44,0.49,0.41,0.47,0.47,0.49,0.44,0.47,0.46,0.43,0.48,0.44,0.38,0.45,0.4,0.45,0.39,0.35,0.35,0.35,0.31,0.36,0.34,0.33,0.36,0.37,0.32,0.29,0.32,0.33,0.33,0.3,0.28,0.26,0.3,0.27,0.29,0.28,0.29,0.27,0.25,0.0,0.25,0.28,0.28,0.25,0.23,0.26,0.24,0.25,0.24,0.23,0.21,0.23,0.19,0.19,0.22,0.18,0.18,0.18,0.22,0.2,0.2,0.2,0.19,0.18,0.2,0.19,0.16,0.16,0.2,0.18,0.16,0.17,0.0,0.16,0.13,0.18,0.14,0.17,0.17,0.17,0.14,0.15,0.19,0.18,0.16,0.17,0.26,0.17,0.15,0.15,0.15,0.15,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.13,0.15,0.12,0.14,0.14,0.15,0.15,0.14,0.13,0.11,0.14,0.12,0.13,0.11,0.15,0.13,0.11,0.13,0.12,0.13,0.11,0.12,0.14,0.11,0.12,0.11,0.12,0.1,0.1,0.0,0.11,0.12,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.12,0.11,0.1,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.11,0.1,0.1,0.09,0.1,0.0,0.11,0.13,0.1,0.09,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.09,0.24,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.53
08/24/2021,5.15,5.08,3.04,1.91,1.83,1.75,1.2,1.16,1.15,1.04,1.05,0.87,0.9,0.78,0.71,0.79,0.69,0.71,0.67,0.69,0.6,0.5,0.54,0.51,0.55,0.47,0.54,0.6,0.49,0.5,0.44,0.48,0.4,0.47,0.47,0.48,0.44,0.47,0.46,0.43,0.48,0.43,0.38,0.45,0.39,0.45,0.39,0.36,0.35,0.35,0.31,0.36,0.34,0.33,0.36,0.38,0.32,0.28,0.33,0.33,0.33,0.3,0.28,0.26,0.3,0.26,0.29,0.28,0.29,0.28,0.25,0.0,0.25,0.28,0.27,0.24,0.23,0.26,0.24,0.25,0.24,0.23,0.21,0.23,0.19,0.19,0.22,0.18,0.17,0.18,0.22,0.2,0.2,0.2,0.19,0.18,0.2,0.19,0.16,0.16,0.2,0.18,0.16,0.17,0.0,0.16,0.13,0.18,0.14,0.17,0.17,0.17,0.14,0.14,0.19,0.17,0.16,0.17,0.26,0.17,0.16,0.15,0.15,0.15,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.13,0.15,0.12,0.14,0.14,0.15,0.15,0.14,0.13,0.11,0.13,0.12,0.13,0.11,0.15,0.13,0.11,0.13,0.12,0.13,0.11,0.12,0.14,0.11,0.12,0.11,0.12,0.1,0.11,0.0,0.11,0.12,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.12,0.11,0.1,0.1,0.0,0.0,0.09,0.1,0.0,0.09,0.11,0.1,0.1,0.09,0.1,0.0,0.11,0.0,0.1,0.09,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.09,0.24,0.0,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.56
08/25/2021,5.15,5.08,3.04,1.91,1.83,1.75,1.2,1.16,1.15,1.04,1.05,0.87,0.9,0.78,0.71,0.79,0.69,0.71,0.67,0.69,0.6,0.5,0.54,0.51,0.55,0.47,0.54,0.6,0.49,0.5,0.44,0.48,0.4,0.47,0.47,0.48,0.44,0.47,0.46,0.43,0.48,0.43,0.38,0.45,0.39,0.45,0.39,0.36,0.35,0.35,0.31,0.36,0.34,0.33,0.36,0.38,0.32,0.28,0.33,0.33,0.33,0.3,0.28,0.26,0.3,0.26,0.29,0.28,0.29,0.28,0.25,0.24,0.25,0.28,0.27,0.24,0.23,0.26,0.24,0.25,0.24,0.23,0.21,0.23,0.19,0.19,0.22,0.18,0.17,0.18,0.22,0.2,0.2,0.2,0.19,0.18,0.2,0.19,0.16,0.16,0.2,0.18,0.16,0.17,0.0,0.16,0.13,0.18,0.14,0.17,0.17,0.17,0.14,0.14,0.19,0.17,0.16,0.17,0.26,0.17,0.16,0.15,0.15,0.15,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.13,0.15,0.12,0.14,0.14,0.15,0.15,0.14,0.13,0.11,0.13,0.12,0.13,0.11,0.15,0.13,0.11,0.13,0.12,0.13,0.11,0.12,0.14,0.11,0.12,0.11,0.12,0.1,0.11,0.0,0.11,0.12,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.12,0.11,0.1,0.1,0.0,0.0,0.09,0.1,0.0,0.09,0.11,0.1,0.1,0.09,0.1,0.0,0.11,0.0,0.1,0.09,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.09,0.0,0.0,0.09,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.56
08/26/2021,5.15,5.04,3.07,1.91,1.85,1.76,1.19,1.2,1.2,1.04,1.03,0.87,0.88,0.76,0.71,0.78,0.69,0.71,0.68,0.69,0.6,0.51,0.54,0.5,0.55,0.47,0.54,0.61,0.48,0.49,0.43,0.48,0.41,0.47,0.46,0.48,0.44,0.46,0.45,0.43,0.47,0.43,0.38,0.44,0.39,0.44,0.38,0.36,0.34,0.35,0.31,0.36,0.34,0.33,0.36,0.36,0.32,0.28,0.32,0.33,0.33,0.3,0.28,0.26,0.3,0.26,0.29,0.27,0.29,0.27,0.25,0.24,0.25,0.29,0.27,0.25,0.23,0.27,0.24,0.24,0.24,0.23,0.2,0.23,0.19,0.19,0.22,0.18,0.18,0.18,0.22,0.2,0.19,0.2,0.19,0.18,0.2,0.19,0.16,0.16,0.2,0.17,0.16,0.17,0.0,0.16,0.13,0.18,0.14,0.17,0.17,0.17,0.14,0.14,0.18,0.17,0.16,0.16,0.28,0.17,0.15,0.15,0.14,0.15,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.13,0.16,0.12,0.14,0.14,0.15,0.15,0.14,0.13,0.11,0.13,0.12,0.12,0.11,0.14,0.13,0.11,0.13,0.12,0.13,0.11,0.12,0.14,0.11,0.12,0.11,0.12,0.1,0.11,0.0,0.11,0.12,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.12,0.11,0.1,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.11,0.1,0.1,0.09,0.1,0.0,0.11,0.0,0.1,0.09,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.43
08/27/2021,5.15,5.04,3.07,1.91,1.85,1.76,1.19,1.2,1.2,1.04,1.03,0.87,0.88,0.76,0.71,0.78,0.69,0.71,0.68,0.69,0.6,0.51,0.54,0.5,0.55,0.47,0.54,0.61,0.48,0.49,0.43,0.48,0.41,0.47,0.46,0.48,0.44,0.46,0.45,0.43,0.47,0.43,0.38,0.44,0.39,0.44,0.38,0.36,0.34,0.35,0.31,0.36,0.34,0.33,0.36,0.36,0.32,0.28,0.32,0.33,0.33,0.3,0.28,0.26,0.3,0.26,0.29,0.27,0.29,0.27,0.25,0.24,0.25,0.29,0.27,0.25,0.23,0.27,0.24,0.24,0.24,0.23,0.2,0.23,0.19,0.19,0.22,0.18,0.18,0.18,0.22,0.2,0.19,0.2,0.19,0.18,0.2,0.19,0.16,0.16,0.2,0.17,0.16,0.17,0.0,0.16,0.13,0.18,0.14,0.17,0.17,0.17,0.14,0.14,0.18,0.17,0.16,0.16,0.28,0.17,0.15,0.15,0.14,0.15,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.13,0.16,0.12,0.14,0.14,0.15,0.15,0.14,0.13,0.11,0.13,0.12,0.12,0.11,0.14,0.13,0.11,0.13,0.12,0.13,0.11,0.12,0.14,0.11,0.12,0.11,0.12,0.1,0.11,0.0,0.11,0.12,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.12,0.11,0.1,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.11,0.1,0.1,0.09,0.1,0.0,0.11,0.0,0.1,0.09,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.43
08/30/2021,5.08,4.94,3.12,1.92,1.87,1.78,1.19,1.19,1.21,1.07,1.0,0.86,0.86,0.75,0.71,0.77,0.68,0.7,0.7,0.68,0.59,0.51,0.54,0.5,0.57,0.47,0.55,0.58,0.47,0.49,0.42,0.47,0.41,0.47,0.47,0.48,0.43,0.46,0.44,0.44,0.46,0.45,0.38,0.44,0.39,0.44,0.39,0.35,0.35,0.35,0.31,0.36,0.33,0.32,0.35,0.36,0.33,0.28,0.32,0.34,0.33,0.3,0.28,0.26,0.31,0.27,0.29,0.27,0.28,0.27,0.25,0.25,0.25,0.29,0.27,0.26,0.24,0.27,0.24,0.24,0.24,0.23,0.2,0.23,0.19,0.21,0.21,0.17,0.18,0.18,0.21,0.2,0.19,0.2,0.2,0.18,0.19,0.18,0.16,0.16,0.2,0.18,0.16,0.17,0.0,0.16,0.13,0.18,0.14,0.17,0.17,0.17,0.14,0.14,0.18,0.17,0.16,0.16,0.27,0.17,0.15,0.14,0.14,0.15,0.18,0.16,0.16,0.15,0.15,0.15,0.15,0.13,0.15,0.13,0.14,0.14,0.15,0.15,0.14,0.13,0.11,0.14,0.11,0.12,0.1,0.15,0.13,0.11,0.13,0.12,0.13,0.11,0.13,0.14,0.11,0.12,0.11,0.12,0.1,0.12,0.0,0.11,0.12,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.12,0.1,0.09,0.11,0.1,0.11,0.1,0.11,0.12,0.1,0.1,0.11,0.0,0.0,0.09,0.1,0.0,0.09,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.09,0.1,0.0,0.0,0.1,0.1,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.33
08/31/2021,5.06,4.9,3.12,1.94,1.88,1.79,1.18,1.19,1.23,1.07,0.99,0.85,0.86,0.75,0.71,0.76,0.68,0.71,0.7,0.68,0.59,0.51,0.54,0.49,0.56,0.47,0.54,0.57,0.47,0.48,0.42,0.46,0.41,0.46,0.46,0.47,0.42,0.46,0.44,0.44,0.45,0.45,0.38,0.43,0.38,0.44,0.39,0.36,0.35,0.35,0.3,0.36,0.32,0.32,0.35,0.36,0.33,0.28,0.32,0.34,0.34,0.29,0.28,0.26,0.31,0.27,0.29,0.27,0.28,0.27,0.25,0.25,0.25,0.29,0.27,0.26,0.24,0.27,0.25,0.24,0.24,0.23,0.2,0.23,0.19,0.21,0.21,0.17,0.18,0.19,0.21,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.17,0.16,0.19,0.18,0.16,0.17,0.0,0.16,0.13,0.18,0.14,0.17,0.16,0.17,0.14,0.14,0.18,0.17,0.16,0.16,0.25,0.17,0.15,0.14,0.14,0.14,0.18,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.19,0.14,0.15,0.15,0.14,0.13,0.11,0.14,0.11,0.12,0.11,0.14,0.14,0.11,0.12,0.12,0.13,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.1,0.12,0.0,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.11,0.11,0.09,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.0,0.0,0.09,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.09,0.09,0.0,0.09,0.0,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.18
09/01/2021,5.06,4.9,3.12,1.94,1.88,1.79,1.18,1.19,1.23,1.07,0.99,0.85,0.86,0.75,0.71,0.76,0.68,0.71,0.7,0.68,0.59,0.51,0.54,0.49,0.56,0.47,0.54,0.57,0.47,0.48,0.42,0.46,0.41,0.46,0.46,0.47,0.42,0.46,0.44,0.44,0.45,0.45,0.38,0.43,0.38,0.44,0.39,0.36,0.35,0.35,0.3,0.36,0.32,0.32,0.35,0.36,0.33,0.28,0.32,0.34,0.34,0.29,0.28,0.26,0.31,0.27,0.29,0.27,0.28,0.27,0.25,0.25,0.25,0.29,0.27,0.26,0.24,0.27,0.25,0.24,0.24,0.23,0.2,0.23,0.19,0.21,0.21,0.17,0.18,0.19,0.21,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.17,0.16,0.19,0.18,0.16,0.17,0.0,0.16,0.13,0.18,0.14,0.17,0.16,0.17,0.14,0.14,0.18,0.17,0.16,0.16,0.25,0.17,0.15,0.14,0.14,0.14,0.18,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.19,0.14,0.15,0.15,0.14,0.13,0.11,0.14,0.11,0.12,0.11,0.14,0.14,0.11,0.12,0.12,0.13,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.1,0.12,0.0,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.11,0.11,0.09,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.0,0.0,0.09,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.09,0.09,0.0,0.09,0.0,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.18
09/02/2021,5.06,4.9,3.12,1.94,1.88,1.79,1.18,1.19,1.23,1.07,0.99,0.85,0.86,0.75,0.71,0.76,0.68,0.71,0.7,0.68,0.59,0.51,0.54,0.49,0.56,0.47,0.54,0.57,0.47,0.48,0.42,0.46,0.41,0.46,0.46,0.47,0.42,0.46,0.44,0.44,0.45,0.45,0.38,0.43,0.38,0.44,0.39,0.36,0.35,0.35,0.3,0.36,0.32,0.32,0.35,0.36,0.33,0.28,0.32,0.34,0.34,0.29,0.28,0.26,0.31,0.27,0.29,0.27,0.28,0.27,0.25,0.25,0.25,0.29,0.27,0.26,0.24,0.27,0.25,0.24,0.24,0.23,0.2,0.23,0.19,0.21,0.21,0.17,0.18,0.19,0.21,0.2,0.19,0.19,0.19,0.18,0.19,0.18,0.17,0.16,0.19,0.18,0.16,0.17,0.0,0.16,0.13,0.18,0.14,0.17,0.16,0.17,0.14,0.14,0.18,0.17,0.16,0.16,0.25,0.17,0.15,0.14,0.14,0.14,0.18,0.16,0.16,0.15,0.15,0.15,0.14,0.13,0.15,0.13,0.19,0.14,0.15,0.15,0.14,0.13,0.11,0.14,0.11,0.12,0.11,0.14,0.14,0.11,0.12,0.12,0.13,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.1,0.12,0.0,0.11,0.12,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.11,0.11,0.09,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.0,0.0,0.09,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.09,0.09,0.0,0.09,0.0,0.0,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.18
09/03/2021,5.2,4.95,3.17,1.97,1.88,1.79,1.17,1.22,1.22,1.05,0.99,0.85,0.85,0.75,0.73,0.76,0.67,0.71,0.68,0.69,0.59,0.51,0.54,0.49,0.55,0.47,0.54,0.57,0.47,0.48,0.42,0.47,0.41,0.46,0.46,0.48,0.42,0.46,0.44,0.44,0.45,0.43,0.38,0.44,0.38,0.45,0.39,0.36,0.35,0.35,0.3,0.36,0.32,0.32,0.35,0.36,0.32,0.28,0.31,0.34,0.33,0.29,0.28,0.26,0.3,0.27,0.29,0.27,0.29,0.27,0.25,0.25,0.25,0.29,0.27,0.26,0.23,0.27,0.24,0.24,0.24,0.23,0.2,0.23,0.19,0.2,0.21,0.17,0.18,0.19,0.21,0.2,0.19,0.2,0.19,0.17,0.19,0.18,0.16,0.16,0.19,0.18,0.15,0.17,0.0,0.16,0.13,0.17,0.14,0.17,0.16,0.17,0.14,0.14,0.18,0.17,0.16,0.16,0.24,0.16,0.14,0.14,0.14,0.15,0.18,0.16,0.16,0.15,0.15,0.15,0.15,0.13,0.15,0.13,0.19,0.14,0.15,0.15,0.14,0.13,0.11,0.14,0.11,0.12,0.1,0.14,0.14,0.11,0.13,0.12,0.13,0.12,0.13,0.14,0.11,0.12,0.11,0.12,0.1,0.12,0.0,0.11,0.12,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.1,0.12,0.11,0.09,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.0,0.0,0.0,0.1,0.0,0.09,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.09,0.09,0.0,0.09,0.09,0.0,0.18,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.36
09/13/2021,5.3,4.92,3.29,1.97,1.88,1.8,1.15,1.26,1.21,1.04,0.99,0.84,0.85,0.77,0.73,0.77,0.67,0.73,0.67,0.69,0.6,0.5,0.59,0.49,0.55,0.47,0.54,0.57,0.48,0.5,0.43,0.47,0.41,0.45,0.42,0.49,0.42,0.47,0.44,0.44,0.44,0.39,0.38,0.45,0.39,0.46,0.4,0.35,0.35,0.34,0.31,0.35,0.32,0.31,0.35,0.37,0.32,0.28,0.31,0.34,0.34,0.3,0.27,0.25,0.3,0.27,0.29,0.27,0.3,0.27,0.25,0.24,0.24,0.28,0.28,0.25,0.23,0.28,0.23,0.25,0.24,0.24,0.2,0.22,0.19,0.21,0.22,0.18,0.18,0.18,0.22,0.2,0.19,0.2,0.2,0.17,0.19,0.18,0.16,0.14,0.18,0.18,0.16,0.16,0.0,0.15,0.13,0.18,0.14,0.16,0.16,0.17,0.14,0.14,0.18,0.18,0.17,0.17,0.28,0.15,0.15,0.14,0.14,0.15,0.19,0.17,0.15,0.14,0.15,0.16,0.14,0.13,0.15,0.12,0.19,0.14,0.15,0.14,0.14,0.13,0.11,0.13,0.12,0.12,0.11,0.15,0.13,0.11,0.13,0.12,0.13,0.11,0.12,0.14,0.11,0.12,0.11,0.12,0.1,0.11,0.0,0.11,0.12,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.11,0.0,0.1,0.1,0.12,0.11,0.0,0.11,0.1,0.1,0.1,0.12,0.12,0.11,0.09,0.1,0.09,0.0,0.0,0.1,0.0,0.09,0.11,0.1,0.1,0.09,0.1,0.0,0.12,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.09,0.1,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.1,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.58000000000001
