,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,HD,PYPL,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,KO,ABT,T,PEP,CVX,NKE,ABBV,TMO,MRK,ACN,WMT,AVGO,LLY,WFC,TXN,COST,MCD,DHR,MDT,QCOM,PM,HON,UPS,LIN,BMY,UNP,ORCL,NEE,C,AMGN,LOW,MS,INTU,SBUX,RTX,BA,GS,AMAT,BLK,IBM,AMT,TGT,CAT,GE,MMM,AMD,ISRG,DE,AXP,NOW,SCHW,CVS,CHTR,SPGI,ANTM,SQ,LMT,BKNG,ZTS,FIS,MU,LRCX,PLD,MO,MDLZ,GILD,SYK,TMUS,ADP,CCI,COP,ZM,TJX,PNC,CI,USB,LWB.WA,CME,UBER,DUK,GM,TFC,CSX,EL,ATVI,FDX,CB,MMC,BDX,EQIX,MRNA,COF,ILMN,CL,NSC,ICE,BX,EW,SHW,ADSK,FISV,SO,ITW,APD,SNAP,TWLO,ADI,BSX,REGN,ETN,D,MCO,F,EMR,HUM,PGR,GPN,HCA,NXPI,TWTR,IDXX,NOC,WM,FCX,DOCU,AON,BIIB,ECL,VRTX,DG,NEM,CRWD,EOG,ROP,JCI,ROKU,KLAC,IQV,DOW,MRVL,TROW,PSA,SLB,TEL,LWB.WA.1,EBAY,KMB,A,WDAY,ROST,ALGN,MET,LHX,TT,MSCI,CMG,EXC,VEEV,LULU,MTCH,PINS,APTV,GD,CNC,SPG,SNPS,INFO,AEP,SRE,DLR,DD,DXCM,UKCM.L,APH,ORLY,AIG,BAX,EA,CARR,BK,CDNS,MCHP,PRU,GE.,FTNT,RMD,SNI.OL,PLLDA.AX,PANW,n/a,SNOW,ABNB,PLTR,MAR,SYY,PXD,NET,SIVB,XLNX,KKR,DDOG,SUM
10/11/2021,4.95,4.89,3.15,1.77,1.84,1.72,1.15,1.41,1.15,1.12,0.93,0.85,0.83,0.78,0.69,0.76,0.67,0.71,0.73,0.6,0.58,0.57,0.63,0.5,0.59,0.49,0.5,0.52,0.46,0.46,0.43,0.48,0.45,0.42,0.43,0.5,0.45,0.46,0.44,0.45,0.4,0.44,0.4,0.44,0.41,0.42,0.38,0.32,0.33,0.33,0.29,0.34,0.29,0.31,0.33,0.35,0.33,0.26,0.32,0.32,0.32,0.29,0.3,0.28,0.29,0.26,0.27,0.28,0.27,0.25,0.23,0.25,0.23,0.28,0.27,0.21,0.25,0.28,0.25,0.24,0.21,0.23,0.2,0.21,0.19,0.22,0.21,0.17,0.17,0.17,0.21,0.19,0.19,0.19,0.2,0.16,0.19,0.17,0.21,0.12,0.17,0.19,0.15,0.18,0.0,0.16,0.17,0.17,0.17,0.18,0.16,0.16,0.13,0.12,0.17,0.17,0.16,0.15,0.24,0.17,0.13,0.14,0.14,0.15,0.17,0.15,0.16,0.14,0.14,0.15,0.13,0.13,0.17,0.12,0.2,0.14,0.13,0.13,0.13,0.13,0.12,0.13,0.11,0.12,0.1,0.13,0.11,0.11,0.12,0.13,0.13,0.1,0.11,0.15,0.09,0.12,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.0,0.11,0.1,0.09,0.12,0.1,0.1,0.09,0.11,0.0,0.1,0.1,0.1,0.11,0.0,0.11,0.1,0.1,0.09,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.09,0.1,0.0,0.1,0.1,0.1,0.09,0.0,0.0,0.0,0.12,0.0,0.1,0.09,0.11,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.18,0.16,0.13,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.34
10/18/2021,4.9,4.93,3.17,1.71,1.83,1.72,1.14,1.46,1.16,1.07,0.93,0.83,0.84,0.8,0.67,0.77,0.66,0.7,0.71,0.62,0.53,0.57,0.62,0.47,0.61,0.47,0.51,0.51,0.47,0.46,0.4,0.48,0.46,0.44,0.42,0.5,0.44,0.46,0.44,0.44,0.42,0.42,0.38,0.44,0.4,0.42,0.36,0.31,0.34,0.33,0.3,0.34,0.28,0.31,0.35,0.35,0.32,0.26,0.33,0.32,0.32,0.29,0.3,0.27,0.29,0.26,0.27,0.28,0.27,0.26,0.23,0.25,0.23,0.29,0.26,0.21,0.24,0.28,0.25,0.24,0.2,0.23,0.2,0.21,0.2,0.22,0.21,0.16,0.17,0.17,0.22,0.2,0.19,0.19,0.19,0.15,0.19,0.16,0.22,0.13,0.17,0.19,0.15,0.18,0.0,0.16,0.17,0.17,0.19,0.18,0.16,0.16,0.13,0.12,0.18,0.18,0.15,0.15,0.25,0.16,0.13,0.14,0.14,0.16,0.18,0.15,0.16,0.14,0.14,0.15,0.14,0.14,0.17,0.13,0.2,0.13,0.13,0.14,0.13,0.13,0.14,0.12,0.12,0.12,0.1,0.13,0.11,0.11,0.12,0.13,0.13,0.12,0.11,0.15,0.09,0.12,0.1,0.11,0.1,0.12,0.12,0.11,0.11,0.0,0.11,0.1,0.09,0.12,0.1,0.11,0.1,0.1,0.0,0.11,0.1,0.1,0.11,0.0,0.1,0.1,0.1,0.0,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.09,0.11,0.0,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.17,0.13,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.0,69.24000000000001
10/19/2021,4.92,4.95,3.21,1.68,1.84,1.73,1.14,1.48,1.18,1.08,0.92,0.84,0.87,0.81,0.68,0.76,0.67,0.69,0.74,0.63,0.54,0.57,0.6,0.47,0.61,0.48,0.5,0.5,0.46,0.45,0.4,0.48,0.46,0.44,0.42,0.5,0.43,0.47,0.43,0.45,0.41,0.43,0.39,0.43,0.39,0.41,0.37,0.32,0.33,0.33,0.31,0.34,0.28,0.32,0.34,0.35,0.32,0.26,0.34,0.32,0.33,0.28,0.3,0.26,0.3,0.26,0.28,0.28,0.27,0.26,0.24,0.25,0.23,0.29,0.26,0.2,0.24,0.28,0.26,0.24,0.19,0.23,0.21,0.21,0.19,0.23,0.21,0.17,0.17,0.17,0.22,0.19,0.18,0.18,0.19,0.15,0.19,0.16,0.22,0.12,0.17,0.18,0.15,0.18,0.0,0.16,0.17,0.17,0.18,0.18,0.17,0.16,0.13,0.12,0.17,0.18,0.15,0.15,0.25,0.16,0.13,0.14,0.15,0.16,0.18,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.18,0.13,0.2,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.1,0.13,0.11,0.11,0.12,0.13,0.13,0.12,0.11,0.15,0.0,0.12,0.1,0.11,0.1,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.1,0.12,0.1,0.11,0.1,0.1,0.0,0.11,0.1,0.1,0.11,0.0,0.09,0.1,0.1,0.0,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.09,0.11,0.0,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.16,0.12,0.0,0.09,0.0,0.09,0.1,0.0,0.0,0.0,0.0,69.36
10/20/2021,4.92,4.95,3.21,1.68,1.84,1.73,1.14,1.48,1.18,1.08,0.92,0.84,0.87,0.81,0.68,0.76,0.67,0.69,0.74,0.63,0.54,0.57,0.6,0.47,0.61,0.48,0.5,0.5,0.46,0.45,0.4,0.48,0.46,0.44,0.42,0.5,0.43,0.47,0.43,0.45,0.41,0.43,0.39,0.43,0.39,0.41,0.37,0.32,0.33,0.33,0.31,0.34,0.28,0.32,0.34,0.35,0.32,0.26,0.34,0.32,0.33,0.28,0.3,0.26,0.3,0.26,0.28,0.28,0.27,0.26,0.24,0.25,0.23,0.29,0.26,0.2,0.24,0.28,0.26,0.24,0.19,0.23,0.21,0.21,0.19,0.23,0.21,0.17,0.17,0.17,0.22,0.19,0.18,0.18,0.19,0.15,0.19,0.16,0.22,0.12,0.17,0.18,0.15,0.18,0.0,0.16,0.17,0.17,0.18,0.18,0.17,0.16,0.13,0.12,0.17,0.18,0.15,0.15,0.25,0.16,0.13,0.14,0.15,0.16,0.18,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.18,0.13,0.2,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.1,0.13,0.11,0.11,0.12,0.13,0.13,0.12,0.11,0.15,0.0,0.12,0.1,0.11,0.1,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.1,0.12,0.1,0.11,0.1,0.1,0.0,0.11,0.1,0.1,0.11,0.0,0.09,0.1,0.1,0.0,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.09,0.11,0.0,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.16,0.12,0.0,0.09,0.0,0.09,0.1,0.0,0.0,0.0,0.0,69.36
10/21/2021,4.96,4.98,3.24,1.72,1.85,1.74,1.13,1.52,1.19,1.07,0.91,0.84,0.86,0.81,0.68,0.74,0.67,0.67,0.74,0.64,0.53,0.57,0.61,0.46,0.61,0.48,0.5,0.5,0.45,0.45,0.39,0.47,0.46,0.44,0.41,0.5,0.42,0.47,0.44,0.45,0.41,0.44,0.39,0.44,0.39,0.42,0.35,0.32,0.33,0.33,0.3,0.34,0.27,0.32,0.34,0.34,0.31,0.25,0.34,0.32,0.33,0.29,0.3,0.26,0.3,0.26,0.28,0.28,0.26,0.27,0.23,0.25,0.23,0.3,0.26,0.2,0.25,0.28,0.26,0.24,0.19,0.23,0.2,0.22,0.19,0.22,0.21,0.16,0.16,0.17,0.22,0.19,0.18,0.18,0.19,0.15,0.19,0.16,0.22,0.13,0.17,0.18,0.15,0.18,0.0,0.17,0.16,0.17,0.18,0.18,0.17,0.16,0.13,0.12,0.17,0.18,0.15,0.15,0.25,0.16,0.13,0.14,0.15,0.16,0.18,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.17,0.13,0.2,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.1,0.13,0.11,0.11,0.12,0.13,0.13,0.12,0.11,0.15,0.0,0.12,0.1,0.11,0.1,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.09,0.12,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.11,0.0,0.09,0.1,0.1,0.0,0.11,0.11,0.11,0.0,0.11,0.09,0.0,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.09,0.11,0.0,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.14,0.17,0.13,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,69.39
10/22/2021,4.96,4.98,3.24,1.72,1.85,1.74,1.13,1.52,1.19,1.07,0.91,0.84,0.86,0.81,0.68,0.74,0.67,0.67,0.74,0.64,0.53,0.57,0.61,0.46,0.61,0.48,0.5,0.5,0.45,0.45,0.39,0.47,0.46,0.44,0.41,0.5,0.42,0.47,0.44,0.45,0.41,0.44,0.39,0.44,0.39,0.42,0.35,0.32,0.33,0.33,0.3,0.34,0.27,0.32,0.34,0.34,0.31,0.25,0.34,0.32,0.33,0.29,0.3,0.26,0.3,0.26,0.28,0.28,0.26,0.27,0.23,0.25,0.23,0.3,0.26,0.2,0.25,0.28,0.26,0.24,0.19,0.23,0.2,0.22,0.19,0.22,0.21,0.16,0.16,0.17,0.22,0.19,0.18,0.18,0.19,0.15,0.19,0.16,0.22,0.13,0.17,0.18,0.15,0.18,0.0,0.17,0.16,0.17,0.18,0.18,0.17,0.16,0.13,0.12,0.17,0.18,0.15,0.15,0.25,0.16,0.13,0.14,0.15,0.16,0.18,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.17,0.13,0.2,0.13,0.12,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.1,0.13,0.11,0.11,0.12,0.13,0.13,0.12,0.11,0.15,0.0,0.12,0.1,0.11,0.1,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.09,0.12,0.1,0.11,0.1,0.1,0.0,0.1,0.1,0.1,0.11,0.0,0.09,0.1,0.1,0.0,0.11,0.11,0.11,0.0,0.11,0.09,0.0,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.09,0.11,0.0,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.14,0.17,0.13,0.0,0.09,0.0,0.0,0.1,0.0,0.0,0.0,0.0,69.39
10/25/2021,5.0,4.93,3.17,1.73,1.82,1.71,1.14,1.5,1.18,1.09,0.92,0.83,0.88,0.81,0.65,0.73,0.66,0.66,0.74,0.64,0.53,0.58,0.59,0.47,0.6,0.48,0.5,0.51,0.45,0.47,0.39,0.48,0.47,0.43,0.41,0.51,0.44,0.47,0.44,0.45,0.41,0.44,0.39,0.44,0.38,0.43,0.35,0.32,0.32,0.33,0.3,0.34,0.28,0.32,0.34,0.35,0.31,0.25,0.34,0.31,0.33,0.29,0.29,0.25,0.29,0.26,0.28,0.27,0.27,0.27,0.24,0.25,0.22,0.3,0.26,0.21,0.25,0.29,0.26,0.24,0.2,0.23,0.22,0.22,0.2,0.21,0.21,0.16,0.16,0.17,0.23,0.19,0.18,0.18,0.2,0.15,0.19,0.16,0.22,0.13,0.16,0.19,0.16,0.18,0.0,0.16,0.16,0.17,0.18,0.18,0.17,0.15,0.13,0.12,0.17,0.18,0.15,0.15,0.25,0.16,0.13,0.14,0.15,0.16,0.19,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.17,0.13,0.2,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.1,0.13,0.11,0.11,0.12,0.13,0.13,0.12,0.11,0.15,0.0,0.12,0.1,0.11,0.1,0.12,0.12,0.11,0.11,0.0,0.11,0.1,0.1,0.12,0.1,0.1,0.1,0.1,0.0,0.11,0.09,0.1,0.11,0.0,0.1,0.1,0.1,0.0,0.11,0.11,0.11,0.09,0.1,0.09,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.09,0.11,0.0,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.14,0.16,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,69.33
10/26/2021,4.99,4.96,3.18,1.73,1.82,1.71,1.13,1.54,1.2,1.08,0.91,0.83,0.89,0.82,0.61,0.72,0.66,0.66,0.74,0.65,0.53,0.56,0.61,0.47,0.6,0.48,0.5,0.51,0.45,0.47,0.39,0.47,0.46,0.44,0.41,0.51,0.44,0.47,0.45,0.45,0.41,0.44,0.39,0.45,0.38,0.42,0.35,0.32,0.32,0.33,0.31,0.34,0.27,0.32,0.34,0.35,0.3,0.25,0.34,0.31,0.34,0.29,0.29,0.25,0.29,0.26,0.27,0.24,0.27,0.27,0.24,0.24,0.22,0.31,0.26,0.21,0.24,0.29,0.26,0.24,0.2,0.23,0.22,0.22,0.2,0.21,0.21,0.16,0.16,0.17,0.23,0.19,0.18,0.18,0.2,0.15,0.19,0.16,0.21,0.13,0.17,0.19,0.16,0.18,0.0,0.16,0.16,0.17,0.18,0.18,0.17,0.16,0.13,0.12,0.17,0.18,0.15,0.15,0.25,0.16,0.13,0.13,0.15,0.16,0.19,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.17,0.13,0.2,0.14,0.13,0.14,0.13,0.13,0.14,0.12,0.13,0.12,0.1,0.14,0.11,0.11,0.12,0.13,0.13,0.12,0.12,0.15,0.0,0.12,0.1,0.11,0.1,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.09,0.12,0.1,0.1,0.1,0.1,0.0,0.11,0.09,0.1,0.11,0.0,0.09,0.1,0.1,0.0,0.11,0.11,0.11,0.1,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.14,0.17,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,69.41000000000001
10/27/2021,4.99,4.96,3.18,1.73,1.82,1.71,1.13,1.54,1.2,1.08,0.91,0.83,0.89,0.82,0.61,0.72,0.66,0.66,0.74,0.65,0.53,0.56,0.61,0.47,0.6,0.48,0.5,0.51,0.45,0.47,0.39,0.47,0.46,0.44,0.41,0.51,0.44,0.47,0.45,0.45,0.41,0.44,0.39,0.45,0.38,0.42,0.35,0.32,0.32,0.33,0.31,0.34,0.27,0.32,0.34,0.35,0.3,0.25,0.34,0.31,0.34,0.29,0.29,0.25,0.29,0.26,0.27,0.24,0.27,0.27,0.24,0.24,0.22,0.31,0.26,0.21,0.24,0.29,0.26,0.24,0.2,0.23,0.22,0.22,0.2,0.21,0.21,0.16,0.16,0.17,0.23,0.19,0.18,0.18,0.2,0.15,0.19,0.16,0.21,0.13,0.17,0.19,0.16,0.18,0.0,0.16,0.16,0.17,0.18,0.18,0.17,0.16,0.13,0.12,0.17,0.18,0.15,0.15,0.25,0.16,0.13,0.13,0.15,0.16,0.19,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.17,0.13,0.2,0.14,0.13,0.14,0.13,0.13,0.14,0.12,0.13,0.12,0.1,0.14,0.11,0.11,0.12,0.13,0.13,0.12,0.12,0.15,0.0,0.12,0.1,0.11,0.1,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.09,0.12,0.1,0.1,0.1,0.1,0.0,0.11,0.09,0.1,0.11,0.0,0.09,0.1,0.1,0.0,0.11,0.11,0.11,0.1,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.11,0.14,0.17,0.12,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,69.41000000000001
10/28/2021,4.97,4.95,3.09,1.65,1.76,1.66,1.14,1.57,1.21,1.09,0.92,0.83,0.9,0.83,0.6,0.73,0.67,0.66,0.75,0.65,0.53,0.57,0.63,0.47,0.61,0.43,0.49,0.52,0.45,0.48,0.39,0.47,0.46,0.44,0.41,0.51,0.44,0.48,0.45,0.45,0.41,0.44,0.39,0.45,0.38,0.42,0.35,0.32,0.32,0.32,0.32,0.35,0.27,0.33,0.34,0.35,0.31,0.25,0.34,0.32,0.34,0.29,0.29,0.25,0.3,0.26,0.28,0.24,0.28,0.27,0.23,0.24,0.22,0.31,0.26,0.21,0.26,0.29,0.27,0.25,0.2,0.23,0.23,0.21,0.2,0.21,0.21,0.16,0.16,0.17,0.23,0.19,0.18,0.18,0.2,0.15,0.2,0.16,0.22,0.13,0.16,0.2,0.16,0.18,0.0,0.17,0.16,0.17,0.18,0.18,0.17,0.16,0.13,0.12,0.18,0.18,0.15,0.16,0.24,0.16,0.13,0.14,0.15,0.16,0.2,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.12,0.13,0.2,0.14,0.13,0.14,0.13,0.13,0.14,0.12,0.13,0.12,0.1,0.13,0.11,0.11,0.12,0.13,0.14,0.12,0.11,0.15,0.0,0.12,0.1,0.11,0.1,0.12,0.11,0.11,0.11,0.0,0.11,0.1,0.0,0.12,0.1,0.11,0.1,0.1,0.0,0.11,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.11,0.11,0.11,0.09,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.09,0.0,0.12,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.14,0.17,0.12,0.0,0.0,0.0,0.0,0.1,0.09,0.0,0.0,0.0,69.32000000000001
10/29/2021,4.95,4.91,3.06,1.66,1.75,1.66,1.14,1.76,1.22,1.08,0.92,0.84,0.9,0.84,0.61,0.72,0.67,0.66,0.75,0.65,0.52,0.58,0.63,0.46,0.61,0.42,0.49,0.51,0.45,0.48,0.39,0.47,0.47,0.44,0.41,0.51,0.44,0.48,0.45,0.45,0.41,0.44,0.39,0.46,0.38,0.41,0.35,0.32,0.32,0.32,0.31,0.35,0.27,0.33,0.34,0.35,0.3,0.25,0.35,0.32,0.35,0.29,0.29,0.25,0.3,0.26,0.28,0.24,0.27,0.27,0.23,0.25,0.22,0.31,0.26,0.21,0.25,0.29,0.26,0.24,0.2,0.23,0.22,0.22,0.2,0.21,0.21,0.16,0.16,0.17,0.23,0.19,0.18,0.18,0.19,0.14,0.2,0.16,0.22,0.13,0.17,0.19,0.16,0.18,0.0,0.17,0.16,0.17,0.18,0.18,0.17,0.16,0.13,0.12,0.17,0.18,0.15,0.16,0.26,0.16,0.13,0.13,0.15,0.16,0.2,0.15,0.16,0.15,0.14,0.14,0.14,0.14,0.12,0.13,0.21,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.1,0.13,0.11,0.1,0.12,0.13,0.13,0.12,0.11,0.15,0.0,0.12,0.1,0.11,0.1,0.12,0.12,0.11,0.11,0.0,0.11,0.1,0.0,0.12,0.1,0.11,0.1,0.1,0.0,0.11,0.09,0.1,0.11,0.0,0.0,0.1,0.1,0.0,0.11,0.11,0.11,0.09,0.11,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.09,0.0,0.12,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.09,0.0,0.1,0.0,0.0,0.0,0.1,0.14,0.17,0.12,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,69.35000000000001
11/01/2021,4.99,5.18,3.15,1.59,1.88,1.76,1.14,1.8,1.3,1.07,0.92,0.78,0.91,0.84,0.59,0.73,0.62,0.66,0.74,0.65,0.51,0.58,0.63,0.46,0.61,0.41,0.5,0.51,0.46,0.48,0.38,0.47,0.46,0.44,0.41,0.51,0.44,0.48,0.45,0.46,0.42,0.44,0.37,0.46,0.39,0.41,0.35,0.32,0.32,0.32,0.33,0.35,0.27,0.33,0.34,0.36,0.3,0.25,0.35,0.32,0.36,0.29,0.29,0.24,0.3,0.26,0.28,0.24,0.28,0.27,0.23,0.24,0.22,0.32,0.27,0.2,0.24,0.28,0.26,0.25,0.19,0.24,0.23,0.21,0.17,0.21,0.21,0.15,0.16,0.17,0.23,0.19,0.18,0.18,0.19,0.15,0.2,0.16,0.21,0.13,0.17,0.19,0.15,0.17,0.0,0.17,0.15,0.17,0.17,0.18,0.17,0.16,0.13,0.12,0.18,0.18,0.15,0.16,0.26,0.14,0.13,0.14,0.15,0.16,0.2,0.15,0.16,0.14,0.13,0.14,0.14,0.14,0.12,0.12,0.2,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.0,0.13,0.11,0.09,0.12,0.12,0.13,0.12,0.12,0.15,0.0,0.12,0.1,0.11,0.1,0.12,0.12,0.11,0.11,0.0,0.11,0.1,0.0,0.12,0.1,0.1,0.1,0.1,0.0,0.11,0.09,0.1,0.11,0.0,0.09,0.1,0.1,0.0,0.11,0.11,0.11,0.0,0.11,0.09,0.0,0.1,0.1,0.0,0.1,0.1,0.11,0.0,0.0,0.09,0.0,0.12,0.0,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.14,0.17,0.12,0.0,0.09,0.0,0.0,0.1,0.0,0.1,0.1,0.0,69.78
11/02/2021,4.96,5.25,3.1,1.63,1.88,1.76,1.12,1.91,1.34,1.07,0.9,0.75,0.92,0.83,0.58,0.73,0.62,0.65,0.75,0.65,0.5,0.58,0.64,0.46,0.61,0.42,0.5,0.52,0.46,0.48,0.38,0.47,0.47,0.45,0.43,0.52,0.47,0.48,0.45,0.46,0.43,0.44,0.37,0.46,0.39,0.42,0.34,0.32,0.31,0.32,0.33,0.35,0.27,0.33,0.33,0.35,0.3,0.25,0.35,0.32,0.36,0.26,0.28,0.24,0.29,0.26,0.28,0.24,0.27,0.27,0.24,0.24,0.22,0.31,0.27,0.2,0.24,0.29,0.26,0.25,0.18,0.24,0.22,0.21,0.17,0.21,0.22,0.14,0.16,0.17,0.23,0.17,0.18,0.17,0.19,0.14,0.2,0.16,0.21,0.13,0.17,0.19,0.15,0.17,0.0,0.17,0.15,0.17,0.17,0.18,0.17,0.16,0.13,0.12,0.18,0.18,0.15,0.16,0.26,0.14,0.13,0.14,0.15,0.16,0.2,0.16,0.16,0.15,0.12,0.14,0.14,0.14,0.12,0.1,0.2,0.13,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.12,0.0,0.13,0.11,0.0,0.12,0.11,0.13,0.12,0.11,0.15,0.0,0.12,0.1,0.11,0.09,0.12,0.11,0.11,0.11,0.0,0.12,0.11,0.0,0.12,0.1,0.11,0.1,0.1,0.0,0.11,0.09,0.1,0.12,0.0,0.1,0.1,0.1,0.09,0.12,0.11,0.11,0.09,0.12,0.0,0.0,0.1,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.09,0.0,0.13,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.17,0.12,0.0,0.09,0.0,0.0,0.11,0.0,0.09,0.1,0.0,69.87
11/03/2021,4.96,5.25,3.1,1.63,1.88,1.76,1.12,1.91,1.34,1.07,0.9,0.75,0.92,0.83,0.58,0.73,0.62,0.65,0.75,0.65,0.5,0.58,0.64,0.46,0.61,0.42,0.5,0.52,0.46,0.48,0.38,0.47,0.47,0.45,0.43,0.52,0.47,0.48,0.45,0.46,0.43,0.44,0.37,0.46,0.39,0.42,0.34,0.32,0.31,0.32,0.33,0.35,0.27,0.33,0.33,0.35,0.3,0.25,0.35,0.32,0.36,0.26,0.28,0.24,0.29,0.26,0.28,0.24,0.27,0.27,0.24,0.24,0.22,0.31,0.27,0.2,0.24,0.29,0.26,0.25,0.18,0.24,0.22,0.21,0.17,0.21,0.22,0.14,0.16,0.17,0.23,0.17,0.18,0.17,0.19,0.14,0.2,0.16,0.21,0.13,0.17,0.19,0.15,0.17,0.0,0.17,0.15,0.17,0.17,0.18,0.17,0.16,0.13,0.12,0.18,0.18,0.15,0.16,0.26,0.14,0.13,0.14,0.15,0.16,0.2,0.16,0.16,0.15,0.12,0.14,0.14,0.14,0.12,0.1,0.2,0.13,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.12,0.0,0.13,0.11,0.0,0.12,0.11,0.13,0.12,0.11,0.15,0.0,0.12,0.1,0.11,0.09,0.12,0.11,0.11,0.11,0.0,0.12,0.11,0.0,0.12,0.1,0.11,0.1,0.1,0.0,0.11,0.09,0.1,0.12,0.0,0.1,0.1,0.1,0.09,0.12,0.11,0.11,0.09,0.12,0.0,0.0,0.1,0.1,0.0,0.1,0.11,0.11,0.0,0.0,0.09,0.0,0.13,0.0,0.1,0.0,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.17,0.12,0.0,0.09,0.0,0.0,0.11,0.0,0.09,0.1,0.0,69.87
