,VCSH,CMBS,PULS,EMLC,VTV,SCHP,VCLT,TLH,ACWV,NFRA,SPHY,BCI,VCIT,GQRE,SMMV,JEPI,BAR,VYMI,MXI,VIGI,RYT,AMZN,DVYE,SUSC,LDEM,WMT,n/a,VZ,NKE,DIS,DKS,EA,CL,MSFT,AAPL,KR,GBTC,ETHE,TDV,IGSB,SCHY,XLU,VNQI,DGRE,IGIB,SUM
10/29/2021,11.59,9.41,9.39,6.76,5.34,5.05,4.9,4.83,3.55,3.42,3.25,3.31,2.95,3.0,2.49,2.31,2.01,2.0,1.96,1.93,1.48,1.34,1.11,0.98,1.0,0.97,0.52,0.47,0.46,0.42,0.41,0.29,0.27,0.25,0.24,0.21,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97999999999998
11/01/2021,11.58,9.44,9.38,6.72,5.31,5.04,4.98,4.89,3.55,3.43,3.25,3.26,2.96,3.02,2.46,2.3,2.0,1.99,1.95,1.94,1.47,1.39,1.09,0.99,0.99,0.96,0.52,0.47,0.46,0.41,0.4,0.28,0.28,0.26,0.25,0.21,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/02/2021,11.6,9.45,9.4,6.71,5.31,5.05,4.99,4.91,3.55,3.41,3.26,3.24,2.96,3.0,2.46,2.31,1.99,1.98,1.94,1.94,1.48,1.36,1.09,0.99,0.97,0.97,0.52,0.47,0.47,0.41,0.4,0.28,0.28,0.27,0.24,0.21,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97999999999998
11/03/2021,11.6,9.45,9.4,6.71,5.31,5.05,4.99,4.91,3.55,3.41,3.26,3.24,2.96,3.0,2.46,2.31,1.99,1.98,1.94,1.94,1.48,1.36,1.09,0.99,0.97,0.97,0.52,0.47,0.47,0.41,0.4,0.28,0.28,0.27,0.24,0.21,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97999999999998
11/04/2021,11.6,9.45,9.4,6.71,5.31,5.05,4.99,4.91,3.55,3.41,3.26,3.24,2.96,3.0,2.46,2.31,1.99,1.98,1.94,1.94,1.48,1.36,1.09,0.99,0.97,0.97,0.52,0.47,0.47,0.41,0.4,0.28,0.28,0.27,0.24,0.21,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97999999999998
11/05/2021,11.34,9.2,9.18,6.51,5.24,4.92,4.87,4.79,3.48,3.35,3.16,3.18,2.9,2.96,2.45,2.24,1.95,1.94,1.9,1.9,1.47,1.31,1.06,0.97,0.95,0.95,2.74,0.46,0.46,0.4,0.39,0.28,0.27,0.26,0.24,0.21,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/08/2021,11.32,9.2,9.16,6.5,5.23,4.93,4.87,4.79,3.5,3.34,3.17,3.13,2.9,2.96,2.47,2.24,1.95,1.94,1.9,1.92,1.49,1.37,1.06,0.97,0.96,0.96,2.64,0.45,0.48,0.4,0.41,0.28,0.27,0.27,0.24,0.22,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/09/2021,11.28,9.19,9.12,6.52,5.23,4.92,4.91,4.82,3.47,3.34,3.17,3.13,2.9,2.97,2.47,2.22,1.97,1.93,1.9,1.91,1.49,1.38,1.05,0.97,0.95,0.94,2.71,0.45,0.49,0.41,0.41,0.27,0.28,0.26,0.24,0.22,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/10/2021,11.28,9.19,9.12,6.52,5.23,4.92,4.91,4.82,3.47,3.34,3.17,3.13,2.9,2.97,2.47,2.22,1.97,1.93,1.9,1.91,1.49,1.38,1.05,0.97,0.95,0.94,2.71,0.45,0.49,0.41,0.41,0.27,0.28,0.26,0.24,0.22,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/11/2021,11.27,9.19,9.12,6.54,5.24,4.94,4.9,4.81,3.47,3.34,3.17,3.12,2.89,2.96,2.47,2.22,1.98,1.94,1.92,1.91,1.5,1.37,1.06,0.97,0.96,0.94,2.71,0.45,0.47,0.42,0.41,0.27,0.27,0.26,0.24,0.21,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/12/2021,11.25,9.17,9.1,6.55,5.23,4.96,4.91,4.83,3.47,3.33,3.17,3.1,2.89,2.96,2.46,2.22,1.98,1.93,1.91,1.9,1.49,1.4,1.06,0.97,0.95,0.94,2.71,0.45,0.48,0.41,0.42,0.27,0.28,0.26,0.24,0.21,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
11/15/2021,11.27,9.2,9.15,6.52,5.25,4.97,4.87,4.79,3.49,3.34,3.16,3.11,2.88,2.96,2.46,2.24,2.01,1.93,1.9,1.89,1.48,1.37,1.06,0.97,0.95,0.94,2.72,0.46,0.46,0.41,0.41,0.27,0.28,0.26,0.23,0.22,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/16/2021,11.35,9.24,9.22,6.58,5.3,5.01,4.89,4.82,3.52,3.35,3.19,3.17,2.9,2.99,2.49,2.25,2.04,1.95,1.96,1.92,1.51,1.38,1.08,0.97,0.98,0.94,1.88,0.46,0.46,0.39,0.41,0.29,0.28,0.26,0.23,0.22,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/17/2021,11.35,9.24,9.22,6.58,5.3,5.01,4.89,4.82,3.52,3.35,3.19,3.17,2.9,2.99,2.49,2.25,2.04,1.95,1.96,1.92,1.51,1.38,1.08,0.97,0.98,0.94,1.88,0.46,0.46,0.39,0.41,0.29,0.28,0.26,0.23,0.22,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/18/2021,11.41,9.29,9.27,6.6,5.34,5.04,4.84,4.79,3.56,3.38,3.2,3.19,2.9,3.02,2.51,2.28,2.05,1.96,1.96,1.93,1.53,1.42,1.07,0.97,0.98,0.94,1.44,0.46,0.47,0.38,0.43,0.28,0.28,0.27,0.24,0.22,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
11/19/2021,11.09,9.02,9.02,6.37,5.19,4.89,4.7,4.65,3.46,3.27,3.12,3.11,2.82,2.92,2.45,2.22,1.98,1.9,1.9,1.88,1.5,1.38,1.03,0.94,0.95,0.89,4.3,0.44,0.47,0.37,0.43,0.27,0.27,0.26,0.23,0.21,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/22/2021,11.09,9.02,9.02,6.37,5.19,4.89,4.7,4.65,3.46,3.27,3.12,3.11,2.82,2.92,2.45,2.22,1.98,1.9,1.9,1.88,1.5,1.38,1.03,0.94,0.95,0.89,4.3,0.44,0.47,0.37,0.43,0.27,0.27,0.26,0.23,0.21,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/23/2021,11.09,9.02,9.02,6.37,5.19,4.89,4.7,4.65,3.46,3.27,3.12,3.11,2.82,2.92,2.45,2.22,1.98,1.9,1.9,1.88,1.5,1.38,1.03,0.94,0.95,0.89,4.3,0.44,0.47,0.37,0.43,0.27,0.27,0.26,0.23,0.21,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/24/2021,11.11,9.05,9.03,6.33,5.1,4.9,4.78,4.74,3.45,3.25,3.11,3.07,2.84,2.92,2.41,2.21,1.98,1.87,1.88,1.87,1.49,1.43,1.02,0.95,0.93,0.89,4.31,0.44,0.48,0.36,0.43,0.26,0.27,0.27,0.25,0.21,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/25/2021,11.11,9.05,9.03,6.33,5.1,4.9,4.78,4.74,3.45,3.25,3.11,3.07,2.84,2.92,2.41,2.21,1.98,1.87,1.88,1.87,1.49,1.43,1.02,0.95,0.93,0.89,4.31,0.44,0.48,0.36,0.43,0.26,0.27,0.27,0.25,0.21,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/26/2021,11.13,9.06,9.07,6.3,5.16,4.88,4.75,4.71,3.45,3.25,3.11,3.08,2.83,2.93,2.42,2.22,1.94,1.88,1.9,1.86,1.48,1.4,1.01,0.95,0.93,0.9,4.33,0.44,0.48,0.36,0.44,0.25,0.27,0.27,0.25,0.22,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
11/29/2021,11.12,9.03,9.07,6.26,5.2,4.88,4.74,4.7,3.45,3.27,3.11,3.13,2.82,2.97,2.43,2.23,1.93,1.88,1.89,1.84,1.49,1.4,1.02,0.95,0.92,0.92,4.33,0.44,0.47,0.35,0.4,0.25,0.27,0.26,0.25,0.22,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/30/2021,11.21,9.15,9.12,6.26,5.12,4.94,4.82,4.82,3.42,3.23,3.1,3.04,2.86,2.9,2.38,2.22,1.94,1.84,1.86,1.83,0.0,1.38,1.0,0.96,0.9,0.91,4.36,0.45,0.46,0.35,0.4,0.25,0.27,0.26,0.25,0.22,0.05,0.05,1.45,0.0,0.0,0.0,0.0,0.0,0.0,100.03
12/01/2021,11.21,9.15,9.12,6.26,5.12,4.94,4.82,4.82,3.42,3.23,3.1,3.04,2.86,2.9,2.38,2.22,1.94,1.84,1.86,1.83,0.0,1.38,1.0,0.96,0.9,0.91,4.36,0.45,0.46,0.35,0.4,0.25,0.27,0.26,0.25,0.22,0.05,0.05,1.45,0.0,0.0,0.0,0.0,0.0,0.0,100.03
12/02/2021,11.21,9.12,5.18,6.26,5.12,4.92,4.82,4.79,3.43,3.23,7.07,3.0,2.86,2.92,2.37,2.22,1.93,1.84,1.87,1.83,0.0,1.4,1.01,0.96,0.9,0.9,4.36,0.45,0.47,0.35,0.39,0.25,0.27,0.26,0.25,0.22,0.06,0.05,1.47,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/06/2021,11.23,9.14,5.2,6.3,5.09,4.94,4.88,4.88,3.42,3.21,7.1,2.92,2.87,2.92,2.36,2.2,1.93,1.86,1.87,1.84,0.0,1.36,1.03,0.96,0.92,0.86,4.28,0.44,0.47,0.35,0.36,0.24,0.27,0.26,0.26,0.23,0.05,0.05,1.46,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/07/2021,11.23,9.14,5.2,6.3,5.09,4.94,4.88,4.88,3.42,3.21,7.1,2.92,2.87,2.92,2.36,2.2,1.93,1.86,1.87,1.84,0.0,1.36,1.03,0.96,0.92,0.86,4.28,0.44,0.47,0.35,0.36,0.24,0.27,0.26,0.26,0.23,0.05,0.05,1.46,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/08/2021,11.23,9.14,5.2,6.3,5.09,4.94,4.88,4.88,3.42,3.21,7.1,2.92,2.87,2.92,2.36,2.2,1.93,1.86,1.87,1.84,0.0,1.36,1.03,0.96,0.92,0.86,4.28,0.44,0.47,0.35,0.36,0.24,0.27,0.26,0.26,0.23,0.05,0.05,1.46,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/09/2021,11.23,9.14,5.2,6.3,5.09,4.94,4.88,4.88,3.42,3.21,7.1,2.92,2.87,2.92,2.36,2.2,1.93,1.86,1.87,1.84,0.0,1.36,1.03,0.96,0.92,0.86,4.28,0.44,0.47,0.35,0.36,0.24,0.27,0.26,0.26,0.23,0.05,0.05,1.46,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/10/2021,11.23,9.14,5.2,6.3,5.09,4.94,4.88,4.88,3.42,3.21,7.1,2.92,2.87,2.92,2.36,2.2,1.93,1.86,1.87,1.84,0.0,1.36,1.03,0.96,0.92,0.86,4.28,0.44,0.47,0.35,0.36,0.24,0.27,0.26,0.26,0.23,0.05,0.05,1.46,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/13/2021,11.23,9.14,5.2,6.3,5.09,4.94,4.88,4.88,3.42,3.21,7.1,2.92,2.87,2.92,2.36,2.2,1.93,1.86,1.87,1.84,0.0,1.36,1.03,0.96,0.92,0.86,4.28,0.44,0.47,0.35,0.36,0.24,0.27,0.26,0.26,0.23,0.05,0.05,1.46,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/14/2021,11.23,9.14,5.2,6.3,5.09,4.94,4.88,4.88,3.42,3.21,7.1,2.92,2.87,2.92,2.36,2.2,1.93,1.86,1.87,1.84,0.0,1.36,1.03,0.96,0.92,0.86,4.28,0.44,0.47,0.35,0.36,0.24,0.27,0.26,0.26,0.23,0.05,0.05,1.46,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/15/2021,11.23,9.14,5.2,6.3,5.09,4.94,4.88,4.88,3.42,3.21,7.1,2.92,2.87,2.92,2.36,2.2,1.93,1.86,1.87,1.84,0.0,1.36,1.03,0.96,0.92,0.86,4.28,0.44,0.47,0.35,0.36,0.24,0.27,0.26,0.26,0.23,0.05,0.05,1.46,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/16/2021,11.23,9.14,5.2,6.3,5.09,4.94,4.88,4.88,3.42,3.21,7.1,2.92,2.87,2.92,2.36,2.2,1.93,1.86,1.87,1.84,0.0,1.36,1.03,0.96,0.92,0.86,4.28,0.44,0.47,0.35,0.36,0.24,0.27,0.26,0.26,0.23,0.05,0.05,1.46,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/17/2021,11.23,9.14,5.2,6.3,5.09,4.94,4.88,4.88,3.42,3.21,7.1,2.92,2.87,2.92,2.36,2.2,1.93,1.86,1.87,1.84,0.0,1.36,1.03,0.96,0.92,0.86,4.28,0.44,0.47,0.35,0.36,0.24,0.27,0.26,0.26,0.23,0.05,0.05,1.46,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/20/2021,11.23,9.14,5.2,6.3,5.09,4.94,4.88,4.88,3.42,3.21,7.1,2.92,2.87,2.92,2.36,2.2,1.93,1.86,1.87,1.84,0.0,1.36,1.03,0.96,0.92,0.86,4.28,0.44,0.47,0.35,0.36,0.24,0.27,0.26,0.26,0.23,0.05,0.05,1.46,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/21/2021,11.32,9.35,5.32,6.44,5.35,4.98,4.97,4.98,3.55,3.31,7.29,3.01,2.95,3.03,2.46,2.31,2.0,1.93,1.92,1.9,0.0,1.37,1.05,0.99,0.91,0.9,1.91,0.47,0.46,0.36,0.34,0.26,0.3,0.26,0.28,0.24,0.04,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/22/2021,11.32,9.35,5.32,6.44,5.35,4.98,4.97,4.98,3.55,3.31,7.29,3.01,2.95,3.03,2.46,2.31,2.0,1.93,1.92,1.9,0.0,1.37,1.05,0.99,0.91,0.9,1.91,0.47,0.46,0.36,0.34,0.26,0.3,0.26,0.28,0.24,0.04,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,100.02
12/23/2021,11.45,9.47,5.38,6.53,5.36,5.03,4.98,5.01,3.58,3.33,7.36,3.02,2.98,3.03,2.47,2.32,2.01,1.92,1.91,1.79,0.0,1.36,1.05,0.99,0.9,0.91,1.32,0.48,0.45,0.36,0.33,0.27,0.3,0.26,0.28,0.24,0.04,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0,99.98
12/24/2021,11.49,9.5,5.4,6.59,5.44,5.06,5.02,5.02,3.61,3.36,7.42,2.56,2.99,3.07,2.51,2.35,2.02,1.94,1.94,1.82,0.0,1.4,1.07,1.0,0.92,0.92,0.93,0.48,0.48,0.37,0.34,0.27,0.3,0.27,0.28,0.23,0.04,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,99.96
12/27/2021,11.02,9.11,5.19,6.41,5.3,4.87,4.82,4.81,3.5,3.26,7.18,2.51,2.86,2.97,2.44,2.28,1.97,1.9,1.9,1.77,0.0,1.35,1.04,0.96,0.9,0.88,4.3,0.46,0.46,0.36,0.33,0.26,0.29,0.26,0.28,0.22,0.05,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/28/2021,11.02,9.11,5.19,6.41,5.3,4.87,4.82,4.81,3.5,3.26,7.18,2.51,2.86,2.97,2.44,2.28,1.97,1.9,1.9,1.77,0.0,1.35,1.04,0.96,0.9,0.88,4.3,0.46,0.46,0.36,0.33,0.26,0.29,0.26,0.28,0.22,0.05,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/29/2021,11.02,9.11,5.19,6.41,5.3,4.87,4.82,4.81,3.5,3.26,7.18,2.51,2.86,2.97,2.44,2.28,1.97,1.9,1.9,1.77,0.0,1.35,1.04,0.96,0.9,0.88,4.3,0.46,0.46,0.36,0.33,0.26,0.29,0.26,0.28,0.22,0.05,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,99.99
12/30/2021,10.99,9.08,5.18,6.39,5.3,4.87,4.82,4.8,3.51,3.27,7.16,2.54,2.85,3.01,2.45,2.29,1.96,1.9,1.91,1.78,0.0,1.33,1.05,0.96,0.9,0.89,4.28,0.46,0.46,0.36,0.34,0.26,0.3,0.27,0.28,0.22,0.05,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,100.01
12/31/2021,10.99,9.08,5.18,6.36,5.31,4.87,4.81,4.79,3.53,3.27,7.17,2.53,2.85,3.02,2.45,2.29,1.96,1.91,1.91,1.78,0.0,1.34,1.05,0.96,0.88,0.9,4.29,0.46,0.46,0.37,0.34,0.26,0.3,0.27,0.28,0.23,0.04,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,100.02
01/03/2022,10.93,9.01,0.0,6.29,5.29,4.87,4.77,0.0,3.51,0.0,7.12,2.5,7.59,0.0,2.45,2.27,1.96,0.0,1.9,0.0,0.0,1.32,0.0,0.95,0.88,0.9,4.89,0.45,0.46,0.37,0.35,0.26,0.3,0.27,0.28,0.23,0.04,0.0,1.52,5.14,3.66,3.26,2.99,1.05,0.0,100.03000000000002
01/03/2022,10.93,9.01,0.0,6.29,5.29,4.87,4.77,0.0,3.51,0.0,7.12,2.5,7.59,0.0,2.45,2.27,1.96,0.0,1.9,0.0,0.0,1.32,0.0,0.95,0.88,0.9,4.89,0.45,0.46,0.37,0.35,0.26,0.3,0.27,0.28,0.23,0.04,0.0,1.52,5.14,3.66,3.26,2.99,1.05,0.0,100.03000000000002
01/03/2022,10.93,9.01,0.0,6.29,5.29,4.87,4.77,0.0,3.51,0.0,7.12,2.5,7.59,0.0,2.45,2.27,1.96,0.0,1.9,0.0,0.0,1.32,0.0,0.95,0.88,0.9,4.89,0.45,0.46,0.37,0.35,0.26,0.3,0.27,0.28,0.23,0.04,0.0,1.52,5.14,3.66,3.26,2.99,1.05,0.0,100.03000000000002
01/04/2022,10.93,9.01,0.0,6.29,5.29,4.87,4.77,0.0,3.51,0.0,7.12,2.5,7.59,0.0,2.45,2.27,1.96,0.0,1.9,0.0,0.0,1.32,0.0,0.95,0.88,0.9,4.89,0.45,0.46,0.37,0.35,0.26,0.3,0.27,0.28,0.23,0.04,0.0,1.52,5.14,3.66,3.26,2.99,1.05,0.0,100.03000000000002
01/05/2022,10.93,9.01,0.0,6.29,5.29,4.87,4.77,0.0,3.51,0.0,7.12,2.5,7.59,0.0,2.45,2.27,1.96,0.0,1.9,0.0,0.0,1.32,0.0,0.95,0.88,0.9,4.89,0.45,0.46,0.37,0.35,0.26,0.3,0.27,0.28,0.23,0.04,0.0,1.52,5.14,3.66,3.26,2.99,1.05,0.0,100.03000000000002
01/06/2022,10.93,9.01,0.0,6.29,5.29,4.87,4.77,0.0,3.51,0.0,7.12,2.5,7.59,0.0,2.45,2.27,1.96,0.0,1.9,0.0,0.0,1.32,0.0,0.95,0.88,0.9,4.89,0.45,0.46,0.37,0.35,0.26,0.3,0.27,0.28,0.23,0.04,0.0,1.52,5.14,3.66,3.26,2.99,1.05,0.0,100.03000000000002
01/07/2022,11.03,9.05,0.0,6.31,5.43,4.87,4.73,0.0,3.53,0.0,7.18,2.55,7.61,0.0,2.47,2.29,1.98,0.0,1.94,0.0,0.0,1.32,0.0,0.95,0.89,0.9,4.14,0.46,0.46,0.37,0.35,0.27,0.3,0.26,0.28,0.24,0.04,0.0,1.54,5.19,3.72,3.26,3.04,1.07,0.0,100.02
01/10/2022,11.22,9.19,0.0,6.43,5.52,4.92,4.8,0.0,3.56,0.0,7.27,2.62,7.72,0.0,2.48,2.33,1.99,0.0,1.96,0.0,0.0,1.32,0.0,0.97,0.9,0.93,2.84,0.48,0.45,0.38,0.35,0.26,0.31,0.25,0.28,0.25,0.04,0.0,1.54,5.28,3.77,3.3,3.06,1.07,0.0,100.04
01/11/2022,11.21,9.18,0.0,6.46,5.54,4.91,4.76,0.0,3.55,0.0,7.25,2.63,7.69,0.0,2.46,2.32,2.0,0.0,1.98,0.0,0.0,1.31,0.0,0.96,0.9,0.93,2.84,0.48,0.44,0.38,0.35,0.27,0.31,0.25,0.28,0.25,0.04,0.0,1.52,5.27,3.8,3.32,3.06,1.08,0.0,99.98
01/12/2022,11.21,9.18,0.0,6.46,5.54,4.91,4.76,0.0,3.55,0.0,7.25,2.63,7.69,0.0,2.46,2.32,2.0,0.0,1.98,0.0,0.0,1.31,0.0,0.96,0.9,0.93,2.84,0.48,0.44,0.38,0.35,0.27,0.31,0.25,0.28,0.25,0.04,0.0,1.52,5.27,3.8,3.32,3.06,1.08,0.0,99.98
01/13/2022,11.22,9.19,0.0,6.45,5.54,4.92,4.77,0.0,3.54,0.0,7.27,2.62,7.7,0.0,2.47,2.32,2.01,0.0,1.97,0.0,0.0,1.3,0.0,0.96,0.9,0.93,2.84,0.48,0.43,0.38,0.36,0.26,0.3,0.25,0.28,0.26,0.04,0.0,1.52,5.28,3.8,3.3,3.05,1.08,0.0,99.99
01/14/2022,11.18,9.17,0.0,6.46,5.56,4.93,4.77,0.0,3.54,0.0,7.25,2.65,7.68,0.0,2.47,2.31,2.02,0.0,1.99,0.0,0.0,1.33,0.0,0.96,0.92,0.93,2.83,0.47,0.42,0.38,0.37,0.26,0.3,0.25,0.28,0.25,0.04,0.0,1.53,5.26,3.82,3.26,3.06,1.09,0.0,99.99
01/17/2022,11.15,9.15,0.0,6.5,5.55,4.89,4.75,0.0,3.55,0.0,7.25,2.69,7.66,0.0,2.45,2.31,2.02,0.0,2.02,0.0,0.0,1.32,0.0,0.96,0.94,0.92,2.82,0.47,0.43,0.38,0.37,0.27,0.3,0.26,0.28,0.25,0.04,0.0,1.53,5.24,3.84,3.26,3.07,1.1,0.0,99.99
01/18/2022,11.18,9.18,0.0,6.5,5.55,4.89,4.74,0.0,3.52,0.0,7.27,2.69,7.67,0.0,2.45,2.3,2.02,0.0,2.0,0.0,0.0,1.31,0.0,0.96,0.94,0.93,2.84,0.47,0.42,0.37,0.36,0.26,0.3,0.25,0.28,0.26,0.04,0.0,1.51,5.26,3.86,3.27,3.06,1.1,0.0,100.01
01/19/2022,11.18,9.18,0.0,6.5,5.55,4.89,4.74,0.0,3.52,0.0,7.27,2.69,7.67,0.0,2.45,2.3,2.02,0.0,2.0,0.0,0.0,1.31,0.0,0.96,0.94,0.93,2.84,0.47,0.42,0.37,0.36,0.26,0.3,0.25,0.28,0.26,0.04,0.0,1.51,5.26,3.86,3.27,3.06,1.1,0.0,100.01
