,912810SU3,91282CBL4,91282CBZ3,91282CBW0,91282CBV2,EFA   211217C00063000,91282CBX8,EFA   220617C00072000,Cash&Other,T 1.875 02/15/51,T 1.125 02/15/31,T 1.25 04/30/28,T 0.75 04/30/26,T 0.375 04/15/24,T 0.125 04/30/23,T 1.875 02.15.51,T 1.125 02.15.31,T 1.25 04.30.28,T 0.375 04.15.24,T 0.75 04.30.26,T 0.125 04.30.23,T 2 08.15.51,T 0.625 10.15.24,T 1.125 10.31.26,T 1.375 10.31.28,T 1.25 08.15.31,n/a,T 0.375 10.31.23,AGPXX,SUM
07/30/2021,0.0,0.0,0.0,0.0,0.0,7.21,0.0,4.53,0.44,18.77,16.34,16.13,15.92,15.81,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/02/2021,0.0,0.0,0.0,0.0,0.0,7.69,0.0,4.94,0.47,18.51,16.16,15.96,15.78,15.68,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/03/2021,0.0,0.0,0.0,0.0,0.0,7.53,0.0,4.78,0.48,18.63,16.22,16.02,15.82,15.71,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/04/2021,0.0,0.0,0.0,0.0,0.0,7.53,0.0,4.78,0.48,18.63,16.22,16.02,15.82,15.71,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/05/2021,0.0,0.0,0.0,0.0,0.0,7.65,0.0,5.07,0.48,18.64,16.17,15.93,15.71,15.57,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/06/2021,0.0,0.0,0.0,0.0,0.0,7.69,0.0,5.13,0.48,18.62,16.15,15.91,15.69,15.55,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/10/2021,0.0,0.0,0.0,0.0,0.0,7.85,0.0,4.85,0.49,18.45,16.15,15.95,15.77,15.68,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/11/2021,0.0,0.0,0.0,0.0,0.0,7.85,0.0,4.85,0.49,18.45,16.15,15.95,15.77,15.68,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/12/2021,0.0,0.0,0.0,0.0,0.0,7.73,0.0,5.46,0.49,18.28,16.06,15.86,15.7,15.62,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/13/2021,0.0,0.0,0.0,0.0,0.0,7.82,0.0,4.98,0.49,18.31,16.13,15.95,15.78,15.71,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/16/2021,0.0,0.0,0.0,0.0,0.0,8.18,0.0,5.14,0.49,18.11,16.04,15.87,15.71,15.65,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/17/2021,0.0,0.0,0.0,0.0,0.0,8.3,0.0,5.5,0.49,18.22,15.96,15.74,15.55,15.48,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/18/2021,0.0,0.0,0.0,0.0,0.0,8.3,0.0,5.5,0.49,18.22,15.96,15.74,15.55,15.48,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/19/2021,0.0,0.0,0.0,0.0,0.0,7.84,0.0,5.54,0.49,18.36,16.05,15.82,15.61,15.52,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/20/2021,0.0,0.0,0.0,0.0,0.0,7.69,0.0,5.39,0.29,18.56,16.18,15.87,15.66,15.57,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/23/2021,0.0,0.0,0.0,0.0,0.0,7.26,0.0,4.47,0.32,19.01,16.42,16.07,15.85,15.76,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/24/2021,0.0,0.0,0.0,0.0,0.0,7.49,0.0,4.69,0.35,18.93,16.32,15.96,15.76,15.68,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/25/2021,0.0,0.0,0.0,0.0,0.0,7.49,0.0,4.69,0.35,18.93,16.32,15.96,15.76,15.68,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/26/2021,0.0,0.0,0.0,0.0,0.0,7.58,0.0,4.8,0.35,18.88,16.28,15.93,15.73,15.64,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/27/2021,0.0,0.0,0.0,0.0,0.0,7.77,0.0,5.1,0.35,18.68,16.19,15.86,15.67,15.59,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/30/2021,0.0,0.0,0.0,0.0,0.0,7.66,0.0,5.01,0.35,18.65,16.2,15.9,15.73,15.68,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/31/2021,0.0,0.0,0.0,0.0,0.0,7.72,0.0,5.01,0.35,18.68,16.2,15.88,15.71,15.64,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/01/2021,0.0,0.0,0.0,0.0,0.0,7.72,0.0,5.01,0.35,18.68,16.2,15.88,15.71,15.64,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/02/2021,0.0,0.0,0.0,0.0,0.0,7.85,0.0,5.03,0.35,18.69,16.17,15.85,15.67,15.59,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
09/03/2021,0.0,0.0,0.0,0.0,0.0,7.87,0.0,5.04,0.36,18.6,16.17,15.86,15.69,15.61,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/06/2021,0.0,0.0,0.0,0.0,0.0,8.24,0.0,5.45,0.27,18.52,16.04,15.72,15.54,15.47,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/07/2021,18.37,15.99,15.7,15.53,15.46,8.33,4.75,5.58,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/08/2021,0.0,0.0,0.0,0.0,0.0,8.33,0.0,5.58,0.28,18.37,15.99,15.7,15.53,15.46,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/09/2021,0.0,0.0,0.0,0.0,0.0,8.33,0.0,5.58,0.28,18.37,15.99,15.7,15.53,15.46,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/10/2021,0.0,0.0,0.0,0.0,0.0,8.43,0.0,5.61,0.28,18.24,15.96,15.7,15.54,15.49,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/13/2021,0.0,0.0,0.0,0.0,0.0,8.06,0.0,5.36,0.28,18.61,16.07,15.77,15.58,15.51,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/14/2021,0.0,0.0,0.0,0.0,0.0,8.31,0.0,5.17,0.28,18.5,16.05,15.76,15.6,15.54,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/15/2021,0.0,0.0,0.0,0.0,0.0,8.31,0.0,5.17,0.28,18.5,16.05,15.76,15.6,15.54,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/16/2021,0.0,0.0,0.0,0.0,0.0,8.35,0.0,5.57,0.28,18.5,15.97,15.67,15.5,15.43,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/17/2021,0.0,0.0,0.0,0.0,0.0,8.12,0.0,5.6,0.28,18.69,16.0,15.67,15.49,15.41,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/20/2021,0.0,0.0,0.0,0.0,0.0,8.13,0.0,5.36,0.28,18.68,16.02,15.71,15.55,15.5,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/21/2021,0.0,0.0,0.0,0.0,0.0,7.97,0.0,4.92,0.29,18.74,16.13,15.83,15.67,15.64,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/22/2021,0.0,0.0,0.0,0.0,0.0,7.97,0.0,4.92,0.29,18.74,16.13,15.83,15.67,15.64,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/23/2021,0.0,0.0,0.0,0.0,0.0,7.18,0.0,4.48,0.29,19.17,16.36,16.02,15.85,15.79,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/24/2021,0.0,0.0,0.0,0.0,0.0,7.63,0.0,4.99,0.29,18.94,16.18,15.85,15.68,15.63,4.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/27/2021,0.0,0.0,0.0,0.0,0.0,8.08,0.0,5.38,0.07,18.65,16.06,15.75,15.61,15.61,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/28/2021,0.0,0.0,0.0,0.0,0.0,7.73,0.0,4.93,0.08,18.64,16.2,15.93,15.81,15.82,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/29/2021,0.0,0.0,0.0,0.0,0.0,7.73,0.0,4.93,0.08,18.64,16.2,15.93,15.81,15.82,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/30/2021,0.0,0.0,0.0,0.0,0.0,7.74,0.0,4.92,0.12,18.63,16.18,15.91,15.81,15.82,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/01/2021,0.0,0.0,0.0,0.0,0.0,7.18,0.0,4.79,0.13,18.56,16.31,16.08,15.99,16.03,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/04/2021,0.0,0.0,0.0,0.0,0.0,7.15,0.0,4.05,0.31,18.6,16.44,16.2,16.12,16.15,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/05/2021,0.0,0.0,0.0,0.0,0.0,7.05,0.0,4.41,0.31,18.67,16.4,16.14,16.04,16.04,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/06/2021,0.0,0.0,0.0,0.0,0.0,7.05,0.0,4.41,0.31,18.67,16.4,16.14,16.04,16.04,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/07/2021,0.0,0.0,0.0,0.0,0.0,6.91,0.0,3.92,0.32,18.79,16.51,16.26,16.16,16.16,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/08/2021,0.0,0.0,0.0,0.0,0.0,6.93,0.0,4.08,0.32,0.0,0.0,0.0,0.0,0.0,0.0,18.62,16.48,16.25,16.18,16.17,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/11/2021,0.0,0.0,0.0,0.0,0.0,7.27,0.0,4.11,0.32,0.0,0.0,0.0,0.0,0.0,0.0,18.46,16.4,16.19,16.15,16.12,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/12/2021,0.0,0.0,0.0,0.0,0.0,7.11,0.0,4.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,18.44,16.45,16.25,16.24,16.19,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/13/2021,0.0,0.0,0.0,0.0,0.0,7.11,0.0,4.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,18.44,16.45,16.25,16.24,16.19,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/14/2021,0.0,0.0,0.0,0.0,0.0,6.84,0.0,4.03,0.33,0.0,0.0,0.0,0.0,0.0,0.0,18.49,16.48,16.29,16.3,16.24,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/15/2021,0.0,0.0,0.0,0.0,0.0,6.82,0.0,3.87,0.33,0.0,0.0,0.0,0.0,0.0,0.0,18.71,16.51,16.28,16.26,16.21,5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/18/2021,0.0,0.0,0.0,0.0,0.0,7.38,0.0,4.33,0.32,0.0,0.0,0.0,0.0,0.0,0.0,18.74,16.32,16.05,15.99,15.95,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/19/2021,0.0,0.0,0.0,0.0,0.0,7.63,0.0,4.66,0.36,0.0,0.0,0.0,0.0,0.0,0.0,18.56,16.19,15.93,15.94,15.84,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/20/2021,0.0,0.0,0.0,0.0,0.0,7.63,0.0,4.66,0.36,0.0,0.0,0.0,0.0,0.0,0.0,18.56,16.19,15.93,15.94,15.84,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/21/2021,0.0,0.0,0.0,0.0,0.0,7.47,0.0,4.53,0.36,0.0,0.0,0.0,0.0,0.0,0.0,18.75,16.22,15.94,15.97,15.85,4.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/22/2021,0.0,0.0,0.0,0.0,0.0,7.97,0.0,4.63,0.36,0.0,0.0,0.0,0.0,0.0,0.0,18.41,16.11,15.88,15.94,15.82,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/25/2021,0.0,0.0,0.0,0.0,0.0,7.65,0.0,4.87,0.36,0.0,0.0,0.0,0.0,0.0,0.0,18.33,16.13,15.91,15.99,15.85,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
10/26/2021,0.0,0.0,0.0,0.0,0.0,7.85,0.0,4.8,0.37,0.0,0.0,0.0,0.0,0.0,0.0,18.41,16.1,15.86,15.92,15.79,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/27/2021,0.0,0.0,0.0,0.0,0.0,7.85,0.0,4.8,0.37,0.0,0.0,0.0,0.0,0.0,0.0,18.41,16.1,15.86,15.92,15.79,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/28/2021,0.0,0.0,0.0,0.0,0.0,7.73,0.0,4.57,0.37,0.0,0.0,0.0,0.0,0.0,0.0,18.49,16.17,15.93,15.97,15.86,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/29/2021,0.0,0.0,0.0,0.0,0.0,7.87,0.0,4.88,0.39,0.0,0.0,0.0,0.0,0.0,0.0,18.49,16.07,15.82,15.86,15.74,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/01/2021,0.0,0.0,0.0,0.0,0.0,8.01,0.0,4.94,0.39,0.0,0.0,0.0,0.0,0.0,0.0,18.72,16.02,15.71,15.73,15.63,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/02/2021,0.0,0.0,0.0,0.0,0.0,7.83,0.0,4.88,0.4,0.0,0.0,0.0,0.0,0.0,0.0,18.83,16.07,15.74,15.76,15.65,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/03/2021,0.0,0.0,0.0,0.0,0.0,7.83,0.0,4.88,0.4,0.0,0.0,0.0,0.0,0.0,0.0,18.83,16.07,15.74,15.76,15.65,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
11/04/2021,0.0,0.0,0.0,0.0,0.0,8.02,0.0,5.02,0.4,0.0,0.0,0.0,0.0,0.0,0.0,18.69,16.01,15.69,15.72,15.61,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/05/2021,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.94,0.4,0.0,0.0,0.0,0.0,0.0,0.0,18.71,16.03,15.72,15.73,15.63,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/08/2021,0.0,0.0,0.0,0.0,0.0,8.12,0.0,5.06,0.4,0.0,0.0,0.0,0.0,0.0,0.0,18.61,16.0,15.7,15.68,15.6,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/09/2021,0.0,0.0,0.0,0.0,0.0,8.25,0.0,4.86,0.4,0.0,0.0,0.0,0.0,0.0,0.0,18.84,16.02,15.67,15.6,15.55,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/10/2021,0.0,0.0,0.0,0.0,0.0,8.25,0.0,4.86,0.4,0.0,0.0,0.0,0.0,0.0,0.0,18.84,16.02,15.67,15.6,15.55,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/11/2021,0.0,0.0,0.0,0.0,0.0,8.18,0.0,5.18,0.4,0.0,0.0,0.0,0.0,0.0,0.0,18.82,15.95,15.61,15.57,15.5,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/12/2021,0.0,0.0,0.0,0.0,0.0,8.21,0.0,5.07,0.4,0.0,0.0,0.0,0.0,0.0,0.0,19.02,15.96,15.59,15.51,15.46,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
11/15/2021,0.0,0.0,0.0,0.0,0.0,7.95,0.0,4.94,0.41,0.0,0.0,0.0,0.0,0.0,0.0,18.87,16.04,15.67,15.7,15.57,4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/16/2021,0.0,0.0,0.0,0.0,0.0,8.16,0.0,5.05,0.29,0.0,0.0,0.0,0.0,0.0,0.0,18.67,15.99,15.74,15.67,15.6,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/17/2021,0.0,0.0,0.0,0.0,0.0,8.16,0.0,5.05,0.29,0.0,0.0,0.0,0.0,0.0,0.0,18.67,15.99,15.74,15.67,15.6,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/18/2021,0.0,0.0,0.0,0.0,0.0,8.1,0.0,4.94,0.3,0.0,0.0,0.0,0.0,0.0,0.0,18.56,16.02,15.8,15.75,15.67,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/19/2021,0.0,0.0,0.0,0.0,0.0,8.04,0.0,4.86,0.3,0.0,0.0,0.0,0.0,0.0,0.0,18.56,16.05,15.82,15.79,15.71,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/22/2021,0.0,0.0,0.0,0.0,0.0,7.94,0.0,4.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,18.62,16.06,15.83,15.78,15.7,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/23/2021,0.0,0.0,0.0,0.0,0.0,7.94,0.0,4.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,18.62,16.06,15.83,15.78,15.7,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/24/2021,0.0,0.0,0.0,0.0,0.0,7.75,0.0,4.52,0.32,0.0,0.0,0.0,0.0,0.0,0.0,19.01,16.15,15.88,15.78,15.72,4.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11/25/2021,0.0,0.0,0.0,0.0,0.0,7.7,0.0,4.6,0.32,0.0,0.0,0.0,0.0,0.0,0.0,18.84,16.14,15.89,15.86,15.76,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/26/2021,0.0,0.0,0.0,0.0,0.0,7.47,0.0,4.37,0.32,0.0,0.0,0.0,0.0,0.0,0.0,18.8,16.21,15.99,15.99,15.89,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
11/29/2021,0.0,0.0,0.0,0.0,0.0,7.31,0.0,4.15,0.32,0.0,0.0,0.0,0.0,0.0,0.0,19.06,16.27,16.03,16.01,15.91,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/30/2021,0.0,0.0,0.0,0.0,0.0,6.33,0.0,3.38,0.33,0.0,0.0,0.0,0.0,0.0,0.0,19.78,16.6,16.29,16.17,16.13,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/01/2021,0.0,0.0,0.0,0.0,0.0,6.33,0.0,3.38,0.33,0.0,0.0,0.0,0.0,0.0,0.0,19.78,16.6,16.29,16.17,16.13,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
12/02/2021,0.0,0.0,0.0,0.0,0.0,6.61,0.0,3.39,0.33,0.0,0.0,0.0,0.0,0.0,0.0,19.57,16.54,16.28,16.17,16.12,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
02/14/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.46,18.37,18.2,18.07,17.88,3.84,3.15,0.03,100.0
