,PAGS,EXAS,JAZZ,NVCR,CINF,WAL,HBAN,FITB,RGA,GIL,EME,AYI,HEI,TS,ESNT,ROLL,PACW,LOPE,GKOS,AMBA,HP,SHOO,PRG,YELP,JJSF,RVLV,BLUE,CORE,MOMO,NMIH,KALU,STRA,MCY,HOPE,IPAR,INGN,EIG,DRQ,SAFT,PI,VNDA,AAN,BANF,DNOW,TBI,MNRL,MGPI,PRDO,PUMP,ANIK,EGRX,DREYFUS GOVT CASH MGMT,n/a,LVS,GDS,COUP,NVTA,SPLK,SRPT,CTXS,MKC,IONS,FSLY,AYX,IQ,TPTX,HAE,PTCT,FOLD,VNET,SAGE,BAND,GO,YPF,SILK,TREE,RLAY,INO,GBT,ALLO,NG,MPLN,TVTX,CHRS,KURA,GBIO,WKHS,ADCT,MODN,CERS,QURE,HYLN,FMTX,KDMN,ITOS,TRHC,ARKO,GOEV,SLP,ORIC,XL,GOSS,OTRK,SUM
10/05/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,4.71,5.09,4.82,5.12,4.9,6.19,5.19,4.56,3.99,3.6,3.67,2.51,2.47,3.1,2.2,2.27,1.84,1.99,1.69,1.54,1.57,1.56,1.36,1.42,1.18,1.36,1.49,1.32,1.24,1.28,1.0,1.0,0.95,0.72,0.86,0.93,0.88,0.95,0.75,0.78,1.26,0.69,0.53,0.62,0.61,0.53,0.52,0.5,0.61,0.07,100.03999999999998
10/06/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,4.71,5.09,4.82,5.12,4.9,6.19,5.19,4.56,3.99,3.6,3.67,2.51,2.47,3.1,2.2,2.27,1.84,1.99,1.69,1.54,1.57,1.56,1.36,1.42,1.18,1.36,1.49,1.32,1.24,1.28,1.0,1.0,0.95,0.72,0.86,0.93,0.88,0.95,0.75,0.78,1.26,0.69,0.53,0.62,0.61,0.53,0.52,0.5,0.61,0.07,100.03999999999998
10/07/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.7,5.1,4.79,4.89,4.9,6.31,5.25,4.71,3.97,3.4,3.5,2.42,2.54,3.13,2.22,2.26,1.8,2.01,1.66,1.58,1.63,1.59,1.35,1.48,1.16,1.4,1.53,1.42,1.24,1.32,0.99,1.02,0.94,0.69,0.84,0.92,0.88,0.96,0.76,0.81,1.31,0.7,0.49,0.62,0.6,0.55,0.52,0.48,0.6,0.07,100.02
10/08/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.74,5.17,4.8,4.85,4.94,6.3,5.23,4.64,4.0,3.47,3.59,2.47,2.34,3.04,2.18,2.31,1.82,2.03,1.65,1.6,1.69,1.63,1.34,1.43,1.19,1.37,1.52,1.43,1.17,1.33,1.01,1.0,0.93,0.69,0.82,0.92,0.88,0.96,0.77,0.83,1.29,0.7,0.48,0.63,0.6,0.54,0.51,0.47,0.59,0.07,99.96999999999998
10/11/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.64,5.71,5.02,4.81,5.14,6.21,5.06,4.61,4.07,3.66,3.69,2.67,1.73,2.99,2.17,2.54,1.94,2.02,1.61,1.62,1.63,1.64,1.37,1.26,1.18,1.46,1.5,1.45,1.14,1.35,1.08,1.0,0.91,0.63,0.77,0.91,0.88,0.94,0.74,0.67,1.27,0.68,0.49,0.62,0.57,0.52,0.32,0.45,0.58,0.07,100.0
10/12/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.64,5.71,5.02,4.81,5.14,6.21,5.06,4.61,4.07,3.66,3.69,2.67,1.73,2.99,2.17,2.54,1.94,2.02,1.61,1.62,1.63,1.64,1.37,1.26,1.18,1.46,1.5,1.45,1.14,1.35,1.08,1.0,0.91,0.63,0.77,0.91,0.88,0.94,0.74,0.67,1.27,0.68,0.49,0.62,0.57,0.52,0.32,0.45,0.58,0.07,100.0
10/13/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.81,5.63,4.98,4.77,5.2,6.54,4.8,4.57,4.14,3.66,3.66,2.89,1.79,2.97,2.18,2.61,1.93,2.02,1.56,1.6,1.65,1.65,1.37,1.37,1.18,1.57,0.82,1.44,1.14,1.37,1.12,0.99,0.87,0.6,0.78,0.9,0.88,0.93,0.75,0.62,1.28,0.7,0.51,0.62,0.56,0.5,0.4,0.44,0.6,0.07,100.0
10/14/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,4.97,5.49,4.97,4.8,5.26,6.07,4.67,4.56,4.21,3.79,3.66,2.99,1.73,2.96,2.23,2.68,1.89,2.05,1.56,1.61,1.65,1.62,1.34,1.44,1.23,1.62,0.84,1.44,1.09,1.37,1.11,1.0,0.87,0.6,0.82,0.89,0.88,0.93,0.67,0.61,1.31,0.7,0.5,0.63,0.58,0.52,0.4,0.44,0.64,0.07,99.97
10/15/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,5.06,5.33,5.29,4.83,5.36,6.25,4.44,4.5,4.12,3.81,3.72,3.03,1.73,2.98,2.18,2.69,1.76,2.03,1.53,1.62,1.57,1.62,1.37,1.35,1.24,1.66,0.83,1.46,1.08,1.36,1.08,0.98,0.87,0.64,0.84,0.89,0.89,0.93,0.67,0.6,1.29,0.69,0.51,0.61,0.6,0.52,0.42,0.45,0.64,0.07,100.0
10/18/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,4.94,5.33,5.55,4.91,5.51,5.31,4.54,4.5,4.07,3.87,3.78,2.86,1.84,3.02,2.15,2.54,1.86,2.0,1.7,1.72,1.51,1.54,1.47,1.73,1.25,1.64,1.04,1.48,1.05,1.26,1.05,0.94,0.85,0.63,0.83,0.89,0.87,0.91,0.71,0.6,1.25,0.69,0.51,0.58,0.61,0.54,0.41,0.45,0.63,0.07,100.00999999999998
10/19/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,4.93,5.34,5.49,4.9,5.56,5.42,4.66,4.49,4.16,3.98,3.74,2.77,1.72,3.0,2.21,2.46,1.9,1.97,1.73,1.7,1.53,1.66,1.51,1.62,1.23,1.58,1.0,1.47,1.02,1.25,1.03,0.94,0.83,0.63,0.83,0.89,0.87,0.89,0.7,0.58,1.23,0.71,0.51,0.59,0.62,0.53,0.41,0.44,0.66,0.07,99.97999999999998
10/20/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,4.93,5.34,5.49,4.9,5.56,5.42,4.66,4.49,4.16,3.98,3.74,2.77,1.72,3.0,2.21,2.46,1.9,1.97,1.73,1.7,1.53,1.66,1.51,1.62,1.23,1.58,1.0,1.47,1.02,1.25,1.03,0.94,0.83,0.63,0.83,0.89,0.87,0.89,0.7,0.58,1.23,0.71,0.51,0.59,0.62,0.53,0.41,0.44,0.66,0.07,99.97999999999998
10/21/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,5.01,5.51,5.52,4.91,5.62,5.32,4.88,4.55,3.65,4.04,3.8,2.78,1.67,2.93,2.21,2.42,1.92,1.97,1.77,1.7,1.54,1.63,1.51,1.55,1.26,1.61,0.97,1.45,1.08,1.26,1.05,0.93,0.83,0.63,0.84,0.89,0.88,0.85,0.72,0.58,1.24,0.71,0.52,0.59,0.61,0.52,0.39,0.45,0.64,0.07,100.00999999999998
10/22/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,4.93,5.77,5.54,5.06,5.55,5.15,4.77,4.48,3.69,4.37,3.72,3.07,1.68,2.97,2.1,2.4,2.02,1.76,1.71,1.66,1.5,1.64,1.49,1.54,1.25,1.56,0.95,1.44,1.11,1.25,1.03,0.92,0.83,0.64,0.83,0.88,0.9,0.84,0.74,0.59,1.2,0.7,0.53,0.57,0.61,0.52,0.38,0.45,0.61,0.07,99.98999999999998
10/25/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,4.75,5.74,5.54,5.01,5.67,5.19,4.77,4.51,3.58,4.38,3.69,3.12,1.61,3.07,2.08,2.33,1.99,1.8,1.76,1.69,1.53,1.67,1.46,1.48,1.23,1.61,0.96,1.47,1.12,1.28,1.0,0.9,0.81,0.64,0.85,0.89,0.89,0.84,0.74,0.57,1.33,0.69,0.55,0.58,0.62,0.5,0.38,0.44,0.59,0.07,99.99
10/26/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,4.7,5.79,5.38,5.01,5.67,5.19,4.8,4.57,3.63,4.3,3.62,3.1,1.58,3.1,2.1,2.34,2.0,1.83,1.7,1.69,1.5,1.7,1.44,1.53,1.19,1.64,0.96,1.48,1.12,1.35,1.02,0.92,0.83,0.61,0.85,0.9,0.89,0.85,0.72,0.6,1.34,0.7,0.54,0.59,0.59,0.53,0.38,0.44,0.6,0.07,100.0
10/27/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,4.7,5.79,5.38,5.01,5.67,5.19,4.8,4.57,3.63,4.3,3.62,3.1,1.58,3.1,2.1,2.34,2.0,1.83,1.7,1.69,1.5,1.7,1.44,1.53,1.19,1.64,0.96,1.48,1.12,1.35,1.02,0.92,0.83,0.61,0.85,0.9,0.89,0.85,0.72,0.6,1.34,0.7,0.54,0.59,0.59,0.53,0.38,0.44,0.6,0.07,100.0
10/28/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,4.69,5.74,5.31,5.08,5.69,5.14,4.72,4.56,3.58,4.45,3.66,3.04,1.55,3.08,2.11,2.34,2.0,1.82,1.69,1.66,1.56,1.74,1.49,1.48,1.22,1.6,0.95,1.51,1.08,1.36,1.01,0.91,0.83,0.63,0.88,0.9,0.89,0.87,0.74,0.6,1.33,0.69,0.55,0.59,0.63,0.55,0.38,0.45,0.6,0.07,100.02
10/29/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,4.87,5.57,5.32,5.04,5.73,5.09,4.68,4.64,3.59,4.49,3.61,2.89,1.55,3.12,2.11,2.33,1.85,1.84,1.68,1.64,1.58,1.76,1.51,1.5,1.22,1.57,0.99,1.52,1.06,1.38,1.01,0.91,0.83,0.65,0.9,0.91,0.91,0.86,0.72,0.6,1.35,0.7,0.56,0.59,0.65,0.62,0.38,0.45,0.6,0.07,100.01999999999998
11/01/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,4.94,5.72,5.09,4.99,5.61,5.16,4.59,4.63,3.74,4.48,3.49,2.85,1.59,2.93,2.14,2.37,1.83,1.83,1.66,1.59,1.48,1.75,1.4,1.59,1.3,1.9,1.05,1.49,0.97,1.37,1.02,0.89,0.83,0.68,0.94,0.88,0.94,0.92,0.76,0.61,1.35,0.69,0.54,0.58,0.68,0.65,0.38,0.45,0.59,0.07,100.04
11/02/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,4.85,5.55,5.03,4.8,5.64,5.17,4.6,4.59,3.84,4.56,3.68,2.71,1.55,3.0,2.24,2.37,1.73,1.8,1.67,1.62,1.43,1.71,1.6,1.61,1.28,1.92,1.06,1.43,0.96,1.49,1.03,0.87,0.81,0.66,0.96,0.89,0.95,0.92,0.77,0.61,1.36,0.69,0.55,0.58,0.69,0.68,0.38,0.45,0.59,0.06,100.05
11/03/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,4.85,5.55,5.03,4.8,5.64,5.17,4.6,4.59,3.84,4.56,3.68,2.71,1.55,3.0,2.24,2.37,1.73,1.8,1.67,1.62,1.43,1.71,1.6,1.61,1.28,1.92,1.06,1.43,0.96,1.49,1.03,0.87,0.81,0.66,0.96,0.89,0.95,0.92,0.77,0.61,1.36,0.69,0.55,0.58,0.69,0.68,0.38,0.45,0.59,0.06,100.05
11/05/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,4.95,5.33,5.03,4.78,5.49,5.18,4.51,4.53,3.86,4.32,3.6,2.7,1.61,3.04,2.29,2.61,1.81,1.89,1.62,1.62,1.38,1.71,1.43,1.64,1.28,2.0,1.17,1.38,0.97,1.52,1.02,0.88,0.83,0.74,0.94,0.92,0.94,1.0,0.78,0.64,1.32,0.72,0.57,0.59,0.7,0.67,0.39,0.44,0.59,0.07,100.06
11/08/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,5.19,4.93,4.7,5.4,5.36,4.33,4.46,3.86,4.55,3.71,2.63,1.63,3.03,2.28,2.64,1.79,1.99,1.62,1.63,1.38,1.7,1.42,1.7,1.26,2.0,1.18,1.38,1.01,1.51,1.03,0.92,0.83,0.67,0.94,0.93,1.07,1.03,0.75,0.63,1.29,0.72,0.6,0.57,0.69,0.68,0.39,0.44,0.59,0.07,99.98
11/09/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15,5.26,4.97,4.6,5.49,5.61,4.18,4.49,3.92,4.33,3.86,2.56,1.59,3.15,2.35,2.63,1.73,1.94,1.6,1.65,1.37,1.68,1.44,1.66,1.15,1.79,1.2,1.46,0.86,1.51,1.06,1.0,0.81,0.62,0.94,0.97,1.1,1.03,0.79,0.61,1.31,0.74,0.28,0.6,0.71,0.71,0.4,0.42,0.61,0.08,99.96999999999998
11/10/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.15,5.26,4.97,4.6,5.49,5.61,4.18,4.49,3.92,4.33,3.86,2.56,1.59,3.15,2.35,2.63,1.73,1.94,1.6,1.65,1.37,1.68,1.44,1.66,1.15,1.79,1.2,1.46,0.86,1.51,1.06,1.0,0.81,0.62,0.94,0.97,1.1,1.03,0.79,0.61,1.31,0.74,0.28,0.6,0.71,0.71,0.4,0.42,0.61,0.08,99.96999999999998
11/11/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.01,5.26,4.98,4.59,5.57,5.62,4.28,4.43,4.05,4.55,3.8,2.56,1.56,2.99,2.35,2.59,1.79,1.91,1.57,1.62,1.42,1.62,1.44,1.66,1.16,1.79,1.17,1.46,0.85,1.5,1.04,0.99,0.81,0.65,0.92,0.98,1.08,1.03,0.83,0.6,1.32,0.73,0.27,0.61,0.75,0.71,0.4,0.45,0.61,0.07,100.0
11/12/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.04,5.42,5.24,3.65,5.83,5.64,4.3,4.55,4.02,4.54,3.96,2.63,1.57,2.58,2.35,2.51,1.8,1.9,1.65,1.66,1.52,1.64,1.47,1.67,1.24,1.72,1.15,1.52,0.77,1.52,1.13,0.95,0.82,0.64,0.94,1.0,1.06,1.02,0.82,0.6,1.34,0.74,0.27,0.62,0.72,0.73,0.44,0.44,0.61,0.07,100.01999999999998
11/15/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,4.98,5.78,4.79,3.95,5.66,5.68,4.28,4.71,4.08,4.56,3.67,2.96,1.64,2.6,2.36,2.66,1.93,1.91,1.62,1.95,1.47,1.51,1.46,1.74,1.3,1.69,1.2,1.62,0.93,1.57,1.15,0.93,0.83,0.7,0.93,0.9,1.06,1.0,0.76,0.61,0.0,0.78,0.28,0.64,0.74,0.75,0.46,0.46,0.59,0.06,101.25
11/16/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,4.99,5.8,4.78,3.99,5.77,5.58,4.37,4.7,3.96,4.58,3.63,2.98,1.63,2.63,2.34,2.57,1.99,1.91,1.58,2.04,1.47,1.5,1.47,1.71,1.32,1.73,1.19,1.61,0.92,1.55,1.15,0.94,0.82,0.71,0.88,0.93,1.06,0.97,0.74,0.63,0.0,0.78,0.28,0.64,0.74,0.77,0.46,0.45,0.57,0.06,101.22
11/17/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,4.99,5.8,4.78,3.99,5.77,5.58,4.37,4.7,3.96,4.58,3.63,2.98,1.63,2.63,2.34,2.57,1.99,1.91,1.58,2.04,1.47,1.5,1.47,1.71,1.32,1.73,1.19,1.61,0.92,1.55,1.15,0.94,0.82,0.71,0.88,0.93,1.06,0.97,0.74,0.63,0.0,0.78,0.28,0.64,0.74,0.77,0.46,0.45,0.57,0.06,101.22
