,XHB,SCHG,FXR,QQQ,MGK,ANGL,JNK,Vanguard S&P Small-Cap 600 Value ETF,FGXXX,XRT,IVV,FXD,DON,PEY,XSVM,First American Government Obligs X,IWP,SPHQ,SPGP,USHY,n/a,VIOV,IWY,RPG,FDIS,SMH,QTEC,FNX,FXO,VFH,DWAS,HYG,IAI,SPYG,KIE,PWB,HYD,HYMB,SUM
08/23/2021,0.0,0.0,0.0,15.1,0.0,10.03,0.0,0.0,0.0,19.63,0.0,14.8,0.0,0.0,0.0,0.0,9.92,10.12,10.07,10.04,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/24/2021,0.0,0.0,0.0,15.1,0.0,10.03,0.0,0.0,0.0,19.63,0.0,14.8,0.0,0.0,0.0,0.0,9.92,10.12,10.07,10.04,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/25/2021,0.0,0.0,0.0,15.11,0.0,9.96,0.0,0.0,0.0,19.76,0.0,14.85,0.0,0.0,0.0,0.0,9.93,10.09,10.06,9.95,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/26/2021,0.0,0.0,0.0,15.11,0.0,9.96,0.0,0.0,0.0,19.76,0.0,14.85,0.0,0.0,0.0,0.0,9.93,10.09,10.06,9.95,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/27/2021,0.0,0.0,0.0,15.13,0.0,9.85,0.0,0.0,0.0,20.05,0.0,14.9,0.0,0.0,0.0,0.0,10.0,10.0,9.95,9.84,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/30/2021,19.31,15.64,14.41,10.4,10.36,10.04,9.91,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
08/31/2021,0.0,0.0,0.0,15.13,0.0,9.91,0.0,0.0,0.0,19.78,0.0,14.87,0.0,0.0,0.0,0.0,10.07,10.03,9.99,9.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/01/2021,0.0,0.0,0.0,15.16,0.0,9.87,0.0,0.0,0.0,19.78,0.0,14.9,0.0,0.0,0.0,0.0,10.13,10.02,10.01,9.84,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/02/2021,0.0,0.0,0.0,15.16,0.0,9.87,0.0,0.0,0.0,19.78,0.0,14.9,0.0,0.0,0.0,0.0,10.13,10.02,10.01,9.84,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/03/2021,0.0,0.0,0.0,15.29,0.0,9.86,0.0,0.0,0.0,19.76,0.0,14.82,0.0,0.0,0.0,0.0,10.12,9.99,10.02,9.83,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/06/2021,0.0,0.0,0.0,15.31,0.0,9.87,0.0,0.0,0.0,19.84,0.0,14.81,0.0,0.0,0.0,0.0,10.13,9.92,10.0,9.82,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/07/2021,0.0,0.0,0.0,15.31,0.0,9.89,0.0,0.0,0.3,19.71,0.0,14.79,0.0,0.0,0.0,0.0,10.19,9.94,10.05,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/08/2021,0.0,0.0,0.0,15.31,0.0,9.89,0.0,0.0,0.3,19.71,0.0,14.79,0.0,0.0,0.0,0.0,10.19,9.94,10.05,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/09/2021,0.0,10.02,0.0,0.0,10.0,10.0,9.99,0.0,0.3,19.85,0.0,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.02,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/10/2021,0.0,10.02,0.0,0.0,10.0,10.0,9.99,0.0,0.3,19.85,0.0,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.02,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/13/2021,0.0,10.05,0.0,0.0,10.06,10.04,10.04,0.0,0.51,19.49,0.0,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.07,9.99,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/14/2021,0.0,10.01,0.0,0.0,10.01,10.04,10.04,0.0,0.51,19.66,0.0,10.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,9.94,4.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/15/2021,0.0,9.98,0.0,0.0,10.0,10.1,10.1,0.0,0.51,19.52,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,9.99,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/16/2021,0.0,9.98,0.0,0.0,10.0,10.1,10.1,0.0,0.51,19.52,0.0,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.97,9.99,4.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/17/2021,0.0,9.98,0.0,0.0,9.99,10.14,10.14,0.0,0.51,19.47,0.0,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,9.9,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/20/2021,0.0,9.99,0.0,0.0,10.02,10.12,10.1,0.0,0.51,19.47,0.0,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.99,9.93,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/21/2021,0.0,9.96,0.0,0.0,9.98,10.08,10.05,0.0,0.51,19.65,0.0,10.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,9.94,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/22/2021,0.0,9.96,0.0,0.0,9.98,10.08,10.05,0.0,0.51,19.65,0.0,10.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,9.94,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/23/2021,0.0,9.96,0.0,0.0,9.98,10.08,10.05,0.0,0.51,19.65,0.0,10.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,9.94,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/24/2021,0.0,9.92,0.0,0.0,9.92,10.11,10.1,0.0,0.51,19.79,0.0,10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,9.9,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/27/2021,0.0,9.91,0.0,0.0,9.92,10.08,10.08,0.0,0.35,19.94,0.0,10.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.81,9.98,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/28/2021,0.0,9.91,0.0,0.0,9.92,10.08,10.08,0.0,0.35,19.94,0.0,10.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.81,9.98,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/29/2021,0.0,9.94,0.0,0.0,9.94,10.06,10.07,0.0,0.39,19.87,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.81,9.98,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/30/2021,0.0,9.94,0.0,0.0,9.94,10.06,10.07,0.0,0.39,19.87,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.81,9.98,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/01/2021,0.0,9.75,0.0,0.0,9.76,10.2,10.23,0.0,0.42,20.25,0.0,10.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.59,9.74,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/04/2021,0.0,9.74,0.0,0.0,9.74,10.22,10.25,0.0,0.41,20.26,0.0,10.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.58,9.71,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/05/2021,0.0,9.84,0.0,0.0,9.84,10.38,10.41,0.0,0.47,19.62,0.0,10.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,9.81,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/06/2021,0.0,9.88,0.0,0.0,9.88,10.28,10.32,0.0,0.46,19.66,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.76,9.79,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/07/2021,0.0,9.88,0.0,0.0,9.88,10.28,10.32,0.0,0.46,19.66,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.76,9.79,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/08/2021,0.0,9.79,0.0,0.0,9.79,10.4,10.43,0.0,0.48,19.76,0.0,10.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.64,9.69,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/11/2021,0.0,15.09,0.0,0.0,10.04,9.7,9.69,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03,0.0,0.0,20.07,15.08,9.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/12/2021,0.0,15.09,0.0,0.0,10.04,9.7,9.69,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03,0.0,0.0,20.07,15.08,9.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/13/2021,0.0,15.09,0.0,0.0,10.04,9.7,9.69,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03,0.0,0.0,20.07,15.08,9.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/14/2021,0.0,15.11,0.0,0.0,10.05,9.71,9.73,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,0.0,0.0,19.98,15.04,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/15/2021,0.0,15.09,0.0,0.0,10.04,9.74,9.75,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.05,0.0,0.0,19.98,15.04,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/18/2021,0.0,15.11,0.0,0.0,10.04,9.76,9.74,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03,0.0,0.0,19.84,15.15,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/19/2021,0.0,15.11,0.0,0.0,10.02,9.63,9.62,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.02,0.0,0.0,20.07,15.21,9.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/20/2021,0.0,15.16,0.0,0.0,10.06,9.57,9.55,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.07,0.0,0.0,20.14,15.19,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/21/2021,0.0,15.21,0.0,0.0,10.09,9.5,9.48,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,20.15,15.27,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/22/2021,0.0,15.21,0.0,0.0,10.09,9.44,9.42,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,20.25,15.33,9.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/25/2021,0.0,15.21,0.0,0.0,10.07,9.44,9.44,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08,0.0,0.0,20.18,15.34,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/26/2021,0.0,15.21,0.0,0.0,10.07,9.39,9.35,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,20.26,15.42,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/27/2021,0.0,15.21,0.0,0.0,10.07,9.39,9.35,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,20.26,15.42,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/28/2021,0.0,15.21,0.0,0.0,10.07,9.39,9.35,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,20.26,15.42,9.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/29/2021,0.0,15.22,0.0,0.0,10.08,9.38,9.34,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.12,0.0,0.0,20.18,15.4,9.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/01/2021,0.0,15.32,0.0,0.0,10.17,9.44,9.36,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.21,0.0,0.0,20.18,15.25,9.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/02/2021,0.0,15.32,0.0,0.0,10.15,9.37,9.28,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,20.34,15.25,9.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
11/03/2021,0.0,15.32,0.0,0.0,10.15,9.37,9.28,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,20.34,15.25,9.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
