,CSL.AX,ASML.AS,7203.T,MC.PA,DGE.L,OR.PA,4502.T,7741.T,SAP.DE,1299.HK,PHIA.AS,6758.T,CBA.AX,HSBA.L,ALC.SW,TTE.PA,BHP.AX,2413.T,ALV.DE,ABI.BR,6098.T,SU.PA,SE,4543.T,6861.T,9984.T,RIO.L,BP.L,AI.PA,BN.PA,RDSA LN,DPW.DE,7974.T,ADYEN.AS,ABBN.SW,4578.T,BAS.DE,6594.T,RI.PA,4063.T,IBE.MC,388.HK,DAI.DE,RDSB LN,3382.T,ENEL.MI,BNP.PA,8306.T,8035.T,WBC.AX,6869.T,ADS.DE,DTE.DE,COLO B.CO,NAB.AX,SAN.MC,REL.L,SN.L,BHP.L,KER.PA,CFR SW,6367.T,SHL.DE,ZURN.SW,DG.PA,WOW.AX,ANZ.AX,UBSG.SW,7267.T,DSV.CO,AAL.L,9433.T,FME.DE,6981.T,CS.PA,AD.AS,EL.PA,RMS.PA,4452.T,IFX.DE,6954.T,INGA.AS,WES.AX,PRU.L,4507.T,4911.T,ISP.MI,NG.L,8316.T,GLEN.L,VWS.CO,8001.T,9983.T,ATCO A.ST,8058.T,HEIA.AS,LLOY.L,UCB.BR,EXPN.L,VOW3.DE,SHL.AX,6273.T,VOD.L,STLA.MI,VOLV B.ST,D05.SI,8267.T,BBVA.MC,TSCO.L,GIVN.SW,8031.T,INVE B.ST,FPH.NZ,AHT.L,CRH ID,MQG.AX,PRX.AS,FERG.L,ITX.MC,CPG.L,KNEBV.HE,BARC.L,VNA.DE,NDA SE.ST,2502.T,MUV2.DE,COH.AX,ASSA B.ST,O39.SI,8411.T,TEAM,TCL.AX,KRZ.IR,6902.T,9022.T,DSY FP,RIO.AX,LSEG.L,ERIC B.ST,6503.T,669.HK,6702.T,ESSITY B.ST,SAND.ST,BMW.DE,DB1.DE,4661.T,IMB.L,CLNX.MC,8766.T,AMS.MC,HEN3.DE,NOKIA.HE,CARL B.CO,4151.T,9020.T,6752.T,ENI.MI,HEXA B.ST,SPOT,FMG.AX,5108.T,8113.T,U11.SI,241.HK,6301.T,NESTE.HE,9432.T,COL.AX,6326.T,VIV.PA,FLTR ID,ORSTED.CO,2503.T,CASH,EVO.ST,7751.T,KBC.BR,MAERSK B.CO,RACE.MI,GMG.AX,2802.T,EOAN.DE,G.MI,SWMA.ST,UCG.MI,ENGI.PA,1.HK,STM IM,708.HK,4612.T,8591.T,SAMPO.HE,EQNR.OL,TEF.MC,6971.T,7309.T,SSE.L,LGEN.L,8801.T,DSY.PA,ATCOB SS,APT.AX,J36.SI,BT.A.L,AV.L,MT.AS,CCEP,823.HK,SEB A.ST,16.HK,ORA.PA,8802.T,RDSA.AS,RYDBF,RITN.,UG,CRH.L,DSYA.,FLTR.L,7342.T,STM.PA,ATCOB.ST,NIBE B.ST,n/a,REC.MI,CFR.SW,CRH.IR,ALL.AX,1925.T,7269.T,6645.T,9434.T,OCDO.L,6502.T,8750.T,KRX.IR,FLTR.IR,UMG.AS,RDSA.L,RDSB.L,CNHI.MI,6586.T,UMG NA,DNB.OL,ACA.PA,SUM
10/04/2021,2.62,2.18,1.71,1.42,1.38,1.24,0.0,1.57,1.04,0.97,1.11,0.0,0.92,0.75,1.11,0.82,0.59,0.84,0.65,0.59,0.88,0.8,0.74,0.98,0.82,0.53,0.5,0.65,0.56,0.58,0.62,0.53,0.41,0.63,0.52,0.65,0.52,0.52,0.54,0.49,0.4,0.51,0.55,0.56,0.45,0.4,0.51,0.52,0.5,0.47,0.58,0.44,0.47,0.51,0.46,0.43,0.49,0.42,0.38,0.4,0.0,0.55,0.5,0.42,0.46,0.44,0.4,0.43,0.38,0.44,0.34,0.4,0.39,0.4,0.4,0.41,0.43,0.35,0.33,0.37,0.36,0.39,0.34,0.35,0.53,0.33,0.35,0.31,0.33,0.37,0.33,0.37,0.36,0.32,0.4,0.28,0.31,0.39,0.35,0.31,0.39,0.32,0.28,0.32,0.31,0.28,0.28,0.3,0.31,0.26,0.31,0.27,0.35,0.28,0.26,0.31,0.52,0.27,0.31,0.28,0.23,0.29,0.23,0.32,0.31,0.26,0.29,0.24,0.24,0.25,0.37,0.23,0.25,0.24,0.29,0.0,0.19,0.22,0.23,0.24,0.29,0.23,0.22,0.21,0.21,0.21,0.28,0.23,0.26,0.26,0.21,0.2,0.22,0.19,0.25,0.23,0.22,0.23,0.22,0.22,0.0,0.2,0.25,0.19,0.0,0.2,0.17,0.26,0.19,0.2,0.0,0.23,0.17,0.19,0.0,0.21,0.2,0.21,0.15,0.18,0.18,0.0,0.18,0.18,0.17,0.19,0.17,0.15,0.2,0.0,0.0,0.18,0.17,0.19,0.18,0.16,0.18,0.15,0.15,0.0,0.26,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.33,0.0,0.41,0.0,0.0,0.0,0.17,0.0,0.27,0.18,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,82.66
10/05/2021,2.62,2.18,1.71,1.42,1.38,1.24,0.0,1.57,1.04,0.97,1.11,0.0,0.92,0.75,1.11,0.82,0.59,0.84,0.65,0.59,0.88,0.8,0.74,0.98,0.82,0.53,0.5,0.65,0.56,0.58,0.0,0.53,0.41,0.63,0.52,0.65,0.52,0.52,0.54,0.49,0.4,0.51,0.55,0.56,0.45,0.4,0.51,0.52,0.5,0.47,0.58,0.44,0.47,0.51,0.46,0.43,0.49,0.42,0.38,0.4,0.0,0.55,0.5,0.42,0.46,0.44,0.4,0.43,0.38,0.44,0.34,0.4,0.39,0.4,0.4,0.41,0.43,0.35,0.33,0.37,0.36,0.39,0.34,0.35,0.53,0.33,0.35,0.31,0.33,0.37,0.33,0.37,0.36,0.32,0.4,0.28,0.31,0.39,0.35,0.31,0.39,0.32,0.28,0.32,0.31,0.28,0.28,0.3,0.31,0.26,0.31,0.27,0.35,0.28,0.0,0.31,0.52,0.27,0.31,0.28,0.23,0.29,0.23,0.32,0.31,0.26,0.29,0.24,0.24,0.25,0.37,0.23,0.25,0.24,0.29,0.0,0.19,0.22,0.23,0.24,0.29,0.23,0.22,0.21,0.21,0.21,0.28,0.23,0.26,0.26,0.21,0.2,0.22,0.19,0.25,0.23,0.22,0.23,0.22,0.22,0.0,0.2,0.25,0.19,0.0,0.2,0.17,0.26,0.19,0.2,0.0,0.0,0.17,0.19,0.0,0.21,0.2,0.21,0.15,0.18,0.18,0.0,0.18,0.18,0.17,0.19,0.17,0.15,0.2,0.0,0.0,0.18,0.17,0.19,0.18,0.16,0.18,0.15,0.15,0.0,0.26,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.33,0.0,0.41,0.26,0.0,0.0,0.17,0.0,0.27,0.18,0.17,0.18,0.0,0.23,0.15,0.62,0.0,0.0,0.0,0.0,0.0,0.0,82.66
10/06/2021,2.61,2.15,1.56,1.45,1.37,1.27,0.0,1.54,1.04,0.9,1.1,0.0,0.89,0.76,1.09,0.83,0.58,0.84,0.65,0.59,0.89,0.8,0.74,0.98,0.8,0.53,0.5,0.66,0.57,0.57,0.0,0.53,0.39,0.66,0.51,0.66,0.51,0.52,0.55,0.49,0.41,0.47,0.56,0.56,0.44,0.41,0.51,0.51,0.51,0.47,0.58,0.43,0.47,0.51,0.45,0.43,0.5,0.42,0.38,0.42,0.0,0.53,0.5,0.42,0.47,0.44,0.39,0.42,0.38,0.43,0.34,0.4,0.39,0.39,0.4,0.41,0.44,0.36,0.34,0.37,0.36,0.38,0.34,0.35,0.53,0.33,0.35,0.32,0.33,0.37,0.32,0.36,0.35,0.32,0.39,0.29,0.3,0.39,0.35,0.31,0.38,0.32,0.28,0.32,0.3,0.28,0.28,0.3,0.3,0.24,0.31,0.27,0.35,0.28,0.0,0.31,0.52,0.27,0.32,0.29,0.23,0.29,0.24,0.3,0.3,0.27,0.29,0.24,0.24,0.24,0.37,0.23,0.26,0.24,0.29,0.0,0.19,0.22,0.23,0.24,0.27,0.23,0.22,0.21,0.22,0.22,0.28,0.23,0.26,0.26,0.21,0.2,0.22,0.19,0.26,0.23,0.21,0.23,0.21,0.23,0.0,0.2,0.25,0.19,0.0,0.2,0.17,0.26,0.19,0.2,0.0,0.0,0.18,0.19,0.0,0.22,0.19,0.21,0.0,0.19,0.18,0.0,0.19,0.18,0.17,0.2,0.17,0.0,0.2,0.0,0.0,0.17,0.18,0.2,0.18,0.16,0.18,0.16,0.16,0.15,0.26,0.18,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.82,0.0,0.42,0.26,0.0,0.0,0.16,0.0,0.28,0.18,0.18,0.17,0.0,0.24,0.15,0.63,0.0,0.0,0.0,0.0,0.0,0.0,82.86999999999999
10/07/2021,2.61,2.09,1.54,1.44,1.37,1.28,0.0,1.51,1.04,0.97,1.09,0.0,0.94,0.75,1.07,0.85,0.59,0.81,0.65,0.59,0.89,0.79,0.74,0.97,0.78,0.52,0.5,0.67,0.57,0.58,0.64,0.53,0.38,0.65,0.51,0.67,0.51,0.5,0.55,0.48,0.4,0.47,0.56,0.58,0.44,0.42,0.51,0.5,0.49,0.48,0.58,0.43,0.48,0.51,0.46,0.44,0.5,0.42,0.38,0.42,0.0,0.53,0.5,0.42,0.47,0.45,0.4,0.43,0.39,0.42,0.34,0.41,0.39,0.37,0.4,0.42,0.44,0.36,0.34,0.36,0.34,0.38,0.34,0.35,0.54,0.34,0.35,0.32,0.33,0.38,0.3,0.37,0.35,0.32,0.4,0.29,0.3,0.4,0.35,0.31,0.38,0.31,0.28,0.32,0.31,0.28,0.28,0.3,0.31,0.24,0.31,0.27,0.35,0.28,0.26,0.31,0.51,0.27,0.31,0.28,0.23,0.29,0.24,0.31,0.31,0.27,0.29,0.24,0.24,0.25,0.36,0.24,0.26,0.24,0.29,0.0,0.19,0.22,0.24,0.24,0.27,0.23,0.22,0.21,0.22,0.22,0.29,0.23,0.26,0.26,0.22,0.2,0.22,0.19,0.25,0.23,0.2,0.24,0.21,0.22,0.0,0.2,0.24,0.2,0.0,0.2,0.17,0.26,0.19,0.2,0.0,0.23,0.17,0.19,0.0,0.21,0.19,0.21,0.0,0.18,0.18,0.0,0.19,0.18,0.17,0.2,0.17,0.16,0.2,0.0,0.0,0.18,0.18,0.21,0.19,0.0,0.18,0.16,0.16,0.0,0.26,0.18,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.42,0.0,0.0,0.0,0.17,0.0,0.28,0.18,0.18,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,82.71000000000001
10/08/2021,2.61,2.17,1.51,1.46,1.38,1.28,0.0,1.45,1.03,0.99,1.1,0.0,0.95,0.77,1.07,0.87,0.58,0.78,0.66,0.59,0.88,0.81,0.75,0.93,0.77,0.49,0.5,0.69,0.57,0.57,0.65,0.54,0.38,0.67,0.51,0.65,0.51,0.48,0.56,0.47,0.41,0.47,0.56,0.59,0.44,0.42,0.53,0.5,0.48,0.48,0.56,0.43,0.48,0.5,0.46,0.45,0.5,0.43,0.38,0.42,0.0,0.51,0.51,0.42,0.47,0.45,0.4,0.43,0.38,0.43,0.34,0.4,0.39,0.36,0.41,0.42,0.44,0.36,0.33,0.38,0.33,0.39,0.34,0.36,0.52,0.33,0.36,0.33,0.33,0.39,0.3,0.36,0.33,0.33,0.4,0.29,0.31,0.4,0.35,0.31,0.38,0.3,0.29,0.32,0.31,0.28,0.27,0.32,0.31,0.24,0.31,0.27,0.34,0.29,0.0,0.31,0.52,0.28,0.32,0.28,0.23,0.3,0.24,0.31,0.32,0.27,0.29,0.24,0.24,0.24,0.37,0.24,0.26,0.24,0.28,0.0,0.19,0.22,0.24,0.23,0.28,0.22,0.22,0.21,0.22,0.22,0.28,0.23,0.26,0.26,0.21,0.2,0.23,0.19,0.24,0.23,0.2,0.24,0.22,0.23,0.0,0.2,0.24,0.2,0.0,0.2,0.17,0.26,0.19,0.19,0.0,0.0,0.17,0.19,0.0,0.21,0.19,0.22,0.0,0.19,0.18,0.0,0.2,0.19,0.17,0.2,0.18,0.16,0.2,0.0,0.0,0.18,0.18,0.21,0.19,0.0,0.17,0.16,0.16,0.15,0.26,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.67,0.0,0.42,0.26,0.15,0.15,0.16,0.0,0.27,0.19,0.17,0.17,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.79
10/11/2021,2.63,2.23,1.61,1.47,1.39,1.27,0.0,1.48,1.06,1.05,1.09,0.0,0.93,0.82,1.08,0.86,0.59,0.77,0.66,0.58,0.87,0.8,0.76,0.92,0.76,0.49,0.53,0.68,0.57,0.57,0.66,0.53,0.39,0.6,0.52,0.66,0.5,0.49,0.57,0.48,0.44,0.47,0.57,0.6,0.43,0.42,0.53,0.52,0.47,0.48,0.55,0.43,0.46,0.5,0.47,0.46,0.5,0.42,0.41,0.42,0.0,0.53,0.5,0.42,0.47,0.46,0.4,0.44,0.37,0.43,0.35,0.4,0.38,0.35,0.4,0.44,0.43,0.37,0.34,0.38,0.33,0.39,0.34,0.4,0.51,0.35,0.36,0.32,0.33,0.4,0.3,0.37,0.32,0.33,0.4,0.31,0.31,0.39,0.35,0.31,0.39,0.29,0.3,0.32,0.31,0.28,0.25,0.32,0.36,0.24,0.31,0.27,0.34,0.29,0.0,0.31,0.55,0.27,0.31,0.28,0.23,0.3,0.24,0.31,0.32,0.27,0.29,0.24,0.24,0.25,0.37,0.27,0.26,0.24,0.27,0.0,0.19,0.23,0.24,0.24,0.27,0.22,0.22,0.22,0.22,0.22,0.27,0.24,0.25,0.26,0.21,0.2,0.23,0.2,0.23,0.22,0.2,0.24,0.21,0.23,0.0,0.2,0.24,0.2,0.0,0.2,0.17,0.26,0.21,0.19,0.0,0.0,0.18,0.19,0.0,0.2,0.19,0.22,0.0,0.21,0.18,0.0,0.19,0.19,0.17,0.2,0.17,0.16,0.2,0.0,0.0,0.18,0.18,0.19,0.18,0.0,0.17,0.0,0.16,0.0,0.26,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.26,0.15,0.15,0.16,0.0,0.28,0.18,0.18,0.18,0.0,0.23,0.17,0.0,0.0,0.15,0.0,0.0,0.0,0.15,82.8
10/12/2021,2.63,2.23,1.61,1.47,1.39,1.27,0.0,1.48,1.06,1.05,1.09,0.0,0.93,0.82,1.08,0.86,0.59,0.77,0.66,0.58,0.87,0.8,0.76,0.92,0.76,0.49,0.53,0.68,0.57,0.57,0.66,0.53,0.39,0.6,0.52,0.66,0.5,0.49,0.57,0.48,0.44,0.47,0.57,0.6,0.43,0.42,0.53,0.52,0.47,0.48,0.55,0.43,0.46,0.5,0.47,0.46,0.5,0.42,0.41,0.42,0.0,0.53,0.5,0.42,0.47,0.46,0.4,0.44,0.37,0.43,0.35,0.4,0.38,0.35,0.4,0.44,0.43,0.37,0.34,0.38,0.33,0.39,0.34,0.4,0.51,0.35,0.36,0.32,0.33,0.4,0.3,0.37,0.32,0.33,0.4,0.31,0.31,0.39,0.35,0.31,0.39,0.29,0.3,0.32,0.31,0.28,0.25,0.32,0.36,0.24,0.31,0.27,0.34,0.29,0.0,0.31,0.55,0.27,0.31,0.28,0.23,0.3,0.24,0.31,0.32,0.27,0.29,0.24,0.24,0.25,0.37,0.27,0.26,0.24,0.27,0.0,0.19,0.23,0.24,0.24,0.27,0.22,0.22,0.22,0.22,0.22,0.27,0.24,0.25,0.26,0.21,0.2,0.23,0.2,0.23,0.22,0.2,0.24,0.21,0.23,0.0,0.2,0.24,0.2,0.0,0.2,0.17,0.26,0.21,0.19,0.0,0.0,0.18,0.19,0.0,0.2,0.19,0.22,0.0,0.21,0.18,0.0,0.19,0.19,0.17,0.2,0.17,0.16,0.2,0.0,0.0,0.18,0.18,0.19,0.18,0.0,0.17,0.0,0.16,0.0,0.26,0.18,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.26,0.15,0.15,0.16,0.0,0.28,0.18,0.18,0.18,0.0,0.23,0.17,0.0,0.0,0.15,0.0,0.0,0.0,0.15,82.8
10/13/2021,2.64,2.17,1.65,1.44,1.38,1.25,0.0,1.49,1.05,1.05,1.08,0.0,0.94,0.82,1.08,0.87,0.6,0.77,0.66,0.57,0.89,0.79,0.75,0.93,0.78,0.5,0.53,0.69,0.56,0.56,0.67,0.52,0.39,0.58,0.51,0.66,0.5,0.49,0.57,0.49,0.44,0.47,0.59,0.61,0.42,0.42,0.53,0.51,0.49,0.48,0.56,0.42,0.46,0.5,0.47,0.46,0.5,0.42,0.41,0.42,0.0,0.54,0.5,0.43,0.47,0.46,0.4,0.45,0.38,0.43,0.36,0.4,0.39,0.35,0.4,0.43,0.43,0.37,0.33,0.37,0.33,0.39,0.35,0.39,0.51,0.35,0.36,0.32,0.33,0.39,0.29,0.37,0.32,0.32,0.4,0.31,0.31,0.4,0.35,0.3,0.39,0.29,0.3,0.32,0.31,0.28,0.25,0.32,0.36,0.24,0.31,0.27,0.34,0.29,0.0,0.32,0.54,0.28,0.31,0.28,0.23,0.3,0.23,0.3,0.31,0.27,0.3,0.24,0.24,0.25,0.37,0.26,0.26,0.24,0.27,0.0,0.19,0.23,0.24,0.24,0.26,0.22,0.22,0.22,0.22,0.22,0.27,0.24,0.25,0.26,0.21,0.2,0.23,0.2,0.23,0.21,0.2,0.24,0.21,0.23,0.0,0.2,0.24,0.2,0.15,0.2,0.17,0.26,0.21,0.19,0.0,0.0,0.17,0.19,0.0,0.2,0.19,0.22,0.0,0.21,0.18,0.0,0.19,0.19,0.17,0.2,0.17,0.16,0.19,0.0,0.0,0.18,0.18,0.2,0.18,0.0,0.17,0.0,0.16,0.0,0.25,0.18,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.26,0.15,0.15,0.16,0.0,0.27,0.18,0.17,0.18,0.0,0.23,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.15,82.69
10/14/2021,2.63,2.15,1.68,1.45,1.38,1.25,0.0,1.49,1.05,1.03,1.1,0.0,0.95,0.84,1.08,0.88,0.61,0.75,0.66,0.57,0.91,0.77,0.73,0.93,0.79,0.52,0.55,0.7,0.56,0.56,0.68,0.51,0.39,0.58,0.51,0.65,0.5,0.49,0.57,0.49,0.43,0.46,0.6,0.62,0.41,0.41,0.53,0.52,0.47,0.49,0.56,0.42,0.45,0.51,0.48,0.46,0.5,0.42,0.42,0.42,0.0,0.54,0.5,0.42,0.47,0.46,0.41,0.45,0.38,0.41,0.37,0.4,0.39,0.35,0.4,0.43,0.42,0.37,0.33,0.37,0.34,0.4,0.34,0.39,0.52,0.34,0.36,0.32,0.33,0.4,0.29,0.37,0.32,0.32,0.41,0.3,0.32,0.4,0.35,0.31,0.38,0.29,0.3,0.33,0.31,0.28,0.25,0.32,0.35,0.24,0.32,0.27,0.33,0.28,0.0,0.32,0.54,0.27,0.3,0.28,0.23,0.3,0.23,0.3,0.31,0.27,0.29,0.24,0.24,0.25,0.37,0.27,0.26,0.24,0.27,0.0,0.2,0.23,0.25,0.24,0.26,0.23,0.22,0.22,0.23,0.22,0.27,0.24,0.25,0.26,0.22,0.19,0.23,0.19,0.23,0.21,0.21,0.24,0.21,0.23,0.0,0.2,0.23,0.2,0.15,0.2,0.16,0.26,0.21,0.19,0.0,0.0,0.17,0.19,0.0,0.19,0.2,0.22,0.0,0.21,0.18,0.0,0.18,0.19,0.17,0.2,0.17,0.16,0.19,0.0,0.0,0.18,0.18,0.2,0.18,0.0,0.17,0.15,0.16,0.0,0.25,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.43,0.26,0.0,0.0,0.17,0.0,0.27,0.17,0.17,0.18,0.0,0.23,0.17,0.0,0.0,0.0,0.0,0.0,0.15,0.0,82.75999999999999
10/15/2021,2.69,2.13,1.69,1.45,1.39,1.25,0.0,1.49,1.05,1.02,1.09,0.0,0.95,0.84,1.07,0.87,0.61,0.74,0.66,0.57,0.9,0.78,0.75,0.91,0.77,0.5,0.54,0.7,0.56,0.56,0.68,0.51,0.39,0.61,0.51,0.65,0.51,0.49,0.57,0.49,0.43,0.42,0.6,0.62,0.41,0.41,0.53,0.51,0.48,0.48,0.56,0.41,0.44,0.5,0.48,0.47,0.5,0.41,0.42,0.43,0.0,0.54,0.5,0.42,0.46,0.46,0.41,0.44,0.38,0.42,0.37,0.4,0.39,0.34,0.4,0.42,0.41,0.38,0.33,0.37,0.33,0.4,0.34,0.38,0.52,0.33,0.36,0.32,0.33,0.41,0.31,0.37,0.32,0.32,0.42,0.3,0.33,0.4,0.35,0.3,0.38,0.29,0.29,0.33,0.31,0.28,0.25,0.32,0.35,0.22,0.32,0.28,0.33,0.28,0.0,0.32,0.54,0.27,0.3,0.27,0.23,0.3,0.24,0.31,0.3,0.27,0.29,0.24,0.24,0.25,0.37,0.26,0.26,0.24,0.27,0.0,0.2,0.23,0.25,0.24,0.24,0.22,0.22,0.22,0.23,0.22,0.27,0.25,0.25,0.26,0.22,0.19,0.23,0.2,0.23,0.21,0.21,0.24,0.21,0.23,0.0,0.2,0.23,0.2,0.0,0.2,0.16,0.26,0.21,0.19,0.0,0.0,0.17,0.18,0.0,0.2,0.19,0.22,0.0,0.21,0.18,0.0,0.18,0.19,0.17,0.2,0.17,0.17,0.19,0.0,0.0,0.18,0.18,0.2,0.18,0.0,0.17,0.16,0.16,0.0,0.25,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.43,0.26,0.15,0.15,0.17,0.0,0.27,0.18,0.17,0.18,0.0,0.23,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.15,82.75000000000001
10/18/2021,2.7,2.24,1.65,1.51,1.4,1.28,0.0,1.46,1.11,1.01,1.09,0.0,0.92,0.83,1.06,0.87,0.6,0.74,0.64,0.58,0.91,0.79,0.79,0.92,0.76,0.49,0.54,0.69,0.57,0.56,0.68,0.51,0.39,0.65,0.52,0.64,0.5,0.5,0.56,0.49,0.44,0.42,0.6,0.62,0.41,0.42,0.52,0.5,0.48,0.47,0.56,0.42,0.44,0.5,0.48,0.45,0.5,0.42,0.42,0.44,0.0,0.54,0.51,0.42,0.46,0.46,0.4,0.45,0.37,0.43,0.38,0.39,0.38,0.34,0.39,0.41,0.41,0.39,0.32,0.38,0.33,0.39,0.34,0.38,0.52,0.33,0.35,0.32,0.31,0.42,0.31,0.36,0.32,0.33,0.4,0.31,0.32,0.39,0.36,0.31,0.38,0.29,0.29,0.33,0.31,0.28,0.24,0.3,0.34,0.22,0.31,0.28,0.33,0.29,0.0,0.32,0.54,0.27,0.3,0.27,0.23,0.3,0.24,0.31,0.3,0.27,0.29,0.24,0.24,0.24,0.38,0.26,0.25,0.24,0.27,0.0,0.2,0.23,0.25,0.23,0.24,0.23,0.22,0.22,0.23,0.22,0.26,0.25,0.25,0.25,0.22,0.19,0.23,0.2,0.22,0.21,0.21,0.24,0.22,0.24,0.0,0.2,0.22,0.2,0.0,0.2,0.17,0.25,0.21,0.19,0.0,0.0,0.17,0.18,0.0,0.21,0.19,0.21,0.0,0.21,0.18,0.0,0.18,0.18,0.17,0.2,0.17,0.16,0.19,0.0,0.0,0.17,0.18,0.2,0.18,0.0,0.16,0.16,0.16,0.0,0.26,0.18,0.0,0.0,0.0,0.15,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.25,0.0,0.45,0.26,0.0,0.0,0.17,0.0,0.27,0.19,0.17,0.17,0.0,0.23,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.85
