,CROX,TXRH,JCOM,SAIA,STAA,AEO,LSCC,LHCG,HELE,TTEK,MSTR,EXPO,AMN,NOVT,MMS,QTS,SSD,ALRM,M,WING,KFY,ESNT,POWI,NEOG,WDFC,SIG,CBRL,WTS,MED,SFIX,PNM,QLYS,BKH,SPSC,UFPI,LANC,SWX,ABG,RCII,CNMD,HLI,SXT,TGNA,AIT,WERN,EYE,SHOO,FELE,CVLT,LXP,SONO,STMP,JBT,ATRC,HR,BPMC,ANF,CCOI,KTB,NSP,NSIT,MUSA,FHI,BIG,AWR,LGIH,BRC,PSB,AVA,WK,MMSI,BMI,KNSL,RLI,YELP,LCII,UNF,CWT,SNBR,ALTR,PZZA,MLHR,BJ,NWE,HI,ABM,MGEE,MIME,SBH,CAKE,KWR,GPI,DORM,CWST,BLMN,PDCO,SSTK,FWRD,VSH,WWW,IRBT,PBH,CORT,ODP,HCSG,OMI,EVTC,MANT,TRTN,BXS,IBP,CARG,APPF,EBS,BNL,DLX,PSMT,PRGS,HNI,CELH,SCL,CALX,BCPC,PDM,VGR,TRNO,GNW,COKE,RPAI,VICR,CENTA,CORE,DOC,MNRO,FIX,ENV,KAI,GOLF,BXMT,SYKE,LILAK,MD,BGS,OXM,STRA,MGRC,KLIC,CWEN,CYH,MNR,XPER,SKT,UMBF,CMPR,GMS,BLKB,CSII,IRWD,VSTO,NSA,AMCX,BKE,TTGT,MDP,MEI,LZB,NUS,HIBB,CMC,SJW,ETRN,GEF,AAT,NWBI,CSGS,NARI,ICFI,PCH,BCC,KFRC,CSWI,SUPN,RGR,SFM,PD,UVV,OFC,PFS,AVID,OSIS,WOR,ASB,TNC,XPEL,KRG,DDS,MFA,CMP,BIGC,TUP,JYNT,IPAR,KNL,AAWW,STC,ALG,LRN,VCRA,MATX,JW.A,SAH,MBUU,NBTB,NNI,CRVL,PLUS,WABC,SCS,FIZZ,n/a,TMP,ZD,RVLV,HEES,ENTA,MLKN,VRTV,CADE,IMKTA,SXI,ASO,CXW,UNFI,SUM
10/06/2021,1.33,0.95,0.91,1.05,0.77,0.56,0.94,0.57,0.74,0.91,0.7,0.91,0.83,0.78,0.68,0.0,0.68,0.59,0.8,0.69,0.7,0.65,0.73,0.58,0.55,0.59,0.56,0.67,0.39,0.36,0.58,0.58,0.52,0.87,0.5,0.46,0.54,0.59,0.57,0.5,0.58,0.55,0.55,0.52,0.47,0.53,0.46,0.49,0.47,0.51,0.43,0.77,0.51,0.41,0.47,0.54,0.4,0.43,0.4,0.57,0.42,0.57,0.44,0.3,0.46,0.38,0.4,0.46,0.39,0.51,0.5,0.43,0.4,0.4,0.42,0.44,0.39,0.43,0.36,0.41,0.5,0.42,0.45,0.37,0.39,0.41,0.38,0.45,0.29,0.35,0.38,0.45,0.33,0.44,0.35,0.36,0.4,0.33,0.32,0.33,0.3,0.36,0.3,0.3,0.26,0.24,0.35,0.29,0.33,0.35,0.28,0.39,0.28,0.28,0.32,0.25,0.26,0.31,0.26,0.37,0.28,0.31,0.32,0.28,0.28,0.27,0.28,0.27,0.31,0.35,0.26,0.0,0.26,0.24,0.25,0.27,0.3,0.25,0.27,0.0,0.25,0.24,0.25,0.25,0.23,0.24,0.26,0.29,0.2,0.24,0.21,0.22,0.26,0.2,0.23,0.23,0.19,0.25,0.25,0.25,0.19,0.2,0.25,0.32,0.21,0.21,0.0,0.0,0.23,0.23,0.27,0.25,0.23,0.22,0.24,0.0,0.22,0.22,0.22,0.22,0.23,0.19,0.19,0.18,0.21,0.0,0.2,0.21,0.0,0.19,0.18,0.21,0.19,0.0,0.19,0.18,0.19,0.21,0.0,0.0,0.2,0.2,0.0,0.22,0.21,0.0,0.0,0.2,0.22,0.0,0.19,0.0,0.19,0.19,0.21,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.12
10/07/2021,1.33,0.95,0.91,1.05,0.77,0.56,0.94,0.57,0.74,0.91,0.7,0.91,0.83,0.78,0.68,0.0,0.68,0.59,0.8,0.69,0.7,0.65,0.73,0.58,0.55,0.59,0.56,0.67,0.39,0.36,0.58,0.58,0.52,0.87,0.5,0.46,0.54,0.59,0.57,0.5,0.58,0.55,0.55,0.52,0.47,0.53,0.46,0.49,0.47,0.51,0.43,0.77,0.51,0.41,0.47,0.54,0.4,0.43,0.4,0.57,0.42,0.57,0.44,0.3,0.46,0.38,0.4,0.46,0.39,0.51,0.5,0.43,0.4,0.4,0.42,0.44,0.39,0.43,0.36,0.41,0.5,0.42,0.45,0.37,0.39,0.41,0.38,0.45,0.29,0.35,0.38,0.45,0.33,0.44,0.35,0.36,0.4,0.33,0.32,0.33,0.3,0.36,0.3,0.3,0.26,0.24,0.35,0.29,0.33,0.35,0.28,0.39,0.28,0.28,0.32,0.25,0.26,0.31,0.26,0.37,0.28,0.31,0.32,0.28,0.28,0.27,0.28,0.27,0.31,0.35,0.26,0.0,0.26,0.24,0.25,0.27,0.3,0.25,0.27,0.0,0.25,0.24,0.25,0.25,0.23,0.24,0.26,0.29,0.2,0.24,0.21,0.22,0.26,0.2,0.23,0.23,0.19,0.25,0.25,0.25,0.19,0.2,0.25,0.32,0.21,0.21,0.0,0.0,0.23,0.23,0.27,0.25,0.23,0.22,0.24,0.0,0.22,0.22,0.22,0.22,0.23,0.19,0.19,0.18,0.21,0.0,0.2,0.21,0.0,0.19,0.18,0.21,0.19,0.0,0.19,0.18,0.19,0.21,0.0,0.0,0.2,0.2,0.0,0.22,0.21,0.0,0.0,0.2,0.22,0.0,0.19,0.0,0.19,0.19,0.21,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.12
10/08/2021,1.28,0.95,0.89,1.06,0.72,0.53,0.92,0.54,0.73,0.92,0.74,0.92,0.85,0.78,0.68,0.0,0.69,0.57,0.78,0.67,0.72,0.64,0.73,0.57,0.55,0.63,0.56,0.68,0.37,0.32,0.57,0.57,0.54,0.86,0.51,0.47,0.56,0.6,0.55,0.48,0.6,0.53,0.54,0.52,0.47,0.54,0.47,0.5,0.45,0.51,0.42,0.77,0.52,0.41,0.46,0.52,0.4,0.43,0.4,0.58,0.44,0.56,0.45,0.3,0.48,0.38,0.4,0.46,0.41,0.5,0.49,0.43,0.4,0.39,0.4,0.44,0.41,0.44,0.35,0.41,0.49,0.4,0.47,0.37,0.4,0.42,0.38,0.44,0.28,0.33,0.38,0.46,0.34,0.44,0.33,0.37,0.39,0.34,0.32,0.33,0.3,0.38,0.29,0.3,0.26,0.24,0.35,0.3,0.33,0.34,0.27,0.38,0.28,0.27,0.31,0.25,0.27,0.31,0.26,0.37,0.28,0.33,0.32,0.27,0.28,0.28,0.29,0.28,0.31,0.35,0.25,0.0,0.26,0.24,0.27,0.28,0.31,0.26,0.27,0.0,0.25,0.23,0.24,0.25,0.23,0.24,0.25,0.3,0.19,0.24,0.21,0.22,0.28,0.2,0.23,0.23,0.19,0.25,0.25,0.24,0.0,0.21,0.25,0.3,0.22,0.21,0.0,0.0,0.23,0.24,0.27,0.26,0.22,0.22,0.24,0.0,0.24,0.22,0.22,0.23,0.23,0.19,0.19,0.18,0.2,0.0,0.2,0.22,0.0,0.19,0.18,0.21,0.19,0.0,0.19,0.21,0.19,0.2,0.0,0.0,0.19,0.21,0.0,0.24,0.21,0.0,0.18,0.2,0.23,0.0,0.2,0.0,0.19,0.19,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.06
10/11/2021,1.32,0.94,0.92,1.1,0.72,0.53,0.93,0.55,0.74,0.94,0.78,0.92,0.87,0.78,0.69,0.0,0.69,0.58,0.8,0.66,0.73,0.65,0.74,0.57,0.55,0.63,0.57,0.7,0.37,0.32,0.59,0.59,0.56,0.88,0.53,0.48,0.55,0.6,0.55,0.51,0.62,0.53,0.54,0.53,0.49,0.56,0.47,0.51,0.46,0.54,0.42,0.0,0.52,0.43,0.48,0.53,0.4,0.44,0.38,0.59,0.44,0.57,0.45,0.31,0.49,0.39,0.41,0.47,0.42,0.5,0.5,0.44,0.4,0.4,0.42,0.45,0.42,0.45,0.36,0.42,0.51,0.4,0.47,0.39,0.4,0.41,0.39,0.46,0.28,0.34,0.37,0.47,0.34,0.45,0.33,0.38,0.4,0.35,0.32,0.33,0.32,0.39,0.3,0.3,0.26,0.24,0.36,0.3,0.34,0.35,0.28,0.39,0.29,0.27,0.33,0.25,0.28,0.31,0.26,0.37,0.29,0.34,0.33,0.28,0.28,0.28,0.3,0.28,0.32,0.36,0.26,0.0,0.27,0.24,0.27,0.29,0.32,0.25,0.27,0.0,0.25,0.23,0.24,0.25,0.24,0.24,0.25,0.31,0.0,0.24,0.21,0.22,0.28,0.2,0.23,0.23,0.19,0.26,0.25,0.26,0.0,0.21,0.25,0.31,0.21,0.22,0.0,0.18,0.23,0.25,0.28,0.26,0.23,0.23,0.25,0.0,0.24,0.22,0.23,0.23,0.24,0.19,0.19,0.19,0.2,0.0,0.2,0.22,0.0,0.19,0.19,0.22,0.19,0.0,0.19,0.22,0.2,0.21,0.0,0.19,0.2,0.21,0.0,0.24,0.21,0.0,0.19,0.2,0.23,0.0,0.2,0.0,0.19,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.8
10/12/2021,1.23,0.93,0.75,1.11,0.7,0.54,0.93,0.54,0.76,0.95,0.81,0.91,0.87,0.82,0.69,0.0,0.71,0.57,0.8,0.64,0.71,0.66,0.74,0.55,0.54,0.63,0.55,0.7,0.38,0.3,0.58,0.57,0.54,0.86,0.53,0.47,0.52,0.63,0.54,0.51,0.62,0.51,0.54,0.54,0.46,0.55,0.48,0.51,0.44,0.55,0.4,0.0,0.52,0.42,0.48,0.54,0.41,0.43,0.38,0.59,0.43,0.58,0.46,0.33,0.48,0.39,0.4,0.48,0.41,0.49,0.49,0.44,0.4,0.4,0.41,0.44,0.42,0.44,0.35,0.41,0.49,0.4,0.48,0.38,0.4,0.41,0.38,0.44,0.27,0.32,0.36,0.47,0.34,0.45,0.31,0.37,0.41,0.34,0.32,0.32,0.31,0.39,0.3,0.3,0.26,0.24,0.35,0.31,0.33,0.35,0.28,0.41,0.29,0.27,0.31,0.25,0.27,0.3,0.26,0.37,0.29,0.34,0.33,0.28,0.29,0.28,0.3,0.28,0.31,0.35,0.26,0.0,0.27,0.24,0.27,0.28,0.31,0.25,0.27,0.0,0.24,0.23,0.24,0.24,0.23,0.24,0.24,0.31,0.0,0.24,0.21,0.22,0.28,0.19,0.23,0.23,0.19,0.26,0.25,0.25,0.18,0.21,0.25,0.33,0.22,0.22,0.0,0.19,0.23,0.24,0.28,0.26,0.23,0.23,0.25,0.0,0.25,0.22,0.22,0.24,0.24,0.19,0.19,0.19,0.19,0.0,0.2,0.22,0.0,0.19,0.0,0.21,0.19,0.0,0.19,0.22,0.19,0.21,0.0,0.19,0.0,0.21,0.0,0.23,0.22,0.0,0.19,0.2,0.22,0.0,0.19,0.0,0.19,0.19,0.2,0.0,0.0,0.0,0.2,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
10/13/2021,1.23,0.93,0.75,1.11,0.7,0.54,0.93,0.54,0.76,0.95,0.81,0.91,0.87,0.82,0.69,0.0,0.71,0.57,0.8,0.64,0.71,0.66,0.74,0.55,0.54,0.63,0.55,0.7,0.38,0.3,0.58,0.57,0.54,0.86,0.53,0.47,0.52,0.63,0.54,0.51,0.62,0.51,0.54,0.54,0.46,0.55,0.48,0.51,0.44,0.55,0.4,0.0,0.52,0.42,0.48,0.54,0.41,0.43,0.38,0.59,0.43,0.58,0.46,0.33,0.48,0.39,0.4,0.48,0.41,0.49,0.49,0.44,0.4,0.4,0.41,0.44,0.42,0.44,0.35,0.41,0.49,0.4,0.48,0.38,0.4,0.41,0.38,0.44,0.27,0.32,0.36,0.47,0.34,0.45,0.31,0.37,0.41,0.34,0.32,0.32,0.31,0.39,0.3,0.3,0.26,0.24,0.35,0.31,0.33,0.35,0.28,0.41,0.29,0.27,0.31,0.25,0.27,0.3,0.26,0.37,0.29,0.34,0.33,0.28,0.29,0.28,0.3,0.28,0.31,0.35,0.26,0.0,0.27,0.24,0.27,0.28,0.31,0.25,0.27,0.0,0.24,0.23,0.24,0.24,0.23,0.24,0.24,0.31,0.0,0.24,0.21,0.22,0.28,0.19,0.23,0.23,0.19,0.26,0.25,0.25,0.18,0.21,0.25,0.33,0.22,0.22,0.0,0.19,0.23,0.24,0.28,0.26,0.23,0.23,0.25,0.0,0.25,0.22,0.22,0.24,0.24,0.19,0.19,0.19,0.19,0.0,0.2,0.22,0.0,0.19,0.0,0.21,0.19,0.0,0.19,0.22,0.19,0.21,0.0,0.19,0.0,0.21,0.0,0.23,0.22,0.0,0.19,0.2,0.22,0.0,0.19,0.0,0.19,0.19,0.2,0.0,0.0,0.0,0.2,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
10/14/2021,1.23,0.93,0.75,1.11,0.7,0.54,0.93,0.54,0.76,0.95,0.81,0.91,0.87,0.82,0.69,0.0,0.71,0.57,0.8,0.64,0.71,0.66,0.74,0.55,0.54,0.63,0.55,0.7,0.38,0.3,0.58,0.57,0.54,0.86,0.53,0.47,0.52,0.63,0.54,0.51,0.62,0.51,0.54,0.54,0.46,0.55,0.48,0.51,0.44,0.55,0.4,0.0,0.52,0.42,0.48,0.54,0.41,0.43,0.38,0.59,0.43,0.58,0.46,0.33,0.48,0.39,0.4,0.48,0.41,0.49,0.49,0.44,0.4,0.4,0.41,0.44,0.42,0.44,0.35,0.41,0.49,0.4,0.48,0.38,0.4,0.41,0.38,0.44,0.27,0.32,0.36,0.47,0.34,0.45,0.31,0.37,0.41,0.34,0.32,0.32,0.31,0.39,0.3,0.3,0.26,0.24,0.35,0.31,0.33,0.35,0.28,0.41,0.29,0.27,0.31,0.25,0.27,0.3,0.26,0.37,0.29,0.34,0.33,0.28,0.29,0.28,0.3,0.28,0.31,0.35,0.26,0.0,0.27,0.24,0.27,0.28,0.31,0.25,0.27,0.0,0.24,0.23,0.24,0.24,0.23,0.24,0.24,0.31,0.0,0.24,0.21,0.22,0.28,0.19,0.23,0.23,0.19,0.26,0.25,0.25,0.18,0.21,0.25,0.33,0.22,0.22,0.0,0.19,0.23,0.24,0.28,0.26,0.23,0.23,0.25,0.0,0.25,0.22,0.22,0.24,0.24,0.19,0.19,0.19,0.19,0.0,0.2,0.22,0.0,0.19,0.0,0.21,0.19,0.0,0.19,0.22,0.19,0.21,0.0,0.19,0.0,0.21,0.0,0.23,0.22,0.0,0.19,0.2,0.22,0.0,0.19,0.0,0.19,0.19,0.2,0.0,0.0,0.0,0.2,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
10/15/2021,1.19,0.93,0.0,1.12,0.68,0.52,0.92,0.51,0.76,0.96,0.84,0.91,0.87,0.82,0.68,0.0,0.71,0.57,0.78,0.65,0.71,0.67,0.73,0.55,0.54,0.61,0.55,0.68,0.38,0.29,0.58,0.58,0.53,0.86,0.54,0.47,0.52,0.64,0.54,0.5,0.61,0.52,0.54,0.54,0.46,0.54,0.48,0.5,0.44,0.56,0.4,0.0,0.52,0.43,0.48,0.54,0.39,0.44,0.38,0.59,0.44,0.57,0.45,0.31,0.49,0.39,0.4,0.48,0.39,0.49,0.49,0.42,0.4,0.4,0.41,0.45,0.41,0.45,0.36,0.41,0.49,0.4,0.49,0.37,0.41,0.41,0.38,0.44,0.27,0.33,0.36,0.46,0.34,0.44,0.32,0.38,0.42,0.34,0.31,0.32,0.31,0.39,0.31,0.3,0.25,0.25,0.35,0.31,0.33,0.35,0.28,0.41,0.28,0.27,0.31,0.25,0.27,0.31,0.27,0.37,0.29,0.34,0.33,0.28,0.29,0.29,0.31,0.28,0.32,0.36,0.26,0.0,0.27,0.24,0.28,0.29,0.31,0.25,0.27,0.0,0.24,0.22,0.24,0.24,0.23,0.24,0.23,0.33,0.0,0.24,0.21,0.22,0.28,0.18,0.23,0.23,0.18,0.26,0.25,0.26,0.18,0.21,0.25,0.33,0.21,0.22,0.0,0.18,0.24,0.24,0.28,0.26,0.23,0.23,0.25,0.0,0.25,0.22,0.23,0.24,0.24,0.2,0.2,0.19,0.19,0.0,0.2,0.22,0.0,0.19,0.18,0.21,0.19,0.0,0.19,0.22,0.2,0.22,0.0,0.19,0.0,0.21,0.0,0.22,0.22,0.0,0.18,0.21,0.23,0.0,0.2,0.0,0.19,0.2,0.19,0.0,0.0,0.0,0.2,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.96000000000001
10/18/2021,1.25,0.9,0.0,1.09,0.7,0.52,0.91,0.54,0.74,0.97,0.83,0.9,0.84,0.82,0.69,0.0,0.7,0.58,0.79,0.69,0.7,0.68,0.73,0.55,0.54,0.62,0.53,0.67,0.38,0.31,0.58,0.6,0.54,0.86,0.55,0.46,0.52,0.64,0.52,0.5,0.61,0.51,0.54,0.53,0.46,0.54,0.49,0.5,0.45,0.56,0.42,0.0,0.52,0.43,0.5,0.54,0.39,0.44,0.38,0.59,0.43,0.56,0.44,0.32,0.49,0.39,0.4,0.49,0.4,0.5,0.49,0.42,0.4,0.4,0.41,0.45,0.41,0.44,0.33,0.42,0.49,0.4,0.49,0.37,0.41,0.4,0.38,0.45,0.27,0.31,0.36,0.45,0.35,0.44,0.31,0.37,0.41,0.33,0.3,0.33,0.31,0.39,0.32,0.31,0.24,0.24,0.35,0.31,0.33,0.35,0.29,0.41,0.28,0.26,0.32,0.26,0.26,0.3,0.27,0.37,0.29,0.36,0.32,0.28,0.28,0.29,0.32,0.28,0.32,0.36,0.26,0.0,0.27,0.24,0.28,0.29,0.3,0.25,0.28,0.0,0.24,0.22,0.24,0.24,0.22,0.25,0.22,0.33,0.0,0.24,0.21,0.22,0.28,0.19,0.22,0.23,0.18,0.26,0.25,0.27,0.18,0.21,0.26,0.33,0.21,0.22,0.0,0.18,0.24,0.24,0.28,0.26,0.23,0.23,0.24,0.19,0.25,0.23,0.23,0.24,0.23,0.21,0.2,0.19,0.2,0.0,0.2,0.22,0.0,0.19,0.0,0.21,0.19,0.0,0.19,0.22,0.2,0.23,0.0,0.2,0.0,0.21,0.0,0.22,0.22,0.0,0.0,0.21,0.24,0.0,0.19,0.0,0.19,0.2,0.19,0.0,0.0,0.0,0.2,0.0,0.18,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.07000000000001
10/19/2021,1.28,0.89,0.0,1.14,0.69,0.52,0.94,0.54,0.75,0.97,0.85,0.88,0.68,0.82,0.69,0.0,0.72,0.59,0.84,0.69,0.7,0.7,0.72,0.54,0.54,0.63,0.52,0.7,0.37,0.29,0.57,0.59,0.54,0.87,0.55,0.46,0.55,0.63,0.52,0.52,0.62,0.55,0.53,0.53,0.47,0.6,0.49,0.51,0.45,0.56,0.42,0.0,0.53,0.42,0.49,0.54,0.4,0.43,0.39,0.58,0.44,0.57,0.45,0.32,0.49,0.38,0.4,0.49,0.41,0.51,0.47,0.43,0.4,0.4,0.42,0.46,0.4,0.45,0.33,0.42,0.47,0.41,0.49,0.36,0.4,0.39,0.38,0.46,0.27,0.3,0.37,0.44,0.35,0.45,0.31,0.37,0.42,0.34,0.3,0.33,0.31,0.39,0.3,0.31,0.23,0.25,0.35,0.31,0.33,0.34,0.29,0.41,0.29,0.26,0.32,0.26,0.27,0.31,0.26,0.34,0.29,0.35,0.32,0.28,0.28,0.29,0.31,0.27,0.31,0.37,0.26,0.0,0.27,0.24,0.28,0.29,0.31,0.25,0.27,0.0,0.24,0.22,0.23,0.24,0.23,0.24,0.22,0.3,0.0,0.24,0.21,0.22,0.27,0.19,0.23,0.23,0.19,0.26,0.25,0.27,0.0,0.22,0.26,0.33,0.21,0.21,0.0,0.18,0.23,0.24,0.29,0.24,0.23,0.23,0.24,0.19,0.25,0.23,0.23,0.23,0.24,0.22,0.2,0.18,0.2,0.0,0.2,0.22,0.0,0.19,0.0,0.21,0.19,0.0,0.19,0.22,0.19,0.23,0.0,0.19,0.0,0.21,0.0,0.22,0.22,0.0,0.0,0.21,0.22,0.0,0.19,0.0,0.19,0.19,0.2,0.18,0.0,0.0,0.2,0.0,0.18,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.13000000000001
10/20/2021,1.28,0.89,0.0,1.14,0.69,0.52,0.94,0.54,0.75,0.97,0.85,0.88,0.68,0.82,0.69,0.0,0.72,0.59,0.84,0.69,0.7,0.7,0.72,0.54,0.54,0.63,0.52,0.7,0.37,0.29,0.57,0.59,0.54,0.87,0.55,0.46,0.55,0.63,0.52,0.52,0.62,0.55,0.53,0.53,0.47,0.6,0.49,0.51,0.45,0.56,0.42,0.0,0.53,0.42,0.49,0.54,0.4,0.43,0.39,0.58,0.44,0.57,0.45,0.32,0.49,0.38,0.4,0.49,0.41,0.51,0.47,0.43,0.4,0.4,0.42,0.46,0.4,0.45,0.33,0.42,0.47,0.41,0.49,0.36,0.4,0.39,0.38,0.46,0.27,0.3,0.37,0.44,0.35,0.45,0.31,0.37,0.42,0.34,0.3,0.33,0.31,0.39,0.3,0.31,0.23,0.25,0.35,0.31,0.33,0.34,0.29,0.41,0.29,0.26,0.32,0.26,0.27,0.31,0.26,0.34,0.29,0.35,0.32,0.28,0.28,0.29,0.31,0.27,0.31,0.37,0.26,0.0,0.27,0.24,0.28,0.29,0.31,0.25,0.27,0.0,0.24,0.22,0.23,0.24,0.23,0.24,0.22,0.3,0.0,0.24,0.21,0.22,0.27,0.19,0.23,0.23,0.19,0.26,0.25,0.27,0.0,0.22,0.26,0.33,0.21,0.21,0.0,0.18,0.23,0.24,0.29,0.24,0.23,0.23,0.24,0.19,0.25,0.23,0.23,0.23,0.24,0.22,0.2,0.18,0.2,0.0,0.2,0.22,0.0,0.19,0.0,0.21,0.19,0.0,0.19,0.22,0.19,0.23,0.0,0.19,0.0,0.21,0.0,0.22,0.22,0.0,0.0,0.21,0.22,0.0,0.19,0.0,0.19,0.19,0.2,0.18,0.0,0.0,0.2,0.0,0.18,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.13000000000001
10/21/2021,1.28,0.89,0.0,1.14,0.69,0.52,0.94,0.54,0.75,0.97,0.85,0.88,0.68,0.82,0.69,0.0,0.72,0.59,0.84,0.69,0.7,0.7,0.72,0.54,0.54,0.63,0.52,0.7,0.37,0.29,0.57,0.59,0.54,0.87,0.55,0.46,0.55,0.63,0.52,0.52,0.62,0.55,0.53,0.53,0.47,0.6,0.49,0.51,0.45,0.56,0.42,0.0,0.53,0.42,0.49,0.54,0.4,0.43,0.39,0.58,0.44,0.57,0.45,0.32,0.49,0.38,0.4,0.49,0.41,0.51,0.47,0.43,0.4,0.4,0.42,0.46,0.4,0.45,0.33,0.42,0.47,0.41,0.49,0.36,0.4,0.39,0.38,0.46,0.27,0.3,0.37,0.44,0.35,0.45,0.31,0.37,0.42,0.34,0.3,0.33,0.31,0.39,0.3,0.31,0.23,0.25,0.35,0.31,0.33,0.34,0.29,0.41,0.29,0.26,0.32,0.26,0.27,0.31,0.26,0.34,0.29,0.35,0.32,0.28,0.28,0.29,0.31,0.27,0.31,0.37,0.26,0.0,0.27,0.24,0.28,0.29,0.31,0.25,0.27,0.0,0.24,0.22,0.23,0.24,0.23,0.24,0.22,0.3,0.0,0.24,0.21,0.22,0.27,0.19,0.23,0.23,0.19,0.26,0.25,0.27,0.0,0.22,0.26,0.33,0.21,0.21,0.0,0.18,0.23,0.24,0.29,0.24,0.23,0.23,0.24,0.19,0.25,0.23,0.23,0.23,0.24,0.22,0.2,0.18,0.2,0.0,0.2,0.22,0.0,0.19,0.0,0.21,0.19,0.0,0.19,0.22,0.19,0.23,0.0,0.19,0.0,0.21,0.0,0.22,0.22,0.0,0.0,0.21,0.22,0.0,0.19,0.0,0.19,0.19,0.2,0.18,0.0,0.0,0.2,0.0,0.18,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.13000000000001
10/22/2021,1.32,0.89,0.0,1.13,0.74,0.54,0.96,0.57,0.75,0.97,0.82,0.87,0.69,0.82,0.68,0.0,0.71,0.59,0.92,0.68,0.69,0.69,0.72,0.54,0.53,0.65,0.52,0.71,0.38,0.29,0.57,0.59,0.53,0.88,0.54,0.46,0.54,0.64,0.54,0.53,0.64,0.55,0.53,0.54,0.48,0.57,0.49,0.52,0.45,0.56,0.42,0.0,0.51,0.43,0.49,0.55,0.39,0.43,0.38,0.57,0.44,0.58,0.44,0.32,0.48,0.39,0.4,0.48,0.39,0.52,0.47,0.42,0.4,0.4,0.42,0.44,0.4,0.43,0.34,0.43,0.47,0.41,0.5,0.36,0.4,0.39,0.38,0.47,0.26,0.3,0.36,0.44,0.35,0.45,0.3,0.36,0.42,0.35,0.3,0.33,0.32,0.38,0.29,0.32,0.24,0.25,0.35,0.31,0.34,0.33,0.29,0.4,0.29,0.26,0.32,0.26,0.27,0.3,0.26,0.36,0.29,0.35,0.32,0.28,0.27,0.3,0.32,0.27,0.3,0.37,0.25,0.0,0.27,0.24,0.28,0.29,0.32,0.25,0.27,0.0,0.23,0.22,0.24,0.24,0.23,0.24,0.23,0.3,0.0,0.24,0.2,0.22,0.27,0.2,0.23,0.23,0.19,0.25,0.25,0.27,0.0,0.22,0.27,0.32,0.2,0.22,0.0,0.19,0.23,0.24,0.29,0.24,0.23,0.22,0.24,0.2,0.25,0.22,0.22,0.23,0.24,0.21,0.2,0.18,0.2,0.0,0.2,0.22,0.0,0.18,0.0,0.21,0.19,0.0,0.18,0.24,0.19,0.23,0.0,0.19,0.0,0.2,0.0,0.21,0.22,0.0,0.0,0.21,0.22,0.0,0.18,0.0,0.18,0.19,0.2,0.18,0.0,0.0,0.2,0.0,0.0,0.8,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.2
