,CROX,TXRH,JCOM,SAIA,STAA,AEO,LSCC,LHCG,HELE,TTEK,MSTR,EXPO,AMN,NOVT,MMS,QTS,SSD,ALRM,M,WING,KFY,ESNT,POWI,NEOG,WDFC,SIG,CBRL,WTS,MED,SFIX,PNM,QLYS,BKH,SPSC,UFPI,LANC,SWX,ABG,RCII,CNMD,HLI,SXT,TGNA,AIT,WERN,EYE,SHOO,FELE,CVLT,LXP,SONO,STMP,JBT,ATRC,HR,BPMC,ANF,CCOI,KTB,NSP,NSIT,MUSA,FHI,BIG,AWR,LGIH,BRC,PSB,AVA,WK,MMSI,BMI,KNSL,RLI,YELP,LCII,UNF,CWT,SNBR,ALTR,PZZA,MLHR,BJ,NWE,HI,ABM,MGEE,MIME,SBH,CAKE,KWR,GPI,DORM,CWST,BLMN,PDCO,SSTK,FWRD,VSH,WWW,IRBT,PBH,CORT,ODP,HCSG,OMI,EVTC,MANT,TRTN,BXS,IBP,CARG,APPF,EBS,BNL,DLX,PSMT,PRGS,HNI,CELH,SCL,CALX,BCPC,PDM,VGR,TRNO,GNW,COKE,RPAI,VICR,CENTA,CORE,DOC,MNRO,FIX,ENV,KAI,GOLF,BXMT,SYKE,LILAK,MD,BGS,OXM,STRA,MGRC,KLIC,CWEN,CYH,MNR,XPER,SKT,UMBF,CMPR,GMS,BLKB,CSII,IRWD,VSTO,NSA,AMCX,BKE,TTGT,MDP,MEI,LZB,NUS,HIBB,CMC,SJW,ETRN,GEF,AAT,NWBI,CSGS,NARI,ICFI,PCH,BCC,KFRC,CSWI,SUPN,RGR,SFM,PD,UVV,OFC,PFS,AVID,OSIS,WOR,ASB,TNC,XPEL,KRG,DDS,MFA,CMP,BIGC,TUP,JYNT,IPAR,KNL,AAWW,STC,ALG,LRN,VCRA,MATX,JW.A,SAH,MBUU,NBTB,NNI,CRVL,PLUS,WABC,SCS,FIZZ,n/a,TMP,ZD,RVLV,HEES,ENTA,MLKN,VRTV,CADE,IMKTA,SXI,ASO,CXW,UNFI,SUM
08/11/2021,1.3,0.9,0.89,1.04,0.88,0.72,0.86,0.69,0.74,0.8,0.85,0.89,0.75,0.7,0.66,0.68,0.69,0.65,0.63,0.7,0.62,0.68,0.71,0.57,0.56,0.45,0.52,0.63,0.51,0.39,0.54,0.52,0.57,0.6,0.53,0.51,0.57,0.57,0.57,0.47,0.53,0.49,0.47,0.48,0.48,0.5,0.47,0.49,0.44,0.51,0.45,0.75,0.51,0.48,0.47,0.5,0.36,0.46,0.45,0.49,0.44,0.5,0.43,0.37,0.48,0.42,0.41,0.43,0.42,0.46,0.45,0.42,0.44,0.42,0.41,0.47,0.39,0.47,0.37,0.41,0.46,0.45,0.43,0.39,0.4,0.4,0.4,0.4,0.31,0.3,0.4,0.4,0.34,0.38,0.33,0.33,0.35,0.34,0.34,0.37,0.32,0.38,0.32,0.31,0.26,0.29,0.33,0.32,0.32,0.3,0.31,0.36,0.3,0.31,0.32,0.28,0.28,0.28,0.26,0.29,0.28,0.27,0.28,0.28,0.29,0.29,0.26,0.27,0.29,0.3,0.25,0.25,0.26,0.24,0.26,0.26,0.29,0.28,0.27,0.25,0.26,0.27,0.23,0.23,0.25,0.22,0.28,0.29,0.2,0.24,0.24,0.22,0.25,0.21,0.24,0.23,0.22,0.25,0.25,0.25,0.2,0.21,0.24,0.24,0.23,0.21,0.22,0.21,0.23,0.24,0.21,0.23,0.22,0.21,0.21,0.21,0.22,0.21,0.21,0.21,0.22,0.18,0.21,0.19,0.2,0.0,0.2,0.2,0.0,0.19,0.2,0.2,0.19,0.19,0.0,0.0,0.19,0.21,0.0,0.19,0.21,0.2,0.0,0.19,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.72
08/13/2021,1.3,0.89,0.87,1.05,0.85,0.74,0.84,0.67,0.77,0.82,0.85,0.88,0.74,0.71,0.64,0.68,0.69,0.63,0.66,0.67,0.62,0.67,0.71,0.55,0.56,0.48,0.52,0.62,0.47,0.38,0.54,0.56,0.57,0.58,0.53,0.51,0.56,0.58,0.59,0.45,0.54,0.49,0.47,0.49,0.47,0.5,0.48,0.49,0.44,0.5,0.46,0.74,0.51,0.42,0.46,0.5,0.39,0.45,0.44,0.5,0.43,0.5,0.44,0.38,0.48,0.42,0.4,0.42,0.41,0.46,0.44,0.42,0.44,0.42,0.41,0.47,0.39,0.46,0.37,0.4,0.46,0.45,0.44,0.39,0.39,0.4,0.4,0.4,0.32,0.3,0.4,0.41,0.34,0.37,0.33,0.32,0.36,0.34,0.34,0.38,0.33,0.39,0.31,0.32,0.27,0.29,0.33,0.31,0.32,0.31,0.32,0.35,0.28,0.3,0.32,0.28,0.28,0.27,0.26,0.29,0.28,0.27,0.27,0.27,0.29,0.28,0.26,0.27,0.28,0.29,0.25,0.25,0.26,0.23,0.26,0.26,0.3,0.28,0.27,0.25,0.26,0.27,0.24,0.24,0.24,0.23,0.31,0.29,0.2,0.24,0.23,0.22,0.25,0.21,0.24,0.22,0.2,0.25,0.26,0.25,0.21,0.23,0.23,0.24,0.23,0.22,0.21,0.22,0.24,0.24,0.21,0.23,0.22,0.21,0.21,0.2,0.22,0.21,0.21,0.21,0.23,0.0,0.21,0.2,0.19,0.0,0.19,0.2,0.0,0.2,0.2,0.2,0.19,0.19,0.0,0.19,0.19,0.21,0.0,0.2,0.21,0.2,0.0,0.19,0.19,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.56
08/16/2021,1.32,0.88,0.87,1.06,0.8,0.71,0.83,0.67,0.77,0.83,0.82,0.88,0.74,0.72,0.64,0.68,0.69,0.61,0.66,0.67,0.62,0.67,0.7,0.55,0.55,0.48,0.53,0.63,0.46,0.38,0.54,0.56,0.58,0.6,0.54,0.51,0.56,0.58,0.64,0.45,0.53,0.5,0.47,0.5,0.48,0.51,0.47,0.49,0.45,0.51,0.49,0.74,0.49,0.42,0.45,0.5,0.39,0.42,0.45,0.5,0.44,0.51,0.45,0.39,0.47,0.42,0.4,0.42,0.41,0.46,0.44,0.43,0.43,0.41,0.4,0.47,0.4,0.46,0.38,0.41,0.48,0.45,0.43,0.39,0.39,0.41,0.4,0.41,0.32,0.31,0.39,0.42,0.33,0.37,0.34,0.33,0.35,0.35,0.35,0.39,0.34,0.39,0.3,0.32,0.27,0.29,0.34,0.31,0.33,0.31,0.32,0.36,0.29,0.31,0.32,0.28,0.28,0.27,0.26,0.28,0.27,0.27,0.27,0.27,0.29,0.28,0.26,0.28,0.28,0.29,0.25,0.26,0.26,0.23,0.26,0.26,0.3,0.28,0.27,0.25,0.26,0.27,0.24,0.24,0.24,0.22,0.28,0.29,0.2,0.23,0.23,0.22,0.25,0.21,0.25,0.21,0.2,0.26,0.26,0.25,0.2,0.23,0.23,0.25,0.24,0.23,0.21,0.22,0.25,0.23,0.22,0.23,0.22,0.21,0.22,0.0,0.23,0.21,0.22,0.21,0.23,0.0,0.21,0.2,0.19,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.18,0.0,0.2,0.19,0.21,0.0,0.2,0.19,0.19,0.0,0.2,0.19,0.0,0.0,0.19,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.71000000000001
08/17/2021,1.35,0.87,0.86,1.05,0.82,0.7,0.82,0.66,0.78,0.83,0.83,0.88,0.74,0.73,0.65,0.68,0.69,0.6,0.65,0.68,0.62,0.67,0.7,0.55,0.55,0.49,0.53,0.63,0.46,0.36,0.55,0.56,0.59,0.61,0.54,0.52,0.56,0.58,0.63,0.45,0.54,0.5,0.46,0.5,0.49,0.5,0.46,0.49,0.45,0.51,0.5,0.74,0.49,0.42,0.46,0.5,0.37,0.42,0.45,0.51,0.44,0.51,0.45,0.39,0.48,0.42,0.41,0.43,0.41,0.46,0.44,0.43,0.42,0.42,0.4,0.46,0.4,0.46,0.37,0.41,0.49,0.45,0.42,0.4,0.38,0.41,0.4,0.41,0.32,0.31,0.39,0.41,0.33,0.38,0.34,0.33,0.36,0.35,0.35,0.39,0.33,0.39,0.3,0.32,0.27,0.29,0.34,0.3,0.33,0.32,0.31,0.35,0.29,0.31,0.33,0.28,0.27,0.27,0.26,0.28,0.27,0.27,0.27,0.27,0.29,0.28,0.26,0.28,0.28,0.29,0.25,0.26,0.27,0.23,0.26,0.26,0.29,0.27,0.27,0.25,0.25,0.27,0.24,0.24,0.25,0.22,0.28,0.29,0.19,0.24,0.23,0.22,0.25,0.21,0.25,0.21,0.2,0.25,0.25,0.25,0.19,0.22,0.23,0.25,0.24,0.23,0.21,0.21,0.26,0.23,0.21,0.23,0.22,0.21,0.22,0.0,0.23,0.21,0.22,0.21,0.22,0.0,0.2,0.2,0.19,0.0,0.2,0.19,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.19,0.21,0.0,0.2,0.19,0.19,0.0,0.2,0.19,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.65
08/18/2021,1.35,0.87,0.86,1.05,0.82,0.7,0.82,0.66,0.78,0.83,0.83,0.88,0.74,0.73,0.65,0.68,0.69,0.6,0.65,0.68,0.62,0.67,0.7,0.55,0.55,0.49,0.53,0.63,0.46,0.36,0.55,0.56,0.59,0.61,0.54,0.52,0.56,0.58,0.63,0.45,0.54,0.5,0.46,0.5,0.49,0.5,0.46,0.49,0.45,0.51,0.5,0.74,0.49,0.42,0.46,0.5,0.37,0.42,0.45,0.51,0.44,0.51,0.45,0.39,0.48,0.42,0.41,0.43,0.41,0.46,0.44,0.43,0.42,0.42,0.4,0.46,0.4,0.46,0.37,0.41,0.49,0.45,0.42,0.4,0.38,0.41,0.4,0.41,0.32,0.31,0.39,0.41,0.33,0.38,0.34,0.33,0.36,0.35,0.35,0.39,0.33,0.39,0.3,0.32,0.27,0.29,0.34,0.3,0.33,0.32,0.31,0.35,0.29,0.31,0.33,0.28,0.27,0.27,0.26,0.28,0.27,0.27,0.27,0.27,0.29,0.28,0.26,0.28,0.28,0.29,0.25,0.26,0.27,0.23,0.26,0.26,0.29,0.27,0.27,0.25,0.25,0.27,0.24,0.24,0.25,0.22,0.28,0.29,0.19,0.24,0.23,0.22,0.25,0.21,0.25,0.21,0.2,0.25,0.25,0.25,0.19,0.22,0.23,0.25,0.24,0.23,0.21,0.21,0.26,0.23,0.21,0.23,0.22,0.21,0.22,0.0,0.23,0.21,0.22,0.21,0.22,0.0,0.2,0.2,0.19,0.0,0.2,0.19,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.19,0.21,0.18,0.2,0.19,0.19,0.0,0.2,0.19,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.65
08/19/2021,1.35,0.88,0.84,1.06,0.84,0.68,0.82,0.66,0.77,0.82,0.8,0.89,0.77,0.74,0.66,0.68,0.69,0.59,0.65,0.68,0.62,0.67,0.71,0.56,0.55,0.49,0.53,0.64,0.46,0.36,0.55,0.55,0.58,0.63,0.54,0.51,0.57,0.6,0.63,0.46,0.54,0.5,0.47,0.49,0.49,0.51,0.46,0.49,0.44,0.51,0.52,0.74,0.49,0.42,0.45,0.49,0.37,0.43,0.45,0.51,0.44,0.52,0.44,0.39,0.48,0.42,0.41,0.43,0.42,0.47,0.45,0.43,0.43,0.42,0.39,0.47,0.4,0.47,0.37,0.41,0.49,0.44,0.44,0.4,0.39,0.41,0.4,0.41,0.32,0.3,0.39,0.42,0.33,0.38,0.34,0.33,0.36,0.35,0.35,0.39,0.32,0.39,0.3,0.32,0.27,0.28,0.34,0.31,0.32,0.32,0.31,0.33,0.29,0.3,0.32,0.28,0.27,0.27,0.26,0.28,0.28,0.27,0.27,0.27,0.29,0.28,0.26,0.28,0.28,0.29,0.25,0.26,0.26,0.23,0.26,0.26,0.29,0.28,0.27,0.25,0.25,0.26,0.24,0.24,0.24,0.22,0.29,0.29,0.19,0.24,0.23,0.22,0.25,0.21,0.24,0.21,0.21,0.25,0.25,0.26,0.19,0.22,0.23,0.24,0.24,0.22,0.2,0.21,0.25,0.24,0.21,0.23,0.22,0.21,0.22,0.0,0.23,0.21,0.21,0.21,0.22,0.0,0.21,0.2,0.19,0.0,0.2,0.19,0.0,0.2,0.2,0.2,0.18,0.0,0.0,0.21,0.19,0.21,0.0,0.2,0.19,0.19,0.0,0.21,0.19,0.18,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.73
08/20/2021,1.3,0.9,0.85,1.07,0.86,0.66,0.81,0.67,0.78,0.82,0.77,0.89,0.77,0.72,0.68,0.69,0.69,0.58,0.63,0.68,0.63,0.67,0.7,0.57,0.54,0.47,0.52,0.64,0.45,0.35,0.56,0.56,0.6,0.63,0.54,0.52,0.58,0.57,0.6,0.47,0.54,0.5,0.47,0.5,0.5,0.52,0.45,0.5,0.45,0.52,0.51,0.75,0.49,0.43,0.46,0.51,0.36,0.43,0.45,0.51,0.44,0.53,0.44,0.39,0.49,0.41,0.41,0.44,0.43,0.48,0.45,0.43,0.44,0.42,0.38,0.47,0.4,0.47,0.36,0.41,0.5,0.45,0.45,0.41,0.39,0.41,0.41,0.41,0.3,0.3,0.39,0.4,0.33,0.38,0.33,0.34,0.35,0.35,0.35,0.38,0.33,0.39,0.3,0.31,0.26,0.29,0.34,0.32,0.32,0.32,0.31,0.32,0.28,0.32,0.32,0.28,0.27,0.27,0.27,0.26,0.28,0.27,0.27,0.27,0.3,0.29,0.26,0.28,0.28,0.29,0.25,0.26,0.26,0.23,0.26,0.27,0.3,0.27,0.27,0.26,0.25,0.27,0.25,0.24,0.25,0.22,0.28,0.29,0.2,0.24,0.23,0.21,0.25,0.21,0.24,0.21,0.21,0.25,0.25,0.26,0.19,0.21,0.23,0.24,0.23,0.22,0.2,0.21,0.24,0.24,0.21,0.23,0.22,0.21,0.22,0.0,0.23,0.21,0.21,0.21,0.22,0.0,0.21,0.21,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.18,0.0,0.0,0.2,0.19,0.21,0.0,0.0,0.18,0.18,0.0,0.21,0.19,0.0,0.0,0.19,0.2,0.18,0.0,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.75
08/23/2021,1.32,0.9,0.85,1.07,0.84,0.69,0.81,0.66,0.77,0.81,0.79,0.91,0.76,0.76,0.68,0.7,0.69,0.57,0.76,0.67,0.62,0.67,0.72,0.57,0.55,0.49,0.52,0.64,0.44,0.35,0.57,0.57,0.6,0.65,0.54,0.52,0.58,0.56,0.62,0.47,0.54,0.5,0.47,0.48,0.5,0.52,0.45,0.5,0.44,0.53,0.49,0.77,0.48,0.43,0.46,0.5,0.38,0.43,0.45,0.52,0.44,0.54,0.44,0.38,0.49,0.41,0.4,0.44,0.42,0.48,0.47,0.43,0.44,0.43,0.39,0.45,0.42,0.47,0.35,0.43,0.5,0.44,0.46,0.41,0.39,0.42,0.41,0.41,0.3,0.3,0.38,0.39,0.33,0.39,0.32,0.34,0.35,0.34,0.34,0.38,0.31,0.39,0.3,0.31,0.26,0.28,0.34,0.3,0.32,0.32,0.31,0.32,0.28,0.32,0.32,0.27,0.27,0.27,0.26,0.26,0.28,0.27,0.28,0.28,0.29,0.29,0.24,0.28,0.28,0.3,0.25,0.26,0.27,0.23,0.25,0.27,0.29,0.27,0.27,0.26,0.25,0.26,0.24,0.24,0.24,0.22,0.29,0.3,0.19,0.24,0.24,0.21,0.24,0.21,0.24,0.21,0.21,0.25,0.24,0.26,0.0,0.22,0.22,0.24,0.23,0.22,0.2,0.21,0.24,0.24,0.21,0.23,0.22,0.21,0.22,0.0,0.23,0.21,0.21,0.21,0.23,0.0,0.2,0.21,0.19,0.0,0.2,0.19,0.0,0.2,0.19,0.2,0.0,0.0,0.0,0.21,0.19,0.21,0.0,0.0,0.0,0.19,0.0,0.2,0.19,0.18,0.0,0.19,0.19,0.0,0.0,0.0,0.18,0.19,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.88
08/24/2021,1.33,0.9,0.86,1.09,0.78,0.69,0.81,0.66,0.76,0.81,0.83,0.9,0.77,0.75,0.68,0.69,0.7,0.58,0.78,0.67,0.62,0.67,0.72,0.58,0.54,0.51,0.53,0.64,0.44,0.35,0.57,0.56,0.6,0.66,0.54,0.51,0.58,0.56,0.63,0.47,0.55,0.49,0.47,0.48,0.5,0.52,0.45,0.5,0.44,0.52,0.5,0.76,0.49,0.44,0.46,0.5,0.39,0.42,0.42,0.52,0.44,0.53,0.45,0.39,0.49,0.41,0.4,0.44,0.42,0.48,0.47,0.43,0.44,0.43,0.39,0.45,0.42,0.47,0.35,0.42,0.48,0.44,0.48,0.41,0.39,0.42,0.42,0.41,0.3,0.3,0.38,0.38,0.33,0.41,0.32,0.33,0.35,0.34,0.34,0.39,0.3,0.38,0.3,0.31,0.26,0.28,0.34,0.3,0.32,0.32,0.31,0.32,0.28,0.32,0.32,0.27,0.27,0.27,0.26,0.26,0.27,0.26,0.28,0.27,0.29,0.28,0.24,0.28,0.28,0.3,0.25,0.26,0.27,0.23,0.25,0.26,0.29,0.27,0.27,0.26,0.26,0.27,0.24,0.24,0.25,0.22,0.28,0.3,0.2,0.24,0.24,0.21,0.24,0.21,0.24,0.21,0.21,0.25,0.24,0.26,0.18,0.21,0.21,0.24,0.23,0.22,0.2,0.21,0.23,0.24,0.21,0.23,0.22,0.21,0.22,0.0,0.23,0.2,0.21,0.2,0.23,0.0,0.2,0.21,0.18,0.0,0.2,0.19,0.0,0.2,0.19,0.2,0.18,0.0,0.0,0.21,0.19,0.2,0.0,0.0,0.18,0.19,0.0,0.2,0.19,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.83000000000001
08/25/2021,1.32,0.89,0.86,1.09,0.78,0.69,0.81,0.66,0.76,0.81,0.83,0.9,0.77,0.75,0.68,0.69,0.69,0.58,0.78,0.67,0.62,0.67,0.72,0.58,0.54,0.51,0.53,0.64,0.44,0.35,0.57,0.56,0.6,0.66,0.54,0.51,0.58,0.56,0.63,0.47,0.55,0.49,0.47,0.48,0.5,0.52,0.45,0.5,0.44,0.52,0.5,0.76,0.49,0.44,0.46,0.5,0.38,0.42,0.42,0.52,0.44,0.53,0.45,0.39,0.49,0.41,0.4,0.44,0.42,0.48,0.47,0.43,0.44,0.43,0.39,0.45,0.42,0.47,0.35,0.42,0.48,0.44,0.48,0.41,0.39,0.42,0.42,0.41,0.3,0.3,0.38,0.38,0.33,0.41,0.32,0.33,0.35,0.34,0.34,0.39,0.3,0.38,0.3,0.31,0.26,0.28,0.34,0.3,0.32,0.32,0.31,0.32,0.28,0.32,0.32,0.27,0.27,0.27,0.26,0.26,0.27,0.26,0.28,0.27,0.29,0.28,0.24,0.28,0.28,0.3,0.25,0.26,0.27,0.23,0.25,0.26,0.29,0.27,0.27,0.26,0.26,0.27,0.24,0.24,0.25,0.22,0.28,0.3,0.2,0.24,0.24,0.21,0.24,0.21,0.24,0.21,0.21,0.25,0.24,0.26,0.18,0.21,0.21,0.24,0.23,0.22,0.2,0.21,0.23,0.24,0.21,0.23,0.22,0.21,0.22,0.0,0.23,0.2,0.21,0.2,0.23,0.0,0.2,0.21,0.18,0.0,0.2,0.19,0.0,0.2,0.19,0.2,0.0,0.0,0.0,0.21,0.19,0.2,0.0,0.18,0.18,0.19,0.0,0.2,0.19,0.0,0.0,0.2,0.19,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.79
08/26/2021,1.32,0.89,0.85,1.1,0.79,0.69,0.82,0.65,0.75,0.82,0.82,0.9,0.78,0.73,0.68,0.69,0.69,0.59,0.77,0.67,0.63,0.66,0.73,0.57,0.53,0.5,0.53,0.64,0.45,0.35,0.56,0.56,0.58,0.67,0.53,0.5,0.56,0.56,0.63,0.47,0.55,0.49,0.46,0.49,0.5,0.53,0.45,0.5,0.45,0.52,0.51,0.75,0.49,0.43,0.45,0.51,0.39,0.42,0.42,0.52,0.43,0.52,0.45,0.39,0.49,0.4,0.4,0.43,0.42,0.48,0.47,0.44,0.44,0.43,0.4,0.45,0.41,0.46,0.35,0.43,0.47,0.44,0.46,0.4,0.39,0.42,0.41,0.42,0.31,0.3,0.38,0.39,0.33,0.41,0.32,0.33,0.36,0.34,0.34,0.39,0.3,0.38,0.31,0.31,0.26,0.28,0.34,0.3,0.32,0.31,0.31,0.32,0.28,0.32,0.32,0.27,0.28,0.27,0.26,0.27,0.28,0.27,0.28,0.27,0.29,0.28,0.25,0.27,0.28,0.3,0.25,0.26,0.26,0.23,0.26,0.27,0.29,0.26,0.27,0.25,0.26,0.27,0.23,0.24,0.25,0.22,0.29,0.29,0.2,0.24,0.24,0.21,0.24,0.21,0.24,0.21,0.21,0.24,0.24,0.25,0.19,0.2,0.22,0.24,0.23,0.22,0.2,0.22,0.23,0.24,0.21,0.23,0.22,0.21,0.22,0.0,0.23,0.21,0.21,0.2,0.23,0.0,0.2,0.2,0.19,0.0,0.2,0.19,0.0,0.19,0.19,0.2,0.0,0.0,0.0,0.21,0.19,0.21,0.0,0.0,0.19,0.19,0.0,0.2,0.19,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.74000000000001
08/27/2021,1.33,0.89,0.86,1.09,0.81,0.71,0.81,0.65,0.76,0.81,0.81,0.89,0.75,0.74,0.67,0.68,0.69,0.59,0.8,0.67,0.63,0.67,0.74,0.57,0.53,0.52,0.54,0.63,0.44,0.37,0.56,0.57,0.57,0.67,0.54,0.49,0.54,0.56,0.64,0.48,0.54,0.49,0.47,0.48,0.5,0.51,0.46,0.49,0.45,0.5,0.52,0.74,0.48,0.44,0.45,0.5,0.41,0.42,0.43,0.52,0.43,0.52,0.45,0.39,0.48,0.41,0.4,0.42,0.41,0.49,0.47,0.44,0.43,0.43,0.4,0.45,0.41,0.45,0.36,0.43,0.47,0.45,0.46,0.4,0.39,0.41,0.4,0.43,0.32,0.3,0.38,0.39,0.33,0.4,0.33,0.33,0.38,0.34,0.34,0.38,0.31,0.37,0.31,0.31,0.26,0.28,0.33,0.29,0.32,0.31,0.32,0.33,0.27,0.31,0.32,0.27,0.28,0.27,0.26,0.28,0.28,0.28,0.28,0.27,0.29,0.27,0.25,0.27,0.28,0.3,0.25,0.26,0.26,0.23,0.25,0.26,0.29,0.27,0.27,0.25,0.27,0.27,0.23,0.24,0.25,0.22,0.28,0.29,0.2,0.24,0.24,0.21,0.24,0.21,0.24,0.21,0.2,0.25,0.23,0.25,0.18,0.21,0.22,0.22,0.23,0.22,0.2,0.22,0.24,0.23,0.22,0.22,0.22,0.21,0.22,0.0,0.23,0.21,0.21,0.2,0.23,0.0,0.2,0.2,0.2,0.0,0.2,0.19,0.0,0.19,0.19,0.2,0.0,0.0,0.0,0.21,0.19,0.21,0.0,0.19,0.19,0.19,0.0,0.2,0.19,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.74000000000001
08/30/2021,1.33,0.91,0.88,1.02,0.81,0.66,0.83,0.66,0.76,0.82,0.8,0.88,0.77,0.74,0.67,0.69,0.68,0.59,0.78,0.68,0.64,0.66,0.76,0.56,0.54,0.54,0.54,0.64,0.44,0.36,0.57,0.59,0.57,0.69,0.55,0.48,0.54,0.55,0.63,0.48,0.54,0.48,0.47,0.49,0.5,0.53,0.45,0.5,0.47,0.51,0.53,0.75,0.48,0.42,0.45,0.49,0.36,0.42,0.43,0.53,0.45,0.52,0.45,0.37,0.48,0.41,0.4,0.43,0.41,0.48,0.46,0.43,0.42,0.42,0.4,0.45,0.41,0.46,0.36,0.42,0.48,0.45,0.47,0.4,0.4,0.42,0.4,0.48,0.31,0.31,0.39,0.39,0.32,0.4,0.34,0.33,0.39,0.34,0.34,0.38,0.31,0.37,0.31,0.31,0.26,0.28,0.34,0.29,0.33,0.32,0.31,0.34,0.27,0.32,0.32,0.26,0.28,0.28,0.25,0.28,0.28,0.29,0.28,0.26,0.29,0.27,0.26,0.27,0.29,0.29,0.24,0.27,0.26,0.23,0.25,0.26,0.3,0.26,0.27,0.26,0.27,0.27,0.23,0.24,0.25,0.21,0.29,0.3,0.19,0.23,0.24,0.21,0.24,0.21,0.25,0.21,0.2,0.24,0.24,0.26,0.0,0.2,0.22,0.22,0.23,0.22,0.2,0.24,0.23,0.24,0.22,0.23,0.22,0.21,0.22,0.18,0.23,0.21,0.22,0.19,0.23,0.0,0.2,0.2,0.19,0.0,0.2,0.19,0.0,0.19,0.19,0.19,0.0,0.0,0.18,0.21,0.19,0.2,0.0,0.19,0.19,0.19,0.0,0.19,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.88
