,JNJ,LLY,PFE,ABBV,MRK,MRNA,BMY,GILD,AMGN,REGN,VRTX,BIIB,ZTS,ALXN,ALNY,SGEN,HZNP,BMRN,XTSLA,NVAX,JAZZ,NVCR,NBIX,IQV,NTLA,VTRS,UTHR,XLRN,INCY,MRTX,CTLT,CRL,DNLI,BAX,FATE,HALO,EXAS,ELAN,BBIO,DXCM,ARWR,BHC.TO,EXEL,IONS,SRPT,RARE,BPMC,RGEN,APLS,ARNA,GH,AGIO,TXG,ALKS,IOVA,RETA,TGTX,OGN,NKTR,RMD,BCRX,INSM,PRGO,BHVN,COO,SAGE,ACAD,ITCI,TPTX,EDIT,ALEC,KOD,BLUE,OLED,FOLD,BEAM,ALLK,PTCT,VIR,SYNH,LGND,DRNA,AXSM,ICLR,KRTX,GBT,RVNC,ABT,EBS,ADPT,PRTA,SRNE,CORT,NTRA,ABC,FGEN,PODD,PCRX,NVRO,ALLO,IDXX,GKOS,INSP,PTGX,XNCR,INO,DCPH,IRWD,MGNX,ISRG,ARVN,RCUS,MEDP,SGMO,USD,CDNA,TBIO,SUPN,LNTH,KURA,ATRA,PEN,BIO,IART,RCKT,HRTX,MCRB,IMGN,RGNX,ZGNX,VCEL,MRSN,VNDA,RUBY,CDXS,ICUI,REPL,CHRS,CYTK,OCUL,MYGN,NSTG,RDUS,INVA,CERS,PBH,HAE,KDMN,RYTM,RIGL,OPK,CNST,SRRK,MDGL,SNDX,CRTX,KPTI,YMAB,KRYS,ESPR,COLL,EGRX,IDCC,ICPT,ENDP,STOK,AMPH,ATRS,TBPH,AMRX,OMER,CLDX,ARCT,ENTA,AERI,ALBO,CCXI,EPZM,AKBA,CRNX,TVTX,ARDX,MEIP,BTAI,AGLE,GTHX,CUE,AGEN,GOSS,RLMD,ACRS,VXRT,DVAX,CARA,PBYI,PGEN,FIXX,KALA,AXGN,FREQ,ANAB,CLVS,SYRS,FLXN,ATNX,PRVB,MTEM,127.HK,CPRX,ANIK,SPPI,VKTX,KNSA,ZIOP,XENT,CBAY,ATHX,AZN,APLT,n/a,PIRS,URGN,LXRX,BISXX,ANIP,TSVTV,CTMX,SUM
10/12/2021,9.33,5.91,6.47,5.68,6.14,6.99,4.15,4.43,3.59,3.52,2.72,2.45,2.62,0.0,1.62,1.38,1.51,0.89,1.62,0.58,0.54,0.4,0.68,0.58,0.49,0.51,0.53,0.67,0.38,0.48,0.55,0.51,0.31,0.44,0.28,0.36,0.33,0.4,0.29,0.5,0.38,0.36,0.44,0.32,0.47,0.33,0.4,0.46,0.16,0.27,0.26,0.21,0.21,0.31,0.26,0.18,0.2,0.25,0.23,0.24,0.19,0.22,0.21,0.3,0.21,0.17,0.14,0.18,0.12,0.15,0.11,0.2,0.11,0.14,0.21,0.13,0.2,0.14,0.13,0.14,0.16,0.08,0.07,0.18,0.15,0.12,0.12,0.14,0.12,0.12,0.19,0.1,0.13,0.13,0.14,0.06,0.14,0.11,0.09,0.12,0.12,0.07,0.16,0.05,0.13,0.09,0.1,0.12,0.08,0.12,0.13,0.14,0.11,0.08,0.0,0.07,0.0,0.09,0.07,0.08,0.1,0.08,0.08,0.07,0.04,0.05,0.02,0.07,0.06,0.07,0.07,0.04,0.06,0.04,0.08,0.07,0.05,0.08,0.12,0.05,0.06,0.05,0.04,0.06,0.05,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.05,0.05,0.05,0.09,0.03,0.05,0.04,0.02,0.03,0.05,0.04,0.03,0.03,0.03,0.04,0.03,0.02,0.04,0.02,0.07,0.05,0.07,0.03,0.04,0.06,0.03,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.05,0.02,0.04,0.03,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.02,0.0,0.02,0.02,0.0,0.03,0.0,0.02,1.31,0.02,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.6
10/13/2021,9.33,5.91,6.47,5.68,6.14,6.99,4.15,4.43,3.59,3.52,2.72,2.45,2.62,0.0,1.62,1.38,1.51,0.89,1.62,0.58,0.54,0.4,0.68,0.58,0.49,0.51,0.53,0.67,0.38,0.48,0.55,0.51,0.31,0.44,0.28,0.36,0.33,0.4,0.29,0.5,0.38,0.36,0.44,0.32,0.47,0.33,0.4,0.46,0.16,0.27,0.26,0.21,0.21,0.31,0.26,0.18,0.2,0.25,0.23,0.24,0.19,0.22,0.21,0.3,0.21,0.17,0.14,0.18,0.12,0.15,0.11,0.2,0.11,0.14,0.21,0.13,0.2,0.14,0.13,0.14,0.16,0.08,0.07,0.18,0.15,0.12,0.12,0.14,0.12,0.12,0.19,0.1,0.13,0.13,0.14,0.06,0.14,0.11,0.09,0.12,0.12,0.07,0.16,0.05,0.13,0.09,0.1,0.12,0.08,0.12,0.13,0.14,0.11,0.08,0.0,0.07,0.0,0.09,0.07,0.08,0.1,0.08,0.08,0.07,0.04,0.05,0.02,0.07,0.06,0.07,0.07,0.04,0.06,0.04,0.08,0.07,0.05,0.08,0.12,0.05,0.06,0.05,0.04,0.06,0.05,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.05,0.05,0.05,0.09,0.03,0.05,0.04,0.02,0.03,0.05,0.04,0.03,0.03,0.03,0.04,0.03,0.02,0.04,0.02,0.07,0.05,0.07,0.03,0.04,0.06,0.03,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.05,0.02,0.04,0.03,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.02,0.0,0.02,0.02,0.0,0.03,0.0,0.02,1.31,0.02,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.6
10/14/2021,9.36,5.97,6.47,5.73,6.08,6.93,4.05,4.45,3.61,3.53,2.72,2.45,2.62,0.0,1.64,1.39,1.53,0.9,1.68,0.58,0.53,0.4,0.69,0.58,0.44,0.52,0.54,0.67,0.38,0.49,0.55,0.5,0.3,0.44,0.27,0.35,0.32,0.4,0.29,0.5,0.39,0.36,0.45,0.33,0.5,0.32,0.41,0.44,0.16,0.28,0.24,0.21,0.21,0.31,0.26,0.18,0.2,0.25,0.24,0.24,0.2,0.22,0.21,0.3,0.21,0.17,0.14,0.18,0.12,0.14,0.11,0.2,0.11,0.14,0.22,0.13,0.21,0.14,0.14,0.14,0.16,0.08,0.07,0.18,0.15,0.13,0.12,0.15,0.12,0.12,0.18,0.1,0.13,0.13,0.14,0.06,0.13,0.11,0.09,0.07,0.12,0.07,0.15,0.05,0.13,0.09,0.11,0.12,0.08,0.12,0.12,0.13,0.11,0.08,0.0,0.06,0.0,0.08,0.07,0.08,0.1,0.07,0.08,0.07,0.04,0.05,0.02,0.07,0.06,0.07,0.07,0.04,0.06,0.04,0.08,0.07,0.05,0.08,0.12,0.05,0.06,0.04,0.04,0.06,0.05,0.05,0.05,0.12,0.03,0.04,0.05,0.0,0.05,0.05,0.05,0.09,0.03,0.05,0.04,0.02,0.03,0.05,0.04,0.03,0.04,0.03,0.04,0.03,0.02,0.04,0.02,0.07,0.05,0.07,0.03,0.04,0.12,0.03,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.05,0.02,0.04,0.03,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.32,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.61
10/15/2021,9.36,5.97,6.47,5.73,6.08,6.93,4.05,4.45,3.61,3.53,2.72,2.45,2.62,0.0,1.64,1.39,1.53,0.9,1.68,0.58,0.53,0.4,0.69,0.58,0.44,0.52,0.54,0.67,0.38,0.49,0.55,0.5,0.3,0.44,0.27,0.35,0.32,0.4,0.29,0.5,0.39,0.36,0.45,0.33,0.5,0.32,0.41,0.44,0.16,0.28,0.24,0.21,0.21,0.31,0.26,0.18,0.2,0.25,0.24,0.24,0.2,0.22,0.21,0.3,0.21,0.17,0.14,0.18,0.12,0.14,0.11,0.2,0.11,0.14,0.22,0.13,0.21,0.14,0.14,0.14,0.16,0.08,0.07,0.18,0.15,0.13,0.12,0.15,0.12,0.12,0.18,0.1,0.13,0.13,0.14,0.06,0.13,0.11,0.09,0.07,0.12,0.07,0.15,0.05,0.13,0.09,0.11,0.12,0.08,0.12,0.12,0.13,0.11,0.08,0.0,0.06,0.0,0.08,0.07,0.08,0.1,0.07,0.08,0.07,0.04,0.05,0.02,0.07,0.06,0.07,0.07,0.04,0.06,0.04,0.08,0.07,0.05,0.08,0.12,0.05,0.06,0.04,0.04,0.06,0.05,0.05,0.05,0.12,0.03,0.04,0.05,0.0,0.05,0.05,0.05,0.09,0.03,0.05,0.04,0.02,0.03,0.05,0.04,0.03,0.04,0.03,0.04,0.03,0.02,0.04,0.02,0.07,0.05,0.07,0.03,0.04,0.12,0.03,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.05,0.02,0.04,0.03,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.32,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.61
10/18/2021,9.36,5.97,6.47,5.73,6.08,6.93,4.05,4.45,3.61,3.53,2.72,2.45,2.62,0.0,1.64,1.39,1.53,0.9,1.68,0.58,0.53,0.4,0.69,0.58,0.44,0.52,0.54,0.67,0.38,0.49,0.55,0.5,0.3,0.44,0.27,0.35,0.32,0.4,0.29,0.5,0.39,0.36,0.45,0.33,0.5,0.32,0.41,0.44,0.16,0.28,0.24,0.21,0.21,0.31,0.26,0.18,0.2,0.25,0.24,0.24,0.2,0.22,0.21,0.3,0.21,0.17,0.14,0.18,0.12,0.14,0.11,0.2,0.11,0.14,0.22,0.13,0.21,0.14,0.14,0.14,0.16,0.08,0.07,0.18,0.15,0.13,0.12,0.15,0.12,0.12,0.18,0.1,0.13,0.13,0.14,0.06,0.13,0.11,0.09,0.07,0.12,0.07,0.15,0.05,0.13,0.09,0.11,0.12,0.08,0.12,0.12,0.13,0.11,0.08,0.0,0.06,0.0,0.08,0.07,0.08,0.1,0.07,0.08,0.07,0.04,0.05,0.02,0.07,0.06,0.07,0.07,0.04,0.06,0.04,0.08,0.07,0.05,0.08,0.12,0.05,0.06,0.04,0.04,0.06,0.05,0.05,0.05,0.12,0.03,0.04,0.05,0.0,0.05,0.05,0.05,0.09,0.03,0.05,0.04,0.02,0.03,0.05,0.04,0.03,0.04,0.03,0.04,0.03,0.02,0.04,0.02,0.07,0.05,0.07,0.03,0.04,0.12,0.03,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.05,0.02,0.04,0.03,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.32,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.61
10/19/2021,9.23,5.98,6.29,5.56,5.85,7.47,4.05,4.41,3.54,3.53,2.74,2.42,2.63,0.0,1.66,1.44,1.5,0.89,1.66,0.6,0.53,0.4,0.68,0.59,0.47,0.51,0.51,0.66,0.38,0.51,0.53,0.49,0.27,0.44,0.31,0.35,0.33,0.39,0.32,0.52,0.43,0.36,0.45,0.33,0.41,0.31,0.42,0.45,0.17,0.29,0.24,0.22,0.21,0.31,0.27,0.18,0.21,0.25,0.23,0.23,0.21,0.21,0.21,0.28,0.2,0.17,0.14,0.18,0.13,0.15,0.11,0.22,0.12,0.14,0.21,0.14,0.21,0.14,0.16,0.14,0.16,0.08,0.09,0.19,0.15,0.14,0.1,0.14,0.12,0.12,0.16,0.1,0.13,0.12,0.14,0.06,0.14,0.12,0.09,0.09,0.12,0.07,0.16,0.08,0.13,0.1,0.11,0.12,0.08,0.12,0.13,0.13,0.11,0.08,0.11,0.07,0.0,0.1,0.07,0.08,0.09,0.08,0.08,0.07,0.04,0.05,0.02,0.06,0.07,0.07,0.07,0.04,0.06,0.04,0.07,0.07,0.05,0.08,0.12,0.05,0.07,0.05,0.04,0.06,0.05,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.05,0.05,0.05,0.08,0.03,0.05,0.04,0.0,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.02,0.04,0.02,0.06,0.06,0.07,0.03,0.04,0.11,0.03,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.05,0.02,0.03,0.03,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.03,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.29,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,99.53
10/20/2021,9.32,6.03,6.28,5.6,5.87,7.32,4.1,4.39,3.56,3.52,2.75,2.39,2.66,0.0,1.66,1.47,1.49,0.87,1.67,0.57,0.55,0.4,0.69,0.59,0.47,0.51,0.51,0.66,0.38,0.52,0.54,0.49,0.27,0.44,0.3,0.35,0.34,0.39,0.31,0.51,0.43,0.37,0.45,0.34,0.42,0.31,0.41,0.45,0.17,0.29,0.23,0.22,0.2,0.31,0.26,0.18,0.21,0.26,0.24,0.24,0.2,0.21,0.2,0.28,0.2,0.17,0.14,0.18,0.12,0.14,0.11,0.22,0.12,0.14,0.21,0.14,0.21,0.14,0.15,0.14,0.16,0.08,0.09,0.19,0.15,0.13,0.1,0.14,0.12,0.12,0.16,0.1,0.13,0.12,0.14,0.06,0.14,0.12,0.09,0.08,0.12,0.07,0.16,0.08,0.13,0.09,0.11,0.12,0.08,0.12,0.13,0.14,0.11,0.08,0.11,0.07,0.0,0.1,0.07,0.08,0.08,0.08,0.08,0.07,0.04,0.05,0.02,0.06,0.07,0.07,0.07,0.04,0.06,0.04,0.07,0.07,0.05,0.08,0.12,0.05,0.06,0.05,0.04,0.06,0.05,0.05,0.05,0.11,0.03,0.04,0.05,0.0,0.05,0.05,0.05,0.06,0.03,0.04,0.04,0.0,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.02,0.04,0.02,0.06,0.06,0.07,0.03,0.04,0.1,0.03,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.05,0.02,0.03,0.03,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.03,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.3,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,99.53
10/21/2021,9.34,6.11,6.31,5.55,5.84,7.63,4.04,4.32,3.52,3.49,2.76,2.32,2.69,0.0,1.64,1.48,1.52,0.86,1.69,0.59,0.55,0.39,0.69,0.6,0.48,0.51,0.51,0.67,0.38,0.51,0.55,0.51,0.27,0.43,0.3,0.35,0.33,0.39,0.31,0.51,0.43,0.36,0.44,0.29,0.41,0.31,0.41,0.45,0.17,0.28,0.23,0.21,0.21,0.3,0.25,0.17,0.21,0.26,0.23,0.24,0.2,0.21,0.21,0.27,0.2,0.17,0.14,0.19,0.12,0.15,0.11,0.22,0.12,0.15,0.2,0.14,0.21,0.14,0.15,0.14,0.16,0.08,0.09,0.19,0.15,0.13,0.06,0.14,0.12,0.12,0.16,0.1,0.12,0.12,0.14,0.06,0.14,0.12,0.09,0.08,0.12,0.07,0.16,0.08,0.13,0.09,0.11,0.12,0.08,0.12,0.12,0.14,0.11,0.08,0.11,0.07,0.0,0.1,0.07,0.07,0.08,0.08,0.09,0.07,0.04,0.05,0.02,0.06,0.07,0.06,0.07,0.04,0.06,0.04,0.07,0.07,0.05,0.08,0.11,0.05,0.07,0.05,0.05,0.06,0.05,0.05,0.05,0.11,0.03,0.03,0.05,0.0,0.05,0.05,0.05,0.06,0.03,0.04,0.04,0.0,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.02,0.04,0.0,0.06,0.06,0.07,0.03,0.04,0.1,0.02,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.05,0.02,0.03,0.03,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.03,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.29,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,99.53
10/22/2021,9.45,6.13,6.35,5.49,5.94,7.51,4.04,4.34,3.54,3.51,2.8,2.28,2.68,0.0,1.64,1.48,1.5,0.85,1.67,0.56,0.56,0.41,0.68,0.59,0.48,0.51,0.51,0.66,0.38,0.5,0.55,0.5,0.26,0.44,0.3,0.36,0.33,0.39,0.3,0.51,0.43,0.37,0.44,0.3,0.4,0.3,0.42,0.44,0.16,0.28,0.24,0.21,0.22,0.3,0.25,0.18,0.2,0.26,0.23,0.24,0.2,0.21,0.21,0.27,0.2,0.15,0.14,0.19,0.12,0.15,0.11,0.22,0.12,0.15,0.2,0.14,0.21,0.14,0.16,0.14,0.16,0.08,0.09,0.19,0.15,0.13,0.06,0.15,0.12,0.12,0.16,0.1,0.12,0.12,0.14,0.06,0.14,0.12,0.09,0.08,0.12,0.07,0.16,0.08,0.13,0.09,0.11,0.12,0.08,0.12,0.12,0.14,0.11,0.08,0.11,0.07,0.0,0.09,0.07,0.07,0.08,0.08,0.08,0.07,0.04,0.05,0.02,0.06,0.07,0.06,0.07,0.04,0.06,0.04,0.08,0.07,0.05,0.08,0.11,0.05,0.07,0.05,0.04,0.06,0.06,0.05,0.05,0.11,0.03,0.03,0.05,0.0,0.05,0.05,0.05,0.06,0.03,0.04,0.04,0.02,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.02,0.04,0.0,0.06,0.06,0.07,0.03,0.04,0.1,0.02,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.05,0.02,0.03,0.03,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.03,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.3,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.58
10/25/2021,9.34,6.04,6.41,5.51,6.01,7.58,4.02,4.3,3.54,3.59,2.8,2.27,2.71,0.0,1.61,1.46,1.53,0.86,1.65,0.48,0.55,0.43,0.68,0.6,0.48,0.52,0.51,0.66,0.38,0.51,0.54,0.5,0.27,0.44,0.29,0.35,0.33,0.4,0.29,0.52,0.43,0.36,0.43,0.29,0.4,0.3,0.41,0.45,0.15,0.28,0.25,0.22,0.22,0.29,0.25,0.18,0.2,0.26,0.22,0.24,0.2,0.21,0.21,0.28,0.21,0.15,0.14,0.19,0.11,0.14,0.11,0.22,0.12,0.15,0.19,0.14,0.2,0.13,0.15,0.14,0.16,0.08,0.09,0.19,0.16,0.13,0.07,0.15,0.12,0.12,0.15,0.1,0.12,0.12,0.14,0.06,0.14,0.12,0.1,0.08,0.12,0.07,0.16,0.08,0.13,0.09,0.11,0.11,0.07,0.12,0.13,0.14,0.11,0.08,0.11,0.07,0.0,0.09,0.07,0.07,0.09,0.08,0.09,0.07,0.04,0.05,0.02,0.06,0.07,0.06,0.07,0.04,0.06,0.04,0.07,0.07,0.05,0.07,0.11,0.05,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.12,0.03,0.03,0.05,0.0,0.05,0.04,0.05,0.06,0.03,0.04,0.04,0.0,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.02,0.04,0.02,0.06,0.06,0.07,0.03,0.04,0.1,0.03,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.02,0.03,0.03,0.05,0.02,0.03,0.03,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.03,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.53
10/26/2021,9.38,6.12,6.48,5.54,6.03,7.31,4.02,4.33,3.56,3.61,2.75,2.23,2.72,0.0,1.57,1.45,1.54,0.84,1.65,0.47,0.56,0.42,0.68,0.61,0.47,0.52,0.52,0.66,0.38,0.55,0.55,0.51,0.28,0.45,0.29,0.35,0.32,0.4,0.3,0.52,0.42,0.37,0.44,0.29,0.4,0.3,0.42,0.46,0.15,0.27,0.25,0.23,0.22,0.3,0.24,0.17,0.19,0.26,0.22,0.24,0.2,0.21,0.21,0.29,0.21,0.16,0.15,0.2,0.11,0.14,0.11,0.23,0.12,0.14,0.19,0.14,0.21,0.13,0.15,0.14,0.16,0.09,0.09,0.19,0.16,0.14,0.07,0.15,0.11,0.12,0.16,0.1,0.12,0.13,0.14,0.06,0.14,0.11,0.1,0.08,0.12,0.07,0.17,0.08,0.14,0.09,0.11,0.11,0.07,0.12,0.13,0.14,0.11,0.08,0.11,0.07,0.0,0.09,0.07,0.07,0.09,0.08,0.09,0.07,0.04,0.05,0.02,0.06,0.07,0.06,0.07,0.04,0.06,0.04,0.08,0.06,0.05,0.07,0.11,0.03,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.12,0.03,0.03,0.05,0.0,0.05,0.04,0.05,0.06,0.03,0.04,0.04,0.0,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.02,0.04,0.02,0.06,0.06,0.07,0.03,0.03,0.1,0.02,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.02,0.03,0.02,0.05,0.02,0.03,0.03,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
10/27/2021,9.38,6.12,6.48,5.54,6.03,7.31,4.02,4.33,3.56,3.61,2.75,2.23,2.72,0.0,1.57,1.45,1.54,0.84,1.65,0.47,0.56,0.42,0.68,0.61,0.47,0.52,0.52,0.66,0.38,0.55,0.55,0.51,0.28,0.45,0.29,0.35,0.32,0.4,0.3,0.52,0.42,0.37,0.44,0.29,0.4,0.3,0.42,0.46,0.15,0.27,0.25,0.23,0.22,0.3,0.24,0.17,0.19,0.26,0.22,0.24,0.2,0.21,0.21,0.29,0.21,0.16,0.15,0.2,0.11,0.14,0.11,0.23,0.12,0.14,0.19,0.14,0.21,0.13,0.15,0.14,0.16,0.09,0.09,0.19,0.16,0.14,0.07,0.15,0.11,0.12,0.16,0.1,0.12,0.13,0.14,0.06,0.14,0.11,0.1,0.08,0.12,0.07,0.17,0.08,0.14,0.09,0.11,0.11,0.07,0.12,0.13,0.14,0.11,0.08,0.11,0.07,0.0,0.09,0.07,0.07,0.09,0.08,0.09,0.07,0.04,0.05,0.02,0.06,0.07,0.06,0.07,0.04,0.06,0.04,0.08,0.06,0.05,0.07,0.11,0.03,0.07,0.05,0.06,0.06,0.05,0.05,0.05,0.12,0.03,0.03,0.05,0.0,0.05,0.04,0.05,0.06,0.03,0.04,0.04,0.0,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.02,0.04,0.02,0.06,0.06,0.07,0.03,0.03,0.1,0.02,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.02,0.03,0.02,0.05,0.02,0.03,0.03,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.56
10/28/2021,9.33,6.11,6.43,5.47,6.02,7.76,4.0,4.33,3.5,3.61,2.75,2.26,2.74,0.0,1.57,1.47,1.52,0.83,1.64,0.47,0.55,0.42,0.67,0.6,0.47,0.51,0.51,0.65,0.38,0.53,0.54,0.51,0.28,0.44,0.28,0.35,0.32,0.4,0.31,0.52,0.42,0.37,0.44,0.28,0.39,0.3,0.41,0.46,0.15,0.26,0.26,0.23,0.22,0.3,0.25,0.17,0.2,0.27,0.22,0.24,0.21,0.21,0.2,0.28,0.21,0.15,0.14,0.19,0.11,0.14,0.11,0.22,0.12,0.14,0.19,0.14,0.21,0.13,0.16,0.14,0.16,0.08,0.09,0.19,0.16,0.13,0.06,0.15,0.12,0.12,0.16,0.1,0.11,0.13,0.14,0.06,0.14,0.11,0.1,0.08,0.12,0.07,0.17,0.08,0.13,0.09,0.11,0.11,0.07,0.12,0.13,0.14,0.11,0.07,0.11,0.07,0.0,0.09,0.07,0.07,0.08,0.08,0.09,0.07,0.04,0.05,0.02,0.06,0.07,0.07,0.07,0.04,0.06,0.04,0.08,0.06,0.05,0.07,0.11,0.03,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.12,0.03,0.03,0.05,0.0,0.05,0.04,0.05,0.06,0.03,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.02,0.04,0.02,0.06,0.06,0.07,0.03,0.03,0.1,0.02,0.03,0.04,0.07,0.0,0.03,0.03,0.03,0.02,0.03,0.02,0.05,0.02,0.03,0.03,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.03,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.02,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.55
10/29/2021,9.4,6.18,6.47,5.5,6.04,7.66,4.02,4.32,3.51,3.7,2.73,2.26,2.72,0.0,1.55,1.48,1.52,0.83,1.64,0.47,0.52,0.39,0.66,0.6,0.47,0.5,0.51,0.65,0.38,0.54,0.54,0.51,0.28,0.44,0.29,0.35,0.32,0.39,0.31,0.52,0.42,0.36,0.44,0.28,0.38,0.31,0.42,0.45,0.15,0.26,0.26,0.22,0.22,0.3,0.25,0.17,0.19,0.27,0.22,0.24,0.2,0.21,0.2,0.29,0.21,0.15,0.14,0.2,0.1,0.14,0.11,0.22,0.12,0.14,0.19,0.14,0.22,0.13,0.15,0.14,0.17,0.08,0.09,0.19,0.16,0.13,0.06,0.15,0.11,0.12,0.15,0.1,0.11,0.13,0.14,0.06,0.14,0.11,0.09,0.08,0.12,0.07,0.17,0.08,0.13,0.09,0.11,0.11,0.07,0.12,0.13,0.14,0.12,0.07,0.11,0.07,0.0,0.09,0.07,0.07,0.08,0.08,0.09,0.07,0.04,0.05,0.02,0.06,0.07,0.06,0.07,0.04,0.06,0.04,0.08,0.06,0.05,0.07,0.11,0.03,0.06,0.05,0.06,0.05,0.05,0.05,0.05,0.12,0.03,0.03,0.05,0.0,0.05,0.04,0.05,0.06,0.03,0.04,0.04,0.0,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.03,0.02,0.04,0.02,0.06,0.06,0.07,0.03,0.03,0.1,0.02,0.03,0.05,0.07,0.0,0.03,0.03,0.03,0.02,0.03,0.02,0.05,0.02,0.03,0.03,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.03,0.02,0.0,1.32,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,99.63
