,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,JPM,TSLA,JNJ,NVDA,UNH,V,HD,PG,DIS,BAC,MA,PYPL,CMCSA,XOM,ADBE,VZ,INTC,CSCO,NFLX,CRM,PFE,KO,T,ABT,PEP,CVX,ABBV,WMT,WFC,AVGO,MRK,TMO,ACN,TXN,MCD,NKE,MDT,COST,C,DHR,HON,LLY,LIN,UPS,QCOM,UNP,PM,BMY,ORCL,NEE,LOW,AMGN,MS,BA,RTX,SBUX,CAT,IBM,GS,AMAT,BLK,GE,INTU,MMM,AMT,TGT,CVS,DE,S+p500 Emini Fut Jun21 Xcme 20210618,SCHW,AXP,ISRG,CHTR,ANTM,AMD,BKNG,LMT,MU,NOW,LRCX,FIS,MO,SPGI,CI,MDLZ,PLD,ZTS,ADP,SYK,TFC,USB,GILD,TMUS,PNC,CCI,TJX,SSJXX,CME,DUK,FDX,CB,CSX,COP,ATVI,GM,COF,CL,NSC,EL,MMC,BDX,FISV,SHW,SO,ITW,APD,EQIX,ICE,ADSK,FCX,D,ADI,BSX,EW,ILMN,NEM,NXPI,PGR,ETN,EMR,AON,GPN,HCA,F,NOC,HUM,WM,VRTX,MCO,ECL,REGN,DOW,DG,MET,KLAC,JCI,IDXX,ROP,EOG,TWTR,IQV,AIG,DD,ROST,TEL,LHX,TT,KMB,EXC,GD,SLB,TROW,PSA,CNC,AEP,SRE,DLR,PPG,ALGN,PRU,MCHP,SPG,A,BK,BAX,ALL,SYY,EA,STZ,BIIB,APTV,APH,TRV,MPC,PH,EBAY,INFO,ALXN,SNPS,MSCI,CMG,GIS,MAR,State Street Instl Treasury MMkt Instl,S+p500 Emini Fut Sep21 Xcme 20210917,DXCM,CARR,ORLY,GE.,MRNA,TOD.MI,CDNS,RMD,YUM,300888.SZ,n/a,FTNT,MSI,CTSH,SBAC,MTCH,SUM
10/06/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
10/07/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
10/08/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
10/11/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
10/12/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
10/13/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
10/14/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
10/15/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
10/18/2021,6.18,5.9,3.86,2.36,2.26,2.15,1.41,1.26,1.47,1.18,1.45,1.02,1.01,0.9,0.91,0.86,0.82,0.79,0.88,0.72,0.6,0.82,0.59,0.57,0.65,0.66,0.67,0.67,0.57,0.51,0.58,0.56,0.49,0.55,0.53,0.49,0.53,0.5,0.57,0.56,0.46,0.46,0.55,0.47,0.52,0.39,0.53,0.42,0.53,0.43,0.37,0.43,0.37,0.42,0.39,0.42,0.43,0.37,0.34,0.4,0.31,0.33,0.36,0.3,0.33,0.37,0.32,0.35,0.3,0.4,0.29,0.35,0.32,0.3,0.31,0.0,0.28,0.28,0.32,0.29,0.24,0.35,0.24,0.23,0.21,0.33,0.22,0.21,0.24,0.28,0.19,0.23,0.26,0.25,0.23,0.24,0.2,0.2,0.24,0.21,0.21,0.22,0.23,0.19,0.19,0.21,0.17,0.21,0.19,0.19,0.17,0.16,0.19,0.17,0.16,0.2,0.21,0.19,0.18,0.19,0.18,0.17,0.16,0.2,0.17,0.18,0.14,0.16,0.23,0.17,0.19,0.17,0.12,0.15,0.15,0.17,0.16,0.17,0.12,0.17,0.13,0.14,0.14,0.16,0.13,0.16,0.15,0.18,0.12,0.14,0.12,0.14,0.14,0.15,0.13,0.1,0.13,0.13,0.12,0.1,0.11,0.13,0.12,0.12,0.12,0.12,0.12,0.0,0.13,0.13,0.0,0.12,0.11,0.12,0.0,0.13,0.11,0.11,0.11,0.14,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.12,0.1,0.0,0.0,0.13,0.12,0.0,0.13,0.14,0.14,0.0,0.0,0.0,0.0,0.13,0.12,0.11,0.0,0.3,0.0,0.12,0.11,0.0,0.0,0.31,0.11,0.11,0.1,0.1,0.0,83.78000000000002
10/19/2021,6.04,5.76,3.89,2.2,2.19,2.04,1.37,1.33,1.71,1.16,1.4,1.0,1.02,0.95,0.92,0.84,0.85,0.82,0.83,0.7,0.68,0.75,0.61,0.59,0.62,0.73,0.72,0.66,0.55,0.52,0.57,0.56,0.53,0.52,0.54,0.52,0.54,0.52,0.61,0.55,0.48,0.49,0.5,0.46,0.54,0.39,0.53,0.4,0.5,0.41,0.36,0.4,0.35,0.4,0.36,0.39,0.42,0.39,0.33,0.39,0.33,0.35,0.35,0.29,0.34,0.35,0.32,0.33,0.31,0.4,0.28,0.33,0.31,0.3,0.26,0.0,0.3,0.29,0.32,0.25,0.25,0.34,0.26,0.23,0.22,0.33,0.22,0.2,0.23,0.28,0.18,0.22,0.25,0.25,0.23,0.24,0.21,0.22,0.24,0.2,0.23,0.2,0.22,0.33,0.19,0.2,0.15,0.21,0.18,0.25,0.16,0.21,0.2,0.17,0.16,0.19,0.21,0.19,0.18,0.18,0.18,0.16,0.15,0.19,0.18,0.17,0.13,0.16,0.24,0.17,0.19,0.16,0.12,0.14,0.14,0.16,0.15,0.18,0.13,0.16,0.15,0.15,0.14,0.16,0.13,0.16,0.14,0.17,0.12,0.14,0.12,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.0,0.11,0.12,0.12,0.11,0.12,0.13,0.12,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.11,0.11,0.12,0.13,0.11,0.11,0.0,0.11,0.11,0.0,0.11,0.11,0.12,0.0,0.11,0.0,0.12,0.13,0.0,0.12,0.14,0.14,0.0,0.11,0.0,0.0,0.14,0.12,0.11,0.0,0.37,0.0,0.11,0.0,0.0,0.0,0.37,0.11,0.11,0.11,0.0,0.12,83.53999999999999
