,FXFXX,FGXXX,United States Treasury Bills 0%,CBOE MAR PUT OPT 5/21 20,First American Government Obligs X,B 0 05/20/21,B 0 04/21/22,ESU1 INDEX,B 0 04.21.22,n/a,WIB 0 04.21.22,SUM
09/06/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/07/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/08/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/09/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/10/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/13/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/14/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/15/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/16/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/17/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/20/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/21/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/22/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/23/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/24/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/27/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/28/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/29/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
09/30/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/01/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/04/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/05/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/06/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/07/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/08/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/11/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/12/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/13/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/14/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/15/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/18/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/19/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/20/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/21/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/22/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/25/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/26/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/27/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/28/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
10/29/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
11/01/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
11/02/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
11/03/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
11/04/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
11/05/2021,30.73,30.73,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,85.96000000000001
11/08/2021,52.72,52.72,0.0,0.0,0.0,0.0,0.0,0.0,27.19,-32.62,0.0,100.01
11/09/2021,52.72,52.72,0.0,0.0,0.0,0.0,0.0,0.0,27.19,-32.62,0.0,100.01
11/10/2021,52.72,52.72,0.0,0.0,0.0,0.0,0.0,0.0,27.19,-32.62,0.0,100.01
11/11/2021,52.72,52.72,0.0,0.0,0.0,0.0,0.0,0.0,27.19,-32.62,0.0,100.01
11/12/2021,52.72,52.72,0.0,0.0,0.0,0.0,0.0,0.0,27.19,-32.62,0.0,100.01
11/15/2021,52.72,52.72,0.0,0.0,0.0,0.0,0.0,0.0,27.19,-32.62,0.0,100.01
11/16/2021,52.72,52.72,0.0,0.0,0.0,0.0,0.0,0.0,27.19,-32.62,0.0,100.01
11/17/2021,52.72,52.72,0.0,0.0,0.0,0.0,0.0,0.0,27.19,-32.62,0.0,100.01
11/18/2021,52.72,52.72,0.0,0.0,0.0,0.0,0.0,0.0,27.19,-32.62,0.0,100.01
11/19/2021,52.75,52.75,0.0,0.0,0.0,0.0,0.0,0.0,27.33,-32.84,0.0,99.98999999999998
11/22/2021,52.82,52.82,0.0,0.0,0.0,0.0,0.0,0.0,27.37,-33.0,0.0,100.01
11/23/2021,52.82,52.82,0.0,0.0,0.0,0.0,0.0,0.0,27.37,-33.0,0.0,100.01
11/24/2021,52.81,52.81,0.0,0.0,0.0,0.0,0.0,0.0,27.36,-32.98,0.0,100.00000000000004
11/25/2021,52.81,52.81,0.0,0.0,0.0,0.0,0.0,0.0,27.36,-32.98,0.0,100.00000000000004
11/26/2021,52.79,52.79,0.0,0.0,0.0,0.0,0.0,0.0,27.35,-32.93,0.0,100.0
11/29/2021,52.83,52.83,0.0,0.0,0.0,0.0,0.0,0.0,27.37,-33.03,0.0,100.0
11/30/2021,52.83,52.83,0.0,0.0,0.0,0.0,0.0,0.0,27.37,-33.03,0.0,100.0
12/01/2021,52.45,52.45,0.0,0.0,0.0,0.0,0.0,0.0,27.17,-32.07,0.0,100.0
12/06/2021,52.42,52.42,0.0,0.0,0.0,0.0,0.0,0.0,27.67,-32.52,0.0,99.98999999999998
12/07/2021,52.42,52.42,0.0,0.0,0.0,0.0,0.0,0.0,27.67,-32.52,0.0,99.98999999999998
12/08/2021,52.42,52.42,0.0,0.0,0.0,0.0,0.0,0.0,27.67,-32.52,0.0,99.98999999999998
12/09/2021,52.42,52.42,0.0,0.0,0.0,0.0,0.0,0.0,27.67,-32.52,0.0,99.98999999999998
12/10/2021,52.42,52.42,0.0,0.0,0.0,0.0,0.0,0.0,27.67,-32.52,0.0,99.98999999999998
12/13/2021,52.42,52.42,0.0,0.0,0.0,0.0,0.0,0.0,27.67,-32.52,0.0,99.98999999999998
12/14/2021,52.42,52.42,0.0,0.0,0.0,0.0,0.0,0.0,27.67,-32.52,0.0,99.98999999999998
12/15/2021,52.42,52.42,0.0,0.0,0.0,0.0,0.0,0.0,27.67,-32.52,0.0,99.98999999999998
12/16/2021,52.42,52.42,0.0,0.0,0.0,0.0,0.0,0.0,27.67,-32.52,0.0,99.98999999999998
12/17/2021,52.42,52.42,0.0,0.0,0.0,0.0,0.0,0.0,27.67,-32.52,0.0,99.98999999999998
12/20/2021,52.42,52.42,0.0,0.0,0.0,0.0,0.0,0.0,27.67,-32.52,0.0,99.98999999999998
12/21/2021,52.88,52.88,0.0,0.0,0.0,0.0,0.0,0.0,27.43,-33.18,0.0,100.01
12/22/2021,52.88,52.88,0.0,0.0,0.0,0.0,0.0,0.0,27.43,-33.18,0.0,100.01
12/23/2021,52.88,52.88,0.0,0.0,0.0,0.0,0.0,0.0,27.43,-33.18,0.0,100.01
12/24/2021,52.88,52.88,0.0,0.0,0.0,0.0,0.0,0.0,27.43,-33.18,0.0,100.01
12/27/2021,52.88,52.88,0.0,0.0,0.0,0.0,0.0,0.0,27.43,-33.18,0.0,100.01
12/28/2021,52.88,52.88,0.0,0.0,0.0,0.0,0.0,0.0,27.43,-33.18,0.0,100.01
12/29/2021,52.88,52.88,0.0,0.0,0.0,0.0,0.0,0.0,27.43,-33.18,0.0,100.01
12/30/2021,52.88,52.88,0.0,0.0,0.0,0.0,0.0,0.0,27.43,-33.18,0.0,100.01
12/31/2021,52.88,52.88,0.0,0.0,0.0,0.0,0.0,0.0,27.43,-33.18,0.0,100.01
01/11/2022,52.2,52.2,0.0,0.0,0.0,0.0,0.0,0.0,26.91,-31.31,0.0,100.0
01/12/2022,52.2,52.2,0.0,0.0,0.0,0.0,0.0,0.0,26.91,-31.31,0.0,100.0
01/13/2022,55.07,55.07,0.0,0.0,0.0,0.0,0.0,0.0,28.42,-38.56,0.0,100.0
01/14/2022,55.07,55.07,0.0,0.0,0.0,0.0,0.0,0.0,28.42,-38.56,0.0,100.0
01/17/2022,55.07,55.07,0.0,0.0,0.0,0.0,0.0,0.0,28.42,-38.56,0.0,100.0
01/18/2022,55.07,55.07,0.0,0.0,0.0,0.0,0.0,0.0,28.42,-38.56,0.0,100.0
01/19/2022,55.07,55.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.56,28.42,100.0
