,XOM,CVX,COP,EOG,SLB,MPC,PXD,PSX,KMI,WMB,VLO,OXY,OKE,HES,LNG,HAL,DVN,FANG,BKR,TPL,MRO,TRGP,OVV,APA,FSLR,XEC,OGE,COG,EQT,NOV,HFC,FTI,ETRN,DTM WI,XTSLA,CLR,WFFUT,IXPU1,USD,DTM,ENPH,PLUG,AM,SHLS,CHPT,NFE,IXPZ1,n/a,SUM
08/17/2021,23.0,18.86,7.23,3.8,3.79,3.61,3.36,3.1,3.21,2.89,2.59,2.07,2.24,1.84,1.92,1.71,1.6,1.31,1.51,1.1,0.91,0.96,0.61,0.65,0.79,0.63,0.7,0.61,0.48,0.49,0.43,0.28,0.33,0.39,0.18,0.22,0.06,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/19/2021,23.09,19.02,7.21,3.75,3.79,3.63,3.33,3.07,3.23,2.92,2.57,2.03,2.25,1.81,1.91,1.7,1.58,1.28,1.51,1.09,0.9,0.96,0.6,0.63,0.8,0.62,0.7,0.6,0.47,0.49,0.44,0.27,0.33,0.4,0.27,0.21,0.06,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/20/2021,23.12,19.13,7.23,3.78,3.74,3.58,3.3,3.01,3.21,2.92,2.55,1.99,2.25,1.79,1.95,1.68,1.58,1.28,1.53,1.09,0.89,0.97,0.61,0.63,0.78,0.63,0.71,0.61,0.47,0.48,0.44,0.27,0.33,0.4,0.25,0.22,0.06,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/23/2021,23.01,18.79,7.29,3.87,3.81,3.56,3.36,2.99,3.19,2.99,2.54,1.91,2.26,1.8,1.98,1.66,1.56,1.27,1.51,1.06,0.87,0.97,0.61,0.62,0.82,0.62,0.73,0.6,0.47,0.49,0.44,0.27,0.34,0.42,0.21,0.22,0.09,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/24/2021,22.94,18.73,7.32,3.87,3.8,3.58,3.36,2.97,3.19,3.0,2.53,1.89,2.31,1.81,1.98,1.66,1.57,1.27,1.53,1.06,0.87,0.98,0.62,0.62,0.83,0.61,0.74,0.59,0.46,0.49,0.44,0.27,0.34,0.42,0.19,0.22,0.09,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/25/2021,22.94,18.73,7.32,3.87,3.8,3.58,3.36,2.97,3.19,3.0,2.53,1.89,2.31,1.81,1.98,1.66,1.57,1.27,1.53,1.06,0.87,0.98,0.62,0.62,0.83,0.61,0.74,0.59,0.46,0.49,0.44,0.27,0.34,0.0,0.19,0.22,0.09,0.0,0.83,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/26/2021,23.05,18.54,7.33,3.91,3.81,3.59,3.34,2.99,3.14,2.95,2.56,1.95,2.3,1.82,1.96,1.69,1.61,1.3,1.55,1.05,0.88,0.98,0.63,0.65,0.81,0.6,0.7,0.58,0.46,0.49,0.45,0.27,0.34,0.0,0.19,0.23,0.09,0.0,0.79,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/27/2021,22.86,18.45,7.29,3.9,3.85,3.6,3.34,3.03,3.13,2.92,2.6,2.0,2.3,1.83,1.96,1.74,1.66,1.31,1.57,1.05,0.89,0.98,0.65,0.66,0.78,0.59,0.69,0.57,0.45,0.5,0.45,0.27,0.34,0.0,0.19,0.23,0.09,0.0,0.84,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/30/2021,22.75,18.46,7.31,3.87,3.86,3.64,3.34,3.04,3.09,2.88,2.63,1.98,2.3,1.82,1.99,1.73,1.7,1.3,1.59,1.05,0.89,0.98,0.66,0.66,0.78,0.6,0.7,0.58,0.48,0.5,0.45,0.27,0.35,0.0,0.25,0.23,0.09,0.0,0.77,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/31/2021,22.59,18.24,7.32,3.89,3.89,3.66,3.36,3.04,3.09,2.86,2.62,2.06,2.29,1.83,1.98,1.75,1.73,1.33,1.61,1.05,0.91,0.99,0.68,0.68,0.77,0.63,0.68,0.6,0.5,0.51,0.47,0.28,0.35,0.0,0.24,0.23,0.09,0.0,0.78,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
09/01/2021,22.59,18.24,7.32,3.89,3.89,3.66,3.36,3.04,3.09,2.86,2.62,2.06,2.29,1.83,1.98,1.75,1.73,1.33,1.61,1.05,0.91,0.99,0.68,0.68,0.77,0.63,0.68,0.6,0.5,0.51,0.47,0.28,0.35,0.0,0.24,0.23,0.09,0.0,0.78,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
09/02/2021,22.64,18.43,7.35,3.81,3.83,3.64,3.38,3.04,3.08,2.89,2.62,2.06,2.29,1.84,1.99,1.74,1.72,1.34,1.61,1.06,0.9,0.98,0.68,0.68,0.79,0.64,0.69,0.61,0.49,0.5,0.46,0.27,0.36,0.0,0.24,0.23,0.09,0.0,0.6,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/03/2021,22.54,18.26,7.32,3.85,3.83,3.69,3.39,3.04,3.09,2.93,2.65,2.11,2.28,1.84,1.97,1.74,1.72,1.36,1.62,1.03,0.9,0.98,0.69,0.72,0.78,0.64,0.69,0.62,0.5,0.5,0.47,0.27,0.35,0.0,0.24,0.24,0.07,0.0,0.63,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999997
09/06/2021,22.51,18.23,7.37,3.85,3.86,3.56,3.35,2.96,3.09,2.94,2.57,2.16,2.29,1.89,2.0,1.76,1.69,1.34,1.64,0.99,0.89,0.99,0.72,0.72,0.78,0.69,0.69,0.67,0.53,0.5,0.45,0.28,0.37,0.0,0.19,0.23,0.07,0.0,0.72,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/07/2021,22.54,18.28,7.36,3.85,3.81,3.6,3.37,2.96,3.09,2.94,2.57,2.11,2.3,1.86,2.01,1.74,1.69,1.33,1.63,0.98,0.89,1.0,0.72,0.72,0.78,0.71,0.69,0.69,0.56,0.49,0.44,0.27,0.37,0.0,0.21,0.23,0.08,0.0,0.69,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/08/2021,22.54,18.28,7.36,3.85,3.81,3.6,3.37,2.96,3.09,2.94,2.57,2.11,2.3,1.86,2.01,1.74,1.69,1.33,1.63,0.98,0.89,1.0,0.72,0.72,0.78,0.71,0.69,0.69,0.56,0.49,0.44,0.27,0.37,0.0,0.21,0.23,0.08,0.0,0.69,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/09/2021,22.7,18.41,7.41,3.88,3.84,3.63,3.39,2.98,3.11,2.96,2.58,2.13,2.31,1.87,2.03,1.75,1.7,1.34,1.65,0.98,0.9,1.01,0.73,0.73,0.78,0.72,0.7,0.7,0.56,0.49,0.45,0.27,0.37,0.0,0.21,0.24,0.08,0.0,0.7,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.73
09/10/2021,22.55,18.32,7.38,3.86,3.8,3.64,3.34,2.94,3.07,2.92,2.61,2.1,2.28,1.88,2.02,1.73,1.69,1.32,1.63,0.92,0.89,0.99,0.72,0.72,0.78,0.71,0.69,0.69,0.55,0.5,0.45,0.27,0.37,0.0,0.23,0.23,0.08,0.0,0.67,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97000000000004
09/13/2021,22.76,18.44,7.45,3.91,3.7,3.62,3.46,2.9,3.09,2.91,2.58,2.09,2.32,1.87,2.01,1.71,1.68,1.36,1.7,0.95,0.89,1.0,0.72,0.71,0.84,0.76,0.71,0.74,0.55,0.49,0.44,0.27,0.37,0.0,0.2,0.23,0.02,0.0,0.11,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/14/2021,22.71,18.45,7.47,3.89,3.72,3.6,3.48,2.89,3.09,2.93,2.58,2.09,2.32,1.85,2.02,1.73,1.66,1.35,1.72,0.94,0.88,0.99,0.74,0.7,0.84,0.75,0.7,0.73,0.54,0.51,0.44,0.28,0.36,0.0,0.2,0.24,0.03,0.0,0.13,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/15/2021,22.71,18.45,7.47,3.89,3.72,3.6,3.48,2.89,3.09,2.93,2.58,2.09,2.32,1.85,2.02,1.73,1.66,1.35,1.72,0.94,0.88,0.99,0.74,0.7,0.84,0.75,0.7,0.73,0.54,0.51,0.44,0.28,0.36,0.0,0.2,0.24,0.03,0.0,0.13,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/16/2021,22.62,18.27,7.5,3.95,3.79,3.6,3.46,2.84,3.03,2.91,2.61,2.16,2.3,1.89,2.02,1.76,1.66,1.36,1.71,0.93,0.92,0.99,0.75,0.74,0.87,0.75,0.68,0.73,0.54,0.51,0.44,0.28,0.37,0.0,0.2,0.24,0.03,0.0,0.13,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/17/2021,22.66,18.23,7.53,3.98,3.79,3.6,3.48,2.8,3.06,2.95,2.59,2.16,2.32,1.85,2.0,1.75,1.65,1.34,1.74,0.92,0.91,0.99,0.73,0.72,0.88,0.75,0.68,0.73,0.53,0.52,0.44,0.28,0.37,0.0,0.2,0.24,0.03,0.0,0.14,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/20/2021,22.57,17.97,7.63,4.12,3.85,3.6,3.48,2.75,3.01,2.95,2.56,2.19,2.36,1.89,2.0,1.75,1.72,1.38,1.69,0.92,0.93,1.01,0.74,0.74,0.84,0.76,0.65,0.74,0.52,0.52,0.44,0.29,0.38,0.0,0.2,0.26,0.03,0.0,0.13,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/21/2021,20.61,16.58,7.27,4.81,4.34,4.08,3.52,2.93,3.22,3.14,2.58,2.13,2.29,1.85,1.91,1.68,1.88,1.4,1.65,0.72,0.88,0.95,0.0,0.71,1.03,0.73,0.0,0.71,0.49,0.49,0.43,0.0,0.0,0.0,0.21,0.26,0.02,0.0,0.0,0.41,1.99,1.27,0.32,0.31,0.21,0.07,0.0,0.0,100.07999999999998
09/22/2021,20.61,16.58,7.27,4.81,4.34,4.08,3.52,2.93,3.22,3.14,2.58,2.13,2.29,1.85,1.91,1.68,1.88,1.4,1.65,0.72,0.88,0.95,0.0,0.71,1.03,0.73,0.0,0.71,0.49,0.49,0.43,0.0,0.0,0.0,0.21,0.26,0.02,0.0,0.0,0.41,1.99,1.27,0.32,0.31,0.21,0.07,0.0,0.0,100.07999999999998
09/23/2021,20.7,16.76,7.27,4.78,4.31,4.09,3.45,2.94,3.27,3.2,2.56,2.08,2.27,1.81,1.93,1.68,1.84,1.38,1.63,0.71,0.87,0.96,0.0,0.69,0.98,0.75,0.0,0.73,0.5,0.49,0.43,0.0,0.0,0.0,0.22,0.26,0.02,0.0,0.0,0.41,1.94,1.27,0.32,0.31,0.2,0.07,0.0,0.0,100.08
09/24/2021,20.6,16.71,7.53,4.81,4.25,4.13,3.41,2.93,3.28,3.16,2.56,2.07,2.28,1.8,1.98,1.66,1.85,1.39,1.65,0.71,0.86,0.97,0.0,0.68,0.97,0.73,0.0,0.72,0.49,0.47,0.43,0.0,0.0,0.0,0.24,0.26,0.01,0.0,0.0,0.41,1.96,1.28,0.32,0.31,0.2,0.07,0.0,0.0,100.14
09/27/2021,20.6,16.56,7.59,4.81,4.28,4.14,3.42,2.94,3.22,3.06,2.55,2.14,2.31,1.87,1.99,1.67,2.0,1.44,1.6,0.7,0.9,0.97,0.0,0.73,0.9,0.72,0.0,0.7,0.49,0.45,0.44,0.0,0.0,0.0,0.02,0.26,0.01,0.0,0.09,0.39,1.89,1.29,0.31,0.29,0.19,0.07,0.0,0.0,100.0
09/28/2021,20.64,16.54,7.7,4.85,4.27,4.12,3.48,2.9,3.2,3.03,2.55,2.13,2.29,1.88,1.99,1.67,2.0,1.44,1.6,0.69,0.9,0.96,0.0,0.74,0.87,0.73,0.0,0.72,0.5,0.45,0.43,0.0,0.0,0.0,0.02,0.26,0.01,0.0,0.13,0.39,1.82,1.24,0.31,0.27,0.19,0.07,0.0,0.0,99.98
09/30/2021,20.53,16.35,7.63,4.91,4.29,4.06,3.49,2.93,3.18,3.0,2.58,2.21,2.27,1.9,1.95,1.7,2.05,1.5,1.59,0.7,0.93,0.97,0.0,0.76,0.88,0.77,0.0,0.75,0.54,0.45,0.43,0.0,0.0,0.0,0.02,0.27,0.01,0.0,0.13,0.39,1.77,1.26,0.31,0.27,0.19,0.06,0.0,0.0,99.98
10/01/2021,20.7,16.38,7.74,4.9,4.38,4.01,3.51,2.91,3.16,3.0,2.59,2.19,2.24,1.89,1.97,1.72,2.05,1.49,1.59,0.68,0.93,0.96,0.0,0.71,0.87,0.76,0.0,0.74,0.53,0.45,0.43,0.0,0.0,0.0,0.07,0.26,0.01,0.0,0.08,0.38,1.72,1.19,0.3,0.25,0.19,0.06,0.0,0.0,99.98999999999998
10/04/2021,23.36,18.86,7.25,4.08,3.86,3.37,3.23,3.08,3.24,2.92,2.62,2.1,2.22,2.01,1.88,1.76,1.48,1.34,1.48,1.11,0.88,0.92,0.64,0.68,0.7,0.64,0.65,0.61,0.49,0.52,0.42,0.29,0.32,0.0,0.19,0.21,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,99.78
