,B 0 05/27/21,B 0 08/19/21,WIB 0 09/02/21,B 0 08/05/21,B 0 04/29/21,B 0 07/08/21,B 0 07/29/21,B 0 05/20/21,WIB 0 08/26/21,B 0 04/22/21,B 0 06/17/21,B 0 07/15/21,B 0 04/08/21,B 0 04/15/21,B 0 09/09/21,B 0 09/23/21,B 0 04/01/21,B 0 05/13/21,B 0 07/22/21,TBILL,B 0 09/16/21,B 0 06/03/21,CMB 0 04/27/21,CMB 0 06/29/21,B 0 06/24/21,CMB 0 05/11/21,B 0 08/12/21,NQM1 INDEX,USM1 COMDTY,TUM1 COMDTY,RTYM1 INDEX,FAM1 INDEX,MFSM1 INDEX,MESM1 INDEX,JYM1 CURNCY,EDU2 COMDTY,ECM1 CURNCY,DXM1 CURNCY,CDM1 CURNCY,BPM1 CURNCY,WNM1 COMDTY,B 0 11/26/21,B 0 11/04/21,B 0 10/07/21,B 0 09/30/21,B 0 10/28/21,B 0 10/21/21,B 0 11/12/21,B 0 01/06/22,B 0 11/18/21,B 0 12/23/21,B 0 10/14/21,B 0 01/13/22,BPU1 CURNCY,NQU1 INDEX,USU1 COMDTY,TUU1 COMDTY,RTYU1 INDEX,MFSU1 INDEX,CDU1 CURNCY,MESU1 INDEX,JYU1 CURNCY,FAU1 INDEX,EDZ2 COMDTY,ECU1 CURNCY,DXU1 CURNCY,WNU1 COMDTY,SUM
09/13/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
09/14/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
09/15/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
09/16/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
09/17/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
09/20/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
09/21/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
09/22/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
09/23/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
09/24/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
09/27/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
09/28/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
09/29/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
09/30/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/01/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/04/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/05/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/06/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/07/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/08/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/11/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/12/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/13/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/14/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/15/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/18/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/19/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/20/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/21/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/22/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/25/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/26/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/27/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/28/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
10/29/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
11/01/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
11/02/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
11/03/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
11/04/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
11/05/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
11/08/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
11/09/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
11/10/2021,0.0,8.33,6.08,4.82,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,1.62,1.41,0.0,0.0,0.0,1.7,1.8,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.67,9.92,3.93,3.62,3.28,2.92,2.42,2.24,1.38,1.19,0.81,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
